name,ra,dec,PU_X,significance,F_b,HR_hms,P_inter,P_intra,G,J,W1,cp_counts,CSC_flags,Class,Class_prob,Class_prob_e,conf_flag,CT,P_AGN,P_CV,P_HM-STAR,P_LM-STAR,P_HMXB,P_LMXB,P_NS,P_YSO,e_P_AGN,e_P_CV,e_P_HM-STAR,e_P_LM-STAR,e_P_HMXB,e_P_LMXB,e_P_NS,e_P_YSO
 2CXO J110545.9-584724,166.44166666666666,-58.79017777777778,1.0831395632612295,5.86,3.4336710514582625e-15,-0.5586337254721201,,0.998,17.475647,14.669,13.091,9,,YSO,0.72857,0.10750633801182467,1,3.1903216867146575,0.0033799999999999998,0.07429000000000001,0.03184,0.12972999999999998,0.01651,0.015009999999999999,0.00067,0.72857,0.006634728300361643,0.04782031663093293,0.023684918732716286,0.08019887130726314,0.01813418729220444,0.020538298900389027,0.0033856406428566157,0.10750633801182467
 2CXO J110548.8-585438,166.45345833333332,-58.910825,0.9286577033678745,8.36,1.3722089216936596e-14,0.7636106794852976,,0.44,,,,0,,NS,0.5384,0.27376072569843707,0,0.2923915110790044,0.37549666666666665,0.00088,0.017853333333333336,4e-05,0.0,0.063985,0.5384,0.0033450000000000003,0.28338039215473043,0.005206025614871932,0.024827793955283645,0.0007739502561528087,0.0,0.08522308616849522,0.27376072569843707,0.008500484294040742
 2CXO J110551.5-584652,166.46499999999995,-58.78111666666666,1.0870961885134949,7.7,7.333429247658443e-15,-0.6983384216794607,,0.919,12.256683,11.419,11.09,9,conf,LM-STAR,0.97952,0.03189336587421888,1,18.283691291027502,2e-05,0.00212,0.01314,0.97952,0.00011999999999999999,0.00014000000000000001,0.0,0.004940000000000001,0.00044698970882985637,0.005894093682691197,0.02096138783047964,0.03189336587421888,0.0010893974420691406,0.0011754921445002442,0.0,0.010435770470133257
 2CXO J110551.8-585105,166.46620833333333,-58.85146666666667,0.8269817750753666,7.88,6.350896137611923e-15,-0.5841834781166152,,0.946,16.123482,14.001,12.861,8,,LM-STAR,0.5472899999999999,0.14770163056537886,0,0.49111100893583,0.0013900000000000002,0.030350000000000002,0.00639,0.5472899999999999,0.0020499999999999997,0.005770000000000001,0.00017999999999999998,0.40658,0.00402294470308555,0.03324579345996697,0.00979611473309004,0.14770163056537886,0.005208130626685991,0.010368925432011488,0.0016031750279274465,0.1388120037041912
 2CXO J110552.0-584739,166.4669583333333,-58.79419444444444,1.1828554359764567,6.09,5.5139455058184144e-15,-0.1617157173885431,,0.62,14.087492,11.921,10.931,9,,HM-STAR,0.53239,0.1317123230226999,0,1.1856006629461389,0.00079,0.04893,0.53239,0.13582,0.02045,0.00352,2e-05,0.25808,0.0031441669462332626,0.0388724345284183,0.1317123230226999,0.0719381866792784,0.01976583386017873,0.008676686284802787,0.0004469897088298563,0.09965563127513083
 2CXO J110552.0-585032,166.46704166666666,-58.84245833333333,1.1864004705146665,5.18,3.3708296071350923e-15,-0.590977687466332,,0.932,17.963406,14.74,13.33,8,conf,YSO,0.54467,0.1624077195436453,0,0.6389382029269127,0.00263,0.09115999999999999,0.006860000000000001,0.34345,0.00204,0.00843,0.00076,0.54467,0.005832419490838872,0.0730684158401795,0.009467313770549183,0.1525210154705252,0.00520244802621472,0.014430639048335431,0.004758681019468005,0.1624077195436453
 2CXO J110552.1-585534,166.46737499999998,-58.92623055555556,1.2857540764783164,7.23,8.689797827795783e-15,-0.8060792407591495,,0.084,12.03914,11.062,10.614,9,,LM-STAR,0.9977,0.0060948459494188445,1,93.90128295770131,1e-05,0.00027,0.0013900000000000002,0.9977,7.000000000000001e-05,0.0,0.0,0.0005600000000000001,0.0003162277660168379,0.0017407268970548282,0.0045153392218401775,0.0060948459494188445,0.000834143750078963,0.0,0.0,0.0025481155572094636
 2CXO J110553.0-584803,166.47124999999997,-58.80092222222222,1.061725563734085,6.92,5.111605886831404e-15,-0.35254764499947916,,0.998,16.170681,14.703,13.4,9,,YSO,0.36333,0.08193121397748128,0,0.6937460844569403,0.009065,0.1866,0.07687000000000001,0.24431,0.00764,0.102365,0.00982,0.36333,0.010131802822224116,0.11023266866605942,0.03897463434237866,0.08963011467948408,0.009545759347559605,0.04364214031657262,0.010994930126585097,0.08193121397748128
 2CXO J110553.2-585030,166.47175,-58.84175277777778,1.099215258386918,5.28,3.3709295400148975e-15,-0.6756795381705735,,0.957,17.149984,,,3,conf,YSO,0.299805,0.07696954778538251,0,0.3617532300445581,0.01052,0.240515,0.09230500000000001,0.099355,0.0007,0.2452,0.0116,0.299805,0.010883384034759042,0.0786546013995451,0.04580185350818005,0.04125786211361642,0.0032435351887285776,0.0739758908863721,0.012998421402576512,0.07696954778538251
 2CXO J110553.3-585422,166.47216666666665,-58.906175,0.6498522738102372,11.13,1.4067743849865404e-14,-0.5311336344333344,,0.995,16.086355,13.621,12.646,8,,YSO,0.5141699999999999,0.15340744748852617,0,0.4543632421522733,0.00035000000000000005,0.09882,0.00319,0.37235,0.0011,0.009779999999999999,0.00023999999999999998,0.5141699999999999,0.0018387171834952976,0.07852243866165501,0.005617424272338297,0.1587216748590755,0.0034353750598445287,0.015098992667710632,0.0022242633268899042,0.15340744748852617
 2CXO J110554.8-584859,166.47875,-58.81643611111111,0.5177325293464411,16.09,2.129889996711065e-14,-0.9273325630227204,,0.568,9.731091,9.343,8.776,9,,LM-STAR,0.734425,0.11268647930261032,1,2.205615376086964,5.9999999999999995e-05,0.00038,0.24724000000000002,0.734425,2e-05,1e-05,0.0,0.017865,0.0007726558075864034,0.002158763595269352,0.10819745417101588,0.11268647930261032,0.00044698970882985637,0.0003162277660168379,0.0,0.020782172015303718
 2CXO J110557.1-585249,166.48829166666667,-58.88033611111111,1.3217699179821734,5.29,4.362702713672608e-15,-0.3438017503258103,,0.794,17.346844,,,3,,CV,0.397625,0.15674231249897877,0,0.4929882582261553,0.012665000000000001,0.397625,0.063475,0.028355,0.00045,0.27635000000000004,0.00175,0.21933000000000002,0.013129934126650072,0.15674231249897877,0.04811823708054712,0.025038888172619025,0.002302781536056515,0.08925746128136514,0.005259768546729521,0.0903344419997788
 2CXO J110558.0-585423,166.49195833333332,-58.906425,1.3870596631436938,6.82,5.184435962466351e-15,-0.21071452523962803,,1.0,16.094446,14.4,13.716,9,,YSO,0.55524,0.08960452762763371,1,2.25489076203873,0.0014000000000000002,0.07609,0.03742,0.18033000000000002,0.01188,0.13614,0.0015,0.55524,0.003801901426188541,0.06504031167008766,0.02844561043030632,0.07666073289480065,0.012877555335987936,0.0650794570946603,0.004355337985618222,0.08960452762763371
 2CXO J110559.1-584802,166.49629166666665,-58.8008,1.5694118576002638,5.33,4.5227903895277415e-15,-0.0076667181889665545,,0.454,18.132946,14.856,13.304,9,conf,YSO,0.44464,0.1408087266382928,0,0.5691804079658219,0.0111,0.14138,0.01797,0.27791000000000005,0.03021,0.0597,0.01709,0.44464,0.012623365214923847,0.1099890594249864,0.018453173700467326,0.15212124366035404,0.033117256115998715,0.05476960571073804,0.029364846231407275,0.1408087266382928
 2CXO J110559.9-585315,166.49975,-58.88753055555556,1.4470417210275712,6.62,6.030116349155843e-15,-0.6407501763784029,,0.608,17.859722,,,1,extent,LMXB,0.49577,0.14671292302241737,0,0.6623272957065702,0.0017833333333333334,0.034655,0.07235000000000001,0.08272166666666667,5.9999999999999995e-05,0.49577,0.301675,0.010985,0.006486363098036746,0.019970097139968543,0.036230375931532104,0.041825167698245014,0.0007726558075864025,0.14671292302241737,0.1463370558297143,0.010564865895570628
 2CXO J110601.1-585025,166.50487499999997,-58.84031111111111,0.6845249945397804,10.16,9.131957782211927e-15,-0.8289091635745717,,0.136,12.141655,11.27,10.888,8,,LM-STAR,0.9664299999999999,0.039013807519610005,1,12.484279680684118,1e-05,0.00011999999999999999,0.03077,0.9664299999999999,0.0,4e-05,0.0,0.00263,0.0003162277660168379,0.0010893974420691408,0.03593324781171748,0.039013807519610005,0.0,0.0007739502561528086,0.0,0.007350995656177272
 2CXO J110605.6-585334,166.52374999999995,-58.89278611111112,1.3009386024038716,8.75,1.5182133181673552e-14,0.6683102039956755,,0.877,,,,0,,LMXB,0.43751666666666666,0.21588161399282957,0,0.2718213482012367,0.18952833333333333,0.029533333333333335,0.004618333333333333,0.00041500000000000006,0.0,0.43751666666666666,0.33574333333333334,0.002645,0.2486630859321609,0.029735964098953127,0.009428467761925633,0.002226596670421639,0.0,0.21588161399282957,0.15853096988556317,0.005445974075740136
 2CXO J110605.9-585032,166.52462499999996,-58.84238611111111,1.299693222584958,6.89,6.1227755814533615e-15,-0.21508643295978874,,0.923,16.905848,13.844,12.924,7,,YSO,0.68468,0.07356874309079879,1,5.03962257070453,0.02027,0.043,0.07221000000000001,0.09901,0.00533,0.053130000000000004,0.02237,0.68468,0.01493486357989755,0.024493875764156847,0.03102544888439937,0.042644324809269024,0.007832780633494879,0.0328448151445838,0.018533121069495458,0.07356874309079879
 2CXO J110610.7-585154,166.5448333333333,-58.865075,0.9116345343010562,8.9,1.2495404230878396e-14,-0.1276469308658673,,1.0,18.13008,15.844,14.474695067671416,8,,YSO,0.52006,0.1349184916881278,0,0.9650974427810077,0.006355,0.18395,0.00049,0.0259,0.0024,0.258125,0.00272,0.52006,0.009629730354828562,0.09489205447244776,0.0023378120894044004,0.02349344465892436,0.005279002544787023,0.13648933553107268,0.0056950885887784046,0.1349184916881278
 2CXO J110614.8-585237,166.56191666666666,-58.877116666666666,2.0622055485807844,5.47,6.353638077905548e-15,-0.012534248398958418,,0.85,17.09351,15.146,14.336,8,conf,YSO,0.4094,0.1770519341531953,0,0.11262720948316297,0.0019299999999999999,0.3665,0.0088,0.0551,0.011710000000000002,0.14011,0.00645,0.4094,0.004625634712825524,0.20385069316807616,0.01414071992367999,0.05215851330809297,0.019270372265403884,0.06188471230940337,0.011833745710363127,0.1770519341531953
 2CXO J110621.8-585133,166.5908333333333,-58.85927222222222,2.006565632170114,6.96,1.5831702782144853e-14,0.7253960655466107,,0.001,19.620268,,,3,extent,CV,0.5229974999999999,0.10068967004317482,1,2.0345223738558538,0.08574,0.5229974999999999,0.03489,0.004155,0.00903,0.1755625,0.086755,0.08087000000000001,0.05293159882484329,0.10068967004317482,0.022938266370065203,0.006936071228302377,0.011683132952919586,0.0700801403381858,0.056046732386564824,0.04671215179292351
 2CXO J110622.2-584951,166.59283333333332,-58.830869444444446,2.436411581099702,5.76,6.418896741693674e-15,-0.6002433360744548,,0.599,12.028834,11.224,10.954,9,,LM-STAR,0.9226,0.06320787320607485,1,7.221407383305205,0.0,0.0009400000000000001,0.06378,0.9226,5e-05,0.00029,0.0,0.01234,0.0,0.003966375188018922,0.055719083052543264,0.06320787320607485,0.0007056897321046962,0.0019544103253205866,0.0,0.016564987135485466
 2CXO J110727.7-590452,166.86566666666667,-59.08136111111112,0.3023408879614209,11.07,1.8268306738683585e-13,-0.4577308881454992,,0.683,13.294610942600002,,10.545,6,,CV,0.43673500000000004,0.0827584662662301,1,2.0399467523925714,0.022675,0.43673500000000004,0.046485,0.13217500000000001,0.00705,0.17089500000000002,0.023045000000000003,0.16094,0.01542748788307359,0.0827584662662301,0.023458902256821304,0.05216862985493235,0.008847359819504111,0.046104767916394784,0.016805814779724617,0.0524386900696062
