name,usrid,ra,dec,err_ellipse_r0,err_ellipse_r1,err_ellipse_ang,significance,extent_flag,pileup_flag,sat_src_flag,streak_src_flag,conf_flag,flux_aper90_mean_b,e_flux_aper90_mean_b,flux_aper90_mean_h,e_flux_aper90_mean_h,flux_aper90_mean_m,e_flux_aper90_mean_m,flux_aper90_mean_s,e_flux_aper90_mean_s,kp_intra_prob_b,ks_intra_prob_b,var_inter_prob_b,nh_gal,flux_powlaw_mean,e_flux_powlaw_mean,powlaw_gamma_mean,e_powlaw_gamma_mean,powlaw_nh_mean,e_powlaw_nh_mean,powlaw_ampl_mean,e_powlaw_ampl_mean,powlaw_stat,PU_kim95,remove_code,flux_significance_b_max,flux_aper90_ave_s,e_flux_aper90_ave_s,flux_aper90_ave_m,e_flux_aper90_ave_m,flux_aper90_ave_h,e_flux_aper90_ave_h,chisqr,dof,kp_prob_b_max,var_inter_prob,significance_max,flux_flag,flux_aper90_ave_b,e_flux_aper90_ave_b,src_cnts_aper90_b_max,src_cnts_aper90_b_max_hi,src_cnts_aper90_b_max_lo
 2CXO J110518.4-584615,84,166.32691666666665,-58.77087777777778,0.85,0.85,0.0,7.19,False,False,False,False,False,4.4211143873258765e-15,6.893546781138304e-16,5.226941757819571e-16,3.949010111453509e-16,4.774202115439197e-16,1.5625000362816724e-16,3.4209999999999994e-15,5.429999999999999e-16,0.063,0.039,,86.29,,,,,,,,,,0.6585164532915697,0,7.19,3.4209999999999994e-15,5.429999999999999e-16,4.774202115439197e-16,1.5625000362816724e-16,5.226941757819571e-16,3.949010111453509e-16,,0.0,0.063,,7.19,0,4.4211143873258765e-15,6.893546781138304e-16,73.981,84.512,63.451
 2CXO J110519.6-584459,85,166.33195833333332,-58.749944444444445,1.26,1.12,50.4,6.24,False,False,False,False,False,6.353821728749707e-15,1.2660907978302445e-15,5.387541734426208e-15,1.2427047975451944e-15,8.723689815170008e-16,2.315959473629112e-16,9.391101280649726e-17,7.095076936621554e-17,0.35,0.332,,85.74,,,,,,,,,,1.0064914883026659,0,6.24,9.391101280649726e-17,7.095076936621554e-17,8.723689815170008e-16,2.315959473629112e-16,5.387541734426208e-15,1.2427047975451944e-15,,0.0,0.35,,6.24,0,6.353821728749707e-15,1.2660907978302445e-15,60.861,70.685,51.037
 2CXO J110520.0-585357,86,166.3335,-58.89921666666667,0.74,0.72,95.3,10.13,False,False,False,False,False,8.202287216368947e-15,8.941033717761882e-16,7.429475973819354e-16,4.364157664890659e-16,1.851648655101534e-15,3.4358729333375747e-16,5.607690963885477e-15,7.006496200247968e-16,0.935,0.609,,89.21,,,,,,,,,,0.30884852090879833,0,10.13,5.607690963885477e-15,7.006496200247968e-16,1.851648655101534e-15,3.4358729333375747e-16,7.429475973819354e-16,4.364157664890659e-16,,0.0,0.935,,10.13,0,8.202287216368947e-15,8.941033717761882e-16,151.81,165.86,136.88
 2CXO J110520.7-584757,87,166.33625,-58.79931944444444,0.72,0.71,29.9,14.39,False,False,False,False,False,1.6865849621825264e-14,1.2711542009251425e-15,1.6126698094935054e-15,5.946038353962172e-16,3.101052885979928e-15,4.2458345780573025e-16,1.2152126926351829e-14,1.0401962164993082e-15,0.19,0.197,,86.86,1.370680386689491e-14,1.5552723571355982e-15,5.551364219525391,0.7631588323146166,44.08386522632831,12.727514592974883,2.7364745863471243e-05,9.736212433721018e-06,1.377,0.24912664787612132,0,14.39,1.2152126926351829e-14,1.0401962164993082e-15,3.101052885979928e-15,4.2458345780573025e-16,1.6126698094935054e-15,5.946038353962172e-16,,0.0,0.19,,14.39,0,1.6865849621825264e-14,1.2711542009251425e-15,295.29,316.02,274.56
 2CXO J110521.8-584528,88,166.341,-58.7578,0.82,0.76,36.3,9.94,False,False,False,False,False,1.0627595769121605e-14,1.3371408776791078e-15,4.682e-15,1.135e-15,1.877797884560803e-15,3.405001664907489e-16,4.0677978845608024e-15,6.195000915094585e-16,1.0,1.0,,85.83,,,,,,,,,,0.48497976747965743,0,9.94,4.0677978845608024e-15,6.195000915094585e-16,1.877797884560803e-15,3.405001664907489e-16,4.682e-15,1.135e-15,,0.0,1.0,,9.94,0,1.0627595769121605e-14,1.3371408776791078e-15,139.01,153.02,125.0
 2CXO J110522.3-584435,89,166.343,-58.74315555555555,1.15,0.89,20.6,7.3,False,False,False,False,False,5.563036460690223e-15,8.52572148152597e-16,5.739183645855011e-16,4.3360143079965023e-16,5.433202115439197e-16,1.8455000307180239e-16,4.445797884560803e-15,7.105000797890368e-16,0.531,0.645,,85.47,,,,,,,,,,1.0035535749183642,0,7.3,4.445797884560803e-15,7.105000797890368e-16,5.433202115439197e-16,1.8455000307180239e-16,5.739183645855011e-16,4.3360143079965023e-16,,0.0,0.531,,7.3,0,5.563036460690223e-15,8.52572148152597e-16,79.613,90.192,68.373
 2CXO J110522.5-585718,90,166.34383333333332,-58.955041666666666,1.13,0.84,95.9,9.16,True,False,False,False,False,1.4853204738115934e-14,1.831433515274396e-15,1.2284253852703655e-14,1.7704611476329852e-15,1.923797884560803e-15,3.5550015946582597e-16,6.451530008514754e-16,3.053451853430747e-16,0.468,0.484,,90.39,,,,,,,,,,0.872588781179559,0,9.16,6.451530008514754e-16,3.053451853430747e-16,1.923797884560803e-15,3.5550015946582597e-16,1.2284253852703655e-14,1.7704611476329852e-15,,0.0,0.468,,9.16,0,1.4853204738115934e-14,1.831433515274396e-15,132.39,146.3,118.47
 2CXO J110523.5-584338,91,166.34820833333333,-58.72744166666667,1.35,1.04,15.6,6.0,False,False,False,False,True,,,,,1.253680846175679e-15,3.0520002971958643e-16,2.749202115439197e-15,5.325001064602971e-16,0.824,0.73,,85.04,,,,,,,,,,1.3138890750349395,0,6.0,2.749202115439197e-15,5.325001064602971e-16,1.253680846175679e-15,3.0520002971958643e-16,7.978845608028655e-18,6.028102749890869e-18,,-1.0,,,,4,4.010861807222905e-15,6.137912996644929e-16,76.46,87.092,65.01
 2CXO J110523.7-584949,92,166.349,-58.830336111111116,0.73,0.72,51.6,7.8,False,False,False,False,False,5.0526480807438e-15,7.075638614217585e-16,8.087816741521836e-16,3.9240607058574147e-16,1.1363987125373077e-15,2.7022026645762867e-16,3.1074676940543084e-15,5.231109837817359e-16,1.0,1.0,,87.45,,,,,,,,,,0.3332602460654968,0,7.8,3.1074676940543084e-15,5.231109837817359e-16,1.1363987125373077e-15,2.7022026645762867e-16,8.087816741521836e-16,3.9240607058574147e-16,,0.0,1.0,,7.8,0,5.0526480807438e-15,7.075638614217585e-16,85.916,97.185,74.647
 2CXO J110524.4-584913,93,166.3519583333333,-58.82048888888889,0.74,0.72,62.9,8.54,False,False,False,False,False,1.2074094481658912e-14,1.5588866837185607e-15,1.0517978845608028e-14,1.525003717379982e-15,1.3110423087839426e-15,2.9807608439969314e-16,2.4507332726694194e-16,1.2506799175342477e-16,0.97,0.99,,87.19,,,,,,,,,,0.3306927131584671,0,8.54,2.4507332726694194e-16,1.2506799175342477e-16,1.3110423087839426e-15,2.9807608439969314e-16,1.0517978845608028e-14,1.525003717379982e-15,,0.0,0.97,,8.54,0,1.2074094481658912e-14,1.5588866837185607e-15,105.23,117.39,92.308
 2CXO J110525.4-585807,94,166.35591666666667,-58.96881944444445,1.3,1.08,90.5,5.29,False,False,False,False,False,5.9792869627501765e-15,1.4146690683036644e-15,3.348797884560803e-15,1.3105000432583845e-15,1.299239365368241e-15,3.1485001620489153e-16,1.3312497128211326e-15,4.298228434258816e-16,0.532,0.814,,90.57,,,,,,,,,,1.5798692366844815,0,5.29,1.3312497128211326e-15,4.298228434258816e-16,1.299239365368241e-15,3.1485001620489153e-16,3.348797884560803e-15,1.3105000432583845e-15,,0.0,0.532,,5.29,0,5.9792869627501765e-15,1.4146690683036644e-15,64.591,75.29,53.893
 2CXO J110525.5-584727,96,166.35637499999999,-58.790905555555554,0.94,0.82,69.7,6.44,False,False,False,False,False,9.45393935865622e-15,1.636590111714614e-15,8.902808461756788e-15,1.6260005578362026e-15,4.745200966723727e-16,1.68780315989584e-16,7.661080022706008e-17,7.786260086117927e-17,0.521,0.308,,86.45,,,,,,,,,,0.6424927286348122,0,6.44,7.661080022706008e-17,7.786260086117927e-17,4.745200966723727e-16,1.68780315989584e-16,8.902808461756788e-15,1.6260005578362026e-15,,0.0,0.521,,6.44,0,9.45393935865622e-15,1.636590111714614e-15,55.676,64.663,46.689
 2CXO J110526.1-584225,97,166.35895833333333,-58.70710277777778,2.25,2.25,0.0,5.76,False,False,False,False,False,1.0602541734426209e-14,2.1141526454602658e-15,6.357000000000001e-15,1.9300000000000002e-15,1.4328401933447456e-15,3.3056191592828003e-16,2.8127015410814623e-15,7.971638652400552e-16,0.999,0.991,,84.45,,,,,,,,,,1.8121217113374102,0,5.76,2.8127015410814623e-15,7.971638652400552e-16,1.4328401933447456e-15,3.3056191592828003e-16,6.357000000000001e-15,1.9300000000000002e-15,,0.0,0.999,,5.76,0,1.0602541734426209e-14,2.1141526454602658e-15,78.334,89.884,66.062
 2CXO J110526.5-584525,98,166.36054166666665,-58.757080555555554,0.91,0.85,41.9,5.52,False,False,False,False,False,6.256871418596529e-15,1.2323960823114463e-15,5.290137503547814e-15,1.2056986694285384e-15,8.934721546757964e-16,2.490525955853345e-16,7.32617603729191e-17,5.5350039449497967e-17,0.631,0.786,,85.61,,,,,,,,,,1.0143374306796853,0,5.52,7.32617603729191e-17,5.5350039449497967e-17,8.934721546757964e-16,2.490525955853345e-16,5.290137503547814e-15,1.2056986694285384e-15,,0.0,0.631,,5.52,0,6.256871418596529e-15,1.2323960823114463e-15,57.726,67.469,47.983
 2CXO J110527.2-585737,99,166.36370833333334,-58.960302777777784,1.05,0.79,92.9,9.61,False,False,False,False,False,9.419648646087865e-15,1.1257060660046353e-15,6.756486460878664e-16,5.104597408607588e-16,2.3729999999999997e-15,3.9799999999999996e-16,6.370999999999999e-15,9.209999999999998e-16,0.951,0.621,,90.3,,,,,,,,,,0.717912833100645,0,9.61,6.370999999999999e-15,9.209999999999998e-16,2.3729999999999997e-15,3.9799999999999996e-16,6.756486460878664e-16,5.104597408607588e-16,,0.0,0.951,,9.61,0,9.419648646087865e-15,1.1257060660046353e-15,141.77,156.41,126.26
 2CXO J110528.5-584930,100,166.369125,-58.82518055555556,0.75,0.73,25.4,8.66,False,False,False,False,False,6.4795200966723725e-15,8.084537810229624e-16,5.916e-16,3.585e-16,6.141222121115699e-16,1.8158442298307547e-16,5.273797884560803e-15,7.015000808127022e-16,0.968,0.693,,87.12,,,,,,,,,,0.3598668995573042,0,8.66,5.273797884560803e-15,7.015000808127022e-16,6.141222121115699e-16,1.8158442298307547e-16,5.916e-16,3.585e-16,,0.0,0.968,,8.66,0,6.4795200966723725e-15,8.084537810229624e-16,106.6,118.8,93.636
 2CXO J110529.2-584629,101,166.371875,-58.77486111111111,0.91,0.83,36.4,6.54,False,False,False,False,False,4.716623638321485e-15,9.000851224920174e-16,1.7548825021286883e-15,7.346173843071159e-16,5.098797884560803e-16,1.6685000339766937e-16,2.4518613477367168e-15,4.925967953320839e-16,1.0,1.0,,85.92,,,,,,,,,,0.7874381333925056,0,6.54,2.4518613477367168e-15,4.925967953320839e-16,5.098797884560803e-16,1.6685000339766937e-16,1.7548825021286883e-15,7.346173843071159e-16,,0.0,1.0,,6.54,0,4.716623638321485e-15,9.000851224920174e-16,64.973,74.998,54.947
 2CXO J110529.3-585405,102,166.37241666666665,-58.90160833333333,0.9,0.79,88.0,5.67,False,False,False,False,False,6.204633758103373e-15,1.2263400790185826e-15,5.222945965304602e-15,1.19972499068068e-15,8.739700392365994e-16,2.3184930879582073e-16,1.0771775356217102e-16,1.0399920266254787e-16,0.752,0.685,,88.86,,,,,,,,,,0.7235644063561384,0,5.67,1.0771775356217102e-16,1.0399920266254787e-16,8.739700392365994e-16,2.3184930879582073e-16,5.222945965304602e-15,1.19972499068068e-15,,0.0,0.752,,5.67,0,6.204633758103373e-15,1.2263400790185826e-15,53.964,62.934,44.994
 2CXO J110529.6-585718,103,166.37349999999998,-58.955194444444444,1.34,0.99,87.9,5.52,False,False,False,False,False,4.6395645208955125e-15,1.1934755644963685e-15,2.0526010577195984e-15,1.075250013180682e-15,6.399e-16,2.173e-16,1.947063463175914e-15,4.701085430034952e-16,0.877,0.726,,90.08,,,,,,,,,,1.4824509836798287,0,5.52,1.947063463175914e-15,4.701085430034952e-16,6.399e-16,2.173e-16,2.0526010577195984e-15,1.075250013180682e-15,,0.0,0.877,,5.52,0,4.6395645208955125e-15,1.1934755644963685e-15,54.496,64.278,44.714
 2CXO J110529.6-584720,104,166.37375,-58.78897222222222,0.88,0.78,41.4,7.3,False,False,False,False,False,4.865988963317827e-15,8.182711238764188e-16,1.4624676940543083e-15,6.120948466970585e-16,1.0075212692635183e-15,2.4430008353842606e-16,2.3960000000000003e-15,4.85e-16,1.0,1.0,,86.23,,,,,,,,,,0.6185198614055293,0,7.3,2.3960000000000003e-15,4.85e-16,1.0075212692635183e-15,2.4430008353842606e-16,1.4624676940543083e-15,6.120948466970585e-16,,0.0,1.0,,7.3,0,4.865988963317827e-15,8.182711238764188e-16,75.719,86.27,65.167
 2CXO J110532.7-584349,105,166.38641666666666,-58.730358333333335,1.94,1.37,36.5,5.24,False,False,False,False,False,1.0743510002838251e-14,2.3647954538267462e-15,5.791797884560802e-15,2.17150002610643e-15,3.7e-16,1.7619999999999998e-16,4.5817121182774485e-15,9.196731675217122e-16,0.934,0.55,,84.72,,,,,,,,,,1.6323776824181402,0,5.24,4.5817121182774485e-15,9.196731675217122e-16,3.7e-16,1.7619999999999998e-16,5.791797884560802e-15,2.17150002610643e-15,,0.0,0.934,,5.24,0,1.0743510002838251e-14,2.3647954538267462e-15,57.429,67.782,47.076
 2CXO J110533.2-585105,106,166.38841666666664,-58.85160277777778,0.79,0.75,78.0,5.76,False,False,False,False,False,2.911934717346811e-15,5.244959205836676e-16,2.7822234635195917e-16,2.101999428886946e-16,1.8925525413652876e-16,1.0197573501845693e-16,2.4444571168583228e-15,4.695880153772496e-16,0.253,0.056,,87.54,,,,,,,,,,0.5912868882263241,0,5.76,2.4444571168583228e-15,4.695880153772496e-16,1.8925525413652876e-16,1.0197573501845693e-16,2.7822234635195917e-16,2.101999428886946e-16,,0.0,0.253,,5.76,0,2.911934717346811e-15,5.244959205836676e-16,47.72,56.044,39.397
 2CXO J110535.5-584547,107,166.39812499999996,-58.763194444444444,0.99,0.88,62.4,9.81,False,False,False,False,False,9.379701541081462e-15,1.1970425386371084e-15,2.12090365652066e-15,9.086498092920868e-16,2.515e-15,3.9200000000000006e-16,4.743797884560803e-15,6.735000841723983e-16,1.0,1.0,,85.37,,,,,,,,,,0.5413331571277273,0,9.81,4.743797884560803e-15,6.735000841723983e-16,2.515e-15,3.9200000000000006e-16,2.12090365652066e-15,9.086498092920868e-16,,0.0,1.0,,9.81,0,9.379701541081462e-15,1.1970425386371084e-15,154.83,170.27,139.38
 2CXO J110535.6-584907,108,166.39862499999998,-58.81883611111112,1.01,0.84,43.5,5.76,False,False,False,False,False,3.864532487937433e-15,6.58574065471931e-16,2.0433823602161383e-16,1.5437971142470516e-16,5.781202115439197e-16,1.8925000299551456e-16,3.0820740403719e-15,6.116135550973751e-16,0.989,0.984,,86.67,,,,,,,,,,0.6740533760363551,0,5.76,3.0820740403719e-15,6.116135550973751e-16,5.781202115439197e-16,1.8925000299551456e-16,2.0433823602161383e-16,1.5437971142470516e-16,,0.0,0.989,,5.76,0,3.864532487937433e-15,6.58574065471931e-16,50.948,59.713,42.182
 2CXO J110535.7-585212,109,166.39895833333333,-58.87000555555556,0.79,0.74,81.1,10.76,False,False,False,False,False,1.047448150702245e-14,9.89736420427355e-16,4.719487177148949e-16,3.5656227765604497e-16,9.053306738683585e-16,2.3640042447690256e-16,9.097202115439197e-15,8.925000635183326e-16,0.821,0.499,,87.85,6.0333437814037035e-15,2.7236538301425457e-15,,,87.13740642475759,11.331204718463209,5.2664304576457665e-05,1.8371007790095708e-05,2.541,0.32977230869530283,0,10.76,9.097202115439197e-15,8.925000635183326e-16,9.053306738683585e-16,2.3640042447690256e-16,4.719487177148949e-16,3.5656227765604497e-16,,0.0,0.821,,10.76,0,1.047448150702245e-14,9.89736420427355e-16,170.94,186.95,154.94
 2CXO J110535.8-584609,110,166.3995,-58.76931111111111,1.04,0.87,43.7,6.34,False,False,False,False,False,4.678490963885477e-15,1.1545293071098124e-15,1.1495686369023597e-15,9.990496253747527e-16,2.697202115439197e-16,1.3155000430939664e-16,3.259202115439197e-15,5.635001006035647e-16,0.174,0.551,,85.5,,,,,,,,,,0.9851907078224279,0,6.34,3.259202115439197e-15,5.635001006035647e-16,2.697202115439197e-16,1.3155000430939664e-16,1.1495686369023597e-15,9.990496253747527e-16,,0.0,0.174,,6.34,0,4.678490963885477e-15,1.1545293071098124e-15,62.872,73.026,52.717
 2CXO J110538.0-585419,111,166.408375,-58.90544722222222,0.95,0.8,80.4,6.08,False,False,False,False,False,1.0846334535805751e-14,1.806548354091962e-15,1.0001595769121605e-14,1.7890001267526253e-15,7.797989422804014e-16,2.4635005753004583e-16,6.493982440374521e-17,4.906272828136179e-17,0.392,0.435,,88.57,,,,,,,,,,0.8651490815369199,0,6.08,6.493982440374521e-17,4.906272828136179e-17,7.797989422804014e-16,2.4635005753004583e-16,1.0001595769121605e-14,1.7890001267526253e-15,,0.0,0.392,,6.08,0,1.0846334535805751e-14,1.806548354091962e-15,62.533,72.331,52.735
 2CXO J110538.4-585446,112,166.410125,-58.91291388888889,1.29,1.03,79.4,5.06,False,False,False,False,True,3.358551914749367e-15,6.801577936771618e-16,4.364428547591674e-16,3.2973722041903055e-16,5.636413659358911e-16,1.8888061948495613e-16,2.3584676940543083e-15,5.641029173414152e-16,0.489,0.644,,88.73,,,,,,,,,,1.2426329781446779,0,5.06,2.3584676940543083e-15,5.641029173414152e-16,5.636413659358911e-16,1.8888061948495613e-16,4.364428547591674e-16,3.2973722041903055e-16,,0.0,0.489,,5.06,0,3.358551914749367e-15,6.801577936771618e-16,36.173,43.494,28.422
 2CXO J110539.9-584645,113,166.41625,-58.779377777777775,0.98,0.84,39.3,6.75,False,False,False,False,False,6.122968177416173e-15,1.1842221359220056e-15,4.057743849865406e-15,1.11223570801003e-15,1.6370000000000002e-15,3.390000000000001e-16,4.28224327550767e-16,2.24483400355359e-16,0.949,0.866,,85.57,,,,,,,,,,0.884148468208117,0,6.75,4.28224327550767e-16,2.24483400355359e-16,1.6370000000000002e-15,3.390000000000001e-16,4.057743849865406e-15,1.11223570801003e-15,,0.0,0.949,,6.75,0,6.122968177416173e-15,1.1842221359220056e-15,75.149,85.323,64.339
 2CXO J110540.9-585114,114,166.42054166666665,-58.853950000000005,0.91,0.8,62.4,6.6,False,False,False,False,False,4.611503886263753e-15,7.974419091964579e-16,1.191760634631759e-15,5.661500090119406e-16,7.146797884560802e-16,1.9915000284660373e-16,2.7050634631759138e-15,5.250971740591156e-16,0.993,0.979,,87.26,,,,,,,,,,0.6569475497992966,0,6.6,2.7050634631759138e-15,5.250971740591156e-16,7.146797884560802e-16,1.9915000284660373e-16,1.191760634631759e-15,5.661500090119406e-16,,0.0,0.993,,6.6,0,4.611503886263753e-15,7.974419091964579e-16,65.92,75.772,56.069
 2CXO J110542.0-585020,115,166.42504166666666,-58.83895555555556,1.2,0.84,51.8,5.03,False,False,False,False,False,2.2516257492538487e-15,4.578683743016344e-16,3.1364842085160643e-16,2.369647190982101e-16,2.9993501961829965e-16,1.3147173839755428e-16,1.6380423087839428e-15,3.690614475816365e-16,0.988,0.968,,86.87,,,,,,,,,,0.8451633096928756,0,5.03,1.6380423087839428e-15,3.690614475816365e-16,2.9993501961829965e-16,1.3147173839755428e-16,3.1364842085160643e-16,2.369647190982101e-16,,0.0,0.988,,5.03,0,2.2516257492538487e-15,4.578683743016344e-16,42.43,50.357,34.037
 2CXO J110542.6-584540,116,166.427625,-58.76136666666667,0.96,0.8,64.5,11.72,True,False,False,False,False,1.5677893079324675e-14,1.6816727545575331e-15,5.8470000000000005e-15,1.4390000000000003e-15,4.144202115439197e-15,5.255001078784167e-16,5.686690963885477e-15,6.936511299211533e-16,0.143,0.472,,85.03,1.2361915382432115e-14,1.4700617022302878e-15,3.3868201876682438,0.4364394827976088,32.440763378028386,10.877207213934318,1.1782303963739124e-05,3.4662880796032812e-06,1.311,0.5843985838651791,0,11.72,5.686690963885477e-15,6.936511299211533e-16,4.144202115439197e-15,5.255001078784167e-16,5.8470000000000005e-15,1.4390000000000003e-15,,0.0,0.143,,11.72,0,1.5677893079324675e-14,1.6816727545575331e-15,222.45,240.86,204.04
 2CXO J110543.3-585053,117,166.430625,-58.848083333333335,0.75,0.73,64.3,13.13,False,False,False,False,False,1.4883839044629274e-14,1.3189358983206485e-15,3.845126926351828e-15,9.282198924928708e-16,2.319e-15,3.6100000000000015e-16,8.719712118277448e-15,8.646841822650736e-16,0.638,0.258,,87.02,1.10024442422314e-14,1.5665966513556031e-15,4.578901120332959,1.090772612553373,29.39149220445601,17.974747367843122,1.4440809087890395e-05,6.800495857084736e-06,2.598,0.36059704645724006,0,13.13,8.719712118277448e-15,8.646841822650736e-16,2.319e-15,3.6100000000000015e-16,3.845126926351828e-15,9.282198924928708e-16,,0.0,0.638,,13.13,0,1.4883839044629274e-14,1.3189358983206485e-15,239.19,257.84,220.53
 2CXO J110543.6-584419,118,166.43204166666666,-58.73876666666667,1.8,1.13,18.8,5.96,False,False,False,False,False,8.066116344649009e-15,1.6842015566233443e-15,6.47e-15,1.639e-15,1.2775210395204243e-15,3.037702450577932e-16,3.185953051285842e-16,2.407021428031424e-16,0.228,0.444,,84.45,,,,,,,,,,1.597001769844224,0,5.96,3.185953051285842e-16,2.407021428031424e-16,1.2775210395204243e-15,3.037702450577932e-16,6.47e-15,1.639e-15,,0.0,0.228,,5.96,0,8.066116344649009e-15,1.6842015566233443e-15,71.158,82.806,59.511
 2CXO J110543.9-585309,119,166.433125,-58.885894444444446,0.85,0.78,72.2,7.77,False,False,False,False,False,5.118577553638502e-15,6.990181251515197e-16,3.5258518741878623e-16,2.663818605176775e-16,9.32992366219716e-16,2.4750362356435605e-16,3.833e-15,5.969999999999998e-16,0.998,0.993,,87.87,,,,,,,,,,0.7129346923994495,0,7.77,3.833e-15,5.969999999999998e-16,9.32992366219716e-16,2.4750362356435605e-16,3.5258518741878623e-16,2.663818605176775e-16,,0.0,0.998,,7.77,0,5.118577553638502e-15,6.990181251515197e-16,91.654,103.46,79.846
 2CXO J110545.6-585245,120,166.440125,-58.87926111111111,0.95,0.82,86.3,5.95,False,False,False,False,False,4.450932674436009e-15,9.202155596794006e-16,1.822e-15,7.87e-16,6.968797884560803e-16,2.0075000282391598e-16,1.9320528859799283e-15,4.325819143726078e-16,0.997,0.999,,87.64,,,,,,,,,,0.8886904644423864,0,5.95,1.9320528859799283e-15,4.325819143726078e-16,6.968797884560803e-16,2.0075000282391598e-16,1.822e-15,7.87e-16,,0.0,0.997,,5.95,0,4.450932674436009e-15,9.202155596794006e-16,59.934,69.531,50.337
 2CXO J110545.9-584724,121,166.44166666666666,-58.79017777777778,1.52,1.03,20.2,5.86,False,False,False,False,False,3.4336710514582625e-15,8.731580895619735e-16,7.577532999681806e-16,7.340177330809867e-16,9.664606346317592e-16,2.414500211311245e-16,1.7094571168583225e-15,4.0660165295525295e-16,0.998,0.897,,85.56,,,,,,,,,,1.0672713471182753,0,5.86,1.7094571168583225e-15,4.0660165295525295e-16,9.664606346317592e-16,2.414500211311245e-16,7.577532999681806e-16,7.340177330809867e-16,,0.0,0.998,,5.86,0,3.4336710514582625e-15,8.731580895619735e-16,58.159,67.971,48.347
 2CXO J110548.8-585438,122,166.45345833333332,-58.910824999999996,1.02,0.89,78.8,8.36,False,False,False,False,False,1.3722089216936597e-14,1.8456705960646535e-15,1.2100211543919714e-14,1.810313177954666e-15,1.2249574614729634e-15,2.8640028503395004e-16,3.9692021154391977e-16,2.173500026082408e-16,0.44,0.126,,88.23,,,,,,,,,,0.9100999642360312,0,8.36,3.9692021154391977e-16,2.173500026082408e-16,1.2249574614729634e-15,2.8640028503395004e-16,1.2100211543919714e-14,1.810313177954666e-15,,0.0,0.44,,8.36,0,1.3722089216936597e-14,1.8456705960646535e-15,112.65,125.71,99.592
 2CXO J110551.5-584652,123,166.46499999999997,-58.78111666666666,1.49,1.05,29.7,7.7,False,False,False,False,True,7.333429247658443e-15,1.360656264871744e-15,1.106106920675326e-15,1.0931004089838666e-15,6.531202115439197e-16,2.1395000264968981e-16,5.574202115439198e-15,7.815000725401293e-16,0.919,0.912,,85.11,,,,,,,,,,1.0712865806862786,0,7.7,5.574202115439198e-15,7.815000725401293e-16,6.531202115439197e-16,2.1395000264968981e-16,1.106106920675326e-15,1.0931004089838666e-15,,0.0,0.919,,7.7,0,7.333429247658443e-15,1.360656264871744e-15,93.396,105.09,80.917
 2CXO J110551.8-585105,124,166.46620833333333,-58.85146666666667,1.05,0.81,58.2,7.88,False,False,False,False,False,6.350896137611923e-15,1.0984433482618666e-15,1.3204037713922066e-15,8.689023180644439e-16,8.482902507805191e-16,2.324998658553346e-16,4.182202115439197e-15,6.305000899129417e-16,0.946,0.875,,86.73,,,,,,,,,,0.8060866399989116,0,7.88,4.182202115439197e-15,6.305000899129417e-16,8.482902507805191e-16,2.324998658553346e-16,1.3204037713922066e-15,8.689023180644439e-16,,0.0,0.946,,7.88,0,6.350896137611923e-15,1.0984433482618666e-15,91.811,103.05,79.874
 2CXO J110552.0-584739,125,166.4669583333333,-58.79419444444444,1.25,1.11,32.2,6.09,False,False,False,False,False,5.5139455058184144e-15,1.299283242437873e-15,2.3111269263518282e-15,1.1801729402165925e-15,1.2547551162906725e-15,2.8435494202761167e-16,1.948063463175914e-15,4.631101836548935e-16,0.62,0.596,,85.4,,,,,,,,,,1.168342328813342,0,6.09,1.948063463175914e-15,4.631101836548935e-16,1.2547551162906725e-15,2.8435494202761167e-16,2.3111269263518282e-15,1.1801729402165925e-15,,0.0,0.62,,6.09,0,5.5139455058184144e-15,1.299283242437873e-15,65.266,75.768,54.765
 2CXO J110552.0-585032,126,166.46704166666666,-58.84245833333333,1.03,0.85,61.7,5.18,False,False,False,False,True,3.3708296071350923e-15,7.44031891984063e-16,6.893722605336757e-16,5.208280775905712e-16,6.246594620406136e-16,1.9692436746747926e-16,2.056797884560803e-15,4.935001148735709e-16,0.932,0.894,,86.51,,,,,,,,,,1.1719312656104675,0,5.18,2.056797884560803e-15,4.935001148735709e-16,6.246594620406136e-16,1.9692436746747926e-16,6.893722605336757e-16,5.208280775905712e-16,,0.0,0.932,,5.18,0,3.3708296071350923e-15,7.44031891984063e-16,43.577,51.5,35.159
 2CXO J110552.1-585534,127,166.46737499999998,-58.926230555555556,1.37,0.93,80.8,7.23,False,False,False,False,False,8.689797827795783e-15,1.2200537702247414e-15,8.425660962078258e-16,6.365676503884758e-16,9.804338470271541e-16,2.688539851634599e-16,6.866797884560803e-15,1.005500056380022e-15,0.084,0.496,,88.43,,,,,,,,,,1.2724151681186997,0,7.23,6.866797884560803e-15,1.005500056380022e-15,9.804338470271541e-16,2.688539851634599e-16,8.425660962078258e-16,6.365676503884758e-16,,0.0,0.084,,7.23,0,8.689797827795783e-15,1.2200537702247414e-15,92.575,104.35,80.064
