name,usrid,ra,dec,err_ellipse_r0,err_ellipse_r1,err_ellipse_ang,significance,extent_flag,pileup_flag,sat_src_flag,streak_src_flag,conf_flag,flux_aper90_mean_b,e_flux_aper90_mean_b,flux_aper90_mean_h,e_flux_aper90_mean_h,flux_aper90_mean_m,e_flux_aper90_mean_m,flux_aper90_mean_s,e_flux_aper90_mean_s,kp_intra_prob_b,ks_intra_prob_b,var_inter_prob_b,nh_gal,flux_powlaw_mean,e_flux_powlaw_mean,powlaw_gamma_mean,e_powlaw_gamma_mean,powlaw_nh_mean,e_powlaw_nh_mean,powlaw_ampl_mean,e_powlaw_ampl_mean,powlaw_stat,PU_kim95,remove_code,flux_significance_b_max,flux_aper90_ave_s,e_flux_aper90_ave_s,flux_aper90_ave_m,e_flux_aper90_ave_m,flux_aper90_ave_h,e_flux_aper90_ave_h,chisqr,dof,kp_prob_b_max,var_inter_prob,significance_max,flux_flag,flux_aper90_ave_b,e_flux_aper90_ave_b,src_cnts_aper90_b_max,src_cnts_aper90_b_max_hi,src_cnts_aper90_b_max_lo
 2CXO J110442.7-585411,40,166.17812499999997,-58.90315555555556,0.88,0.8,121.9,5.41,False,False,False,False,False,2.953421131417662e-15,6.531480983815133e-16,4.890159576912161e-16,4.464900000507873e-16,6.254051737264459e-16,2.0578901397799406e-16,1.839e-15,4.3e-16,1.0,1.0,,90.95,,,,,,,,,,0.7812045920093054,0,5.41,1.839e-15,4.3e-16,6.254051737264459e-16,2.0578901397799406e-16,4.890159576912161e-16,4.464900000507873e-16,,0.0,1.0,,5.41,0,2.953421131417662e-15,6.531480983815133e-16,48.63,57.162,40.098
 2CXO J110443.6-585425,41,166.18175,-58.90718611111111,0.77,0.73,151.3,11.7,False,False,False,False,False,1.3882797884560804e-14,1.4060786216071572e-15,6.9657978845608026e-15,1.2295000461082657e-15,3.311202115439197e-15,4.445001275367958e-16,3.605797884560803e-15,5.175001095461021e-16,1.0,1.0,,91.0,1.2445746147296344e-14,1.3306136461339582e-15,2.6069153824321143,0.30629627546578453,21.92565186249118,9.742172282323173,6.464335934083841e-06,1.689013459985755e-06,0.838,0.3686084563155702,0,11.7,3.605797884560803e-15,5.175001095461021e-16,3.311202115439197e-15,4.445001275367958e-16,6.9657978845608026e-15,1.2295000461082657e-15,,0.0,1.0,,11.7,0,1.3882797884560804e-14,1.4060786216071572e-15,195.54,212.37,178.71
 2CXO J110443.6-585132,42,166.18187499999996,-58.85905,0.79,0.73,164.8,6.31,False,False,False,False,False,4.356075811196456e-15,8.709099349750679e-16,1.9552867330070826e-15,7.506269660508142e-16,9.491404230878394e-16,2.4480000926309037e-16,1.4516486551015342e-15,3.6758159385423205e-16,1.0,1.0,,89.88,,,,,,,,,,0.47456498758750054,0,6.31,1.4516486551015342e-15,3.6758159385423205e-16,9.491404230878394e-16,2.4480000926309037e-16,1.9552867330070826e-15,7.506269660508142e-16,,0.0,1.0,,6.31,0,4.356075811196456e-15,8.709099349750679e-16,57.576,66.737,48.415
 2CXO J110444.6-584941,43,166.18595833333333,-58.82809166666667,0.78,0.74,160.8,6.32,False,False,False,False,False,3.548233660528579e-15,5.492023284208645e-16,1.8415175663330135e-16,1.391286114674813e-16,2.5387978845608027e-16,1.202500047143545e-16,3.110202115439197e-15,5.175001095461019e-16,0.987,0.95,,89.11,,,,,,,,,,0.4688184118757489,0,6.32,3.110202115439197e-15,5.175001095461019e-16,2.5387978845608027e-16,1.202500047143545e-16,1.8415175663330135e-16,1.391286114674813e-16,,0.0,0.987,,6.32,0,3.548233660528579e-15,5.492023284208645e-16,57.399,66.577,48.222
 2CXO J110445.0-585009,44,166.18749999999997,-58.83593333333334,0.72,0.72,122.7,10.54,False,False,False,False,False,1.1997840193344747e-14,1.4208936327084023e-15,8.077797884560803e-15,1.3235000428334814e-15,2.0640423087839428e-15,3.600629835057375e-16,1.856e-15,3.71e-16,1.0,1.0,,89.27,,,,,,,,,,0.2907548142347713,0,10.54,1.856e-15,3.71e-16,2.0640423087839428e-15,3.600629835057375e-16,8.077797884560803e-15,1.3235000428334814e-15,,0.0,1.0,,10.54,0,1.1997840193344747e-14,1.4208936327084023e-15,136.93,150.62,123.24
 2CXO J110445.4-584807,45,166.18937499999998,-58.80219444444444,0.85,0.76,173.6,5.03,False,False,False,False,False,4.4806572661462656e-15,1.0407530085636851e-15,4.042797884560803e-15,1.0265000552266072e-15,3.7281798123317565e-16,1.596756531893527e-16,6.504140035228682e-17,6.299323164188131e-17,0.833,0.743,,88.46,,,,,,,,,,0.7707759439346473,0,5.03,6.504140035228682e-17,6.299323164188131e-17,3.7281798123317565e-16,1.596756531893527e-16,4.042797884560803e-15,1.0265000552266072e-15,,0.0,0.833,,5.03,0,4.4806572661462656e-15,1.0407530085636851e-15,31.46,38.146,24.775
 2CXO J110448.4-584833,46,166.20174999999998,-58.80921111111111,0.79,0.75,170.4,5.72,False,False,False,False,False,2.588486407761284e-15,4.72370966894378e-16,2.2963117659906467e-16,1.7348879714185922e-16,3.3785523116221936e-16,1.3532171899218714e-16,2.021e-15,4.18e-16,0.933,0.901,,88.49,,,,,,,,,,0.5473883772224506,0,5.72,2.021e-15,4.18e-16,3.3785523116221936e-16,1.3532171899218714e-16,2.2963117659906467e-16,1.7348879714185922e-16,,0.0,0.933,,5.72,0,2.588486407761284e-15,4.72370966894378e-16,46.384,54.737,38.031
 2CXO J110449.9-585549,47,166.20829166666664,-58.93033888888888,0.84,0.77,130.9,8.02,False,False,False,False,False,1.469396308126156e-14,2.1419736048673303e-15,1.2992021154391973e-14,2.1150026803819343e-15,1.6077978845608029e-15,3.2550017416312954e-16,9.414404230878394e-17,9.415000024085019e-17,0.179,0.063,,91.26,,,,,,,,,,0.7112077426425889,0,8.02,9.414404230878394e-17,9.415000024085019e-17,1.6077978845608029e-15,3.2550017416312954e-16,1.2992021154391973e-14,2.1150026803819343e-15,,0.0,0.179,,8.02,0,1.469396308126156e-14,2.1419736048673303e-15,95.14,107.13,83.145
 2CXO J110450.0-585559,48,166.20837499999996,-58.93306944444444,0.76,0.73,103.6,15.45,False,False,False,False,False,2.2109617153256668e-14,1.5729106047662428e-15,1.279638307648642e-15,7.356000493225552e-16,2.112e-15,3.519999999999999e-16,1.8717978845608027e-14,1.3450042148717462e-15,0.85,0.539,,91.32,1.3413044412526459e-14,4.091636226033924e-15,,,98.10045993687113,6.36202980148998,0.00014511998180082586,2.866536326496799e-05,3.946,0.4047574239863434,0,15.45,1.8717978845608027e-14,1.3450042148717462e-15,2.112e-15,3.519999999999999e-16,1.279638307648642e-15,7.356000493225552e-16,,0.0,0.85,,15.45,0,2.2109617153256668e-14,1.5729106047662428e-15,344.07,366.48,321.66
 2CXO J110450.7-584543,49,166.21162499999997,-58.76208611111111,0.85,0.77,7.3,11.36,False,False,False,False,False,1.326733961898701e-14,1.4088785060614609e-15,3.773137503547814e-15,1.0697239276849643e-15,2.131e-15,3.570000000000001e-16,7.363202115439197e-15,8.445000671286103e-16,0.997,0.999,,87.27,1.138797884560803e-14,1.1950047439331623e-15,3.246213841350652,0.4210439602734916,,,5.535794199657633e-06,1.4874347837662576e-06,0.833,0.43167026559341104,0,11.36,7.363202115439197e-15,8.445000671286103e-16,2.131e-15,3.570000000000001e-16,3.773137503547814e-15,1.0697239276849643e-15,,0.0,0.997,,11.36,0,1.326733961898701e-14,1.4088785060614609e-15,186.76,203.33,170.18
 2CXO J110451.8-585147,50,166.21616666666662,-58.86320555555556,0.72,0.71,120.0,10.17,False,False,False,False,False,8.100776615297285e-15,8.524218192063639e-16,8.655797884560803e-16,3.824500014822882e-16,9.063989422804015e-16,2.1275006661586952e-16,6.328797884560803e-15,7.315000774984428e-16,0.991,0.989,,89.61,,,,,,,,,,0.22262908196784878,0,10.17,6.328797884560803e-15,7.315000774984428e-16,9.063989422804015e-16,2.1275006661586952e-16,8.655797884560803e-16,3.824500014822882e-16,,0.0,0.991,,10.17,0,8.100776615297285e-15,8.524218192063639e-16,138.74,152.65,124.83
 2CXO J110453.3-584900,51,166.22241666666665,-58.816919444444444,0.73,0.72,174.8,7.79,False,False,False,False,False,8.48635828944947e-15,1.3181616922807213e-15,6.944000000000001e-15,1.2830000000000001e-15,1.192558289449468e-15,2.7111851098066817e-16,3.498e-16,1.34e-16,0.52,0.662,,88.46,,,,,,,,,,0.33973966450120807,0,7.79,3.498e-16,1.34e-16,1.192558289449468e-15,2.7111851098066817e-16,6.944000000000001e-15,1.2830000000000001e-15,,0.0,0.52,,7.79,0,8.48635828944947e-15,1.3181616922807213e-15,80.048,90.833,69.262
 2CXO J110454.3-584918,52,166.226375,-58.821783333333336,0.76,0.73,162.1,5.09,False,False,False,False,False,1.8530879745211566e-15,4.0508011169785556e-16,2.2975212692635184e-16,2.193300009304902e-16,4.621392504966939e-16,1.579797186877171e-16,1.1611965970981105e-15,3.0170624134798423e-16,0.141,0.28,,88.53,,,,,,,,,,0.4728413713192354,0,5.09,1.1611965970981105e-15,3.0170624134798423e-16,4.621392504966939e-16,1.579797186877171e-16,2.2975212692635184e-16,2.193300009304902e-16,,0.0,0.141,,5.09,0,1.8530879745211566e-15,4.0508011169785556e-16,35.184,42.39,27.978
 2CXO J110454.4-584312,53,166.22679166666663,-58.72005277777778,1.29,0.94,8.2,7.06,False,False,False,False,False,5.189704202495883e-15,7.703565902874077e-16,4.1330420249588433e-16,3.1225572244434705e-16,6.024e-16,2.008e-16,4.1739999999999996e-15,6.749999999999999e-16,0.146,0.666,,86.11,,,,,,,,,,1.3046052329122675,0,6.67,4.1739999999999996e-15,6.749999999999999e-16,6.024e-16,2.008e-16,4.1330420249588433e-16,3.1225572244434705e-16,,0.0,0.146,,6.67,0,5.189704202495883e-15,7.703565902874077e-16,88.495,100.08,76.191
 2CXO J110454.9-584712,54,166.22912499999998,-58.786858333333335,0.9,0.76,5.9,5.73,False,False,False,False,False,2.341579003724094e-15,4.738011674867827e-16,2.533283480549098e-16,1.913922623090351e-16,2.597935388108617e-16,1.2301887682028244e-16,1.8284571168583227e-15,4.1559945161891636e-16,0.262,0.601,,87.68,,,,,,,,,,0.6894962208000192,0,5.73,1.8284571168583227e-15,4.1559945161891636e-16,2.597935388108617e-16,1.2301887682028244e-16,2.533283480549098e-16,1.913922623090351e-16,,0.0,0.262,,5.73,0,2.341579003724094e-15,4.738011674867827e-16,40.839,48.468,32.761
 2CXO J110455.3-585516,55,166.23079166666665,-58.921366666666664,0.91,0.76,100.4,6.01,False,False,False,False,False,3.84165382882798e-15,7.970146624316838e-16,1.3362393653682408e-15,6.518500078271231e-16,6.55563692919008e-16,1.971360758860595e-16,1.849850770540731e-15,4.140788656899991e-16,1.0,1.0,,90.81,,,,,,,,,,0.7614845628345818,0,6.01,1.849850770540731e-15,4.140788656899991e-16,6.55563692919008e-16,1.971360758860595e-16,1.3362393653682408e-15,6.518500078271231e-16,,0.0,1.0,,6.01,0,3.84165382882798e-15,7.970146624316838e-16,55.81,65.031,46.589
 2CXO J110455.7-585534,56,166.23220833333332,-58.926141666666666,0.93,0.86,111.0,5.47,False,False,False,False,False,3.7557861257600045e-15,7.616556544727562e-16,7.216067967901116e-16,5.451816127001303e-16,4.875200966723729e-16,1.6668069793933496e-16,2.54665923229752e-15,5.050880023307461e-16,0.431,0.215,,90.91,,,,,,,,,,0.8448036780707991,0,5.47,2.54665923229752e-15,5.050880023307461e-16,4.875200966723729e-16,1.6668069793933496e-16,7.216067967901116e-16,5.451816127001303e-16,,0.0,0.431,,5.47,0,3.7557861257600045e-15,7.616556544727562e-16,52.059,61.063,43.054
 2CXO J110456.3-585015,57,166.23479166666664,-58.83753055555556,0.72,0.71,176.8,12.68,False,False,False,False,False,1.2552797884560803e-14,1.0984731964778328e-15,3.0069999999999998e-15,7.64e-16,3.163e-15,4.2900000000000007e-16,6.382797884560802e-15,6.625000855699776e-16,1.0,0.985,,88.81,1.0929468842769777e-14,1.0592057560243048e-15,3.679384225201893,0.4543001297471615,27.120974921948093,9.397344104984425,1.0156396861072056e-05,2.8775372682623465e-06,1.736,0.16907106559662483,0,12.68,6.382797884560802e-15,6.625000855699776e-16,3.163e-15,4.2900000000000007e-16,3.0069999999999998e-15,7.64e-16,,0.0,1.0,,12.68,0,1.2552797884560803e-14,1.0984731964778328e-15,227.42,245.84,208.99
 2CXO J110457.9-584742,58,166.24166666666665,-58.795049999999996,0.79,0.75,2.7,5.03,False,False,False,False,False,1.796834395706479e-15,3.9073040203387986e-16,2.351365800686044e-16,1.776481880392839e-16,1.8989993107707186e-16,1.0273755389188949e-16,1.3717978845608028e-15,3.3250017049653928e-16,0.592,0.83,,87.74,,,,,,,,,,0.6744554692777335,0,5.03,1.3717978845608028e-15,3.3250017049653928e-16,1.8989993107707186e-16,1.0273755389188949e-16,2.351365800686044e-16,1.776481880392839e-16,,0.0,0.592,,5.03,0,1.796834395706479e-15,3.9073040203387986e-16,31.05,37.648,24.064
 2CXO J110458.3-585053,59,166.24295833333332,-58.848105555555556,0.73,0.72,162.3,6.37,False,False,False,False,False,6.374110669093223e-15,1.1054627294966901e-15,5.669531157230222e-15,1.088200272741658e-15,6.440041160068473e-16,1.8913895657527328e-16,6.057539585615354e-17,4.576535607717148e-17,0.013,0.004,,88.97,,,,,,,,,,0.29625024673161604,0,6.37,6.057539585615354e-17,4.576535607717148e-17,6.440041160068473e-16,1.8913895657527328e-16,5.669531157230222e-15,1.088200272741658e-15,,0.0,0.013,,6.37,0,6.374110669093223e-15,1.1054627294966901e-15,51.526,60.095,42.453
 2CXO J110458.5-584450,60,166.24379166666665,-58.747397222222226,0.99,0.85,11.5,6.91,False,False,False,False,True,4.4511417344262075e-15,8.9586106742728e-16,6.774676940543084e-16,6.870844936054776e-16,6.735999999999999e-16,2.0090000000000002e-16,3.1000740403718998e-15,5.386289453592795e-16,0.98,0.964,,86.59,,,,,,,,,,0.9413934688333337,0,6.91,3.1000740403718998e-15,5.386289453592795e-16,6.735999999999999e-16,2.0090000000000002e-16,6.774676940543084e-16,6.870844936054776e-16,,0.0,0.98,,6.91,0,4.4511417344262075e-15,8.9586106742728e-16,68.838,78.562,58.466
 2CXO J110458.9-584120,61,166.24545833333332,-58.689030555555554,2.46,1.8,11.9,6.31,True,False,False,False,False,1.1702215980665524e-14,2.3585301320074282e-15,9.495989422804014e-15,2.2855006201061705e-15,1.7774465396623367e-15,4.00068589157127e-16,4.287800181991741e-16,4.231978533158132e-16,0.141,0.086,,85.18,,,,,,,,,,2.149569079701491,0,6.31,4.287800181991741e-16,4.231978533158132e-16,1.7774465396623367e-15,4.00068589157127e-16,9.495989422804014e-15,2.2855006201061705e-15,,0.0,0.141,,6.31,0,1.1702215980665524e-14,2.3585301320074282e-15,82.23,94.484,69.211
 2CXO J110500.7-584942,62,166.2530833333333,-58.82859444444445,0.73,0.73,15.6,6.81,False,False,False,False,False,4.334620211543919e-15,7.581229673567489e-16,5.401202115439198e-16,3.03850001865727e-16,5.925000000000001e-16,1.831e-16,3.202e-15,6.699999999999998e-16,0.827,0.612,,88.41,,,,,,,,,,0.30567422761889834,0,6.81,3.202e-15,6.699999999999998e-16,5.925000000000001e-16,1.831e-16,5.401202115439198e-16,3.03850001865727e-16,,0.0,0.827,,6.81,0,4.334620211543919e-15,7.581229673567489e-16,53.743,62.609,44.878
 2CXO J110506.2-584441,63,166.27612499999998,-58.744925,1.04,0.77,6.9,7.84,False,False,False,False,False,7.33468544554439e-15,1.256297162010887e-15,2.6599248109126308e-15,1.088681278691054e-15,1.0237606346317591e-15,2.5215002023442413e-16,3.6509999999999996e-15,5.739999999999999e-16,0.921,0.977,,86.2,,,,,,,,,,0.8277885756920208,0,7.84,3.6509999999999996e-15,5.739999999999999e-16,1.0237606346317591e-15,2.5215002023442413e-16,2.6599248109126308e-15,1.088681278691054e-15,,0.0,0.921,,7.84,0,7.33468544554439e-15,1.256297162010887e-15,92.312,103.55,80.375
 2CXO J110506.3-584209,64,166.27645833333332,-58.702625000000005,1.19,0.94,3.3,9.25,False,False,False,False,False,1.2520089400731072e-14,1.687350348234257e-15,1.160271280750673e-15,1.1118300058942259e-15,1.2840742701149936e-15,2.961502414433252e-16,1.0075743849865405e-14,1.2342124088553697e-15,0.798,0.691,,85.19,,,,,,,,,,1.3558170179330122,0,9.25,1.0075743849865405e-14,1.2342124088553697e-15,1.2840742701149936e-15,2.961502414433252e-16,1.160271280750673e-15,1.1118300058942259e-15,,0.0,0.798,,9.25,0,1.2520089400731072e-14,1.687350348234257e-15,131.58,146.12,117.05
 2CXO J110507.1-584543,65,166.27983333333333,-58.762,0.89,0.81,19.6,7.73,False,False,False,False,False,5.454412577763636e-15,1.034360506235296e-15,8.073808461756789e-16,8.07500011232716e-16,1.2412338470271542e-15,2.760525771266661e-16,3.4057978845608027e-15,5.845000969890659e-16,0.253,0.157,,86.56,,,,,,,,,,0.6660760447445053,0,7.73,3.4057978845608027e-15,5.845000969890659e-16,1.2412338470271542e-15,2.760525771266661e-16,8.073808461756789e-16,8.07500011232716e-16,,0.0,0.253,,7.73,0,5.454412577763636e-15,1.034360506235296e-15,83.061,94.292,71.83
 2CXO J110507.7-585206,66,166.28225,-58.86855833333333,0.72,0.72,162.6,10.82,False,False,False,False,False,1.9667099999999998e-14,1.9216288429350764e-15,1.7589999999999997e-14,1.8900000000000003e-15,1.78e-15,3.1899999999999996e-16,2.971e-16,1.371e-16,0.827,0.924,,89.04,1.4204782712502938e-14,2.2085168673032305e-15,1.537319613310509,0.3372428220862546,98.84141859652931,38.12132601586586,4.7578974354297895e-06,2.0436963158427096e-06,2.747,0.18155968635064784,0,10.82,2.971e-16,1.371e-16,1.78e-15,3.1899999999999996e-16,1.7589999999999997e-14,1.8900000000000003e-15,,0.0,0.827,,10.82,0,1.9667099999999998e-14,1.9216288429350764e-15,168.49,183.81,152.22
 2CXO J110507.9-584732,67,166.28304166666666,-58.79230277777778,0.88,0.78,11.1,5.09,False,False,False,False,False,2.037156174010271e-15,4.616924496015904e-16,2.0736157747981077e-16,2.1042803063965332e-16,2.729967119696574e-16,1.476739603315579e-16,1.5567978845608028e-15,3.835001478229541e-16,0.681,0.832,,87.24,,,,,,,,,,0.6300588538647884,0,5.09,1.5567978845608028e-15,3.835001478229541e-16,2.729967119696574e-16,1.476739603315579e-16,2.0736157747981077e-16,2.1042803063965332e-16,,0.0,0.681,,5.09,0,2.037156174010271e-15,4.616924496015904e-16,35.451,42.712,28.19
 2CXO J110508.3-585823,68,166.28470833333333,-58.973127777777776,1.06,1.06,0.0,5.52,True,False,False,False,True,8.18846654533884e-15,1.7343089299330342e-15,3.0531375035478138e-15,1.5526542697786095e-15,1.5248401933447457e-15,3.45559228298385e-16,3.6104888484462795e-15,6.9114470461803e-16,1.0,1.0,,91.43,,,,,,,,,,1.2076261868312874,0,5.52,3.6104888484462795e-15,6.9114470461803e-16,1.5248401933447457e-15,3.45559228298385e-16,3.0531375035478138e-15,1.5526542697786095e-15,,0.0,1.0,,5.52,0,8.18846654533884e-15,1.7343089299330342e-15,103.03,116.91,89.155
 2CXO J110510.3-585029,69,166.29324999999997,-58.84151111111111,0.72,0.72,23.2,8.18,False,False,False,False,False,5.8733836747198346e-15,7.79117902595858e-16,1.023356174010271e-15,3.845931044784371e-16,8.128253852703656e-16,1.9964089449002942e-16,4.037202115439197e-15,6.475000875522936e-16,0.262,0.076,,88.29,,,,,,,,,,0.20332297247777836,0,8.18,4.037202115439197e-15,6.475000875522936e-16,8.128253852703656e-16,1.9964089449002942e-16,1.023356174010271e-15,3.845931044784371e-16,,0.0,0.262,,8.18,0,5.8733836747198346e-15,7.79117902595858e-16,86.752,97.728,75.776
 2CXO J110510.9-584447,70,166.29583333333332,-58.746544444444446,1.14,0.89,29.9,5.09,False,False,False,False,False,3.2966030970249336e-15,6.811150384627881e-16,5.495828854810137e-16,4.152157174124831e-16,2.380202115439197e-16,1.2605000449743062e-16,2.509e-15,5.2500000000000005e-16,0.771,0.852,,86.03,,,,,,,,,,1.1815040586791423,0,5.09,2.509e-15,5.2500000000000005e-16,2.380202115439197e-16,1.2605000449743062e-16,5.495828854810137e-16,4.152157174124831e-16,,0.0,0.771,,5.09,0,3.2966030970249336e-15,6.811150384627881e-16,43.534,51.757,34.827
 2CXO J110512.4-584217,71,166.30187499999997,-58.70488055555556,1.29,1.07,43.3,8.06,False,False,False,False,False,9.783679237974021e-15,1.6835060948676671e-15,2.595339618987011e-15,1.4531699433554105e-15,1.4738401933447457e-15,3.3156172918805835e-16,5.7144994256422655e-15,7.826600200105024e-16,0.991,0.977,,84.98,,,,,,,,,,1.3195474667346798,0,8.06,5.7144994256422655e-15,7.826600200105024e-16,1.4738401933447457e-15,3.3156172918805835e-16,2.595339618987011e-15,1.4531699433554105e-15,,0.0,0.991,,8.06,0,9.783679237974021e-15,1.6835060948676671e-15,132.06,146.7,117.42
 2CXO J110513.3-584503,72,166.30558333333332,-58.750875,0.91,0.83,55.5,7.02,False,False,False,False,False,4.89409307887399e-15,8.522161783949062e-16,6.516728673300709e-16,5.55205017164125e-16,7.254202115439197e-16,2.0555000275797192e-16,3.5169999999999994e-15,6.129999999999999e-16,0.254,0.164,,86.03,,,,,,,,,,0.8619358802580129,0,7.02,3.5169999999999994e-15,6.129999999999999e-16,7.254202115439197e-16,2.0555000275797192e-16,6.516728673300709e-16,5.55205017164125e-16,,0.0,0.254,,7.02,0,4.89409307887399e-15,8.522161783949062e-16,73.236,83.874,62.599
 2CXO J110513.3-585426,73,166.30583333333334,-58.907241666666664,0.81,0.75,83.4,5.85,False,False,False,False,True,3.743875212963045e-15,8.872457451756788e-16,1.2431223269831168e-15,7.5355009102917325e-16,5.256999999999999e-16,1.6959999999999999e-16,1.9750528859799284e-15,4.365811638656325e-16,0.985,0.859,,89.69,,,,,,,,,,0.6519270634629508,0,5.85,1.9750528859799284e-15,4.365811638656325e-16,5.256999999999999e-16,1.6959999999999999e-16,1.2431223269831168e-15,7.5355009102917325e-16,,0.0,0.985,,5.85,0,3.743875212963045e-15,8.872457451756788e-16,46.263,54.488,38.039
 2CXO J110514.3-584941,75,166.30995833333333,-58.82819444444445,0.74,0.72,25.7,5.96,False,False,False,False,False,4.5840615774798106e-15,9.085719282074267e-16,2.719797884560803e-15,8.255000686736662e-16,5.509817890237305e-16,1.8128317905517193e-16,1.3132819038952774e-15,3.3345013770875e-16,1.0,1.0,,87.81,,,,,,,,,,0.32998732244137186,0,5.96,1.3132819038952774e-15,3.3345013770875e-16,5.509817890237305e-16,1.8128317905517193e-16,2.719797884560803e-15,8.255000686736662e-16,,0.0,1.0,,5.96,0,4.5840615774798106e-15,9.085719282074267e-16,52.492,61.309,43.676
 2CXO J110514.8-585909,76,166.3118333333333,-58.98596388888889,1.96,1.18,94.9,6.88,False,False,False,False,False,1.1478300000000002e-14,2.3144804190141684e-15,4.181e-15,2.0369999999999998e-15,6.843000000000001e-16,2.369e-16,6.613000000000001e-15,1.0730000000000003e-15,0.191,0.113,,91.43,,,,,,,,,,1.5831282729933707,0,6.62,6.613000000000001e-15,1.0730000000000003e-15,6.843000000000001e-16,2.369e-16,4.181e-15,2.0369999999999998e-15,,0.0,0.191,,6.62,0,1.1478300000000002e-14,2.3144804190141684e-15,93.182,105.32,80.283
 2CXO J110515.1-584744,77,166.31312499999999,-58.79577222222222,0.78,0.74,29.8,5.49,False,False,False,False,False,2.5864110605578493e-15,5.865372790783704e-16,9.163326744360086e-16,4.803231822168636e-16,8.054477122534825e-16,2.136955303249556e-16,8.646306738683584e-16,2.600958298259696e-16,1.0,1.0,,87.01,,,,,,,,,,0.5564300801071965,0,5.49,8.646306738683584e-16,2.600958298259696e-16,8.054477122534825e-16,2.136955303249556e-16,9.163326744360086e-16,4.803231822168636e-16,,0.0,1.0,,5.49,0,2.5864110605578493e-15,5.865372790783704e-16,45.598,53.854,37.342
 2CXO J110515.1-584831,78,166.31320833333334,-58.80885833333333,0.74,0.72,29.1,8.29,False,False,False,False,False,4.918914621575804e-15,6.25284325827585e-16,1.914922945926877e-16,1.4467446599738088e-16,5.152202115439197e-16,1.818500031174107e-16,4.212202115439197e-15,5.805000976573802e-16,0.413,0.256,,87.32,,,,,,,,,,0.3330582966034373,0,8.29,4.212202115439197e-15,5.805000976573802e-16,5.152202115439197e-16,1.818500031174107e-16,1.914922945926877e-16,1.4467446599738088e-16,,0.0,0.413,,8.29,0,4.918914621575804e-15,6.25284325827585e-16,87.777,99.083,76.472
 2CXO J110515.6-585437,79,166.31529166666664,-58.910402777777776,0.92,0.81,92.9,5.03,False,False,False,False,False,2.869819522314638e-15,7.067006668562481e-16,1.966478271250294e-15,6.59617667692148e-16,6.058445390946868e-16,2.0313755547271465e-16,2.974967119696574e-16,1.5187329771887665e-16,0.942,0.823,,89.66,,,,,,,,,,0.7735391729850867,0,5.03,2.974967119696574e-16,1.5187329771887665e-16,6.058445390946868e-16,2.0313755547271465e-16,1.966478271250294e-15,6.59617667692148e-16,,0.0,0.942,,5.03,0,2.869819522314638e-15,7.067006668562481e-16,37.663,44.857,30.046
 2CXO J110516.3-585611,80,166.31833333333333,-58.93662777777777,0.83,0.78,108.3,8.97,False,False,False,False,True,8.277648655101534e-15,1.3594032617808509e-15,4.2919999999999995e-15,1.2459999999999997e-15,2.309648655101534e-15,3.915765929424504e-16,1.676e-15,3.77e-16,1.0,1.0,,90.23,,,,,,,,,,0.6893227883468298,0,8.97,1.676e-15,3.77e-16,2.309648655101534e-15,3.915765929424504e-16,4.2919999999999995e-15,1.2459999999999997e-15,,0.0,1.0,,8.97,0,8.277648655101534e-15,1.3594032617808509e-15,107.95,120.07,95.827
 2CXO J110516.9-584508,81,166.32066666666665,-58.75227777777778,0.96,0.81,19.5,6.17,False,False,False,False,False,7.744821108443353e-15,1.4535050714434945e-15,6.655e-15,1.4259999999999999e-15,8.966891930609205e-16,2.342460930955953e-16,1.9313191538243212e-16,1.5598000058151162e-16,0.219,0.225,,85.91,,,,,,,,,,0.9280202001550227,0,6.17,1.9313191538243212e-16,1.5598000058151162e-16,8.966891930609205e-16,2.342460930955953e-16,6.655e-15,1.4259999999999999e-15,,0.0,0.219,,6.17,0,7.744821108443353e-15,1.4535050714434945e-15,63.502,73.468,53.535
 2CXO J110517.7-585044,82,166.32391666666666,-58.845675,0.74,0.73,56.9,5.37,False,False,False,False,False,2.7361550014191253e-15,5.788691559995719e-16,1.2216539436995268e-15,4.788269917131009e-16,6.553202115439197e-16,1.945500029139097e-16,8.591808461756789e-16,2.607000347925493e-16,1.0,1.0,,88.07,,,,,,,,,,0.3607589734438563,0,5.37,8.591808461756789e-16,2.607000347925493e-16,6.553202115439197e-16,1.945500029139097e-16,1.2216539436995268e-15,4.788269917131009e-16,,0.0,1.0,,5.37,0,2.7361550014191253e-15,5.788691559995719e-16,44.157,52.183,35.659
 2CXO J110518.3-584842,83,166.32625,-58.81193888888889,0.78,0.75,24.6,5.09,False,False,False,False,False,2.1127209246488776e-15,4.898497750490263e-16,6.905816741521835e-16,3.826075067644934e-16,4.762988274088545e-16,1.625776225309952e-16,9.458404230878395e-16,2.5910000875185072e-16,0.011,0.248,,87.26,,,,,,,,,,0.50898478739131,0,5.09,9.458404230878395e-16,2.5910000875185072e-16,4.762988274088545e-16,1.625776225309952e-16,6.905816741521835e-16,3.826075067644934e-16,,0.0,0.011,,5.09,0,2.1127209246488776e-15,4.898497750490263e-16,38.628,45.9,30.903
