_rs_gaia,_q,_r_gaia,EDR3Name_gaia,RA_ICRS_gaia,e_RA_ICRS_gaia,DE_ICRS_gaia,e_DE_ICRS_gaia,Source_gaia,SolID_gaia,RandomI_gaia,Epoch_gaia,Plx_gaia,e_Plx_gaia,RPlx_gaia,PM_gaia,pmRA_gaia,e_pmRA_gaia,pmDE_gaia,e_pmDE_gaia,RADEcor_gaia,RAPlxcor_gaia,RApmRAcor_gaia,RApmDEcor_gaia,DEPlxcor_gaia,DEpmRAcor_gaia,DEpmDEcor_gaia,PlxpmRAcor_gaia,PlxpmDEcor_gaia,pmRApmDEcor_gaia,NAL_gaia,NAC_gaia,NgAL_gaia,NbAL_gaia,gofAL_gaia,chi2AL_gaia,epsi_gaia,sepsi_gaia,Solved_gaia,APF_gaia,nueff_gaia,pscol_gaia,e_pscol_gaia,RApscolCorr_gaia,DEpscolCorr_gaia,PlxpscolCorr_gaia,pmRApscolCorr_gaia,pmDEpscolCorr_gaia,MatchObsA_gaia,Nper_gaia,amax_gaia,MatchObs_gaia,NewMatchObs_gaia,MatchObsrm_gaia,IPDgofha_gaia,IPDgofhp_gaia,IPDfmp_gaia,IPDfow_gaia,RUWE_gaia,SDSk1_gaia,SDSk2_gaia,SDSk3_gaia,SDSk4_gaia,SDMk1_gaia,SDMk2_gaia,SDMk3_gaia,SDMk4_gaia,Dup_gaia,o_Gmag_gaia,FG_gaia,e_FG_gaia,RFG_gaia,Gmag_gaia,e_Gmag_gaia,o_BPmag_gaia,FBP_gaia,e_FBP_gaia,RFBP_gaia,BPmag_gaia,e_BPmag_gaia,o_RPmag_gaia,FRP_gaia,e_FRP_gaia,RFRP_gaia,RPmag_gaia,e_RPmag_gaia,NBPcont_gaia,NBPblend_gaia,NRPcont_gaia,NRPblend_gaia,Mode_gaia,E_BP_RP__gaia,BP-RP_gaia,BP-G_gaia,G-RP_gaia,RVDR2_gaia,e_RVDR2_gaia,o_RVDR2_gaia,Tefftemp_gaia,loggtemp_gaia,__Fe_H_temp_gaia,GLON_gaia,GLAT_gaia,ELON_gaia,ELAT_gaia,PS1_gaia,SDSSDR13_gaia,SkyMapper2_gaia,URAT1_gaia,GmagCorr_gaia,e_GmagCorr_gaia,FGCorr_gaia,E_BP_RP_Corr_gaia,RAJ2000_gaia,e_RAJ2000_gaia,DEJ2000_gaia,e_DEJ2000_gaia,RADEcorJ2000_gaia,_r_gaiadist,RA_ICRS_gaiadist,DE_ICRS_gaiadist,rgeo_gaiadist,b_rgeo_gaiadist,B_rgeo_gaiadist,rpgeo_gaiadist,b_rpgeo_gaiadist,B_rpgeo_gaiadist,Flag_gaiadist
[0.17267854297234286],1.0,0.17267854297234286,Gaia EDR3 2767427649937817728,0.03908976009,0.1551,13.93846081459,0.1016,2767427649937817728,1636042515805110272,1754935333,2016.0,-0.1574,0.2045,-0.7696,0.2,-0.2,0.196,-0.008,0.121,0.3088,0.1722,0.0431,-0.1875,-0.234,-0.2746,0.4018,0.2027,-0.3793,0.0586,532,0,526,6,1.9731,611.88,0.421,1.29,31,1,1.566,,,,,,,,60,17,0.27434,77,13,0,0.163,64.0,0,0,1.061,0.178,0.663,0.281,0.138,158.434,-19.975,33.446,-20.128,0,512,754.06,1.0712,703.972,18.49385,0.003158,71,422.35,6.7191,62.858,18.774363,0.017497,75,492.34,6.5693,74.945,18.01724,0.014972,0,2,0,1,0,1.213,0.757122,0.280512,0.47661,,,0,,,,104.4921583166,-47.0889411049,5.6736880575,12.7524554741,124720000390526640,1237652942101545216,,520000014,18.49385,0.003158,754.06,0.017,0.03909067632,3.1263,13.93846084986,1.8942,0.0849,0.173,0.03908976009,13.93846081459,5341.84473,3365.31104,12734.5479,6771.80908,5695.6582,8208.14746,10033.0
[0.12422020613797241],2.0,0.12422020613797241,Gaia EDR3 2738349136498974336,0.62798434096,0.1229,0.83309490225,0.1072,2738349136498974336,1636042515805110272,849874828,2016.0,0.2857,0.1637,1.7448,0.202,0.185,0.204,-0.08,0.1,0.337,-0.0705,-0.0351,0.0609,-0.3822,-0.2773,0.7531,0.3119,-0.3951,0.114,398,0,398,0,-1.6119,363.33,0.0,0.0,31,1,1.574,,,,,,,,48,13,0.287442,60,8,0,0.0722,161.0,1,0,0.942,0.534,0.726,0.554,0.377,-15.576,-17.487,-15.831,-9.349,0,478,1384.4,2.577,537.195,17.834246,0.003417,52,762.3,9.1264,83.527,18.13322,0.013295,51,920.79,9.1534,100.596,17.337488,0.011436,0,0,0,0,0,1.216,0.795732,0.298975,0.496758,,,0,,,,98.1349087846,-59.6622736664,0.9075549495,0.5145572343,109000006279830176,1237657191979221248,16582627,455000154,17.834246,0.003417,1384.4,0.016,0.62798351849,3.2779,0.83309525951,1.5279,0.1376,0.124,0.62798434096,0.83309490225,2676.2002,1935.71948,4579.77588,4197.05273,3410.53809,5053.73486,10033.0
[0.6532161258368407],3.0,0.6532161258368407,Gaia EDR3 2545889285438774528,1.59419109221,0.5714,-0.07345956696,0.4678,2545889285438774528,1636042515805110272,179525207,2016.0,0.0289,0.6527,0.0443,0.034,0.003,0.835,-0.034,0.592,0.4055,-0.072,0.1007,-0.3486,-0.1452,-0.3001,-0.1363,-0.2144,0.0539,0.202,216,0,214,2,0.5269,233.77,0.841,0.427,31,1,1.605,,,,,,,,25,13,1.18953,36,12,0,0.136,140.0,0,0,1.024,0.123,0.469,0.281,0.301,-103.698,-26.944,-46.961,23.438,0,271,181.32,1.6642,108.955,20.041252,0.010339,31,117.99,7.068,16.694,20.15889,0.065097,32,134.46,8.0794,16.643,19.426401,0.065348,0,1,0,1,0,1.392,0.732489,0.117638,0.614851,,,0,,,,99.2807745649,-60.8590909506,1.4335025004,-0.7014716643,107910015941802320,1237657190905937920,13297277,,20.041252,0.010339,181.32,0.198,1.59419107885,13.3137,-0.07345941763,9.5488,0.2316,0.653,1.59419109221,-0.07345956696,1963.5354,1240.3252,2742.6394,11836.8857,9928.94727,14323.5811,10023.0
[0.11846350224344465],4.0,0.11846350224344465,Gaia EDR3 2545776959158460800,1.74705079529,0.317,-0.29469272614,0.3105,2545776959158460800,1636042515805110272,110815242,2016.0,-1.0241,0.3579,-2.8611,0.389,0.358,0.387,0.153,0.354,0.4902,0.036,-0.1848,-0.413,-0.2379,-0.3316,-0.4075,-0.1332,-0.0426,0.3688,206,9,205,1,1.6917,247.42,0.812,1.12,31,0,1.633,,,,,,,,24,13,0.636093,34,13,0,0.133,65.1,0,0,1.084,,,,,,,,,0,263,379.53,1.8548,204.625,19.23924,0.005979,30,256.31,9.8241,26.09,19.316618,0.041708,31,224.91,10.171,22.112,18.867884,0.049247,0,0,0,2,0,1.268,0.448734,0.077377,0.371357,,,0,,,,99.4128632812,-61.1202546728,1.4857883028,-0.9652456344,107640017470196800,1237663783661273344,13296851,,19.23924,0.005979,379.53,0.092,1.7470492038,6.2638,-0.29469340507,5.7915,0.3958,0.118,1.74705079529,-0.29469272614,3304.13647,2272.69238,5593.99512,3908.68726,3113.78271,5125.26807,10022.0
[0.17394662581992648],5.0,0.17394662581992648,Gaia EDR3 2769535856108234880,1.76505023779,0.2009,15.90657564678,0.1886,2769535856108234880,1636042515805110272,130023518,2016.0,0.1572,0.2248,0.6992,0.583,0.58,0.217,-0.055,0.243,0.4936,0.2329,-0.1588,-0.4787,-0.083,-0.3903,-0.5893,-0.0394,-0.0637,0.4076,245,0,244,1,2.028,322.91,0.628,2.09,95,0,,1.2553,0.0521,-0.18,-0.071,0.093,-0.12,0.023,29,14,0.4113,38,11,0,0.168,68.4,5,0,1.093,0.173,0.364,0.324,0.536,-89.873,-31.435,-57.014,25.261,0,313,752.1,5.3235,141.28,18.496683,0.008164,35,620.14,17.168,36.121,18.357317,0.030187,34,1605.6,18.273,87.87,16.73377,0.012921,0,35,0,34,0,2.959,1.623547,-0.139366,1.762913,,,0,,,,107.5840739011,-45.6385482219,8.0643328988,13.8671248529,127080017650598464,1237656496725033216,,530000745,18.493893,0.008145,754.03,1.674,1.76504755743,3.5103,15.90657589342,3.9951,0.4379,0.174,1.76505023779,15.90657564678,3715.78882,1964.88049,5149.33105,1679.33557,1491.05286,1897.44373,10033.0
[0.024324988104179296],6.0,0.024324988104179296,Gaia EDR3 2769540666471561472,2.23666052489,0.2655,15.84604494497,0.2073,2769540666471561472,1636042515805110272,1288564649,2016.0,0.6582,0.3391,1.9409,0.363,-0.353,0.325,0.086,0.323,0.3126,0.3057,0.0868,-0.3288,-0.2353,-0.1663,-0.2145,-0.0958,-0.173,0.2871,244,0,244,0,1.8881,296.12,0.527,0.727,31,1,1.59,,,,,,,,29,15,0.515938,37,10,0,0.0858,151.0,0,0,1.086,0.223,0.423,0.366,0.398,-109.388,-33.194,-55.617,23.855,0,307,435.23,2.569,169.419,19.090563,0.006976,35,248.16,9.697,25.591,19.351732,0.042518,33,275.16,7.9885,34.444,18.648952,0.031748,0,0,0,0,0,1.202,0.70278,0.261169,0.44161,,,0,,,,108.1939985832,-45.8062461881,8.4649273879,13.6262483656,127010022366295792,1237656496725229824,,,19.090563,0.006976,435.23,0.01,2.23666215532,5.1861,15.84604456097,5.2238,0.3093,0.024,2.23666052489,15.84604494497,1440.69666,1054.01428,2005.5603,8015.11523,2295.58594,10340.4707,10123.0
[0.15673460329266528],7.0,0.15673460329266528,Gaia EDR3 2545465385051233664,3.27563213969,0.1392,0.07554041047,0.1167,2545465385051233664,1636042515805110272,921908446,2016.0,-0.0413,0.1636,-0.2527,0.314,-0.245,0.176,-0.196,0.147,0.3308,0.2582,-0.2024,-0.2053,-0.1256,-0.1651,-0.1184,-0.0366,-0.2003,0.2962,299,0,295,4,0.7352,321.25,0.144,0.134,31,1,1.615,,,,,,,,34,16,0.264787,40,12,0,0.0867,69.4,0,0,1.03,0.235,0.364,0.247,0.531,-66.489,-26.491,-49.046,23.537,0,337,782.71,1.7005,460.284,18.45336,0.003627,35,476.61,7.1847,66.337,18.64313,0.016603,34,483.29,10.945,44.158,18.037374,0.024877,0,2,0,1,0,1.226,0.605755,0.18977,0.415985,,,0,,,,102.6612863767,-61.278343692,3.0358798348,-1.2330546292,108090032756031120,1237663784198799360,16608426,,18.45336,0.003627,782.71,0.041,3.27563323023,2.8529,0.07554127937,2.3703,0.3096,0.157,3.27563213969,0.07554041047,3690.96924,2779.38208,4912.48145,7121.09375,5589.93066,8917.57031,10021.0
[0.5915200779080817],8.0,0.5915200779080817,Gaia EDR3 2793520396598023424,4.65546091347,0.3624,16.57949482464,0.3241,2793520396598023424,1636042515805110272,1478046953,2016.0,0.0555,0.5,0.1111,0.525,0.5,0.526,0.161,0.415,0.3668,0.0063,-0.2039,-0.1875,-0.2946,-0.2028,-0.3611,0.2287,-0.1547,0.1749,246,0,245,1,0.2886,261.81,0.0,0.0,31,0,1.62,,,,,,,,28,13,0.760089,34,10,0,0.0481,34.2,0,0,1.012,0.208,0.402,0.373,0.443,-118.55,-25.299,-55.298,21.347,0,296,209.36,1.7765,117.852,19.88511,0.009616,32,124.29,11.508,10.801,20.102427,0.100564,30,147.46,8.6725,17.004,19.326174,0.063965,0,0,0,1,0,1.298,0.776253,0.217316,0.558937,,,0,,,,111.6649996116,-45.5731297199,10.9531863566,13.3474954947,127890046554195984,1237678600233419008,,,19.88511,0.009616,209.36,0.1,4.65545859697,8.4936,16.57949410732,6.7624,0.1883,0.592,4.65546091347,16.57949482464,2373.55591,1569.56006,3513.23413,10054.0635,8172.8833,11731.8936,10033.0
[0.1788825017429373],10.0,0.1788825017429373,Gaia EDR3 2792568082089075584,5.10509601792,0.1001,15.68188149879,0.0815,2792568082089075584,1636042515805110272,1613811485,2016.0,-0.3286,0.1174,-2.7979,0.124,-0.111,0.122,-0.055,0.106,0.2983,0.0887,-0.1466,-0.2189,-0.2931,-0.1954,-0.3563,0.0978,0.0294,0.1753,243,0,242,1,-0.43,236.5,0.0,0.0,31,1,1.558,,,,,,,,29,15,0.179361,38,12,0,0.0127,6.62,0,0,0.979,0.254,0.385,0.347,0.447,-144.829,-18.971,-58.304,17.766,0,310,1447.5,3.5656,405.971,17.785807,0.00384,35,808.76,14.377,56.254,18.068989,0.019501,35,1020.6,10.178,100.275,17.225727,0.011468,0,1,0,0,0,1.264,0.843262,0.283182,0.56008,,,0,,,,112.0472365575,-46.5332915657,10.9836795887,12.3518111614,126810051050798752,1237653652910833664,,529001691,17.785807,0.00384,1447.5,0.061,5.10509652944,1.9707,15.68188174219,1.7298,0.1914,0.179,5.10509601792,15.68188149879,8648.11133,5833.57129,13084.8281,5832.54199,5023.86963,7141.82812,10033.0
[0.38541158454543906],11.0,0.38541158454543906,Gaia EDR3 2857312549413516160,5.15805070032,0.2361,28.70869983542,0.2052,2857312549413516160,1636042515805110272,1436877692,2016.0,-0.2369,0.3013,-0.7862,0.433,0.393,0.311,0.182,0.269,0.2395,0.2515,0.0257,-0.2087,-0.2028,-0.2228,-0.3541,0.0904,0.1344,0.1793,368,0,366,2,1.2007,414.61,0.535,0.592,31,1,1.598,,,,,,,,42,18,0.452534,46,17,0,0.135,73.4,0,0,1.044,0.24,0.38,0.339,0.303,-111.915,-24.811,57.158,15.777,0,375,332.19,2.2727,146.168,19.383894,0.007923,43,226.77,8.9323,25.388,19.449568,0.042857,41,236.15,9.7533,24.212,18.81494,0.045002,0,1,0,1,0,1.394,0.634628,0.065674,0.568954,,,0,,,,114.8122731076,-33.6768952742,16.7812763021,24.1642048655,142450051580671008,1237678791883030784,,594003021,19.383894,0.007923,332.19,0.206,5.15804870719,4.9689,28.70869902548,4.3743,0.1969,0.385,5.15805070032,28.70869983542,3832.36108,2307.30322,5549.8667,10683.2578,9284.86914,12404.2744,10023.0
[0.244357303605241],12.0,0.244357303605241,Gaia EDR3 2546871733438622720,5.42089236335,0.5391,0.64492240291,0.3774,2546871733438622720,1636042515805110272,1375418180,2016.0,-1.3758,0.6432,-2.1389,0.764,-0.698,0.683,0.311,0.543,0.5375,0.1462,0.016,-0.313,0.1301,-0.2522,-0.1495,-0.0753,-0.3236,0.2518,358,0,354,4,4.5133,498.77,2.359,4.62,95,0,,1.504,0.1038,0.124,-0.019,0.067,-0.075,0.125,42,15,0.996749,53,10,0,0.147,158.0,5,0,1.175,0.275,0.571,0.264,0.275,153.077,-28.871,29.59,36.48,0,407,218.41,1.7233,126.743,19.83918,0.008999,46,271.32,9.1231,29.74,19.25484,0.036614,46,530.15,11.327,46.804,17.936893,0.023503,0,2,0,2,0,3.67,1.317947,-0.584339,1.902286,,,0,,,,107.2830759042,-61.3195252918,5.2315908105,-1.5614613524,108770054208774368,1237657191981318400,16653334,,19.840195,0.009006,218.21,2.42,5.4208954638,10.9249,0.64492101864,8.7485,0.2772,0.244,5.42089236335,0.64492240291,2484.17627,1577.04944,3856.12744,3920.62891,3353.67944,4708.74121,10033.0
[0.08249373132725134],13.0,0.08249373132725134,Gaia EDR3 2546805792804731136,5.54148629535,0.1248,0.27481003187,0.0842,2546805792804731136,1636042515805110272,1134094057,2016.0,0.1926,0.1438,1.3389,0.321,0.284,0.172,-0.151,0.121,0.466,0.1775,0.1216,-0.3515,0.0666,-0.2506,-0.1122,0.1392,-0.266,0.1124,361,0,359,2,-1.2813,334.3,0.0,0.0,31,1,1.655,,,,,,,,41,16,0.241284,51,8,0,0.0591,57.2,0,0,0.951,0.31,0.573,0.309,0.264,152.327,-26.675,29.479,38.143,0,408,1006.3,2.7635,364.146,18.180544,0.00406,46,654.23,9.1044,71.859,18.29921,0.015365,46,572.11,9.9864,57.289,17.854193,0.019325,0,4,0,6,0,1.219,0.445017,0.118666,0.326351,,,0,,,,107.3425932088,-61.707751132,5.1956799699,-1.9490651483,108330055414830208,1237657191444512768,16651380,,18.180544,0.00406,1006.3,0.043,5.54148503506,2.7459,0.27481070143,1.94,0.14,0.082,5.54148629535,0.27481003187,3125.03149,2353.18481,4617.33496,12054.1875,5261.44189,12825.7803,10122.0
[0.07572227876538973],14.0,0.07572227876538973,Gaia EDR3 2547214884145642624,5.61449922644,0.0759,1.40349046419,0.057,2547214884145642624,1636042515805110272,283501349,2016.0,-0.1631,0.094,-1.7343,0.08,-0.065,0.099,0.046,0.08,0.5696,0.237,-0.0729,-0.3216,0.146,-0.2457,-0.1604,0.0454,-0.3361,0.2685,361,0,361,0,-0.3756,359.44,0.0,0.0,31,1,1.617,,,,,,,,41,17,0.146271,51,8,0,0.0812,59.9,0,0,0.985,0.179,0.599,0.233,0.286,146.404,-32.192,29.34,36.768,0,400,2231.5,4.7661,468.199,17.31588,0.003601,47,1354.4,11.124,121.757,17.509188,0.009344,50,1354.8,10.484,129.228,16.91822,0.009213,0,1,0,1,0,1.214,0.590967,0.193308,0.397659,,,0,,,,108.0374541854,-60.6274747338,5.7098704314,-0.9415770405,109680056144624640,1237678617420300288,16661967,,17.31588,0.003601,2231.5,0.029,5.61449951382,1.5943,1.40349025759,1.2946,0.2923,0.076,5.61449922644,1.40349046419,7580.79346,5144.67188,12954.4951,7969.26172,4949.71582,9923.22168,10112.0
[0.14603539157810438],15.0,0.14603539157810438,Gaia EDR3 2322088396593710976,5.75624986704,0.2779,-27.87741885847,0.2779,2322088396593710976,1636042515805110272,1718345951,2016.0,0.3143,0.3486,0.9015,0.158,-0.107,0.387,0.117,0.351,0.0794,0.324,0.1185,-0.0933,-0.199,-0.0444,0.3003,0.0104,-0.1891,0.2102,271,0,271,0,1.0501,306.61,0.0,2.46e-15,31,1,1.644,,,,,,,,31,17,0.568324,37,8,0,0.0339,89.3,0,0,1.045,0.267,0.226,0.134,0.569,-56.379,-38.171,57.678,13.053,0,301,271.39,1.4049,193.179,19.603367,0.006259,31,172.89,9.2763,18.638,19.744093,0.05832,29,157.19,7.0854,22.185,19.256853,0.049087,0,1,0,1,0,1.216,0.48724,0.140726,0.346514,,,0,,,,24.5177662266,-83.6560722154,353.2142340051,-27.6625689771,74540057561337440,,9770775,,19.603367,0.006259,271.39,0.038,5.75625040374,6.1683,-27.8774193792,5.5411,0.2207,0.146,5.75624986704,-27.87741885847,1724.95764,1271.30957,2441.67944,1717.44812,1241.32935,2522.03442,10021.0
[0.2628342064610566],16.0,0.2628342064610566,Gaia EDR3 2541139120329412608,6.8908942149,0.0795,-1.58123189054,0.0623,2541139120329412608,1636042515805110272,7117311,2016.0,0.035,0.0925,0.3781,0.08,-0.08,0.116,-0.009,0.098,0.5223,0.1451,-0.0334,-0.1878,0.0154,-0.1843,0.0637,0.1156,-0.0609,0.3462,367,9,365,2,-0.6456,356.21,0.0,0.0,31,1,1.618,,,,,,,,42,17,0.174819,53,9,0,0.104,166.0,1,0,0.975,,,,,,,,,0,411,1850.9,4.7498,389.67,17.518936,0.003919,50,1112.3,12.857,86.514,17.722956,0.012856,47,1155.3,10.258,112.626,17.091137,0.010355,0,1,0,0,0,1.225,0.631819,0.20402,0.427799,,,0,,,,109.3053372644,-63.8195489634,5.7003494057,-4.1876960909,106100068908292976,1237679436132057088,13360692,,17.518936,0.003919,1850.9,0.038,6.89089457024,1.8624,-1.58123185149,1.5604,0.3622,0.263,6.8908942149,-1.58123189054,6618.37549,4705.34717,8260.94141,5592.87402,4355.42627,7597.49219,10023.0
[0.1770860709670417],17.0,0.1770860709670417,Gaia EDR3 2544063782603929856,7.88100005464,0.1656,0.57227901372,0.1248,2544063782603929856,1636042515805110272,1418224834,2016.0,0.1095,0.2073,0.5283,0.594,-0.01,0.241,-0.594,0.215,0.5262,0.078,0.1392,-0.0792,-0.0083,-0.0183,0.1881,-0.204,-0.3073,0.4716,466,0,464,2,1.6259,533.86,0.0,0.0,31,1,1.613,,,,,,,,53,17,0.386883,58,8,0,0.154,58.7,1,0,1.053,0.289,0.663,0.341,0.269,154.865,-32.005,31.952,-44.344,0,501,592.51,1.1947,495.971,18.755623,0.003519,50,344.32,8.7726,39.249,18.996141,0.027803,49,363.91,9.3147,39.069,18.345407,0.028046,0,1,0,0,0,1.195,0.650734,0.240519,0.410215,,,0,,,,112.3193928838,-61.8884500645,7.4639469939,-2.6007007015,108680078809787136,1237663716017766400,16680980,,18.755623,0.003519,592.51,0.007,7.88100009909,3.8286,0.57228165304,3.4244,0.4819,0.177,7.88100005464,0.57227901372,2991.573,2049.68555,4335.79248,6856.4707,5787.89746,8506.63672,10013.0
[7.867509012898782],23.0,7.867509012898782,Gaia EDR3 4992442978116589312,8.3856339846,0.0965,-43.33395378546,0.1073,4992442978116589312,1636042515805110272,1094954018,2016.0,2.154,0.1522,14.1499,41.366,40.72,0.107,-7.279,0.125,-0.1268,0.429,-0.1558,-0.2013,0.003,-0.1081,-0.4028,-0.0839,-0.2087,-0.2381,562,0,559,3,-0.2363,573.73,0.0,0.0,31,0,1.271,,,,,,,,65,24,0.187786,66,31,0,0.0146,48.9,0,0,0.992,0.441,0.317,0.321,0.28,30.94,48.253,33.051,21.036,0,557,788.97,1.055,747.854,18.444721,0.003114,60,154.35,6.9536,22.197,19.867268,0.048993,61,967.07,7.3119,132.259,17.284254,0.009037,0,2,0,0,0,1.421,2.583013,1.422546,1.160467,,,0,,,,314.3830121303,-73.3941637953,346.282364078,-42.2073885213,,,,,18.444721,0.003114,788.97,0.002,8.38538517145,1.7276,-43.33392143349,2.0457,-0.2142,7.867,8.3856339846,-43.33395378546,462.636322,439.755798,491.671021,451.995636,423.334595,483.272583,10033.0
[0.395101468694452],25.0,0.395101468694452,Gaia EDR3 4992443119851263616,8.44285486658,2.6737,-43.32883447191,2.322,4992443119851263616,1636042515805110272,1341188899,2016.0,,,,,,,,,-0.5119,,,,,,,,,,212,0,208,4,10.2441,486.08,13.434,25.6,3,0,,,,,,,,,25,15,5.76454,26,26,0,0.14,40.2,0,0,,0.324,0.305,0.408,0.254,-23.882,51.33,31.254,16.763,0,203,60.418,0.97696,61.843,21.234455,0.017771,20,82.015,7.828,10.477,20.553812,0.103668,22,192.55,9.4384,20.401,19.036512,0.053353,0,1,0,1,0,4.545,1.5173,-0.680643,2.197943,,,0,,,,314.2459458536,-73.4091823131,346.3336477817,-42.225165881,,,,,21.234455,0.017771,60.418,3.272,8.44285486658,2.6737,-43.32883447191,2.322,-0.5119,,,,,,,,,,
[0.3180084753767872],30.0,0.3180084753767872,Gaia EDR3 4992804751801337856,8.76830276529,0.4587,-43.26958041129,0.4459,4992804751801337856,1636042515805110272,139241554,2016.0,0.159,0.7917,0.2009,0.494,0.012,0.436,0.494,0.535,-0.225,0.5434,-0.2833,-0.2306,-0.1726,-0.0119,-0.2037,-0.1456,-0.3681,-0.0859,407,0,404,3,-0.1529,432.5,1.102,0.822,31,0,1.672,,,,,,,,47,20,0.8149,47,20,1,0.0392,50.5,0,0,0.994,0.37,0.298,0.243,0.176,21.757,56.842,31.61,18.301,0,401,121.44,0.91176,133.188,20.476501,0.008605,33,88.959,7.017,12.678,20.465569,0.085687,34,81.837,6.8622,11.926,19.965527,0.09112,0,0,0,0,0,1.406,0.500042,-0.010933,0.510975,,,0,,,,313.4846719182,-73.5217604811,346.6473083041,-42.3008455007,,,,,20.476501,0.008605,121.44,0.227,8.76830269101,7.1209,-43.26958260778,8.6642,-0.0686,0.318,8.76830276529,-43.26958041129,2067.9917,1139.73438,3519.78467,1418.47314,564.313477,2568.45776,10121.0
[0.09436691700415682],31.0,0.09436691700415682,Gaia EDR3 4980776094593794944,8.81502186617,0.1022,-43.56603304932,0.1024,4980776094593794944,1636042515805110272,464498597,2016.0,-0.169,0.1544,-1.095,0.268,0.063,0.106,-0.261,0.115,-0.1525,0.4331,-0.2233,-0.1868,-0.0631,-0.0938,-0.2555,-0.0486,-0.2517,-0.1617,415,0,411,4,7.2731,676.35,0.799,9.79,31,1,1.603,,,,,,,,48,23,0.170508,49,22,0,0.0499,178.0,0,0,1.265,0.323,0.241,0.225,0.27,28.233,56.267,29.511,18.985,0,399,1355.2,6.1519,220.287,17.857378,0.005647,44,1182.3,17.69,66.831,17.656754,0.016484,42,1471.4,16.761,87.783,16.828594,0.012933,0,1,0,2,0,1.958,0.828159,-0.200624,1.028784,,,0,,,,313.1401185867,-73.2401128692,346.4722761347,-42.5698217356,,,8895790,,17.857378,0.005647,1355.2,0.756,8.81502147972,1.7213,-43.56603188943,1.8706,-0.1414,0.094,8.81502186617,-43.56603304932,8047.30029,4768.06641,13442.666,4807.58936,3791.89795,6181.46338,11033.0
[0.12462378550722525],32.0,0.12462378550722525,Gaia EDR3 4980792896506025600,8.8170809427,0.1681,-43.41441041975,0.1606,4980792896506025600,1636042515805110272,242213089,2016.0,-0.5795,0.2537,-2.2839,0.375,-0.36,0.176,0.102,0.177,-0.107,0.5721,-0.2038,-0.2519,-0.0937,-0.1684,-0.1604,-0.0866,-0.2404,-0.1042,472,0,463,9,0.9411,511.44,0.239,0.2,31,0,1.631,,,,,,,,56,24,0.264695,57,26,0,0.0331,3.92,1,0,1.031,0.408,0.251,0.279,0.281,25.04,52.672,30.864,20.91,0,450,418.53,1.2276,340.938,19.133059,0.004211,47,260.04,6.809,38.19,19.300947,0.028566,51,229.95,6.736,34.137,18.843828,0.032029,0,1,0,1,0,1.171,0.457119,0.167889,0.28923,,,0,,,,313.2504637642,-73.3883960065,346.5836548081,-42.4423471129,,,8896026,,19.133059,0.004211,418.53,-0.006,8.81708314722,2.8593,-43.41441087526,2.8661,-0.0781,0.125,8.8170809427,-43.41441041975,4853.40088,3642.95288,7165.4917,4431.76172,3108.05396,5661.03027,10022.0
[0.29801765701706384],35.0,0.29801765701706384,Gaia EDR3 4992805512011712512,8.95184486163,0.2499,-43.24568514524,0.2581,4992805512011712512,1636042515805110272,1209280335,2016.0,0.1516,0.3725,0.4069,0.434,-0.119,0.305,0.417,0.282,-0.1666,0.2748,-0.1234,-0.1828,-0.0263,-0.1854,-0.1501,-0.1368,-0.0579,-0.2051,462,0,460,2,0.3318,484.5,0.0,0.0,95,0,,1.5905,0.072,0.003,0.129,0.011,0.075,-0.018,54,23,0.449772,56,56,0,0.0302,75.0,0,0,1.01,0.389,0.248,0.224,0.238,33.75,50.369,28.726,21.731,0,459,223.12,0.82253,271.26,19.816021,0.004859,53,120.34,5.2808,22.788,20.137499,0.047726,53,164.82,6.5937,24.997,19.205372,0.043599,0,2,0,2,0,1.278,0.932127,0.321478,0.610649,,,0,,,,313.0426583034,-73.5743717922,346.8176264878,-42.3516665662,,,,,19.819647,0.00487,222.38,0.067,8.95184558826,4.9243,-43.24568699919,4.5512,-0.1824,0.298,8.95184486163,-43.24568514524,1782.06836,1232.68738,2672.76221,6841.97656,5808.74365,8300.25195,10033.0
[0.17324068097197798],37.0,0.17324068097197798,Gaia EDR3 2348925796095953792,10.72004311068,0.5671,-23.54103300947,0.4376,2348925796095953792,1636042515805110272,1523978895,2016.0,,,,,,,,,0.2357,,,,,,,,,,285,0,283,2,58.9017,5259.01,4.72,152.0,3,0,,,,,,,,,32,14,1.813,40,6,0,0.137,12.2,0,0,,0.425,0.424,0.108,0.272,-26.077,-28.203,-49.079,16.422,0,321,1731.2,16.944,102.169,17.591509,0.010978,32,9737.6,83.52,116.59,15.367413,0.009721,32,19659.0,70.511,278.814,14.013967,0.005427,0,0,0,0,0,16.981,1.353446,-2.224096,3.577542,,,0,,,,94.1405221036,-85.9250644429,359.8462983313,-25.7395150989,79750107200411120,1237672795042283520,11733741,,17.591509,0.010978,1731.2,15.728,10.72004311068,0.5671,-23.54103300947,0.4376,0.2357,,,,,,,,,,
