name,usrid,ra,dec,err_ellipse_r0,err_ellipse_r1,err_ellipse_ang,significance,extent_flag,pileup_flag,sat_src_flag,streak_src_flag,conf_flag,flux_aper90_mean_b,e_flux_aper90_mean_b,flux_aper90_mean_h,e_flux_aper90_mean_h,flux_aper90_mean_m,e_flux_aper90_mean_m,flux_aper90_mean_s,e_flux_aper90_mean_s,kp_intra_prob_b,ks_intra_prob_b,var_inter_prob_b,nh_gal,flux_powlaw_mean,e_flux_powlaw_mean,powlaw_gamma_mean,e_powlaw_gamma_mean,powlaw_nh_mean,e_powlaw_nh_mean,powlaw_ampl_mean,e_powlaw_ampl_mean,powlaw_stat,remove_code,flux_significance_b_max,flux_aper90_ave_s,e_flux_aper90_ave_s,flux_aper90_ave_m,e_flux_aper90_ave_m,flux_aper90_ave_h,e_flux_aper90_ave_h,chisqr,dof,kp_prob_b_max,var_inter_prob,significance_max,flux_flag,flux_aper90_ave_b,e_flux_aper90_ave_b,name_cat,ra_cat,dec_cat,e_Pos,Class,SubClass,ref,sep,_r_simbad,main_id,main_type
2CXO J104321.0+590154,713,160.83775,59.03185,0.88,0.85,154.5,9.87,True,False,False,False,False,2.8185797884560803e-14,2.725397101961516e-15,1.794e-14,2.51e-15,3.819797884560802e-15,4.805001179814917e-16,6.426000000000001e-15,9.470000000000002e-16,0.679,0.726,0.568,0.69,,,,,,,,,,0,9.87,4.9488347945565224e-15,8.549319823818098e-16,3.8552808871093656e-15,4.928829657226705e-16,1.7922288316141766e-14,2.4824032575929243e-15,5.881110871753453,1.0,0.679,0.985,9.87,0,2.6726403997807655e-14,2.6713607479535275e-15,CLANS J10433+5901,160.837917,59.031944,,AGN,A,2010A&A...518A..10V,0.468072,0.491297,CLANS 53,AGN
2CXO J104321.3+590943,714,160.83891666666665,59.16196111111111,0.71,0.71,87.3,32.43,False,False,False,False,False,2.0277638077905547e-13,7.531611315739923e-15,1.2917978845608027e-13,6.850082758790318e-15,3.359425385270366e-14,1.870436493249077e-15,4.0002338470271536e-14,2.5105781274095798e-15,0.095,0.033,,0.71,1.7390105771959857e-13,6.2522671933393956e-15,1.6001915382432115,0.0890101908976838,3.4483850982256494,3.322793258418146,3.217936536824086e-05,3.0616669022751174e-06,0.967,0,32.43,4.0002338470271536e-14,2.5105781274095798e-15,3.359425385270366e-14,1.870436493249077e-15,1.2917978845608027e-13,6.850082758790318e-15,,0.0,0.095,,32.43,0,2.0277638077905547e-13,7.531611315739923e-15,CLANS J10433+5909,160.839167,59.161944,,AGN,A,2010A&A...518A..10V,0.432531,0.119975,SDSS J104321.33+590943.0,QSO
2CXO J104339.3+590202,715,160.9139583333333,59.03395555555555,0.92,0.88,47.7,8.28,True,False,False,False,False,2.4585219819177926e-14,3.702010316269345e-15,2.3202021154391973e-14,3.675001542587808e-15,1.2621595769121606e-15,4.369000051902141e-16,1.210390878737947e-16,9.144631871584449e-17,0.854,0.882,0.987,0.69,,,,,,,,,,0,8.28,1.3672336576720667e-16,8.848754138627725e-17,1.6177629947414565e-15,3.3965297688755123e-16,2.5384561493003767e-14,2.6984509077739084e-15,1.1560129531503107,1.0,0.854,0.718,8.28,0,2.713904785351243e-14,2.7211820026148552e-15,CLANS J10436+5902,160.914167,59.033889,,AGN,A,2010A&A...518A..10V,0.480355,0.259241,CLANS 86,AGN
2CXO J104351.2+585544,716,160.9634583333333,58.92896944444444,0.74,0.72,17.6,5.86,False,False,False,False,False,8.256202115439197e-15,1.6497891875570734e-15,4.864e-15,1.5030000000000002e-15,1.59e-15,4.1700000000000007e-16,1.8022021154391975e-15,5.375001054699689e-16,0.842,0.648,,0.67,,,,,,,,,,0,5.86,1.8022021154391975e-15,5.375001054699689e-16,1.59e-15,4.1700000000000007e-16,4.864e-15,1.5030000000000002e-15,,0.0,0.842,,5.86,0,8.256202115439197e-15,1.6497891875570734e-15,CLANS J10438+5855,160.96375,58.928889,,AGN,A,2010A&A...518A..10V,0.586665,0.239476,CLANS 111,AGN
2CXO J104353.4+585316,717,160.97266666666664,58.88787222222222,0.76,0.73,174.7,6.17,False,False,False,False,False,1.350251784338732e-14,2.47406211066928e-15,1.1913191538243213e-14,2.4380003720433763e-15,1.348090135908972e-15,3.8893187969110844e-16,2.4123616923513575e-16,1.608400022557618e-16,0.296,0.733,,0.67,,,,,,,,,,0,6.17,2.4123616923513575e-16,1.608400022557618e-16,1.348090135908972e-15,3.8893187969110844e-16,1.1913191538243213e-14,2.4380003720433763e-15,,0.0,0.296,,6.17,0,1.350251784338732e-14,2.47406211066928e-15,CLANS J10438+5853,160.972917,58.887778,,AGN,A,2010A&A...518A..10V,0.59509,0.207458,CLANS 116,AGN
2CXO J104409.3+590002,718,161.03916666666663,59.00069444444444,0.89,0.8,56.3,6.66,False,False,False,False,False,1.0716457116858322e-14,1.857494078988865e-15,6.732e-15,1.683e-15,2.141797884560803e-15,5.215001087058637e-16,1.8426592322975195e-15,5.880755819607407e-16,0.618,0.225,,0.68,,,,,,,,,,0,6.66,1.8426592322975195e-15,5.880755819607407e-16,2.141797884560803e-15,5.215001087058637e-16,6.732e-15,1.683e-15,,0.0,0.618,,6.66,0,1.0716457116858322e-14,1.857494078988865e-15,CLANS J10441+5900,161.039167,59.000833,,AGN,A,2010A&A...518A..10V,0.498875,0.121941,CLANS 153,AGN
2CXO J104454.8+592134,719,161.22866666666664,59.359519444444445,0.89,0.78,47.8,14.11,True,False,False,False,False,4.879042308783943e-14,4.187440913739722e-15,2.47324442422314e-14,3.645685815870396e-15,1.144e-14,1.2399999999999996e-15,1.261797884560803e-14,1.6450034462039176e-15,0.179,0.044,,0.71,4.468286733007082e-14,4.067343631446083e-15,2.2247449985808747,0.2541508312673392,12.376396861072054,9.010123236129388,1.589575763445104e-05,3.7470380334028883e-06,0.551,0,14.11,1.261797884560803e-14,1.6450034462039176e-15,1.144e-14,1.2399999999999996e-15,2.47324442422314e-14,3.645685815870396e-15,,0.0,0.179,,14.11,0,4.879042308783943e-14,4.187440913739722e-15,SDSS J10449+5921,161.22875,59.359444,,AGN,Q,2010A&A...518A..10V,0.317083,0.246033,[VV2006] J104454.9+592134,QSO
2CXO J104456.6+585526,720,161.23616666666663,58.923969444444445,0.86,0.8,100.1,14.06,False,False,False,False,True,3.561565808358205e-14,2.763117424913336e-15,1.777202115439197e-14,2.485002281291259e-15,7.44948884844628e-15,6.991430488258778e-16,1.03941480807438e-14,9.852819713743873e-16,0.928,0.896,0.091,0.66,3.36375557577686e-14,2.5359860149532733e-15,2.1577555757768603,0.2036228147344641,11.692667273305807,6.418506493908635,1.0943462860435669e-05,1.9741436133910404e-06,0.94,0,14.06,1.2000000000000001e-14,1.46e-15,7.82e-15,9.300000000000001e-16,1.896797884560803e-14,2.8150020138576744e-15,,0.0,0.537,,14.06,0,3.878797884560803e-14,3.3046537395047554e-15,CLANS J10449+5855,161.235833,58.923889,,AGN,A,2010A&A...518A..10V,0.690042,0.486904,CLANS 270,AGN
2CXO J104459.6+365604,721,161.24849999999995,36.93471944444444,0.82,0.81,2.0,3.09,False,False,False,False,False,2.06099659709811e-14,7.816935012349197e-15,1.289202115439197e-14,7.20500078681625e-15,6.4159448165891325e-15,2.8650257676446762e-15,1.3019999999999999e-15,9.919999999999998e-16,0.094,0.119,,1.57,,,,,,,,,,0,3.09,1.3019999999999999e-15,9.919999999999998e-16,6.4159448165891325e-15,2.8650257676446762e-15,1.289202115439197e-14,7.20500078681625e-15,,0.0,0.094,,3.09,0,2.06099659709811e-14,7.816935012349197e-15,FIRST J10449+3656,161.248333,36.934722,,AGN,Q,2010A&A...518A..10V,0.511607,0.421443,QSO J1044+3656,QSO
2CXO J104503.3+591242,722,161.26412499999998,59.21176666666667,0.71,0.71,7.7,18.08,False,False,False,False,False,7.297276155811098e-14,4.720179901832586e-15,4.1252550014191257e-14,4.200912341788145e-15,1.4340000000000002e-14,1.2800000000000003e-15,1.7380211543919715e-14,1.7303276574904324e-15,0.246,0.437,,0.69,6.250776730168831e-14,4.075168327904307e-15,1.8911809610472259,0.16252825538483534,13.336603810129892,6.893583134129645,1.6930751890873692e-05,2.971648138195174e-06,0.998,0,18.08,1.7380211543919715e-14,1.7303276574904324e-15,1.4340000000000002e-14,1.2800000000000003e-15,4.1252550014191257e-14,4.200912341788145e-15,,0.0,0.246,,18.08,0,7.297276155811098e-14,4.720179901832586e-15,CLANS J10450+5912,161.264167,59.211944,,AGN,A,2010A&A...518A..10V,0.64551,0.107554,CLANS 279,AGN
2CXO J104517.7+590653,723,161.32412499999998,59.11486666666667,1.0,0.95,145.3,8.7,False,False,False,False,True,1.7476137503547813e-14,2.1279070428400685e-15,1.0093191538243212e-14,1.96800046089518e-15,3.7134676940543084e-15,4.971167884442202e-16,3.669478271250294e-15,6.386215370089149e-16,0.923,0.668,0.802,0.68,,,,,,,,,,0,8.7,3.562803372013937e-15,6.461260692984191e-16,3.6709905479002274e-15,5.024186395379139e-16,9.662767455978829e-15,1.8737248770053064e-15,0.03636954337502099,1.0,0.923,0.151,8.7,0,1.6896561375892994e-14,2.0446878249480295e-15,CLANS J10452+5906,161.32375,59.114722,,AGN,Q,2010A&A...518A..10V,0.886723,0.111831,SDSS J104517.75+590653.9,QSO
2CXO J104543.2+590657,724,161.43029166666665,59.115877777777776,0.93,0.9,71.5,9.07,False,False,False,False,False,2.230445481942738e-14,3.0778350605830286e-15,1.4566380779055484e-14,2.8606421515763353e-15,3.1540740403718995e-15,6.036150600994391e-16,4.5839999999999995e-15,9.619999999999999e-16,0.507,0.277,0.935,0.67,,,,,,,,,,0,9.07,3.7369364483983735e-15,6.924468720278322e-16,2.779795477649701e-15,4.172811366965533e-16,1.4134260039176578e-14,2.093071562256275e-15,0.572994945682421,1.0,0.507,0.551,9.07,0,2.065099196522465e-14,2.2437813579646794e-15,CLANS J10457+5906,161.43,59.115833,,AGN,A,2010A&A...518A..10V,0.540851,0.93439,CLANS 360,AGN
2CXO J104600.7+042527,725,161.50312499999998,4.424402777777778,0.82,0.76,66.7,5.58,False,False,False,False,False,4.358517292003894e-14,9.77885455596739e-15,2.7295100028382515e-14,9.151675147947058e-15,8.097668660778036e-15,2.3848834268558043e-15,8.192404230878394e-15,2.4870000911783077e-15,0.195,0.081,,3.45,,,,,,,,,,0,5.58,8.192404230878394e-15,2.4870000911783077e-15,8.097668660778036e-15,2.3848834268558043e-15,2.7295100028382515e-14,9.151675147947058e-15,,0.0,0.195,,5.58,0,4.358517292003894e-14,9.77885455596739e-15,SDSS J10460+0425,161.503333,4.424444,,AGN,Q,2010A&A...518A..10V,0.709192,0.122061,[VV2006] J104600.8+042528,QSO
2CXO J104603.1+071907,726,161.51324999999997,7.318638888888889,0.74,0.73,123.3,4.88,False,False,False,False,False,2.742159347169067e-14,6.1960787587804744e-15,1.8612021154391973e-14,5.755000985058367e-15,6.4166369291900795e-15,1.9633622288246817e-15,2.3929353881086163e-15,1.1901951123292274e-15,0.998,0.996,,2.8,,,,,,,,,,0,4.88,2.3929353881086163e-15,1.1901951123292274e-15,6.4166369291900795e-15,1.9633622288246817e-15,1.8612021154391973e-14,5.755000985058367e-15,,0.0,0.998,,4.88,0,2.742159347169067e-14,6.1960787587804744e-15,SDSS J10460+0719,161.513333,7.318611,,AGN,Q,2010A&A...518A..10V,0.323883,0.123907,[VV2006] J104603.2+071907,QSO
2CXO J104631.1+590609,727,161.62974999999997,59.102691666666665,0.92,0.91,163.1,10.53,True,False,False,False,False,2.3922275007095628e-14,2.738502574110528e-15,1.1387870776217233e-14,2.2344157226553726e-15,4.750202115439197e-15,7.385000767638605e-16,7.784202115439198e-15,1.4005000404784818e-15,0.326,0.824,,0.66,,,,,,,,,,0,10.53,7.784202115439198e-15,1.4005000404784818e-15,4.750202115439197e-15,7.385000767638605e-16,1.1387870776217233e-14,2.2344157226553726e-15,,0.0,0.326,,10.53,0,2.3922275007095628e-14,2.738502574110528e-15,CLANS J10465+5906,161.63,59.102778,,AGN,Q,2010A&A...518A..10V,0.545817,0.590838,CLANS 457,QSO
2CXO J104705.0+590728,728,161.7709583333333,59.124519444444445,0.88,0.8,20.7,12.15,False,False,False,False,False,6.255451000283826e-14,5.504393965172882e-15,5.826797884560804e-14,5.445001041140649e-15,2.868276155811097e-15,6.381151469562619e-16,1.4182550014191255e-15,4.930777271727851e-16,0.617,0.289,0.908,0.66,4.206810997944489e-14,1.108490805596131e-14,1.446265578615111,0.557597711974103,270.96063463175915,111.65004569735063,2.64778637487194e-05,1.675712079420817e-05,1.671,0,12.15,1.4182550014191255e-15,4.930777271727851e-16,2.868276155811097e-15,6.381151469562619e-16,5.826797884560804e-14,5.445001041140649e-15,,0.0,0.617,,12.15,0,6.255451000283826e-14,5.504393965172882e-15,SDSS J10470+5907,161.77125,59.124444,,AGN,Q,2010A&A...518A..10V,0.618869,0.378082,2MASS J10470505+5907284,QSO
2CXO J104712.5+591825,729,161.8023333333333,59.30703333333333,0.75,0.75,122.1,3.7,False,False,False,False,False,2.8944021154391974e-15,9.22718596307556e-16,1.7362819038952775e-15,8.304500552941064e-16,5.493000000000001e-16,2.5350000000000003e-16,6.088202115439197e-16,3.1225000181553605e-16,0.84,0.866,,0.68,,,,,,,,,,0,3.7,6.088202115439197e-16,3.1225000181553605e-16,5.493000000000001e-16,2.5350000000000003e-16,1.7362819038952775e-15,8.304500552941064e-16,,0.0,0.84,,3.7,0,2.8944021154391974e-15,9.22718596307556e-16,CLANS J10472+5918,161.802083,59.306944,,AGN,A,2010A&A...518A..10V,0.570065,0.238754,CLANS 568,AGN
2CXO J104718.7+584857,730,161.82804166666662,58.81603055555555,0.99,0.84,101.2,5.53,False,False,False,False,False,5.310755346033766e-15,1.1599322140951447e-15,2.715797884560803e-15,9.975000568321929e-16,1.1081595769121605e-15,3.499000064807217e-16,1.4867978845608029e-15,4.775001187227366e-16,0.313,0.421,,0.63,,,,,,,,,,0,5.53,1.4867978845608029e-15,4.775001187227366e-16,1.1081595769121605e-15,3.499000064807217e-16,2.715797884560803e-15,9.975000568321929e-16,,0.0,0.313,,5.53,0,5.310755346033766e-15,1.1599322140951447e-15,CLANS J10473+5848,161.827917,58.815833,,AGN,A,2010A&A...518A..10V,0.74448,0.211979,CLANS 584,AGN
2CXO J104725.9+591025,731,161.85820833333332,59.17375,1.0,0.91,53.3,9.88,False,False,False,False,False,1.9959893079324673e-14,2.2932728134937586e-15,1.0513616923513577e-14,1.9640018473348153e-15,3.2762761558110965e-15,6.291167942242613e-16,6.1700000000000005e-15,1.0030000000000003e-15,0.418,0.297,,0.66,,,,,,,,,,0,9.88,6.1700000000000005e-15,1.0030000000000003e-15,3.2762761558110965e-15,6.291167942242613e-16,1.0513616923513577e-14,1.9640018473348153e-15,,0.0,0.418,,9.88,0,1.9959893079324673e-14,2.2932728134937586e-15,CLANS J10474+5910,161.857917,59.173889,,AGN,A,2010A&A...518A..10V,0.707053,0.413741,[VV2010c] J104725.9+591026,AGN
2CXO J104738.0+590137,732,161.90870833333332,59.02704166666667,0.79,0.74,174.4,8.7,False,False,False,False,False,1.5675817890237305e-14,2.2061629572110266e-15,8.899222121115698e-15,1.9798157154163733e-15,3.3347978845608033e-15,5.735000988493618e-16,3.441797884560803e-15,7.865000720789718e-16,0.069,0.103,,0.65,,,,,,,,,,0,8.7,3.441797884560803e-15,7.865000720789718e-16,3.3347978845608033e-15,5.735000988493618e-16,8.899222121115698e-15,1.9798157154163733e-15,,0.0,0.069,,8.7,0,1.5675817890237305e-14,2.2061629572110266e-15,CLANS J10476+5901,161.90875,59.026944,,AGN,Q,2010A&A...518A..10V,0.361652,0.304585,SDSS J104738.07+590137.0,QSO
2CXO J104739.2+591141,733,161.91337499999997,59.19489166666666,0.9,0.9,0.0,8.4,False,False,False,False,False,1.5650710969561978e-14,2.3539681539200524e-15,9.619839044629277e-15,2.1668340965857625e-15,2.9358719249327024e-15,5.761137626746502e-16,3.0949999999999996e-15,7.169999999999998e-16,0.435,0.526,0.994,0.66,,,,,,,,,,0,8.4,3.4992518097047864e-15,6.737161072633299e-16,2.6561437805555682e-15,4.2426516041468823e-16,1.0053753884644674e-14,1.8223570584292226e-15,0.8836158959737485,1.0,0.435,0.653,8.4,0,1.6209149474905028e-14,1.9886879010881937e-15,CLANS J10476+5911,161.91375,59.195,,AGN,A,2010A&A...518A..10V,0.808105,0.834967,CLANS 626,AGN
2CXO J104748.7+592328,734,161.95329166666664,59.39134444444444,0.79,0.79,18.1,10.08,False,False,False,False,False,1.959765693486658e-14,2.3918064006368273e-15,1.0265051737264459e-14,2.0598897609832193e-15,4.156084617567885e-15,7.001295654121544e-16,5.1765205800342364e-15,9.93685373928578e-16,0.149,0.536,,0.68,,,,,,,,,,0,10.08,5.1765205800342364e-15,9.93685373928578e-16,4.156084617567885e-15,7.001295654121544e-16,1.0265051737264459e-14,2.0598897609832193e-15,,0.0,0.149,,10.08,0,1.959765693486658e-14,2.3918064006368273e-15,SDSS J10478+5923,161.953333,59.391389,,AGN,Q,2010A&A...518A..10V,0.183323,0.060541,[VV2006] J104748.8+592329,QSO
2CXO J104749.4+122748,735,161.95616666666666,12.46341111111111,0.86,0.81,13.2,12.18,False,False,False,False,False,3.426519652997792e-14,2.7416400129349693e-15,3.292435962466351e-14,2.7156033746809503e-15,3.5757438498654056e-16,1.4041866934893568e-16,9.832625203278625e-16,3.4981547885387485e-16,0.969,0.993,1.0,2.79,2.6674559681428533e-14,4.2246922954549755e-15,-0.23487192493270256,0.3661790102438192,86.13222553560884,66.69155289332147,7.48055044663644e-07,3.6988815331417337e-07,2.031,0,8.49,2.811105843020632e-16,1.183558059226608e-16,2.4005253453662075e-16,8.367197773221593e-17,2.974802606647677e-14,1.9985492943015597e-15,11.281932864337836,4.0,0.969,0.976,8.49,0,3.026918918531545e-14,2.0037984874748474e-15,SDSS J10478+1227,161.95625,12.463333,,AGN,A,2010A&A...518A..10V,0.404983,0.373109,2MASX J10474945+1227487,Seyfert_1
2CXO J104803.1+591946,736,162.01308333333333,59.32956666666667,0.87,0.77,113.9,13.01,False,False,False,False,False,5.540127984071426e-14,8.140010146572628e-15,3.3236909638854763e-14,7.866332627348607e-15,8.132137503547813e-15,1.0757226786963947e-15,1.4032232698311685e-14,1.7953821043873517e-15,0.483,0.204,0.959,0.67,3.562108069390795e-14,4.444358368257804e-15,1.9531386522632832,0.2257113261921936,,,8.132184407193633e-06,9.69464491900627e-07,0.753,0,13.01,1.1660372499290437e-14,1.6835056908898377e-15,6.697e-15,8.919999999999995e-16,2.0317978845608028e-14,3.1850017799088857e-15,,0.0,0.483,,13.01,0,3.867535134489846e-14,3.711346352643638e-15,CLANS J10480+5919,162.013333,59.329722,,AGN,A,2010A&A...518A..10V,0.714142,0.533095,CLANS 675,AGN
2CXO J104803.3+585547,737,162.01391666666666,58.92977777777777,0.75,0.72,33.6,15.64,True,False,False,False,False,4.92907978845608e-14,3.787113724643112e-15,2.3110000000000002e-14,3.2e-15,9.810797884560804e-15,1.0695000530061824e-15,1.6369999999999997e-14,1.7199999999999995e-15,0.302,0.792,,0.64,4.1758401933447454e-14,3.1056590325110597e-15,2.14134076770248,0.23119232274983487,,,1.2633147841987038e-05,2.5829223308157954e-06,0.939,0,15.64,1.6369999999999997e-14,1.7199999999999995e-15,9.810797884560804e-15,1.0695000530061824e-15,2.3110000000000002e-14,3.2e-15,,0.0,0.302,,15.64,0,4.92907978845608e-14,3.787113724643112e-15,CLANS J10480+5855,162.014167,58.929722,,AGN,Q,2010A&A...518A..10V,0.491008,0.409504,SDSS J104803.36+585547.2,QSO
2CXO J104811.7+591046,738,162.04874999999998,59.1797,0.8,0.73,83.4,15.34,False,False,False,False,False,4.3652126926351824e-14,3.58420258479058e-15,2.152e-14,3.1200000000000002e-15,8.682126926351827e-15,9.90206124410204e-16,1.3449999999999999e-14,1.46e-15,0.243,0.631,,0.66,3.775532305945692e-14,2.792079894148726e-15,2.0921174978713117,0.22188893917054298,,,1.0752030344115727e-05,2.0344001749032107e-06,0.96,0,15.34,1.3449999999999999e-14,1.46e-15,8.682126926351827e-15,9.90206124410204e-16,2.152e-14,3.1200000000000002e-15,,0.0,0.243,,15.34,0,4.3652126926351824e-14,3.58420258479058e-15,CLANS J10481+5910,162.049167,59.179722,,AGN,A,2010A&A...518A..10V,0.771616,0.301895,SDSS J104811.71+591047.0,QSO
2CXO J104838.2-411400,739,162.15949999999998,-41.23338611111111,0.71,0.71,81.1,26.37,False,False,False,False,False,1.6443276155811096e-12,7.946772557302822e-14,1.0401276155811096e-12,7.480982159950739e-14,2.7860000000000004e-13,1.8499999999999997e-14,3.256e-13,1.9399999999999998e-14,0.657,0.651,,8.29,1.4249999999999999e-12,6.699999999999992e-14,1.6927873073648174,0.1110183844603891,5.519735570100358,3.044790931419882,0.0002922734421384889,3.066776946547545e-05,0.781,0,26.37,3.256e-13,1.9399999999999998e-14,2.7860000000000004e-13,1.8499999999999997e-14,1.0401276155811096e-12,7.480982159950739e-14,,0.0,0.657,,26.37,0,1.6443276155811096e-12,7.946772557302822e-14,PKS 1046-409,162.159583,-41.233333,,AGN,Q,2010A&A...518A..10V,0.310176,0.079449,ATPMN J104838.2-411400,Radio(cm)
2CXO J104911.7+510804,740,162.29912499999998,51.134547222222224,0.74,0.72,4.3,24.12,True,False,False,False,False,7.040425385270365e-14,3.645302823535777e-15,3.007e-14,2.959999999999999e-15,1.424e-14,1.0500000000000001e-15,2.6094253852703655e-14,1.8504412109758883e-15,0.975,0.956,,1.15,6.449000000000001e-14,3.0699999999999998e-15,2.246978845608029,0.14903804219984634,5.571471140200717,4.30782256647451,1.9933196133105088e-05,2.6231225867027476e-06,1.105,0,24.12,2.6094253852703655e-14,1.8504412109758883e-15,1.424e-14,1.0500000000000001e-15,3.007e-14,2.959999999999999e-15,,0.0,0.975,,24.12,0,7.040425385270365e-14,3.645302823535777e-15,SDSS J10491+5108,162.299167,51.134444,,AGN,Q,2010A&A...518A..10V,0.384848,0.101666,[VV2006] J104911.8+510804,QSO
2CXO J104943.3+583750,741,162.430625,58.63070833333333,0.71,0.71,25.6,10.61,False,False,False,False,False,6.483691117993623e-13,6.973443672279824e-14,6.339297310203068e-13,6.961723296437957e-14,7.892178663616287e-15,3.1250812894824947e-15,6.5472021154391975e-15,2.562500022122971e-15,0.624,0.806,,0.62,,,,,,,,,,0,10.61,6.5472021154391975e-15,2.562500022122971e-15,7.892178663616287e-15,3.1250812894824947e-15,6.339297310203068e-13,6.961723296437957e-14,,0.0,0.624,,10.61,0,6.483691117993623e-13,6.973443672279824e-14,2MASS J1049+5837,162.430833,58.630556,,AGN,A,2010A&A...518A..10V,0.686021,0.110926,QSO J1049+5837,QSO
2CXO J104947.4+330026,742,162.44754166666667,33.00727777777778,0.72,0.72,173.4,14.43,False,False,False,False,False,1.2649424236554896e-13,1.2110816802986264e-14,6.220733272669419e-14,1.1057035118527362e-14,2.4300423087839426e-14,3.290689169323852e-15,3.998648655101534e-14,3.6858137248159666e-15,0.695,0.935,0.902,1.97,,,,,,,,,,0,14.43,3.675129611423475e-14,2.862768202452794e-15,2.1463583825091014e-14,2.506925289284927e-15,4.462993100798646e-14,7.231751268688583e-15,7.6079796327863844,1.0,0.695,0.994,14.43,0,1.0284481094731221e-13,8.171801674001275e-15,SDSS J10497+3300,162.4475,33.007222,,AGN,Q,2010A&A...518A..10V,0.210438,0.133038,SDSS J104947.40+330026.2,QSO
2CXO J105039.6+572336,743,162.665,57.39353333333333,0.97,0.88,40.6,4.49,False,False,False,False,False,4.761068062544625e-14,1.3266726661478058e-14,2.296733272669419e-14,1.1736917210764812e-14,1.2300528859799284e-14,4.205842515385833e-15,1.2342819038952774e-14,4.534501012658222e-15,0.198,0.292,0.768,0.57,,,,,,,,,,0,4.49,1.2342819038952774e-14,4.534501012658222e-15,1.2300528859799284e-14,4.205842515385833e-15,2.296733272669419e-14,1.1736917210764812e-14,,0.0,0.198,,4.49,0,4.761068062544625e-14,1.3266726661478058e-14,1WGA J1050.6+5723,162.665,57.393611,,AGN,Q,2010A&A...518A..10V,0.284386,0.486278,[VV98] J105039.6+572337,QSO
2CXO J105050.1+573819,744,162.709,57.638708333333334,1.0,0.89,51.4,5.09,False,False,False,False,False,6.912031386973317e-14,2.96729909589187e-14,5.0427978845608035e-14,2.899500019551686e-14,1.2692550014191255e-14,4.870786846433331e-15,5.999785009933878e-15,4.006468720289738e-15,0.78,0.635,0.935,0.57,,,,,,,,,,0,5.09,3.327797884560803e-14,9.92500057118501e-15,2.6609627500709565e-15,2.027650047249916e-15,4.520636929190079e-14,1.968361308697014e-14,,0.0,0.331,,5.09,0,8.114531088757978e-14,2.213733554901487e-14,SDSS J10508+5738,162.70875,57.638889,,AGN,Q,2010A&A...518A..10V,0.798031,0.693145,[VV2006] J105050.1+573820,QSO
2CXO J105055.3+132835,745,162.730625,13.476466666666667,0.98,0.8,50.9,6.92,False,False,False,False,False,6.728647965872253e-14,1.1721182122715414e-14,4.0099353881086164e-14,1.0642182132496992e-14,1.044914693202833e-14,2.772549994968964e-15,1.673797884560803e-14,4.0550013980296925e-15,0.395,0.555,,2.55,,,,,,,,,,0,6.92,1.673797884560803e-14,4.0550013980296925e-15,1.044914693202833e-14,2.772549994968964e-15,4.0099353881086164e-14,1.0642182132496992e-14,,0.0,0.395,,6.92,0,6.728647965872253e-14,1.1721182122715414e-14,SDSS J10509+1328,162.730417,13.476389,,AGN,Q,2010A&A...518A..10V,0.844044,0.338221,SDSS J105055.37+132835.4,QSO
2CXO J105104.5+625159,746,162.7688333333333,62.86649722222222,0.71,0.71,14.8,27.58,True,True,False,False,False,7.413840193344745e-13,3.322846649696321e-14,3.7216380779055485e-13,2.880637693181025e-14,1.349202115439197e-13,8.85006405639397e-15,2.343e-13,1.4000000000000003e-14,0.303,0.382,,0.97,6.511947114020071e-13,2.676324207607709e-14,1.921212692635183,0.06003400443244456,,,0.00014659999999999999,6.099999999999999e-06,0.938,0,27.58,2.343e-13,1.4000000000000003e-14,1.349202115439197e-13,8.85006405639397e-15,3.7216380779055485e-13,2.880637693181025e-14,,0.0,0.303,,27.58,0,7.413840193344745e-13,3.322846649696321e-14,SDSS J10510+6251,162.769167,62.866389,,AGN,Q,2010A&A...518A..10V,0.645386,0.045514,[VV2006] J105104.6+625159,QSO
2CXO J105225.2+572246,747,163.105375,57.37960277777778,0.94,0.94,0.0,7.92,False,False,False,False,False,,,,,,,,,0.999,1.0,,0.58,,,,,,,,,,0,0.0,1.071194361829849e-15,9.460161040290635e-16,1.110816691066383e-15,1.0419170905302434e-15,4.5375973638027615e-15,4.119417941966189e-15,,0.0,,,0.0,0,6.719608416698993e-15,4.353176067334549e-15,RX J10524+5722,163.105417,57.379444,,AGN,A,2010A&A...518A..10V,0.579901,0.849868,RX J105225.3+572246,Seyfert_1
2CXO J105233.8+454949,748,163.14091666666664,45.83038611111112,0.8,0.73,149.4,8.92,False,False,False,False,False,4.9954545419329377e-14,7.614672079291194e-15,3.195478271250294e-14,7.106092228022577e-15,7.904232698311684e-15,1.5874321720169182e-15,1.0095530008514754e-14,2.22861912879246e-15,0.136,0.486,,1.15,,,,,,,,,,0,8.92,1.0095530008514754e-14,2.22861912879246e-15,7.904232698311684e-15,1.5874321720169182e-15,3.195478271250294e-14,7.106092228022577e-15,,0.0,0.136,,8.92,0,4.9954545419329377e-14,7.614672079291194e-15,SDSS J10525+4549,163.140833,45.830278,,AGN,A,2010A&A...518A..10V,0.432416,0.222199,2MASX J10523383+4549495,Seyfert_1
