name,usrid,ra,dec,err_ellipse_r0,err_ellipse_r1,err_ellipse_ang,significance,extent_flag,pileup_flag,sat_src_flag,streak_src_flag,conf_flag,flux_aper90_mean_b,e_flux_aper90_mean_b,flux_aper90_mean_h,e_flux_aper90_mean_h,flux_aper90_mean_m,e_flux_aper90_mean_m,flux_aper90_mean_s,e_flux_aper90_mean_s,kp_intra_prob_b,ks_intra_prob_b,var_inter_prob_b,nh_gal,flux_powlaw_mean,e_flux_powlaw_mean,powlaw_gamma_mean,e_powlaw_gamma_mean,powlaw_nh_mean,e_powlaw_nh_mean,powlaw_ampl_mean,e_powlaw_ampl_mean,powlaw_stat,remove_code,flux_significance_b_max,flux_aper90_ave_s,e_flux_aper90_ave_s,flux_aper90_ave_m,e_flux_aper90_ave_m,flux_aper90_ave_h,e_flux_aper90_ave_h,chisqr,dof,kp_prob_b_max,var_inter_prob,significance_max,flux_flag,flux_aper90_ave_b,e_flux_aper90_ave_b,name_cat,ra_cat,dec_cat,e_Pos,Class,SubClass,ref,sep,_r_simbad,main_id,main_type
2CXO J002037.9+284231,12,5.1579999999999995,28.70879722222222,0.72,0.72,125.9,10.89,False,False,False,False,False,2.162822326983117e-13,2.2406000761856164e-14,1.1952021154391972e-13,1.9450029146566238e-14,4.1580000000000004e-14,6.199999999999998e-15,5.5182021154391975e-14,9.235000613861527e-15,0.268,0.7,,4.49,1.8581280750672976e-13,1.514333765823872e-14,1.9482032641546665,0.19503044785056714,,,4.6676884276977764e-05,8.006949228650707e-06,1.219,0,10.89,5.5182021154391975e-14,9.235000613861527e-15,4.1580000000000004e-14,6.199999999999998e-15,1.1952021154391972e-13,1.9450029146566238e-14,,0.0,0.268,,10.89,0,2.162822326983117e-13,2.2406000761856164e-14,QSO J0020+287,5.157917,28.708889,,AGN,Q,2010A&A...518A..10V,0.448078,0.373376,SDSS J002037.93+284231.3,Seyfert_1
2CXO J002140.9+003841,13,5.4208333333333325,0.6448888888888888,0.86,0.8,3.1,11.0,True,False,False,False,True,3.5721457116858323e-13,5.3592931831027563e-14,2.558797884560803e-13,5.3050010686165506e-14,4.2487978845608026e-14,4.665001215222005e-15,5.884680386689491e-14,6.01136191764147e-15,0.817,0.829,1.0,2.65,,,,,,,,,,0,11.0,1.1794253852703657e-13,2.120385029959868e-14,9.963828467433292e-14,1.5744200414676838e-14,3.2782021154391975e-13,5.6350010060356485e-14,,0.0,0.505,,11.0,0,5.454010347452892e-13,6.223187887270943e-14,Q 0019+0022A,5.420833,0.644722,,AGN,A,2010A&A...518A..10V,0.598681,0.28193,LBQS 0019+0022A,QSO
2CXO J002209.9+001629,14,5.541499999999998,0.27479166666666666,0.96,0.77,68.0,15.77,True,False,False,False,False,5.6319964822265643e-14,4.031999524986039e-15,2.536042308783943e-14,3.2307019684745452e-15,8.397520580034237e-15,9.55692744745704e-16,2.2562021154391972e-14,2.2150025593716055e-15,0.959,0.992,,2.7,4.297478271250294e-14,2.8477265938223203e-15,1.9107873073648172,0.12001700582915226,,,9.67441595678985e-06,6.721386947222641e-07,1.152,0,15.77,2.2562021154391972e-14,2.2150025593716055e-15,8.397520580034237e-15,9.55692744745704e-16,2.536042308783943e-14,3.2307019684745452e-15,,0.0,0.959,,15.77,0,5.6319964822265643e-14,4.031999524986039e-15,Q 0019-0000,5.541667,0.274722,,AGN,Q,2010A&A...518A..10V,0.611178,0.118717,2XMMi J002209.9+001629,Seyfert_1
2CXO J002227.4+012412,15,5.614499999999999,1.4034694444444444,0.79,0.78,110.1,3.09,False,False,False,False,False,2.5251281903895278e-14,9.868201283264038e-15,2.091e-14,9.649999999999999e-15,2.795202115439197e-15,1.6945000334553634e-15,1.5460797884560804e-15,1.177950000481261e-15,0.442,0.573,,2.92,,,,,,,,,,0,3.09,1.5460797884560804e-15,1.177950000481261e-15,2.795202115439197e-15,1.6945000334553634e-15,2.091e-14,9.649999999999999e-15,,0.0,0.442,,3.09,0,2.5251281903895278e-14,9.868201283264038e-15,UM 232,5.614583,1.403333,,AGN,Q,2010A&A...518A..10V,0.57728,0.08005,PB  5901,QSO
2CXO J002301.4-275238,16,5.7562083333333325,-27.877436111111113,0.87,0.77,102.8,4.73,False,False,False,False,False,2.971079328969892e-14,6.89350296233676e-15,1.1097180961047225e-14,5.405500849486423e-15,7.321965970981103e-15,2.6271459051283793e-15,1.1291646357670597e-14,3.3762476288202597e-15,0.948,0.635,,2.14,,,,,,,,,,0,4.73,1.1291646357670597e-14,3.3762476288202597e-15,7.321965970981103e-15,2.6271459051283793e-15,1.1097180961047225e-14,5.405500849486423e-15,,0.0,0.948,,4.73,0,2.971079328969892e-14,6.89350296233676e-15,2QZ J002301-2752,5.75625,-27.8775,,AGN,Q,2010A&A...518A..10V,0.301298,0.206301,[VV2006] J002301.5-275239,QSO
2CXO J002733.7-013452,17,6.890833333333333,-1.5812722222222222,0.84,0.82,114.3,2.17,False,False,False,False,False,,,1.2711218674969292e-14,7.084698518166618e-15,1.8332819038952777e-15,1.393450032953455e-15,,,0.069,0.039,,2.81,,,,,,,,,,0,2.17,7.978845608028655e-18,6.028102749890869e-18,1.8332819038952777e-15,1.393450032953455e-15,1.2711218674969292e-14,7.084698518166618e-15,,-1.0,,,,1,1.45524794244726e-14,7.220435750401289e-15,UM 245,6.890833,-1.581111,,AGN,Q,2010A&A...518A..10V,0.58546,0.319658,LBQS 0025-0151,QSO
2CXO J003131.4+003420,18,7.881041666666667,0.5722527777777777,0.74,0.73,154.6,6.82,False,False,False,False,False,5.0940291566625725e-14,1.0396135308339997e-14,2.573307887399054e-14,9.48655444285264e-15,8.495191538243211e-15,2.626000345408134e-15,1.671202115439197e-14,3.345001694771283e-15,0.783,0.424,,2.41,,,,,,,,,,0,6.82,1.671202115439197e-14,3.345001694771283e-15,8.495191538243211e-15,2.626000345408134e-15,2.573307887399054e-14,9.48655444285264e-15,,0.0,0.783,,6.82,0,5.0940291566625725e-14,1.0396135308339997e-14,UM 252,7.88125,0.572222,,AGN,Q,2010A&A...518A..10V,0.716688,0.216647,LBQS 0028+0017,QSO
2CXO J003319.1-433711,20,8.329625,-43.619819444444445,0.74,0.73,114.9,4.82,False,False,False,False,False,1.5619730515752292e-14,3.943835518361319e-15,9.639614626082639e-15,3.552613068548942e-15,1.5395212692635183e-15,5.773000353515335e-16,4.440594620406136e-15,1.612297630788646e-15,0.756,0.955,,2.88,,,,,,,,,,0,4.82,4.440594620406136e-15,1.612297630788646e-15,1.5395212692635183e-15,5.773000353515335e-16,9.639614626082639e-15,3.552613068548942e-15,,0.0,0.756,,4.82,0,1.5619730515752292e-14,3.943835518361319e-15,XMM J00333-4337,8.329583,-43.619722,,AGN,A,2010A&A...518A..10V,0.372337,0.371305,XMMES1  77,AGN
2CXO J003320.9-433745,21,8.337333333333332,-43.629269444444446,0.77,0.75,130.3,5.41,False,False,False,False,False,1.1307890781893735e-14,2.365992816437825e-15,3.92380731304132e-15,1.7083187359817202e-15,3.3065205800342364e-15,9.376964446768353e-16,4.077562888818179e-15,1.3417505287383464e-15,0.44,0.15,,2.88,,,,,,,,,,0,5.41,4.077562888818179e-15,1.3417505287383464e-15,3.3065205800342364e-15,9.376964446768353e-16,3.92380731304132e-15,1.7083187359817202e-15,,0.0,0.44,,5.41,0,1.1307890781893735e-14,2.365992816437825e-15,XMM J00333-4337,8.337083,-43.629167,,AGN,A,2010A&A...518A..10V,0.713601,0.713478,[VV2010c] J003320.9-433745,AGN
2CXO J003328.6-433231,22,8.36925,-43.54198611111111,0.95,0.82,22.1,3.94,False,False,False,False,False,5.69642271934911e-15,1.795128176534316e-15,2.7351798123317565e-15,1.5717606122258708e-15,2.2984782712502938e-15,7.576024468886229e-16,6.6276463576705955e-16,4.2200981091811627e-16,0.621,0.611,,2.86,,,,,,,,,,0,3.94,6.6276463576705955e-16,4.2200981091811627e-16,2.2984782712502938e-15,7.576024468886229e-16,2.7351798123317565e-15,1.5717606122258708e-15,,0.0,0.621,,3.94,0,5.69642271934911e-15,1.795128176534316e-15,XMM J00334-4332,8.369167,-43.541944,,AGN,A,2010A&A...518A..10V,0.236839,0.236644,SWIRE J003328.66-433230.9,AGN
2CXO J003328.7-433138,23,8.369666666666665,-43.527388888888886,0.99,0.82,7.2,5.35,False,False,False,False,False,1.3426837895913807e-14,2.762141408792712e-15,6.6074665453388385e-15,2.2154062888088702e-15,2.782e-15,8.599999999999998e-16,4.0373713505749685e-15,1.4077642336959327e-15,0.289,0.709,,2.86,,,,,,,,,,0,5.35,4.0373713505749685e-15,1.4077642336959327e-15,2.782e-15,8.599999999999998e-16,6.6074665453388385e-15,2.2154062888088702e-15,,0.0,0.289,,5.35,0,1.3426837895913807e-14,2.762141408792712e-15,XMM J00334-4331,8.369583,-43.527222,,AGN,A,2010A&A...518A..10V,0.643452,0.642374,SWIRE J003328.73-433138.6,AGN
2CXO J003331.6-433313,24,8.38175,-43.553713888888886,0.77,0.74,21.2,6.49,False,False,False,False,False,2.4292639365368237e-14,4.5241983171280445e-15,1.8979999999999998e-14,4.380000000000001e-15,4.546e-15,1.0490000000000003e-15,7.666393653682409e-16,4.2845001190829776e-16,0.021,0.006,,2.87,,,,,,,,,,0,6.49,7.666393653682409e-16,4.2845001190829776e-16,4.546e-15,1.0490000000000003e-15,1.8979999999999998e-14,4.380000000000001e-15,,0.0,0.021,,6.49,0,2.4292639365368237e-14,4.5241983171280445e-15,XMM J00335-4333,8.381667,-43.553611,,AGN,A,2010A&A...518A..10V,0.43062,0.430734,SWIRE J003331.64-433313.3,AGN
2CXO J003332.0-432007,25,8.383541666666668,-43.335522222222224,0.91,0.84,115.0,2.97,False,False,False,False,False,3.689298598567127e-15,1.5507607508183056e-15,2.5689671196965735e-15,1.4757397656770835e-15,3.239445161203774e-16,2.476815939195224e-16,7.963869627501764e-16,4.070686407860305e-16,0.772,0.499,,2.81,,,,,,,,,,0,2.97,7.963869627501764e-16,4.070686407860305e-16,3.239445161203774e-16,2.476815939195224e-16,2.5689671196965735e-15,1.4757397656770835e-15,,0.0,0.772,,2.97,0,3.689298598567127e-15,1.5507607508183056e-15,XMM J00335-4320,8.38375,-43.335556,,AGN,A,2010A&A...518A..10V,0.587811,0.587604,ESIS 102351,AGN
