angDist,_RAJ2000_1,_DEJ2000_1,name_cat,SubClass,Class,e_Pos,ref,_RAJ2000_2,_DEJ2000_2,2CXO,RAICRS,DEICRS,r0,r1,PA,fe,fc,fp,fv,fst,fs,fa,fi,fr,fm,ff,fVi,Ns,PFluxb,PFluxh,PFluxm,PFluxs,PFluxu,PFluxw,PF90b,PF90h,PF90m,PF90s,PF90u,PF90w,Fluxb,Fluxh,Fluxm,Fluxs,Fluxu,Fluxw,F90b,F90h,F90m,F90s,F90u,F90w,PFavgb,PFavgh,PFavgm,PFavgs,PFavgu,PFavgw,PF90avgb,PF90avgh,PF90avgm,PF90avgs,PF90avgu,PF90avgw,Favgb,Favgh,Favgm,Favgs,Favgu,Favgw,F90avgb,F90avgh,F90avgm,F90avgs,F90avgu,F90avgw,Ldet,LClass,S/N,NHGal,HRhm,HRhs,HRms,fdw,Nac,ExpAC,Nhrc,ExpHRC
1.541457,177.202597,51.902587,G15812535823769,G8,LM-STAR,,LAMOST-DR8-AFGK,177.202979785,51.902944156,J114848.7+515410,177.2029798,51.9029442,2.534,2.18,132.7,0,1,0,0,0,0,0,0,0,0,0,0,2,3.1283897927432e-06,0.0,6.1648200739484e-07,2.4758403701578e-06,0.0,,2.5722146969203e-06,0.0,5.7312080119409e-07,2.2633226413057e-06,0.0,,3.9235749749231e-15,0.0,1.3835875756505e-15,3.9750833493493e-15,,,3.8576217906153e-15,0.0,1.1633463930121e-15,3.9494386606173e-15,,,3.1283897927432e-06,0.0,6.1648200739484e-07,2.4758403701578e-06,0.0,,2.5722146969203e-06,0.0,5.7312080119409e-07,2.2633226413057e-06,0.0,,3.9235749749231e-15,0.0,1.3835875756505e-15,3.9750833493493e-15,,,3.8576217906153e-15,0.0,1.1633463930121e-15,3.9494386606173e-15,,,27.81325,TRUE,3.243,1.5,-0.99938,-0.99938,-0.62461,0,1,33607.345,0,
0.751013,226.3080749,25.9678493,G15333295502592,F0,LM-STAR,,LAMOST-DR8-AFGK,226.308166565,25.967657653,J150513.9+255803,226.3081666,25.9676577,1.678,1.678,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1,5.8807145173147e-07,0.0,1.2045487025092e-07,3.7859742701271e-07,9.0899850935493e-07,,6.8526399357488e-07,0.0,1.3386789247771e-07,4.1776346488257e-07,0.0,,0.0,0.0,2.8679565589716e-16,6.7576599530531e-16,0.0,,0.0,0.0,3.1847162703308e-16,7.4601684798724e-16,0.0,,5.8807145173147e-07,0.0,1.2045487025092e-07,3.7859742701271e-07,9.0899850935493e-07,,6.8526399357488e-07,0.0,1.3386789247771e-07,4.1776346488257e-07,0.0,,0.0,0.0,2.8679565589716e-16,6.7576599530531e-16,0.0,,0.0,0.0,3.1847162703308e-16,7.4601684798724e-16,0.0,,18.06381,TRUE,2.432,3.64,-0.8832,-0.99938,-0.54091,0,1,57580.131,0,
1.013926,175.897314,50.88235,G15821230013234,A7,LM-STAR,,LAMOST-DR8-AFGK,175.896982414,50.88216143,J114335.2+505255,175.8969824,50.8821614,1.082,0.954,114.6,0,0,0,1,0,0,0,0,0,0,0,0,1,1.2822369658884e-05,1.3251499351745e-06,2.2984216091329e-06,8.5727864687533e-06,9.5861677107909e-05,,1.355723100547e-05,1.1947869272107e-06,2.6417613035915e-06,9.4154232477048e-06,0.0,,3.4864134697472e-14,1.4731788122546e-14,5.6032056233788e-15,1.5621373670299e-14,0.0,,3.2192601163922e-14,1.1575143303582e-14,6.4272199671474e-15,1.6385484172407e-14,0.0,,1.4813809683025e-05,1.7006686012433e-06,3.270950170186e-06,8.1753952165941e-06,4.407796365834e-05,,1.5215841943502e-05,1.8413273049384e-06,3.2860468987067e-06,8.6258309957453e-06,3.2888648629924e-05,,2.9999610060838e-14,8.748193025927e-15,7.8081321046706e-15,1.1669058139346e-14,0.0,,3.3457652754789e-14,1.2387608896343e-14,7.8656404342762e-15,1.2745139642667e-14,0.0,,374.3221,TRUE,11.342,1.53,-0.21487,-0.73454,-0.59088,0,3,58149.504,0,
0.929717,56.918138,24.149269,G17405201982116,G5,LM-STAR,,LAMOST-DR8-AFGK,56.918231984,24.1490254,J034740.3+240856,56.918232,24.1490254,2.369,1.442,158.1,0,0,0,0,0,0,0,0,0,0,0,0,1,3.1739951201873e-05,3.8674757160899e-06,4.5007796488665e-06,1.2249620227525e-05,3.5029905018917e-06,,3.1615234495525e-05,2.8464701425224e-06,4.7478939081767e-06,1.2709115853493e-05,2.5752267852698e-06,,4.0760288097163e-14,1.1761118472249e-14,1.0426585983374e-14,1.861181477766e-14,3.5961989513898e-15,,4.1411117828366e-14,9.2497653364637e-15,1.1152215010326e-14,1.9358198922774e-14,2.2071962288153e-15,,3.1739951201873e-05,3.8674757160899e-06,4.5007796488665e-06,1.2249620227525e-05,3.5029905018917e-06,,3.1615234495525e-05,2.8464701425224e-06,4.7478939081767e-06,1.2709115853493e-05,2.5752267852698e-06,,4.0760288097163e-14,1.1761118472249e-14,1.0426585983374e-14,1.861181477766e-14,3.5961989513898e-15,,4.1411117828366e-14,9.2497653364637e-15,1.1152215010326e-14,1.9358198922774e-14,2.2071962288153e-15,,245.4693,TRUE,10.564,10.58,-0.05247,-0.51343,-0.46596,0,1,21215.802,0,
0.250123,56.66389,24.1032,G17405198513251,F5,LM-STAR,,LAMOST-DR8-AFGK,56.663886447,24.103130597,J034639.3+240611,56.6638864,24.1031306,0.719,0.712,86.6,0,0,0,0,0,0,0,0,0,0,0,0,1,5.9909283615076e-05,1.168784032002e-06,4.8071913110101e-06,3.993009913518e-05,3.774965862235e-05,,6.1206812181788e-05,1.2031543905007e-06,5.0226907672597e-06,4.1420768166982e-05,4.0479093983721e-05,,8.9235877880094e-14,6.1313742838473e-15,1.1477395073257e-14,7.1615089291792e-14,8.780693099827e-14,,9.1256714385321e-14,6.355312292282e-15,1.1880259946507e-14,7.4366806629255e-14,9.4151912352158e-14,,5.9909283615076e-05,1.168784032002e-06,4.8071913110101e-06,3.993009913518e-05,3.774965862235e-05,,6.1206812181788e-05,1.2031543905007e-06,5.0226907672597e-06,4.1420768166982e-05,4.0479093983721e-05,,8.9235877880094e-14,6.1313742838473e-15,1.1477395073257e-14,7.1615089291792e-14,8.780693099827e-14,,9.1256714385321e-14,6.355312292282e-15,1.1880259946507e-14,7.4366806629255e-14,9.4151912352158e-14,,2069.212,TRUE,15.748,10.65,-0.60712,-0.94316,-0.78576,0,1,21215.68,0,
0.316459,128.324058,33.147602,G16469315738416,K7,LM-STAR,,LAMOST-DR8-AFGK,128.324111928,33.147677423,J083317.7+330851,128.3241119,33.1476774,1.773,1.773,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,2.8360291425449e-07,0.0,,2.2556309908523e-07,0.0,0.0,3.1040980184929e-07,1.2374396991963e-06,,0.0,,,4.4979253950952e-16,0.0,,0.0,,,4.9554938267536e-16,0.0,,9.9068010867697e-08,0.0,0.0,2.0301101971745e-07,1.678591413311e-06,,1.7899040214462e-07,0.0,0.0,2.3786808403821e-07,1.1839912206467e-06,,0.0,0.0,,3.1033647778386e-16,0.0,,0.0,,,3.3217355870697e-16,0.0,,14.15,MARGINAL,1.957,4.09,0.99813,-0.99938,-0.99938,1,5,84070.544,0,
2.045243,198.550631,51.733444,G14641695349450,K5,LM-STAR,,LAMOST-DR8-AFGK,198.54984937,51.73314663,J131411.9+514359,198.5498494,51.7331466,2.509,1.842,88.46,0,0,0,0,0,0,0,0,0,0,0,0,1,2.9518864517443e-06,0.0,2.2060351209297e-07,3.5380778548859e-06,0.0,,3.064373939413e-06,0.0,2.8597579800495e-07,3.6848556849365e-06,0.0,,1.0669727266692e-14,0.0,4.6530353748389e-16,7.729959547686e-15,,,7.7092825138722e-15,,6.122648998759e-16,8.5293393918848e-15,,,2.9518864517443e-06,0.0,2.2060351209297e-07,3.5380778548859e-06,0.0,,3.064373939413e-06,0.0,2.8597579800495e-07,3.6848556849365e-06,0.0,,1.0669727266692e-14,0.0,4.6530353748389e-16,7.729959547686e-15,,,7.7092825138722e-15,,6.122648998759e-16,8.5293393918848e-15,,,41.03761,TRUE,3.576,1.22,-0.4722,-0.99938,-0.89069,0,1,29331.39,0,
0.246857,63.1975983,10.361785,G16682390475695,G5,LM-STAR,,LAMOST-DR8-AFGK,63.19754258,10.361826204,J041247.4+102142,63.1975426,10.3618262,0.732,0.716,79.76,0,0,0,0,0,0,0,0,0,0,0,1,1,8.972835285515e-06,1.2484461093681e-06,1.4226952082722e-06,4.0045515114643e-06,3.3537822000398e-06,,1.0394229914501e-05,1.4007540941978e-06,1.7616305572415e-06,4.2771488894285e-06,4.8653234447369e-06,,7.9737075192646e-15,0.0,2.5004706351311e-15,3.8500513694056e-15,0.0,,1.0537569715143e-14,2.2987435276157e-15,3.0353184258323e-15,3.9155642523262e-15,0.0,,1.0635586810132e-05,1.6142815794656e-06,2.257354105848e-06,4.0513737560442e-06,3.3416405506052e-06,,1.1160154718495e-05,1.673125497835e-06,2.3501792693315e-06,4.3239559992874e-06,3.3485245493311e-06,,1.9986649040694e-14,8.6156234488485e-15,4.9546827176269e-15,5.7957070436427e-15,7.8249287951996e-16,,1.9866755995161e-14,8.5769472288216e-15,5.0518777182955e-15,5.9463500996709e-15,,,1816.714,TRUE,10.229,14.86,-0.01749,-0.51593,-0.48844,0,7,92795.737,0,
1.203584,227.182024,33.403532,G15389780294119,F9,LM-STAR,,LAMOST-DR8-AFGK,227.182217856,33.40323945,J150843.7+332411,227.1822179,33.4032395,1.505,0.895,49.23,0,0,0,0,0,0,0,0,0,0,0,0,1,1.5188635949119e-06,3.223877060682e-07,2.0748144510264e-07,8.0684383436095e-07,0.0,,1.4465194054366e-06,1.8600813603097e-07,2.3537604645181e-07,8.8917048670392e-07,0.0,,5.1035293480907e-15,3.4894478386557e-15,7.1681809228584e-16,1.130327753169e-15,0.0,,2.8450049520495e-15,9.9123142684323e-16,8.1108241587382e-16,1.2896723544151e-15,,,1.5188635949119e-06,3.223877060682e-07,2.0748144510264e-07,8.0684383436095e-07,0.0,,1.4465194054366e-06,1.8600813603097e-07,2.3537604645181e-07,8.8917048670392e-07,0.0,,5.1035293480907e-15,3.4894478386557e-15,7.1681809228584e-16,1.130327753169e-15,0.0,,2.8450049520495e-15,9.9123142684323e-16,8.1108241587382e-16,1.2896723544151e-15,,,22.9331,TRUE,2.919,1.53,0.28357,-0.45222,-0.63335,0,1,31310.804,0,
1.123579,227.554999,33.456351,G15389792631015,G5,LM-STAR,,LAMOST-DR8-AFGK,227.555364227,33.456283467,J151013.2+332722,227.5553642,33.4562835,1.074,0.919,80.91,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,5.0045735244792e-07,9.2671478071341e-08,4.3076482368849e-08,3.08103554621e-07,,,5.9598692556544e-07,1.6874973787558e-07,8.0691585452473e-08,2.2766624634729e-07,,,1.6057722887585e-15,5.2263396650348e-16,1.1280428879316e-16,7.799203447292e-16,,,2.0147559532406e-15,1.3263909847754e-15,1.9667875685173e-16,5.8489115845613e-16,,,19.10478,TRUE,2.667,1.53,,,,0,6,255729.586,0,
0.203653,63.19764611,10.60703056,L16682463045573,G1,LM-STAR,,LAMOST-DR8-AFGK,63.197666395,10.60697762,J041247.4+103625,63.1976664,10.6069776,0.711,0.711,0.0,1,0,0,0,0,0,0,0,0,0,0,0,1,9.2951411409959e-05,0.0,5.148263364754e-06,7.9005328533299e-05,8.8398169955721e-05,,9.8196686864899e-05,0.0,5.697788559059e-06,8.3413475065833e-05,0.00010948969850524,,1.0080621818094e-13,0.0,1.0234089490246e-14,1.346966846744e-13,0.0,,1.0744565011789e-13,0.0,1.1907304934773e-14,1.3868662584399e-13,0.0,,0.00012046577011649,1.6165094874811e-06,1.2073496685593e-05,9.513297894881e-05,8.4064662722419e-05,,0.00011995898358047,1.7174298475309e-06,1.1929412365618e-05,9.3434015380424e-05,8.0108258592437e-05,,2.2534709646701e-13,8.1078525041746e-15,2.8720773590495e-14,1.8247044169478e-13,4.0454291188709e-14,,2.1558857225853e-13,8.7762636178613e-15,2.8371460037217e-14,1.7668487945679e-13,3.6611338837516e-14,,11798.29,TRUE,35.788,15.1,-0.99938,-0.99938,-0.87945,0,7,80618.675,0,
2.488039,227.448349,33.662567,G15389914574117,G8,LM-STAR,,LAMOST-DR8-AFGK,227.448925432,33.662069541,J150947.7+333943,227.4489254,33.6620695,5.464,4.15,10.89,0,0,0,0,0,0,0,0,0,0,0,0,1,1.0914273378099e-06,0.0,0.0,1.3403554887403e-06,1.6203858309296e-05,,1.3606810046441e-06,0.0,0.0,1.459546946364e-06,1.665762167797e-05,,2.7930566766819e-15,0.0,0.0,2.4066171468439e-15,9.7752041856844e-13,,2.467871258419e-15,0.0,0.0,2.1205820434388e-15,9.7198164608404e-13,,7.5343863114173e-07,0.0,0.0,1.1142538489937e-06,1.3909087654724e-05,,1.0179934046271e-06,0.0,0.0,1.2273551052717e-06,1.4266616513229e-05,,1.8406986456451e-15,0.0,0.0,1.8343977954378e-15,1.485207368827e-13,,1.7886882890134e-15,0.0,0.0,1.6911126260057e-15,1.210007344799e-13,,14.93171,MARGINAL,2.703,1.5,0.99938,-0.99938,-0.99938,0,2,58697.199,0,
0.926373,216.453641,32.982273,G15370169145436,G8,LM-STAR,,LAMOST-DR8-AFGK,216.453440993,32.982468112,J142548.8+325856,216.453441,32.9824681,1.594,1.361,155.3,0,0,0,1,0,0,0,0,0,0,0,1,1,6.075816117703e-06,0.0,8.7022954586652e-07,4.6598557472216e-06,0.0,,6.6756124198367e-06,0.0,9.6677538039578e-07,5.004187210916e-06,0.0,,9.4894082582513e-15,0.0,1.5871442721864e-15,7.7651118168636e-15,0.0,,1.1132667653983e-14,0.0,1.781149103215e-15,8.6039616051155e-15,0.0,,6.075816117703e-06,0.0,8.7022954586652e-07,4.6598557472216e-06,0.0,,6.6756124198367e-06,0.0,9.6677538039578e-07,5.004187210916e-06,0.0,,9.4894082582513e-15,0.0,1.5871442721864e-15,7.7651118168636e-15,0.0,,1.1132667653983e-14,0.0,1.781149103215e-15,8.6039616051155e-15,0.0,,107.2081,TRUE,2.27,1.12,-0.99938,-0.99938,-0.70331,1,2,9785.967,0,
1.058733,217.1446458,33.8422572,G15370612078053,G4,LM-STAR,,LAMOST-DR8-AFGK,217.144636543,33.841963208,J142834.7+335031,217.1446365,33.8419632,2.086,1.847,177.2,0,0,0,0,0,0,0,0,0,0,0,0,1,5.4241696712571e-06,0.0,4.8592387892665e-07,4.8097414538358e-06,0.0,,5.1833885906762e-06,0.0,5.5326241145403e-07,4.4062320985026e-06,0.0,,1.0783716117172e-14,0.0,1.0159798312409e-15,1.1586796811911e-14,0.0,,1.1403892474614e-14,0.0,1.2152919828781e-15,1.0982548827872e-14,0.0,,4.6075047102464e-06,0.0,3.5514045898273e-07,4.6389647663721e-06,0.0,,4.5199530828263e-06,0.0,4.0827592298319e-07,4.3163310138452e-06,0.0,,8.2763028972036e-15,0.0,7.5083704843158e-16,9.9242690754497e-15,0.0,,9.020672230919e-15,0.0,8.8418096238992e-16,9.4162608012886e-15,0.0,,33.90123,TRUE,3.111,1.04,-0.99938,-0.99938,-0.83323,0,2,14164.406,0,
0.781427,217.058855,33.183469,G15370469741308,G4,LM-STAR,,LAMOST-DR8-AFGK,217.059107047,33.183417823,J142814.1+331100,217.059107,33.1834178,3.394,2.249,120.3,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,2.0013680148932e-06,0.0,0.0,2.0428042354564e-06,0.0,,2.3916109232379e-06,0.0,0.0,2.2616475730748e-06,0.0,,0.0,0.0,0.0,1.7932051060596e-15,0.0,,2.669850145406e-15,0.0,8.3393963164738e-16,2.4732596613581e-15,0.0,,11.92765,MARGINAL,1.789,1.08,,,,0,2,9226.331,0,
0.338321,216.5853792,33.9102694,G15370399133573,F4,LM-STAR,,LAMOST-DR8-AFGK,216.585273457,33.910235777,J142620.4+335436,216.5852735,33.9102358,0.936,0.879,40.75,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,8.2544326723599e-06,8.9208297902435e-07,1.9086029451035e-06,3.4621948642366e-06,1.4643621131265e-05,,8.6473598427713e-06,9.3787815727375e-07,1.9963254124966e-06,3.7144500842644e-06,1.7575155595287e-05,,8.2245136527975e-15,5.4486739648886e-15,4.286773115487e-15,3.2471063181651e-15,3.8277866985469e-15,,8.6764888241034e-15,5.7974818325687e-15,4.5689339167667e-15,3.385537502742e-15,0.0,,238.9617,TRUE,4.471,1.08,,,,0,3,19257.927,0,
