angDist,_RAJ2000_1,_DEJ2000_1,name_cat,SubClass,Class,e_Pos,ref,_RAJ2000_2,_DEJ2000_2,2CXO,RAICRS,DEICRS,r0,r1,PA,fe,fc,fp,fv,fst,fs,fa,fi,fr,fm,ff,fVi,Ns,PFluxb,PFluxh,PFluxm,PFluxs,PFluxu,PFluxw,PF90b,PF90h,PF90m,PF90s,PF90u,PF90w,Fluxb,Fluxh,Fluxm,Fluxs,Fluxu,Fluxw,F90b,F90h,F90m,F90s,F90u,F90w,PFavgb,PFavgh,PFavgm,PFavgs,PFavgu,PFavgw,PF90avgb,PF90avgh,PF90avgm,PF90avgs,PF90avgu,PF90avgw,Favgb,Favgh,Favgm,Favgs,Favgu,Favgw,F90avgb,F90avgh,F90avgm,F90avgs,F90avgu,F90avgw,Ldet,LClass,S/N,NHGal,HRhm,HRhs,HRms,fdw,Nac,ExpAC,Nhrc,ExpHRC
0.045293,75.01636,-3.322545,G9379762955439,F0,LM-STAR,,LAMOST-DR8-AFGK,75.016362289,-3.322557372,J050003.9-031921,75.0163623,-3.3225574,1.189,0.856,92.85,0,0,0,0,0,0,0,0,0,0,0,0,1,3.8184402509223e-06,0.0,2.511162079257e-07,3.2240808557286e-06,5.9401742382607e-06,,3.4876132241216e-06,0.0,2.7063517882453e-07,2.9470030100831e-06,6.5758750956327e-06,,5.3653881745007e-15,,,5.312991333247e-15,0.0,,5.0560129661603e-15,,,4.9253475801536e-15,0.0,,3.8184402509223e-06,0.0,2.511162079257e-07,3.2240808557286e-06,5.9401742382607e-06,,3.4876132241216e-06,0.0,2.7063517882453e-07,2.9470030100831e-06,6.5758750956327e-06,,5.3653881745007e-15,,,5.312991333247e-15,0.0,,5.0560129661603e-15,,,4.9253475801536e-15,0.0,,36.33907,TRUE,3.0,5.97,-0.99938,-0.99938,-0.86821,0,1,9934.184,0,
1.575859,73.68603,-2.960797,G9379168925033,F5,LM-STAR,,LAMOST-DR8-AFGK,73.685709592,-2.96109571,J045444.5-025739,73.6857096,-2.9610957,1.088,0.907,80.06,1,0,0,0,0,0,0,0,0,0,0,0,1,2.2877202007113e-05,0.0,1.7065672865578e-06,1.846649789356e-05,1.4603995473309e-05,,2.2986629632604e-05,0.0,1.8143339193219e-06,1.8212200292028e-05,1.7658607811252e-05,,3.9237627084402e-14,0.0,4.1349025178879e-15,3.5137420463009e-14,9.6433635976807e-15,,4.0767058539264e-14,0.0,4.4125988540979e-15,3.5213389095974e-14,1.1641629585282e-14,,2.2877202007113e-05,0.0,1.7065672865578e-06,1.846649789356e-05,1.4603995473309e-05,,2.2986629632604e-05,0.0,1.8143339193219e-06,1.8212200292028e-05,1.7658607811252e-05,,3.9237627084402e-14,0.0,4.1349025178879e-15,3.5137420463009e-14,9.6433635976807e-15,,4.0767058539264e-14,0.0,4.4125988540979e-15,3.5213389095974e-14,1.1641629585282e-14,,857.2167,TRUE,13.319,5.36,-0.99938,-0.99938,-0.83198,0,1,44185.283,0,
2.890494,137.055387,11.144731,G16292920143754,K5,LM-STAR,,LAMOST-DR8-AFGK,137.054617106,11.144458824,J090813.1+110840,137.0546171,11.1444588,6.031,3.869,92.45,1,0,0,0,0,0,0,0,0,0,0,0,1,1.6781296572296e-05,7.3715943732558e-06,1.9208923654978e-06,5.5355124637927e-06,0.0,,8.2585556547939e-06,0.0,1.4248251932453e-06,4.7417005647022e-06,1.1526383577776e-05,,2.419390006021e-13,2.3806405634795e-13,4.4961849923786e-15,7.1590884332244e-15,,,3.4666153560179e-14,2.4549286077004e-14,3.01986223033e-15,8.5189297084643e-15,,,1.6781296572296e-05,7.3715943732558e-06,1.9208923654978e-06,5.5355124637927e-06,0.0,,8.2585556547939e-06,0.0,1.4248251932453e-06,4.7417005647022e-06,1.1526383577776e-05,,2.419390006021e-13,2.3806405634795e-13,4.4961849923786e-15,7.1590884332244e-15,,,3.4666153560179e-14,2.4549286077004e-14,3.01986223033e-15,8.5189297084643e-15,,,31.49052,TRUE,4.971,3.5,0.60462,0.1599,-0.48844,0,1,19782.703,0,
1.793786,136.956659,11.136267,G16292916614202,G3,LM-STAR,,LAMOST-DR8-AFGK,136.956979863,11.135880782,J090749.6+110809,136.9569799,11.1358808,9.423,6.261,71.11,0,0,0,0,0,0,0,0,0,0,0,0,1,2.0499489684896e-06,0.0,6.0269792098426e-07,2.7415907439152e-06,9.7191329245654e-05,,2.3859147117736e-06,0.0,7.3199615337216e-07,2.7702214214698e-06,0.00013727818273532,,,,1.3309433495255e-15,1.217360368981e-15,5.5709206049915e-13,,0.0,,1.6223320887143e-15,2.4743931157591e-15,7.6644819055609e-13,,2.0499489684896e-06,0.0,6.0269792098426e-07,2.7415907439152e-06,9.7191329245654e-05,,2.3859147117736e-06,0.0,7.3199615337216e-07,2.7702214214698e-06,0.00013727818273532,,,,1.3309433495255e-15,1.217360368981e-15,5.5709206049915e-13,,0.0,,1.6223320887143e-15,2.4743931157591e-15,7.6644819055609e-13,,12.54667,MARGINAL,2.308,3.44,-0.99938,-0.99938,-0.68207,0,1,19779.603,0,
1.540099,80.666428,33.475701,G16624276848001,F5,LM-STAR,,LAMOST-DR8-AFGK,80.666655562,33.47531761,J052239.9+332831,80.6666556,33.4753176,0.723,0.72,0.8429,0,0,0,1,0,0,0,0,0,0,0,1,1,8.3106799310481e-07,1.0390165606122e-07,1.668872743204e-07,3.9142527310394e-07,0.0,,8.4878346317885e-07,8.6542983859015e-08,1.8066840315071e-07,3.9483958543217e-07,0.0,,1.5682460776039e-15,5.3360750342016e-16,3.9240101941417e-16,6.5839352387824e-16,0.0,,1.4964395659588e-15,3.627501743701e-16,4.2543036920879e-16,6.7757750656092e-16,0.0,,6.3097968043754e-07,6.9446045444e-08,1.2668880235874e-07,3.2533854644418e-07,0.0,,6.4521236332671e-07,6.0104993478942e-08,1.369314179205e-07,3.1049725429208e-07,0.0,,1.143211448169e-15,2.8275074398997e-16,2.946654736534e-16,5.3722980375733e-16,0.0,,1.1839041439004e-15,2.3976345616837e-16,3.1883408928584e-16,5.4096001612233e-16,0.0,,222.2258,TRUE,7.407,66.76,-0.20862,-0.57964,-0.41474,0,5,440602.036,0,
2.701675,104.83642,14.286184,G16204060604134,F0,LM-STAR,,LAMOST-DR8-AFGK,104.835645683,14.286195865,J065920.5+141710,104.8356457,14.2861959,4.716,2.049,88.86,0,0,0,0,0,0,0,0,0,0,0,0,1,,,,,,1.2142929097478e-06,,,,,,4.5801142595032e-06,,,,,,0.0,,,,,,1.1144596902911e-14,,,,,,1.2142929097478e-06,,,,,,4.5801142595032e-06,,,,,,0.0,,,,,,1.1144596902911e-14,9.952112,MARGINAL,0.87,14.23,,,,0,0,,1,40016.37
0.65476,137.498826,11.055598,L16292735604464,F7,LM-STAR,,LAMOST-DR8-AFGK,137.498981429,11.055498956,J090959.7+110319,137.4989814,11.055499,2.969,2.32,95.12,0,0,0,0,0,0,0,0,0,0,0,0,1,1.5248546353364e-06,0.0,2.0345058947427e-07,9.0877051122128e-07,6.2499332004336e-06,,1.6255739935098e-06,3.1066855126434e-07,2.4359937915612e-07,7.2235481785898e-07,0.0,,1.5952223051581e-15,0.0,3.9830343937532e-16,2.3972295154103e-15,0.0,,2.4705917462943e-15,0.0,4.8729718663424e-16,1.1636258070085e-15,0.0,,1.4873574670596e-06,2.1100566951201e-07,1.6400302113509e-07,9.2401294305541e-07,6.2121135873266e-06,,1.594137677092e-06,3.458230181609e-07,1.9833393611894e-07,7.3576525536997e-07,0.0,,1.7912619780845e-15,0.0,3.4307704267384e-16,2.0113687241353e-15,0.0,,2.4210915915769e-15,0.0,4.2630449858119e-16,1.0335225200908e-15,0.0,,13.08958,MARGINAL,2.316,3.64,0.17739,-0.99938,-0.66209,0,2,34456.414,0,
1.594794,117.67742,31.158745,G16237002606840,F7,LM-STAR,,LAMOST-DR8-AFGK,117.677404052,31.159187788,J075042.5+310933,117.6774041,31.1591878,2.634,1.512,93.74,0,0,0,0,0,0,0,0,0,0,0,0,1,1.5648553461341e-06,0.0,1.4636975547277e-07,1.8890632893827e-06,0.0,,1.7866609283439e-06,0.0,0.0,2.0822057006991e-06,0.0,,3.0124423662896e-15,0.0,3.0567607220553e-16,1.785888043613e-15,,,5.3635875413983e-15,0.0,0.0,2.5885441832126e-15,,,1.5648553461341e-06,0.0,1.4636975547277e-07,1.8890632893827e-06,0.0,,1.7866609283439e-06,0.0,0.0,2.0822057006991e-06,0.0,,3.0124423662896e-15,0.0,3.0567607220553e-16,1.785888043613e-15,,,5.3635875413983e-15,0.0,0.0,2.5885441832126e-15,,,24.34876,TRUE,2.649,4.75,0.1524,-0.99938,-0.86946,0,1,29657.995,0,
2.61208,6.0275833,-72.08225,NGC 104 CV,CV:,CV,,2005JAD....11....2D,6.027839076,-72.081528702,J002406.6-720453,6.0278391,-72.0815287,0.736,0.729,58.3,0,1,0,0,0,0,0,0,0,0,0,0,1,3.6835480206704e-07,,8.0330523049168e-08,,,,3.6082023554951e-07,,,,,,4.5103216688019e-16,,1.9703368984355e-16,3.0389858555464e-16,,,4.4685259561191e-16,,,,,,2.5283039154846e-07,0.0,1.0281083176283e-07,1.6279661674858e-07,1.0663295800199e-07,,2.2558794088436e-07,0.0,1.0744526492319e-07,1.4947874257216e-07,1.5235094268782e-07,,2.3920560241122e-16,0.0,2.6534717286127e-16,2.7012838487893e-16,5.0678907545578e-17,,2.2403236442361e-16,0.0,2.8125857825805e-16,2.4251485734142e-16,7.8006459394472e-17,,34.24339,TRUE,3.535,5.3,,,,0,13,349566.864,0,
2.734296,6.0275833,-72.08225,NGC 104 CV,CV:,CV,,2005JAD....11....2D,6.025116792,-72.082282661,J002406.0-720456,6.0251168,-72.0822827,0.71,0.71,31.9,0,0,0,0,0,0,0,0,0,0,0,1,1,1.2267100237445e-05,2.2437223346468e-06,2.4700646834041e-06,4.063958884332e-06,3.2521449560937e-06,,1.2296464975969e-05,2.2457126104224e-06,2.4690228601249e-06,4.0729740188862e-06,3.05670646268e-06,,2.6794321303848e-14,1.5045946196934e-14,6.1788838465264e-15,6.4590037846742e-15,3.2535579420171e-15,,2.6891294671762e-14,1.506472038088e-14,6.1860819652087e-15,6.4797371260385e-15,3.2301192714996e-15,,1.0728445890649e-05,2.3537289999929e-06,1.9898994181662e-06,3.3787214948617e-06,2.7688117327262e-06,,1.0819398620148e-05,2.3393128331613e-06,2.0054677872058e-06,3.3362912306756e-06,2.7042685833811e-06,,,,,,,,,,,,,,3275.906,TRUE,25.992,5.3,-0.04497,-0.28982,-0.24735,0,13,349566.864,0,
