CSC_ID,CSC_RA,CSC_DEC,CSC_err_r0,CSC_err_r1,CSC_PA,CSC__2CXO,CSC__r,CSC_fe,CSC_fc,GAIA_RA,GAIA_DEC,GAIA_PU,GAIA_Source,GAIA__r,GAIA_e_Pos,GAIA_Plx,GAIA_e_Plx,GAIA_PM,GAIA_e_PM,GAIA_epsi,GAIA_Gmag,GAIA_BPmag,GAIA_RPmag,GAIA_e_Gmag,GAIA_e_BPmag,GAIA_e_RPmag,TMASS_RA,TMASS_DEC,TMASS_err0,TMASS_err1,TMASS_errPA,TMASS__2MASS,TMASS__r,TMASS_Jmag,TMASS_Hmag,TMASS_Kmag,TMASS_e_Jmag,TMASS_e_Hmag,TMASS_e_Kmag,ALLWISE_RA,ALLWISE_DEC,ALLWISE_err0,ALLWISE_err1,ALLWISE_errPA,ALLWISE_AllWISE,ALLWISE__r,ALLWISE_W1mag,ALLWISE_W2mag,ALLWISE_W3mag,ALLWISE_W4mag,ALLWISE_e_W1mag,ALLWISE_e_W2mag,ALLWISE_e_W3mag,ALLWISE_e_W4mag,CATWISE_RA,CATWISE_DEC,CATWISE_PU,CATWISE_Name,CATWISE__r,CATWISE_W1mproPM,CATWISE_W2mproPM,CATWISE_e_W1mproPM,CATWISE_e_W2mproPM,Separation_GAIA_CSC,Separation_GAIA_CSC_ra,Separation_GAIA_CSC_dec,Separation_TMASS_CSC,Separation_TMASS_CSC_ra,Separation_TMASS_CSC_dec,Separation_TMASS_GAIA,Separation_TMASS_GAIA_ra,Separation_TMASS_GAIA_dec,Separation_ALLWISE_CSC,Separation_ALLWISE_CSC_ra,Separation_ALLWISE_CSC_dec,Separation_ALLWISE_GAIA,Separation_ALLWISE_GAIA_ra,Separation_ALLWISE_GAIA_dec,Separation_ALLWISE_TMASS,Separation_ALLWISE_TMASS_ra,Separation_ALLWISE_TMASS_dec,Separation_CATWISE_CSC,Separation_CATWISE_CSC_ra,Separation_CATWISE_CSC_dec,Separation_CATWISE_GAIA,Separation_CATWISE_GAIA_ra,Separation_CATWISE_GAIA_dec,Separation_CATWISE_TMASS,Separation_CATWISE_TMASS_ra,Separation_CATWISE_TMASS_dec,Separation_CATWISE_ALLWISE,Separation_CATWISE_ALLWISE_ra,Separation_CATWISE_ALLWISE_dec,Separation_max,ncat,dist_bayesfactor,dist_bayesfactor_corrected,dist_post,p_single,p_any,p_i,match_flag,name,Gaia
1,83.8429688,-4.7020609,0.765,0.722,7.656,J053522.3-044207,0.029,1,0,83.84306533489,-4.70212719109,0.0407763408567921,3209579071180411648,0.392,1.6112930456073027e-05,0.0024695999999999,2.05e-05,0.0015149999999999,1.967072621925467e-05,3.1e-05,14.166904,15.157352,13.150291,0.005848,0.018933,0.013665,83.843041,-4.7021,0.1199999973177909,0.1199999973177909,0,05352232-0442075,0.267,11.262,10.451,10.143,0.023,0.035,0.022,83.8430706,-4.7021038,0.0736,0.0688,77.3,J053522.33-044207.5,0.369,9.268,9.117,6.698,3.946,0.023,0.019,0.047,0.242,83.8430729,-4.7021095,0.2525357632367603,J053522.33-044207.5,0.405,9.349,9.218,0.012,0.01,0.420613,0.34635597,-0.2386479,0.29481825,0.2590452,-0.14075999,0.13116865,-0.087310754,0.097887926,0.39655614,0.3652466,-0.15443997,0.086300805,0.018890603,0.08420792,0.107078806,0.10620136,-0.013679998,0.4124467,0.3734987,-0.17495997,0.06923062,0.027142735,0.06368792,0.11945393,0.114453495,-0.034199998,0.022117145,0.008252133,-0.02052,0.420613,5,48.63842,48.63842,1.0,1.0,0.96171427,0.99469084,1,2CXO J053522.3-044207,Gaia DR3 3209579071180411648
1,83.8430019,-5.4039062,0.71,0.71,173.4,J053522.3-052414,0.029,0,1,83.84302969403,-5.40396339799,0.0525626366948834,3017361039673476224,0.203,3.9643086259223614e-05,0.0024925,5.94e-05,0.001643,4.833432618750664e-05,0.000339,14.859428,12.721987,11.968153,0.03496,0.018157,0.044987,83.843001,-5.403944,0.1262880080519665,0.1262880080519665,17,05352232-0524141,0.12,11.354,10.445,9.608,0.069,0.063,0.049,-99.0,-99.0,-99.0,-99.0,-99.0,-99,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99,-99.0,-99.0,-99.0,-99.0,-99.0,0.22874215,0.0996138,-0.20591277,0.13611822,-0.0032255999,-0.13608,0.12430831,-0.102839395,0.069832765,,,,,,,,,,,,,,,,,,,,,,0.22874215,3,23.684324,23.684324,0.99996364,0.99996364,0.9713976,0.99709135,1,2CXO J053522.3-052414,Gaia DR3 3017361039673476224
1,83.8435235,-5.366909,0.71,0.71,112.2,J053522.4-052200,0.029,0,0,83.84355652318,-5.36696928859,0.0722154371730046,3017365575158623360,0.221,4.067674917766716e-05,0.0024115,5.3199998e-05,0.002263,4.981243332046767e-05,0.00032,15.37319,14.857825,13.482879,0.007188,0.064903,0.035956,83.843513,-5.366961,0.1199999973177909,0.1199999973177909,0,05352244-0522010,0.179,11.84,10.699,10.054,0.034,0.048,0.035,-99.0,-99.0,-99.0,-99.0,-99.0,-99,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99,-99.0,-99.0,-99.0,-99.0,-99.0,0.24721554,0.11836228,-0.21703891,0.19094549,-0.03763429,-0.1872,0.15882471,-0.15599656,0.029838929,,,,,,,,,,,,,,,,,,,,,,0.24721554,3,23.560892,23.560892,0.9999511,0.9999511,0.97229326,0.99611396,1,2CXO J053522.4-052200,Gaia DR3 3017365575158623360
1,83.8438173,-4.8769596,0.879,0.81,115.4,J053522.5-045237,0.029,0,0,83.84390312988,-4.8769697048,0.0480354751268653,3209571683836467584,0.287,5.627245812284283e-05,0.002499,6.9300004e-05,0.001787,6.100876246753704e-05,0.0004269999999999,16.06673,17.705479,14.741068,0.004636,0.042586,0.010526,83.843882,-4.876938,0.1199999973177909,0.1199999973177909,90,05352253-0452369,0.231,12.291,11.213,10.677,0.023,0.03,0.019,83.8438996,-4.8769454,0.0832,0.0786,105.9,J053522.53-045237.0,0.282,9.87,9.194,6.577,1.708,0.023,0.028,0.044,0.025,83.8438935,-4.87696,0.2998317521988592,J053522.53-045237.0,0.26,9.821,9.111,0.013,0.012,0.31001058,0.3078689,-0.03637726,0.24475749,0.23207673,0.07776001,0.13701011,-0.07579217,0.114137284,0.29960078,0.29520735,0.051120017,0.08840865,-0.01266156,0.08749728,0.06852126,0.06313061,-0.02664,0.27333063,0.27332684,-0.0014399845,0.049130104,-0.034542058,0.03493728,0.08929844,0.041250117,-0.0792,0.0569325,-0.021880496,-0.05256,0.31001058,5,48.349678,48.349678,1.0,1.0,0.94566196,0.9916884,1,2CXO J053522.5-045237,Gaia DR3 3209571683836467584
1,83.8442825,-5.3603135,0.712,0.711,103.2,J053522.6-052137,0.029,0,1,83.84430670858,-5.3603808156,0.0061884583174147,3017365643868080768,0.233,0.001689908307156,0.0,0.0,0.0,0.0,0.002592,19.312082,14.899532,13.948836,0.015134,0.136043,0.118344,83.844274,-5.360386,0.1401367089068363,0.1401367089068363,163,05352262-0521373,0.248,14.073,13.22,12.295,0.129,0.112,0.099,-99.0,-99.0,-99.0,-99.0,-99.0,-99,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99,-99.0,-99.0,-99.0,-99.0,-99.0,0.25740203,0.08676977,-0.24233615,0.2627721,-0.030466184,-0.261,0.118712276,-0.117235936,-0.018663837,,,,,,,,,,,,,,,,,,,,,,0.2627721,3,23.677511,23.677511,0.9999666,0.9999666,0.97418547,0.9971957,1,2CXO J053522.6-052137,Gaia DR3 3017365643868080768
1,83.8445707,-5.3613588,0.724,0.716,94.57,J053522.6-052140,0.029,0,1,83.84461058035,-5.36142468798,0.0108166297738377,3017365643866527616,0.25,0.0018084415710959,0.0,0.0,0.0,0.0,0.005097,20.144106,15.474959,14.267699,0.02082,0.282397,0.235961,83.844548,-5.361449,0.1400000005960464,0.1400000005960464,17,05352269-0521412,0.323,14.155,13.596,12.688,0.115,0.12,0.133,-99.0,-99.0,-99.0,-99.0,-99.0,-99,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99,-99.0,-99.0,-99.0,-99.0,-99.0,0.27693766,0.14294118,-0.23719673,0.334758,-0.08136249,-0.32472,0.24077468,-0.22430365,-0.08752326,,,,,,,,,,,,,,,,,,,,,,0.334758,3,23.179739,23.179739,0.99989593,0.99989593,0.97363424,0.99161327,1,2CXO J053522.6-052140,Gaia DR3 3017365643866527616
1,83.8449422,-4.8082956,0.715,0.712,88.96,J053522.7-044829,0.029,0,0,83.84499639497,-4.80829955359,0.0177329209066681,3209573264384416768,0.173,0.0001498060503035,0.0023774,0.00018809999,0.000609,0.0001566731581989,0.001534,14.670089,15.83381,13.547418,0.005618,0.014033,0.012608,83.844979,-4.80828,0.1201545808233185,0.1201545808233185,0,05352279-0448298,0.133,11.858,11.046,10.739,0.024,0.03,0.022,83.8450215,-4.8083077,0.0792,0.0752,102.1,J053522.80-044829.9,0.264,10.124,9.615,7.344,2.527,0.024,0.022,0.053,0.033,83.844963,-4.808317,0.3651089963825234,J053522.79-044829.9,0.105,10.267,9.826,0.014,0.012,0.19493558,0.19441527,-0.014232917,0.14346282,0.13201377,0.056160003,0.09406972,-0.062401507,0.07039292,0.28779104,0.28447533,-0.043559983,0.094714776,0.09006004,-0.029327074,0.1821774,0.15246156,-0.099719994,0.10725101,0.07461648,-0.07704,0.13526449,-0.1197988,-0.062807076,0.1450403,-0.05739729,-0.1332,0.21251269,-0.20985883,-0.033479992,0.28779104,5,48.405556,48.405556,1.0,1.0,0.95342135,0.99007523,1,2CXO J053522.7-044829,Gaia DR3 3209573264384416768
1,83.8447382,-5.3298753,0.711,0.711,127.0,J053522.7-051947,0.029,1,1,-99.0,-99.0,-99.0,-99,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,83.844757,-5.329969,0.1199999973177909,0.1199999973177909,45,05352274-0519478,0.322,14.449,12.294,11.023,0.086,0.065,0.041,-99.0,-99.0,-99.0,-99.0,-99.0,-99,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99,-99.0,-99.0,-99.0,-99.0,-99.0,,,,0.34398523,0.06738738,-0.33732,,,,,,,,,,,,,,,,,,,,,,,,,0.34398523,2,11.164523,11.164523,0.9736837,0.9736837,0.9736837,1.0,1,2CXO J053522.7-051947,-99
1,83.8448035,-5.3659455,0.719,0.715,107.9,J053522.7-052157,0.029,0,0,83.84481321047,-5.36601469874,0.0074240158101178,3017365570852332416,0.231,0.0022544182591569,0.0,0.0,0.0,0.0,0.002949,19.638819,16.489922,17.113953,0.016777,0.242854,0.243619,83.844721,-5.366036,0.1800000071525573,0.1800000071525573,35,05352273-0521577,0.442,14.342,13.489,12.37,0.124,0.122,0.272,-99.0,-99.0,-99.0,-99.0,-99.0,-99,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99,-99.0,-99.0,-99.0,-99.0,-99.0,0.25153503,0.034804497,-0.24911547,0.43998092,-0.29569846,-0.32579997,0.33928263,-0.33050293,-0.07668451,,,,,,,,,,,,,,,,,,,,,,0.43998092,3,22.840567,22.840567,0.9997616,0.9997616,0.97339296,0.98175055,1,2CXO J053522.7-052157,Gaia DR3 3017365570852332416
1,83.8449725,-5.3870029,0.71,0.71,169.7,J053522.7-052313,0.029,1,0,83.84501201487,-5.38705549958,0.0592221526509399,3017361138446083456,0.208,4.805568031427039e-05,0.0024608,7.5e-05,0.001853,5.915873303636947e-05,0.000341,16.144857,14.921297,13.86697,0.012182,0.013188,0.015849,83.844991,-5.387052,0.1279165459715388,0.1279165459715388,0,05352279-0523133,0.164,12.075,10.38,9.315,0.02,0.029,0.018,-99.0,-99.0,-99.0,-99.0,-99.0,-99,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99,-99.0,-99.0,-99.0,-99.0,-99.0,0.23646215,0.14162524,-0.18935849,0.18878709,0.066305846,-0.17676,0.07636578,-0.07531939,0.012598489,,,,,,,,,,,,,,,,,,,,,,0.23646215,3,23.770782,23.770782,0.99996805,0.99996805,0.9702453,0.99755245,1,2CXO J053522.7-052313,Gaia DR3 3017361138446083456
1,83.8451446,-4.7782364,0.759,0.742,59.66,J053522.8-044641,0.029,0,0,83.84520021417,-4.77820306838,0.0286920684399286,3209576322401123200,0.225,3.1804055627020144e-05,0.0025699,4.3e-05,0.001056,3.616950103316921e-05,9.2e-05,15.919957,17.377794,14.739185,0.006259,0.024557,0.018678,83.845177,-4.778177,0.1199999973177909,0.1199999973177909,0,05352284-0446414,0.251,12.988,12.165,11.801,0.024,0.031,0.018,83.8451962,-4.7782066,0.0889580659310717,0.0838795415712133,92.0,J053522.84-044641.5,0.206,11.219,10.807,9.66,6.26,0.024,0.024,0.105,0.142,83.8451954,-4.7781921,0.2697656940473217,J053522.84-044641.4,0.223,11.195,10.754,0.014,0.009,0.23281932,0.1995152,0.11999384,0.24338865,0.11623462,0.21384001,0.12547015,-0.08328057,0.09384617,0.21395406,0.1851144,0.10728001,0.019210003,-0.0144007895,-0.012713832,0.12688364,0.06887978,-0.10656,0.24217121,0.18224442,0.15948,0.043097995,-0.017270781,0.03948617,0.085512,0.06600979,-0.05436,0.05227884,-0.002869991,0.0522,0.24338865,5,48.742558,48.742558,1.0,1.0,0.9511278,0.9931569,1,2CXO J053522.8-044641,Gaia DR3 3209576322401123200
1,83.8458128,-5.2957394,0.713,0.712,143.2,J053522.9-051744,0.029,1,0,-99.0,-99.0,-99.0,-99,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,83.845814,-5.295888,0.1599999964237213,0.1599999964237213,45,05352299-0517451,0.516,17.776,14.173,11.786,1e+20,0.048,0.026,-99.0,-99.0,-99.0,-99.0,-99.0,-99,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99,-99.0,-99.0,-99.0,-99.0,-99.0,,,,0.5349773,0.00430156,-0.53496,,,,,,,,,,,,,,,,,,,,,,,,,0.5349773,2,11.086354,11.086354,0.9820309,0.9820309,0.9820309,1.0,1,2CXO J053522.9-051744,-99
1,83.846564,-5.3744836,0.711,0.711,107.6,J053523.1-052228,0.029,0,0,83.84659790737,-5.37454623837,0.0338349224259935,3017365570852334336,0.23,0.0004474642077188,0.0019324,0.0006171,0.000847,0.0006264669252607,0.000866,19.53924,20.217583,17.874096,0.007458,0.232085,0.081468,83.846558,-5.374535,0.1199999973177909,0.1199999973177909,0,05352317-0522283,0.172,14.465,12.132,10.898,0.03,0.029,0.03,-99.0,-99.0,-99.0,-99.0,-99.0,-99,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99,-99.0,-99.0,-99.0,-99.0,-99.0,0.2561619,0.1215299,-0.22549812,0.18628545,-0.021505041,-0.18504,0.14864673,-0.14303492,0.040458135,,,,,,,,,,,,,,,,,,,,,,0.2561619,3,23.62836,23.62836,0.9999586,0.9999586,0.97154254,0.9967127,1,2CXO J053523.1-052228,Gaia DR3 3017365570852334336
1,83.8472165,-5.3569839,0.711,0.711,103.4,J053523.3-052125,0.029,0,0,83.84724219139,-5.35705230719,0.107163953082653,3017365678237816960,0.238,8.810179133809006e-05,0.0028645,0.0001215,0.0033599999999999,0.0001092912225848,0.000255,16.873125,14.316045,13.348366,0.006217,0.033883,0.00681,83.847204,-5.35706,0.1442402611457515,0.1442402611457515,17,05352332-0521254,0.264,12.472,11.187,10.336,0.048,0.044,0.035,-99.0,-99.0,-99.0,-99.0,-99.0,-99,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99,-99.0,-99.0,-99.0,-99.0,-99.0,0.26291928,0.09208504,-0.24626589,0.2775994,-0.044803455,-0.27396,0.1396618,-0.13688849,-0.027694112,,,,,,,,,,,,,,,,,,,,,,0.2775994,3,23.48091,23.48091,0.9999541,0.9999541,0.97582865,0.9959345,1,2CXO J053523.3-052125,Gaia DR3 3017365678237816960
1,83.848055,-5.3974384,0.729,0.724,120.0,J053523.5-052350,0.029,0,0,-99.0,-99.0,-99.0,-99,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99,-99,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99,-99.0,-99.0,-99.0,-99.0,-99.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,1,0.0,0.0,1.0,1.0,0.0,0.0,1,2CXO J053523.5-052350,-99
1,83.8482987,-5.4239691,0.724,0.716,168.5,J053523.5-052526,0.029,0,0,83.84832459312,-5.42403013768,0.0188216714693233,3017360730436108800,0.213,0.0010144423220593,0.0,0.0,0.0,0.0,0.009356,16.674706,14.30868,13.976042,0.027818,0.01345,0.114368,83.848312,-5.424007,0.1214670929641809,0.1214670929641809,0,05352359-0525264,0.12,11.888,10.791,10.233,0.021,0.032,0.018,-99.0,-99.0,-99.0,-99.0,-99.0,-99,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99,-99.0,-99.0,-99.0,-99.0,-99.0,0.23852715,0.09279786,-0.21973565,0.14452642,0.04766562,-0.13644,0.09473692,-0.04513224,0.08329565,,,,,,,,,,,,,,,,,,,,,,0.23852715,3,23.81296,23.81296,0.9999846,0.9999846,0.9771824,0.9984186,1,2CXO J053523.5-052526,Gaia DR3 3017360730436108800
1,83.8485623,-5.3961655,0.721,0.715,105.0,J053523.6-052346,0.029,0,0,83.84857048184,-5.39619374172,0.0841547895870191,3017361142744845824,0.083,5.196019623400576e-05,0.0025309,7.51e-05,0.0026379999999999,6.862319062464412e-05,0.000376,15.731174,13.176454,12.430671,0.006498,0.03279,0.006146,83.848566,-5.396211,0.135471587846663,0.135471587846663,17,05352365-0523463,0.145,12.124,11.348,10.824,0.091,0.062,0.053,-99.0,-99.0,-99.0,-99.0,-99.0,-99,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99,-99.0,-99.0,-99.0,-99.0,-99.0,0.105814606,0.029324088,-0.10167019,0.16433592,0.013260969,-0.1638,0.06417271,-0.016063118,-0.062129807,,,,,,,,,,,,,,,,,,,,,,0.16433592,3,23.69651,23.69651,0.99996716,0.99996716,0.97223765,0.99729526,1,2CXO J053523.6-052346,Gaia DR3 3017361142744845824
1,83.848583,-5.4407989,0.77,0.733,177.8,J053523.6-052626,0.029,0,0,83.84860565717,-5.44086896768,0.0877819099589122,3017360627356915328,0.241,4.389828715694908e-05,0.0024091,5.91e-05,0.002753,5.369176953717226e-05,0.000278,15.80592,16.743441,14.189515,0.018684,0.124904,0.081845,-99.0,-99.0,-99.0,-99.0,-99,-99,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99,-99.0,-99.0,-99.0,-99.0,-99.0,0.26499063,0.081198335,-0.25224364,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.26499063,2,11.144171,11.144171,0.9869364,0.9869364,0.9869364,1.0,1,2CXO J053523.6-052626,Gaia DR3 3017360627356915328
1,83.8487537,-4.8047068,0.975,0.934,94.39,J053523.7-044816,0.029,0,0,83.8488636194,-4.80464984093,0.0574625299748175,3209573264384415360,0.435,5.2842586589370745e-05,0.002615,7.2400006e-05,0.002141,6.041266759929155e-05,0.00038,16.274712,17.707537,15.025836,0.003443,0.024058,0.005818,83.848843,-4.804616,0.1199999973177909,0.1199999973177909,0,05352372-0448166,0.457,13.082,12.353,12.015,0.024,0.031,0.024,83.8488514,-4.8046713,0.0846,0.0818,96.6,J053523.72-044816.8,0.36,11.612,11.041,7.831,4.01,0.024,0.023,0.06,0.056,83.8488696,-4.8046476,0.2433963127489635,J053523.72-044816.7,0.447,11.539,11.004,0.012,0.01,0.44444832,0.3943193,0.20505269,0.45768425,0.32035032,0.32688,0.1425248,-0.073969,0.12182735,0.3730575,0.35048404,0.12780002,0.08882287,-0.043835264,-0.07725265,0.20134768,0.030133741,-0.19908,0.46721303,0.4157738,0.21312003,0.022921123,0.021454504,0.008067348,0.14848226,0.09542351,-0.113759995,0.10743489,0.065289766,0.08532,0.46721303,5,48.199215,48.199215,1.0,1.0,0.91605943,0.99157137,1,2CXO J053523.7-044816,Gaia DR3 3209573264384415360
1,83.8489757,-5.3110022,0.713,0.713,0.0,J053523.7-051839,0.029,1,0,83.8489992814,-5.31108188739,0.0535994429793951,3017366090553945856,0.275,4.69389312974611e-05,0.0023802,6.68e-05,0.001676,5.951173073027038e-05,0.000359,16.37767,16.944538,14.834898,0.008085,0.098354,0.027611,83.849004,-5.311082,0.1265265500542692,0.1265265500542692,90,05352376-0518398,0.28,12.599,11.596,11.04,0.032,0.038,0.029,-99.0,-99.0,-99.0,-99.0,-99.0,-99,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99,-99.0,-99.0,-99.0,-99.0,-99.0,0.29906875,0.08452859,-0.2868746,0.3046644,0.10144262,-0.28728,0.01691889,0.016914032,-0.00040539593,,,,,,,,,,,,,,,,,,,,,,0.3046644,3,23.833942,23.833942,0.9999949,0.9999949,0.9868676,0.9991201,1,2CXO J053523.7-051839,Gaia DR3 3017366090553945856
1,83.8492005,-4.8379359,0.712,0.711,104.3,J053523.8-045016,0.029,0,0,83.84922825906,-4.83794287012,0.0346157054836977,3209572847772120320,0.078,3.899427640164335e-05,0.0025136,5.3300002e-05,0.001281,4.603423402128581e-05,0.000292,14.686132,15.244567,13.491087,0.003449,0.041067,0.007721,83.849157,-4.837997,0.2599999904632568,0.2599999904632568,90,05352379-0450167,0.269,10.423,10.58,10.436,1e+20,1e+20,0.055,-99.0,-99.0,-99.0,-99.0,-99.0,-99,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99,-99.0,-99.0,-99.0,-99.0,-99.0,0.10268946,0.09957658,-0.02509243,0.26968783,-0.15604207,-0.21995999,0.32142535,-0.25561866,-0.19486755,,,,,,,,,,,,,,,,,,,,,,0.32142535,3,22.98651,22.98651,0.9999952,0.9999952,0.9934803,0.99784994,1,2CXO J053523.8-045016,Gaia DR3 3209572847772120320
1,83.8495003,-5.3551247,0.739,0.726,127.1,J053523.8-052118,0.029,0,0,83.84952809234,-5.35516059031,0.0145309438706759,3017365678237112960,0.135,0.0017074069354384,0.0,0.0,0.0,0.0,0.007062,19.974312,14.493199,13.4843,0.020237,0.083866,0.00658,83.849514,-5.355171,0.1407520816779124,0.1208765803869491,167,05352388-0521186,0.15,13.402,12.175,11.174,0.102,0.067,0.056,-99.0,-99.0,-99.0,-99.0,-99.0,-99,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99,-99.0,-99.0,-99.0,-99.0,-99.0,0.16314796,0.09961573,-0.12920511,0.17376277,0.049104735,-0.16668,0.062894575,-0.05051099,-0.03747488,,,,,,,,,,,,,,,,,,,,,,0.17376277,3,23.7746,23.7746,0.9999834,0.9999834,0.9784763,0.9982783,1,2CXO J053523.8-052118,Gaia DR3 3017365678237112960
1,83.8491768,-5.392804,0.71,0.71,0.0,J053523.8-052334,0.029,1,1,83.84920251415,-5.39286016869,0.0661657851600835,3017361142755623552,0.196,4.3749347834685775e-05,0.0024712,6.11e-05,0.002072,5.47053957194688e-05,0.0003509999999999,15.44262,13.95039,12.964824,0.010183,0.014482,0.012777,83.849194,-5.39286,0.2254933029143032,0.2254933029143032,145,05352380-0523342,0.187,11.463,9.911,9.252,0.057,1e+20,1e+20,-99.0,-99.0,-99.0,-99.0,-99.0,-99,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99,-99.0,-99.0,-99.0,-99.0,-99.0,0.22221942,0.0921612,-0.20220728,0.21081457,0.06164593,-0.2016,0.03052131,-0.030515268,0.0006072842,,,,,,,,,,,,,,,,,,,,,,0.22221942,3,23.38708,23.38708,0.99993324,0.99993324,0.9719879,0.9946473,1,2CXO J053523.8-052334,Gaia DR3 3017361142755623552
1,83.8499156,-5.419365,0.711,0.711,157.6,J053523.9-052509,0.029,0,0,83.84993902368,-5.41941753649,0.0752695553337376,3017360726129092608,0.181,0.0001097533141806,0.0022394,0.0002067,0.002354,0.0001680859158227,0.000713,16.678654,14.256424,13.340106,0.010226,0.143615,0.0201,83.849936,-5.419391,0.1695953053701641,0.1695953053701641,17,05352398-0525098,0.091,12.945,12.663,11.796,1e+20,0.078,0.053,-99.0,-99.0,-99.0,-99.0,-99.0,-99,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99,-99.0,-99.0,-99.0,-99.0,-99.0,0.2069251,0.08394832,-0.18913136,0.118769884,0.07311173,-0.0936,0.09614402,-0.010836591,0.09553137,,,,,,,,,,,,,,,,,,,,,,0.2069251,3,23.541088,23.541088,0.99996936,0.99996936,0.9771493,0.9968948,1,2CXO J053523.9-052509,Gaia DR3 3017360726129092608
1,83.8500772,-5.3871192,0.713,0.712,156.9,J053524.0-052313,0.029,0,0,83.85012325152,-5.38719062191,0.0648825264775167,3017361138446089216,0.278,0.0002879794024781,0.0024577,0.00042620001,0.002003,0.0003407181360871,0.000681,18.953245,15.272298,14.5824,0.020312,0.031409,0.006798,83.850103,-5.387183,0.1294395398142301,0.1294395398142301,0,05352402-0523138,0.222,14.764,12.599,11.598,0.067,0.029,0.018,-99.0,-99.0,-99.0,-99.0,-99.0,-99,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99,-99.0,-99.0,-99.0,-99.0,-99.0,0.30553672,0.16505322,-0.25711888,0.24759555,0.09246976,-0.22968,0.07759671,-0.072583444,0.027438877,,,,,,,,,,,,,,,,,,,,,,0.30553672,3,23.730902,23.730902,0.9999698,0.9999698,0.9708673,0.9976133,1,2CXO J053524.0-052313,Gaia DR3 3017361138446089216
