GAIA_Source,CSC__2CXO
5.350390298537391e+18,J104425.5-592142
5.350359306056884e+18,J104425.6-593923
5.350386347167189e+18,J104425.9-593339
5.35034752066098e+18,J104429.4-595718
5.350357308865231e+18,J104432.5-594406
5.350357313186774e+18,J104434.0-594355
5.350357343224975e+18,J104436.0-594258
5.350356419833532e+18,J104436.7-594621
5.35035731318677e+18,J104438.1-594434
5.350356037554928e+18,J104441.5-594705
5.350356454193302e+18,J104444.2-594537
5.35038926774525e+18,J104445.2-592324
5.35447512166018e+18,J104448.3-522531
5.350358069101062e+18,J104448.9-594343
5.350356144955632e+18,J104449.8-594727
5.350301959643813e+18,J104450.4-595723
5.35035651859128e+18,J104450.8-594442
5.350356312432855e+18,J104454.2-594536
8.555584817959081e+17,J104454.8+592134
7.517188556173062e+17,J104459.6+365604
5.350357725503666e+18,J104502.0-594531
8.555529155192335e+17,J104503.3+591242
5.350356243713394e+18,J104505.1-594642
5.350357858618586e+18,J104505.7-594404
5.350310824456385e+18,J104511.1-594533
5.350301787845129e+18,J104511.1-595820
5.350310721377468e+18,J104517.2-594701
8.553637307986171e+17,J104517.7+590653
5.350301405568296e+18,J104522.7-595727
8.553638338777583e+17,J104524.5+590704
5.254217764481742e+18,J104529.1-601356
5.254217768826358e+18,J104529.3-601404
5.350310446472014e+18,J104530.2-594820
5.350295362574177e+18,J104531.1-600913
5.350310583938228e+18,J104536.7-594702
5.254218215494129e+18,J104536.7-601234
5.254218211158357e+18,J104538.0-601232
5.350295912330034e+18,J104539.5-600642
5.35029827883369e+18,J104545.3-595853
5.350298141394248e+18,J104546.2-600021
5.350304223068443e+18,J104553.6-595655
5.35030422738686e+18,J104553.6-595703
5.350298214432614e+18,J104556.0-600004
5.35030411998648e+18,J104556.5-595838
5.350298008249763e+18,J104558.1-600004
5.350297252359875e+18,J104559.4-600517
5.350298038315546e+18,J104600.1-595924
3.8580207222872617e+18,J104600.7+042527
3.865560215253324e+18,J104603.1+071907
5.350304880221928e+18,J104603.5-595339
5.350303952508955e+18,J104606.1-595809
5.350336800420522e+18,J104615.2-593217
5.350297218000211e+18,J104616.7-600134
5.350306701288123e+18,J104624.8-594952
5.350306804375814e+18,J104631.0-594919
8.553613599766679e+17,J104631.1+590609
5.350306765689691e+18,J104633.8-594853
5.350284672373799e+18,J104648.1-600710
5.350329413077084e+18,J104652.0-595005
5.350284814135571e+18,J104652.3-600602
5.350280828405162e+18,J104655.3-601834
5.350284814135333e+18,J104656.5-600602
8.55373214086549e+17,J104705.0+590728
5.350283405386078e+18,J104707.3-601032
5.350283710303928e+18,J104717.4-600906
8.553922837412819e+17,J104748.7+592328
3.872432712682574e+18,J104749.4+122748
8.553196472546751e+17,J104803.3+585547
5.470248095409372e+18,J104823.4-250943
5.338269449827321e+18,J104831.5-601743
5.33827556586502e+18,J104836.2-601408
5.39183181517344e+18,J104838.2-411400
5.350314702784179e+18,J104858.6-595057
5.350323743720932e+18,J104858.9-594108
8.367238519086574e+17,J104911.7+510804
8.54547794387681e+17,J104943.3+583750
7.377174640954282e+17,J104947.4+330026
7.377148871150541e+17,J104958.9+330125
8.541941940242181e+17,J105039.6+572336
8.542476234175009e+17,J105050.1+573819
3.872883581169248e+18,J105055.3+132835
1.055032641516908e+18,J105104.5+625159
8.309622735489727e+17,J105233.8+454949
8.542523650617121e+17,J105301.0+574208
8.542015856627278e+17,J105336.3+573800
8.541879792077807e+17,J105339.7+573104
8.371603236650996e+17,J105348.5+515713
8.36372244409214e+17,J105416.4+512326
3.801222253699294e+18,J105641.3-033853
3.808373275462573e+18,J105829.5+013358
3.87164996348262e+18,J105904.7+121023
3.868342078455282e+18,J110049.6+103841
5.338656654063487e+18,J110435.9-584520
5.338656203039072e+18,J110457.9-584742
8.606655114442758e+17,J110502.0+594103
3.868493295663629e+18,J110516.4+111801
3.814708107410461e+18,J110556.1+031243
8.603849985402193e+17,J110559.0+585645
1.0555692375510316e+18,J110610.7+640009
3.8148230793908567e+18,J110621.9+035747
3.552950878881102e+18,J110633.5-182125
7.645012624056297e+17,J110938.5+373611
8.56228290535393e+17,J111032.9+570633
3.965268843102461e+18,J111119.0+133603
8.438484080824458e+17,J111132.0+553240
5.337638025251945e+18,J111141.1-604222
5.33724000203534e+18,J111215.7-610504
5.337627408090957e+18,J111226.5-603903
3.867055138749925e+18,J111323.0+091519
3.9903170580126136e+18,J111402.4+202314
8.424446753313464e+17,J111422.4+531912
7.571654582639873e+17,J111438.8+324133
8.565439190927078e+17,J111450.7+570336
8.424462558792928e+17,J111452.8+531531
5.337418019842039e+18,J111503.9-611535
5.337418019842032e+18,J111506.6-611540
5.337417985482256e+18,J111506.6-611633
5.33741801984203e+18,J111507.0-611539
5.337418019842028e+18,J111507.2-611538
5.337418019842028e+18,J111507.4-611538
5.337418019842028e+18,J111507.5-611538
5.337418019842053e+18,J111508.5-611538
5.337418019842061e+18,J111508.9-611527
5.337418019842052e+18,J111509.1-611533
8.424345048487689e+17,J111518.5+531452
8.438621562726813e+17,J111519.9+542316
5.337418157281055e+18,J111521.3-611504
3.810507118294754e+18,J111607.3+013512
3.810480180259872e+18,J111607.7+013037
3.971825226643429e+18,J111645.5+175846
3.9716644230684846e+18,J111703.5+174122
3.971676418911879e+18,J111703.5+174440
3.8177846483196974e+18,J111802.3+074325
5.40296997533868e+18,J111816.5-324850
7.652560041235397e+17,J111849.7+402228
7.652573484483337e+17,J111850.4+402553
8.564101222708828e+17,J111957.5+570026
3.964289380105044e+18,J112019.6+130320
3.9935680003635896e+18,J112045.7+232535
5.336957010898124e+18,J112057.1-615500
3.99281820215279e+18,J112108.5+232151
3.993731106041156e+18,J112209.9+241737
8.428992546698333e+17,J112320.4+535631
3.914894820955094e+18,J112326.3+090117
8.382793473282715e+17,J112551.8+502803
8.443529464808786e+17,J112723.8+565333
8.443487245284892e+17,J112740.1+565014
3.993363117538482e+18,J112751.1+243207
3.796756140545793e+18,J112820.8-011441
8.582311239800643e+17,J112916.6+583256
3.796684019455454e+18,J112943.9-013752
7.599443665287617e+17,J112956.2+363751
3.5450061170951414e+18,J113128.4-195903
3.586098508760213e+18,J113151.5-123157
7.594319941105894e+17,J113244.6+343551
7.719883825396018e+17,J113445.8+431858
5.335753393621289e+18,J113456.3-605241
5.335753015664074e+18,J113509.9-605500
3.972518881041976e+18,J113616.8+154807
4.0239666450126623e+18,J113724.0+300337
3.8006209282130703e+18,J114008.7+030711
8.446777834471602e+17,J114109.7+560818
3.793111259500079e+18,J114111.6-014306
4.017873636903463e+18,J114212.0+264607
4.017860026151864e+18,J114229.2+264012
3.976015774694672e+18,J114356.8+195649
3.976015607191305e+18,J114405.3+195602
3.976015705975198e+18,J114405.6+195735
1.0578919902246162e+18,J114427.5+672203
4.021543218306361e+18,J114529.8+313043
7.913157740308288e+17,J114642.5+511029
7.863525742438568e+17,J114656.7+472754
3.924838559303421e+18,J114658.5+162259
3.924847527195143e+18,J114702.5+162534
5.235857058489637e+18,J114733.4-675341
7.920875624726172e+17,J114851.6+514528
8.465227639585709e+17,J114900.1+592224
4.0196269456332815e+18,J115023.5+281907
8.64645052046186e+17,J115046.4+654428
7.864946174024151e+17,J115108.8+471509
3.7960195751300506e+18,J115115.3+003827
8.42008826345503e+17,J115138.1+561331
4.000642601773928e+18,J115301.6+215117
7.699721530921677e+17,J115307.4+440219
3.91938161867068e+18,J115343.2+113811
3.9193812707775913e+18,J115351.1+113649
4.0042733996224553e+18,J115451.0+233456
4.001268503063467e+18,J115535.9+232722
3.493736890620054e+18,J115539.5-222534
4.001267708494312e+18,J115606.8+233106
4.028188700944631e+18,J115707.3+333257
3.919899106395247e+18,J115822.9+123520
8.410249695970693e+17,J115931.2+553109
4.008143096437001e+18,J115931.8+291443
5.224176293604837e+18,J115948.0-781144
3.6025519486488566e+18,J120022.4-010831
4.0266497969819167e+18,J120059.7+313859
1.5734396909741583e+18,J120118.3+553939
3.8913357914657966e+18,J120130.3+011138
3.925041560933117e+18,J120319.5+152251
3.8917586868295537e+18,J120436.6+015025
3.594518431363451e+18,J120507.6-074527
3.486877136357812e+18,J120533.2-263404
3.594542727994928e+18,J120534.5-074121
3.891786144556808e+18,J120550.2+020131
1.5376255392407928e+18,J120913.6+433920
3.9063304500088975e+18,J121057.0+095426
1.5481460831103754e+18,J121057.4+502317
1.5481663553560105e+18,J121116.9+502205
3.920614480442042e+18,J121217.2+131218
3.901598323761314e+18,J121249.8+065945
4.013555889100517e+18,J121417.8+293143
3.700924120113712e+18,J121518.2+014750
3.698103353097121e+18,J121540.4-003433
3.908227657322991e+18,J121727.9+115504
1.5324028590089326e+18,J121732.9+374644
3.695022658954881e+18,J121838.9-010134
3.945509210402483e+18,J121843.3+153617
1.5450155673452652e+18,J121857.5+471814
3.92122089546583e+18,J121946.5+145259
4.016750687638612e+18,J122033.8+334311
1.6924581138295475e+18,J122048.2+751807
3.894104121225895e+18,J122114.1+043650
3.701942469744179e+18,J122134.8+042315
4.009508689878953e+18,J122140.6+270751
3.908788438316703e+18,J122436.8+131732
3.908735769133271e+18,J122518.6+130934
3.960203526176903e+18,J122523.2+245849
3.9528924997020575e+18,J122527.4+223512
3.696844652801361e+18,J122556.6+003535
3.6966479132359137e+18,J122645.8-001100
3.696647084305431e+18,J122652.0-001159
3.90795858621137e+18,J122709.8+124854
1.583874502998847e+18,J122711.6+630646
3.907985352447566e+18,J122745.6+130031
3.907555713983212e+18,J122824.2+114349
3.706838942916344e+18,J122848.9+033726
1.542410549425362e+18,J122915.7+473622
3.9011660052380513e+18,J122923.7+075359
3.7007439677097554e+18,J123005.8+030204
3.706748709946546e+18,J123025.9+030535
3.706749500220534e+18,J123027.3+030627
3.960664496426659e+18,J123107.8+254734
3.69730865100466e+18,J123132.3+013813
3.700422742812281e+18,J123211.0+020613
3.932951035266314e+18,J123225.7+142041
3.932148490561627e+18,J123248.3+134945
1.5195266887898317e+18,J123253.0+364358
1.5437057397627604e+18,J123301.7+472455
4.012652326765525e+18,J123307.1+320650
3.683192497955161e+18,J123404.7-022627
1.583215483216656e+18,J123411.7+615832
1.5438219057384335e+18,J123424.9+475456
3.928647340596588e+18,J123527.7+121338
3.928647271876432e+18,J123530.6+121314
1.5835985985946194e+18,J123555.0+621800
3.935309418988231e+18,J123619.3+163302
1.5835865039668173e+18,J123622.9+621527
1.5835931697559588e+18,J123624.9+622116
1.5835864653115507e+18,J123625.3+621405
1.583592345121655e+18,J123640.0+621942
1.5835919671651113e+18,J123706.8+621702
3.931841181357058e+18,J123709.4+131509
3.962140010966783e+18,J123741.2+264227
3.5234738697873326e+18,J123906.2-161047
3.90340866965646e+18,J124005.6+100759
1.5430188885923126e+18,J124006.7+474003
3.6958296360658335e+18,J124035.8-002919
6.157018962384382e+18,J124052.8-364521
3.903159355395804e+18,J124135.8+093931
3.710092054224967e+18,J124136.7+071856
3.9284260982412913e+18,J124206.9+114405
1.5203540326344724e+18,J124209.8+372005
3.928527768707109e+18,J124246.0+122405
3.7037239534589696e+18,J124255.3+024957
3.682998163571036e+18,J124337.3-023200
3.927661108730725e+18,J124406.9+113523
3.702187763915877e+18,J124551.4+010504
3.955890829255863e+18,J124557.8+223205
3.961376606299941e+18,J124637.0+262500
3.7106048045995407e+18,J124822.9+082914
6.140029965839803e+18,J124908.7-411225
3.705838383038464e+18,J124955.4+051627
1.689687829859855e+18,J125007.3+725228
3.6827077894229535e+18,J125055.2-015556
3.689806850670696e+18,J125140.3+000210
3.6267948013563233e+18,J125302.4-091311
6.140610989015337e+18,J125345.6-392653
3.961649010305834e+18,J125354.8+270618
1.5309958320218163e+18,J125359.6+462750
1.5771084520381696e+18,J125535.0+565239
1.5171683737880008e+18,J125541.4+355655
1.4641734938764088e+18,J125558.7+291459
1.5771133010570895e+18,J125614.2+565225
1.576925078410918e+18,J125642.1+564720
3.7047493554264463e+18,J125659.9+042734
1.4606779746136645e+18,J125751.0+273231
3.6854835408859136e+18,J125815.2-015918
3.73737921840672e+18,J125955.6+124153
3.937375195178655e+18,J130005.3+163214
1.4607406467770235e+18,J130111.7+274518
1.4643142614291643e+18,J130128.8+291503
1.516583639760558e+18,J130139.7+365824
3.937275375843152e+18,J130205.2+155134
3.6297573022932337e+18,J130413.1-053305
3.6230021090095416e+18,J130414.3-102022
1.5242140786590182e+18,J130456.9+395529
1.4596668705927757e+18,J130551.1+263150
1.4596685499239552e+18,J130649.8+263131
3.9450336329682335e+18,J130700.6+233805
1.5540327996466043e+18,J130724.0+460401
1.5223263503365842e+18,J130745.4+363812
3.729510524786914e+18,J130747.9+064039
3.736226930221538e+18,J130905.6+113802
1.566516242348769e+18,J130941.8+573245
1.566469753622758e+18,J130955.3+573404
1.5547311570304369e+18,J131028.1+482204
1.4628860688406364e+18,J131055.0+300411
3.690895126663977e+18,J131058.1+010822
1.5646750714723013e+18,J131059.7+560139
1.4601250920625403e+18,J131104.6+272807
3.68581727702469e+18,J131129.6-011602
3.94380857085618e+18,J131132.8+220400
3.685814425166455e+18,J131135.6-012012
3.685843596584245e+18,J131137.4-005734
3.685823599216554e+18,J131156.7-011311
5.862501961030048e+18,J131215.7-624250
5.862506462155882e+18,J131218.4-623730
3.7170524782245366e+18,J131310.1+051942
1.564646037493401e+18,J131458.4+560342
1.461916879404156e+18,J131708.7+291118
1.46191378702769e+18,J131746.1+290914
1.562839986565305e+18,J131914.2+520200
3.7331585025054536e+18,J131926.5+105611
1.5505838721868004e+18,J131927.5+445656
1.5628243915412224e+18,J131946.2+514805
1.4696860328620058e+18,J132017.8+330641
1.4729015546172337e+18,J132037.8+341126
3.687933248496908e+18,J132106.3+003714
1.5567476957157852e+18,J132138.3+511743
1.525533075998562e+18,J132224.4+422643
3.604402289278742e+18,J132224.4-164342
3.686883867727868e+18,J132323.7-002155
6.087172662326514e+18,J132344.3-451152
1.473719625628495e+18,J132445.6+362222
1.6781661462950725e+18,J132506.8+652018
3.7391697344375127e+18,J132512.5+112329
6.088704625623245e+18,J132527.6-430108
1.6781648792808028e+18,J132529.7+651513
6.088701258368796e+18,J132533.7-430525
6.181996056927279e+18,J132543.9-295002
1.5659091401312865e+18,J132801.2+573112
6.169507146730092e+18,J132958.6-313240
1.566050633533641e+18,J133006.9+582039
3.638822152892968e+18,J133030.9-003845
3.638825593161853e+18,J133032.0-003613
3.638827517308129e+18,J133037.1-003320
3.738445813405001e+18,J133143.3+111132
1.6652882924490122e+18,J133206.9+624202
1.5594316379584174e+18,J133223.2+503431
1.5594252857040102e+18,J133237.4+502129
1.5594280645455734e+18,J133249.8+503010
1.4755933265848776e+18,J133342.3+380336
1.4755839807360924e+18,J133344.2+375752
1.475582228389424e+18,J133355.8+375258
1.4755704086393134e+18,J133402.5+375129
1.4755905477419092e+18,J133408.7+380349
1.4755705503741765e+18,J133414.7+375131
1.552351298471421e+18,J133422.6+475033
3.6385224672552376e+18,J133428.0-012348
6.194881199334273e+18,J133439.6-232647
1.475578964214226e+18,J133441.8+380011
1.475578758055792e+18,J133442.7+375914
1.475576455953389e+18,J133445.3+375722
1.5009065968132232e+18,J133526.7+405956
3.718514721314311e+18,J133605.5+070718
3.637288338467901e+18,J133701.3-024630
1.4755379086233231e+18,J133749.0+375356
1.4559307601463706e+18,J133808.9+292413
1.5625108245678034e+18,J133933.9+554613
1.5000267083366129e+18,J134047.9+401118
1.6728314919721152e+18,J134105.7+674019
1.4713609670282056e+18,J134208.3+353915
1.6626126953266803e+18,J134213.2+602142
3.66235668388974e+18,J134322.0+000009
3.6623538663912177e+18,J134329.2+000132
3.662271952774516e+18,J134412.8-003005
3.6622719914298414e+18,J134414.0-002950
3.662271712256344e+18,J134420.0-003110
1.562413238614876e+18,J134440.2+555648
1.5624098026410204e+18,J134447.4+555411
1.5624102149578916e+18,J134450.6+555531
5.864664872201301e+18,J134631.4-625627
1.451327487212476e+18,J134834.9+263110
3.72524122851114e+18,J135022.1+094011
1.2519565785053786e+18,J135022.3+240612
1.4572431002881495e+18,J135220.3+312419
1.458661298490839e+18,J135309.3+333118
1.4586596835831665e+18,J135317.7+332927
1.4586684109567186e+18,J135409.0+334115
1.4971333434886587e+18,J135544.4+402536
1.2449378503251487e+18,J135601.2+182451
1.4988952120886502e+18,J135607.3+413615
3.723877490495361e+18,J135646.0+102608
3.672066333635521e+18,J135714.6+052331
6.114217452915345e+18,J135725.8-395837
6.114204396214746e+18,J135756.0-400419
6.114206526518543e+18,J135803.4-395750
1.4957679948622223e+18,J135837.9+372528
1.661765319754758e+18,J135932.2+623546
3.6595423807988623e+18,J140016.6-010822
3.661151481706354e+18,J140034.7+004733
1.6617113062463652e+18,J140037.0+622132
3.65945782577844e+18,J140055.4-014234
3.6645027931480576e+18,J140117.5+024349
3.6705232721454326e+18,J140127.7+025606
3.614631836225627e+18,J140231.9-102743
1.4993823644597724e+18,J140438.8+432707
1.6092551870339397e+18,J140515.6+542458
1.253541116495319e+18,J140621.8+222346
1.481883293306454e+18,J140643.3+341123
1.481882773613552e+18,J140708.9+341231
3.6674523361693614e+18,J140714.2+023601
1.66839496255354e+18,J140747.2+645419
1.609891151430405e+18,J140829.2+562823
1.5120576676469202e+18,J141104.1+521755
1.5120034522767194e+18,J141114.3+520629
1.5079449787635118e+18,J141118.3+481257
3.6599350095297495e+18,J141315.3+000032
1.2609910980477637e+18,J141434.5+293428
1.4839674175967194e+18,J141449.5+361240
1.607880449605992e+18,J141500.4+520658
3.647887561840109e+18,J141501.7-002326
3.647884293370192e+18,J141508.2-002549
3.647882781541684e+18,J141519.5-003021
1.2254603067806804e+18,J141531.0+112712
1.2255096173008133e+18,J141531.4+113157
1.2254562179741512e+18,J141540.0+112406
1.253909001918616e+18,J141624.6+231614
1.2539089374947052e+18,J141627.3+231522
1.607896602979097e+18,J141639.9+521504
1.2596053655038556e+18,J141730.4+264456
3.673663305555619e+18,J141730.9+073320
1.608011295784808e+18,J141853.6+525023
1.2557169426321262e+18,J141855.4+244108
3.673769550161802e+18,J141908.2+075449
1.6080643128610693e+18,J141915.4+532759
3.6737715387318354e+18,J141927.0+075749
1.608008272127845e+18,J141943.8+524618
1.6080366532717128e+18,J141946.3+525942
3.672890692478815e+18,J141949.3+060654
3.67325428722978e+18,J141956.6+060749
1.4850343518965878e+18,J142048.6+394532
1.5067851357314688e+18,J142123.9+463318
1.6084197299950326e+18,J142134.4+531753
1.2398430570393165e+18,J142258.2+193322
1.2398668683378852e+18,J142259.8+193536
1.608429999261018e+18,J142301.0+533311
1.2554255419863583e+18,J142315.5+235817
1.5064878166187912e+18,J142342.0+454111
1.5066656969846328e+18,J142433.8+461543
1.49202834965675e+18,J142435.9+421030
1.254357435159465e+18,J142438.1+225600
1.4799300796194852e+18,J142439.8+344454
1.2564603155719004e+18,J142452.0+263715
1.4779202367861965e+18,J142507.3+323137
1.4795066946261809e+18,J142511.3+332026
1.4797515421219348e+18,J142512.9+340030
1.4795627697195638e+18,J142543.3+335543
1.479546075184896e+18,J142557.6+334626
1.4795698134659535e+18,J142607.7+340426
1.492852291886794e+18,J142610.5+441124
1.479564457644925e+18,J142616.5+335326
1.47956456072414e+18,J142620.4+335436
1.4795417071998868e+18,J142622.6+334202
1.4798587144423488e+18,J142645.1+342724
1.479974227586476e+18,J142651.5+351924
1.4928487528337224e+18,J142716.0+440718
1.4803486112955533e+18,J142734.8+352543
1.2872859486900664e+18,J142754.9+330009
1.4803610151608794e+18,J142810.3+353846
1.4803611525998387e+18,J142817.7+354021
1.4795981989063503e+18,J142836.2+335819
1.47970711927706e+18,J142900.3+344326
1.284397226701759e+18,J142904.6+294342
1.4796813108169175e+18,J142917.2+342130
1.479686159836644e+18,J142918.1+343024
1.480306765431144e+18,J142924.2+353013
1.4795898451931845e+18,J142942.6+335655
1.4877113191121377e+18,J142943.6+385932
1.4803177949071544e+18,J142959.5+353027
1.48028875663129e+18,J143016.1+351923
1.4796430383649823e+18,J143026.7+343023
1.2870078796241656e+18,J143031.7+322145
1.4796101861583186e+18,J143034.8+335945
1.4796419732131328e+18,J143040.9+342857
1.4796253388031045e+18,J143102.2+341958
1.4878629529338836e+18,J143120.5+395241
1.4796210481324045e+18,J143132.1+341417
1.28732625696167e+18,J143156.4+325137
1.4799956723597908e+18,J143157.9+341650
1.480003059703554e+18,J143200.8+343123
1.4800100304335473e+18,J143201.7+343526
1.6110040633569915e+18,J143205.5+575516
1.4804183658606932e+18,J143210.9+354620
1.480012199393964e+18,J143217.0+344017
1.480049685869074e+18,J143217.0+345228
1.2878422672138068e+18,J143219.5+341728
1.2873426809159194e+18,J143220.1+331511
3.652991666614855e+18,J143244.4-005914
1.6052111489067515e+18,J143310.5+525830
3.669218946412568e+18,J143352.2+052729
1.4801565790143644e+18,J143429.7+351731
1.4801697731539067e+18,J143447.7+353409
1.4881757596963507e+18,J143525.2+400112
1.287800936745533e+18,J143529.1+340440
1.4801957147564385e+18,J143530.9+354401
1.2878161538129915e+18,J143543.7+342906
1.4801736214445783e+18,J143624.6+352536
1.2875961527058145e+18,J143628.0+335524
1.2879614654428897e+18,J143633.0+344253
1.2876068729442104e+18,J143737.0+341030
1.2880084309087406e+18,J143756.4+351937
1.2940311132252268e+18,J143830.2+353915
1.493158544530408e+18,J143835.9+431459
3.656585725312862e+18,J143859.0+033547
3.648088188352578e+18,J144009.7-034311
6.28546604533585e+18,J144223.8-171511
3.654859388977959e+18,J144231.7+011055
1.1744408025894313e+18,J144250.1+092001
1.605626283266115e+18,J144300.6+520137
1.6170263591242204e+18,J144340.6+585653
3.6505204068565673e+18,J144441.5-012321
3.652252137671135e+18,J144554.7+012903
1.174466503672718e+18,J144647.3+091605
1.1784313769622472e+18,J144709.5+114715
1.4889335680213837e+18,J144712.1+404259
1.1735325759198543e+18,J144728.3+082939
1.1735195879387494e+18,J144738.2+082546
3.65019124056361e+18,J144741.7-020338
1.1579607381963853e+18,J144842.4+042403
1.5902627729310766e+18,J144848.7+474041
1.5902611580237773e+18,J144852.1+473509
1.49014567221589e+18,J144920.7+422101
1.6203075809949074e+18,J144921.6+631614
3.65187267301551e+18,J144932.7+002236
1.620308195174067e+18,J144935.9+631835
1.6139218536832548e+18,J144948.4+581046
1.6139239839870735e+18,J145006.9+581456
3.651046012070582e+18,J145123.0-000626
1.6139187269467195e+18,J145125.9+580840
5.893528770428336e+18,J145133.1-554038
1.4902851727543444e+18,J145203.0+430542
1.61389426710901e+18,J145206.4+580626
1.6138940222956598e+18,J145207.3+580454
1.2819329462660792e+18,J145210.5+292409
1.4902852414732426e+18,J145215.6+430448
1.6138903844585925e+18,J145248.7+580255
1.6138929614389535e+18,J145256.5+580844
5.800163843613786e+18,J145600.0-684339
1.2623863095838008e+18,J145657.7+221315
1.2623887448294444e+18,J145710.8+221844
1.2623871342177782e+18,J145713.0+221449
6.205715168442046e+18,J145821.9-314007
5.874930359426632e+18,J145930.2-605320
1.262939604451007e+18,J150113.1+232908
1.1533872165010276e+18,J150121.9+014401
1.585303009120953e+18,J150140.9+421834
1.1533921299436165e+18,J150148.8+014403
1.269719124427584e+18,J150228.7+285815
1.1802209695757097e+18,J150243.0+111557
6.004760245736758e+18,J150333.9-415223
1.1531160193816302e+18,J150345.7+010816
6.339483638564229e+18,J150422.1-024556
6.004744264155373e+18,J150423.0-420106
6.312426826364361e+18,J150706.3-122515
1.6004644884904366e+18,J150721.0+554559
4.420236133221272e+18,J150829.5+014800
1.2903740344723932e+18,J150842.1+332802
1.2903740301764552e+18,J150842.2+332805
5.880014466821395e+18,J150903.5-584821
1.6129699171364815e+18,J150935.8+570325
1.29036688764683e+18,J151004.5+333355
1.2903676779207685e+18,J151041.1+333504
1.1569884649751475e+18,J151106.4+054122
1.1569962989954954e+18,J151133.6+054546
1.166541086420825e+18,J151143.0+075656
6.227961277973019e+18,J151317.4-240030
1.1634188857154053e+18,J151323.0+071043
1.2764018873835392e+18,J151451.7+311654
1.2921233918313006e+18,J151457.6+364817
1.600599517966257e+18,J151545.0+553518
1.6005872901948795e+18,J151608.0+553224
1.2121434041982006e+18,J151653.2+190048
1.1631905351892644e+18,J151717.0+070325
4.415731262283675e+18,J152005.8-003803
1.599341745383363e+18,J152144.8+525448
1.163703349989263e+18,J152151.4+074825
1.2721474645788928e+18,J152157.4+285918
1.1636973756900562e+18,J152158.8+074206
1.165719033976639e+18,J152424.5+095829
1.2141928938723354e+18,J152436.0+212308
1.2721786288616594e+18,J152442.5+292701
1.2736798058307154e+18,J152449.0+292721
1.5956580764883804e+18,J152553.9+513649
1.2734068177094712e+18,J152832.4+285751
1.6151415213156874e+18,J152922.2+592854
1.2775196096725345e+18,J153244.0+324246
1.2739804535413883e+18,J153304.0+302508
4.416284114770049e+18,J153313.9-003744
1.639635792820325e+18,J153627.7+614641
1.4027162227229097e+18,J153650.2+500810
1.2241896192337234e+18,J153714.2+271610
5.88605587091558e+18,J153926.4-521918
1.390349804991697e+18,J153952.2+420356
1.3711607844660255e+18,J153954.1+342110
4.403407661081737e+18,J154023.6-031347
1.644560913422168e+18,J154140.9+662237
1.6445632498842588e+18,J154321.3+662154
1.2162199423413448e+18,J154749.6+205056
4.3992090771525417e+18,J154856.7-045933
1.2166221617361756e+18,J154947.2+212856
1.2040586264820818e+18,J155229.9+200721
1.3697022522282153e+18,J155252.4+320150
1.3718875272965146e+18,J155633.7+351757
1.3718846797294413e+18,J155651.1+351646
1.204372292235607e+18,J155848.4+204243
1.4050370512508078e+18,J155927.6+533054
1.3793364823480678e+18,J160207.6+380743
4.412510483488295e+18,J160227.3+015756
1.4047445811583084e+18,J160246.3+524358
1.384486487437393e+18,J160311.0+432928
1.385232643515427e+18,J160410.2+432614
1.3852315783635246e+18,J160421.7+432354
1.1992522831995464e+18,J160441.4+164538
1.3793754806508367e+18,J160455.3+381201
4.406550408912084e+18,J160517.7-010955
1.429104364350908e+18,J160519.0+542059
1.386024532406168e+18,J160550.9+440540
1.4290985876186332e+18,J160608.5+542206
1.4290975568267556e+18,J160630.6+542007
4.450498820685024e+18,J160843.9+071508
1.428929885599407e+18,J160913.1+535429
4.4514712699989903e+18,J160918.9+082416
1.4289291597485466e+18,J161007.1+535813
4.458174575779965e+18,J161027.4+130806
1.4289218454211564e+18,J161109.5+535807
1.4246493794575168e+18,J161111.6+513131
1.386564014658126e+18,J161156.2+451611
1.3185532461818235e+18,J161216.7+293423
1.4246507194872115e+18,J161245.6+511816
1.424585745221779e+18,J161330.8+510400
1.3176726404473748e+18,J161344.9+283014
1.3184815717674988e+18,J161347.7+290911
1.3869981155927332e+18,J161541.2+471111
5.935487817742197e+18,J161637.7-495844
1.3290630311548385e+18,J161718.0+345450
4.407322540952245e+18,J161751.9-001957
4.4503053366996654e+18,J161756.9+070526
5.935509395659727e+18,J161932.2-494430
5.934787944268963e+18,J162036.3-512935
1.3295173012559775e+18,J162120.6+355351
4.464900601941035e+18,J162142.0+151549
1.3295190192428938e+18,J162143.7+355534
1.3322351565606116e+18,J162157.2+381734
1.3320246000848476e+18,J162303.1+375520
1.3049985656191675e+18,J162327.2+263207
1.4313071628811622e+18,J162432.1+565228
1.331998589762342e+18,J162453.5+375806
1.3180860911785964e+18,J162622.0+295237
6.049096093613206e+18,J162738.3-243658
6.049095406419962e+18,J162739.4-243915
1.3325977849441595e+18,J162809.9+393213
6.04907764243521e+18,J162812.2-245044
1.4063596907243958e+18,J162845.6+442413
5.942210433690961e+18,J162912.8-460250
1.2990546401172424e+18,J162919.9+231919
1.3039160319969326e+18,J162933.6+253200
1.3327368431010417e+18,J163012.2+401304
1.332738114411354e+18,J163038.4+401553
4.438457965768363e+18,J163227.7+053709
1.327731694372718e+18,J163317.7+352018
1.35676618439317e+18,J163647.1+410335
1.298057039474558e+18,J163700.2+222114
1.3118855671528182e+18,J163712.0+294640
