angDist,_RAJ2000_1,_DEJ2000_1,name_cat,SubClass,Class,e_Pos,ref,_RAJ2000_2,_DEJ2000_2,2CXO,RAICRS,DEICRS,r0,r1,PA,fe,fc,fp,fv,fst,fs,fa,fi,fr,fm,ff,fVi,Ns,PFluxb,PFluxh,PFluxm,PFluxs,PFluxu,PFluxw,PF90b,PF90h,PF90m,PF90s,PF90u,PF90w,Fluxb,Fluxh,Fluxm,Fluxs,Fluxu,Fluxw,F90b,F90h,F90m,F90s,F90u,F90w,PFavgb,PFavgh,PFavgm,PFavgs,PFavgu,PFavgw,PF90avgb,PF90avgh,PF90avgm,PF90avgs,PF90avgu,PF90avgw,Favgb,Favgh,Favgm,Favgs,Favgu,Favgw,F90avgb,F90avgh,F90avgm,F90avgs,F90avgu,F90avgw,Ldet,LClass,S/N,NHGal,HRhm,HRhs,HRms,fdw,Nac,ExpAC,Nhrc,ExpHRC
2.627531,148.822292,41.209302,G16407396407662,K4,LM-STAR,,LAMOST-DR8-AFGK,148.822853346,41.208706713,J095517.4+411231,148.8228533,41.2087067,4.71,4.71,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1,6.9521994877739e-07,0.0,0.0,8.3051299947655e-07,0.0,,7.3686602326268e-07,0.0,0.0,9.2825029960642e-07,0.0,,0.0,0.0,0.0,1.0507504099471e-15,,,0.0,0.0,0.0,1.1915967234141e-15,0.0,,6.4183757390094e-07,0.0,0.0,7.8815467988419e-07,0.0,,6.9689936075173e-07,0.0,0.0,8.7612373875296e-07,0.0,,0.0,0.0,0.0,9.9277521831754e-16,0.0,,0.0,0.0,0.0,1.1296243873525e-15,0.0,,10.67139,MARGINAL,1.838,0.69,0.99938,-0.99938,-0.99938,0,2,41865.904,0,
0.037118,143.137749,21.698604,G16320223261560,G9,LM-STAR,,LAMOST-DR8-AFGK,143.13775944,21.698600505,J093233.0+214154,143.1377594,21.6986005,3.071,1.711,169.6,0,0,0,0,0,0,0,0,0,0,0,0,1,2.6999600474986e-05,1.5652822520357e-06,4.158564268194e-06,1.811808005875e-05,3.0916043277569e-05,,2.8094764894541e-05,1.7020309652839e-06,4.1567064117437e-06,1.8377067410373e-05,3.5791472315294e-05,,5.2993399672403e-14,7.7160793456425e-15,9.102073587491e-15,3.5747673818862e-14,1.2039480052977e-12,,5.8837905716906e-14,9.9863421079377e-15,8.7763984954392e-15,3.4652475265958e-14,5.8540559573048e-13,,2.6999600474986e-05,1.5652822520357e-06,4.158564268194e-06,1.811808005875e-05,3.0916043277569e-05,,2.8094764894541e-05,1.7020309652839e-06,4.1567064117437e-06,1.8377067410373e-05,3.5791472315294e-05,,5.2993399672403e-14,7.7160793456425e-15,9.102073587491e-15,3.5747673818862e-14,1.2039480052977e-12,,5.8837905716906e-14,9.9863421079377e-15,8.7763984954392e-15,3.4652475265958e-14,5.8540559573048e-13,,534.3371,TRUE,15.146,3.09,-0.42224,-0.83823,-0.62711,0,1,93545.673,0,
1.236195,150.332447,44.199339,G16378396663174,F2,LM-STAR,,LAMOST-DR8-AFGK,150.332011617,44.199195867,J100119.6+441157,150.3320116,44.1991959,4.331,2.539,49.12,0,0,0,1,0,0,0,0,0,0,0,0,1,5.7713318835731e-06,0.0,1.6524936667444e-06,3.1981865097591e-06,0.0,,6.9256059043527e-06,6.3277936274189e-07,1.788704382151e-06,3.2495664225099e-06,0.0,,2.8551810572412e-15,0.0,4.0307975793961e-15,4.7589966412773e-15,,,1.1639488124941e-14,0.0,4.4148598400049e-15,4.6616002425413e-15,,,5.7713318835731e-06,0.0,1.6524936667444e-06,3.1981865097591e-06,0.0,,6.9256059043527e-06,6.3277936274189e-07,1.788704382151e-06,3.2495664225099e-06,0.0,,2.8551810572412e-15,0.0,4.0307975793961e-15,4.7589966412773e-15,,,1.1639488124941e-14,0.0,4.4148598400049e-15,4.6616002425413e-15,,,33.33679,TRUE,3.515,1.08,-0.99938,-0.99938,-0.34978,0,1,18479.357,0,
0.023206,141.1604,2.347962,G15546464213129,G9,LM-STAR,,LAMOST-DR8-AFGK,141.160399129,2.347968387,J092438.4+022052,141.1603991,2.3479684,0.987,0.774,81.47,0,0,0,1,0,0,0,0,0,0,0,0,1,1.3860554459481e-05,5.2687463024336e-07,1.6418557813985e-06,8.3869961643319e-06,7.6887925367031e-06,,1.4500400766136e-05,5.9484879968181e-07,1.6948193111532e-06,8.8689122160419e-06,7.2680421081456e-06,,1.9041126189401e-14,1.5139589762673e-15,3.5858147054263e-15,1.4262254382406e-14,1.8440302161382e-14,,2.0525116029673e-14,1.9163671694523e-15,3.7119424234711e-15,1.4764892938643e-14,1.9249590570076e-14,,1.3860554459481e-05,5.2687463024336e-07,1.6418557813985e-06,8.3869961643319e-06,7.6887925367031e-06,,1.4500400766136e-05,5.9484879968181e-07,1.6948193111532e-06,8.8689122160419e-06,7.2680421081456e-06,,1.9041126189401e-14,1.5139589762673e-15,3.5858147054263e-15,1.4262254382406e-14,1.8440302161382e-14,,2.0525116029673e-14,1.9163671694523e-15,3.7119424234711e-15,1.4764892938643e-14,1.9249590570076e-14,,297.2373,TRUE,8.022,3.68,-0.48595,-0.88195,-0.67583,0,1,17943.945,0,
2.202112,141.72877,2.834885,G15546035069958,F6,LM-STAR,,LAMOST-DR8-AFGK,141.729095515,2.834366856,J092654.9+025003,141.7290955,2.8343669,13.798,9.934,103.1,0,0,0,0,0,0,0,0,0,0,0,0,1,9.3715263614064e-06,0.0,1.0606951328338e-06,6.7295287777876e-06,0.0,,9.1520455741307e-06,0.0,1.8696325978778e-06,7.6404689270024e-06,0.0,,7.3525051845912e-14,5.7375635238504e-14,1.7790330034175e-15,1.6359891108144e-14,0.0,,9.9625930694423e-15,0.0,3.6380959559867e-15,1.7786301845317e-14,0.0,,9.3715263614064e-06,0.0,1.0606951328338e-06,6.7295287777876e-06,0.0,,9.1520455741307e-06,0.0,1.8696325978778e-06,7.6404689270024e-06,0.0,,7.3525051845912e-14,5.7375635238504e-14,1.7790330034175e-15,1.6359891108144e-14,0.0,,9.9625930694423e-15,0.0,3.6380959559867e-15,1.7786301845317e-14,0.0,,15.32185,MARGINAL,2.722,3.74,0.20362,-0.99938,-0.72829,0,1,10038.207,0,
2.430071,184.793134,5.790982,G14854310206352,G3,LM-STAR,,LAMOST-DR8-AFGK,184.793068325,5.79165385,J121910.3+054729,184.7930683,5.7916539,1.675,1.207,81.32,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,,0.0,,3.0774280110537e-07,6.6626483821911e-08,7.6227046399923e-08,8.0994833867511e-08,0.0,,2.7130385308736e-07,0.0,8.3097906398704e-08,4.960777850931e-08,4.658637071542e-07,,3.4550437125702e-16,0.0,2.1678726321809e-16,1.6837534357653e-16,0.0,,3.4449003739209e-16,0.0,2.3570010184005e-16,7.5682530659254e-17,0.0,,10.69757,MARGINAL,2.051,1.58,,,,0,2,135342.449,0,
2.154061,101.43001,21.503817,G16178435964168,G7,LM-STAR,,LAMOST-DR8-AFGK,101.430504168,21.504199929,J064543.3+213015,101.4305042,21.5041999,4.258,2.737,40.61,0,0,0,0,0,0,0,0,0,0,0,0,1,2.1542139029531e-05,4.4026402089868e-06,3.3285668403844e-06,1.3128072159878e-05,0.0,,2.0436694204371e-05,2.9993916015701e-06,4.1888323675574e-06,1.1511760934032e-05,0.00012450520940077,,6.4389902730468e-14,3.3519413857816e-14,7.8458604281007e-15,2.5467893015148e-14,0.0,,6.1902591596234e-14,2.4121974234111e-14,9.8002787320605e-15,2.6567874877681e-14,0.0,,2.1542139029531e-05,4.4026402089868e-06,3.3285668403844e-06,1.3128072159878e-05,0.0,,2.0436694204371e-05,2.9993916015701e-06,4.1888323675574e-06,1.1511760934032e-05,0.00012450520940077,,6.4389902730468e-14,3.3519413857816e-14,7.8458604281007e-15,2.5467893015148e-14,0.0,,6.1902591596234e-14,2.4121974234111e-14,9.8002787320605e-15,2.6567874877681e-14,0.0,,52.4335,TRUE,4.833,19.87,0.17739,-0.50593,-0.61587,0,1,7945.439,0,
1.954759,122.50444,28.231738,G16461546423172,F9,LM-STAR,,LAMOST-DR8-AFGK,122.504717609,28.231253217,J081001.1+281352,122.5047176,28.2312532,1.552,1.215,88.15,0,0,0,0,0,0,0,0,0,0,0,0,1,2.4096651805133e-06,7.639518322021e-07,3.5257625760275e-07,6.7734994847981e-07,0.0,,2.6898779517099e-06,8.9210943299114e-07,3.7026693735032e-07,7.4465743054651e-07,0.0,,6.0816000220173e-15,3.8726049684987e-15,7.9877490361545e-16,1.3495644511345e-15,0.0,,7.2788147686932e-15,4.9165674696402e-15,8.3183806830457e-16,1.483332299695e-15,0.0,,2.4096651805133e-06,7.639518322021e-07,3.5257625760275e-07,6.7734994847981e-07,0.0,,2.6898779517099e-06,8.9210943299114e-07,3.7026693735032e-07,7.4465743054651e-07,0.0,,6.0816000220173e-15,3.8726049684987e-15,7.9877490361545e-16,1.3495644511345e-15,0.0,,7.2788147686932e-15,4.9165674696402e-15,8.3183806830457e-16,1.483332299695e-15,0.0,,24.51967,TRUE,2.811,3.77,0.39975,0.02873,-0.38601,0,1,19681.699,0,
0.454689,167.637469,57.109216,G15870190884052,K4,LM-STAR,,LAMOST-DR8-AFGK,167.637307903,57.1093071,J111032.9+570633,167.6373079,57.1093071,0.789,0.742,58.63,0,0,0,0,0,0,0,0,0,0,0,0,1,0.00012406936837032,1.045527569297e-05,2.6853720196632e-05,6.3599050040914e-05,5.5205214693682e-05,,0.00012731854218401,1.0412406251447e-05,2.6613275819311e-05,6.5860590065085e-05,6.7754596278646e-05,,2.7213724697622e-13,6.1176155802741e-14,7.1840752450639e-14,1.428873853472e-13,1.1911376543002e-14,,2.8179265135383e-13,5.9429043127017e-14,7.1514156485664e-14,1.5086383803056e-13,1.4023972440971e-14,,0.00012406936837032,1.045527569297e-05,2.6853720196632e-05,6.3599050040914e-05,5.5205214693682e-05,,0.00012731854218401,1.0412406251447e-05,2.6613275819311e-05,6.5860590065085e-05,6.7754596278646e-05,,2.7213724697622e-13,6.1176155802741e-14,7.1840752450639e-14,1.428873853472e-13,1.1911376543002e-14,,2.8179265135383e-13,5.9429043127017e-14,7.1514156485664e-14,1.5086383803056e-13,1.4023972440971e-14,,826.5231,TRUE,10.681,0.74,-0.43973,-0.7233,-0.41349,0,1,5069.585,0,
1.316979,169.309448,57.138605,G15868352105809,A9,LM-STAR,,LAMOST-DR8-AFGK,169.30901316,57.138884569,J111714.1+570819,169.3090132,57.1388846,2.228,1.854,98.41,0,0,0,1,0,0,0,0,0,0,0,0,1,3.5593618196636e-05,2.551437074515e-06,6.9998495163287e-06,2.3426433710096e-05,0.0,,3.7741083802089e-05,2.7134562978838e-06,6.8663166084747e-06,2.5341115387318e-05,0.00014025135292916,,5.1738742617566e-14,6.6930877126934e-15,1.2672471607303e-14,3.4726930345961e-14,0.0,,5.8945344741021e-14,8.0378923540796e-15,1.2547419713842e-14,3.7123304023373e-14,0.0,,2.7179492421152e-05,2.2469074233103e-06,6.6764283035266e-06,1.4690517627135e-05,0.0,,2.758169863077e-05,2.5609758338817e-06,5.8205047368387e-06,1.5386655152537e-05,0.0,,4.2755174787945e-14,0.0,1.4641096793263e-14,2.559441268052e-14,0.0,,4.8960212945179e-14,5.6413053394122e-15,1.2809464345698e-14,2.4673960815233e-14,0.0,,94.67902,TRUE,4.833,0.77,-0.42473,-0.80949,-0.5634,0,2,9805.645,0,
