angDist,_RAJ2000_1,_DEJ2000_1,name_cat,SubClass,Class,e_Pos,ref,_RAJ2000_2,_DEJ2000_2,2CXO,RAICRS,DEICRS,r0,r1,PA,fe,fc,fp,fv,fst,fs,fa,fi,fr,fm,ff,fVi,Ns,PFluxb,PFluxh,PFluxm,PFluxs,PFluxu,PFluxw,PF90b,PF90h,PF90m,PF90s,PF90u,PF90w,Fluxb,Fluxh,Fluxm,Fluxs,Fluxu,Fluxw,F90b,F90h,F90m,F90s,F90u,F90w,PFavgb,PFavgh,PFavgm,PFavgs,PFavgu,PFavgw,PF90avgb,PF90avgh,PF90avgm,PF90avgs,PF90avgu,PF90avgw,Favgb,Favgh,Favgm,Favgs,Favgu,Favgw,F90avgb,F90avgh,F90avgm,F90avgs,F90avgu,F90avgw,Ldet,LClass,S/N,NHGal,HRhm,HRhs,HRms,fdw,Nac,ExpAC,Nhrc,ExpHRC
0.10665,112.28453,20.935997,G16165210423984,dM0,LM-STAR,,LAMOST-DR8-M,112.284545012,20.936023097,J072908.2+205609,112.284545,20.9360231,0.717,0.712,6.468,0,0,0,0,0,0,0,0,0,0,0,0,1,1.124958329025e-05,4.7538882526431e-07,1.2048528852014e-06,6.8752875968718e-06,8.7964504475594e-06,,1.1502807672148e-05,4.7772075907093e-07,1.2647778229269e-06,6.8714083186392e-06,8.2408449865251e-06,,1.6532608403027e-14,1.9373040397107e-15,2.8130002094656e-15,1.1733773983715e-14,5.7137508220545e-15,,1.7100435525036e-14,1.9875347488688e-15,2.9597562560148e-15,1.1713723458889e-14,5.8412509827972e-15,,1.124958329025e-05,4.7538882526431e-07,1.2048528852014e-06,6.8752875968718e-06,8.7964504475594e-06,,1.1502807672148e-05,4.7772075907093e-07,1.2647778229269e-06,6.8714083186392e-06,8.2408449865251e-06,,1.6532608403027e-14,1.9373040397107e-15,2.8130002094656e-15,1.1733773983715e-14,5.7137508220545e-15,,1.7100435525036e-14,1.9875347488688e-15,2.9597562560148e-15,1.1713723458889e-14,5.8412509827972e-15,,1029.592,TRUE,12.923,5.6,-0.42473,-0.87071,-0.70331,0,1,57410.905,0,
0.330749,47.835108,1.311523,G16634071684520,dM0,LM-STAR,,LAMOST-DR8-M,47.835041948,1.311586878,J031120.4+011841,47.8350419,1.3115869,0.751,0.745,176.7,0,0,0,0,0,0,0,0,0,0,0,1,1,1.0428792904174e-06,1.2095828835568e-07,2.5800654749015e-07,4.1335119411728e-07,0.0,,1.0478705481844e-06,1.4391208000987e-07,2.8434907483162e-07,3.7246160734818e-07,0.0,,1.9947617546464e-15,7.39542299851e-16,5.5855668653881e-16,6.9182003760583e-16,,,2.1309120313938e-15,8.3416727084726e-16,6.1620410151585e-16,6.957573707498e-16,,,1.0428792904174e-06,1.2095828835568e-07,2.5800654749015e-07,4.1335119411728e-07,0.0,,1.0478705481844e-06,1.4391208000987e-07,2.8434907483162e-07,3.7246160734818e-07,0.0,,1.9947617546464e-15,7.39542299851e-16,5.5855668653881e-16,6.9182003760583e-16,,,2.1309120313938e-15,8.3416727084726e-16,6.1620410151585e-16,6.957573707498e-16,,,41.99948,TRUE,3.394,8.45,-0.25359,-0.49844,-0.25234,0,2,42564.279,0,
0.774865,59.333782,32.143133,L17529949623360,dM1,LM-STAR,,LAMOST-DR8-M,59.333849313,32.142925443,J035720.1+320834,59.3338493,32.1429254,1.565,0.954,175.1,0,0,0,0,0,0,0,0,0,0,0,0,1,1.4932876126997e-05,1.4827086854325e-06,3.795124419306e-06,1.2591235633662e-05,,,1.5026564122526e-05,1.3436470601108e-06,3.9268959328006e-06,1.2638438279278e-05,,,3.794915420531e-14,5.6338767724909e-15,8.7449582450435e-15,2.4161293238109e-14,,,3.214641688875e-14,5.3301447749584e-15,9.0295097430526e-15,1.8808273095122e-14,,,1.4932876126997e-05,1.4827086854325e-06,3.795124419306e-06,1.2591235633662e-05,,,1.5026564122526e-05,1.3436470601108e-06,3.9268959328006e-06,1.2638438279278e-05,,,3.794915420531e-14,5.6338767724909e-15,8.7449582450435e-15,2.4161293238109e-14,,,3.214641688875e-14,5.3301447749584e-15,9.0295097430526e-15,1.8808273095122e-14,,,212.6453,TRUE,8.493,10.1,-0.43473,-0.797,-0.54841,0,1,29655.454,0,
0.51306,75.2889694,45.27427,G17468293259309,dM4,LM-STAR,,LAMOST-DR8-M,75.288906965,45.274134425,J050109.3+451626,75.288907,45.2741344,0.789,0.776,175.6,0,0,0,0,0,0,0,0,0,0,0,0,1,1.2693064406698e-06,0.0,0.0,1.171265097959e-06,0.0,,1.0509989592349e-06,0.0,0.0,9.6878605268737e-07,0.0,,3.0743143023676e-15,,,3.1325390524196e-15,,,1.5971590609913e-15,,,1.6279627908528e-15,,,1.2693064406698e-06,0.0,0.0,1.171265097959e-06,0.0,0.0,1.0509989592349e-06,0.0,0.0,9.6878605268737e-07,0.0,0.0,3.0743143023676e-15,,,3.1325390524196e-15,,0.0,1.5971590609913e-15,,,1.6279627908528e-15,,0.0,88.06976,TRUE,2.0,61.89,0.99938,-0.99938,-0.99938,0,1,14030.11,1,10077.32
1.341538,200.2905443,33.1540065,G15145934134931,dM2,LM-STAR,,LAMOST-DR8-M,200.290372502,33.153662726,J132109.6+330913,200.2903725,33.1536627,4.853,3.081,121.4,0,0,0,1,0,0,0,0,0,0,0,0,1,4.0567365966491e-06,0.0,9.5767477062914e-07,2.240341662715e-06,0.0,,4.5117146237694e-06,3.1316036899624e-07,8.4871800084156e-07,2.7685649323766e-06,0.0,,,,2.2728711187657e-15,4.332500522754e-15,,,0.0,0.0,1.7670063896213e-15,5.9828754371018e-15,,,4.0567365966491e-06,0.0,9.5767477062914e-07,2.240341662715e-06,0.0,,4.5117146237694e-06,3.1316036899624e-07,8.4871800084156e-07,2.7685649323766e-06,0.0,,,,2.2728711187657e-15,4.332500522754e-15,,,0.0,0.0,1.7670063896213e-15,5.9828754371018e-15,,,33.55034,TRUE,3.19,1.04,-0.99938,-0.99938,-0.41974,1,1,38623.08,0,
0.244654,230.5290957,28.8909396,G15335877036848,dM5,LM-STAR,,LAMOST-DR8-M,230.529172636,28.890948602,J152207.0+285327,230.5291726,28.8909486,1.177,0.988,92.76,0,0,0,0,0,0,0,0,0,0,0,0,1,6.6349751735665e-05,6.6949815125266e-06,1.6066166822917e-05,2.5135340851299e-05,2.9289317547418e-05,,6.8617211781018e-05,6.5445083191168e-06,1.7479203159773e-05,2.6138643198561e-05,3.2420445611046e-05,,1.4487396724048e-13,6.4953479261277e-14,4.0012798302599e-14,4.3265947741958e-14,4.686155078904e-15,,1.4698954754127e-13,6.6635407627001e-14,4.3314363435561e-14,4.5311872264971e-14,1.0275408222754e-14,,6.6349751735665e-05,6.6949815125266e-06,1.6066166822917e-05,2.5135340851299e-05,2.9289317547418e-05,,6.8617211781018e-05,6.5445083191168e-06,1.7479203159773e-05,2.6138643198561e-05,3.2420445611046e-05,,1.4487396724048e-13,6.4953479261277e-14,4.0012798302599e-14,4.3265947741958e-14,4.686155078904e-15,,1.4698954754127e-13,6.6635407627001e-14,4.3314363435561e-14,4.5311872264971e-14,1.0275408222754e-14,,405.7451,TRUE,8.884,2.35,-0.41099,-0.57964,-0.21986,0,1,4578.206,0,
0.261898,170.190757,23.426672,G15640398268482,dM2,LM-STAR,,LAMOST-DR8-M,170.190703817,23.426618045,J112045.7+232535,170.1907038,23.426618,0.72,0.714,177.6,0,0,0,0,0,0,0,0,0,0,0,0,1,7.9115421833784e-06,2.9356594416483e-07,8.2724318694288e-07,5.1213690018979e-06,2.943300091353e-06,,7.7200899766409e-06,2.5979658529523e-07,8.2412702946661e-07,5.1426384880885e-06,3.1993242043068e-06,,1.5110032427e-14,1.3045935368206e-15,1.9727305831337e-15,1.1442715350259e-14,7.2445363107034e-16,,1.4348031121881e-14,1.110047121427e-15,1.9680186033825e-15,1.1256657565228e-14,7.8747616162169e-16,,7.9115421833784e-06,2.9356594416483e-07,8.2724318694288e-07,5.1213690018979e-06,2.943300091353e-06,,7.7200899766409e-06,2.5979658529523e-07,8.2412702946661e-07,5.1426384880885e-06,3.1993242043068e-06,,1.5110032427e-14,1.3045935368206e-15,1.9727305831337e-15,1.1442715350259e-14,7.2445363107034e-16,,1.4348031121881e-14,1.110047121427e-15,1.9680186033825e-15,1.1256657565228e-14,7.8747616162169e-16,,726.8068,TRUE,10.582,1.29,-0.46846,-0.89194,-0.72205,0,1,71249.386,0,
1.060845,359.8967432,0.8685659,G13194253359310,dM4,LM-STAR,,LAMOST-DR8-M,359.89672278,0.868271929,J235935.2+005205,359.8967228,0.8682719,3.134,2.068,18.7,1,0,0,1,0,0,0,0,0,0,0,0,1,1.1016616520303e-05,0.0,9.56767866501e-07,7.8291655702413e-06,2.5308626517644e-05,,1.0887894033976e-05,0.0,1.0592187593118e-06,7.3648485942733e-06,1.344909409805e-05,,0.0,0.0,2.3647302875691e-15,1.2612416577343e-14,1.8494473323256e-14,,0.0,0.0,2.4752659469385e-15,1.221126388384e-14,3.550209452632e-14,,1.1016616520303e-05,0.0,9.56767866501e-07,7.8291655702413e-06,2.5308626517644e-05,,1.0887894033976e-05,0.0,1.0592187593118e-06,7.3648485942733e-06,1.344909409805e-05,,0.0,0.0,2.3647302875691e-15,1.2612416577343e-14,1.8494473323256e-14,,0.0,0.0,2.4752659469385e-15,1.221126388384e-14,3.550209452632e-14,,109.1121,TRUE,6.663,3.26,-0.40974,-0.99938,-0.77951,0,1,23719.487,0,
0.137289,83.608499,21.928529,L16734336418970,dM2,LM-STAR,,LAMOST-DR8-M,83.608495013,21.928491044,J053426.0+215542,83.608495,21.928491,0.736,0.736,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1,1.1176371837074e-05,5.0090206337356e-07,1.2076178907256e-06,7.4894853173513e-06,4.7876274015284e-06,,1.1650043139349e-05,8.726314594839e-07,1.1340322176757e-06,7.2705830716592e-06,5.0772089981363e-06,,1.5038267265245e-14,0.0,2.8505858845184e-15,1.1925220774953e-14,2.8655878915023e-15,,1.9679788570868e-14,3.0021102840172e-15,2.8355016271578e-15,1.2911087731393e-14,2.1269691265619e-15,,1.1176371837074e-05,5.0090206337356e-07,1.2076178907256e-06,7.4894853173513e-06,4.7876274015284e-06,,1.1650043139349e-05,8.726314594839e-07,1.1340322176757e-06,7.2705830716592e-06,5.0772089981363e-06,,1.5038267265245e-14,0.0,2.8505858845184e-15,1.1925220774953e-14,2.8655878915023e-15,,1.9679788570868e-14,3.0021102840172e-15,2.8355016271578e-15,1.2911087731393e-14,2.1269691265619e-15,,113.8752,TRUE,6.433,38.2,-0.30981,-0.86696,-0.7183,0,1,38092.686,0,
2.903146,359.9993307,0.7257039,L13194240295107,dM0,LM-STAR,,LAMOST-DR8-M,1.9891e-05,0.725285068,J000000.0+004331,1.99e-05,0.7252851,0.887,0.815,40.3,0,0,0,0,0,0,0,0,0,0,0,0,1,2.1987378268324e-06,2.5117677478791e-07,7.2148297600439e-07,6.426009423677e-07,0.0,,2.2966351765075e-06,2.5329375381183e-07,7.5339920090628e-07,6.9497275366486e-07,0.0,,3.6049499054456e-15,1.2411795944177e-15,1.6642331374098e-15,9.6160271260344e-16,,,3.8424117831565e-15,1.2549827903383e-15,1.7381676875034e-15,1.0402346569386e-15,,,2.1987378268324e-06,2.5117677478791e-07,7.2148297600439e-07,6.426009423677e-07,0.0,,2.2966351765075e-06,2.5329375381183e-07,7.5339920090628e-07,6.9497275366486e-07,0.0,,3.6049499054456e-15,1.2411795944177e-15,1.6642331374098e-15,9.6160271260344e-16,,,3.8424117831565e-15,1.2549827903383e-15,1.7381676875034e-15,1.0402346569386e-15,,,126.851,TRUE,3.647,3.25,-0.44722,-0.42598,0.03498,0,1,23719.527,0,
