name,ra,dec,Fcsc_s,e_Fcsc_s,Fcsc_m,e_Fcsc_m,Fcsc_h,powlaw_gamma_mean,e_powlaw_gamma_mean,e_Fcsc_h,var_intra_prob,var_inter_prob,Class
2CXO J053520.6-052446,83.83591666666665,-5.412858333333333,4.254468125571174e-16,5.670632498255629e-17,5.17006460082725e-15,2.0978632336452359e-16,2.2996568226006973e-14,3.267383076486423,0.1770204969334582,7.639321781831574e-16,0.999,1.0,YSO
2CXO J053520.7-051926,83.83633333333333,-5.323941666666666,1.994795051261589e-16,1.1835586101611588e-16,6.541225472342316e-17,2.705392957378059e-17,3.3137077846533743e-16,,,9.492325715618972e-17,,0.658,YSO
2CXO J053520.7-052154,83.83649999999997,-5.365241666666666,2.679900385807625e-15,1.4507778109909563e-16,4.593537241703966e-15,1.9178497156653958e-16,2.349865489743839e-15,3.7483513448984658,0.2356273077137231,2.310471448704322e-16,1.0,1.0,YSO
2CXO J053520.7-052615,83.83637499999999,-5.437719444444444,3.335783731328159e-16,5.365169450819157e-17,2.1462616889945527e-16,4.225560146672206e-17,1.935182335732779e-16,,,5.719118341254545e-17,0.844,0.945,YSO
2CXO J053520.8-052121,83.83683333333332,-5.355908333333333,2.3422993272294385e-16,4.000849845428983e-17,8.880723046961388e-16,8.38784665927132e-17,1.3077720397054805e-15,,,1.8600402990210232e-16,1.0,1.0,YSO
2CXO J053520.9-052042,83.83749999999999,-5.345269444444444,1.4345408244309808e-16,4.373456847210762e-17,8.54417367609791e-16,8.909634301918867e-17,6.0641533191964654e-15,4.04643711118182,0.6570117817586169,4.182708215758999e-16,1.0,1.0,YSO
2CXO J053520.9-052150,83.83716666666665,-5.364069444444444,1.3888529611178085e-15,1.0380800803109928e-16,2.416960098244004e-15,1.3849006747690479e-16,3.3127473298507528e-15,3.439106920675326,0.3203427915853522,3.050124671292552e-16,1.0,1.0,YSO
2CXO J053521.0-053121,83.83749999999999,-5.522691666666667,2.1922138469830292e-14,4.784960039069443e-16,1.1961815119605428e-14,3.0779872199846834e-16,1.87164740559776e-14,3.441766152972846,0.1660874027079535,7.612612712901978e-16,1.0,1.0,YSO
2CXO J053521.1-052556,83.83816666666665,-5.43245,6.381151037874061e-17,1.9595383816405978e-17,1.0377940065156351e-16,3.0289180522432226e-17,7.803494070787093e-15,4.071863645167656,0.8441993932328874,4.946811618591843e-16,1.0,1.0,YSO
2CXO J053521.4-052316,83.83954166666665,-5.387925,5.820104852995602e-16,6.796768502757961e-17,1.1153062646071505e-15,9.21385105421832e-17,1.4690074699152125e-15,4.460618072229046,0.4798745254371909,1.933379972751361e-16,0.977,1.0,YSO
2CXO J053521.5-052105,83.83979166666666,-5.351486111111111,2.0371873383590722e-16,3.9455047353206386e-17,1.4702708095696257e-15,1.123542714592474e-16,7.43091471276811e-15,3.862713266992918,0.4167287393048987,4.44585487033335e-16,1.0,1.0,YSO
2CXO J053521.6-051516,83.84008333333331,-5.254605555555556,1.9320461039362744e-16,6.252336932737998e-17,6.435253707726959e-16,8.779033283575076e-17,9.774222614729832e-16,,,2.3996526980948807e-16,0.912,0.997,YSO
2CXO J053521.6-052146,83.84033333333332,-5.363013888888888,6.3119187111321255e-15,2.239063171110757e-16,1.9217570388544548e-14,3.90906443925213e-16,5.95407884298117e-14,2.627787307364817,0.115017745101331,1.274032261833042e-15,1.0,1.0,YSO
2CXO J053521.6-052714,83.84016666666666,-5.454055555555556,1.1835247947626204e-16,3.0978433472338617e-17,7.448444535975986e-17,2.3134518134910967e-17,2.5543793565034585e-16,,,7.636682200796394e-17,1.0,0.964,YSO
2CXO J053521.7-045312,83.84058333333331,-4.886708333333333,1.577e-13,5.699999999999991e-15,6.423435962466352e-14,2.985548808607653e-15,8.826000000000003e-14,3.3699788456080286,0.1280442814918466,6.769999999999999e-15,1.0,,LM-STAR
2CXO J053521.7-051946,83.84058333333331,-5.329477777777778,1.0302760391907463e-16,3.003154408417968e-17,2.1026806798233184e-15,1.3818019652486278e-16,5.2594121152387735e-14,2.354787307364817,0.1480137888448057,1.270136001124335e-15,1.0,1.0,YSO
2CXO J053521.7-052310,83.84079166666665,-5.386252777777778,4.0139355575731244e-16,5.870680560948279e-17,7.497158059409933e-16,7.607807818159156e-17,7.973543812028305e-16,,,1.4446727871100274e-16,1.0,1.0,YSO
2CXO J053521.7-052339,83.84066666666665,-5.3942000000000005,8.179997758989686e-17,2.437603794618061e-17,6.842360344439381e-16,7.42327657738649e-17,2.8991272618977204e-15,4.184681535404961,0.515345088648233,2.754712024006874e-16,1.0,1.0,YSO
2CXO J053521.7-052644,83.84054166666665,-5.445636111111112,1.3850196776452226e-15,1.1485711171047927e-16,7.870096861395447e-16,7.841224922771596e-17,5.154313381363927e-16,,,1.149879093814953e-16,1.0,1.0,YSO
2CXO J053521.8-052353,83.84083333333331,-5.398247222222222,1.690466008096703e-15,1.1101653191578644e-16,3.623957792309078e-15,1.6519451748511632e-16,6.111202966146272e-15,3.3259788456080286,0.1570361042014327,3.892809713305996e-16,1.0,1.0,YSO
2CXO J053521.9-051500,83.84133333333332,-5.250166666666667,5.121041178493044e-15,2.388994001040818e-16,1.1992639155519904e-14,3.3585225761819243e-16,1.8548136783641364e-14,2.705776730168832,0.1555441063092508,8.489332071548915e-16,1.0,1.0,YSO
2CXO J053522.1-051857,83.84208333333332,-5.315933333333333,6.475688384404848e-17,2.2254273480561737e-17,1.8875568443726915e-16,4.1642519858927807e-17,3.3010504307195845e-15,,,3.288726032620911e-16,0.998,1.0,YSO
2CXO J053522.1-052233,83.84216666666666,-5.376080555555555,5.340052266824815e-17,1.6698619079272638e-17,5.481070879018897e-16,6.701926443740002e-17,4.88252223960461e-16,,,1.0810795625786956e-16,1.0,1.0,YSO
2CXO J053522.1-052424,83.84241666666665,-5.406852777777778,4.851525105296652e-15,1.9164469320016608e-16,1.1610285468596586e-14,2.988920238938102e-16,2.3882566739816072e-14,2.9577873073648173,0.112018220340241,7.687207167199038e-16,1.0,1.0,YSO
2CXO J053522.2-051808,83.84262499999998,-5.3023,6.177721255745128e-16,9.557738311326564e-17,4.676220152493316e-16,7.956168062741743e-17,3.9884676989417244e-16,,,1.241325509880761e-16,0.969,0.509,YSO
2CXO J053522.2-053117,83.84291666666665,-5.52145,6.793769692824407e-16,8.964887285878778e-17,2.7843462885890286e-16,5.2389921698540346e-17,1.108904682339675e-15,,,2.2984589574083153e-16,1.0,1.0,YSO
2CXO J053522.3-044207,83.84295833333331,-4.702061111111111,4.508797884560804e-14,2.925001938122908e-15,2.695425385270365e-14,1.9804122488204097e-15,2.9356486551015343e-14,3.5283513448984656,0.2096430970492888,3.6958115230679386e-15,0.377,,YSO
2CXO J053522.3-052414,83.84299999999998,-5.403905555555556,5.2480507677332923e-17,1.850708217427311e-17,9.461929447176761e-16,8.758371087682408e-17,5.629791477892808e-15,,,3.7428445752970596e-16,0.998,1.0,YSO
2CXO J053522.4-052200,83.84354166666665,-5.366908333333333,4.876490690150002e-15,1.924910089317976e-16,1.2175879026906788e-14,3.1140863717461225e-16,2.590584877505372e-14,3.0619894228040145,0.1175120611073212,8.158592065946187e-16,1.0,1.0,YSO
2CXO J053522.5-045237,83.84383333333332,-4.8769583333333335,2.478084617567885e-15,7.20125967011475e-16,2.1540000000000003e-15,5.740000000000003e-16,3.683e-15,,,1.3810000000000002e-15,0.753,,YSO
2CXO J053522.6-051410,83.84420833333331,-5.236308333333334,4.817091033911681e-15,2.671868825841017e-16,3.243373928553856e-15,1.8670105429410755e-16,2.570124979899244e-15,4.438022303107441,0.4708503062398646,6.108974565065421e-16,0.997,0.014,YSO
2CXO J053522.7-044829,83.84495833333332,-4.808294444444444,3.233233847027154e-14,2.600558119678811e-15,8.521202115439198e-15,1.0955000517481626e-15,6.002403082162924e-15,5.687875371079111,0.8650400785630131,1.592328142117026e-15,0.768,,YSO
2CXO J053522.7-051947,83.84474999999999,-5.329875,3.0953278158366565e-16,7.611284446588378e-17,5.8566294806806055e-15,2.6900880896510957e-16,2.7600537424341163e-14,3.262149229459269,0.2871137527376844,8.40122099423511e-16,1.0,1.0,YSO
2CXO J053522.7-052313,83.84495833333332,-5.387002777777778,1.186032812669192e-15,9.387633433541776e-17,6.903821270362241e-15,2.350156801644982e-16,2.1585131679456644e-14,3.0039788456080285,0.1810313177954667,7.48426180174837e-16,1.0,1.0,YSO
2CXO J053522.8-044641,83.84512499999998,-4.778236111111111,2.205276155811097e-15,5.851255769277323e-16,6.363763855541907e-16,3.165529851486837e-16,5.702480956058079e-16,,,4.308285035347004e-16,0.747,,YSO
2CXO J053522.9-051744,83.84583333333332,-5.295738888888889,1.701755261374372e-16,4.7335734615846445e-17,3.480503042359925e-15,1.8406951532878484e-16,6.582550431916842e-14,3.360383076486422,0.2110171944050259,1.4456641558557724e-15,1.0,1.0,YSO
2CXO J053523.1-052228,83.84658333333331,-5.374483333333333,9.09159557741882e-17,2.3911606146541974e-17,9.099319348074196e-16,8.696143230155085e-17,2.593559603412485e-15,,,2.547362614284245e-16,1.0,1.0,YSO
2CXO J053523.3-052125,83.84720833333331,-5.356983333333333,6.553393752228168e-16,7.189630328333732e-17,2.1102338541941656e-15,1.3056336470572903e-16,5.7520883241405095e-15,2.60717038385124,0.2320478884295566,3.92506288517053e-16,1.0,1.0,YSO
2CXO J053523.5-052526,83.84829166666664,-5.423969444444444,5.4316523265793236e-17,1.704050261156083e-17,4.0706266753188715e-17,1.4907223421597448e-17,1.0544112493212989e-15,,,1.9029727636535304e-16,1.0,1.0,YSO
2CXO J053523.6-052346,83.84854166666665,-5.396166666666667,2.380446548524577e-16,4.125801527533765e-17,2.856794968758317e-16,4.53952075338973e-17,1.6521847522093332e-16,,,5.763206614552564e-17,0.965,0.937,YSO
2CXO J053523.6-052626,83.84858333333332,-5.4408,1.2494282526749354e-16,3.156470215512025e-17,1.1045835809501524e-16,2.8617132503584986e-17,1.5646909604673914e-16,,,4.9757772142148085e-17,0.957,0.892,YSO
2CXO J053523.7-044816,83.84874999999998,-4.804705555555556,1.5024166279917956e-16,1.1350917478044507e-16,4.336e-16,2.7099999999999997e-16,7.978845608028655e-18,,,6.028102749890869e-18,,,YSO
2CXO J053523.7-051839,83.84895833333331,-5.3110027777777775,1.3511307886761277e-15,1.1104720389208483e-16,2.892883094262949e-15,1.5545228676207035e-16,7.930308707988388e-15,2.343968268412043,0.2225573196981336,4.932983633314915e-16,1.0,1.0,YSO
2CXO J053523.8-045016,83.84920833333331,-4.837936111111111,1.58e-14,1.6e-15,1.5710211543919714e-14,1.520372915529714e-15,4.215063463175914e-14,2.195968268412043,0.1785714438291221,4.431151568214172e-15,1.0,,YSO
2CXO J053523.8-052118,83.84949999999998,-5.355124999999999,5.419557487208779e-17,1.9078746470974322e-17,1.829073194313878e-16,4.206543906594903e-17,3.341312378148737e-16,,,9.512336160505984e-17,1.0,0.997,YSO
2CXO J053523.8-052334,83.84916666666665,-5.392802777777778,2.778732108244592e-15,1.433688876000429e-16,8.867729478258867e-15,2.5729117860821623e-16,1.871211738844288e-14,3.157180961047226,0.1625282553848353,6.723993373447094e-16,1.0,1.0,YSO
2CXO J053523.9-052509,83.84991666666664,-5.419363888888889,1.779641625030925e-16,3.997229367302925e-17,1.1574172933192193e-15,9.50347727484585e-17,4.6949135110189785e-15,3.322532305945692,0.3631598840085391,3.478772059944378e-16,1.0,1.0,YSO
2CXO J053524.0-052313,83.85008333333332,-5.387119444444445,6.980565086129516e-17,2.1362807970462044e-17,8.608413348024197e-16,8.489782480625774e-17,3.699651144844661e-15,,,3.2023687368964773e-16,1.0,1.0,YSO
2CXO J053524.1-045009,83.85058333333332,-4.835838888888889,8.782454819427385e-16,3.824185305528788e-16,4.862000000000001e-16,2.717e-16,1.541441480807438e-15,,,1.2333500225225244e-15,0.458,,YSO
2CXO J053524.1-052132,83.85041666666665,-5.359013888888889,3.341040004565857e-15,1.6739737674983055e-16,3.754591487963171e-15,1.7003800681104008e-16,4.6692527864196406e-15,3.483734421384889,0.2547139737013946,3.450003632190844e-16,1.0,1.0,YSO
2CXO J053524.2-052518,83.85108333333332,-5.421822222222223,3.746828337342511e-15,1.790910412094879e-16,4.0696917824827975e-15,1.7528741563943323e-16,5.428099988584424e-15,3.925085766283355,0.3265066871348521,3.649118629055424e-16,1.0,1.0,YSO
2CXO J053524.2-052957,83.85099999999998,-5.499225,2.868710986667477e-15,1.6498063273565199e-16,2.604761624008147e-15,1.4352399951008766e-16,2.653316609232338e-15,3.4347449985808747,0.2261695050927058,3.0928083446553467e-16,1.0,1.0,YSO
2CXO J053524.3-052232,83.85137499999998,-5.375597222222222,1.1683509357688614e-16,3.2415814219156066e-17,1.3443589371925849e-15,1.0618229916640391e-16,9.765870025302232e-15,2.086138652263283,0.3586329638661772,5.249130130036811e-16,1.0,1.0,YSO
2CXO J053524.4-051659,83.85199999999999,-5.283138888888889,2.865918966654827e-15,1.6456161586549506e-16,6.624318633523573e-15,2.400952202373374e-16,1.4384637034861722e-14,2.1547873073648174,0.1260161961344443,6.929808105027014e-16,1.0,1.0,YSO
2CXO J053524.4-052439,83.85179166666666,-5.411019444444444,8.999823419820786e-16,8.220622651962208e-17,5.118455236075891e-15,2.0010360870503703e-16,1.5868759473313557e-14,3.427978845608029,0.1670339427265106,6.341537147816373e-16,1.0,1.0,YSO
2CXO J053524.4-052631,83.85191666666665,-5.442047222222223,9.340981876069633e-16,8.830254170731492e-17,9.86356777272463e-16,8.775212462221726e-17,1.5402403606013537e-15,,,1.9491345551113184e-16,1.0,1.0,YSO
2CXO J053524.6-051909,83.85279166666665,-5.319205555555556,6.091499653683859e-17,1.9628107136076068e-17,1.1437117557610062e-16,2.901878808479193e-17,3.8658059670931895e-16,,,1.1695856144736883e-16,0.946,0.832,YSO
2CXO J053524.6-052104,83.85254166666665,-5.351138888888888,3.39744889998494e-17,1.2127012860828193e-17,2.724582530605834e-16,4.810759943440928e-17,5.685865125407091e-15,,,4.210465044216405e-16,1.0,1.0,YSO
2CXO J053524.6-052435,83.85287499999998,-5.409869444444444,2.5289294234955123e-16,4.376721667955128e-17,9.387976473721034e-16,8.46031728530194e-17,2.947318928118896e-15,,,2.759190448428625e-16,1.0,1.0,YSO
2CXO J053524.7-051640,83.85299999999998,-5.277980555555556,5.66394772237022e-17,2.113281264848165e-17,3.821717541297335e-16,6.315671505479073e-17,7.446512336212068e-16,,,1.917581630124559e-16,1.0,1.0,YSO
2CXO J053525.0-052258,83.85441666666665,-5.382872222222222,6.737090423294443e-15,2.2760703900894133e-16,2.2825660557073863e-14,4.2557502249010444e-16,6.856581773305583e-14,2.6403936536824086,0.0935054566431752,1.337469213854712e-15,1.0,1.0,YSO
2CXO J053525.0-052346,83.85449999999999,-5.396266666666667,1.5436358343574333e-14,3.712559904468185e-16,1.0360392615327316e-14,2.776961096484186e-16,1.1485319355216483e-14,3.97117038385124,0.1590698668026601,5.157543270545018e-16,1.0,1.0,YSO
2CXO J053525.0-052353,83.85449999999999,-5.398208333333334,9.163026573225369e-16,8.247475320124556e-17,1.4653496785190477e-15,1.0731406833538143e-16,4.3861276995291666e-15,2.7579682684120432,0.1945655687710887,3.3196015334584723e-16,1.0,1.0,YSO
2CXO J053525.2-051535,83.85508333333333,-5.259816666666667,7.154883399124419e-16,1.0258063150139903e-16,1.7289074694202708e-15,1.3443364576949406e-16,1.1353775829327116e-14,,,7.511272937254292e-16,1.0,1.0,YSO
2CXO J053525.3-052411,83.85570833333331,-5.403138888888889,4.0922745716063865e-17,1.3804835439790385e-17,1.9708115855839027e-16,4.0216595743570003e-17,7.387687202224554e-16,,,1.3988774843177936e-16,0.998,0.997,YSO
2CXO J053525.4-052151,83.85595833333332,-5.364252777777778,5.688424900985286e-16,6.614646535835559e-17,5.9977231421673766e-15,2.258418821459085e-16,2.4037473056021492e-14,3.315180961047226,0.1775258679698209,7.987817159302466e-16,1.0,1.0,YSO
2CXO J053525.5-045120,83.85624999999999,-4.855733333333333,1.2421646357670596e-15,4.4360689862889214e-16,2.3944676940543085e-15,6.050959439238507e-16,4.5480000000000005e-15,,,2.099e-15,1.0,,YSO
2CXO J053525.6-053021,83.85704166666666,-5.5058388888888885,1.8335742569366105e-14,4.3940276560080327e-16,1.1822708577648628e-14,2.959295400067166e-16,1.4442497430562164e-14,2.853383076486423,0.1210299811392552,6.4634779272210955e-16,1.0,1.0,YSO
2CXO J053525.7-052309,83.85712499999998,-5.385872222222223,2.544182008725004e-15,1.369054401999953e-16,1.0731173089117694e-14,2.949785528887806e-16,4.118579289369887e-14,2.511595769121606,0.0850026677281985,1.045420394063641e-15,1.0,1.0,YSO
2CXO J053525.7-052641,83.85725,-5.444911111111112,5.230034295181807e-15,2.064969646702296e-16,6.526328108562169e-15,2.2447532035621503e-16,1.0034820172275764e-14,3.0319894228040143,0.1145123770851466,4.829848076699957e-16,1.0,1.0,YSO
2CXO J053526.0-052547,83.85837499999998,-5.429891666666667,6.211613736799649e-15,2.215832446561734e-16,1.0933611679757856e-14,2.9270050627043077e-16,1.8801843746123686e-14,2.5029894228040144,0.1275111152240886,6.824192327288108e-16,1.0,1.0,YSO
2CXO J053526.1-052005,83.85904166666666,-5.334925,8.666938909035979e-15,2.6311558180992083e-16,2.9785686940446687e-14,5.006813506219426e-16,6.990248298241384e-14,3.027595769121606,0.0800028344554775,1.3832449137385537e-15,1.0,1.0,YSO
2CXO J053526.1-052520,83.85912499999998,-5.422316666666667,4.0775146465868005e-16,6.351189024431073e-17,1.7220580410253223e-16,3.6962181534651234e-17,1.9690509700779428e-16,,,5.918973025519206e-17,0.978,0.924,YSO
2CXO J053526.3-044926,83.85966666666666,-4.8240083333333335,1.947669809493505e-15,5.256174664790846e-16,1.0376061165744976e-15,3.7697147480861206e-16,2.0227226954734346e-15,,,1.0631793880083246e-15,0.999,,YSO
2CXO J053526.3-052500,83.85999999999999,-5.416816666666667,5.256479000476619e-15,2.129894376900479e-16,3.1902545212635364e-15,1.5246665219956358e-16,3.4676081647664888e-15,3.414553460337663,0.2011364612152011,2.933370194693533e-16,1.0,1.0,YSO
2CXO J053526.3-052539,83.85979166666665,-5.4277750000000005,2.3432999418858992e-14,4.22271819908224e-16,4.219784503902216e-14,5.556713998990587e-16,9.585677520460369e-14,2.8335957691216063,0.0850026677281985,1.5537087048044662e-15,1.0,1.0,YSO
2CXO J053526.5-051918,83.86045833333331,-5.321822222222222,7.10353474265969e-17,2.351325657408655e-17,1.0528774989302651e-16,2.7441124598859428e-17,4.804629748536215e-15,,,4.1321169340573884e-16,1.0,1.0,YSO
2CXO J053526.7-051902,83.86141666666666,-5.317386111111111,6.034503036231597e-17,2.424934992911005e-17,1.9278390834083726e-16,4.6151133224084715e-17,4.3863214286921718e-16,,,1.3410465948165444e-16,,0.879,YSO
2CXO J053527.0-051544,83.86270833333332,-5.262275,2.8431789961995225e-15,1.805661559469693e-16,4.017549796440211e-15,1.9505637351424743e-16,3.540446256504993e-15,2.807978845608029,0.1580358757458675,3.602904568188128e-16,1.0,1.0,YSO
2CXO J053527.2-052336,83.86375,-5.393436111111112,1.9261419203791046e-14,3.934734510167929e-16,3.8615221156601883e-14,5.527661232048514e-16,8.294491091263314e-14,2.8435957691216056,0.0770029448846634,1.464287492325388e-15,1.0,1.0,YSO
2CXO J053527.5-052725,83.86458333333331,-5.457172222222223,5.697505662288e-15,2.228307799592737e-16,4.2820952962635816e-15,1.8131311024049072e-16,6.020116473227019e-15,3.54634076770248,0.2571728797880207,4.1407746722546544e-16,1.0,1.0,YSO
2CXO J053527.7-052118,83.86566666666666,-5.355180555555555,1.0573591739442878e-16,3.962015763696333e-17,9.421740915784822e-16,8.797941580683431e-17,9.917795132627014e-15,2.818553460337663,0.3290833876545184,5.139331146653265e-16,1.0,1.0,YSO
2CXO J053527.8-052802,83.86624999999998,-5.467238888888889,1.1244404461470054e-14,3.378098287233652e-16,6.0836703331904095e-15,2.1656529122058784e-16,6.024118799553711e-15,2.635585191925621,0.1145242578284356,4.03275005325388e-16,1.0,1.0,YSO
2CXO J053527.9-051859,83.86641666666665,-5.316652777777778,1.9301063365111682e-16,4.6773167016799963e-17,2.3291419835634538e-15,1.5265817190299207e-16,1.7128592796653342e-14,3.446298458918537,0.5152535570420308,7.885591649449973e-16,1.0,1.0,YSO
2CXO J053528.0-051719,83.86679166666664,-5.288763888888889,3.1894500721915386e-15,1.9296815824737976e-16,1.1673698839567917e-15,1.0425686222538462e-16,1.318308221296493e-15,3.488458265573792,0.3801699801954935,2.863495962992425e-16,1.0,1.0,YSO
2CXO J053528.1-051856,83.86716666666665,-5.315775,4.75526580363442e-16,7.362355383245883e-17,7.323944608311398e-15,2.555194543460517e-16,4.599581802399819e-14,2.863978845608029,0.2300246465550232,1.1590447968794198e-15,1.0,1.0,YSO
2CXO J053528.1-052134,83.86733333333332,-5.359588888888888,7.458287962962427e-17,2.7191073537365488e-17,1.3973162617125488e-16,3.959386199249169e-17,5.860752702010698e-16,,,1.7461687836912184e-16,0.104,0.6,YSO
2CXO J053528.1-052306,83.86720833333332,-5.385047222222223,6.459871116664458e-16,6.855199000110857e-17,2.583260298050956e-15,1.4281442477236848e-16,5.034272007271435e-15,3.158766152972846,0.2090694270769256,3.527159224981438e-16,1.0,1.0,YSO
2CXO J053528.2-052457,83.86754166666664,-5.416088888888889,3.035440728111048e-15,1.5628008815615271e-16,1.401049985478026e-14,3.4255332876591113e-16,4.769300053642807e-14,2.4133936536824088,0.098505179671166,1.1221871182344446e-15,1.0,1.0,YSO
2CXO J053528.3-052503,83.86824999999997,-5.417547222222223,2.0218974613463523e-14,4.167828179008047e-16,1.4557966928603576e-14,3.266438446098694e-16,1.914604201916352e-14,3.5695851919256203,0.1055263267206528,6.640902144399485e-16,1.0,1.0,YSO
2CXO J053528.4-051901,83.86837499999999,-5.317147222222222,1.233896631643441e-15,1.3263013082833723e-16,8.539283978521498e-16,1.0141328310003083e-16,1.1328528805627161e-15,1.1492878817225518,0.1704368946543542,2.883896144423362e-16,1.0,0.641,YSO
2CXO J053528.6-044726,83.86933333333332,-4.790772222222222,1.250680846175679e-15,4.692000193316667e-16,9.30790135908972e-16,4.0522858615855183e-16,3.331202115439197e-15,,,1.2495000453702385e-15,0.917,,YSO
2CXO J053528.6-044816,83.86949999999999,-4.804591666666666,1.4433731704923836e-16,1.0904837874552584e-16,6.594404230878396e-16,3.685000061536079e-16,5.819e-15,,,1.7990000000000002e-15,0.361,,YSO
2CXO J053528.9-051617,83.87058333333331,-5.271613888888889,4.795021765747072e-15,2.41171744255777e-16,6.104820286104621e-15,2.2925169895547886e-16,1.4589393338983174e-14,2.51551115155372,0.325307550975294,7.284233398239189e-16,1.0,1.0,YSO
2CXO J053529.1-051817,83.87145833333332,-5.304938888888889,1.2679090338606952e-16,3.977827433535407e-17,1.8039075771694047e-16,4.2044775802280863e-17,6.079090005879772e-16,,,1.5619870195302494e-16,,0.669,YSO
2CXO J053529.1-052910,83.87129166666665,-5.486233333333334,1.1452891846110148e-14,3.2833607292846043e-16,1.5538554344853152e-14,3.5811285652531067e-16,2.1700805906570424e-14,3.06358519192562,0.1245223097728033,7.684664084979184e-16,1.0,1.0,YSO
2CXO J053529.3-052546,83.87224999999998,-5.429488888888889,1.5286997119131513e-14,3.752529709237307e-16,8.314168927274337e-15,2.495145705134245e-16,1.0073886716224987e-14,3.5081809610472257,0.1245368772630751,5.048227091211332e-16,1.0,1.0,YSO
2CXO J053529.4-051845,83.87274999999998,-5.312625,4.414690585275977e-17,7.032999530135356e-18,3.482884778867716e-15,1.77068668785465e-16,2.0465936732100406e-14,2.824351344898466,0.2806068925390421,7.841983565321515e-16,1.0,1.0,YSO
2CXO J053529.4-052536,83.87283333333332,-5.426927777777778,1.341827571559649e-16,3.250343561279715e-17,1.9603790501945078e-16,3.7959124478591293e-17,2.044620251476699e-16,,,6.936582937819457e-17,0.995,0.994,YSO
2CXO J053529.8-051852,83.87449999999998,-5.314672222222222,4.518790595939088e-17,1.7235904810300506e-17,3.109969893162414e-16,5.935987612711775e-17,7.929407335816924e-16,,,1.7628035869681092e-16,0.998,1.0,YSO
2CXO J053529.8-052348,83.87441666666665,-5.39671388888889,4.2464591945993685e-16,6.05297713100668e-17,4.399524124521327e-16,5.716998743727559e-17,2.744045783414485e-16,,,7.980426258742103e-17,1.0,0.996,YSO
2CXO J053529.8-052355,83.87437499999999,-5.398644444444445,3.1857209534679793e-16,4.805710210627242e-17,4.644143926892535e-16,5.835737071532854e-17,2.833997780415185e-16,,,7.680986987198345e-17,0.966,0.93,YSO
2CXO J053529.8-062658,83.87437499999999,-6.449511111111112,7.978845608028655e-18,6.028102749890869e-18,7.978845608028655e-18,6.028102749890869e-18,2.452e-14,,,6.72e-15,,,YSO
2CXO J053530.4-051933,83.87691666666665,-5.326030555555556,1.0630802897223203e-16,3.890732729929047e-17,1.250191187462715e-16,3.3419848613837904e-17,4.0879205506627054e-16,,,1.1960007124129196e-16,,0.908,YSO
2CXO J053530.4-052830,83.877,-5.475136111111111,2.652618585624816e-16,5.664798129258886e-17,5.683545177368579e-16,7.065810401906541e-17,5.648185869566914e-16,,,1.4712969074725803e-16,1.0,1.0,YSO
2CXO J053530.4-062707,83.87670833333333,-6.451980555555556,1.2206114051724902e-15,4.4322553219621117e-16,3.016441480807437e-16,2.298350012086129e-16,7.978845608028655e-18,,,6.028102749890869e-18,,,YSO
2CXO J053530.6-052138,83.87754166666666,-5.360797222222222,5.181291209372744e-17,1.714591227936347e-17,2.597027158800025e-16,4.786378610623184e-17,1.1547215512651144e-15,,,1.938051524220277e-16,0.981,0.997,YSO
2CXO J053530.6-052510,83.87787499999997,-5.419700000000001,1.597818060417248e-15,1.183288266916956e-16,1.2720755920379913e-15,9.77001400815878e-17,1.66636180024088e-15,3.631319613310509,0.3142605941709861,2.0544682132310443e-16,1.0,1.0,YSO
2CXO J053530.7-051806,83.87791666666666,-5.3019,9.033017397424503e-15,2.912871054749613e-16,1.2753469576170835e-14,3.228981026530661e-16,2.234244057510641e-14,2.8219894228040143,0.1165121646253762,8.154275021737437e-16,1.0,1.0,YSO
2CXO J053530.8-053036,83.87837499999998,-5.51005,1.4357227929127006e-14,4.1938224536287006e-16,5.581006331026691e-15,2.1916475908859554e-16,6.475019246811258e-15,3.7667449985808745,0.2291672861336878,5.012567384527399e-16,1.0,1.0,YSO
2CXO J053531.2-051855,83.88029166666665,-5.315427777777778,4.181452802514846e-14,6.922670213882035e-16,1.9613132321288865e-14,4.027075509660376e-16,2.853153051901203e-14,3.3417767301688315,0.1355506141909492,8.950305005465678e-16,1.0,1.0,YSO
2CXO J053531.2-052339,83.88016666666665,-5.394383333333334,5.665657696054216e-15,2.121057437734774e-16,1.0819106616682578e-14,2.939003350008733e-16,2.066960232390616e-14,2.8955746147296346,0.179045599646512,7.2712486014536565e-16,1.0,1.0,YSO
2CXO J053531.3-051953,83.88045833333332,-5.331402777777778,4.108981033855293e-17,1.638775473174425e-17,4.566710051634527e-16,6.443371729385174e-17,7.464023730437021e-15,3.970799033276272,0.703227919350748,4.881875206223915e-16,0.999,1.0,YSO
2CXO J053531.4-052516,83.88099999999999,-5.421111111111111,7.900009662657024e-14,8.351069666931773e-16,6.940361162054578e-14,7.29292087383069e-16,1.0784555090086169e-13,3.095595769121606,0.0630035992694903,1.6321021413322485e-15,1.0,1.0,YSO
2CXO J053531.4-052816,83.88091666666665,-5.471163888888889,8.121888588453217e-16,8.58041423487664e-17,9.693206307436273e-16,8.734246138510634e-17,1.6566879622684497e-15,2.6724794199657635,0.4119473538688866,2.4227956588170347e-16,1.0,1.0,YSO
