name,ra,dec,Fcsc_s,e_Fcsc_s,Fcsc_m,e_Fcsc_m,Fcsc_h,powlaw_gamma_mean,e_powlaw_gamma_mean,e_Fcsc_h,var_intra_prob,var_inter_prob,Class
2CXO J060934.4+242022,92.393625,24.33945,4.992936650858357e-16,2.2024586803549822e-16,7.978845608028655e-18,6.028102749890869e-18,7.978845608028655e-18,,,6.028102749890869e-18,,,LM-STAR
2CXO J060934.7+242216,92.39475,24.37113888888889,1.2576740702726702e-15,4.450358655781735e-16,3.023140844758874e-16,1.3014600648900176e-16,1.0143035523054271e-15,,,7.887063780828766e-16,0.207,0.201,LM-STAR
2CXO J060937.9+242333,92.40825,24.392758333333333,1.589953872192163e-15,3.7808001684821957e-16,9.038688320624394e-16,2.37606745277751e-16,9.434523965315336e-16,,,4.481371044672716e-16,0.666,0.125,LM-STAR
2CXO J060940.6+241926,92.41916666666668,24.32402777777778,4.947531834026263e-15,6.068324548801624e-16,1.856509195818073e-15,3.2451662704413564e-16,1.5498923042963388e-15,,,4.747096756120348e-16,0.973,0.991,LM-STAR
2CXO J061254.9+175920,93.22879166666664,17.98913888888889,2.5683904012244243e-16,1.9404462751898712e-16,4.2976898151700084e-16,2.823876818045085e-16,1.3804316693005205e-15,,,7.642452873559678e-16,,,HM-STAR
2CXO J061259.3+175721,93.24745833333331,17.956002777777776,1.394358630471064e-15,5.261449740077659e-16,1.8662519877179023e-16,1.4099732331994746e-16,7.978845608028655e-18,,,6.028102749890869e-18,,,LM-STAR
2CXO J061523.3+122232,93.84745833333332,12.375655555555555,2.779e-13,1.99e-14,8.802797884560805e-14,8.495000667335041e-15,5.023e-14,4.802575763445104,0.502269788298757,1.182e-14,0.995,,LM-STAR
2CXO J061729.5+224452,94.37324999999998,22.747833333333336,2.3949405761201323e-14,1.7523545611201988e-15,2.0127414340020656e-14,1.3982991069790566e-15,3.2269260873374305e-14,2.9737449985808744,0.2311658388124844,3.0347147029275254e-15,0.542,1.0,LM-STAR
2CXO J061754.3+222432,94.4765,22.40900555555556,1.935797884560803e-15,5.485001033548012e-16,1.3335316167164102e-15,4.15281280642799e-16,3.668673210571575e-16,,,2.771721644399822e-16,0.332,,HM-STAR
2CXO J061755.0+224214,94.47954166666663,22.70416388888889,4.633510002838251e-15,9.09168620298522e-16,7.073797884560803e-15,1.0085000562123075e-15,1.733202115439197e-14,2.6069365368240858,0.3021688968190955,2.78500203555092e-15,0.799,,LM-STAR
2CXO J061756.9+781607,94.48725,78.26877777777777,4.07316495903476e-14,2.763360696271885e-15,3.953745360634752e-14,2.981433282819409e-15,1.4058335163652578e-13,1.28758519192562,0.11152491036156,1.2216501245673455e-14,0.748,0.94,AGN
2CXO J061757.2+222714,94.48874999999998,22.45405,1.4689999999999998e-15,3.5599999999999997e-16,3.053605197602121e-16,1.9087794646217758e-16,7.978845608028655e-18,,,6.028102749890869e-18,,,LM-STAR
2CXO J061805.5+224506,94.52304166666666,22.751741666666668,3.492690963885477e-15,8.056301198694674e-16,3.8256909638854775e-15,7.506396539225014e-16,6.6168284674332905e-15,,,1.7843706080786868e-15,0.53,,LM-STAR
2CXO J062240.4-002113,95.668625,-0.3537694444444444,6.424077963377877e-16,1.6165339695049074e-16,1.116657576618012e-15,2.4999482849651973e-16,7.503031042071572e-15,,,1.4522736967251609e-15,0.362,0.048,AGN
2CXO J062652.7+820440,96.71995833333334,82.07800833333333,2.1467978845608026e-15,4.4950012611814425e-16,1.8672550014191257e-15,4.850790090633479e-16,5.9564030821629254e-15,,,1.5803306338161837e-15,0.72,,AGN
2CXO J062917.7+820534,97.32391666666663,82.09279444444444,2.1160317315879566e-14,2.6454821970903025e-15,1.447e-14,1.5599999999999993e-15,4.614e-14,1.7805111515537204,0.1885311717503065,5.360000000000002e-15,0.837,,AGN
2CXO J063005.3+054540,97.52208333333331,5.761341666666667,1.6567978845608032e-13,1.515003741917083e-14,8.3321480807438e-14,1.1612392359524368e-14,2.0540423087839432e-13,2.5909259596281,0.2487793013472981,3.110729047844782e-14,0.943,,LM-STAR
2CXO J063049.4-283443,97.70591666666664,-28.578622222222226,2.149e-14,2.2900000000000005e-15,1.0049041160068474e-14,1.8573966968416604e-15,1.1769678089258552e-14,2.8315651862491182,0.3614376955778948,4.103705643501559e-15,0.324,,NS
2CXO J063144.1+041606,97.93408333333332,4.268352777777777,2.02931846459504e-15,1.0371714228582732e-15,1.7586383076486421e-15,8.116000447038835e-16,7.978845608028655e-18,,,6.028102749890869e-18,,,LM-STAR
2CXO J063214.1+045628,98.05908333333332,4.941119444444444,2.3560251654570272e-14,1.5088131597379617e-15,7.951902355990293e-15,7.860049729436006e-16,7.994644785485921e-15,4.338874222363641,0.4877642109447251,1.4055746318885764e-15,1.0,0.683,LM-STAR
2CXO J063217.8+043828,98.07445833333333,4.641280555555555,3.7260528859799295e-14,4.255832617035946e-15,1.0289041160068472e-14,1.9973688916768258e-15,1.2116808461756789e-15,,,1.1512000078790984e-15,0.708,,LM-STAR
2CXO J063310.3+052738,98.29295833333332,5.460677777777778,5.2940000000000004e-15,1.985e-15,6.20079259596281e-16,5.930250117103644e-16,7.978845608028655e-18,,,6.028102749890869e-18,,,LM-STAR
2CXO J063335.4+173927,98.39762499999998,17.657630555555553,1.148920678711589e-15,2.119262022567836e-16,2.683641820941093e-15,2.2981436672146675e-16,3.647288110171851e-15,3.037915382432115,0.3452628105721956,5.829480166438758e-16,0.973,1.0,LM-STAR
2CXO J063344.6+174313,98.43595833333332,17.720366666666663,3.83738771441462e-16,1.0205138808448443e-16,1.6471827138111347e-16,5.663315991832444e-17,3.4096343687357364e-16,,,1.253102389980677e-16,0.581,0.325,LM-STAR
2CXO J063349.1+174731,98.45479166666664,17.791969444444447,1.4614683762608241e-15,1.6141361055900684e-16,5.063211392078874e-16,7.438000331961599e-17,3.0736922908497267e-16,,,9.713790103632674e-17,0.815,0.999,LM-STAR
2CXO J063354.8+175150,98.47845833333332,17.86391388888889,4.580210149166264e-16,1.0741638778528983e-16,1.430320369759071e-16,4.72872332936056e-17,3.305740553400452e-16,,,1.2629916056468875e-16,,0.889,LM-STAR
2CXO J063357.1+174049,98.48816666666666,17.68028888888889,1.886413018606348e-15,2.3070316748278504e-16,4.65762807289292e-16,7.467577024818058e-17,6.003005615959185e-16,,,1.4735073012396356e-16,1.0,1.0,LM-STAR
2CXO J063441.5+041655,98.67295833333333,4.282077777777777,7.560786158649347e-15,1.5352859722158557e-15,8.988423087839425e-16,3.762602717415871e-16,7.978845608028655e-18,,,6.028102749890869e-18,,,LM-STAR
2CXO J063510.8+034502,98.795,3.750780555555556,1.1649891930609204e-14,2.2294842930720623e-15,1.9672761558110967e-15,6.241177298995853e-16,1.899983215233646e-15,,,1.3140477453135049e-15,0.881,,LM-STAR
2CXO J063530.9+033540,98.87904166666664,3.594597222222222,3.459202115439197e-14,4.885001160493492e-15,2.41e-14,2.46e-15,4.725202115439197e-14,2.256149229459269,0.242134894245163,6.745000840476058e-15,0.787,,LM-STAR
2CXO J064037.9-432121,100.15825,-43.35590833333333,1.1550579907834462e-14,1.1253611649645386e-14,2.854830958552653e-15,2.1568551639109533e-15,1.2567978845608028e-12,1.8848519192562003,0.8013467184155676,9.650058746053125e-14,0.13,,AGN
2CXO J064451.5+001734,101.215,0.29305,1.3478587759152841e-15,3.639779614835844e-16,2.3183033024952696e-16,1.2772618960170255e-16,1.236441480807438e-15,,,1.0413500266751385e-15,0.873,,LM-STAR
2CXO J064457.7+001840,101.24045833333332,0.3111777777777778,3.2342867007072802e-15,5.729456090043876e-16,9.22973031873729e-16,2.236406994578172e-16,3.0293832513283723e-16,,,2.1524076628625268e-16,0.413,0.996,LM-STAR
2CXO J064504.0+001509,101.26670833333333,0.2526972222222222,1.0888194266111813e-15,3.230508977028986e-16,6.990573184198387e-16,1.970945567582713e-16,1.2027123480205418e-15,,,6.322048908775129e-16,0.562,,LM-STAR
2CXO J064511.7+001431,101.29879166666666,0.2420666666666666,1.0045053960725977e-15,2.8914929371513023e-16,1.5154108400409771e-16,7.921925760541834e-17,7.978845608028655e-18,,,6.028102749890869e-18,,,LM-STAR
2CXO J065111.5+412827,102.79829166666664,41.47430555555556,5.273114574719773e-15,4.550863926134627e-16,1.9024217848314488e-15,2.795180872255271e-16,4.99221943658348e-15,,,1.053501780601935e-15,1.0,1.0,LM-STAR
2CXO J065125.7+405045,102.85720833333332,40.84600555555556,1.978159576912161e-15,1.1989000018914045e-15,8.332e-16,6.348e-16,7.978845608028655e-18,,,6.028102749890869e-18,,,LM-STAR
2CXO J065212.3+742537,103.05154166666668,74.4269888888889,4.781e-14,1.859999999999998e-15,6.36e-14,2.2399999999999985e-15,1.7897978845608028e-12,-0.1557978845608028,0.0125045343866788,3.150179963474521e-14,0.652,,AGN
2CXO J065817.2-071235,104.57204166666666,-7.209808333333333,2.9826698094935054e-14,5.916043619412317e-15,1.7850211543919719e-13,1.5703610420143275e-14,1.5137978845608028e-12,1.5535746147296343,0.1630500743721973,8.750064788461642e-14,0.844,,HMXB
2CXO J065955.8+141513,104.982875,14.253702777777775,4.54224327550767e-15,2.027869745203188e-15,1.9936010577195985e-15,1.5152500093532608e-15,7.978845608028655e-18,,,6.028102749890869e-18,,,LM-STAR
2CXO J070355.4-113421,105.98104166666666,-11.572752777777778,1.7346960715892302e-15,4.577413470077545e-16,6.1430953282473e-16,2.2946616839133286e-16,2.397239365368241e-15,,,2.168850002352449e-15,0.775,,LM-STAR
2CXO J070925.7+744625,107.357125,74.77366388888889,3.968924810912631e-15,8.567303698202769e-16,2.81453552685584e-16,2.7172571945303034e-16,7.978845608028655e-18,,,6.028102749890869e-18,,,LM-STAR
2CXO J071610.6+471241,109.04441666666666,47.21148055555556,5.2307978845608026e-15,5.195001091243653e-16,6.790243275507671e-16,2.0078734281598624e-16,1.5231616265726702e-16,9.928048052361287,1.9608632017801664,1.150764814954167e-16,0.197,,LM-STAR
2CXO J071736.9+374230,109.40379166666663,37.70850555555556,1.5571885236626495e-14,9.980945106846543e-16,4.47825100924474e-15,3.861936156831479e-16,3.150344593741912e-15,3.386311333545462,0.3629329584464513,5.820049317142639e-16,0.925,0.999,LM-STAR
2CXO J071826.4-245453,109.61004166666665,-24.915,7.24351000283825e-15,8.671767871290826e-16,4.798e-15,6.129999999999999e-16,1.0828404230878396e-14,2.521936536824086,0.2492048197865948,1.70100013331008e-15,0.378,,YSO
2CXO J071826.8-245803,109.61179166666663,-24.967566666666663,3.4207978845608028e-15,5.835000971552856e-16,1.549042308783943e-15,3.470653426821137e-16,3.5968636000993176e-16,,,2.717468719650804e-16,0.936,,YSO
2CXO J071827.9-245828,109.61633333333332,-24.97453611111111,6.051000000000001e-15,8.170000000000003e-16,2.3020000000000003e-15,4.26e-16,4.818126926351828e-15,,,1.1571763775758114e-15,1.0,,YSO
2CXO J071830.0-245944,109.62508333333332,-24.995622222222224,1.57e-15,3.639999999999999e-16,8.047808461756789e-16,2.5210003597944293e-16,1.1647180961047229e-15,,,9.31550049293104e-16,0.213,,YSO
2CXO J071831.7-245740,109.63245833333332,-24.961288888888888,2.562797884560803e-15,5.185001093348271e-16,9.900742701149936e-16,2.67155695254546e-16,1.213680846175679e-15,,,5.492000165156921e-16,0.886,,YSO
2CXO J071831.8-245652,109.63258333333332,-24.94802222222222,2.38865923229752e-15,4.680949584202587e-16,1.1758404230878397e-15,2.8510000795371634e-16,7.828922513481695e-16,,,4.498268940860209e-16,0.167,,YSO
2CXO J071834.2-245529,109.642625,-24.92488055555556,1.7524571168583228e-15,4.5759032352743655e-16,4.850999999999999e-16,1.819e-16,2.993662872132351e-16,,,2.261744151759054e-16,0.944,,YSO
2CXO J071836.3-245840,109.65133333333333,-24.97796111111111,7.796519431318767e-16,2.718975438022611e-16,2.6217650042573767e-16,1.4612360539299992e-16,7.978845608028655e-18,,,6.028102749890869e-18,,,YSO
2CXO J071837.6-245453,109.65674999999996,-24.914844444444444,3.4820740403719e-15,5.896177921152392e-16,1.154239135625147e-15,3.013143987314698e-16,8.242808461756789e-16,,,4.496000201744173e-16,0.611,,YSO
2CXO J071838.6-245855,109.66120833333332,-24.982016666666667,7.773530008514752e-16,2.710509033598608e-16,3.782169235135771e-16,1.723210559814687e-16,1.5207679728902616e-16,,,1.1489563841291998e-16,0.56,,YSO
2CXO J071838.6-250107,109.66112499999998,-25.01883611111111,1.2922071742940962e-15,3.822237634598341e-16,2.563743849865405e-16,1.3092002406708351e-16,3.019993062638845e-16,,,2.281636890833694e-16,0.412,,YSO
2CXO J071839.3-245409,109.66379166666664,-24.902513888888887,6.680275007095626e-16,2.2834196123023437e-16,3.824211543919713e-16,1.7523235438343922e-16,1.3372545239056023e-16,,,1.0103100208817098e-16,0.996,,YSO
2CXO J071839.3-250218,109.66399999999996,-25.03841666666667,2.279797884560803e-15,4.555001244568739e-16,7.559212692635183e-16,2.519000810180138e-16,3.140473631320078e-16,,,2.3726612423570463e-16,0.752,,YSO
2CXO J071839.8-245455,109.66620833333332,-24.915352777777777,1.0802338470271541e-15,3.1804563405001155e-16,2.898e-16,1.3429999999999998e-16,4.95517751490082e-16,,,3.948570167159907e-16,0.791,,YSO
2CXO J071846.6-245841,109.69433333333332,-24.97830555555556,4.341e-15,6.77e-16,2.155797884560803e-15,4.025001408449786e-16,2.115797884560803e-15,,,6.785000835521155e-16,0.993,,YSO
2CXO J071847.5-245833,109.69825,-24.975941666666664,1.2826380779055485e-15,3.43053545665619e-16,8.535797884560803e-16,2.3645000239755184e-16,5.911202115439197e-16,,,3.477500016301973e-16,0.591,,YSO
2CXO J071848.1-245513,109.70083333333332,-24.92048888888889,7.155e-15,8.23e-16,5.085e-15,6.150000000000003e-16,8.922787307364816e-15,2.6643301905064947,0.2797207912685286,1.579001292490983e-15,0.888,,YSO
2CXO J071849.4-245625,109.70583333333332,-24.94042777777777,3.855000000000001e-15,6.82e-16,5.280424236554896e-16,1.8413459588675007e-16,3.305e-15,,,1.003e-15,0.996,,YSO
2CXO J071849.4-245637,109.70616666666666,-24.94378611111112,8.445710969561978e-16,2.630965656054618e-16,6.245434813750882e-16,2.1668223756885702e-16,2.404824066259836e-16,,,1.8168701688171079e-16,0.954,,YSO
2CXO J071850.8-245703,109.71195833333331,-24.95093333333333,1.8488190389527745e-14,1.3753339157614865e-15,1.0536914233716644e-14,8.871863483754557e-16,2.083e-14,2.77375557577686,0.2176149137361359,2.4400000000000002e-15,1.0,,YSO
2CXO J071853.1-245756,109.72149999999998,-24.96558611111111,2.0420528859799285e-15,4.435798830450613e-16,8.969989422804014e-16,2.501500566561136e-16,8.094797884560803e-16,,,4.285500013228354e-16,0.573,,YSO
2CXO J071901.8-250324,109.75754166666664,-25.05692777777778,1.6730000000000002e-14,1.5499999999999988e-15,9.257404230878395e-15,8.72000260046355e-16,1.3262021154391971e-14,2.867947114020072,0.2326523428686464,2.045002772130826e-15,1.0,,YSO
2CXO J072608.1-261238,111.53391666666666,-26.21076111111111,2.6346169235135773e-13,1.440251934022949e-14,3.881e-15,1.317e-15,1.7545481492055013e-15,6.745939982970494,0.5021134183415639,1.3255797947010022e-15,,,NS
2CXO J072742.9+241854,111.92895833333333,24.31512777777778,1.7422444242231402e-14,3.825653547831871e-15,6.45465808358205e-15,2.123397407766168e-15,2.2486010577195985e-15,,,1.7802500079609765e-15,0.562,,LM-STAR
2CXO J072910.3+333634,112.29308333333331,33.60953333333333,2.703998621541437e-15,2.4027002292994352e-15,7.978845608028655e-18,6.028102749890869e-18,4.4832538527036564e-14,,,2.229366204838924e-14,,,AGN
2CXO J072916.3-144837,112.31829166666664,-14.810383333333334,9.1943702018595e-15,3.1440522450288962e-15,2.4606808461756803e-15,1.8702000048499724e-15,7.978845608028655e-18,,,6.028102749890869e-18,,,NS
2CXO J073445.6-155919,113.69041666666664,-15.988758333333331,6.907062314460445e-15,2.0284297706304933e-15,5.590777117545678e-16,4.223891596848532e-16,1.2175718397851725e-15,,,9.198884796333466e-16,0.743,,NS
2CXO J073502.3+265911,113.759625,26.98655555555556,1.543e-14,4.27e-15,1.5420528859799284e-14,4.615767678753668e-15,2.1822021154391973e-14,,,1.0365000546937891e-14,0.913,,AGN
2CXO J073733.0+392037,114.38754166666666,39.343719444444446,6.816e-14,1.6780000000000002e-14,5.4357978845608037e-14,1.4605000388155517e-14,1.4867978845608034e-13,,,3.935001440663367e-14,0.449,,AGN
2CXO J073739.9+384413,114.41658333333334,38.73700555555556,1.259e-15,7.630000000000003e-16,8.375000000000001e-16,6.365e-16,5.172797884560804e-15,,,2.890500019612563e-15,0.68,,AGN
