_rs_unwise,_q,_r_unwise,objID_unwise,RAJ2000_unwise,DEJ2000_unwise,XposW1_unwise,XposW2_unwise,YposW1_unwise,YposW2_unwise,FW1_unwise,FW2_unwise,e_XposW1_unwise,e_XposW2_unwise,e_YposW1_unwise,e_YposW2_unwise,e_FW1_unwise,e_FW2_unwise,q_W1_unwise,q_W2_unwise,rchi2W1_unwise,rchi2W2_unwise,fFW1_unwise,fFW2_unwise,FW1lbs_unwise,FW2lbs_unwise,e_FW1lbs_unwise,e_FW2lbs_unwise,fwhmW1_unwise,fwhmW2_unwise,SpModW1_unwise,SpModW2_unwise,e_SpModW1_unwise,e_SpModW2_unwise,skyW1_unwise,skyW2_unwise,RAW1deg_unwise,RAW2deg_unwise,DEW1deg_unwise,DEW2deg_unwise,coaddID_unwise,detIDW1_unwise,detIDW2_unwise,nmW1_unwise,nmW2_unwise,PrimW1_unwise,PrimW2_unwise,FlagsW1_unwise,FlagsW2_unwise,f_FlagsW1_unwise,f_FlagsW2_unwise,Prim_unwise
[0.227],173.0,0.227,1670m591o0033949,166.1259925,-58.8630639,1281.445,1281.451,1642.362,1642.373,163300.0,157040.0,0.0,0.001,0.0,0.001,64.611,130.12,1.0,1.0,794.4,112.1,0.9947,0.9938,163410.0,157000.0,65.923,132.65,2.6355,2.8556,0.0012933,0.000584006,2.47002e-05,4.5e-05,-13.397,40.846,166.1259925,166.1259761,-58.8630639,-58.8630596,1670m591,1670m591w1o0034610,1670m591w2o0029881,201.0,189.0,1.0,1.0,1.0,0.0,8.0,0.0,1.0
"[0.887, 8.786, 9.146, 9.802]",174.0,0.887,1670m591o0097898,166.3175649,-58.9337464,1190.504,1190.537,1511.685,1511.719,1470.9,1690.6,0.012,0.031,0.011,0.029,10.576,28.454,1.0,1.0,16.8,3.455,0.5735,0.5919,1475.7,1692.0,10.807,29.193,2.6352,2.8551,0.00275862,0.00217617,0.000282852,0.000654,-65.831,-52.811,166.3175649,166.3175151,-58.9337464,-58.9337211,1670m591,1670m591w1o0104566,1670m591w2o0090018,200.0,201.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0
"[4.068, 6.49, 8.859]",175.0,4.068,1670m591o0173708,166.1242794,-58.8483923,1300.635,0.0,1643.785,0.0,416.33,0.0,0.041,0.0,0.04,0.0,9.5467,0.0,1.0,0.0,50.39,0.0,0.3294,0.0,471.18,0.0,9.7765,0.0,2.6332,0.0,0.00571531,0.0,0.000835188,0.0,-20.759,0.0,166.1242794,0.0,-58.8483923,0.0,1670m591,1670m591w1o0153049,,207.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
"[0.241, 6.838]",176.0,0.241,1670m591o0101420,166.1265413,-58.8300776,1324.63,1324.653,1642.581,1642.569,4473.3,4930.1,0.006,0.014,0.006,0.014,16.347,40.225,1.0,1.0,75.07,9.789,0.4554,0.4145,4433.4,4904.2,16.65,41.166,2.636,2.8556,0.00330615,0.00214714,0.000150053,0.000325,-23.032,21.576,166.1265413,166.1265587,-58.8300776,-58.8300604,1670m591,1670m591w1o0108650,1670m591w2o0093443,199.0,192.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0
"[1.143, 6.167, 6.581, 8.743, 9.136]",177.0,1.143,1670m591o0134435,166.4025013,-58.9130525,1218.177,1218.055,1454.567,1455.078,1187.9,1377.9,0.016,0.038,0.016,0.038,10.839,28.804,1.0,1.0,49.84,4.484,0.3568,0.3615,1231.7,1431.3,11.066,29.567,2.6346,2.8506,0.003371,0.00109315,0.000334881,0.000803,-69.157,-69.066,166.4025013,166.4017447,-58.9130525,-58.9131416,1670m591,1670m591w1o0151601,1670m591w2o0090736,206.0,199.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0
"[0.185, 5.388, 8.114]",178.0,0.185,1670m591o0035951,166.1532327,-58.7993223,1365.134,1365.115,1625.031,1625.07,19490.0,18301.0,0.002,0.005,0.002,0.005,25.901,55.884,1.0,1.0,49.82,12.35,0.8749,0.8343,19484.0,18325.0,26.335,57.018,2.6295,2.8508,0.00020355,-0.000147581,6.80996e-05,0.000142,-33.89,1.4352,166.1532327,166.1531754,-58.7993223,-58.7993361,1670m591,1670m591w1o0036654,1670m591w2o0031648,203.0,190.0,1.0,1.0,0.0,128.0,0.0,0.0,1.0
"[0.727, 6.251, 7.481, 8.647]",179.0,0.727,1670m591o0103239,166.3723473,-58.7748779,1398.858,1399.153,1476.758,1476.904,3605.1,3265.7,0.007,0.021,0.007,0.019,15.662,36.563,1.0,1.0,51.46,14.49,0.4395,0.4151,3628.4,3258.4,15.903,37.33,2.6319,2.8512,0.00393415,0.00524235,0.0001748,0.000442,-64.241,-37.603,166.3723473,166.3721364,-58.7748779,-58.7746515,1670m591,1670m591w1o0110713,1670m591w2o0095229,190.0,188.0,1.0,1.0,32.0,32.0,0.0,0.0,1.0
"[1.64, 9.826]",180.0,1.64,1670m591o0099733,166.4458394,-58.8822553,1258.762,1258.542,1425.633,1425.937,845.93,575.34,0.019,0.083,0.018,0.079,9.1096,25.298,1.0,1.0,24.05,4.831,0.4858,0.3559,852.2,580.86,9.374,26.127,2.6345,2.8534,0.00203782,-0.0019986,0.000400853,0.001652,-72.651,-67.269,166.4458394,166.4453872,-58.8822553,-58.8824217,1670m591,1670m591w1o0106692,1670m591w2o0131873,203.0,194.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0
"[0.585, 7.275, 7.992]",181.0,0.585,1670m591o0031433,166.3183846,-58.9364745,1186.939,1187.039,1511.093,1511.003,3926.0,3774.5,0.005,0.015,0.005,0.015,13.666,33.197,1.0,1.0,56.93,9.277,0.7648,0.7254,3941.3,3825.8,13.911,33.958,2.6295,2.8504,0.00159657,0.000457764,0.000149579,0.000364,-65.739,-53.766,166.3183846,166.3185187,-58.9364745,-58.9363987,1670m591,1670m591w1o0032036,1670m591w2o0027680,205.0,202.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0
"[0.394, 8.656, 8.908]",182.0,0.394,1670m591o0037148,166.2799065,-58.7621176,1414.893,1414.813,1539.681,1539.646,5063.2,4940.0,0.005,0.014,0.005,0.013,16.121,37.99,1.0,1.0,70.93,11.44,0.6924,0.6715,5023.6,4820.4,16.437,38.947,2.6329,2.8537,0.00154829,0.00105476,0.000138009,0.000317,-30.776,-2.7243,166.2799065,166.2799574,-58.7621176,-58.7621795,1670m591,1670m591w1o0037890,1670m591w2o0054261,193.0,181.0,1.0,1.0,32.0,32.0,0.0,0.0,1.0
"[0.947, 3.311]",183.0,0.947,1670m591o0034446,166.117914,-58.8484149,1300.546,1300.911,1648.095,1647.986,2068.6,2858.3,0.01,0.02,0.009,0.019,12.408,32.729,1.0,1.0,44.35,8.475,0.6393,0.8144,2153.0,2893.7,12.695,33.639,2.6321,2.8506,0.000472724,0.00350958,0.000249918,0.000467,-21.433,28.75,166.117914,166.1180825,-58.8484149,-58.8481372,1670m591,1670m591w1o0035114,1670m591w2o0030314,200.0,190.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0
[5.325],184.0,5.325,1670m591o0036251,166.4192655,-58.7907909,1378.333,1378.342,1444.724,1444.728,83150.0,76267.0,0.001,0.002,0.001,0.002,47.456,94.114,1.0,1.0,320.2,49.29,0.9651,0.961,83338.0,76569.0,48.314,95.961,2.6338,2.8542,-0.000100732,-0.000342607,3.42525e-05,6.5e-05,-71.685,-59.145,166.4192655,166.4192594,-58.7907909,-58.7907835,1670m591,1670m591w1o0036963,1670m591w2o0031919,193.0,194.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0
"[1.698, 6.404, 9.119, 9.407]",185.0,1.698,1670m591o0097759,166.3142189,-58.937123,1186.059,1186.029,1513.897,1513.395,951.94,766.26,0.017,0.064,0.017,0.065,9.6577,26.925,1.0,1.0,29.85,4.401,0.4612,0.316,951.01,806.42,9.8713,27.616,2.6296,2.8532,0.00299048,-0.00262409,0.000380204,0.00134,-64.963,-52.877,166.3142189,166.3149625,-58.937123,-58.9371504,1670m591,1670m591w1o0104414,1670m591w2o0130696,206.0,204.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0
"[0.64, 4.329, 8.364, 8.665]",186.0,0.64,1670m591o0098652,166.4098908,-58.9128537,1218.484,1218.437,1449.575,1449.571,9280.0,10772.0,0.003,0.007,0.003,0.007,21.28,49.715,1.0,1.0,33.59,5.967,0.5442,0.5517,9382.7,10897.0,21.583,50.612,2.6362,2.8559,0.0014078,0.000549018,0.000106605,0.000204,-68.871,-70.692,166.4098908,166.409896,-58.9128537,-58.91289,1670m591,1670m591w1o0105443,1670m591w2o0090767,203.0,205.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0
[0.528],187.0,0.528,1670m591o0103568,166.2417456,-58.7640483,1412.065,1411.968,1565.558,1565.467,2581.0,2844.2,0.009,0.022,0.008,0.021,13.808,34.587,1.0,1.0,67.78,7.315,0.4197,0.4221,2617.5,2904.5,14.114,35.511,2.6341,2.8535,-0.005117,-0.00095582,0.000223704,0.000486,-37.453,-8.9558,166.2417456,166.2418778,-58.7640483,-58.764123,1670m591,1670m591w1o0111077,1670m591w2o0095548,193.0,187.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0
"[3.565, 7.142, 9.838]",188.0,3.565,1670m591o0097958,166.2072234,-58.931155,1193.029,1193.025,1586.265,1586.27,16897.0,16177.0,0.003,0.006,0.002,0.006,28.163,61.264,0.99877,0.99884,132.8,15.52,0.5096,0.4573,16893.0,16146.0,28.542,62.316,2.6317,2.8521,0.000361264,0.00016433,7.90411e-05,0.000167,-50.679,-5.7683,166.2072234,166.207216,-58.931155,-58.9311583,1670m591,1670m591w1o0104634,1670m591w2o0090079,200.0,199.0,1.0,1.0,32.0,32.0,0.0,0.0,1.0
"[1.567, 2.057, 7.999, 8.343, 8.823]",189.0,1.567,1670m591o0202101,166.1168752,-58.8303116,0.0,1324.234,0.0,1649.126,0.0,1508.4,0.0,0.04,0.0,0.039,0.0,32.809,0.0,1.0,0.0,10.47,0.0,0.3301,0.0,1471.9,0.0,33.661,0.0,2.8521,0.0,0.00466126,0.0,0.000848,0.0,23.348,0.0,166.1168752,0.0,-58.8303116,1670m591,,1670m591w2o0030803,0.0,195.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
[7.187],190.0,7.187,1670m591o0193439,166.2299409,-58.765598,1409.94,0.0,1573.547,0.0,416.68,0.0,0.044,0.0,0.04,0.0,10.126,0.0,1.0,0.0,33.1,0.0,0.2315,0.0,434.32,0.0,10.373,0.0,2.6341,0.0,-0.00417322,0.0,0.000904485,0.0,-35.313,0.0,166.2299409,0.0,-58.765598,0.0,1670m591,1670m591w1o0191465,,192.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
[4.478],191.0,4.478,1670m591o0036471,166.406876,-58.7837327,1387.494,1387.573,1453.216,1453.205,12871.0,12307.0,0.002,0.006,0.002,0.006,21.431,46.82,1.0,1.0,295.4,20.34,0.7689,0.7654,12715.0,12171.0,21.803,47.861,2.6334,2.8541,0.00393206,0.00225383,8.19863e-05,0.000171,-73.793,-57.151,166.406876,166.4068925,-58.7837327,-58.7836724,1670m591,1670m591w1o0037193,1670m591w2o0032118,194.0,189.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0
[6.863],192.0,6.863,1670m591o0102850,166.1659911,-58.7856449,1383.152,1383.302,1616.613,1616.568,10128.0,9491.3,0.004,0.009,0.003,0.009,23.311,51.709,0.99765,0.9979,170.5,28.34,0.4028,0.3447,9966.5,9423.7,23.652,52.685,2.6339,2.8551,-0.000809371,0.00237113,0.000102927,0.000228,-31.322,9.5405,166.1659911,166.166061,-58.7856449,-58.7855307,1670m591,1670m591w1o0110267,1670m591w2o0094854,203.0,203.0,1.0,1.0,32.0,32.0,0.0,0.0,1.0
"[0.467, 4.743, 9.036, 9.265]",193.0,0.467,1670m591o0100771,166.4661039,-58.851561,1299.063,1299.425,1412.268,1412.019,6356.9,4995.8,0.005,0.016,0.005,0.016,22.659,47.401,1.0,1.0,75.35,44.2,0.2654,0.2325,6360.2,5042.9,22.956,48.2,2.6319,2.853,0.00103229,0.00418973,0.000163482,0.000402,-70.124,-59.962,166.4661039,166.4664768,-58.851561,-58.8512861,1670m591,1670m591w1o0107896,1670m591w2o0092810,192.0,193.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0
[5.347],194.0,5.347,1670m591o0061100,166.3691263,-58.7694624,1405.926,1406.103,1479.015,1479.072,2345.3,2112.7,0.009,0.028,0.008,0.026,12.541,32.532,1.0,1.0,32.76,3.421,0.5742,0.4366,2353.1,2071.3,12.828,33.391,2.6292,2.8508,0.00395304,0.0026083,0.000218349,0.000609,-60.88,-33.413,166.3691263,166.3690446,-58.7694624,-58.7693267,1670m591,1670m591w1o0062780,1670m591w2o0095392,187.0,191.0,1.0,1.0,32.0,160.0,0.0,0.0,1.0
[],195.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
[1.475],196.0,1.475,1670m591o0036627,166.1783555,-58.7777623,1393.579,1393.553,1608.358,1608.348,49116.0,48741.0,0.001,0.003,0.001,0.003,41.824,89.032,0.96476,0.95273,784.7,55.92,0.7917,0.7211,49061.0,48422.0,42.351,90.347,2.6354,2.8554,-0.000259221,0.000953972,4.36366e-05,8.6e-05,-33.575,11.624,166.1783555,166.1783697,-58.7777623,-58.7777828,1670m591,1670m591w1o0037355,1670m591w2o0032257,197.0,198.0,1.0,1.0,34.0,34.0,0.0,0.0,1.0
"[0.788, 8.173, 9.57]",197.0,0.788,1670m591o0036009,166.4368121,-58.7984627,1368.398,1368.398,1432.731,1432.714,16103.0,14870.0,0.002,0.005,0.002,0.005,22.815,49.023,1.0,1.0,63.1,9.457,0.9372,0.9253,16056.0,14903.0,23.202,50.057,2.634,2.8547,0.00149387,-4.65512e-05,7.33345e-05,0.000153,-68.389,-53.923,166.4368121,166.4368369,-58.7984627,-58.7984629,1670m591,1670m591w1o0036713,1670m591w2o0031705,190.0,178.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0
"[0.481, 2.221, 4.552, 7.718, 8.691]",198.0,0.481,1670m591o0163224,166.4672837,-58.8425719,1310.837,0.0,1411.571,0.0,3846.4,0.0,0.008,0.0,0.008,0.0,20.267,0.0,1.0,0.0,35.76,0.0,0.1934,0.0,3877.2,0.0,20.547,0.0,2.6343,0.0,-0.000768185,0.0,0.000233834,0.0,-71.1,0.0,166.4672837,0.0,-58.8425719,0.0,1670m591,1670m591w1o0108254,,193.0,0.0,1.0,0.0,32.0,0.0,0.0,0.0,1.0
"[0.012, 7.292]",199.0,0.012,1670m591o0031553,166.2084638,-58.9330793,1190.521,1190.517,1585.396,1585.41,67782.0,65653.0,0.001,0.002,0.001,0.002,44.849,92.002,0.99861,0.9987,267.1,40.13,0.9198,0.904,67710.0,65524.0,45.494,93.537,2.6359,2.8559,-0.000366867,-0.000439704,3.73678e-05,7.1e-05,-50.432,-6.5019,166.2084638,166.2084421,-58.9330793,-58.9330818,1670m591,1670m591w1o0032162,1670m591w2o0027788,206.0,200.0,1.0,1.0,32.0,32.0,0.0,0.0,1.0
"[0.561, 4.812]",200.0,0.561,1670m591o0100512,166.1093108,-58.8580492,1287.854,1287.842,1653.745,1653.793,22675.0,21327.0,0.002,0.006,0.002,0.006,41.477,90.464,1.0,1.0,411.3,62.84,0.2043,0.1803,22966.0,21320.0,41.926,91.678,2.632,2.8521,0.000982404,0.000862122,9.05468e-05,0.000199,-13.764,43.61,166.1093108,166.1092398,-58.8580492,-58.8580575,1670m591,1670m591w1o0107595,1670m591w2o0092535,201.0,202.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0
[1.504],201.0,1.504,1670m591o0103712,166.2425844,-58.7595459,1417.966,1418.03,1565.059,1565.079,1203.2,1314.7,0.016,0.042,0.015,0.041,11.18,30.091,1.0,1.0,50.36,6.493,0.4126,0.4108,1189.5,1292.7,11.48,31.036,2.6292,2.8505,0.00863796,0.00583649,0.000364909,0.000901,-39.02,-12.147,166.2425844,166.2425555,-58.7595459,-58.7594968,1670m591,1670m591w1o0111242,1670m591w2o0095680,193.0,188.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0
"[3.116, 4.786, 7.676, 8.963]",202.0,3.116,1670m591o0101071,166.4735061,-58.8417682,1311.925,1311.907,1407.365,1407.462,7907.0,8061.3,0.004,0.01,0.004,0.01,19.867,46.116,1.0,1.0,77.62,12.56,0.5408,0.4754,7861.5,7988.8,20.136,46.951,2.6333,2.8535,0.00127584,0.00101489,0.000109315,0.00024,-70.809,-63.512,166.4735061,166.473363,-58.8417682,-58.8417812,1670m591,1670m591w1o0108253,1670m591w2o0093106,194.0,194.0,1.0,1.0,32.0,32.0,0.0,0.0,1.0
"[0.776, 8.193]",203.0,0.776,1670m591o0031241,166.2381528,-58.9412478,1180.073,1180.084,1565.211,1565.223,45950.0,44320.0,0.001,0.002,0.001,0.002,36.242,75.008,1.0,1.0,176.0,16.35,0.9696,0.9648,46098.0,44393.0,36.887,76.481,2.631,2.8518,-0.000884354,-0.000650108,4.62189e-05,8.6e-05,-54.774,-27.457,166.2381528,166.2381365,-58.9412478,-58.9412388,1670m591,1670m591w1o0031843,1670m591w2o0027523,203.0,190.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0
"[2.832, 8.128]",204.0,2.832,1670m591o0098031,166.3907916,-58.9302532,1195.584,1195.516,1462.263,1462.296,914.86,641.34,0.019,0.079,0.018,0.076,9.9636,26.733,1.0,1.0,33.96,4.76,0.327,0.2141,919.53,701.93,10.189,27.444,2.6342,2.8553,0.00343907,-0.00624597,0.000402555,0.001569,-68.406,-63.546,166.3907916,166.3907427,-58.9302532,-58.9303049,1670m591,1670m591w1o0104721,1670m591w2o0151928,204.0,198.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0
"[2.775, 9.354]",205.0,2.775,1670m591o0135354,166.1044819,-58.8490701,1299.562,1298.907,1657.179,1657.263,645.77,777.01,0.031,0.073,0.029,0.07,10.975,30.058,1.0,1.0,63.21,4.464,0.2097,0.2672,726.24,835.92,11.227,30.949,2.633,2.8523,0.0116045,0.002002,0.000649381,0.001476,-22.206,32.503,166.1044819,166.1043436,-58.8490701,-58.8495699,1670m591,1670m591w1o0153014,1670m591w2o0092813,202.0,195.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0
"[3.68, 4.643]",206.0,3.68,1670m591o0103761,166.3402674,-58.7587387,1419.763,1420.6,1498.75,1498.794,3178.8,4231.8,0.01,0.018,0.009,0.017,17.692,42.326,0.99933,0.99905,337.4,73.65,0.2954,0.35,3068.0,4128.0,18.021,43.344,2.6327,2.8541,0.0114725,0.0138574,0.0002221,0.000415,-35.441,-13.375,166.3402674,166.3402152,-58.7587387,-58.7580995,1670m591,1670m591w1o0111302,1670m591w2o0095721,186.0,176.0,1.0,1.0,32.0,32.0,0.0,0.0,1.0
[],207.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"[0.43, 8.886, 9.773]",208.0,0.43,1670m591o0134099,166.3859021,-58.9323762,1192.773,1193.0,1465.539,1464.996,751.63,710.89,0.022,0.067,0.02,0.065,9.288,25.71,1.0,1.0,26.72,8.937,0.4061,0.3897,745.35,750.14,9.5425,26.508,2.6352,2.8504,-0.00118852,-0.000445604,0.000459048,0.001386,-69.008,-62.566,166.3859021,166.3867103,-58.9323762,-58.9322068,1670m591,1670m591w1o0151112,1670m591w2o0166254,201.0,200.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0
"[1.547, 9.721]",209.0,1.547,1670m591o0103113,166.1664695,-58.777535,1393.772,1393.914,1616.428,1617.016,5435.4,3374.7,0.007,0.026,0.007,0.025,22.095,47.676,0.85212,0.92802,113.8,28.85,0.3569,0.2042,5437.2,3297.0,22.379,48.61,2.6348,2.8505,0.00420862,-0.00259161,0.000151355,0.000542,-32.725,12.453,166.1664695,166.1656059,-58.777535,-58.7774211,1670m591,1670m591w1o0110571,1670m591w2o0133948,203.0,202.0,1.0,1.0,35.0,34.0,0.0,0.0,1.0
"[0.545, 8.37]",210.0,0.545,1670m591o0037354,166.2533399,-58.755247,1423.679,1423.676,1557.823,1557.817,121550.0,116630.0,0.001,0.001,0.001,0.001,58.983,119.64,1.0,1.0,568.4,85.0,0.9199,0.8952,121420.0,116430.0,59.86,121.49,2.6322,2.8532,0.0024631,0.00171477,2.74144e-05,5.3e-05,-40.33,-14.182,166.2533399,166.2533488,-58.755247,-58.7552495,1670m591,1670m591w1o0038106,1670m591w2o0032900,193.0,189.0,1.0,1.0,1.0,128.0,8.0,0.0,1.0
"[1.096, 6.599]",211.0,1.096,1670m591o0037127,166.2122205,-58.7622432,1414.184,1414.197,1585.63,1585.726,6476.5,6647.9,0.004,0.011,0.004,0.01,17.542,41.779,1.0,1.0,37.77,9.132,0.6476,0.6061,6422.9,6614.1,17.849,42.691,2.6339,2.8531,0.00184339,0.00194925,0.000117543,0.000261,-35.13,-7.8097,166.2122205,166.21208,-58.7622432,-58.7622325,1670m591,1670m591w1o0037869,1670m591w2o0032698,197.0,190.0,1.0,1.0,128.0,128.0,0.0,0.0,1.0
"[7.85, 9.068]",212.0,7.85,1670m591o0103141,166.4197401,-58.7781067,1394.94,1394.985,1444.556,1444.704,1393.0,1248.7,0.013,0.041,0.012,0.04,10.527,27.8,1.0,1.0,57.75,8.456,0.5182,0.4765,1373.5,1263.5,10.763,28.558,2.6341,2.8524,0.00819701,0.0093205,0.000294996,0.000876,-74.242,-56.787,166.4197401,166.419523,-58.7781067,-58.7780714,1670m591,1670m591w1o0110603,1670m591w2o0095140,190.0,194.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0
[0.569],213.0,0.569,1670m591o0102213,166.4557708,-58.806494,1357.999,1357.89,1419.782,1419.987,761.73,954.23,0.023,0.056,0.022,0.054,10.297,28.956,1.0,1.0,27.76,3.813,0.355,0.335,767.64,901.6,10.549,29.764,2.631,2.8507,-0.00617641,-0.000162184,0.000527363,0.001181,-64.404,-48.76,166.4557708,166.4554665,-58.806494,-58.8065761,1670m591,1670m591w1o0109560,1670m591w2o0094232,186.0,183.0,1.0,1.0,32.0,32.0,0.0,0.0,1.0
"[1.027, 9.358]",214.0,1.027,1670m591o0135032,166.1053257,-58.8701519,1271.974,1272.069,1656.221,1656.217,1026.0,955.74,0.018,0.059,0.017,0.056,10.742,30.175,1.0,1.0,22.82,4.602,0.5469,0.5231,998.03,944.47,10.994,31.009,2.6311,2.8517,0.00188404,-0.00454778,0.000397984,0.001228,-8.7634,54.687,166.1053257,166.1053346,-58.8701519,-58.870079,1670m591,1670m591w1o0152506,1670m591w2o0132076,200.0,188.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0
"[0.425, 7.306]",215.0,0.425,1670m591o0036301,166.4362873,-58.7896969,1379.871,1379.923,1433.191,1433.209,13719.0,13020.0,0.002,0.006,0.002,0.005,21.574,46.698,1.0,1.0,33.64,8.263,0.9059,0.9019,13727.0,13128.0,21.96,47.728,2.631,2.8516,-0.000217199,0.000598192,8.06853e-05,0.000164,-68.496,-58.629,166.4362873,166.4362603,-58.7896969,-58.7896564,1670m591,1670m591w1o0037014,1670m591w2o0031965,189.0,189.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0
[0.489],216.0,0.489,1670m591o0033134,166.1137777,-58.8865845,1250.543,1250.533,1650.203,1650.186,14252.0,14406.0,0.002,0.006,0.002,0.006,24.061,52.889,1.0,1.0,201.3,17.6,0.6867,0.6959,14391.0,14381.0,24.491,54.106,2.6332,2.854,-0.00371665,-0.00138688,8.23793e-05,0.000163,-4.5139,59.776,166.1137777,166.113803,-58.8865845,-58.8865918,1670m591,1670m591w1o0033781,1670m591w2o0029155,198.0,191.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0
"[3.521, 7.749, 8.226, 8.812]",217.0,3.521,1670m591o0163379,166.1170158,-58.8072681,1354.4,0.0,1649.448,0.0,2975.5,0.0,0.009,0.0,0.008,0.0,15.912,0.0,1.0,0.0,30.32,0.0,0.3517,0.0,2932.2,0.0,16.202,0.0,2.6364,0.0,0.00055623,0.0,0.000222567,0.0,-34.784,0.0,166.1170158,0.0,-58.8072681,0.0,1670m591,1670m591w1o0109511,,198.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
[0.352],218.0,0.352,1670m591o0036919,166.3995906,-58.7694171,1406.187,1406.191,1458.338,1458.341,328920.0,316950.0,0.0,0.001,0.0,0.001,89.815,178.81,1.0,1.0,1186.0,107.7,0.9953,0.9953,329670.0,317050.0,91.821,182.51,2.6336,2.8536,0.000234604,3.93391e-05,1.75457e-05,3.2e-05,-76.666,-53.535,166.3995906,166.3995859,-58.7694171,-58.7694143,1670m591,1670m591w1o0037657,1670m591w2o0032509,197.0,192.0,1.0,1.0,1.0,128.0,8.0,0.0,1.0
[9.401],219.0,9.401,1670m591o0037478,166.3247887,-58.7507568,1430.101,1430.086,1509.371,1509.328,9974.7,10391.0,0.004,0.009,0.003,0.008,23.634,55.989,1.0,1.0,65.07,8.812,0.549,0.4576,9966.2,10210.0,24.05,57.123,2.6335,2.8528,-0.00167471,5.77569e-05,0.00011163,0.000238,-36.519,-6.6058,166.3247887,166.3248524,-58.7507568,-58.7507688,1670m591,1670m591w1o0038235,1670m591w2o0033012,193.0,181.0,1.0,1.0,162.0,162.0,0.0,0.0,1.0
[1.411],220.0,1.411,1670m591o0036274,166.4417608,-58.7905779,1378.75,1378.776,1429.467,1429.51,5961.5,6135.6,0.004,0.011,0.004,0.01,15.981,37.913,1.0,1.0,182.0,24.28,0.7515,0.7277,5974.5,6207.1,16.25,38.736,2.6354,2.8547,0.00533861,0.00336385,0.000117933,0.000257,-66.868,-57.338,166.4417608,166.4416975,-58.7905779,-58.7905584,1670m591,1670m591w1o0036987,1670m591w2o0031940,186.0,183.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0
"[1.091, 7.035]",221.0,1.091,1670m591o0104005,166.3058705,-58.7511673,1429.425,1429.45,1522.213,1522.207,2633.7,2652.2,0.01,0.026,0.009,0.023,15.157,37.072,1.0,1.0,69.71,9.316,0.3682,0.3468,2556.8,2565.9,15.477,38.045,2.6335,2.8543,0.00108182,0.00034976,0.000234178,0.000557,-32.25,-1.2523,166.3058705,166.3058784,-58.7511673,-58.751148,1670m591,1670m591w1o0111573,1670m591w2o0095961,193.0,184.0,1.0,1.0,32.0,32.0,0.0,0.0,1.0
[0.208],222.0,0.208,1670m591o0031025,166.2532773,-58.9480176,1171.332,1171.334,1554.892,1554.893,75425.0,72607.0,0.001,0.002,0.001,0.002,44.657,91.178,1.0,1.0,178.7,40.22,0.9936,0.9929,75606.0,72760.0,45.547,92.981,2.6314,2.8528,-0.000171721,-0.00042516,3.66569e-05,6.7e-05,-56.388,-31.77,166.2532773,166.2532766,-58.9480176,-58.9480161,1670m591,1670m591w1o0031622,1670m591w2o0027341,203.0,200.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0
[8.831],223.0,8.831,1670m591o0097286,166.2485025,-58.9494489,1169.42,1169.536,1558.094,1558.23,1060.2,995.15,0.02,0.06,0.02,0.062,12.076,32.346,1.0,1.0,62.52,12.21,0.1766,0.1232,1084.2,1026.9,12.287,33.039,2.6319,2.8546,0.00312662,0.00258362,0.000413551,0.001208,-54.745,-29.342,166.2485025,166.248303,-58.9494489,-58.9493597,1670m591,1670m591w1o0103861,1670m591w2o0174178,195.0,193.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0
