_rs_gaia,_q,_r_gaia,EDR3Name_gaia,RA_ICRS_gaia,e_RA_ICRS_gaia,DE_ICRS_gaia,e_DE_ICRS_gaia,Source_gaia,SolID_gaia,RandomI_gaia,Epoch_gaia,Plx_gaia,e_Plx_gaia,RPlx_gaia,PM_gaia,pmRA_gaia,e_pmRA_gaia,pmDE_gaia,e_pmDE_gaia,RADEcor_gaia,RAPlxcor_gaia,RApmRAcor_gaia,RApmDEcor_gaia,DEPlxcor_gaia,DEpmRAcor_gaia,DEpmDEcor_gaia,PlxpmRAcor_gaia,PlxpmDEcor_gaia,pmRApmDEcor_gaia,NAL_gaia,NAC_gaia,NgAL_gaia,NbAL_gaia,gofAL_gaia,chi2AL_gaia,epsi_gaia,sepsi_gaia,Solved_gaia,APF_gaia,nueff_gaia,pscol_gaia,e_pscol_gaia,RApscolCorr_gaia,DEpscolCorr_gaia,PlxpscolCorr_gaia,pmRApscolCorr_gaia,pmDEpscolCorr_gaia,MatchObsA_gaia,Nper_gaia,amax_gaia,MatchObs_gaia,NewMatchObs_gaia,MatchObsrm_gaia,IPDgofha_gaia,IPDgofhp_gaia,IPDfmp_gaia,IPDfow_gaia,RUWE_gaia,SDSk1_gaia,SDSk2_gaia,SDSk3_gaia,SDSk4_gaia,SDMk1_gaia,SDMk2_gaia,SDMk3_gaia,SDMk4_gaia,Dup_gaia,o_Gmag_gaia,FG_gaia,e_FG_gaia,RFG_gaia,Gmag_gaia,e_Gmag_gaia,o_BPmag_gaia,FBP_gaia,e_FBP_gaia,RFBP_gaia,BPmag_gaia,e_BPmag_gaia,o_RPmag_gaia,FRP_gaia,e_FRP_gaia,RFRP_gaia,RPmag_gaia,e_RPmag_gaia,NBPcont_gaia,NBPblend_gaia,NRPcont_gaia,NRPblend_gaia,Mode_gaia,E_BP_RP__gaia,BP-RP_gaia,BP-G_gaia,G-RP_gaia,RVDR2_gaia,e_RVDR2_gaia,o_RVDR2_gaia,Tefftemp_gaia,loggtemp_gaia,__Fe_H_temp_gaia,GLON_gaia,GLAT_gaia,ELON_gaia,ELAT_gaia,PS1_gaia,SDSSDR13_gaia,SkyMapper2_gaia,URAT1_gaia,GmagCorr_gaia,e_GmagCorr_gaia,FGCorr_gaia,E_BP_RP_Corr_gaia,RAJ2000_gaia,e_RAJ2000_gaia,DEJ2000_gaia,e_DEJ2000_gaia,RADEcorJ2000_gaia,_r_gaiadist,RA_ICRS_gaiadist,DE_ICRS_gaiadist,rgeo_gaiadist,b_rgeo_gaiadist,B_rgeo_gaiadist,rpgeo_gaiadist,b_rpgeo_gaiadist,B_rpgeo_gaiadist,Flag_gaiadist
"[0.16610904730776943, 2.634271865560404, 3.9082836421322877, 5.663424885321865, 7.528511985634725, 8.235475823195715]",55.0,0.16610904730776943,Gaia EDR3 5338662800111348992,166.27654400105,0.0659,-58.70263718781,0.0625,5338662800111348992,1.6360425158051103e+18,380593720.0,2016.0,2.0427,0.0776,26.3068,11.149,-9.603,0.086,5.665,0.08,0.0857,-0.1212,-0.15,0.1726,0.1688,0.2083,-0.0059,0.1329,-0.0328,0.246,354.0,0.0,354.0,0.0,92.4062,14005.94,0.8,515.0,31.0,0.0,1.546,,,,,,,,41.0,27.0,0.12911,52.0,19.0,0.0,0.00485,136.0,0.0,0.0,6.08,0.0939,0.157,0.0511,0.223,-63.733,-36.362,-47.879,27.032,0.0,400.0,108150.0,50.673,2134.332,13.102275,0.002802,44.0,56848.0,89.295,636.629,13.451756,0.00327,45.0,73576.0,85.875,856.783,12.581051,0.003986,0,0,0,0,0,1.206,0.870705,0.349481,0.521224,,,0.0,,,,289.4858825654,1.3652829451,204.2023909304,-56.4075677564,,,424005602,,13.102275,0.002802,108150.0,0.0,166.27662616001,1.3863,-58.70266236454,1.2812,0.2256,0.166,166.27654400105,-58.70263718781,486.594635,465.250183,504.835236,489.688629,472.28595,509.268158,10033.0
"[0.5248562302805431, 1.3450866963324521, 5.17664337743753, 6.50783935302268, 6.530212739825398, 6.626136071672143, 7.429128397575463, 7.501741194985798, 8.397589854190016, 8.503811334654584, 8.74194513035207, 8.804816097216603, 9.28120677817344]",56.0,0.5248562302805431,Gaia EDR3 5338661498787340416,166.28011025936,0.0392,-58.76202512483,0.0379,5338661498787340416,1.6360425158051103e+18,196666831.0,2016.0,2.1346,0.0483,44.1906,11.018,-9.479,0.051,5.617,0.043,0.0068,-0.142,-0.26,0.0306,0.2749,0.0903,-0.0692,0.0973,0.1062,0.1265,310.0,0.0,308.0,2.0,0.2578,321.99,0.0,0.0,31.0,0.0,1.371,,,,,,,,36.0,24.0,0.0723074,45.0,17.0,0.0,0.00754,95.5,0.0,0.0,1.009,0.101,0.062,0.149,0.302,-136.886,-22.528,-37.184,24.703,0.0,320.0,5066.5,7.272,696.71,16.425606,0.003165,31.0,1594.0,19.638,81.168,17.332321,0.013664,31.0,5177.8,20.058,258.137,15.46254,0.005655,0,17,0,16,0,1.337,1.869782,0.906715,0.963066,,,0.0,,,,289.511244321,1.3115476154,204.2798336116,-56.448755419,,,424009107,,16.425606,0.003165,5066.5,0.019,166.2801914965,0.8215,-58.76205009023,0.6889,0.1178,0.525,166.28011025936,-58.76202512483,464.054443,453.276489,475.510162,466.894714,457.047638,477.421814,10033.0
"[2.6492292892163682, 3.2122926989252196, 4.077110965094637, 6.802149620788947, 7.61611028429975, 9.381600278472154]",57.0,2.6492292892163682,Gaia EDR3 5338654832965448832,166.28197063976,0.073,-58.86927991826,0.0581,5338654832965448832,1.6360425158051103e+18,1612041723.0,2016.0,0.1354,0.0785,1.7243,8.563,-8.198,0.088,2.474,0.072,0.0012,-0.1356,-0.2519,0.1309,0.1788,0.1863,-0.028,0.1226,0.1595,0.1153,354.0,0.0,343.0,11.0,14.0965,884.04,0.574,14.1,95.0,0.0,,1.4667,0.0182,-0.002,-0.077,0.008,-0.086,-0.028,40.0,26.0,0.125882,49.0,18.0,0.0,0.00415,32.5,32.0,0.0,1.588,0.101,0.187,0.0684,0.274,-95.123,-11.881,54.027,32.394,0.0,358.0,3484.0,3.3277,1046.983,16.832163,0.002944,32.0,2438.4,11.787,206.874,16.870785,0.005944,33.0,4161.9,14.729,282.567,15.699655,0.00539,0,32,0,33,0,1.894,1.17113,0.038622,1.132508,,,0.0,,,,289.5548578184,1.2135511592,204.4170374682,-56.5246882753,,,424010617,,16.834505,0.002945,3476.5,0.661,166.28204111468,1.4325,-58.8692909147,1.1561,0.0975,2.649,166.28197063976,-58.86927991826,5417.82715,4034.04053,6988.13721,4352.61523,3495.7168,5362.23535,10033.0
"[0.5142132595571872, 3.7831488748416584, 4.046667329122777, 4.746689641645548, 5.936109295020682, 6.561518507733874, 8.272080687035823, 9.072773476973635, 9.485848025125055, 9.545313927449117]",58.0,0.5142132595571872,Gaia EDR3 5338655584570203520,166.28331407273,0.1356,-58.7922808577,0.1326,5338655584570203520,1.6360425158051103e+18,1587022390.0,2016.0,2.0365,0.1659,12.2765,11.269,-10.012,0.182,5.173,0.16,-0.0283,-0.0884,-0.1459,0.0115,0.2859,0.0822,-0.017,0.1392,0.1662,0.1037,339.0,0.0,339.0,0.0,1.6762,421.25,0.672,2.43,95.0,0.0,,1.2608,0.04,0.036,-0.12,-0.041,-0.081,-0.077,40.0,25.0,0.258349,50.0,21.0,0.0,0.0107,44.5,0.0,0.0,1.065,0.0722,0.0563,0.0851,0.234,-169.452,-16.382,-24.435,23.241,0.0,369.0,639.88,1.1816,541.542,18.672127,0.003408,24.0,108.23,10.384,10.422,20.252666,0.104212,24.0,823.25,13.508,60.946,17.45906,0.018211,0,3,0,4,0,1.456,2.793606,1.58054,1.213066,,,0.0,,,,289.5248218115,1.2844567714,204.3202785946,-56.4692192746,,,424009371,,18.649574,0.003383,653.31,0.005,166.28339995142,2.9427,-58.79230384971,2.5621,0.0978,0.514,166.28331407273,-58.7922808577,497.392059,459.359283,543.763062,474.334167,443.375519,526.296326,10033.0
"[0.8858605619544403, 2.6309148620276845, 3.1003193712103987, 3.660929854245232, 4.446596968548087, 6.017441238276314, 6.039251006955768, 6.382446852446902, 7.376582847370089, 8.314591604771238, 9.267530688824445, 9.955061889413185]",59.0,0.8858605619544403,Gaia EDR3 5338652457833563648,166.28496628228,0.0748,-58.97292071767,0.0689,5338652457833563648,1.6360425158051103e+18,1406400845.0,2016.0,2.0958,0.0902,23.2248,12.125,-10.706,0.091,5.692,0.084,0.0948,-0.0787,0.0006,0.102,0.0296,0.1172,-0.1459,0.1518,0.2265,0.1896,403.0,0.0,403.0,0.0,0.461,429.07,0.0,0.0,31.0,0.0,1.298,,,,,,,,46.0,25.0,0.133799,53.0,20.0,0.0,0.00877,146.0,1.0,0.0,1.016,0.1,0.11,0.0887,0.154,-111.232,-34.524,29.319,31.713,0.0,422.0,1375.0,1.7845,770.54,17.84159,0.003095,40.0,320.37,7.8126,41.006,19.074425,0.026624,41.0,1607.4,7.2905,220.485,16.732563,0.006207,0,0,0,3,0,1.402,2.341862,1.232834,1.109028,,,0.0,,,,289.597560058,1.1190996833,204.5509327107,-56.5974889258,,,424022112,,17.84159,0.003095,1375.0,0.019,166.2850585935,1.4543,-58.97294601612,1.3577,0.1768,0.886,166.28496628228,-58.97292071767,469.526459,446.718781,492.274811,476.692261,457.309814,498.264648,10033.0
"[0.11081483604457709, 4.203871244029374, 5.163725285665656, 5.860886751849129, 5.956827178590938, 6.861876842601485, 7.0385604155143735, 7.422687615165355, 8.057192240390005, 9.747475487165616]",60.0,0.11081483604457709,Gaia EDR3 5338655348361782400,166.29328728345,0.0233,-58.84148712376,0.0219,5338655348361782400,1.6360425158051103e+18,1655675622.0,2016.0,2.0133,0.029,69.4542,12.216,-10.68,0.032,5.93,0.027,0.032,-0.0991,-0.0805,0.0841,0.1665,0.1516,-0.0734,0.2234,0.239,0.147,352.0,0.0,351.0,1.0,-1.7601,311.59,0.0,0.0,31.0,0.0,1.427,,,,,,,,41.0,27.0,0.0456873,50.0,20.0,0.0,0.00482,115.0,0.0,0.0,0.933,0.0338,0.0866,0.051,0.199,-149.458,-37.51,-29.008,26.063,0.0,364.0,11945.0,21.765,548.829,15.494361,0.003392,40.0,4721.6,52.085,90.652,16.153315,0.012298,38.0,10549.0,57.277,184.182,14.689833,0.007002,0,3,0,1,0,1.278,1.463482,0.658954,0.804528,,,0.0,,,,289.5491583199,1.241376099,204.3893292399,-56.5007514478,,,424010305,,15.494361,0.003392,11945.0,0.013,166.29337902196,0.5118,-58.8415134795,0.4414,0.1343,0.111,166.29328728345,-58.84148712376,486.679382,480.670166,494.746033,490.391144,482.58429,497.457062,10033.0
"[0.4018520038269113, 2.422009525271313, 3.5892046347040183, 7.324277720126868, 7.366199459135058, 8.3211726608951, 8.472650158131865, 8.554276344665848, 8.852045357180602, 9.941902293689596]",61.0,0.4018520038269113,Gaia EDR3 5338661631880131712,166.29604795317,0.03,-58.74653660749,0.0275,5338661631880131712,1.6360425158051103e+18,1279013476.0,2016.0,2.0953,0.0363,57.7388,11.211,-9.948,0.039,5.169,0.035,-0.0022,-0.2101,-0.2613,0.0777,0.1253,0.1423,0.052,0.2658,0.04,0.1311,347.0,0.0,345.0,2.0,0.3687,361.71,0.0,0.0,31.0,0.0,1.358,,,,,,,,40.0,25.0,0.0568492,51.0,18.0,0.0,0.0238,74.7,0.0,0.0,1.013,0.0652,0.0983,0.0879,0.252,-125.206,-28.432,-30.997,29.634,0.0,353.0,7770.8,3.9601,1962.298,15.961198,0.00281,43.0,2330.8,9.2329,252.449,16.91976,0.005127,43.0,7992.5,13.602,587.578,14.991184,0.004207,0,1,0,1,0,1.328,1.928576,0.958562,0.970014,,,0.0,,,,289.5126603396,1.3290471562,204.2709411492,-56.4319009569,,,424009022,,15.961198,0.00281,7770.8,0.003,166.29613316988,0.6359,-58.74655958227,0.5636,0.119,0.402,166.29604795317,-58.74653660749,469.412537,460.871246,479.675079,466.343231,458.325531,474.952698,10033.0
"[0.4765167109965026, 1.694800314831232, 2.6561077115880725, 5.716382709440678, 5.973089794366195, 8.065775549617454, 9.348202255427807]",62.0,0.4765167109965026,Gaia EDR3 5338662147297759616,166.30205893395,0.0333,-58.70497216394,0.0301,5338662147297759616,1.6360425158051103e+18,1023728857.0,2016.0,2.0592,0.0395,52.1376,11.566,-10.311,0.041,5.24,0.038,0.0328,-0.2316,-0.2298,0.0986,0.1332,0.1461,-0.0376,0.1946,0.0434,0.1614,345.0,0.0,343.0,2.0,0.4643,363.28,0.0,0.0,31.0,0.0,1.383,,,,,,,,40.0,26.0,0.0602432,51.0,19.0,0.0,0.0236,30.2,0.0,0.0,1.017,0.13,0.13,0.0681,0.226,-79.044,-36.298,-41.578,29.753,0.0,391.0,6225.2,12.484,498.665,16.201986,0.003512,41.0,2123.5,22.66,93.715,17.020893,0.011917,41.0,6153.2,37.278,165.065,15.275143,0.007586,0,41,0,37,0,1.33,1.74575,0.818907,0.926844,,,0.0,,,,289.4989739998,1.3684188266,204.2224816361,-56.3999825149,,,424005576,,16.201986,0.003512,6225.2,0.029,166.30214715867,0.6692,-58.70499545399,0.6064,0.1469,0.477,166.30205893395,-58.70497216394,478.293671,470.367371,487.845612,483.79538,475.059357,493.60379,10033.0
"[0.5316810317310625, 4.54993338654213, 6.443916763371382, 6.5491451804110135, 6.875818740999, 8.078240491099564, 8.830006348230581, 8.871270199297388, 9.458998831814226, 9.487454213477454, 9.998367212817334]",63.0,0.5316810317310625,Gaia EDR3 5338661636226321408,166.30582885355,0.0534,-58.7509497663,0.0496,5338661636226321408,1.6360425158051103e+18,512470759.0,2016.0,1.6784,0.0635,26.4269,11.69,-11.263,0.07,3.131,0.061,0.0443,-0.1753,-0.1534,0.0959,0.2205,0.1605,-0.0642,0.1806,0.0984,0.1992,372.0,0.0,371.0,1.0,1.2996,420.6,0.0,0.0,31.0,0.0,1.362,,,,,,,,43.0,26.0,0.101212,53.0,21.0,0.0,0.0169,91.4,0.0,0.0,1.047,0.0887,0.13,0.086,0.197,-108.879,-28.042,-43.55,29.085,0.0,403.0,2450.0,2.8388,863.029,17.214458,0.003029,46.0,693.93,7.1726,96.747,18.235256,0.011564,44.0,2561.0,15.727,162.837,16.22689,0.007664,0,1,0,2,0,1.329,2.008366,1.020798,0.987568,,,0.0,,,,289.5190736142,1.3270183597,204.2830828961,-56.4315106278,,,424009035,,17.214458,0.003029,2450.0,-0.008,166.30592534832,1.1216,-58.75096368018,0.9735,0.184,0.532,166.30582885355,-58.7509497663,597.489258,574.978516,620.838806,592.499023,569.566895,612.965515,10033.0
"[0.2975273123769312, 1.601622635808085, 1.7291887596188578, 3.7829534123575357, 4.381904100969772, 4.704921250484929, 6.193897149723093, 6.450116759358919, 6.760357304095019, 8.10687424092482, 8.26160232865647, 9.563576541932301, 9.5700851924627]",64.0,0.2975273123769312,Gaia EDR3 5338653114978274944,166.30569774078,0.1263,-58.90728556621,0.1179,5338653114978274944,1.6360425158051103e+18,1446268778.0,2016.0,1.9612,0.1478,13.2666,11.795,-9.951,0.166,6.333,0.147,0.1253,-0.0488,-0.1045,-0.0328,0.1176,0.01,-0.1256,0.1881,0.1266,0.2068,348.0,0.0,347.0,1.0,3.1145,521.48,0.836,5.36,95.0,0.0,,1.1985,0.0355,0.016,-0.161,-0.026,-0.101,-0.063,41.0,24.0,0.24271,51.0,20.0,0.0,0.0166,16.6,0.0,25.0,1.121,0.111,0.151,0.188,0.116,-173.683,-31.498,24.473,30.545,0.0,373.0,837.29,3.2014,261.542,18.380178,0.004982,0.0,,,,,,0.0,,,,,,,,,,0,,,,,,,0.0,,,,289.5812405773,1.1835679765,204.4811965413,-56.5432082172,,,,,18.380178,0.004982,837.29,,166.30578337901,2.6734,-58.90731371288,2.3618,0.2053,0.298,166.30569774078,-58.90728556621,505.442444,475.684052,534.663086,,,,10099.0
"[0.13045529067294778, 1.232282261643859, 2.164615405069429, 2.2130988747003197, 2.5437788285776586, 7.222423942648384, 7.368764799500714, 8.659372402032329, 9.05117233624107, 9.150877569631083, 9.764988403795261]",65.0,0.13045529067294778,Gaia EDR3 5338655382721666816,166.31002301899,0.151,-58.82820830588,0.1473,5338655382721666816,1.6360425158051103e+18,43673980.0,2016.0,2.2329,0.1821,12.2636,11.18,-9.652,0.205,5.642,0.175,0.1027,-0.1272,0.0536,0.209,0.2306,0.278,0.0819,0.1128,0.1438,0.2094,327.0,0.0,327.0,0.0,16.9535,1288.63,1.497,33.4,95.0,0.0,,1.1901,0.0405,0.055,-0.138,-0.101,-0.063,-0.058,38.0,26.0,0.301186,49.0,17.0,0.0,0.0562,90.8,0.0,0.0,1.738,0.0893,0.151,0.116,0.198,-154.691,-31.996,-44.863,28.163,0.0,372.0,1379.5,4.0821,337.935,17.838081,0.004233,40.0,346.52,7.6853,45.088,18.98923,0.024241,34.0,1979.1,16.033,123.439,16.506708,0.009573,0,39,0,34,0,1.686,2.482521,1.151148,1.331373,,,0.0,,,,289.551819172,1.257004939,204.383692911,-56.4852061547,,,424010277,,17.820732,0.004194,1401.7,0.282,166.31010589855,3.2823,-58.82823338346,2.7941,0.1862,0.13,166.31002301899,-58.82820830588,453.727112,415.986542,497.6474,448.772827,416.46579,483.990204,10033.0
"[0.034812781624857625, 2.7320374862607997, 5.331236310680689, 6.34979894928072, 6.881516673510803, 7.355204634277704, 7.376431840812616, 7.693954662336341, 8.460837977895782, 9.313456332162989, 9.416302150094022, 9.79363649917623]",66.0,0.034812781624857625,Gaia EDR3 5338649507237473792,166.31181485456,0.0157,-58.98596219751,0.0148,5338649507237473792,1.6360425158051103e+18,1164947056.0,2016.0,2.1229,0.0187,113.2704,11.015,-10.096,0.02,4.405,0.019,0.1851,-0.0601,0.0365,0.2002,0.1033,0.214,-0.028,0.0916,0.1387,0.2779,421.0,412.0,418.0,3.0,14.4161,1509.26,0.17,31.7,31.0,0.0,1.571,,,,,,,,48.0,26.0,0.0310045,57.0,20.0,0.0,0.0157,144.0,0.0,0.0,1.541,,,,,,,,,0.0,445.0,179540.0,40.49,4434.146,12.551964,0.002766,49.0,99225.0,108.21,916.94,12.846985,0.003031,46.0,115390.0,68.433,1686.219,12.092455,0.003834,0,1,0,0,0,1.195,0.75453,0.295021,0.459509,5.81,9.13,2.0,5500.0,4.5,0.0,289.615447421,1.1126431515,204.5854618874,-56.5970640806,,,424021763,,12.551964,0.002766,179540.0,-0.001,166.3119019409,0.3239,-58.98598177668,0.3045,0.2577,0.035,166.31181485456,-58.98596219751,466.748047,462.671875,470.682831,466.248352,462.670349,470.685913,10033.0
"[0.3379101857138549, 2.468522512453832, 2.604341043281277, 4.509211039048905, 5.311571877857114, 5.739405797980044, 5.947863554446048, 6.443176036907093, 7.049146094357066, 7.865644929048872, 8.298301273003196, 8.902363157773491, 8.92482594348721, 9.210896382617834, 9.940122605014812, 9.942267815840742]",67.0,0.3379101857138549,Gaia EDR3 5338661395677860096,166.3132733444,0.1814,-58.79582610765,0.1922,5338661395677860096,1.6360425158051103e+18,1552464637.0,2016.0,2.2361,0.2326,9.6139,12.462,-11.343,0.263,5.161,0.244,0.0812,-0.0631,-0.1257,-0.0708,0.2542,-0.0192,-0.2788,0.2218,0.1921,0.2453,328.0,0.0,327.0,1.0,-0.3791,354.61,0.499,0.679,95.0,0.0,,1.2,0.0551,-0.014,-0.108,-0.186,-0.16,-0.11,38.0,25.0,0.397403,45.0,18.0,0.0,0.00944,22.0,0.0,0.0,0.984,0.101,0.0968,0.0572,0.185,-68.239,-31.665,-40.268,31.126,0.0,355.0,389.57,0.98507,395.477,19.2109,0.00389,9.0,60.165,9.2207,6.525,20.890175,0.16642,10.0,517.84,8.4718,61.125,17.962404,0.01816,0,0,0,0,0,1.484,2.927771,1.679276,1.248495,,,0.0,,,,289.540476565,1.2873833609,204.3448461632,-56.4608941875,,,,,19.186323,0.003846,398.49,0.013,166.31337065428,4.2277,-58.79584904553,3.9622,0.2443,0.338,166.3132733444,-58.79582610765,474.902588,429.362793,561.905945,2969.38989,2611.11304,3466.6499,10033.0
"[0.12601530488558255, 4.51319946819861, 5.999728735369096, 6.077706500142016, 6.178898044144434, 7.946960769417286, 8.825041892283199, 8.832372633069937, 8.981853647572397, 9.574600024257887, 9.931184632300146]",68.0,0.12601530488558255,Gaia EDR3 5338655520192048512,166.31327209076,0.0105,-58.80886995235,0.0091,5338655520192048512,1.6360425158051103e+18,815399657.0,2016.0,2.1183,0.012,176.2496,11.674,-10.53,0.014,5.04,0.011,0.046,-0.1301,-0.1773,0.1446,0.2019,0.2234,-0.032,0.2514,0.1517,0.2155,361.0,361.0,360.0,1.0,-2.2622,458.21,0.038,1.45,31.0,0.0,1.576,,,,,,,,42.0,27.0,0.0199875,50.0,19.0,0.0,0.00385,129.0,1.0,0.0,0.915,,,,,,,,,0.0,392.0,175680.0,46.499,3778.022,12.575594,0.00277,39.0,97797.0,75.594,1293.707,12.862728,0.002914,37.0,111590.0,84.354,1322.927,12.128795,0.003867,0,1,0,0,0,1.192,0.733933,0.287134,0.446799,4.54,1.95,7.0,5500.0,4.5,0.0,289.5456667926,1.2754160348,204.3613636929,-56.4702150148,,,424009311,,12.575594,0.00277,175680.0,-0.003,166.31336245322,0.2218,-58.80889235128,0.1793,0.1949,0.126,166.31327209076,-58.80886995235,467.637451,464.895508,470.515869,467.055969,464.79126,470.043121,10033.0
"[0.5416401633773262, 2.016616262795966, 3.7537137637118834, 5.188906886972275, 5.987718979658688, 6.804744879390418, 7.143341956318207, 7.152338741022563, 7.48622753387346, 7.6466102357194385, 7.790784448042046, 9.527352655099268, 9.874807703890063]",69.0,0.5416401633773262,Gaia EDR3 5338653046258795648,166.31557647193,0.9566,-58.91043452942,0.9406,5338653046258795648,1.6360425158051103e+18,1310244568.0,2016.0,-2.2676,1.2381,-1.8314,6.056,-6.019,1.23,-0.668,1.053,0.1144,0.1276,-0.2444,0.1565,0.3762,0.2509,-0.2165,0.0777,0.3949,-0.1781,137.0,0.0,136.0,1.0,0.1355,155.67,1.667,0.501,95.0,0.0,,1.0604,0.2903,0.137,-0.301,-0.027,-0.431,0.267,16.0,13.0,1.80675,20.0,9.0,2.0,0.0433,13.7,0.0,5.0,1.006,0.356,0.157,0.131,0.172,-151.972,-23.429,22.965,-28.045,0.0,134.0,91.778,1.3212,69.469,20.780518,0.01587,2.0,102.13,18.287,5.585,20.315619,0.194421,2.0,209.98,61.634,3.407,18.94243,0.318704,0,2,0,2,0,3.401,1.373188,-0.464899,1.838087,,,0.0,,,,289.5871749492,1.1827087028,204.4917993604,-56.5418778091,,,,,20.780941,0.015876,91.742,2.145,166.31562827893,19.9287,-58.91043156095,17.0745,-0.1942,0.542,166.31557647193,-58.91043452942,4690.76465,2815.87305,6564.33643,8101.22949,6783.59082,10054.5205,20033.0
"[0.35734079061900537, 3.298174437302105, 5.130419559010636, 6.215278511999462, 6.473137320446523, 6.69155559267705, 8.742398487039502, 9.42523477132399, 9.616683978778008, 9.936783510180334]",70.0,0.35734079061900537,Gaia EDR3 5338653011930897664,166.31841379463,0.0295,-58.93653761595,0.0268,5338653011930897664,1.6360425158051103e+18,686364721.0,2016.0,0.2385,0.0361,6.6099,7.649,-6.256,0.039,4.401,0.035,0.087,-0.1776,-0.0078,0.0705,0.094,0.1266,-0.057,0.2632,0.2132,0.2073,401.0,0.0,400.0,1.0,-1.1838,377.4,0.0,0.0,31.0,0.0,1.457,,,,,,,,46.0,26.0,0.0577062,53.0,18.0,0.0,0.0715,6.34,0.0,0.0,0.957,0.114,0.111,0.165,0.15,-129.433,-35.747,30.133,31.088,0.0,397.0,6556.1,32.962,198.902,16.145748,0.006115,43.0,2861.1,30.547,93.661,16.69723,0.011923,43.0,5417.0,85.824,63.118,15.413497,0.017612,0,1,0,1,0,1.263,1.283732,0.551481,0.732251,,,0.0,,,,289.5989045145,1.1593422552,204.5268993487,-56.559462071,,,,,16.145748,0.006115,6556.1,0.017,166.31846768415,0.6245,-58.93655717433,0.5684,0.1971,0.357,166.31841379463,-58.93653761595,3879.15283,3386.52393,4414.37158,3603.66479,3203.87671,4127.70801,10033.0
"[1.0234084798693441, 5.202361422778491, 6.84451606254663, 7.306148325006755, 7.483314088622898, 8.885255754837843, 9.187363649733335, 9.670344662504046, 9.755232195593342, 9.926780425556167]",71.0,1.0234084798693441,Gaia EDR3 5338661567478218624,166.32050948846,0.1281,-58.7520054411,0.1209,5338661567478218624,1.6360425158051103e+18,969540058.0,2016.0,0.5026,0.154,3.2627,11.549,-11.186,0.163,2.876,0.138,0.0191,-0.0275,-0.2105,0.0658,0.3045,0.1648,-0.0843,0.2409,0.11,0.1893,344.0,0.0,343.0,1.0,0.8835,377.76,0.0,0.0,95.0,0.0,,1.4004,0.0364,0.079,-0.112,-0.03,-0.093,-0.097,40.0,24.0,0.237383,49.0,22.0,0.0,0.00517,156.0,0.0,0.0,1.033,0.0673,0.1,0.116,0.21,-161.475,-22.27,-32.219,24.886,0.0,358.0,635.47,1.0936,581.09,18.67963,0.003329,32.0,213.87,11.82,18.094,19.513174,0.060069,32.0,598.93,10.171,58.888,17.80446,0.018821,1,1,0,0,0,1.279,1.708714,0.833544,0.87517,,,0.0,,,,289.5264825125,1.3290797866,204.2942670825,-56.4269429197,,,424008928,,18.67558,0.003325,637.84,-0.017,166.32060532401,2.6394,-58.75201822142,2.2236,0.174,1.023,166.32050948846,-58.7520054411,2638.75415,1933.56238,4017.80151,2381.63062,1934.18542,3266.14453,10033.0
"[0.2646366049651487, 3.200853942953922, 3.2880102490369043, 5.062982878050666, 6.287326175917938, 6.297273078746058, 6.394848641808598, 6.897931081678465, 7.215664461200782, 8.47001995149288, 9.055656589459954, 9.060158541703661, 9.766307679869232]",72.0,0.2646366049651487,Gaia EDR3 5338655142203407360,166.32403154928,0.3801,-58.84571825917,0.3748,5338655142203407360,1.6360425158051103e+18,1769276904.0,2016.0,2.1269,0.4686,4.5392,11.831,-11.486,0.533,2.838,0.476,0.0653,-0.0963,0.0449,0.0828,0.1965,0.1502,-0.0633,0.18,0.2215,0.1646,338.0,0.0,333.0,5.0,4.6968,538.86,2.693,15.5,95.0,0.0,,1.0059,0.1092,-0.053,-0.129,-0.128,-0.186,-0.153,40.0,26.0,0.771667,46.0,18.0,0.0,0.0761,52.3,0.0,0.0,1.188,0.0892,0.132,0.0773,0.17,-50.169,-29.274,49.006,30.751,0.0,358.0,199.01,0.94394,210.824,19.9402,0.005841,14.0,44.002,5.278,8.337,21.229872,0.130264,16.0,290.46,6.1764,47.028,18.590172,0.023394,0,1,0,1,0,1.681,2.6397,1.289671,1.350029,,,0.0,,,,289.5654386256,1.2438236558,204.4152709809,-56.4926355706,,,,,19.920151,0.005758,202.72,0.253,166.32413022464,8.5235,-58.84573087277,7.6472,0.1532,0.265,166.32403154928,-58.84571825917,652.571167,483.338989,953.376038,1105.74329,732.014343,5462.02002,10133.0
