_rs_allwise,_q,_r_allwise,AllWISE_allwise,RAJ2000_allwise,DEJ2000_allwise,eeMaj_allwise,eeMin_allwise,eePA_allwise,Im_allwise,W1mag_allwise,e_W1mag_allwise,W2mag_allwise,e_W2mag_allwise,W3mag_allwise,e_W3mag_allwise,W4mag_allwise,e_W4mag_allwise,Jmag_allwise,e_Jmag_allwise,Hmag_allwise,e_Hmag_allwise,Kmag_allwise,e_Kmag_allwise,wx_allwise,wy_allwise,ID_allwise,snr1_allwise,chi2W1_allwise,snr2_allwise,chi2W2_allwise,snr3_allwise,chi2W3_allwise,snr4_allwise,chi2W4_allwise,chi2_allwise,nb_allwise,na_allwise,sat1_allwise,sat2_allwise,sat3_allwise,sat4_allwise,ccf_allwise,ex_allwise,var_allwise,nW1_allwise,mW1_allwise,nW2_allwise,mW2_allwise,nW3_allwise,mW3_allwise,nW4_allwise,mW4_allwise,satnum_allwise,RA_pm_allwise,e_RA_pm_allwise,DE_pm_allwise,e_DE_pm_allwise,cosig_pm_allwise,pmRA_allwise,e_pmRA_allwise,pmDE_allwise,e_pmDE_allwise,chi2W1_pm_allwise,chi2W2_pm_allwise,chi2W3_pm_allwise,chi2W4_pm_allwise,chi2pm_allwise,qpm_allwise,qph_allwise,fdet_allwise,fmoon_allwise,covW1_allwise,covW2_allwise,covW3_allwise,covW4_allwise,_2Mkey_allwise,d2M_allwise,_2M_allwise
[0.132],41.0,0.132,J110451.89-585147.4,166.21622,-58.8631816,0.0489,0.0477,113.8,Im,11.751,0.026,11.82,0.027,11.892,,8.978,0.501,12.344,0.024,11.907,0.023,11.804,0.023,3163.532,2565.151,1.6700591013510395e+18,41.6,1.61,40.6,1.1,0.6,0.763,2.2,0.843,1.15,1.0,0.0,0.0,0.0,0.0,0.0,dd00,0.0,21nn,61.0,61.0,61.0,61.0,0.0,37.0,1.0,37.0,0.0,166.21622,0.0489,-58.8631816,0.0481,-0.0069,0,28,0,29,1.61,1.1,0.763,0.843,1.15,1N000,AAUC,11.0,0.0,61.404,61.872,37.99,38.449,826880848,0.202,2M
[],42.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
[],43.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
[4.424],44.0,4.424,J110454.16-584308.2,166.2256844,-58.7189668,0.0378,0.0348,128.3,Im,8.798,0.023,8.813,0.02,8.694,0.037,7.483,0.119,9.203,0.023,9.151,0.03,9.083,0.021,3155.312,2942.856,1.670059101351039e+18,46.4,12.1,54.5,9.13,29.5,1.5,9.1,2.03,7.14,1.0,0.0,0.0,0.0,0.0,0.0,hhh0,1.0,995n,56.0,56.0,56.0,56.0,36.0,36.0,14.0,36.0,0.0,166.2256835,0.0376,-58.7189659,0.0362,-0.0115,-98,24,14,24,12.1,9.09,1.51,2.03,7.13,1N000,AAAB,15.0,0.0,55.292,55.844,36.215,36.864,826879212,0.198,2M
[6.649],45.0,6.649,J110455.81-584711.0,166.2325784,-58.786402,0.0373,0.0351,148.3,Im,11.189,0.021,11.296,0.02,11.703,,9.355,,12.554,0.026,11.84,0.023,11.655,0.024,3143.813,2766.428,1.6700591013510392e+18,51.9,45.5,54.2,15.7,-2.9,0.954,-4.8,1.22,18.8,1.0,0.0,0.0,0.0,0.0,0.0,hh00,1.0,33nn,58.0,58.0,58.0,58.0,0.0,38.0,0.0,38.0,0.0,166.2328992,0.0359,-58.7863986,0.0369,-0.006,-166,26,-4,26,40.6,14.6,0.955,1.22,17.0,1N060,AAUU,3.0,0.0,58.104,57.793,38.992,39.134,826879972,1.893,2M
[5.403],46.0,5.403,J110455.17-585511.7,166.2299066,-58.919937,0.0602,0.0589,165.2,Im,12.758,0.032,12.976,0.031,11.122,,8.881,,14.417,0.037,13.367,0.032,12.976,0.039,3143.206,2416.793,1.670059101351034e+18,33.9,2.44,34.7,2.34,-2.0,0.57,-3.4,0.953,1.76,1.0,0.0,0.001,0.0,0.0,0.0,0d00,0.0,31nn,62.0,62.0,62.0,62.0,0.0,36.0,0.0,39.0,9000.0,166.2299063,0.0603,-58.9199373,0.0614,-0.0073,10,39,26,40,2.44,2.34,0.57,0.953,1.76,1N000,AAUU,3.0,0.0,64.954,65.249,42.747,42.604,826881445,0.36,2M
[0.377],47.0,0.377,J110455.77-585534.0,166.2324046,-58.9261155,0.0378,0.0359,136.5,Im,9.996,0.022,10.103,0.02,10.424,0.272,8.909,,10.312,0.027,10.157,0.024,10.105,0.021,3139.635,2400.659,1.6700591013510326e+18,49.3,2.02,54.2,1.64,4.0,0.446,-3.0,0.78,1.36,1.0,0.0,0.0,0.0,0.0,0.001,0ho0,0.0,330n,61.0,61.0,61.0,61.0,16.0,37.0,0.0,38.0,0.0,166.232406,0.0371,-58.9261162,0.0372,-0.0075,27,24,-48,24,2.02,1.64,0.446,0.779,1.36,2N000,AABU,7.0,0.0,64.89,64.796,41.685,42.216,826881506,0.143,2M
"[0.675, 5.665]",48.0,0.675,J110456.37-585014.4,166.2349077,-58.837353,0.0669,0.0517,143.9,Im,12.293,0.032,12.253,0.032,11.65,,8.397,,13.182,0.038,12.641,0.039,12.53,0.041,3139.049,2633.078,1.6700591013510395e+18,34.0,1.5,34.4,1.13,1.5,0.697,0.4,0.933,1.12,2.0,1.0,0.0,0.0,0.0,0.0,0h00,0.0,nnnn,57.0,57.0,57.0,57.0,1.0,36.0,0.0,36.0,0.0,166.234752,0.0469,-58.8373118,0.0464,-0.0081,-8,30,25,31,2.6,1.25,0.699,0.933,1.5,1N033,AAUU,3.0,0.0,58.175,57.504,37.817,37.237,826880552,0.145,2M
[0.089],49.0,0.089,J110457.99-584742.2,166.2416649,-58.7950746,0.0347,0.0326,139.2,Im,8.136,0.023,8.15,0.019,8.091,0.025,7.463,0.102,8.21,0.024,8.285,0.049,8.124,0.021,3131.215,2743.872,1.670059101351039e+18,48.2,3.19,55.8,2.87,43.6,0.932,10.6,1.03,2.23,1.0,0.0,0.001,0.0,0.0,0.0,0h00,1.0,1100,57.0,57.0,57.0,57.0,37.0,37.0,16.0,37.0,9000.0,166.2416651,0.0337,-58.7950744,0.0339,-0.0085,15,24,23,24,3.19,2.86,0.932,1.03,2.23,3N000,AAAA,15.0,0.0,57.456,57.874,37.035,37.227,826880066,0.233,2M
[],50.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
[0.446],51.0,0.446,J110458.56-584450.4,166.2440095,-58.7473463,0.0428,0.0404,141.0,Im,11.377,0.024,11.436,0.022,11.867,,9.109,,11.881,0.026,11.586,0.026,11.518,0.021,3129.519,2868.861,1.6700591013510392e+18,45.6,4.18,48.3,1.74,-1.9,0.649,-3.5,0.921,2.09,1.0,0.0,0.0,0.0,0.0,0.0,ddh0,1.0,11nn,56.0,56.0,56.0,56.0,0.0,37.0,0.0,37.0,0.0,166.2440098,0.0426,-58.747346,0.042,-0.0097,12,27,25,28,4.18,1.74,0.649,0.921,2.09,1N000,AAUU,3.0,0.0,59.329,59.031,39.274,39.225,826879510,0.284,2M
[],52.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
[],53.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
[0.565],54.0,0.565,J110506.28-584442.2,166.2761909,-58.7450783,0.0423,0.041,161.4,Im,11.705,0.025,11.8,0.023,9.69,0.047,6.803,0.066,12.404,0.033,12.075,0.033,11.986,0.027,3085.878,2875.309,1.6700591013510395e+18,43.6,16.7,47.9,4.66,23.2,2.2,16.4,1.6,7.19,1.0,0.0,0.0,0.0,0.0,0.0,hhd0,1.0,6300,58.0,58.0,58.0,58.0,38.0,38.0,34.0,38.0,0.0,166.2761876,0.0412,-58.7450775,0.0728,0.0387,-54,28,-7,41,16.7,4.66,2.2,1.6,7.19,3N000,AAAA,15.0,0.0,57.948,58.034,38.377,39.018,826879483,0.452,2M
[0.24],55.0,0.24,J110506.37-584209.5,166.2765737,-58.7026543,0.0428,0.0401,142.5,Im,11.497,0.024,11.565,0.022,11.695,,9.319,,11.93,0.022,11.583,0.023,11.493,0.019,3086.623,2986.379,1.6700591013510392e+18,45.3,1.31,48.3,1.78,-2.5,0.809,-5.8,0.938,1.28,1.0,0.0,0.0,0.0,0.0,0.0,0d0p,0.0,11nn,56.0,56.0,56.0,56.0,0.0,36.0,0.0,36.0,0.0,166.2765737,0.0417,-58.7026543,0.0422,-0.011,21,28,18,28,1.31,1.78,0.809,0.939,1.28,1N000,AAUU,3.0,0.0,56.931,56.788,37.86,37.536,826879006,0.082,2M
[0.98],56.0,0.98,J110507.21-584544.0,166.2800533,-58.7622471,0.0818,0.0798,23.5,Im,13.349,0.039,13.854,0.042,11.898,,8.976,0.372,14.208,0.044,13.462,0.044,13.331,0.044,3080.121,2830.421,1.6700591013510408e+18,28.2,6.36,25.6,2.95,-2.3,0.884,2.9,1.13,3.36,2.0,0.0,0.0,0.0,0.0,0.0,hhh0,1.0,23nn,56.0,56.0,56.0,56.0,0.0,36.0,0.0,36.0,0.0,166.2800055,0.0829,-58.7621246,0.084,0.0115,236,80,-101,76,6.59,3.03,0.89,1.13,3.46,2Y046,AAUC,11.0,0.0,58.818,59.241,40.523,40.256,826879668,0.694,2M
[2.484],57.0,2.484,J110507.77-585209.2,166.2823802,-58.869245,0.1097,0.0968,55.0,Im,14.143,0.044,14.715,0.066,11.581,0.273,8.871,,14.935,0.038,14.54,0.062,14.477,0.085,3073.792,2550.338,1.6700591013510405e+18,24.5,1.47,16.5,1.24,4.0,0.749,0.9,0.872,1.16,2.0,0.0,0.0,0.0,0.0,0.0,hd00,0.0,20nn,59.0,59.0,41.0,59.0,5.0,38.0,1.0,38.0,0.0,166.2824343,0.1082,-58.8692122,0.1038,0.0376,-112,81,-10,82,1.49,1.23,0.749,0.872,1.16,2Y016,AABU,7.0,0.0,60.39,60.285,39.304,40.82,826880909,0.726,2M
[],58.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
[],59.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
[0.268],60.0,0.268,J110510.35-585029.2,166.2931287,-58.8414713,0.0533,0.0525,135.0,Im,12.762,0.028,12.878,0.029,12.854,,9.491,,13.681,0.032,13.045,0.026,12.957,0.032,3060.056,2623.213,1.6700591013510397e+18,39.0,4.44,37.1,1.32,-4.0,0.974,-4.9,1.05,2.17,1.0,0.0,0.0,0.0,0.0,0.0,hhO0,1.0,53nn,58.0,58.0,58.0,58.0,0.0,35.0,0.0,37.0,0.0,166.2931279,0.0534,-58.8414719,0.0531,-0.0075,-32,36,-45,36,4.44,1.32,0.974,1.05,2.17,2N000,AAUU,3.0,0.0,58.483,58.754,38.013,39.265,826880599,0.49,2M
[1.08],61.0,1.08,J110511.01-584446.4,166.2959141,-58.7462473,0.0566,0.0542,169.6,Im,12.389,0.029,12.532,0.03,11.759,,8.385,0.273,13.769,0.042,13.069,0.041,12.929,0.045,3059.053,2872.551,1.6700591013510397e+18,37.5,3.36,36.4,1.28,0.0,0.43,4.0,0.882,1.65,1.0,0.0,0.0,0.0,0.0,0.0,hhh0,1.0,32nn,58.0,58.0,58.0,58.0,0.0,38.0,1.0,38.0,0.0,166.2959141,0.0762,-58.7462473,0.0661,-0.0078,0,42,0,39,3.36,1.28,0.43,0.882,1.65,3N000,AAUB,11.0,0.0,58.595,58.441,39.558,39.593,826879501,1.225,2M
[0.622],62.0,0.622,J110512.45-584218.1,166.3018951,-58.7050529,0.0688,0.0664,13.8,Im,13.03,0.033,13.121,0.036,12.469,,9.483,,14.102,0.022,13.41,0.023,13.259,0.026,3052.117,2980.487,1.6700591013510397e+18,32.7,3.48,29.8,1.51,-7.4,1.03,-6.5,1.05,1.92,1.0,0.0,0.0,0.0,0.0,0.0,dd0P,1.0,75nn,57.0,57.0,57.0,57.0,0.0,35.0,0.0,37.0,0.0,166.3018961,0.0694,-58.7050527,0.0718,0.0032,55,44,7,46,3.48,1.52,1.03,1.05,1.92,1N000,AAUU,3.0,0.0,57.523,58.029,37.433,38.449,826879029,0.546,2M
[5.804],63.0,5.804,J110513.30-584508.9,166.3054502,-58.7524857,0.05,0.0482,162.3,Im,12.927,0.027,12.968,0.027,11.978,,9.313,,14.79,0.06,14.095,0.064,13.832,0.064,3045.921,2856.362,1.67005910135104e+18,39.9,8.34,40.9,1.82,-2.3,0.852,-2.7,0.969,3.42,1.0,0.0,0.0,0.0,0.0,0.002,hhHp,1.0,42nn,57.0,57.0,57.0,57.0,0.0,36.0,0.0,37.0,0.0,166.3054495,0.0487,-58.7524854,0.0508,-0.0056,-79,39,23,41,8.34,1.81,0.852,0.969,3.42,1N000,AAUU,3.0,0.0,57.246,57.635,38.653,38.513,826879558,1.738,2M
[],64.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
[0.247],65.0,0.247,J110514.41-584941.6,166.310073,-58.8282287,0.0882,0.0839,50.4,Im,13.974,0.041,14.142,0.048,10.982,0.128,8.654,0.278,14.922,0.042,14.206,0.049,14.019,0.054,3037.482,2658.136,1.6700591013510408e+18,26.3,1.75,22.6,1.58,8.5,1.03,3.9,0.873,1.38,1.0,0.0,0.0,0.0,0.0,0.0,P0o0,0.0,n10n,55.0,55.0,53.0,55.0,15.0,35.0,0.0,35.0,0.0,166.3100782,0.225,-58.8282225,0.1886,-0.0726,78,172,184,150,1.75,1.57,1.03,0.873,1.38,1N000,AABB,15.0,0.0,56.685,55.864,36.938,37.278,826880449,0.098,2M
[0.149],66.0,0.149,J110514.85-585909.4,166.3119106,-58.9859528,0.0408,0.0385,137.5,Im,11.079,0.023,11.167,0.022,10.83,0.158,9.025,0.372,11.558,0.023,11.286,0.022,11.226,0.019,3030.497,2245.239,1.670059101351032e+18,47.5,4.53,49.4,1.83,6.9,0.901,2.9,0.992,2.31,1.0,0.0,0.0,0.0,0.0,0.0,0d00,1.0,011n,64.0,64.0,64.0,64.0,22.0,40.0,0.0,40.0,0.0,166.3119108,0.0396,-58.9859528,0.0402,-0.0099,27,25,7,26,4.53,1.82,0.901,0.992,2.31,2N000,AABC,15.0,0.0,63.779,64.062,39.924,39.817,826882159,0.15,2M
[6.051],67.0,6.051,J110515.52-584750.0,166.3146877,-58.7972453,0.0835,0.0799,24.1,Im,13.471,0.037,13.99,0.051,12.412,,9.301,,14.894,0.043,13.996,0.033,13.703,0.052,3032.108,2739.319,1.6700591013510403e+18,29.2,2.58,21.5,1.58,-8.1,0.965,-7.4,1.08,1.67,1.0,0.0,0.0,0.0,0.0,0.004,hhOp,0.0,32nn,56.0,56.0,54.0,56.0,0.0,33.0,0.0,36.0,1.0,166.3146857,0.0879,-58.7972445,0.0904,0.022,-188,60,115,62,2.57,1.59,0.966,1.08,1.66,1N000,AAUU,3.0,0.0,54.938,54.807,35.956,35.479,826880089,0.668,2M
[0.188],68.0,0.188,J110515.19-584831.9,166.3132924,-58.8088874,0.0393,0.0366,138.2,Im,11.322,0.023,11.371,0.02,12.647,,9.299,,11.639,0.024,11.395,0.029,11.319,0.021,3033.669,2708.819,1.6700591013510392e+18,46.7,1.5,53.2,1.57,0.1,0.957,-4.4,1.01,1.31,1.0,0.0,0.0,0.0,0.0,0.0,0hO0,0.0,11nn,56.0,56.0,56.0,56.0,0.0,36.0,0.0,36.0,0.0,166.3132925,0.0384,-58.8088874,0.0387,-0.0105,21,27,18,27,1.5,1.57,0.957,1.01,1.31,1N000,AAUU,3.0,0.0,55.144,55.122,35.921,35.84,826880226,0.075,2M
[6.593],69.0,6.593,J110515.22-585431.8,166.3134524,-58.9088368,0.0398,0.0378,132.2,Im,10.726,0.023,10.856,0.021,11.589,,9.358,,11.716,0.026,11.085,0.024,10.881,0.023,3030.611,2447.153,1.670059101351033e+18,46.7,5.17,51.1,2.57,1.1,0.817,-4.5,1.0,2.73,1.0,0.0,0.0,0.0,0.0,0.0,hh00,1.0,13nn,61.0,61.0,61.0,61.0,0.0,37.0,0.0,37.0,0.0,166.3134511,0.0391,-58.9088381,0.0388,-0.0088,75,25,69,25,5.16,2.55,0.817,1.0,2.72,1N000,AAUU,3.0,0.0,60.977,61.555,38.077,38.307,826881324,0.199,2M
[],70.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
[9.592],71.0,9.592,J110518.01-584503.2,166.325073,-58.7509084,0.0427,0.0405,145.5,Im,11.961,0.025,11.789,0.022,12.195,,9.309,,,,,,,,3019.317,2860.781,1.6700591013510395e+18,43.7,19.9,49.0,10.2,-9.8,1.41,-6.6,1.1,9.56,1.0,0.0,0.0,0.0,0.0,0.0,DdDp,1.0,n9nn,58.0,58.0,57.0,57.0,0.0,19.0,0.0,38.0,0.0,166.325072,0.041,-58.750908,0.0418,-0.0092,-53,29,14,30,19.9,10.2,1.41,1.1,9.56,1N000,AAUU,3.0,0.0,57.796,58.445,38.028,37.865,,,2M
[],72.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
[1.562],73.0,1.562,J110518.49-584842.6,166.3270653,-58.8118393,0.0491,0.048,143.5,Im,12.256,0.026,12.316,0.026,11.651,,9.49,,12.99,0.029,12.482,0.033,12.428,0.029,3014.913,2701.292,1.6700591013510395e+18,41.4,1.92,41.7,1.06,-0.4,0.527,-0.6,0.942,1.19,1.0,0.0,0.0,0.0,0.0,0.0,ddO0,0.0,21nn,55.0,55.0,55.0,55.0,0.0,36.0,0.0,36.0,0.0,166.3270653,0.0486,-58.811839,0.0493,-0.0083,-18,32,52,33,1.92,1.06,0.527,0.942,1.19,1N000,AAUU,3.0,0.0,57.322,57.643,36.987,37.031,826908484,0.335,2M
[],74.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
[],75.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
[2.363],76.0,2.363,J110520.15-585359.3,166.3339585,-58.8998287,0.0393,0.0367,130.6,Im,10.631,0.023,10.813,0.021,11.194,0.112,9.4,,12.643,0.054,11.875,0.052,11.542,0.048,3003.137,2471.034,1.67005910135104e+18,46.9,72.7,52.8,33.5,9.7,0.925,-0.6,0.968,33.1,1.0,0.0,0.0,0.0,0.0,0.0,0000,1.0,33nn,58.0,58.0,58.0,58.0,10.0,36.0,0.0,36.0,0.0,166.3339585,0.0385,-58.8998284,0.0382,-0.0103,110,25,9,25,72.7,33.5,0.925,0.968,33.1,1N000,AABU,7.0,0.0,58.358,58.432,37.017,37.859,826881229,0.377,2M
[0.316],77.0,0.316,J110520.73-584757.6,166.3364047,-58.7993553,0.0422,0.04,143.1,Im,12.136,0.023,12.198,0.023,10.933,0.158,8.618,,12.738,0.026,12.244,0.023,12.12,0.019,3002.595,2734.11,1.6700591013510395e+18,47.2,1.77,47.2,1.54,6.9,0.733,2.0,0.848,1.31,1.0,0.0,0.0,0.0,0.0,0.0,ddhp,0.0,01nn,56.0,56.0,56.0,56.0,11.0,36.0,1.0,36.0,0.0,166.336405,0.0429,-58.7993551,0.043,-0.0088,13,30,24,31,1.77,1.54,0.733,0.848,1.31,1N000,AABU,7.0,0.0,54.91,55.725,35.992,36.278,826880109,0.162,2M
[],78.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
[4.687],79.0,4.687,J110521.84-584438.2,166.3410308,-58.7439626,0.034,0.0316,139.9,Im,8.163,0.022,8.314,0.019,8.327,0.025,8.631,,9.662,0.041,8.663,0.033,8.475,0.029,2997.834,2879.194,1.670059101351039e+18,49.5,6.78,57.2,5.71,43.5,1.37,1.9,1.05,4.25,1.0,0.0,0.0,0.0,0.0,0.0,hhOO,1.0,11nn,58.0,58.0,58.0,58.0,38.0,38.0,0.0,38.0,0.0,166.3410305,0.0328,-58.7439625,0.0337,-0.0073,-22,23,16,23,6.77,5.71,1.38,1.05,4.25,1N000,AAAU,7.0,0.0,58.244,58.343,37.938,37.702,826879473,0.48,2M
[1.379],80.0,1.379,J110522.60-585719.3,166.3441997,-58.9553748,0.0556,0.0555,17.9,Im,12.59,0.029,12.748,0.03,10.944,0.108,8.333,0.186,14.066,0.033,13.286,0.026,12.972,0.029,2987.775,2325.758,1.670059101351032e+18,37.0,10.8,36.0,2.78,10.0,0.849,5.8,1.04,4.6,1.0,0.0,0.0,0.0,0.0,0.0,Ph00,1.0,n21n,65.0,65.0,65.0,65.0,18.0,39.0,2.0,40.0,0.0,166.3442002,0.0658,-58.9553764,0.0658,-0.017,-26,38,-136,38,10.8,2.78,0.849,1.04,4.6,2N000,AAAB,15.0,0.0,65.963,65.628,40.844,40.609,826906866,1.029,2M
[],81.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
[0.644],82.0,0.644,J110523.82-584949.6,166.3492543,-58.8304571,0.0957,0.0909,34.7,Im,13.943,0.047,13.884,0.043,11.942,,9.186,,15.05,0.064,14.251,0.068,14.009,0.068,2984.328,2652.867,1.6700591013510405e+18,23.1,2.23,25.1,1.07,-0.1,0.544,-0.1,0.804,1.27,1.0,0.0,0.0,0.0,0.0,0.0,0h00,0.0,21nn,58.0,58.0,58.0,58.0,0.0,38.0,0.0,38.0,0.0,166.3492568,0.0993,-58.8304567,0.1,0.0256,80,74,21,76,2.23,1.07,0.544,0.804,1.27,1N000,AAUU,3.0,0.0,58.744,58.616,39.139,39.474,826908276,0.245,2M
[],83.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
[1.213],84.0,1.213,J110525.28-585808.4,166.3553669,-58.9690018,0.0654,0.0634,29.6,Im,13.239,0.033,13.356,0.034,11.518,0.192,9.355,0.523,14.106,0.029,13.601,0.039,13.387,0.038,2972.333,2290.238,1.6700591013510326e+18,32.9,19.4,31.5,4.48,5.7,0.824,2.1,0.952,7.72,1.0,0.0,0.0,0.0,0.0,0.0,0h00,1.0,53nn,65.0,65.0,65.0,65.0,6.0,40.0,0.0,40.0,0.0,166.3553693,0.0744,-58.9689994,0.08,-0.0066,6,48,110,51,19.4,4.48,0.825,0.952,7.72,3N000,AABC,15.0,0.0,65.975,66.096,40.867,40.466,826906694,1.304,2M
[],85.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
[],86.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
[],87.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
[0.626],88.0,0.626,J110527.26-585736.4,166.3636082,-58.9601366,0.0609,0.0602,179.0,Im,12.741,0.031,12.77,0.033,11.723,0.241,8.935,0.318,14.087,0.053,13.426,0.051,13.253,0.049,2961.446,2313.561,1.670059101351032e+18,34.9,11.3,33.0,2.93,4.5,0.806,3.4,1.0,4.75,1.0,0.0,0.0,0.0,0.0,0.0,dd00,1.0,32nn,66.0,66.0,66.0,66.0,1.0,40.0,1.0,40.0,0.0,166.3636064,0.0678,-58.9601359,0.0734,-0.0209,-48,39,67,41,11.3,2.92,0.806,1.0,4.75,3N000,AABB,15.0,0.0,66.442,66.342,40.947,40.687,826906814,0.761,2M
[0.4],89.0,0.4,J110528.62-584930.9,166.3692875,-58.8252533,0.0397,0.0378,147.4,Im,11.191,0.023,11.268,0.021,12.703,,9.399,,11.673,0.024,11.298,0.022,11.226,0.021,2957.32,2666.767,1.6700591013510392e+18,46.5,1.62,52.9,1.77,-0.2,1.03,-2.0,1.02,1.42,2.0,1.0,0.0,0.0,0.0,0.0,0h00,0.0,nnnn,59.0,59.0,59.0,59.0,0.0,39.0,0.0,39.0,0.0,166.3692878,0.0383,-58.8252528,0.0392,-0.0067,21,26,18,26,2.8,1.93,1.06,1.02,1.84,1N000,AAUU,3.0,0.0,58.376,57.841,38.94,38.797,826908325,0.124,2M
"[5.352, 7.039]",90.0,5.352,J110529.62-584633.9,166.3734404,-58.7761069,0.0475,0.0457,166.7,Im,12.491,0.024,12.698,0.027,12.616,,9.366,,13.81,,13.745,0.049,13.531,0.061,2952.972,2795.49,1.6700591013510397e+18,44.6,10.0,39.5,2.23,-3.9,0.785,-0.4,0.857,4.02,1.0,0.0,0.002,0.0,0.0,0.0,hhHP,1.0,11nn,55.0,55.0,55.0,55.0,0.0,35.0,0.0,35.0,0.0,166.3734419,0.0462,-58.7761073,0.0477,-0.0057,-14,33,165,34,9.99,2.23,0.785,0.857,4.01,1N000,AAUU,3.0,0.0,54.847,54.799,35.594,35.731,826908896,1.144,2M
[9.819],91.0,9.819,J110528.39-585411.9,166.3682922,-58.9033114,0.0831,0.0806,30.7,Im,13.797,0.039,14.037,0.045,12.794,,8.791,,14.425,,14.674,0.12,14.446,0.101,2956.617,2462.395,1.6700591013510403e+18,28.1,3.85,23.9,1.24,0.4,0.871,1.9,1.0,1.92,2.0,0.0,0.0,0.0,0.0,0.0,0000,1.0,10nn,58.0,58.0,58.0,58.0,0.0,37.0,0.0,37.0,0.0,166.3682962,0.0869,-58.9033113,0.0868,0.0152,165,64,-7,66,3.84,1.23,0.871,1.0,1.91,1N000,AAUU,3.0,0.0,59.799,59.848,38.904,38.663,826907461,0.324,2M
[7.942],92.0,7.942,J110530.53-585722.5,166.3772358,-58.9562692,0.068,0.067,176.9,Im,14.36,0.029,15.214,0.069,12.344,,9.319,,15.42,0.08,14.959,0.125,14.536,,2943.15,2323.87,1.6700591013510333e+18,37.7,3.73,15.7,1.37,-6.8,0.821,-3.6,1.01,1.92,1.0,0.0,0.0,0.0,0.0,0.0,0000,1.0,2nnn,63.0,64.0,22.0,64.0,0.0,38.0,0.0,40.0,0.0,166.3772369,0.0679,-58.9562687,0.0688,-0.0025,-136,77,-95,80,3.73,1.37,0.82,1.01,1.92,1N000,AAUU,3.0,0.0,65.544,65.538,39.913,39.993,826906850,1.663,2M
