name,ra,dec,PU,significance,flux_significance_b_max,Fcsc_s,e_Fcsc_s,Fcsc_m,e_Fcsc_m,Fcsc_h,e_Fcsc_h,flux_aper90_ave_b,e_flux_aper90_ave_b,var_intra_prob,var_inter_prob,CSC_flags,DR3Name_gaia,_r_gaia,PU_gaia,RA_ICRS_gaia,DE_ICRS_gaia,Gmag,e_Gmag,BPmag,e_BPmag,RPmag,e_RPmag,Plx,e_Plx,PM,rgeo,b_rgeo,B_rgeo,rpgeo,b_rpgeo,B_rpgeo,cp_flag_gaia,_2MASS_2mass,_r_2mass,PU_2mass,RAJ2000_2mass,DEJ2000_2mass,Jmag,e_Jmag,Hmag,e_Hmag,Kmag,e_Kmag,cp_flag_2mass,Name_catwise,_r_catwise,PU_catwise,RA_ICRS_catwise,DE_ICRS_catwise,W1mag_catwise,e_W1mag_catwise,W2mag_catwise,e_W2mag_catwise,cp_flag_catwise,objID_unwise,_r_unwise,PU_unwise,RAJ2000_unwise,DEJ2000_unwise,W1mag_unwise,e_W1mag_unwise,W2mag_unwise,e_W2mag_unwise,cp_flag_unwise,AllWISE_allwise,_r_allwise,PU_allwise,RAJ2000_allwise,DEJ2000_allwise,W1mag_allwise,e_W1mag_allwise,W2mag_allwise,e_W2mag_allwise,W3mag,e_W3mag,W4mag,e_W4mag,cp_flag_allwise,gaia_precomputed,cp_flag_wise12,which_wise12,W1mag,e_W1mag,W2mag,e_W2mag
2CXO J110507.4-585105,166.28112499999995,-58.85152777777778,0.77,2.81,2.81,7.978845608028655e-18,6.028102749890869e-18,2.876e-16,1.5139999999999998e-16,6.638797884560804e-16,3.941500014382878e-16,9.594586340641089e-16,4.2227067345076843e-16,,,,Gaia DR3 5338654966094701568,0.1865467718038357,0.0010959511850442,166.2810968565,-58.85157750949,18.837492,0.003726,20.11316,0.046662,17.804195,0.019734,0.2685,0.1788,5.439,3878.60498046875,2474.406982421875,5493.78369140625,3563.11572265625,2805.4921875,4774.828125,0,11050747-5851056,0.118,0.2600021444964637,166.281144,-58.851559,16.065000534057617,0.096000000834465,15.208000183105469,0.1220000013709068,15.031000137329102,0.1270000040531158,0,,,,,,,,,,-8,,,,,,,,,,-8,,,,,,,,,,,,,,-8,True,,,,,,
2CXO J110507.1-585120,166.27991666666665,-58.85567222222223,0.77,4.19,4.19,5.653605197602122e-16,2.0537597338933766e-16,2.736e-16,1.209e-16,2.1613177753657576e-16,2.082543939172629e-16,1.055092297296788e-15,3.164901152192031e-16,0.109,,,Gaia DR3 5338654931734962944,0.2831677280621937,0.0038066673613542,166.27978858224,-58.85571463305,19.119108,0.003837,20.43159,0.137405,17.858261,0.022237,1.7749,0.2253,12.687,591.2431640625,518.2571411132812,696.0774536132812,611.814208984375,545.8418579101562,694.249267578125,0,11050715-5851206,0.3,0.3400210901111871,166.279832,-58.855743,16.243999481201172,0.135000005364418,15.52400016784668,0.1369999945163726,15.02299976348877,0.1599999964237213,0,,,,,,,,,,-8,,,,,,,,,,-8,,,,,,,,,,,,,,-8,True,,,,,,
2CXO J110510.3-585029,166.29333333333332,-58.84151944444445,0.72,8.18,8.18,4.0372021154391966e-15,6.475000875522936e-16,8.128253852703656e-16,1.9964089449002944e-16,1.023356174010271e-15,3.845931044784371e-16,5.8733836747198346e-15,7.791179025958579e-16,0.262,,,Gaia DR3 5338655348361782400,0.1445538242321536,0.0040272873153029,166.29328728345,-58.84148712376,15.494361,0.003392,16.153315,0.012298,14.689833,0.007002,2.0133,0.029,12.216,486.6793823242188,480.670166015625,494.74603271484375,490.3911437988281,482.5842895507813,497.4570617675781,0,11051040-5850295,0.075,0.1400579054232927,166.293362,-58.841534,13.680999755859377,0.0320000015199184,13.045000076293944,0.0260000005364418,12.95699977874756,0.0320000015199184,0,J110510.37-585029.3,0.299,0.0681191373371683,166.2931916,-58.8414806,12.933,0.02,12.994,0.015,0,1670m591o0034701,0.072,0.0551472290469793,166.2933718,-58.8415178,12.9243502586617,-0.0027644390222335,12.90916771587819,-0.0064475214429293,0,,0.419,0.1066760370071929,,,,,,,,,,,0,True,0.0,allwise,,,,
2CXO J110505.5-585038,166.2733333333333,-58.84398055555556,0.76,3.88,3.88,1.7749940221727256e-16,9.891165228986522e-17,4.4042021154391964e-16,1.4955000379071302e-16,3.280680846175678e-16,2.430200003732375e-16,9.459876983787601e-16,3.020056939428822e-16,0.998,,,Gaia DR3 5338654966092030208,0.3256368823172643,0.0007828086611682,166.27346016068,-58.84404281716,17.561495,0.002982,18.206629,0.012382,16.786747,0.010016,0.2765,0.0787,9.309,3507.2470703125,2718.914794921875,4367.169921875,3253.42236328125,2717.643310546875,4079.76416015625,0,11050563-5850382,0.291,0.2800010621046999,166.273486,-58.843964,15.932000160217283,0.0860000029206276,15.24899959564209,0.1059999987483024,15.121999740600586,0.1580000072717666,0,J110505.74-585038.2,1.104,0.08240360902145,166.2739177,-58.8439285,15.079,0.013,15.295,0.033,-4,,,,,,,,,,-8,,,,,,,,,,,,,,-8,True,-4.0,catwise,15.079,0.013,15.295,0.033
2CXO J110502.0-585111,166.25849999999997,-58.853319444444445,0.89,2.21,2.21,2.5230000000000003e-16,1.41e-16,1.2797606346317592e-16,9.751500052321284e-17,7.978845608028655e-18,6.028102749890869e-18,3.8825490907120464e-16,1.7154157906993118e-16,,,,Gaia DR3 5338655004764202368,0.0395661859546629,0.0044860413729701,166.25847924731,-58.85331708305,19.560701,0.004286,21.019365,0.113866,18.359255,0.023168,2.215,0.2724,11.926,487.8892211914063,430.7946472167969,557.5990600585938,557.38232421875,484.255859375,655.2474365234375,0,,,,,,,,,,,,-8,J110502.05-585112.3,0.373,0.2332427098690117,166.2585162,-58.8534226,16.594,0.053,17.234,0.195,0,1670m591o0152265,0.841,0.3190312237180555,166.258536,-58.8530865,15.22877580200433,-0.0131117617084528,15.114482324591618,-0.0339989173995948,0,,,,,,,,,,,,,,-8,True,0.0,catwise,16.594,0.053,17.234,0.195
2CXO J110503.0-585133,166.26295833333333,-58.85943888888889,0.75,4.59,4.59,5.797429218793619e-17,4.3800194580707055e-17,3.524e-16,1.557e-16,4.8723607733789816e-15,1.2522615079107097e-15,5.282735065566919e-15,1.262663783926708e-15,0.934,,,,,,,,,,,,,,,,,,,,,,,-8,,,,,,,,,,,,-8,,,,,,,,,,-8,,,,,,,,,,-8,,,,,,,,,,,,,,-8,,,,,,,
2CXO J110517.7-585044,166.32399999999998,-58.84568333333333,0.74,5.37,5.37,8.591808461756789e-16,2.607000347925493e-16,6.553202115439197e-16,1.945500029139097e-16,1.2216539436995268e-15,4.788269917131009e-16,2.7361550014191253e-15,5.788691559995719e-16,1.0,,,Gaia DR3 5338655142203407360,0.1387853379382968,0.0069685047406168,166.32403154928,-58.84571825917,19.920216,0.005841,21.229872,0.130264,18.590172,0.023394,2.1269,0.4686,11.831,652.5711669921875,483.3389892578125,953.3760375976562,1105.7432861328125,732.0143432617188,5462.02001953125,0,,,,,,,,,,,,-8,,,,,,,,,,-8,,,,,,,,,,-8,,,,,,,,,,,,,,-8,True,,,,,,
2CXO J110507.7-585206,166.28233333333333,-58.868566666666666,0.72,10.82,10.82,2.971e-16,1.371e-16,1.78e-15,3.19e-16,1.7589999999999994e-14,1.8900000000000003e-15,1.9667099999999998e-14,1.9216288429350764e-15,0.827,,,,,,,,,,,,,,,,,,,,,,,-8,,,,,,,,,,,,-8,,,,,,,,,,-8,,,,,,,,,,-8,,,,,,,,,,,,,,-8,,,,,,,
2CXO J110509.4-584947,166.28954166666665,-58.82990277777778,0.87,2.0,1.95,2.0409627500709564e-16,1.1406500839927137e-16,7.978845608028655e-18,6.028102749890869e-18,7.978845608028655e-18,6.028102749890869e-18,2.2005396622315287e-16,1.143831376849417e-16,,,,Gaia DR3 5338655348393301376,0.1536445435313457,0.0013311129328498,166.28952849011,-58.82986064716,14.083296,0.002768,14.361473,0.002923,13.635087,0.003812,0.6652,0.0166,5.805,1427.9312744140625,1400.329345703125,1455.1182861328125,1434.9613037109375,1392.54248046875,1471.1182861328125,0,11050949-5849475,0.153,0.1400063250942614,166.289579,-58.829865,13.111000061035156,0.0379999987781047,12.909000396728516,0.0410000011324882,12.819000244140623,0.0340000018477439,0,J110509.51-584946.6,1.057,0.0446198505869304,166.2896391,-58.8296135,12.559,0.011,12.651,0.009,-4,1670m591o0035056,0.452,0.0440201211538541,166.2895152,-58.8297779,12.673283272194404,-0.0023329234987738,12.66885373045712,-0.0054393279298184,0,,0.848,0.1088081387875006,,,,,,,,,,,0,True,0.0,allwise,,,,
2CXO J110514.1-585204,166.30891666666665,-58.86799444444444,0.79,3.53,3.53,3.977e-16,1.7989999999999995e-16,2.4677978845608027e-16,1.370500041364548e-16,2.6375624293319913e-16,2.4446045755234797e-16,9.082360313892794e-16,3.330279702074671e-16,0.459,,,Gaia DR3 5338654729917949696,0.1153545018401623,0.0015357029660712,166.30885823665,-58.86800512927,18.266657,0.006255,18.187296,0.045099,16.60793,0.022183,0.4549,0.1517,8.336,2862.44873046875,2014.7789306640625,4851.39501953125,2272.129638671875,1838.90673828125,2902.46435546875,2,,,,,,,,,,,,-8,,,,,,,,,,-8,,,,,,,,,,-8,,,,,,,,,,,,,,-8,True,,,,,,
2CXO J110458.3-585053,166.24304166666664,-58.84811388888889,0.73,6.37,6.37,6.057539585615353e-17,4.576535607717148e-17,6.440041160068473e-16,1.8913895657527328e-16,5.669531157230222e-15,1.088200272741658e-15,6.374110669093223e-15,1.1054627294966901e-15,0.013,,,,,,,,,,,,,,,,,,,,,,,-8,,,,,,,,,,,,-8,,,,,,,,,,-8,,,,,,,,,,-8,,,,,,,,,,,,,,-8,,,,,,,
2CXO J110514.3-584941,166.31004166666665,-58.82820277777778,0.74,5.96,5.96,1.3132819038952774e-15,3.3345013770875e-16,5.509817890237305e-16,1.8128317905517195e-16,2.719797884560803e-15,8.255000686736666e-16,4.5840615774798106e-15,9.08571928207427e-16,1.0,,,Gaia DR3 5338655382721666816,0.0400432408383673,0.0053973374250643,166.31002301899,-58.82820830588,17.820787,0.004233,18.98923,0.024241,16.506708,0.009573,2.2329,0.1821,11.18,453.7271118164063,415.9865417480469,497.64739990234375,448.7728271484375,416.4657897949219,483.9902038574219,0,11051441-5849417,0.174,0.1401036760662617,166.310043,-58.828251,14.92199993133545,0.0419999994337558,14.206000328063965,0.0489999987185001,14.019000053405762,0.0540000014007091,0,J110514.42-584941.5,0.047,0.0614367971762851,166.3100665,-58.8282005,13.814,0.012,13.829,0.012,0,1670m591o0035106,0.202,0.0881648458699951,166.3100727,-58.8282564,13.791999338615929,-0.0044875138310216,13.644039169492522,-0.0104118676636722,0,J110514.41-584941.6,0.11,0.1764822938633788,166.310073,-58.8282287,13.974,0.041,14.142,0.048,10.982,0.128,8.654,0.278,0,True,0.0,allwise,13.974,0.041,14.142,0.048
2CXO J110459.0-585012,166.24591666666663,-58.83673055555556,0.76,4.0,4.0,8.865595769121606e-16,2.6450000857317393e-16,2.600137503547813e-16,1.1607063717675314e-16,7.978845608028655e-18,6.028102749890869e-18,1.1545521728749706e-15,2.889099952798272e-16,,,,Gaia DR3 5338655039124041856,0.0962120152072789,0.0047507508206598,166.24588118624,-58.83671113514,19.178276,0.004025,20.743395,0.083413,18.000662,0.014813,2.3548,0.2131,11.679,441.89935302734375,400.9354248046875,489.456298828125,455.3921813964844,417.879150390625,506.8257141113281,0,,,,,,,,,,,,-8,J110459.18-585012.5,1.273,0.8626130060198489,166.2465837,-58.8368078,15.778,0.137,16.536,0.321,-4,,,,,,,,,,-8,,,,,,,,,,,,,,-8,True,-4.0,catwise,15.778,0.137,16.536,0.321
2CXO J110500.9-584950,166.25395833333332,-58.83072222222223,0.84,2.0,1.85,7.978845608028655e-18,6.028102749890869e-18,7.978845608028655e-18,6.028102749890869e-18,6.939454819427384e-16,3.987157289476088e-16,7.09903173158796e-16,3.988068562045411e-16,,,,,,,,,,,,,,,,,,,,,,,,-8,,,,,,,,,,,,-8,,,,,,,,,,-8,,,,,,,,,,-8,,,,,,,,,,,,,,-8,,,,,,,
2CXO J110506.8-584925,166.27874999999997,-58.82381111111111,0.87,3.94,3.94,3.662211543919713e-16,1.8713029691304195e-16,2.1468555996525366e-16,1.1962447326166576e-16,2.861122326983117e-16,2.119550032363019e-16,8.67018947055537e-16,3.070060032357592e-16,0.944,,,Gaia DR3 5338655451472520448,0.6426407509578703,0.0053872296888103,166.2784746,-58.82391854054,19.137297,0.005976,20.45589,0.115221,17.592148,0.017174,1.7357,0.322,11.971,677.7250366210938,566.8994750976562,862.8641967773438,571.4639282226562,500.1785583496094,745.776123046875,0,,,,,,,,,,,,-8,,,,,,,,,,-8,,,,,,,,,,-8,,,,,,,,,,,,,,-8,True,,,,,,
2CXO J110458.6-585156,166.24429166666664,-58.86580277777778,0.87,2.05,2.05,9.268191538243211e-17,7.253000125057468e-17,7.978845608028655e-18,6.028102749890869e-18,3.088120259295272e-16,2.460818214754193e-16,4.0947278691998797e-16,2.566187872405911e-16,,,,,,,,,,,,,,,,,,,,,,,,-8,,,,,,,,,,,,-8,,,,,,,,,,-8,,,,,,,,,,-8,,,,,,,,,,,,,,-8,,,,,,,
2CXO J110500.7-584942,166.25316666666666,-58.82860277777778,0.73,6.81,6.81,3.202e-15,6.699999999999998e-16,5.925000000000005e-16,1.831e-16,5.401202115439202e-16,3.03850001865727e-16,4.334620211543919e-15,7.581229673567489e-16,0.827,,,Gaia DR3 5338655039155633920,0.1112064503292395,0.0040901085217876,166.25310702006,-58.82860382043,16.62671,0.002871,17.509224,0.022717,15.632346,0.00557,2.0441,0.0466,11.174,480.4837646484375,471.3756408691406,494.8702087402344,485.573974609375,475.2547607421875,496.0706481933594,0,11050076-5849431,0.149,0.1400597089297275,166.253173,-58.828644,14.41100025177002,0.050000000745058,13.67199993133545,0.0399999991059303,13.508999824523926,0.0450000017881393,0,J110500.76-584943.0,0.042,0.1078775327187269,166.2531469,-58.8285969,13.573,0.021,13.746,0.022,0,1670m591o0101494,0.065,0.0990844188834954,166.2531321,-58.8286013,13.493622185014564,-0.0042487341132108,13.509181278249928,-0.0107803132731039,0,,,,,,,,,,,,,,-8,True,0.0,catwise,13.573,0.021,13.746,0.022
2CXO J110457.1-585014,166.2383333333333,-58.83748333333334,0.88,2.27,2.27,2.307797884560803e-16,1.1835000479003911e-16,7.978845608028655e-18,6.028102749890869e-18,1.907741984879651e-16,1.4413193674989066e-16,4.2953283255207407e-16,1.8659334620462759e-16,,,,,,,,,,,,,,,,,,,,,,,,-8,,,,,,,,,,,,-8,,,,,,,,,,-8,,,,,,,,,,-8,,,,,,,,,,,,,,-8,,,,,,,
2CXO J110456.3-585015,166.23487499999996,-58.83753888888889,0.72,12.68,12.68,6.3827978845608016e-15,6.625000855699776e-16,3.163e-15,4.2900000000000007e-16,3.007e-15,7.64e-16,1.2552797884560804e-14,1.0984731964778328e-15,1.0,,,Gaia DR3 5338655760678509056,0.1100114966625104,0.0057659354592294,166.23482603405,-58.83755597137,16.743721,0.003959,,,,,2.6655,0.1308,15.819,370.9953918457031,355.7812805175781,389.88873291015625,,,,0,11045636-5850145,0.589,0.1401184792222639,166.234844,-58.837376,13.182000160217283,0.0379999987781047,12.640999794006348,0.0390000008046627,12.529999732971191,0.0410000011324882,0,J110456.34-585014.5,0.729,0.0670479546262225,166.2347577,-58.8373458,12.248,0.018,12.227,0.013,-4,1670m591o0034802,0.638,0.0334990778911897,166.2348485,-58.8373623,12.24197595691722,-0.001803889354439,12.18406070799858,-0.0039693024420005,0,J110456.37-585014.4,0.672,0.1339239643214014,166.2349078,-58.837353,12.293,0.032,12.253,0.032,11.65,,8.397,,0,True,0.0,allwise,12.293,0.032,12.253,0.032
2CXO J110520.2-584950,166.33433333333332,-58.83058611111112,0.85,3.82,3.82,7.030275007095628e-16,2.2704220149229945e-16,2.459126926351828e-16,1.164175317046138e-16,7.978845608028655e-18,6.028102749890869e-18,9.569190389527745e-16,2.552205731704008e-16,,,,Gaia DR3 5338655279673853440,0.1844719389299288,0.0044794213242337,166.33442828498,-58.83057159854,18.321804,0.003196,19.615355,0.049649,17.178288,0.008221,2.2165,0.1308,12.137,453.6012268066406,426.4736328125,486.880126953125,455.5800476074219,431.50244140625,480.699462890625,0,11052027-5849502,0.291,0.1600625441493418,166.334471,-58.830624,15.508999824523926,0.0590000003576278,15.142000198364258,0.0930000022053718,14.656999588012695,0.0970000028610229,0,J110520.23-584950.5,0.35,0.088912642743088,166.3342868,-58.8306804,14.914,0.015,14.98,0.024,0,1670m591o0060609,0.326,0.2200454908412349,166.3343156,-58.8306763,14.768768435724091,-0.0091646422345174,14.680555638036733,-0.023645236555008,0,,,,,,,,,,,,,,-8,True,0.0,catwise,14.914,0.015,14.98,0.024
2CXO J110458.7-584942,166.24487499999998,-58.82855833333333,0.88,3.0,3.0,2.107962750070956e-16,1.3176500727099682e-16,1.3905585191925622e-16,1.05665002628889e-16,2.5122007369806333e-16,2.4332017454036033e-16,6.010722006244153e-16,2.9619557265435342e-16,0.433,,,Gaia DR3 5338655790741122688,0.3446847276056834,0.0079737191171999,166.24478502686,-58.82864199023,20.566095,0.009818,22.374512,0.176691,19.401398,0.089139,2.6653,0.9217,9.043,1286.0806884765625,487.468017578125,3093.396484375,3060.247802734375,876.3953247070312,7806.3828125,0,,,,,,,,,,,,-8,,,,,,,,,,-8,,,,,,,,,,-8,,,,,,,,,,,,,,-8,True,,,,,,
2CXO J110519.6-585221,166.33204166666664,-58.872638888888886,0.84,3.31,3.31,1.3628880204697749e-15,5.034080315186644e-16,1.9442812146659961e-16,1.0518269737307476e-16,1.7433777653542612e-16,1.3171404508511551e-16,1.7316539184718004e-15,5.308781740633686e-16,0.737,,,Gaia DR3 5338654691212522368,0.0136754446602275,0.0041256090944247,166.33203481996,-58.87263750926,14.768438,0.002795,15.299176,0.005205,14.054457,0.005625,2.0626,0.0228,10.873,478.0650329589844,472.2860412597656,484.5455627441406,477.75048828125,472.05224609375,482.9754943847656,0,11051969-5852216,0.178,0.1400607702192159,166.332081,-58.872684,13.206000328063965,0.0359999984502792,12.710000038146973,0.0359999984502792,12.640999794006348,0.0320000015199184,0,J110519.61-585221.6,0.613,0.0555533919252461,166.3317189,-58.8726729,12.377,0.012,12.492,0.01,0,1670m591o0033648,0.244,0.0441929785644733,166.3320138,-58.8727052,12.507230104036186,-0.002193281258321,12.556090269329712,-0.005180640927559,0,,0.709,0.1132751488827094,,,,,,,,,,,0,True,0.0,allwise,,,,
2CXO J110454.3-585053,166.2264583333333,-58.84816388888889,0.85,2.38,2.38,2.1397810997944487e-16,1.22955513851999e-16,5.562053273356773e-17,4.2021904269489255e-17,1.1600425385270369e-15,7.486001090485679e-16,1.4296411812400494e-15,7.597934075079693e-16,0.117,,,Gaia DR3 5338655653285306624,0.4790770078798255,0.0012837751983895,166.22631254863,-58.8482735337,14.359058,0.002769,14.656105,0.002903,13.897332,0.003851,0.637,0.0188,7.69,1500.9422607421875,1457.3602294921875,1550.354736328125,1492.897216796875,1453.2342529296875,1538.4766845703125,0,11045432-5850538,0.549,0.1400058819827224,166.226347,-58.848305,13.371000289916992,0.0299999993294477,13.12399959564209,0.0370000004768371,13.038000106811523,0.0320000015199184,0,J110454.34-585053.7,0.281,0.0798103188175564,166.2264128,-58.8482383,12.984,0.014,13.176,0.019,0,1670m591o0034472,0.848,0.0660124760159774,166.2262859,-58.848382,13.044864667600423,-0.0028918645643402,13.120058420223176,-0.0073808287815526,0,J110454.34-585053.6,0.311,0.1452056713415836,166.2264213,-58.8482481,13.055,0.036,13.204,0.037,12.109,,8.926,,0,True,0.0,allwise,13.055,0.036,13.204,0.037
2CXO J110518.8-585230,166.3287083333333,-58.87506111111111,0.94,2.55,2.38,5.8022750070956295e-16,2.428394557284089e-16,7.978845608028655e-18,6.028102749890869e-18,7.978845608028655e-18,6.028102749890869e-18,5.9618519192562e-16,2.429890477037933e-16,,,,Gaia DR3 5338654661198473216,0.3927253640963541,0.0041581547975033,166.32858940811,-58.87497099035,14.652389,0.002793,15.16382,0.003298,13.985495,0.004082,2.0789,0.0211,11.45,472.7835998535156,467.2625732421875,477.3025817871094,473.5890197753906,468.529052734375,478.0040283203125,0,11051887-5852300,0.268,0.1400617331096542,166.328626,-58.875,13.21399974822998,0.0270000007003545,12.718000411987305,0.0260000005364418,12.609999656677246,0.0320000015199184,0,,,,,,,,,,-8,1670m591o0033593,0.317,0.04419603015747,166.3286403,-58.8749803,12.538367091133455,-0.0021271501949666,12.637107355692452,-0.0052384358131575,0,,0.896,0.0847021197000405,,,,,,,,,,,0,True,0.0,allwise,,,,
2CXO J110510.2-584858,166.29279166666666,-58.816338888888886,0.79,2.97,2.86,7.978845608028655e-18,6.028102749890869e-18,7.978845608028655e-18,6.028102749890869e-18,1.5213989422804013e-15,5.477500258740814e-16,1.5373566334964585e-15,5.478163623793866e-16,,,,,,,,,,,,,,,,,,,,,,,,-8,,,,,,,,,,,,-8,,,,,,,,,,-8,,,,,,,,,,-8,,,,,,,,,,,,,,-8,,,,,,,
2CXO J110500.5-585242,166.25241666666668,-58.878575,0.99,2.0,1.78,2.380743849865405e-16,1.2512095228907795e-16,7.978845608028655e-18,6.028102749890869e-18,7.978845608028655e-18,6.028102749890869e-18,2.540320762025977e-16,1.2541103917619138e-16,,,,Gaia DR3 5338654863011191552,0.3126585529243363,0.0011469408005647,166.25224962791,-58.87856555575,15.887057,0.002786,16.417501,0.00433,15.145753,0.005723,0.5718,0.0309,9.471,1669.4432373046875,1589.9566650390625,1779.330078125,1650.9215087890625,1576.99755859375,1726.4180908203125,0,,0.496,0.1400046880079378,,,,,,,,,0,J110500.62-585241.9,0.999,0.100606523964403,166.2525952,-58.8783133,12.959,0.017,13.032,0.022,-4,1670m591o0033463,0.93,0.0550119320166089,166.2527199,-58.8783695,12.983573975937825,-0.0028501808740744,12.970165766744843,-0.0067163224367069,0,,1.272,0.1238053014381855,,,,,,,,,,,-4,True,-4.0,allwise,,,,
2CXO J110520.8-585224,166.33683333333332,-58.87356388888889,0.82,4.65,4.65,1.6460000000000005e-15,4.39e-16,2.8279459653046023e-16,1.2017246162344176e-16,3.925592039150098e-16,2.9658265529463077e-16,2.3213538004454704e-15,5.43252880300005e-16,0.699,,,Gaia DR3 5338654695558218624,0.1748930484106215,0.0025624935980407,166.33692599638,-58.87355578166,14.495326,0.002819,14.857312,0.003629,13.962255,0.00411,1.281,0.0194,11.466,761.8599853515625,752.42138671875,773.1349487304688,762.12353515625,750.8316040039062,771.8812866210938,0,11052087-5852248,0.264,0.1400234457133518,166.336973,-58.873577,13.380999565124512,0.0289999991655349,13.06999969482422,0.032999999821186,12.965999603271484,0.0450000017881393,0,J110520.87-585225.1,0.358,0.0702467461840048,166.3369561,-58.8736406,12.954,0.019,13.117,0.013,0,1670m591o0060254,0.466,0.0550596526454717,166.3369946,-58.8736629,12.917381432322404,-0.0026764868378638,12.975887960467098,-0.0065762275273429,0,J110520.87-585225.1,0.406,0.1468223598415445,166.3369747,-58.8736497,13.041,0.038,13.235,0.032,12.486,,9.328,,0,True,0.0,allwise,13.041,0.038,13.235,0.032
2CXO J110525.1-585102,166.355,-58.85074722222223,1.55,2.65,2.32,4.0817978845608014e-16,1.6855000336340032e-16,7.978845608028655e-18,6.028102749890869e-18,2.5819544387580726e-16,1.950694049864685e-16,6.743540779399161e-16,2.578711197833918e-16,,,,Gaia DR3 5338655107879628800,0.3678918098361829,0.0040761464448667,166.35508393456,-58.85083973292,11.774014,0.002761,12.06879,0.002853,11.31506,0.00379,2.0289,0.022,12.961,487.6784362792969,482.3540344238281,492.9080505371094,489.1023864746094,482.7403564453125,495.0977783203125,0,11052525-5851030,0.519,0.1200692033822162,166.35521,-58.850842,10.77299976348877,0.0240000002086162,10.52299976348877,0.0219999998807907,10.44200038909912,0.0230000000447034,0,J110525.22-585103.1,0.405,0.0396102714057856,166.3550601,-58.8508552,10.347,0.01,10.443,0.008,0,1670m591o0034394,0.508,0.0117308823555604,166.3551123,-58.8508759,10.40704305749096,-0.0006946156029827,10.419567959676687,-0.0014680659635864,0,J110525.20-585103.1,0.471,0.0769080854061521,166.355018,-58.8508776,10.388,0.022,10.452,0.019,10.154,0.073,8.805,,0,True,0.0,allwise,10.388,0.022,10.452,0.019
2CXO J110505.8-585300,166.27458333333334,-58.883519444444445,0.75,4.78,4.78,7.978845608028655e-18,6.028102749890869e-18,2.9859565425005883e-16,1.3742259166987482e-16,4.097202115439197e-15,9.7850005793573e-16,4.403776615297284e-15,9.881212830944668e-16,,,,,,,,,,,,,,,,,,,,,,,,-8,,,,,,,,,,,,-8,,,,,,,,,,-8,,,,,,,,,,-8,,,,,,,,,,,,,,-8,,,,,,,
2CXO J110457.8-584933,166.24129166666663,-58.82584444444445,0.8,3.06,3.06,4.9117978845608045e-16,2.1205000267343143e-16,1.7563989422804012e-16,9.757500145247535e-17,1.79603814636725e-16,1.3569259290004346e-16,8.464234973208458e-16,2.699973413020761e-16,0.505,,,Gaia DR3 5338655795070069760,0.253439308313075,0.0012780615791111,166.24128522745,-58.8259147653,18.71839,0.00338,19.861103,0.034916,17.706482,0.010296,0.6083,0.1511,6.247,1931.31591796875,1513.2674560546875,2556.377197265625,2483.494384765625,1942.8297119140625,3093.652099609375,0,11045789-5849335,0.539,0.320002455366205,166.241217,-58.825989,16.43000030517578,0.1459999978542328,16.222999572753906,,16.509000778198242,,0,,,,,,,,,,-8,1670m591o0101570,1.267,0.3135025062745113,166.2414601,-58.8261855,15.18371311967739,-0.0128154120413268,15.06198194424068,-0.0329291520904856,-4,,,,,,,,,,,,,,-8,True,-4.0,unwise,15.18371311967739,-0.0128154120413268,15.06198194424068,-0.0329291520904856
2CXO J110525.1-585041,166.3550833333333,-58.84490277777778,1.48,2.43,2.43,2.3369353881086166e-16,1.2251895385663325e-16,8.756234076770251e-17,8.294600053583111e-17,2.05774428231059e-16,1.5546476991968552e-16,5.270303078096231e-16,2.1461646662172646e-16,0.978,,,Gaia DR3 5338655107843756032,0.5175017583462088,0.0034214031156822,166.35535522599,-58.84487315647,19.86793,0.005815,21.048643,0.117986,19.173367,0.070016,0.8005,0.4761,7.329,4351.3271484375,2790.6669921875,6034.75439453125,4282.22216796875,2847.6572265625,6358.79931640625,0,,,,,,,,,,,,-8,,,,,,,,,,-8,,,,,,,,,,-8,,,,,,,,,,,,,,-8,True,,,,,,
2CXO J110516.3-584906,166.31833333333333,-58.81849166666667,0.96,2.38,2.38,2.59092021154392e-16,2.447050000231667e-16,2.0617606346317592e-16,1.1871500042977807e-16,4.520731664467762e-16,3.799865011284092e-16,9.173412510643442e-16,4.672938362563658e-16,0.355,,,,,,,,,,,,,,,,,,,,,,,-8,,,,,,,,,,,,-8,,,,,,,,,,-8,,,,,,,,,,-8,,,,,,,,,,,,,,-8,,,,,,,
