name,ra,dec,PU,significance,flux_significance_b_max,Fcsc_s,e_Fcsc_s,Fcsc_m,e_Fcsc_m,Fcsc_h,e_Fcsc_h,flux_aper90_ave_b,e_flux_aper90_ave_b,var_intra_prob,var_inter_prob,CSC_flags,DR3Name_gaia,_r_gaia,PU_gaia,RA_ICRS_gaia,DE_ICRS_gaia,Gmag,e_Gmag,BPmag,e_BPmag,RPmag,e_RPmag,Plx,e_Plx,PM,rgeo,b_rgeo,B_rgeo,rpgeo,b_rpgeo,B_rpgeo,cp_flag_gaia,_2MASS_2mass,_r_2mass,PU_2mass,RAJ2000_2mass,DEJ2000_2mass,Jmag,e_Jmag,Hmag,e_Hmag,Kmag,e_Kmag,cp_flag_2mass,Name_catwise,_r_catwise,PU_catwise,RA_ICRS_catwise,DE_ICRS_catwise,W1mag_catwise,e_W1mag_catwise,W2mag_catwise,e_W2mag_catwise,cp_flag_catwise,objID_unwise,_r_unwise,PU_unwise,RAJ2000_unwise,DEJ2000_unwise,W1mag_unwise,e_W1mag_unwise,W2mag_unwise,e_W2mag_unwise,cp_flag_unwise,AllWISE_allwise,_r_allwise,PU_allwise,RAJ2000_allwise,DEJ2000_allwise,W1mag_allwise,e_W1mag_allwise,W2mag_allwise,e_W2mag_allwise,W3mag,e_W3mag,W4mag,e_W4mag,cp_flag_allwise,gaia_precomputed,cp_flag_wise12,which_wise12,W1mag,e_W1mag,W2mag,e_W2mag
2CXO J110529.2-584629,166.3719583333333,-58.77486944444444,0.91,6.54,6.54,2.4518613477367168e-15,4.92596795332084e-16,5.098797884560803e-16,1.6685000339766934e-16,1.7548825021286885e-15,7.346173843071159e-16,4.716623638321485e-15,9.000851224920174e-16,1.0,,,Gaia DR3 5338661288286781312,0.2245493936674437,0.0022755480746404,166.37194783537,-58.77493158141,17.012604,0.003185,17.9063,0.012886,16.044657,0.009437,1.106,0.07,7.198,882.621826171875,837.8843383789062,953.1605224609376,876.3300170898438,822.240966796875,926.6942138671876,0,11052928-5846297,0.284,0.1200215086724042,166.372026,-58.77494,14.928999900817873,0.1000000014901161,14.11299991607666,0.0469999983906745,13.892000198364258,0.0729999989271164,0,J110529.20-584628.6,1.115,0.0850303624830566,166.371662,-58.7746005,13.907,0.013,14.314,0.018,-4,1670m591o0103239,0.727,0.1155223465135642,166.3723473,-58.7748779,13.603706710269943,-0.0047168734401048,13.68305928440008,-0.0121559766220324,0,,,,,,,,,,,,,,-8,True,-4.0,catwise,13.907,0.013,14.314,0.018
2CXO J110546.9-585254,166.44558333333333,-58.881819444444446,1.62,2.8,2.8,2.948158657939785e-16,1.7676804048753928e-16,5.726464247907901e-17,5.820960301953934e-17,4.3493113335454624e-16,4.2812066444317644e-16,7.870116416276038e-16,4.668218089857881e-16,0.926,,,Gaia DR3 5338651873718264448,0.3096550352825137,0.0009294726461816,166.44556373365,-58.88190486124,18.528913,0.003817,19.320772,0.046234,17.559984,0.014184,0.1288,0.1504,7.312,4592.69384765625,3390.328125,6590.95654296875,3946.56103515625,2919.858154296875,5183.9482421875,2,11054696-5852549,0.438,0.4200009486160715,166.445677,-58.881931,16.218000411987305,0.1550000011920929,15.678000450134276,,15.270000457763672,0.2189999967813491,0,J110546.96-585256.0,1.478,0.1424027978601544,166.44566,-58.8822282,15.354,0.021,15.985,0.107,0,1670m591o0099733,1.64,0.4565008727684976,166.4458394,-58.8822553,15.177663932448278,-0.0116920106047363,15.568188577471524,-0.0477403874369436,0,,,,,,,,,,,,,,-8,True,0.0,catwise,15.354,0.021,15.985,0.107
2CXO J110516.3-585611,166.31841666666665,-58.93663611111111,0.83,8.97,8.97,1.676e-15,3.77e-16,2.309648655101534e-15,3.915765929424504e-16,4.292e-15,1.2459999999999997e-15,8.277648655101534e-15,1.3594032617808509e-15,1.0,,conf,Gaia DR3 5338653011930897664,0.3546227119007543,0.0004860276123843,166.31841379463,-58.93653761595,16.145748,0.006115,16.69723,0.011923,15.413497,0.017612,0.2385,0.0361,7.649,3879.15283203125,3386.52392578125,4414.37158203125,3603.664794921875,3203.876708984375,4127.7080078125,0,11051642-5856116,0.256,0.1400008312183895,166.318418,-58.936565,14.390000343322754,0.0540000014007091,13.843999862670898,0.0509999990463256,13.571999549865724,0.0480000004172325,0,J110516.45-585611.2,0.732,0.0896012987731762,166.3185314,-58.9364415,13.299,0.018,13.511,0.022,0,1670m591o0031433,0.585,0.0825014105445476,166.3183846,-58.9364745,13.511124261840031,-0.0037793354493694,13.525851425731243,-0.0095491283055651,0,,,,,,,,,,,,,,-8,True,0.0,catwise,13.299,0.018,13.511,0.022
2CXO J110507.1-584543,166.27991666666665,-58.76200833333333,0.89,7.73,7.73,3.405797884560803e-15,5.845000969890659e-16,1.2412338470271542e-15,2.760525771266661e-16,8.073808461756789e-16,8.07500011232716e-16,5.454412577763636e-15,1.034360506235296e-15,0.253,,,Gaia DR3 5338661498787340416,0.3664458882425789,0.0042710123811574,166.28011025936,-58.76202512483,16.425606,0.003165,17.332321,0.013664,15.46254,0.005655,2.1346,0.0483,11.018,464.054443359375,453.2764892578125,475.5101623535156,466.8947143554688,457.0476379394531,477.42181396484375,0,11050723-5845434,0.489,0.1400651112882862,166.280157,-58.762062,14.208000183105469,0.0439999997615814,13.461999893188477,0.0439999997615814,13.331000328063965,0.0439999997615814,0,J110507.21-584544.2,0.963,0.0388354915019753,166.2800161,-58.7622708,13.075,0.008,13.283,0.008,-4,1670m591o0037148,0.394,0.0771183207817701,166.2799065,-58.7621176,13.234937293333775,-0.0034569350128191,13.233682627690882,-0.0083496191131095,0,,0.897,0.1636557221737144,,,,,,,,,,,0,True,0.0,allwise,,,,
2CXO J110428.2-585053,166.1179583333333,-58.84815277777778,1.19,4.97,4.97,1.2302393653682408e-15,3.428500148814645e-16,4.9924030821629265e-16,1.706306218759651e-16,1.1691112903009437e-15,7.349376077536921e-16,2.898590963885477e-15,8.287304924501806e-16,1.0,,,Gaia DR3 5338654455040195584,0.101499672663654,0.0040926010653373,166.11798406546,-58.84812792366,17.955784,0.003025,19.239357,0.035268,16.812653,0.009416,2.0419,0.0999,12.068,495.5109558105469,473.7616271972656,518.4235229492188,495.4261474609375,469.68212890625,516.472900390625,0,11042833-5850533,0.164,0.1400596920690603,166.118046,-58.848148,15.32699966430664,0.0829999968409538,14.661999702453612,0.0839999988675117,14.623000144958496,0.1070000007748603,0,J110428.32-585053.2,0.234,0.0621346710177176,166.1180147,-58.8480947,13.973,0.011,13.982,0.016,0,1670m591o0034446,0.947,0.1100759616922786,166.117914,-58.8484149,14.206808699129969,-0.0065125277137382,13.827730476732668,-0.0124322360303427,0,J110428.31-585053.5,0.201,0.2140390556475149,166.1179922,-58.8482059,14.296,0.046,14.613,0.058,11.209,,9.295,,0,True,0.0,allwise,14.296,0.046,14.613,0.058
2CXO J110539.9-584728,166.41662499999998,-58.791352777777774,1.75,2.7,2.32,6.645094046048402e-16,2.5509294128568287e-16,1.8560797884560804e-16,1.2159500004662208e-16,4.1027224116483325e-16,3.099650433993885e-16,1.2603896246152816e-15,4.194473517137801e-16,0.112,,,Gaia DR3 5338658337661442560,0.3905183677832829,0.0062808231466902,166.41682619819,-58.79132279734,19.370667,0.005316,19.821957,0.134755,17.624874,0.070045,3.004,0.3041,11.524,350.69488525390625,321.6780090332031,388.8872680664063,365.7446594238281,324.8085327148437,409.7554931640625,2,,,,,,,,,,,,-8,,,,,,,,,,-8,,,,,,,,,,-8,,,,,,,,,,,,,,-8,True,,,,,,
2CXO J110515.2-585615,166.31375,-58.937527777777774,1.49,2.57,2.57,3.5607967358453344e-16,1.8177697531834967e-16,2.7305523116221937e-16,1.3942108029634712e-16,2.3441848396388193e-16,1.7710565879179375e-16,8.635533887106346e-16,2.895643637655774e-16,0.638,,conf,Gaia DR3 5338652904510165376,0.4124398732876524,0.0009947542812172,166.31397092803,-58.93753923063,18.539652,0.003375,19.359732,0.024661,17.660961,0.008078,0.0804,0.1475,7.045,5237.71875,3619.918212890625,6993.7236328125,4094.259765625,3171.59130859375,5405.92919921875,0,11051537-5856146,0.686,0.2800016608837169,166.314049,-58.937416,15.76099967956543,,15.432000160217283,0.1180000007152557,15.223999977111816,,0,J110515.44-585613.6,1.872,0.0934049789767119,166.3143376,-58.9371053,15.031,0.015,15.498,0.04,-4,1670m591o0097759,1.698,0.3575013008334936,166.3142189,-58.937123,15.049476059947674,-0.0110151002633491,15.257059611798894,-0.0381508199737851,-4,,,,,,,,,,,,,,-8,True,-4.0,catwise,15.031,0.015,15.498,0.04
2CXO J110538.4-585446,166.41020833333332,-58.91292222222222,1.29,5.06,5.06,2.358467694054309e-15,5.641029173414152e-16,5.636413659358911e-16,1.888806194849561e-16,4.364428547591674e-16,3.297372204190305e-16,3.358551914749367e-15,6.801577936771618e-16,0.489,,conf,Gaia DR3 5338651431383048576,0.3899385711293778,0.0062831381681449,166.41000166446,-58.91290364602,16.784176,0.003256,17.975563,0.042462,15.392652,0.00861,3.0357,0.0959,20.294,327.4097900390625,317.1897888183594,336.6749267578125,322.12701416015625,313.541748046875,331.0220947265625,2,11053844-5854463,0.181,0.1201642720994888,166.410207,-58.912872,13.56700038909912,0.0430000014603138,12.946999549865724,0.0509999990463256,12.697999954223633,0.0419999994337558,0,J110538.34-585446.2,0.943,0.0674929054730939,166.4097279,-58.9128379,12.637,0.015,12.512,0.013,0,1670m591o0098652,0.64,0.0390090026686148,166.4098908,-58.9128537,12.577130059452848,-0.0024897054350488,12.387259138151318,-0.005010896344184,0,,,,,,,,,,,,,,-8,True,0.0,catwise,12.637,0.015,12.512,0.013
2CXO J110457.9-584550,166.24154166666665,-58.76415,1.36,4.38,4.38,5.210797884560803e-16,2.0625000274861158e-16,3.426202115439197e-16,1.4155000400495322e-16,1.0304996553853593e-15,6.341710924444778e-16,1.89419965538536e-15,6.817246084452486e-16,0.575,,,Gaia DR3 5338662220341818112,0.5603608988270524,0.0041792663183865,166.24183561756,-58.76411848403,17.269114,0.002939,18.447847,0.011311,16.223682,0.005886,2.0877,0.0683,11.256,472.4263305664063,458.6994934082031,487.1476440429688,475.6240234375,460.4320983886719,491.4189758300781,0,11045805-5845509,0.637,0.1400623169332851,166.241883,-58.764153,14.93299961090088,0.0469999983906745,14.29599952697754,0.0509999990463256,13.928000450134276,0.0540000014007091,0,J110458.05-584550.8,0.644,0.0569534250481917,166.2418739,-58.7641022,13.933,0.012,13.969,0.012,0,1670m591o0103568,0.528,0.1210720968048377,166.2417456,-58.7640483,13.966529988640328,-0.0058085414627277,13.833099669783232,-0.0132031355439031,0,,,,,,,,,,,,,,-8,True,0.0,catwise,13.933,0.012,13.969,0.012
2CXO J110449.9-585549,166.20833333333331,-58.93034722222222,0.84,8.02,8.02,9.414404230878394e-17,9.415000024085019e-17,1.6077978845608029e-15,3.2550017416312954e-16,1.2992021154391971e-14,2.115002680381935e-15,1.469396308126156e-14,2.141973604867331e-15,0.179,,,Gaia DR3 5338652840132523136,0.5778445970154031,0.0028804427576329,166.20842433292,-58.93019373382,17.817636,0.003132,18.222666,0.018625,16.73073,0.012554,0.5677,0.1632,18.254,3890.258056640625,2391.44775390625,6023.9423828125,2250.8974609375,1754.9698486328125,3069.963623046875,2,11045007-5855488,0.733,0.2800146749977936,166.208649,-58.930225,15.677000045776367,0.3129999935626983,15.17199993133545,0.163000002503395,13.074999809265137,,0,,,,,,,,,,-8,,,,,,,,,,-8,,,,,,,,,,,,,,-8,True,,,,,,
2CXO J110428.1-584950,166.11749999999998,-58.83060277777778,1.99,2.65,2.56,3.7482021154391967e-16,1.8285000310036168e-16,3.826e-16,1.626e-16,2.196576195890288e-16,1.6595366870449564e-16,9.770778311329485e-16,2.9565774772578473e-16,,,,Gaia DR3 5338654489399937152,1.0528763292458323,0.0015808188637538,166.1178544849,-58.83083053829,17.873066,0.003005,18.907038,0.034042,16.856218,0.008359,0.7275,0.0969,9.118,1383.2332763671875,1216.0645751953125,1560.3258056640625,1519.3377685546875,1307.7088623046875,1792.8843994140625,0,11042828-5849510,1.137,0.1400088307194942,166.117854,-58.83086,15.501999855041504,0.0970000028610229,14.809000015258787,0.0939999967813491,14.736000061035156,0.1319999992847442,0,J110428.05-584949.0,1.689,0.2676046200637051,166.1168562,-58.8302726,15.614,0.032,15.763,0.058,2,1670m591o0202101,1.567,0.220005619654226,166.1168752,-58.8303116,,,14.521708690666044,-0.0236156981847715,2,,1.519,0.1380089586926877,,,,,,,,,,,0,True,0.0,allwise,,,,
2CXO J110454.2-584554,166.22620833333332,-58.76510833333333,0.99,4.54,4.54,5.663384612578737e-17,4.2787473318725386e-17,6.188849621825262e-16,2.0753803762899838e-16,3.755137503547814e-15,1.0647249792607233e-15,4.430656311856127e-15,1.0856067825864222e-15,0.131,,,,,,,,,,,,,,,,,,,,,,,-8,,,,,,,,,,,,-8,,,,,,,,,,-8,,,,,,,,,,-8,,,,,,,,,,,,,,-8,,,,,,,
2CXO J110538.1-584658,166.408875,-58.78304444444444,1.66,2.83,2.22,8.148742701149936e-16,3.003495388825158e-16,8.975797884560803e-17,7.804500007263773e-17,7.978845608028655e-18,6.028102749890869e-18,9.126110945686304e-16,3.1038235382515083e-16,,,,Gaia DR3 5338658337691126528,0.7986414644982329,0.0008787093945099,166.40893224234,-58.78326429662,18.321552,0.003661,19.092203,0.018226,17.383049,0.034663,0.3181,0.1345,9.03,3908.841552734375,2606.86669921875,5929.31787109375,3201.51611328125,2448.737548828125,4116.689453125,2,,0.52,0.240001518985693,,,,,,,,,0,,,,,,,,,,-8,,,,,,,,,,-8,,,,,,,,,,,,,,-8,True,,,,,,
2CXO J110439.8-584701,166.16591666666665,-58.78373888888888,0.78,15.25,15.25,7.277275007095628e-16,2.26642275973548e-16,4.164000000000001e-15,5.0700000000000035e-16,3.142e-14,2.689999999999999e-15,3.6311727500709565e-14,2.746728184815248e-15,0.089,,extent,Gaia DR3 5338656447874097408,0.40330951003207,0.0012282572531843,166.16612424619,-58.78377014426,20.016792,0.005516,20.929241,0.152233,19.031898,0.062882,0.3572,0.3842,7.502,3982.201171875,2500.504638671875,5976.9326171875,4439.701171875,2933.853515625,6378.4033203125,0,,,,,,,,,,,,-8,,,,,,,,,,-8,,,,,,,,,,-8,,,,,,,,,,,,,,-8,True,,,,,,
2CXO J110551.8-585105,166.46629166666665,-58.851475,1.05,7.88,7.88,4.182202115439197e-15,6.305000899129417e-16,8.482902507805195e-16,2.324998658553346e-16,1.3204037713922066e-15,8.689023180644439e-16,6.350896137611923e-15,1.0984433482618666e-15,0.946,,,Gaia DR3 5338657886672480768,0.323985920928666,0.0041969294537792,166.46622237394,-58.85155755079,16.123482,0.00374,16.924122,0.011894,15.20654,0.007309,2.0979,0.0372,11.281,469.0841674804688,460.8150329589844,477.2052612304688,475.3851623535156,467.9927368164063,483.0321350097656,0,11055191-5851057,0.398,0.1200733537176338,166.466311,-58.851585,14.00100040435791,0.0439999997615814,13.288999557495115,0.0419999994337558,13.199999809265137,0.0430000014603138,0,J110551.90-585105.6,0.3,0.1096803094133126,166.4662433,-58.8515544,12.861,0.022,13.024,0.023,0,1670m591o0100771,0.467,0.0881000015493757,166.4661039,-58.851561,12.98788655093848,-0.0038700776579172,13.221487390834325,-0.0103016497541414,0,,,,,,,,,,,,,,-8,True,0.0,catwise,12.861,0.022,13.024,0.023
2CXO J110529.1-584606,166.37145833333332,-58.7686,2.76,2.86,2.16,7.978845608028655e-18,6.028102749890869e-18,7.978845608028655e-18,6.028102749890869e-18,4.7097861586493465e-15,1.5212886039416665e-15,4.725743849865405e-15,1.521312490098044e-15,,,,Gaia DR3 5338661292601372160,3.564576199717472,0.0577072356794189,166.37274700307,-58.76786927654,20.583447,0.027836,23.242056,0.787703,19.603983,0.163559,,,,,,,,,,-4,,,,,,,,,,,,-8,,,,,,,,,,-8,,,,,,,,,,-8,,,,,,,,,,,,,,-8,True,,,,,,
2CXO J110430.4-585320,166.12691666666666,-58.88904444444445,1.43,4.78,4.78,1.0915060791783196e-16,8.246444561850711e-17,5.022434813750882e-16,2.0558397816426886e-16,3.372137503547813e-15,1.130711847227996e-15,3.983531592840733e-15,1.1522041652115138e-15,0.781,,,,,,,,,,,,,,,,,,,,,,,-8,,,,,,,,,,,,-8,,,,,,,,,,-8,,,,,,,,,,-8,,,,,,,,,,,,,,-8,,,,,,,
2CXO J110442.7-584638,166.17804166666664,-58.77738611111111,1.58,3.35,3.35,6.01046654533884e-16,2.307390089363714e-16,6.649877673016884e-17,6.36045001078462e-17,1.2065100028382509e-15,1.0141511623695545e-15,1.874055434102304e-15,1.042011805506265e-15,0.553,,,Gaia DR3 5338656477916975104,1.6266642413018235,0.0041591734611578,166.17827634918,-58.77782127853,11.747595,0.00276,11.962098,0.002898,11.387522,0.003803,2.0784,0.0129,11.518,472.92572021484375,469.7874450683594,475.84515380859375,472.3036193847656,469.6689147949219,475.1378173828125,-4,11044279-5846403,1.834,0.1400617654746647,166.178325,-58.777874,11.015999794006348,0.0270000007003545,10.850000381469728,0.0299999993294477,10.802000045776367,0.0289999991655349,-4,,,,,,,,,,-8,1670m591o0036627,1.475,0.0170161143590421,166.1783555,-58.7777623,10.767942523267765,-0.0009245425325312,10.748263912025408,-0.0019832433840509,0,,,,,,,,,,,,,,-8,True,0.0,unwise,10.767942523267765,-0.0009245425325312,10.748263912025408,-0.0019832433840509
2CXO J110544.8-584753,166.43699999999998,-58.79826666666666,1.05,4.26,3.87,1.873000000000001e-15,4.61e-16,2.565202115439197e-16,1.3505000419771292e-16,5.573223657208019e-16,4.210629770798772e-16,2.6868425772647215e-15,6.387906811320681e-16,0.846,,,Gaia DR3 5338658268971641088,0.7547857660459203,0.0042486138021712,166.43671033842,-58.79841309255,13.94645,0.002812,14.380594,0.003511,13.337014,0.004101,2.1201,0.0198,11.885,462.7104187011719,458.52874755859375,467.1795349121094,463.07025146484375,459.1795959472656,467.48870849609375,0,11054482-5847544,0.772,0.1200751827323198,166.436785,-58.79845,12.597999572753906,0.0289999991655349,12.196000099182127,0.0289999991655349,12.093000411987305,0.0240000002086162,0,J110544.84-584754.3,0.594,0.0643404189308711,166.436821,-58.7984033,12.045,0.016,12.103,0.012,0,1670m591o0036009,0.788,0.0278262377658209,166.4368121,-58.7984627,11.97873301767284,-0.0015382892325378,12.037222578695111,-0.0035794247455183,0,J110544.81-584754.3,0.755,0.0891013440313893,166.436742,-58.7984284,12.029,0.024,12.182,0.024,11.964,0.224,9.441,,0,True,0.0,allwise,12.029,0.024,12.182,0.024
2CXO J110552.0-585032,166.46712499999998,-58.84246666666667,1.03,5.18,5.18,2.056797884560803e-15,4.9350011487357095e-16,6.246594620406136e-16,1.9692436746747926e-16,6.893722605336757e-16,5.208280775905716e-16,3.3708296071350923e-15,7.44031891984063e-16,0.932,,conf,Gaia DR3 5338657925374686080,0.7227698275565293,0.0049414176305995,166.46689592338,-58.84262871853,17.947062,0.003687,18.999386,0.092519,16.57102,0.017472,2.3958,0.1371,19.495,418.58538818359375,395.9127502441406,440.1752624511719,417.1458740234375,397.984375,442.78326416015625,0,11055210-5850333,0.491,0.1201015027058362,166.467091,-58.842602,14.739999771118164,0.0640000030398368,14.081000328063965,0.0630000010132789,13.880000114440918,0.0570000000298023,0,,,,,,,,,,-8,1670m591o0163224,0.481,0.0442760765222032,166.4672837,-58.8425719,13.533363885033433,-0.0057208339387045,,,0,,,,,,,,,,,,,,-8,True,0.0,unwise,13.533363885033433,-0.0057208339387045,,
2CXO J110450.0-585559,166.2084583333333,-58.933077777777775,0.76,15.45,15.45,1.8717978845608027e-14,1.3450042148717462e-15,2.112e-15,3.519999999999999e-16,1.279638307648642e-15,7.356000493225552e-16,2.2109617153256668e-14,1.5729106047662428e-15,0.85,,,Gaia DR3 5338652840132134656,0.0995289310313731,0.0069200731354516,166.20841726687,-58.93306002233,11.698784,0.002788,11.988625,0.003106,11.247206,0.003904,3.459,0.0129,22.88,286.31060791015625,285.2532653808594,287.3394775390625,286.8096923828125,285.72283935546875,287.9349365234375,0,11045005-5855591,0.208,0.1401709204708309,166.20856,-58.933102,10.793999671936035,0.0240000002086162,10.55500030517578,0.0240000002086162,10.435999870300291,0.0209999997168779,0,,,,,,,,,,-8,1670m591o0031553,0.012,0.01299565102794,166.2084638,-58.9330793,10.418214052152132,-0.0007183940138561,10.424863560315623,-0.0015214826787832,0,,0.576,0.0725308689155176,,,,,,,,,,,0,True,0.0,allwise,,,,
2CXO J110426.2-585128,166.1095,-58.85792777777778,1.08,3.76,3.58,1.2706433665035413e-15,3.483184039649104e-16,1.0731324446929148e-16,9.089691103590416e-17,2.3936536824085963e-16,1.8084308249672606e-16,1.6173219792136925e-15,4.028550352961338e-16,0.671,,,Gaia DR3 5338654351961118208,0.1087445968009966,0.0045669074393948,166.10950576635,-58.85789771851,13.068168,0.002783,13.417681,0.003286,12.544246,0.003949,2.2834,0.0118,11.974,431.9620666503906,429.9278259277344,434.1426086425781,431.9591369628906,429.6910400390625,434.319091796875,0,11042630-5851283,0.247,0.1600651624158111,166.109595,-58.85788,11.97599983215332,0.0370000004768371,11.651000022888184,0.0370000004768371,11.498000144958496,0.3070000112056732,0,J110426.18-585128.9,0.834,0.0783332382785239,166.1090932,-58.8580249,11.726,0.025,11.746,0.021,0,1670m591o0100512,0.561,0.0333145046368695,166.1093108,-58.8580492,11.607131760669668,-0.001986023398666,11.64567557763025,-0.0046054316137871,0,,,,,,,,,,,,,,-8,True,0.0,catwise,11.726,0.025,11.746,0.021
2CXO J110458.0-584533,166.24199999999996,-58.759258333333335,1.42,3.58,3.58,4.970062314460445e-16,2.411361510512282e-16,3.089e-16,1.5030000000000002e-16,7.266964822265636e-16,5.744203601287797e-16,1.532602713672608e-15,6.408552749835787e-16,0.915,,,Gaia DR3 5338662215997925248,0.3495495292829663,0.0051960720279842,166.2419957252,-58.75935540511,18.876009,0.003772,20.339909,0.091313,17.620008,0.011985,2.5106,0.1986,12.043,405.1608276367188,371.820068359375,441.907470703125,419.6900024414063,386.5261535644531,454.6817932128906,2,11045811-5845340,0.734,0.2800480278689353,166.24214,-58.759449,16.006999969482422,0.0930000022053718,15.267000198364258,0.1159999966621398,15.06700038909912,,0,J110458.20-584534.0,1.162,0.0757776874368702,166.2425151,-58.7594396,14.758,0.012,14.779,0.029,0,1670m591o0103712,1.504,0.2310582132564865,166.2425844,-58.7595459,14.795155441881082,-0.0100885395355683,14.670933342666777,-0.0248504511579652,-4,,,,,,,,,,,,,,-8,True,0.0,catwise,14.758,0.012,14.779,0.029
2CXO J110553.2-585030,166.47183333333334,-58.84176111111111,1.14,5.28,5.28,2.359202115439197e-15,4.775001187227368e-16,4.650967119696573e-16,1.6107196702097646e-16,5.466307126060436e-16,4.129853193950235e-16,3.3709295400148975e-15,6.515423362883212e-16,0.957,,conf,Gaia DR3 5338657925374209408,0.2797109659385654,0.0026347693485388,166.47175194502,-58.84182640737,17.144333,0.003129,17.821026,0.029882,16.00873,0.011055,1.2513,0.0837,18.465,800.8681030273438,742.2320556640625,883.7002563476562,799.9907836914062,754.6541137695312,844.1499633789062,0,,,,,,,,,,,,-8,,,,,,,,,,-8,,,,,,,,,,-8,,,,,,,,,,,,,,-8,True,,,,,,
2CXO J110457.1-585629,166.23804166666665,-58.94145555555555,1.55,4.38,4.06,1.815797884560803e-15,4.405001286949047e-16,2.216e-16,1.173e-16,7.136279511820829e-16,5.391535099502395e-16,2.7510258357428857e-15,7.060355236614448e-16,0.133,,,Gaia DR3 5338652767065254656,0.8563759602096315,0.0041034137739204,166.23811829604,-58.9412209815,11.860192,0.00276,12.088889,0.002836,11.484895,0.003793,2.0511,0.0105,11.209,478.2784729003906,475.7845764160156,480.533447265625,479.1355285644531,476.3619079589844,481.345703125,0,11045716-5856285,0.8,0.1400601217400585,166.238205,-58.94125,11.163000106811523,0.0240000002086162,10.881999969482422,0.0230000000447034,10.859000205993652,0.0240000002086162,0,J110457.14-585628.4,0.82,0.0659278219103285,166.2380985,-58.9412298,10.823,0.019,10.878,0.013,0,1670m591o0031241,0.776,0.0117404302238035,166.2381528,-58.9412478,10.840286210694677,-0.0008563493260684,10.851500620699069,-0.0018375203349841,0,J110457.14-585628.5,0.702,0.084100164695677,166.2380945,-58.9412625,10.831,0.024,10.86,0.022,11.194,0.235,8.527,,0,True,0.0,allwise,10.831,0.024,10.86,0.022
2CXO J110533.7-585546,166.39079166666664,-58.92946666666666,2.02,2.38,2.38,2.988956542500588e-16,1.7471776870503226e-16,7.370378481624546e-17,7.481026293493887e-17,5.499818277614151e-16,4.155171225499776e-16,9.225812668277192e-16,4.569216051730023e-16,,,,Gaia DR3 5338651500102476160,0.7695556186000393,0.000495138849213,166.39084192919,-58.92967885239,17.90046,0.002951,18.351353,0.016395,17.222128,0.009412,0.141,0.0979,6.016,5139.70361328125,3772.251708984375,6550.64794921875,4799.10400390625,3747.19482421875,5844.2353515625,2,,,,,,,,,,,,-8,,,,,,,,,,-8,1670m591o0098031,2.832,0.4345002534655647,166.3907916,-58.9302532,15.092613401116395,-0.0118245865484643,15.450279181364197,-0.0452567841734479,-4,,,,,,,,,,,,,,-8,True,-4.0,unwise,15.092613401116395,-0.0118245865484643,15.450279181364197,-0.0452567841734479
2CXO J110424.9-585059,166.10420833333333,-58.84982777777778,0.99,5.58,5.58,1.488e-15,3.7199999999999993e-16,6.188839044629276e-16,1.9628688193882536e-16,3.457e-16,3.457e-16,2.4525839044629275e-15,5.444456171384487e-16,1.0,,,Gaia DR3 5338654347619391232,0.311940607393487,0.0055175184603225,166.1041834208,-58.84991346431,19.352552,0.003823,21.38827,0.131408,18.116045,0.018151,2.7432,0.2225,23.168,371.1213989257813,340.2099914550781,403.68017578125,358.7679748535156,332.61328125,384.7120971679688,0,11042508-5851000,0.873,0.4200360682250513,166.104509,-58.850014,16.059999465942383,0.0939999967813491,15.847999572753906,0.1770000010728836,15.156999588012695,0.181999996304512,0,,,,,,,,,,-8,,,,,,,,,,-8,,,,,,,,,,,,,,-8,True,,,,,,
2CXO J110521.8-584528,166.34108333333333,-58.75780833333334,0.82,9.94,9.94,4.067797884560802e-15,6.195000915094585e-16,1.877797884560803e-15,3.405001664907489e-16,4.682e-15,1.135e-15,1.0627595769121604e-14,1.3371408776791078e-15,1.0,,,Gaia DR3 5338661567476891904,0.5695167942141146,0.0041340517703579,166.34100030525,-58.75796055862,17.870281,0.003096,19.375217,0.038933,16.701385,0.00818,2.0595,0.0976,11.298,487.5531005859375,464.3238220214844,516.9713134765625,476.1783447265625,455.0777587890625,495.3612365722656,0,11052185-5845287,0.687,0.1400609254147637,166.341064,-58.757999,15.170000076293944,0.0640000030398368,14.458000183105469,0.0630000010132789,14.267000198364258,0.0850000008940696,0,,,,,,,,,,-8,,,,,,,,,,-8,,,,,,,,,,,,,,-8,True,,,,,,
2CXO J110504.5-584515,166.26895833333333,-58.75421388888889,1.1,4.78,4.67,7.978845608028655e-18,6.028102749890869e-18,1.4087978845608028e-16,1.0835000523212851e-16,6.261765004257377e-15,1.4272416772589416e-15,6.4106236383214856e-15,1.4313611937458285e-15,,,,,,,,,,,,,,,,,,,,,,,,-8,,,,,,,,,,,,-8,,,,,,,,,,-8,,,,,,,,,,-8,,,,,,,,,,,,,,-8,,,,,,,
