name,usrid,ra,dec,significance,net_counts,remove_code,flux_significance_b_max,theta_mean,theta_median,e_theta,NET_COUNTS_broad,NET_ERR_broad,flux_aper90_ave_s,e_flux_aper90_ave_s,flux_aper90_ave_m,e_flux_aper90_ave_m,flux_aper90_ave_h,e_flux_aper90_ave_h,chisqr,dof,kp_prob_b_max,var_inter_prob,significance_max,flux_flag,flux_aper90_ave_b,e_flux_aper90_ave_b,ra_ave,dec_ave,PU_ave,PU,err_ellipse_r0,_q,_rs_gaia,_r_gaia,DR3Name_gaia,RA_ICRS_gaia,DE_ICRS_gaia,SolID_gaia,Source_gaia,RandomI_gaia,e_RA_ICRS_gaia,e_DE_ICRS_gaia,Plx_gaia,e_Plx_gaia,RPlx_gaia,PM_gaia,pmRA_gaia,e_pmRA_gaia,pmDE_gaia,e_pmDE_gaia,RADEcor_gaia,RAPlxcor_gaia,RApmRAcor_gaia,RApmDEcor_gaia,DEPlxcor_gaia,DEpmRAcor_gaia,DEpmDEcor_gaia,PlxpmRAcor_gaia,PlxpmDEcor_gaia,pmRApmDEcor_gaia,NAL_gaia,NAC_gaia,NgAL_gaia,NbAL_gaia,gofAL_gaia,chi2AL_gaia,epsi_gaia,sepsi_gaia,Solved_gaia,APF_gaia,nueff_gaia,pscol_gaia,e_pscol_gaia,RApscolCorr_gaia,DEpscolCorr_gaia,PlxpscolCorr_gaia,pmRApscolCorr_gaia,pmDEpscolCorr_gaia,MatchObsA_gaia,Nper_gaia,amax_gaia,MatchObs_gaia,NewMatchObs_gaia,MatchObsrm_gaia,IPDgofha_gaia,IPDgofhp_gaia,IPDfmp_gaia,IPDfow_gaia,RUWE_gaia,SDSk1_gaia,SDSk2_gaia,SDSk3_gaia,SDSk4_gaia,SDMk1_gaia,SDMk2_gaia,SDMk3_gaia,SDMk4_gaia,Dup_gaia,o_Gmag_gaia,FG_gaia,e_FG_gaia,RFG_gaia,Gmag_gaia,e_Gmag_gaia,o_BPmag_gaia,FBP_gaia,e_FBP_gaia,RFBP_gaia,BPmag_gaia,e_BPmag_gaia,o_RPmag_gaia,FRP_gaia,e_FRP_gaia,RFRP_gaia,RPmag_gaia,e_RPmag_gaia,E_BP_RP__gaia,NBPcont_gaia,NBPblend_gaia,NRPcont_gaia,NRPblend_gaia,Mode_gaia,BP-RP_gaia,BP-G_gaia,G-RP_gaia,RV_gaia,e_RV_gaia,n_RV_gaia,o_RV_gaia,o_RVd_gaia,RVNper_gaia,RVS_N_gaia,RVgof_gaia,RVchi2_gaia,RVTdur_gaia,RVamp_gaia,RVtempTeff_gaia,RVtemplogg_gaia,RVtemp_Fe_H__gaia,Vatmparam_gaia,Vbroad_gaia,e_Vbroad_gaia,o_Vbroad_gaia,GRVSmag_gaia,e_GRVSmag_gaia,o_GRVSmag_gaia,RVSS_N_gaia,VarFlag_gaia,GLON_gaia,GLAT_gaia,ELON_gaia,ELAT_gaia,QSO_gaia,Gal_gaia,NSS_gaia,XPcont_gaia,XPsamp_gaia,RVS_gaia,EpochPh_gaia,EpochRV_gaia,MCMCGSP_gaia,MCMCMSC_gaia,And_gaia,PQSO_gaia,PGal_gaia,PSS_gaia,Teff_gaia,b_Teff_gaia,B_Teff_gaia,logg_gaia,b_logg_gaia,B_logg_gaia,__Fe_H__gaia,b__Fe_H__gaia,B__Fe_H__gaia,Dist_gaia,b_Dist_gaia,B_Dist_gaia,A0_gaia,b_A0_gaia,B_A0_gaia,AG_gaia,b_AG_gaia,B_AG_gaia,E_BP-RP__gaia,b_E_BP-RP__gaia,B_E_BP-RP__gaia,Lib_gaia,HIP_gaia,dHIP_gaia,nHIP_gaia,f_HIP_gaia,PS1coid_gaia,PS1_gaia,dPS1_gaia,nPS1_gaia,mPS1_gaia,f_PS1_gaia,SDSS13coid_gaia,SDSS13_gaia,dSDSS13_gaia,nSDSS13_gaia,mSDSS13_gaia,f_SDSS13_gaia,SKYM2_gaia,dSKYM2_gaia,nSKYM2_gaia,mSKYM2_gaia,f_SKYM2_gaia,TYC2_gaia,dTYC2_gaia,f_TYC2_gaia,TYC2moid_gaia,nTYC2_gaia,URAT1_gaia,dURAT1_gaia,f_URAT1_gaia,URAT1oid_gaia,nURAT1_gaia,mURAT1_gaia,AllWISE_gaia,dAllWISE_gaia,f_AllWISE_gaia,AllWISEoid_gaia,nAllWISE_gaia,mAllWISE_gaia,APASS9coid_gaia,APASS9_gaia,dAPASS9_gaia,nAPASS9_gaia,mAPASS9_gaia,f_APASS9_gaia,GSC23_gaia,dGSC23_gaia,f_GSC23_gaia,GSC23coid_gaia,nGSC23_gaia,mGSC23_gaia,RAVE5_gaia,dRAVE5_gaia,f_RAVE5_gaia,RAVE5coid_gaia,nRAVE5_gaia,_2MASS_gaia,d2MASS_gaia,f_2MASS_gaia,_2MASScoid_gaia,n2MASS_gaia,m2MASS_gaia,RAVE6_gaia,dRAVE6_gaia,f_RAVE6_gaia,RAVE6oid_gaia,nRAVE6_gaia,RAJ2000_gaia,DEJ2000_gaia,e_RAJ2000_gaia,e_DEJ2000_gaia,RADEcorJ2000_gaia,_rs_2mass,_r_2mass,RAJ2000_2mass,DEJ2000_2mass,errMaj_2mass,errMin_2mass,errPA_2mass,_2MASS_2mass,Jmag_2mass,Jcmsig_2mass,e_Jmag_2mass,Jsnr_2mass,Hmag_2mass,Hcmsig_2mass,e_Hmag_2mass,Hsnr_2mass,Kmag_2mass,Kcmsig_2mass,e_Kmag_2mass,Ksnr_2mass,Qflg_2mass,Rflg_2mass,Bflg_2mass,Cflg_2mass,Ndet_2mass,prox_2mass,pxPA_2mass,pxCntr_2mass,Xflg_2mass,Aflg_2mass,Cntr_2mass,Hemis_2mass,Date_2mass,Scan_2mass,GLON_2mass,GLAT_2mass,Xscan_2mass,_tab1_36_2mass,Jpsfchi_2mass,Hpsfchi_2mass,Kpsfchi_2mass,Jstdap_2mass,e_Jstdap_2mass,Hstdap_2mass,e_Hstdap_2mass,Kstdap_2mass,e_Kstdap_2mass,edgeNS_2mass,edgeEW_2mass,edge_2mass,dup_2mass,use_2mass,opt_2mass,Dopt_2mass,PAopt_2mass,Bmag_2mass,Rmag_2mass,Nopt_2mass,extKey_2mass,scanKey_2mass,coaddKey_2mass,coadd_2mass,Opt_2mass,_rs_catwise,_r_catwise,objID_catwise,RA_ICRS_catwise,e_RA_ICRS_catwise,DE_ICRS_catwise,e_DE_ICRS_catwise,Name_catwise,ePos_catwise,Xpos_catwise,Ypos_catwise,skyW1_catwise,e_skyW1_catwise,confW1_catwise,skyW2_catwise,e_skyW2_catwise,confW2_catwise,nW1_catwise,mW1_catwise,nW2_catwise,mW2_catwise,_tab1_20_catwise,RAPMdeg_catwise,e_RAPMdeg_catwise,DEPMdeg_catwise,e_DEPMdeg_catwise,ePosPM_catwise,pmRA_catwise,e_pmRA_catwise,pmDE_catwise,e_pmDE_catwise,snrW1pm_catwise,snrW2pm_catwise,FW1pm_catwise,e_FW1pm_catwise,FW2pm_catwise,e_FW2pm_catwise,W1mproPM_catwise,e_W1mproPM_catwise,chi2W1pm_catwise,W2mproPM_catwise,e_W2mproPM_catwise,chi2W2pm_catwise,chi2pm_catwise,pmQual_catwise,Dist_catwise,dW1mpro_catwise,chi2dW1mpro_catwise,dW2mpro_catwise,chi2dW2mpro_catwise,ELONavg_catwise,e_ELONavg_catwise,ELATavg_catwise,e_ELATavg_catwise,dELON_catwise,e_dELON_catwise,dELAT_catwise,e_dELAT_catwise,snrdELON_catwise,snrdELAT_catwise,chi2pmRA_catwise,chi2pmDE_catwise,ka_catwise,k1_catwise,k2_catwise,km_catwise,plx1_catwise,e_plx1_catwise,plx2_catwise,e_plx2_catwise,Sep_catwise,ccf_catwise,abf_catwise,WISEA_catwise,_rs_unwise,_r_unwise,objID_unwise,RAJ2000_unwise,DEJ2000_unwise,XposW1_unwise,XposW2_unwise,YposW1_unwise,YposW2_unwise,FW1_unwise,FW2_unwise,e_XposW1_unwise,e_XposW2_unwise,e_YposW1_unwise,e_YposW2_unwise,e_FW1_unwise,e_FW2_unwise,q_W1_unwise,q_W2_unwise,rchi2W1_unwise,rchi2W2_unwise,fFW1_unwise,fFW2_unwise,FW1lbs_unwise,FW2lbs_unwise,e_FW1lbs_unwise,e_FW2lbs_unwise,fwhmW1_unwise,fwhmW2_unwise,SpModW1_unwise,SpModW2_unwise,e_SpModW1_unwise,e_SpModW2_unwise,skyW1_unwise,skyW2_unwise,RAW1deg_unwise,RAW2deg_unwise,DEW1deg_unwise,DEW2deg_unwise,coaddID_unwise,detIDW1_unwise,detIDW2_unwise,nmW1_unwise,nmW2_unwise,PrimW1_unwise,PrimW2_unwise,FlagsW1_unwise,FlagsW2_unwise,f_FlagsW1_unwise,f_FlagsW2_unwise,Prim_unwise,_rs_allwise,_r_allwise,AllWISE_allwise,RAJ2000_allwise,DEJ2000_allwise,eeMaj_allwise,eeMin_allwise,eePA_allwise,Im_allwise,W1mag_allwise,e_W1mag_allwise,W2mag_allwise,e_W2mag_allwise,W3mag_allwise,e_W3mag_allwise,W4mag_allwise,e_W4mag_allwise,Jmag_allwise,e_Jmag_allwise,Hmag_allwise,e_Hmag_allwise,Kmag_allwise,e_Kmag_allwise,wx_allwise,wy_allwise,ID_allwise,snr1_allwise,chi2W1_allwise,snr2_allwise,chi2W2_allwise,snr3_allwise,chi2W3_allwise,snr4_allwise,chi2W4_allwise,chi2_allwise,nb_allwise,na_allwise,sat1_allwise,sat2_allwise,sat3_allwise,sat4_allwise,ccf_allwise,ex_allwise,var_allwise,nW1_allwise,mW1_allwise,nW2_allwise,mW2_allwise,nW3_allwise,mW3_allwise,nW4_allwise,mW4_allwise,satnum_allwise,RA_pm_allwise,e_RA_pm_allwise,DE_pm_allwise,e_DE_pm_allwise,cosig_pm_allwise,pmRA_allwise,e_pmRA_allwise,pmDE_allwise,e_pmDE_allwise,chi2W1_pm_allwise,chi2W2_pm_allwise,chi2W3_pm_allwise,chi2W4_pm_allwise,chi2pm_allwise,qpm_allwise,qph_allwise,fdet_allwise,fmoon_allwise,covW1_allwise,covW2_allwise,covW3_allwise,covW4_allwise,_2Mkey_allwise,d2M_allwise,_2M_allwise,PU_gaia,PU_CU_gaia,PU_plx_gaia,PU_e_plx_gaia,PU_epsi_gaia,X_PU_gaia,cp_flag_gaia,_r2_gaia,PU_2mass,PU_CU_2mass,PU_plx_2mass,PU_e_plx_2mass,PU_epsi_2mass,X_PU_2mass,cp_flag_2mass,_r2_2mass,PU_catwise,PU_CU_catwise,PU_plx_catwise,PU_e_plx_catwise,PU_epsi_catwise,X_PU_catwise,cp_flag_catwise,_r2_catwise,PU_unwise,PU_CU_unwise,PU_plx_unwise,PU_e_plx_unwise,PU_epsi_unwise,X_PU_unwise,cp_flag_unwise,_r2_unwise,PU_allwise,PU_CU_allwise,PU_plx_allwise,PU_e_plx_allwise,PU_epsi_allwise,X_PU_allwise,cp_flag_allwise,_r2_allwise
IC2395_CXO_noconversion-141.0,141.0,130.58605197007458,-47.96367741583811,7.399621,54.76921,0,6.03983,9.102919934138397,9.102919934138397,0.0004164787894911,68.00154211128083,9.42522913761447,7.989333895487519e-13,5.008941954613599e-13,3.3292027625224404e-15,8.885723470257815e-16,1.951693462578809e-14,3.303517394679297e-15,,0.0,0.5924135642377114,,3.9114,0,8.217795269370624e-13,5.00905877221336e-13,130.5860526769488,-47.96367709695328,2.1636243071407906,2.411525647829171,2.411525647829171,1,"[0.7317356947136194, 6.412758642613407, 7.053624687816886, 7.54928798213778, 8.35185545550904, 9.243303226640757]",0.7317356947136194,Gaia DR3 5329123888205164416,130.5863375057,-47.96374640187,1.6361480689213768e+18,5.329123888205165e+18,280968403.0,1.0264,1.1035,1.2155,1.2109,1.0038,8.988,4.662,1.61,7.684,1.417,-0.1306,-0.0662,-0.0961,0.0015,0.0673,0.0866,-0.174,-0.0124,0.0257,-0.0258,123.0,0.0,123.0,0.0,3.4209,181.5,4.013,2.573,95.0,0.0,,1.7613,0.3543,-0.211,0.099,-0.181,-0.132,0.351,14.0,13.0,2.233646,18.0,6.0,0.0,0.0847,74.4,0.0,0.0,1.229,0.364,0.0536,0.0535,0.17,-27.84,-57.411,28.223,-8.539,0.0,131.0,88.17502,1.0933,80.649,20.824003,0.013741,14.0,33.583,6.754,4.9723,21.523256,0.218377,16.0,87.834,7.4784,11.745,19.888735,0.092519,1.377,0.0,0.0,0.0,0.0,0.0,1.634521,0.699253,0.935268,,,,,,,,,,,,,,,,,,,,,,,NOT_AVAILABLE,266.50230577423,-3.52047064337,158.55566238496,-62.09294832306,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.999994,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,130.58630656174,-47.96378055318,25.872815,22.89544,-0.0299,"[6.445, 6.951]",6.445,130.583622,-47.964424,0.07,0.06,0.0,08422006-4757519,14.019,0.025,0.028,89.1,13.373,0.034,0.035,60.2,13.148,0.034,0.035,40.5,AAA,222.0,111.0,000,666666.0,7.3,254.0,157283909.0,0.0,0.0,157283917.0,s,1998-11-21,114.0,266.502,-3.522,4.3,2451138.8491,0.69,1.23,0.89,14.06,0.028,13.28,0.05,13.168,0.065,420.0,248.0,nw,1.0,1.0,U,0.4,27.0,17.1,15.4,1.0,,9546.0,219558.0,267.0,Opt,"[1.102, 6.551, 7.13]",1.102,1304m485_b0-083851,130.5860602,0.0494,-47.9639835,0.0493,J084220.65-475750.3,0.0179,949.05,1676.715,-13.37,12.0,3.97,3.05,19.7,5.77,12.0,12.0,12.0,12.0,57224.915665,130.5860628,0.0499,-47.9639809,0.0502,0.0183,-0.00092,0.0173,-0.06675,0.019,42.3,59.9,560.0,10.0,1400.0,20.0,15.631,0.026,3.007,14.594,0.018,1.381,2.176,2N000,0.249,0.054,1.223,0.03,0.641,158.555592,0.046,-62.093254,0.052,-0.249,0.093,0.142,0.105,2.689,1.357,1.87,0.389,3.0,3.0,3.0,3.0,-0.126,0.047,-0.118,0.047,,,00,WISEA,"[0.172, 6.474, 6.545]",0.172,1304m485o0136335,130.5860158,-47.9637185,1676.061,1675.622,948.09,947.98,423.41,1516.4,0.034,0.033,0.034,0.033,8.4991,27.623,1.0,1.0,8.807,6.712,0.1787,0.4223,433.11,1504.0,8.6555,28.244,2.6403,2.8665,-0.00255114,0.00470716,0.000755473,0.000723,-35.395,-32.412,130.5860158,130.5861418,-47.9637185,-47.9640533,1304m485,1304m485w1o0176072,1304m485w2o0098484,212.0,218.0,1.0,1.0,32.0,0.0,0.0,0.0,1.0,[6.462],6.462,J084220.06-475751.8,130.5836058,-47.9644117,0.0439,0.042,146.1,Im,12.936,0.024,13.006,0.024,12.232,0.401,9.114,,14.019,0.028,13.373,0.035,13.148,0.035,1901.412,3351.261,1.304048501351056e+18,46.0,2.68,44.9,1.4,2.7,0.878,0.3,0.904,1.68,1.0,0.0,0.0,0.0,0.0,0.0,0h00,0.0,01nn,40.0,40.0,40.0,40.0,0.0,18.0,0.0,18.0,0.0,130.5836039,0.0429,-47.9644124,0.0439,-0.0087,50.0,54.0,24.0,57.0,2.68,1.4,0.878,0.904,1.68,1N000,AACU,7.0,11.0,38.921,39.405,17.776,17.864,157283917.0,0.059,2M,0.00900346606813176,0.0022069999999999998,0.002431,0.0024218,0.008026,2.4115424550563365,0,6.412758642613407,0.140271848751772,0.14,0.002431,0.0024218,0.008026,2.415601817703022,-8,6.951,0.09918483529370808,0.0988,0.002431,0.0024218,0.008026,2.413564497105918,0,6.551,0.18720360988036527,0.187,0.002431,0.0024218,0.008026,2.4187809205651805,0,6.474,0.08823282582032609,0.0878,0.002431,0.0024218,0.008026,2.413139237940932,-8,
IC2395_CXO_noconversion-82.0,82.0,130.79768576083043,-48.17047386454723,8.029769,43.374706,0,4.30227,7.923376086524999,7.923376086524999,0.0088321801841546,43.86602328006485,7.3084244589955185,5.240597231263155e-13,2.0959570644310018e-13,4.961673904672893e-15,1.0285947378758086e-15,3.609942034518387e-15,1.1633852794920888e-15,1.4966353585806926,1.0,0.4424299767383013,0.779,4.30227,0,5.326313390655067e-13,2.0960145904030721e-13,130.7976853297787,-48.17047394429146,1.969877790274683,1.9836205446375124,1.9836205446375124,2,"[0.28472289174704546, 5.833436719227487, 8.681249497982854, 9.145493877269185, 9.664175721112203]",0.2847228917470454,Gaia DR3 5329106257355993984,130.79780427161,-48.17047675661,1.6361480689213768e+18,5.329106257355994e+18,1431805977.0,0.06,0.0699,1.3437,0.0723,18.5821,5.537,-4.226,0.082,3.577,0.092,0.0184,-0.0039,-0.148,0.0002,0.0162,0.0038,-0.2209,0.0569,-0.0492,-0.0212,405.0,0.0,404.0,1.0,2.1119,482.8,0.276,1.475,31.0,0.0,1.285,,,,,,,,46.0,29.0,0.128708,50.0,21.0,0.0,0.0096,178.0,0.0,0.0,1.075,0.185,0.104,0.0698,0.109,-78.007,-79.282,41.507,-3.261,0.0,408.0,1738.65636,2.2539,771.4,17.586832,0.003094,42.0,342.84,11.059,31.0,19.000807,0.035135,44.0,2186.6,13.114,166.74,16.398457,0.007529,1.455,0.0,2.0,0.0,1.0,0.0,2.60235,1.413975,1.188376,,,,,,,,,,,,,,,,,,,,,,,NOT_AVAILABLE,266.75270114794,-3.53618031924,159.0527249875,-62.18649446422,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.992964,3528.6,3517.7,3549.9,4.4029,4.2768,4.4162,-0.3378,-0.3858,-0.3012,507.0402,481.9862,586.0628,1.2326,1.1983,1.2764,0.8049,0.7819,0.8341,0.502,0.4887,0.519,MARCS,,,,,,,,,,,,,,,,,441241399.0,0.121335,1.0,0.0,8.0,,,,,,,,,,,,,,,,,,,,,,,,S66G004959,0.466764,8.0,178479619.0,1.0,0.0,,,,,,08431148-4810137,0.054076,8.0,101765819.0,1.0,0.0,,,,,,130.79783243549,-48.17049265492,1.322668,1.490631,-0.021,"[0.418, 5.486, 8.954, 9.755]",0.418,130.797856,-48.170498,0.06,0.06,45.0,08431148-4810137,14.548,0.019,0.023,54.7,13.799,0.031,0.032,42.1,13.661,0.06,0.061,26.1,AAA,222.0,111.0,000,666666.0,5.2,60.0,157287317.0,0.0,0.0,157287325.0,s,1998-11-21,115.0,266.753,-3.536,-75.3,2451138.8497,0.86,1.11,0.89,14.491,0.068,13.681,0.068,13.498,0.088,1158.0,177.0,ne,0.0,1.0,U,0.3,270.0,19.3,17.0,2.0,,9547.0,219560.0,21.0,Opt,"[0.171, 5.522, 9.804]",0.171,1304m485_b0-018420,130.7977571,0.0785,-48.1704736,0.0864,J084311.46-481013.7,0.0185,764.529,1405.927,117.6,45.2,4.5,109.82,38.7,9.57,12.0,12.0,12.0,12.0,57223.393084,130.7977575,0.0797,-48.1704732,0.0888,0.0189,-0.02797,0.0138,-0.0185,0.0149,27.6,36.8,3400.0,100.0,3900.0,100.0,13.664,0.039,0.9454,13.524,0.029,1.039,0.9854,3N000,0.123,-0.024,0.093,-0.006,0.01,159.052644,0.079,-62.186513,0.086,0.077,0.158,0.004,0.172,0.489,0.024,0.605,1.99,3.0,3.0,3.0,3.0,0.047,0.081,0.038,0.081,,,00,WISEA,"[0.089, 5.593, 9.588, 9.777]",0.089,1304m485o0098519,130.7976548,-48.1704874,1404.907,1404.899,763.619,763.625,3529.9,3864.8,0.007,0.016,0.006,0.016,14.627,36.262,1.0,1.0,20.51,2.836,0.5881,0.5297,3417.7,3874.8,14.868,37.032,2.6444,2.8677,0.00049448,-0.000528038,0.000172573,0.000388,53.301,44.239,130.7976548,130.7976482,-48.1704874,-48.1704935,1304m485,1304m485w1o0109759,1304m485w2o0126404,224.0,218.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,"[4.062, 8.09]",4.062,J084311.81-481011.9,130.7992212,-48.1699997,0.0624,0.0608,153.3,Im,12.936,0.036,12.78,0.028,10.289,,7.099,,14.231,0.041,13.542,0.04,13.43,0.053,1525.507,2812.066,1.3040485013510472e+18,29.8,2.98,38.8,1.63,-1.1,0.187,-1.5,0.397,1.63,2.0,1.0,0.0,0.0,0.0,0.0,dd0d,0.0,nnnn,42.0,42.0,42.0,42.0,0.0,8.0,0.0,21.0,0.0,130.7992258,0.0624,-48.1700034,0.0632,0.0051,-208.0,68.0,136.0,70.0,3.85,1.86,0.188,0.397,2.0,1N001,AAUU,3.0,11.0,42.231,42.05,21.023,21.558,157287317.0,1.432,2M,0.002750868219308224,0.0001398,0.0026874,0.00014460000000000002,0.0005520000000000001,1.9836224520770027,0,5.833436719227487,0.12003144476311196,0.12,0.0026874,0.00014460000000000002,0.0005520000000000001,1.987248855287113,0,5.486,0.17282183812215401,0.1728,0.0026874,0.00014460000000000002,0.0005520000000000001,1.9911348153352002,0,5.522,0.08804287439605774,0.088,0.0026874,0.00014460000000000002,0.0005520000000000001,1.9855734720326874,0,5.593,0.12483023564793908,0.1248,0.0026874,0.00014460000000000002,0.0005520000000000001,1.9875444782041838,-8,8.09
IC2395_CXO_noconversion-78.0,78.0,130.69384301447698,-48.21748003455136,10.668069,56.938213,0,5.30832,6.905818393839999,6.905818393839999,0.0028474164390464,58.42976769881718,8.271188851980064,3.81176825431277e-13,1.393539809968193e-13,4.264059068528094e-15,8.431018906081712e-16,6.120760764481142e-15,1.882269692818209e-15,,0.0,0.234746356357589,,5.30832,0,3.915616452642864e-13,1.3936924258837145e-13,130.69384365206852,-48.21747976924969,1.3091430187175035,1.325442613387729,1.325442613387729,3,"[0.2898941694100016, 3.8156082001226386, 4.74598886087887]",0.2898941694100016,Gaia DR3 5329108598132012544,130.69376021495,-48.21753869259,1.6361480689213768e+18,5.329108598132013e+18,275191111.0,0.195,0.2182,1.317,0.2347,5.6102,5.321,-4.299,0.268,3.135,0.273,0.0855,0.0037,-0.0818,-0.0038,0.0619,0.0122,-0.2241,0.1427,-0.1373,0.029,377.0,0.0,377.0,0.0,139.1954,32540.0,2.756,1175.0,31.0,0.0,1.349,,,,,,,,44.0,27.0,0.384461,48.0,20.0,0.0,0.0593,151.0,0.0,0.0,9.234,0.153,0.125,0.0294,0.0884,-58.377,-67.88,13.438,-9.212,0.0,376.0,11458.40476,26.457,433.1,15.539556,0.003725,37.0,3542.9,21.875,161.96,16.465145,0.007261,34.0,12481.0,53.19,234.65,14.507289,0.005974,1.398,0.0,1.0,0.0,0.0,0.0,1.957856,0.925589,1.032268,,,,,,,,,,,,,,,,,,,,,,,NOT_AVAILABLE,266.74709774875,-3.61980998589,158.98539833982,-62.26421754864,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.99885,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,441242120.0,0.117714,1.0,0.0,8.0,,,,,,,,,,,,J084246.50-481303.2,0.060492,8.0,107772642.0,1.0,0.0,,,,,,,S66G004742,0.152937,8.0,178091936.0,1.0,0.0,,,,,,08424650-4813032,0.064795,8.0,101562300.0,1.0,0.0,,,,,,130.69378889329,-48.21755262774,4.301031,4.42725,0.0283,[0.357],0.357,130.693784,-48.217571,0.06,0.06,90.0,08424650-4813032,13.129,0.021,0.024,202.2,12.429,0.02,0.021,148.7,12.224,0.024,0.026,98.1,AAA,222.0,111.0,000,666666.0,11.4,310.0,157287625.0,0.0,0.0,157287643.0,s,1998-11-21,115.0,266.747,-3.62,174.4,2451138.8498,1.01,0.53,0.88,13.121,0.017,12.458,0.039,12.243,0.028,1329.0,78.0,nw,0.0,1.0,U,0.4,336.0,17.4,15.7,1.0,,9547.0,219560.0,21.0,Opt,[0.446],0.446,1304m485_b0-005999,130.6937471,0.019,-48.2175861,0.0201,J084246.50-481303.3,0.0028,855.492,1344.541,125.85,26.5,1.57,148.47,27.8,12.14,12.0,12.0,12.0,12.0,57273.708534,130.6937514,0.0192,-48.2175888,0.0203,0.0028,-0.00603,0.0041,0.01295,0.0043,94.4,130.0,14000.0,200.0,14000.0,100.0,12.146,0.011,2.551,12.131,0.008,2.083,2.3,2N000,0.031,-0.023,0.971,-0.037,4.753,158.985419,0.019,-62.264265,0.02,-0.024,0.038,0.023,0.04,0.632,0.562,12.8,29.2,3.0,3.0,3.0,3.0,0.003,0.019,-0.004,0.019,0.101,dd00,00,WISEA,[0.37],0.37,1304m485o0033810,130.693734,-48.2175528,1343.583,1343.564,854.505,854.475,13820.0,14412.0,0.002,0.005,0.002,0.005,21.993,48.81,1.0,1.0,83.47,8.677,0.9376,0.9405,13809.0,14503.0,22.408,49.947,2.6468,2.8698,-0.00220823,-0.00151473,8.10638e-05,0.000158,83.527,84.175,130.693734,130.6937676,-48.2175528,-48.2175671,1304m485,1304m485w1o0034786,1304m485w2o0029754,233.0,228.0,1.0,1.0,32.0,0.0,160.0,0.0,1.0,[0.348],0.348,J084246.50-481303.2,130.6937562,-48.2175575,0.0447,0.0424,141.1,Im,12.2,0.025,12.132,0.023,10.566,,7.597,,13.129,0.024,12.429,0.021,12.224,0.026,1709.975,2688.146,1.304048501351043e+18,43.3,1.44,46.4,1.38,-5.7,0.874,-4.4,0.914,1.23,1.0,0.0,0.0,0.0,0.0,0.0,dd00,0.0,67nn,38.0,38.0,38.0,38.0,0.0,0.0,0.0,19.0,0.0,130.6937582,0.0444,-48.2175588,0.0457,-0.0092,-51.0,46.0,21.0,49.0,1.44,1.37,0.874,0.915,1.23,1N000,AAUU,3.0,11.0,40.05,40.195,20.519,20.598,157287643.0,0.083,2M,0.006142546810566444,0.00043640000000000004,0.002634,0.00046939999999999997,0.0055119999999999995,1.3254568466251224,0,3.8156082001226386,0.12015631667274093,0.12,0.002634,0.00046939999999999997,0.0055119999999999995,1.330877778693616,0,,0.040664240265373214,0.0402,0.002634,0.00046939999999999997,0.0055119999999999995,1.3260662509167682,0,,0.028174286794167478,0.0275,0.002634,0.00046939999999999997,0.0055119999999999995,1.3257420231027048,0,,0.08960971173014674,0.0894,0.002634,0.00046939999999999997,0.0055119999999999995,1.328468299140199,0,
