ra,dec,COMPONENT,significance,net_counts,NET_COUNTS_ERR,KS,KP,ra.1,dec.1,NET_COUNTS_y,NET_ERR,SRC_SIGNIFICANCE_0.7-1.2,THETA_0.7-1.2,NET_COUNTS_0.7-1.2,NET_ERR_0.7-1.2,NET_FLUX_APER_0.7-1.2,NET_FLUX_APER_LO_0.7-1.2,NET_FLUX_APER_HI_0.7-1.2,NET_MFLUX_APER_0.7-1.2,NET_MFLUX_APER_LO_0.7-1.2,NET_MFLUX_APER_HI_0.7-1.2,NET_UMFLUX_APER_0.7-1.2,NET_UMFLUX_APER_LO_0.7-1.2,NET_UMFLUX_APER_HI_0.7-1.2,SRC_SIGNIFICANCE_soft,THETA_soft,NET_COUNTS_soft,NET_ERR_soft,NET_FLUX_APER_soft,NET_FLUX_APER_LO_soft,NET_FLUX_APER_HI_soft,NET_MFLUX_APER_soft,NET_MFLUX_APER_LO_soft,NET_MFLUX_APER_HI_soft,NET_UMFLUX_APER_soft,NET_UMFLUX_APER_LO_soft,NET_UMFLUX_APER_HI_soft,SRC_SIGNIFICANCE_medium,THETA_medium,NET_COUNTS_medium,NET_ERR_medium,flux_aper90_m.1,flux_aper90_lolim_m.1,flux_aper90_hilim_m.1,NET_MFLUX_APER_medium,NET_MFLUX_APER_LO_medium,NET_MFLUX_APER_HI_medium,NET_UMFLUX_APER_medium,NET_UMFLUX_APER_LO_medium,NET_UMFLUX_APER_HI_medium,SRC_SIGNIFICANCE_hard,THETA_hard,NET_COUNTS_hard,NET_ERR_hard,flux_aper90_h.1,flux_aper90_lolim_h.1,flux_aper90_hilim_h.1,NET_MFLUX_APER_hard,NET_MFLUX_APER_LO_hard,NET_MFLUX_APER_HI_hard,NET_UMFLUX_APER_hard,NET_UMFLUX_APER_LO_hard,NET_UMFLUX_APER_HI_hard,flux_significance_b,theta,NET_COUNTS_broad,NET_ERR_broad,NET_FLUX_APER_broad,NET_FLUX_APER_LO_broad,NET_FLUX_APER_HI_broad,NET_MFLUX_APER_broad,NET_MFLUX_APER_LO_broad,NET_MFLUX_APER_HI_broad,NET_UMFLUX_APER_broad,NET_UMFLUX_APER_LO_broad,NET_UMFLUX_APER_HI_broad,SRC_SIGNIFICANCE_0.7-7.0,THETA_0.7-7.0,NET_COUNTS_0.7-7.0,NET_ERR_0.7-7.0,NET_FLUX_APER_0.7-7.0,NET_FLUX_APER_LO_0.7-7.0,NET_FLUX_APER_HI_0.7-7.0,NET_MFLUX_APER_0.7-7.0,NET_MFLUX_APER_LO_0.7-7.0,NET_MFLUX_APER_HI_0.7-7.0,NET_UMFLUX_APER_0.7-7.0,NET_UMFLUX_APER_LO_0.7-7.0,NET_UMFLUX_APER_HI_0.7-7.0,obsid,name,usrid,PU.1,kp_prob_b,ks_prob_b,flux_aper90_s.1,flux_aper90_lolim_s.1,flux_aper90_hilim_s.1,flux_aper90_b.1,flux_aper90_lolim_b.1,flux_aper90_hilim_b.1,per_remove_code,flux_aper90_mean_s.1,e_flux_aper90_mean_s.1,flux_aper90_mean_m.1,e_flux_aper90_mean_m.1,flux_aper90_mean_h.1,e_flux_aper90_mean_h.1,flux_aper90_mean_b.1,e_flux_aper90_mean_b.1,flux_aper90_ave2_b,e_flux_aper90_ave2_b
130.7551952387577,-48.1696247378284,83,13.024993,76.21414,9.950576,0.544594362486101,0.4648855669164662,130.75519495989704,-48.16962493312627,29.0,5.385164807134504,2.46366,6.393593556722326,6.625048733610117,2.648701745974754,5.4244282193699676e-15,3.4855779177943643e-15,7.907901168417992e-15,5.390744464e-15,3.463933728e-15,7.858795936e-15,4.7206072340000005e-14,3.033323268e-14,6.881848915999999e-14,2.42408,6.393593556722326,6.541726229967921,2.6493569519670825,2.4433749708296383e-15,1.5657527356148709e-15,3.590269857082427e-15,5.354387661e-15,3.431175005e-15,7.867681732e-15,7.364600523000002e-14,4.7193507150000006e-14,1.0821467676000001e-13,3.25899,6.393593556722326,11.417125117887457,3.4676025386857465,4.9722875555113765e-15,3.592781430026731e-15,6.639825913626255e-15,4.9978448217e-15,3.6112481157e-15,6.673954229099999e-15,9.671647041e-15,6.988355661e-15,1.2915192843e-14,2.69264,6.393593556722326,9.459733599699309,3.479337023206766,7.547189981143354e-15,5.012884180770667e-15,1.0610623955515996e-14,9.849696010000001e-15,6.542221070000001e-15,1.38477262e-14,1.0845251939e-14,7.203474673e-15,1.5247382180000002e-14,4.65996,6.393593556722326,25.37821308278674,5.399145675792911,1.3169984755490802e-14,1.0558468290286764e-14,1.6174720718767724e-14,2.116352762e-14,1.6966947148e-14,2.599199278e-14,3.811353975e-14,3.0555889650000004e-14,4.680915525e-14,4.67983,6.393593556722326,25.461472552147963,5.398824683096696,1.6145984847474233e-14,1.2923669483895628e-14,1.9779662795872638e-14,2.124417345e-14,1.7004393273e-14,2.602520634e-14,3.34287341e-14,2.6757234994e-14,4.0951920520000006e-14,21137.0,IC2395_CXO_noconversion-83.0,83.0,1.7348077665637425,0.5351144330835338,0.45540563751389895,2.4433749708296383e-15,1.5657527356148707e-15,3.590269857082427e-15,1.3169984755490802e-14,1.0558468290286764e-14,1.6174720718767724e-14,0,2.658223461739333e-15,1.0163111433908564e-15,5.202104026940619e-15,1.5266061495991205e-15,7.96937318186373e-15,2.8045349810372067e-15,1.5829700670543682e-14,3.3509448124425515e-15,1.5829700670543682e-14,3.3509448124425515e-15
130.46527190461293,-48.16649731742673,84,8.347887,35.875854,6.7827897,0.679734696070662,0.2411669989784284,130.46527175714232,-48.16649728954393,17.0,4.123105625617661,0.0,6.928445078869945,-0.3332097284327626,0.1178074292660672,,,,0.0,,9.519650654999998e-16,0.0,,7.833629320000001e-15,0.0,6.928445078869945,-0.6247682408114299,0.1613144661267982,,,,0.0,,9.6539079e-16,0.0,,1.24377561e-14,2.47355,6.928445078869945,6.666875600685303,2.648371477564533,2.8628726280129503e-15,1.8551405045853845e-15,4.179797907227207e-15,3.0628940396999998e-15,1.9847543124e-15,4.471829438700001e-15,5.807721062000001e-15,3.763401304e-15,8.479280602000001e-15,2.35482,6.928445078869945,7.584903072236903,3.178138397765788,5.672733994009351e-15,3.503747938661799e-15,8.31842186770519e-15,8.502219855e-15,5.251371794e-15,1.2467542395000001e-14,9.333309105e-15,5.764691694e-15,1.3686240645e-14,3.29874,6.928445078869945,13.796190805263208,4.139239520711723,,,,1.2196435525999998e-14,8.816699694e-15,1.6200696842e-14,2.1768703816999998e-14,1.5736411173e-14,2.8915675439e-14,3.38816,6.928445078869945,14.129054098222872,4.137566200479072,8.1937521357772e-15,5.959083427144467e-15,1.0788837655562924e-14,1.2514752525e-14,9.1016244e-15,1.6478364375e-14,1.9521694861e-14,1.4197574736e-14,2.5704511575e-14,21137.0,IC2395_CXO_noconversion-84.0,84.0,2.696655270559159,0.7588330010215716,0.32026530392933805,,,,,,,0,,,3.109573073321066e-15,1.1669820932165726e-15,6.053087014976102e-15,2.4126823885266003e-15,,,,
130.69189193526208,-48.157344016493354,85,3.3860934,10.426669,3.741817,0.999187202705768,0.9996571077796064,130.69189225516172,-48.15734395709714,2.0,1.4142135623730951,0.912228,3.912691450269125,1.0,1.0,1.7526804810619046e-15,4.279794817507139e-16,4.503996675080281e-15,5.656287801999999e-16,1.3811845047000002e-16,1.4535394060000002e-15,4.903758759999999e-15,1.197427686e-15,1.2601562799999999e-14,0.912228,3.912691450269125,1.0,1.0,1.7526804810619046e-15,4.279794817507139e-16,4.503996675080281e-15,5.725360516e-16,1.3980510725999998e-16,1.4712895480000001e-15,7.792290794e-15,1.9027658559000003e-15,2.002444382e-14,0.0,3.912691450269125,-0.1716829032960876,0.0858414516480438,,,,0.0,,4.4993567039e-16,0.0,,8.678817476999999e-16,0.883058,3.912691450269125,1.3125993991871354,1.4246166060119012,3.7900967384356056e-15,5.474582074833256e-16,8.927786792966283e-15,1.2584350137e-15,1.817738766e-16,2.964314705e-15,1.3848973092000002e-15,2.0004064559999999e-16,3.26220378e-15,0.650674,3.912691450269125,1.223894795747062,1.425995544797242,1.4175398920186205e-15,1.3500371490676894e-16,3.425711707405206e-15,9.164168664000001e-16,8.727774227999999e-17,2.2146678240000002e-15,1.6481048010000001e-15,1.5696226394999998e-16,3.98290866e-15,0.650674,3.912691450269125,1.223894795747062,1.425995544797242,1.4175398920186205e-15,1.3500371490676894e-16,3.425711707405206e-15,9.160806900000002e-16,8.724572549999999e-17,2.2138554e-15,1.4395073448000002e-15,1.3709585196000002e-16,3.478799568e-15,21137.0,IC2395_CXO_noconversion-85.0,85.0,4.043493353268899,0.0003428922203936313,0.0008127972942320039,1.7526804810619044e-15,4.279794817507139e-16,4.503996675080281e-15,1.4175398920186205e-15,1.3500371490676901e-16,3.425711707405206e-15,0,2.8909547191255423e-15,2.0938562473023962e-15,,,5.302129091024756e-15,4.238472622614427e-15,,,,
130.63459306504635,-48.1569375939678,86,3.3195243,7.8704643,3.0000603,0.604300676422513,0.6121742439540723,130.63459390755887,-48.15693807345982,3.0,1.7320508075688772,1.33706,2.6630944911415417,1.958754438677957,1.4148148982565778,1.2744452145443665e-15,5.230926054781058e-16,2.472809514253716e-15,1.219722156e-15,5.006316734999999e-16,2.3666302150000003e-15,1.0448938368e-14,4.288738607999999e-15,2.027410352e-14,1.33706,2.6630944911415417,1.958754438677957,1.4148148982565778,1.2744452145443665e-15,5.230926054781058e-16,2.472809514253716e-15,1.235228976e-15,5.06996406e-16,2.3967181400000004e-15,1.6601158440000003e-14,6.8139007650000004e-15,3.2211272850000005e-14,0.914595,2.6630944911415417,1.0,1.0,3.2698950352897183e-16,7.892857274232431e-17,8.419083040828364e-16,3.3611765383999996e-16,8.1131921376e-17,8.654107879999999e-16,6.457778276000002e-16,1.5587754864000003e-16,1.6627008200000002e-15,0.0,2.6630944911415417,-0.1239889662910841,0.0715850630647008,,,,0.0,,1.0944875555e-15,0.0,,1.2038131725e-15,1.61586,2.6630944911415417,2.87532023911187,1.733545984658336,1.5344192782087102e-15,7.578563360490029e-16,2.6852450004768216e-15,2.1810102800000007e-15,1.077210436e-15,3.816784000000001e-15,3.915465176e-15,1.9338652312e-15,6.8520928e-15,1.61586,2.6630944911415417,2.87532023911187,1.733545984658336,1.5344192782087102e-15,7.578563360490029e-16,2.6852450004768216e-15,2.180192912e-15,1.0768067344e-15,3.815353599999999e-15,3.4200039400000004e-15,1.689154778e-15,5.985032e-15,21137.0,IC2395_CXO_noconversion-86.0,86.0,1.9087769313625862,0.3878257560459277,0.39569932357748705,1.2744452145443665e-15,5.230926054781058e-16,2.472809514253716e-15,1.5344192782087102e-15,7.578563360490029e-16,2.6852450004768216e-15,0,1.6311089410068738e-15,9.864099457101762e-16,5.399112777449761e-16,3.919294294466054e-16,,,,,,
130.68869229010105,-48.15536563247329,87,6.5510793,23.809628,5.4774146,0.934122899875723,0.9999879249366648,130.6886915473422,-48.15536563134335,11.0,3.3166247903554,1.35184,3.7380652582001206,2.0,1.4142135623730951,4.031390945387291e-15,1.6905850279706617e-15,7.835206040660923e-15,1.1514023412e-15,4.828466366999999e-16,2.237806926e-15,9.980310136e-15,4.185295626e-15,1.9397222280000003e-14,1.668,3.7380652582001206,3.0,1.7320508075688772,3.589355795736174e-14,1.8298658037254392e-14,6.193381355362393e-14,1.761362478e-15,8.979485873999998e-16,3.0392054040000004e-15,2.3966387190000003e-14,1.2218145777e-14,4.135365342e-14,2.16443,3.7380652582001206,4.913402649195271,2.236906245371763,2.0777715527610664e-15,1.2601263983719744e-15,3.183988275012741e-15,1.9073429495e-15,1.1567648994999998e-15,2.922822569e-15,3.678684253e-15,2.231047553e-15,5.6372354860000004e-15,1.40308,3.7380652582001206,2.519002523675071,1.7381117908453243,3.969159827677947e-15,1.6653793330299737e-15,7.38318523985173e-15,2.424685634e-15,1.0173491417e-15,4.5102500180000004e-15,2.668327676e-15,1.1195764238e-15,4.963457852e-15,3.13976,3.7380652582001206,10.521861867641867,3.319756509055978,4.158961619424492e-14,2.9612877390790345e-14,5.606700024475398e-14,7.967503726e-15,5.673067764000001e-15,1.0740999178e-14,1.4328202262e-14,1.0202048868e-14,1.9315862786000004e-14,2.95837,3.7380652582001206,9.521861867641867,3.165562079539673,1.0113724329277972e-14,7.069452582957736e-15,1.3902151391365378e-14,7.186062409e-15,5.023028689000001e-15,9.877837705e-15,1.1291690278e-14,7.892846038000001e-15,1.5521363110000002e-14,21137.0,IC2395_CXO_noconversion-87.0,87.0,1.3360914398568953,1.2075063335226233e-05,0.06587710012427705,3.589355795736174e-14,1.8298658037254392e-14,6.193381355362393e-14,4.158961619424492e-14,2.9612877390790345e-14,5.606700024475398e-14,0,4.2631976861854534e-14,2.2002123403766818e-14,2.3080183514452976e-15,9.668260981829142e-16,4.855007106081642e-15,2.8832418436605575e-15,4.9795002319381473e-14,2.221128700700944e-14,3.97884143648555e-15,1.1302017932138658e-15
130.58604034625424,-48.15499025832485,88,3.88682,8.401084,3.0000274,0.995252299366031,0.9977083512020396,130.58604119839293,-48.15499092859739,5.0,2.23606797749979,0.918697,2.808079178922576,1.0,1.0,8.97720257992204e-16,2.1669133069920598e-16,2.301048295613708e-15,1.2600933800000001e-15,3.0416079941000003e-16,3.2298878170000003e-15,1.06865304e-14,2.5795101228000002e-15,2.739185436e-14,0.918697,2.808079178922576,1.0,1.0,8.97720257992204e-16,2.1669133069920598e-16,2.301048295613708e-15,1.2765834200000001e-15,3.0814115818999997e-16,3.272155303e-15,1.69773576e-14,4.097987293200001e-15,4.351658484e-14,1.95682,2.808079178922576,4.0,2.0,1.4190392476002932e-15,8.097336521617877e-16,2.2768705965310257e-15,3.1390522020000002e-15,1.7912092341e-15,5.036658198e-15,6.011113949999999e-15,3.4300680975e-15,9.64492605e-15,0.0,2.808079178922576,-0.1651336528911344,0.0825668264455672,,,,0.0,,2.4537960279e-15,0.0,,2.697612498e-15,2.10746,2.808079178922576,4.79468446907671,2.237952388556929,2.094880315526327e-15,1.2392252373733138e-15,3.2455814924874586e-15,7.885617389999999e-15,4.664732399999999e-15,1.2217124609999999e-14,1.4136224878999996e-14,8.362275639999999e-15,2.1901141321e-14,2.10746,2.808079178922576,4.79468446907671,2.237952388556929,2.094880315526327e-15,1.2392252373733138e-15,3.2455814924874586e-15,7.882238804999999e-15,4.662733799999999e-15,1.2211890195e-14,1.2347827219e-14,7.304350039999999e-15,1.9130390981e-14,21137.0,IC2395_CXO_noconversion-88.0,88.0,1.5414663713768801,0.0022916487979603994,0.00474770063396901,8.97720257992204e-16,2.16691330699206e-16,2.301048295613708e-15,2.094880315526327e-15,1.2392252373733138e-15,3.245581492487459e-15,0,1.4740315664049644e-15,1.0701814185821412e-15,1.61733410927364e-15,7.383262414602936e-16,,,,,,
130.46852729692324,-48.12924812083973,89,9.311636,49.304,8.185807,0.125487758989999,0.4141536852684995,130.4685264284163,-48.1292476230144,20.0,4.47213595499958,2.32514,6.10660030809181,5.791696366426553,2.4512605085449364,1.1785849245291064e-14,7.37245019774601e-15,1.7553407296310252e-14,4.082314108e-15,2.553626542e-15,6.080047415999999e-15,3.3890091360000004e-14,2.119940664e-14,5.047464672e-14,2.26577,6.10660030809181,5.666714186282484,2.4523223542599712,,,,4.036626433e-15,2.503060065e-15,6.081376498e-15,5.249437543e-14,3.2551086150000006e-14,7.908536158000001e-14,2.60218,6.10660030809181,7.499976006526225,2.832107931000769,3.0210609200220093e-15,1.9987223342256165e-15,4.3190850451261056e-15,3.0122102834999996e-15,1.992866787e-15,4.306431658500001e-15,5.728114810000001e-15,3.78969882e-15,8.189247309999999e-15,1.94745,6.10660030809181,5.252113758647194,2.6594624694650437,2.759974925885886e-15,1.5207969656913273e-15,4.365264385227341e-15,5.253460258e-15,2.894753262e-15,8.309040328e-15,5.769370682e-15,3.179029398e-15,9.125020711999999e-15,3.90483,6.10660030809181,17.667799514493787,4.482982025522018,,,,1.3880733347000002e-14,1.0595983389e-14,1.769531706e-14,2.4806946307000003e-14,1.8936606909e-14,3.1624177860000004e-14,3.93464,6.10660030809181,17.792738826217334,4.4824016513414815,1.694602763446471e-14,1.2966277791071242e-14,2.1567634365218132e-14,1.3977417660000002e-14,1.0694841534000002e-14,1.778941e-14,2.1830700480000003e-14,1.6703792352000003e-14,2.778448e-14,21137.0,IC2395_CXO_noconversion-89.0,89.0,1.9234493102044854,0.5858463147315005,0.874512241010001,,,,,,,0,,,3.2410261554722374e-15,1.163889152868617e-15,3.0520896385875863e-15,1.4275664405481665e-15,,,,
130.4837830870641,-48.12467263266988,90,9.3890295,42.963078,7.4165387,0.190911712030924,0.6834446020694901,130.4837827523993,-48.12467318794043,16.0,4.0,0.0,5.464028784412722,-0.2497794236433,0.1019720226954262,,,,0.0,,7.748846595e-16,0.0,,6.462981462e-15,0.0,5.464028784412722,-0.3330392315244,0.1177471495060299,,,,0.0,,7.857664488000002e-16,0.0,,1.0268053275e-14,1.5863,5.464028784412722,2.8333686565406806,1.7340534885509626,1.196682940658268e-15,5.797578766664333e-16,2.118343987250688e-15,1.1154796864e-15,5.4041727552e-16,1.9745996256e-15,2.1245228800000003e-15,1.029269184e-15,3.7607875200000006e-15,3.29874,5.464028784412722,12.042866209474113,3.611070569265565,1.1870208789604739e-14,8.616622938086198e-15,1.5803104064214564e-14,1.1869141515e-14,8.615848199999999e-15,1.5801683174999997e-14,1.3037829959000002e-14,9.46420292e-15,1.7357587155e-14,3.60675,5.464028784412722,14.584639892680473,4.007358100799195,5.809191149812244e-15,4.336895364923491e-15,7.553554786887031e-15,1.1316060348e-14,8.448090002e-15,1.4714007442e-14,2.0237259696e-14,1.5108278504e-14,2.6314033384e-14,3.63656,5.464028784412722,14.709524608032195,4.006709400160116,1.251228067039292e-14,9.367114249541024e-15,1.6238610866304933e-14,1.14022287e-14,8.536091999999999e-15,1.4797970070000002e-14,1.782003486e-14,1.33406776e-14,2.3127087646e-14,21137.0,IC2395_CXO_noconversion-90.0,90.0,1.7864884701472268,0.3165553979305099,0.809088287969076,,,,5.809191149812244e-15,4.336895364923491e-15,7.553554786887031e-15,0,,,1.4398270762963658e-15,7.761061451529402e-16,1.2412219290297175e-14,3.600513620362295e-15,,,,
130.48245900022613,-48.11478541058275,91,8.972125,33.360924,6.324771,0.813792460222827,0.5763839344610516,130.48245983606722,-48.11478515656155,12.0,3.4641016151377544,1.61586,5.478491990693576,2.8752167665857407,1.7335484663296183,4.751341306552082e-15,2.3466908461065397e-15,8.314838377278008e-15,1.9653733070000007e-15,9.706992723e-16,3.439399602e-15,1.642455313e-14,8.112098456999999e-15,2.8742937180000004e-14,1.61586,5.478491990693576,2.8752167665857407,1.7335484663296183,4.751341306552082e-15,2.3466908461065397e-15,8.314838377278008e-15,1.993105323e-15,9.843961346999998e-16,3.487930578e-15,2.6100093520000003e-14,1.2890854728000001e-14,4.567511472e-14,2.70258,5.478491990693576,7.750111578304479,2.830266307355119,2.9949784859618718e-15,2.015006247222189e-15,4.239219122511215e-15,3.1206985046999996e-15,2.0995900344999997e-15,4.417168550199999e-15,5.9473286100000006e-15,4.00133235e-15,8.41810026e-15,0.488005,5.478491990693576,0.918973618908502,1.4300163801726695,2.0158780248556138e-17,0.0,5.791677180977087e-17,9.116245376e-16,0.0,2.619124256e-15,1.0014964791999998e-15,0.0,2.877329002e-15,3.00784,5.478491990693576,10.583748482438146,3.4726061088306754,6.685366461607983e-15,4.684151689906531e-15,9.104418320357998e-15,8.35572474e-15,5.854500630000001e-15,1.1379183750000001e-14,1.4947959624e-14,1.0473398988e-14,2.03567715e-14,3.00784,5.478491990693576,10.583748482438146,3.4726061088306754,6.685366461607983e-15,4.684151689906531e-15,9.104418320357998e-15,8.351752915999999e-15,5.851717742e-15,1.1373774750000002e-14,1.3056378444e-14,9.148048578e-15,1.7780735250000003e-14,21137.0,IC2395_CXO_noconversion-91.0,91.0,2.1003722039194748,0.42361606553894837,0.18620753977717297,4.751341306552082e-15,2.3466908461065397e-15,8.314838377278008e-15,6.685366461607984e-15,4.684151689906532e-15,9.104418320358e-15,0,5.6759671252335355e-15,3.009477933712661e-15,3.20583416048231e-15,1.1156607695592618e-15,3.420091923723356e-17,2.955851190367405e-17,8.91600220495308e-15,3.2097554567074034e-15,1.096029568345151e-14,2.1755781829759266e-15
130.55814150297616,-48.10720416287339,92,2.5351079,5.9429584,2.6458156,0.520520992312887,0.9388280442487988,130.5581406238422,-48.10720359590427,2.0,1.4142135623730951,0.0,2.478032245403062,-0.0411728009981285,0.0411728009981285,,,,0.0,,6.944634778999999e-16,0.0,,5.916932129e-15,0.0,2.478032245403062,-0.0411728009981285,0.0411728009981285,,,,0.0,,7.036337477e-16,0.0,,9.403742760999999e-15,0.0,2.478032245403062,-0.0411696116243609,0.0411696116243609,,,,0.0,,4.1972863051999997e-16,0.0,,8.049749023999999e-16,1.1823,2.478032245403062,1.7505891224432086,1.4178743353957508,1.265489472989399e-15,4.2880275070594535e-16,2.625103235506736e-15,1.6024562099e-15,5.429817042e-16,3.3240995450000002e-15,1.7620335704999999e-15,5.97053439e-16,3.655123275e-15,1.15298,2.478032245403062,1.7098030233623454,1.418460648794502,1.267357601842634e-15,4.1887342099578076e-16,2.6635958270708247e-15,1.2090788320000002e-15,3.99611748e-16,2.54111178e-15,2.1688678752e-15,7.168309127999999e-16,4.558293108e-15,1.15298,2.478032245403062,1.7098030233623454,1.418460648794502,1.267357601842634e-15,4.1887342099578076e-16,2.6635958270708247e-15,1.2085338512000005e-15,3.9943162680000005e-16,2.539966398e-15,1.8944311152000004e-15,6.261270228e-16,3.981511458e-15,21137.0,IC2395_CXO_noconversion-92.0,92.0,2.3499216934009213,0.06117195575120116,0.47947900768711305,,,,1.267357601842634e-15,4.188734209957807e-16,2.6635958270708247e-15,0,,,,,1.6827248848183535e-15,1.1121771815029281e-15,,,,
130.58484592075467,-48.102676954526686,93,3.7387035,8.2767105,3.0000443,0.846903998023605,0.997305680859946,130.58484499947212,-48.102677317789215,1.0,1.0,,1.528950202592664,0.0,0.0,0.0,,,,,,,,,,1.528950202592664,0.0,0.0,0.0,,,,,,,,,0.916921,1.528950202592664,1.0,1.0,3.2951568591950206e-16,7.863449944624559e-17,8.425139197986393e-16,3.5330880289999994e-16,8.4312407734e-17,9.033487544e-16,6.792050754999999e-16,1.6208318273000002e-16,1.736608468e-15,0.0,1.528950202592664,-0.2075333699030901,0.0928117445405837,,,,0.0,,1.1399769797999999e-15,0.0,,1.2539693683999998e-15,0.807367,1.528950202592664,0.8752574665293512,1.002590095645054,2.307722986278274e-16,3.2967496449309686e-17,6.318791236800026e-16,6.574207257999999e-16,9.391731838e-17,1.800087942e-15,1.1805490900000002e-15,1.6864999899999995e-16,3.2324691e-15,0.807367,1.528950202592664,0.8752574665293512,1.002590095645054,2.307722986278274e-16,3.2967496449309686e-17,6.318791236800026e-16,6.571854004000001e-16,9.388370044e-17,1.799443596e-15,1.0311959027999999e-15,1.4731381308e-16,2.823524172e-15,21137.0,IC2395_CXO_noconversion-93.0,93.0,,0.0026943191400540245,0.15309600197639495,0.0,,,2.307722986278274e-16,3.296749644930968e-17,6.318791236800026e-16,0,,,5.386548311678871e-16,3.9200480869478465e-16,,,,,,
130.80400326672398,-48.10113163629635,94,15.179233,96.82132,11.181148,0.897011337700777,0.7805239739342364,130.80400403230638,-48.10113211452643,44.0,6.6332495807108,1.00642,7.442168267710028,1.4998507323028665,1.4215645515293465,,,,1.4201253134e-15,3.4469093139999994e-16,3.171151604e-15,1.2767878718e-14,3.099002578e-15,2.851077908e-14,0.898935,7.442168267710028,1.3331343097371553,1.42400644856444,,,,1.2782553231e-15,2.0841175949999999e-16,2.987231751e-15,1.8072838704e-14,2.94666648e-15,4.2235503840000006e-14,3.26893,7.442168267710028,11.45869178476585,3.4673533975318094,5.0599261080733146e-15,3.675755581983725e-15,6.7670810900364455e-15,5.658235287000001e-15,4.110394005e-15,7.567252208000001e-15,1.1044836705000002e-14,8.023461075000001e-15,1.477122472e-14,4.67983,7.442168267710028,24.54264164877395,5.205991675287073,1.9426517697397552e-14,1.554947247982782e-14,2.3798520700248423e-14,2.81339586e-14,2.2519126784e-14,3.44656004e-14,3.10153131e-14,2.4825435264e-14,3.79954134e-14,6.10657,7.442168267710028,40.71025778941871,6.643567750336974,8.643509099056072e-15,7.301787989452614e-15,1.0126442536139163e-14,3.78664662e-14,3.1988502e-14,4.4363069399999996e-14,6.8449453e-14,5.782413e-14,8.0193061e-14,6.11061,7.442168267710028,40.876827015270926,6.643045696558712,3.9446677664008316e-14,3.335340895549798e-14,4.61815164642845e-14,3.8037484440000006e-14,3.2161891680000005e-14,4.4531727840000005e-14,6.007370615999999e-14,5.0794211519999996e-14,7.033025376000002e-14,21137.0,IC2395_CXO_noconversion-94.0,94.0,1.8089621453288107,0.21947602606576355,0.10298866229922299,,,,8.643509099056072e-15,7.301787989452614e-15,1.0126442536139163e-14,0,,,5.317630418794128e-15,1.5494841259181098e-15,1.9821436872522553e-14,4.127889943752434e-15,,,,
130.55683596430555,-48.0987626729643,95,3.5339994,8.088836,3.000047,0.859910921996206,0.9996855426071206,130.5568368832247,-48.098762364222594,6.0,2.449489742783178,1.94045,2.6560793780161718,3.959507042253521,2.00040987790679,8.166083825329806e-15,4.635946184624654e-15,1.3099744162372656e-14,2.4109377920000003e-15,1.3687072160000001e-15,3.867541522e-15,2.057779328e-14,1.168216544e-14,3.3010171480000003e-14,1.94045,2.6560793780161718,3.959507042253521,2.00040987790679,8.166083825329806e-15,4.635946184624654e-15,1.3099744162372656e-14,2.442768288e-15,1.386777624e-15,3.918602883e-15,3.2705390080000003e-14,1.8567091840000003e-14,5.2464835280000005e-14,1.33706,2.6560793780161718,1.9584641390968365,1.4148233910071488,9.145801118713198e-16,3.753877173829551e-16,1.7745549218683026e-15,7.347735770300001e-16,3.0158645731999997e-16,1.4256772596000002e-15,1.4099832679e-15,5.787250275999999e-16,2.735783028e-15,0.0,2.6560793780161718,-0.2905869910100476,0.1098315589204496,,,,0.0,,1.1111467221e-15,0.0,,1.2218815791000002e-15,2.25588,2.6560793780161718,5.627581933351694,2.452633396901426,8.061427245420782e-15,4.949982948107086e-15,1.2127481361552947e-14,4.213675422000001e-15,2.5873360700000007e-15,6.3389854660000004e-15,7.560889992000001e-15,4.642636520000001e-15,1.1374481176e-14,2.27567,2.6560793780161718,5.668961718534839,2.452284301008842,8.94097935189129e-15,5.5200587142713365e-15,1.3411435102921352e-14,4.248458240000001e-15,2.6229496800000002e-15,6.372671240000001e-15,6.661276800000001e-15,4.112596350000001e-15,9.991889925e-15,21137.0,IC2395_CXO_noconversion-95.0,95.0,1.3695135043633335,0.0003144573928793859,0.140089078003794,8.166083825329806e-15,4.635946184624655e-15,1.3099744162372656e-14,8.061427245420782e-15,4.949982948107086e-15,1.2127481361552947e-14,0,9.285932915474064e-15,4.258205494887154e-15,1.1705274485826958e-15,7.078730083368392e-16,,,,,,
