ra,dec,COMPONENT,significance,net_counts,NET_COUNTS_ERR,KS,KP,ra.1,dec.1,NET_COUNTS_y,NET_ERR,SRC_SIGNIFICANCE_0.7-1.2,THETA_0.7-1.2,NET_COUNTS_0.7-1.2,NET_ERR_0.7-1.2,NET_FLUX_APER_0.7-1.2,NET_FLUX_APER_LO_0.7-1.2,NET_FLUX_APER_HI_0.7-1.2,NET_MFLUX_APER_0.7-1.2,NET_MFLUX_APER_LO_0.7-1.2,NET_MFLUX_APER_HI_0.7-1.2,NET_UMFLUX_APER_0.7-1.2,NET_UMFLUX_APER_LO_0.7-1.2,NET_UMFLUX_APER_HI_0.7-1.2,SRC_SIGNIFICANCE_soft,THETA_soft,NET_COUNTS_soft,NET_ERR_soft,NET_FLUX_APER_soft,NET_FLUX_APER_LO_soft,NET_FLUX_APER_HI_soft,NET_MFLUX_APER_soft,NET_MFLUX_APER_LO_soft,NET_MFLUX_APER_HI_soft,NET_UMFLUX_APER_soft,NET_UMFLUX_APER_LO_soft,NET_UMFLUX_APER_HI_soft,SRC_SIGNIFICANCE_medium,THETA_medium,NET_COUNTS_medium,NET_ERR_medium,flux_aper90_m.1,flux_aper90_lolim_m.1,flux_aper90_hilim_m.1,NET_MFLUX_APER_medium,NET_MFLUX_APER_LO_medium,NET_MFLUX_APER_HI_medium,NET_UMFLUX_APER_medium,NET_UMFLUX_APER_LO_medium,NET_UMFLUX_APER_HI_medium,SRC_SIGNIFICANCE_hard,THETA_hard,NET_COUNTS_hard,NET_ERR_hard,flux_aper90_h.1,flux_aper90_lolim_h.1,flux_aper90_hilim_h.1,NET_MFLUX_APER_hard,NET_MFLUX_APER_LO_hard,NET_MFLUX_APER_HI_hard,NET_UMFLUX_APER_hard,NET_UMFLUX_APER_LO_hard,NET_UMFLUX_APER_HI_hard,flux_significance_b,theta,NET_COUNTS_broad,NET_ERR_broad,NET_FLUX_APER_broad,NET_FLUX_APER_LO_broad,NET_FLUX_APER_HI_broad,NET_MFLUX_APER_broad,NET_MFLUX_APER_LO_broad,NET_MFLUX_APER_HI_broad,NET_UMFLUX_APER_broad,NET_UMFLUX_APER_LO_broad,NET_UMFLUX_APER_HI_broad,SRC_SIGNIFICANCE_0.7-7.0,THETA_0.7-7.0,NET_COUNTS_0.7-7.0,NET_ERR_0.7-7.0,NET_FLUX_APER_0.7-7.0,NET_FLUX_APER_LO_0.7-7.0,NET_FLUX_APER_HI_0.7-7.0,NET_MFLUX_APER_0.7-7.0,NET_MFLUX_APER_LO_0.7-7.0,NET_MFLUX_APER_HI_0.7-7.0,NET_UMFLUX_APER_0.7-7.0,NET_UMFLUX_APER_LO_0.7-7.0,NET_UMFLUX_APER_HI_0.7-7.0,obsid,name,usrid,PU.1,kp_prob_b,ks_prob_b,flux_aper90_s.1,flux_aper90_lolim_s.1,flux_aper90_hilim_s.1,flux_aper90_b.1,flux_aper90_lolim_b.1,flux_aper90_hilim_b.1,per_remove_code,flux_aper90_mean_s.1,e_flux_aper90_mean_s.1,flux_aper90_mean_m.1,e_flux_aper90_mean_m.1,flux_aper90_mean_h.1,e_flux_aper90_mean_h.1,flux_aper90_mean_b.1,e_flux_aper90_mean_b.1,flux_aper90_ave2_b,e_flux_aper90_ave2_b
130.56037242560387,-48.12254164797685,16,79.39858,288.79477,17.175625,0.208740817961313,0.3402926055841909,130.5603728520109,-48.12254163621317,167.0,12.922847983320086,7.39389,2.393180015543257,55.46346509855167,7.484794173730714,3.5331368763161785e-14,3.061102330051319e-14,4.009927379147037e-14,2.149588724e-14,1.8623991319999998e-14,2.4396718780000003e-14,1.825657436e-13,1.5817457479999997e-13,2.072026642e-13,7.38827,2.393180015543257,55.42219318305565,7.4849079616333265,3.427144899827037e-14,2.968930800780525e-14,3.889975708328902e-14,2.17677483e-14,1.88573697e-14,2.4707450250000003e-14,2.89935256e-13,2.51170504e-13,3.290905800000001e-13,9.10332,2.393180015543257,83.62460807600951,9.166005546441683,1.7731598753773562e-14,1.5807531487477935e-14,1.9675187710616234e-14,1.9347946028e-14,1.7248487872e-14,2.14687054e-14,3.706862104e-14,3.304628096e-14,4.1131772e-14,4.78913,2.393180015543257,23.65338522994981,4.900511985992088,9.824669774142972e-15,7.929032293324474e-15,1.2005657533321014e-14,1.3636332072e-14,1.1005246980000001e-14,1.6663474359e-14,1.4991790704000002e-14,1.209917436e-14,1.8319832538e-14,12.8076,2.393180015543257,165.89787234042552,12.924655456467091,6.400363925297884e-14,5.906710184026513e-14,6.898996862422085e-14,7.52322324e-14,6.94296447e-14,8.10933474e-14,1.348976284e-13,1.244931077e-13,1.4540709339999998e-13,12.8109,2.393180015543257,165.9402618657938,12.924585942943148,6.50863088854829e-14,6.006755277375662e-14,7.015568624754852e-14,7.522010701e-14,6.941994137999999e-14,8.107877551000001e-14,1.1785814655000002e-13,1.087701939e-13,1.2703776404999998e-13,24613.0,IC2395_CXO_noconversion-16.0,16.0,0.26998209914934984,0.6597073944158092,0.791259182038687,3.427144899827037e-14,2.968930800780525e-14,3.889975708328902e-14,6.400363925297884e-14,5.906710184026513e-14,6.898996862422085e-14,0,3.430828501023176e-14,4.605250775116094e-15,1.774717480926182e-14,1.9338392833666122e-15,1.0052346355666853e-14,2.0405759718985504e-15,6.210780617516043e-14,5.395555520304558e-15,6.46161054171071e-14,4.331073406763784e-15
130.6216728820981,-48.1183682615846,17,2.9280066,5.7927475,2.4495018,0.405424151961402,0.8861477951612877,130.62167343035554,-48.11836887379827,3.0,1.7320508075688772,0.916355,0.2980166817205072,1.0,1.0,2.7999218335755875e-16,6.837023706150258e-17,7.1951547700710465e-16,3.108341334e-16,7.590141672e-17,7.987721910000002e-16,2.679167904e-15,6.542159231999999e-16,6.884844960000001e-15,0.916355,0.2980166817205072,1.0,1.0,2.7999218335755875e-16,6.837023706150258e-17,7.1951547700710465e-16,3.1468027779999997e-16,7.684059224e-17,8.08655897e-16,4.2565561500000006e-15,1.03939242e-15,1.093836975e-14,0.914595,0.2980166817205072,1.0,1.0,2.0116935529923542e-16,4.855800137807997e-17,5.179520146995196e-16,1.8693161286e-16,4.5121313339999995e-17,4.812940089599999e-16,3.5986185440000004e-16,8.686299360000001e-17,9.265385983999999e-16,0.891537,0.2980166817205072,0.9588468309859156,1.0008464334351708,3.7400152003957605e-16,8.130456696674555e-17,9.71588679265653e-16,4.927045031999999e-16,1.0710952798e-16,1.279957679e-15,5.420792664e-16,1.1784315745999998e-16,1.408224433e-15,1.67051,0.2980166817205072,2.9590357383681725,1.7325351571414187,,,,1.207294789e-15,6.109202734e-16,2.080032486e-15,2.169277717e-15,1.0977068302000001e-15,3.737420358e-15,1.67288,0.2980166817205072,3.0,1.7320508075688772,8.901639202230685e-16,4.592572164322876e-16,1.5421893517361346e-15,1.1410788064000001e-15,5.887103088e-16,1.976893856e-15,1.7915289808e-15,9.242933736e-16,3.103784432e-15,24613.0,IC2395_CXO_noconversion-17.0,17.0,1.0163110430523856,0.11385220483871228,0.594575848038598,2.7999218335755875e-16,6.837023706150257e-17,7.1951547700710465e-16,,,,0,4.618311497970792e-16,3.344942290299085e-16,3.321591052678831e-16,2.4111933455385566e-16,6.172687082692543e-16,4.56827159481479e-16,1.4112589633342166e-15,6.153990383401031e-16,1.4112589633342166e-15,6.153990383401031e-16
130.54910025136317,-48.10913807004356,18,200.41777,1008.49335,32.00008,9.78186302515207e-13,2.8464737868203877e-16,130.5491000420417,-48.10913794939246,641.0,25.317977802344327,9.3685,2.8013582670397104,88.58524194220038,9.434892814687984,7.740322595876657e-14,6.924171264181237e-14,8.564725014950455e-14,3.913630203e-14,3.5009711100000005e-14,4.330461177e-14,3.326573618e-13,2.97581466e-13,3.680878662e-13,9.46532,2.8013582670397104,90.50229033064046,9.540473935270782,1.1350720159015825e-13,1.0166145310908977e-13,1.254732278519526e-13,4.052012908e-14,3.629139953e-14,4.4791795740000006e-14,5.401288131999999e-13,4.837603186999999e-13,5.970696546e-13,16.8618,2.8013582670397104,286.8084810311997,16.972005060517795,6.289721974302327e-14,5.921246710367707e-14,6.661918230101408e-14,7.622750639000002e-14,7.176181607000001e-14,8.073829281000001e-14,1.4607906998000001e-13,1.3752121574000004e-13,1.5472334442000002e-13,16.026,2.8013582670397104,259.0012597631645,16.12580422033357,1.3331719498400257e-13,1.250997033576447e-13,1.4161784447558393e-13,1.7079336207000002e-13,1.6026589018e-13,1.8142736794e-13,1.8778433409000002e-13,1.7620956166000002e-13,1.9947623878000002e-13,25.167,2.8013582670397104,638.6278717495582,25.319893702600236,3.117290778306305e-13,2.9949439928987704e-13,3.240891300352474e-13,3.328145856e-13,3.197523474e-13,3.460106778e-13,5.968105920000002e-13,5.733870929999999e-13,6.20474121e-13,25.1307,2.8013582670397104,636.7096692754355,25.280302049092597,2.755660942252627e-13,2.647356043095947e-13,2.865077475271619e-13,3.31675685e-13,3.18639937e-13,3.44845231e-13,5.197247275e-13,4.992981455e-13,5.403609665e-13,24613.0,IC2395_CXO_noconversion-18.0,18.0,0.23828129641255122,0.9999999999999997,0.9999999999990218,1.1350720159015826e-13,1.0166145310908978e-13,1.2547322785195264e-13,3.117290778306305e-13,2.9949439928987704e-13,3.240891300352474e-13,0,1.1360316937440709e-13,1.1905956254917072e-14,6.292690896261854e-14,3.70337879339796e-15,1.3338354536077373e-13,8.259118024853046e-15,3.099136236977993e-13,1.495592990689115e-14,2.7630641606744157e-13,1.0531036601686283e-14
130.6579987362922,-48.10684120546122,19,70.11868,238.01646,15.5885105,0.87215642365535,0.6605823907188688,130.6579995197614,-48.10684120475407,109.0,10.44030650891055,5.26841,1.6301891884762971,28.50655701266948,5.387048403205489,1.6053047658813792e-14,1.322552886229182e-14,1.9306229665459213e-14,1.1147112252e-14,9.183705048e-15,1.34060967e-14,9.71185503e-14,8.001248219999999e-14,1.167998175e-13,5.23625,1.6301891884762971,28.42431651478106,5.387362271856727,1.259762460694752e-14,1.0350618753866784e-14,1.5131499427555942e-14,1.1262563028000001e-14,9.25368867e-15,1.352790477e-14,1.5407323704e-13,1.265915906e-13,1.850633886e-13,7.13682,1.6301891884762971,51.586060498850166,7.212290523201434,1.123590242633213e-14,9.68071694853156e-15,1.2806740614000059e-14,1.2058210962e-14,1.0389207987e-14,1.3744012203e-14,2.3295078240000002e-14,2.0070756240000003e-14,2.6551852560000002e-14,4.6699,1.6301891884762971,22.58562341752609,4.797621368471075,9.8243218351374e-15,7.880350143085439e-15,1.2060917815938158e-14,1.3084054893e-14,1.0495068828e-14,1.6062758673e-14,1.440291216e-14,1.1552959359999999e-14,1.7681865760000002e-14,10.3179,1.6301891884762971,107.97986942328616,10.442299873866,1.03823395294764e-13,9.38831522923169e-14,1.1386348488465301e-13,4.9438886400000007e-14,4.4705516400000005e-14,5.4219801600000006e-14,8.897246400000002e-14,8.045407650000002e-14,9.7576416e-14,10.2736,1.6301891884762971,107.02067464635472,10.394227320465538,3.9907041497564404e-14,3.606993197084552e-14,4.3783011318287047e-14,4.898226743999999e-14,4.427256413999999e-14,5.3739668219999993e-14,7.702384812e-14,6.961791347000001e-14,8.450478631000001e-14,24613.0,IC2395_CXO_noconversion-19.0,19.0,0.28103827892523864,0.3394176092811312,0.12784357634465005,1.2597624606947518e-14,1.0350618753866782e-14,1.5131499427555942e-14,1.03823395294764e-13,9.38831522923169e-14,1.1386348488465301e-13,0,1.282651292711132e-14,2.3923911666581667e-15,1.1248391481870023e-14,1.5630207190737083e-15,1.0057802237245984e-14,2.092604871787987e-15,3.4132706646227325e-14,3.5419718254086287e-15,4.0043076808081767e-14,3.1637374417947127e-15
130.65273074108347,-48.10225667545828,20,32.81651,88.835976,9.53943,0.0061350552275376,0.0045088847252307,130.65273033938,-48.10225634866041,58.0,7.615773105863909,3.19938,1.530776468662578,10.71435429668747,3.318381564812688,9.253408580235584e-15,6.638325255310877e-15,1.2414506728545027e-14,4.120271519e-15,2.955851592e-15,5.527815837e-15,3.589830426e-14,2.5753171680000004e-14,4.816168398e-14,3.32445,1.530776468662578,11.673547767642823,3.466023857751324,1.3805260282907992e-14,1.0066334713058842e-14,1.832483200306416e-14,4.545072489e-15,3.3141150570000002e-15,6.033040167e-15,6.21750997e-14,4.53360061e-14,8.25300091e-14,5.41195,1.530776468662578,28.83642843744138,5.385785821402432,6.241522139524139e-15,5.157598011370618e-15,7.456473807692237e-15,6.656468112e-15,5.500483044e-15,7.952191631999999e-15,1.285978554e-14,1.0626511105e-14,1.5363023940000002e-14,3.61669,1.530776468662578,13.667617512092272,3.7435023393586206,6.273296048585184e-15,4.7049634701539525e-15,8.16906630236383e-15,7.974642198e-15,5.980970759e-15,1.0384553885e-14,8.778367788000001e-15,6.583763854000001e-15,1.143116281e-14,7.53773,1.530776468662578,57.54140845070423,7.617028209628772,2.7266752928723963e-14,2.3693288562080216e-14,3.0876052560221166e-14,2.6283083760000003e-14,2.2838534880000002e-14,2.9762175120000004e-14,4.7300592030000006e-14,4.1101578140000006e-14,5.3561770609999996e-14,7.47702,1.530776468662578,56.583098591549295,7.550985411086212,2.2770597989306823e-14,1.9762212930240805e-14,2.5809266288614606e-14,2.5836148800000003e-14,2.24227521e-14,2.92839057e-14,4.062700224e-14,3.5259481080000005e-14,4.6048554360000005e-14,24613.0,IC2395_CXO_noconversion-20.0,20.0,0.35138346082900895,0.9954911152747693,0.9938649447724623,1.3805260282907992e-14,1.0066334713058842e-14,1.832483200306416e-14,2.7266752928723963e-14,2.3693288562080216e-14,3.0876052560221166e-14,0,1.4428125793688155e-14,4.137606703968943e-15,6.34606699074175e-15,1.1502843205025145e-15,6.5345535143700676e-15,1.7355570339318943e-15,2.7308746298799973e-14,4.63196518475184e-15,1.7283287030340762e-14,2.5473606100137525e-15
130.60455996446296,-48.09434647842238,21,146.5676,630.8333,25.318043,0.683262284898222,0.3721725825086937,130.60455969163036,-48.09434614936035,220.0,14.832396974191326,7.64392,1.2982788197140962,59.85521885521886,7.81324544756587,3.8011424646011804e-14,3.309920502905171e-14,4.297322703847795e-14,2.6720804020000002e-14,2.326767226e-14,3.0208790869999997e-14,2.308124902e-13,2.009845726e-13,2.609414837e-13,7.69818,1.2982788197140962,60.77344877344877,7.877191605962442,3.9587757844995476e-14,3.4507892547573545e-14,4.4718964129765e-14,2.7468972750000002e-14,2.3944179e-14,3.1029390750000005e-14,3.724283564e-13,3.246386864e-13,4.207010252e-13,9.95535,1.2982788197140962,100.2842415316642,10.051291542729428,2.1695580191378052e-14,1.9542826816559522e-14,2.3870042536227142e-14,2.7402268170000002e-14,2.46832662e-14,3.0148689320000005e-14,5.279187849e-14,4.7553581400000015e-14,5.808300004000001e-14,5.9417,1.2982788197140962,36.40212888010708,6.084860896848846,1.585625555129567e-14,1.3337286680131758e-14,1.8640320969318264e-14,2.4226434557e-14,2.0377755762e-14,2.848014871e-14,2.6656798106e-14,2.2422024996e-14,3.1337239180000004e-14,14.695,1.2982788197140962,218.4723113404938,14.834523132134994,8.80427928739498e-14,8.21243129081498e-14,9.402097455042173e-14,1.1286150625000001e-13,1.0527464375000001e-13,1.205249e-13,2.0285945575e-13,1.8922268225000003e-13,2.16633788e-13,14.6667,1.2982788197140962,217.5548891058725,14.800664411241163,8.652127958338322e-14,8.06938294320326e-14,9.24073487910056e-14,1.123469892e-13,1.0478010528e-13,1.1998998936000002e-13,1.764441717e-13,1.6456016328000002e-13,1.8844772286000002e-13,24613.0,IC2395_CXO_noconversion-21.0,21.0,0.22263726299607958,0.6278274174913063,0.31673771510177795,3.9587757844995476e-14,3.4507892547573545e-14,4.4718964129765e-14,8.80427928739498e-14,8.21243129081498e-14,9.402097455042173e-14,0,3.9628722026136496e-14,5.105565059105534e-15,2.171290144339637e-14,2.163620208099841e-15,1.6067771993156365e-14,2.6530192417813043e-15,7.740939546268922e-14,6.147077197735453e-15,1.0320330671640018e-13,5.635408843326174e-15
130.69488742756076,-48.09064284962816,23,42.594307,164.55188,13.114974,0.130914254431184,0.3414617657507656,130.6948876081128,-48.09064275056556,82.0,9.055385138137416,5.16443,3.3555459967341075,26.74798599922218,5.197170881941251,2.1739725455576967e-14,1.7783169838180402e-14,2.6164255262433513e-14,9.693051305e-15,7.928949147e-15,1.1665808252e-14,8.545009569999998e-14,6.989847078000001e-14,1.0284113848e-13,5.16443,3.3555459967341075,26.74798599922218,5.197170881941251,2.1739725455576967e-14,1.7783169838180402e-14,2.6164255262433513e-14,9.804175395e-15,8.019849033e-15,1.1799548628e-14,1.3578064945000002e-13,1.1106903603000001e-13,1.6341510748e-13,6.03747,3.3555459967341075,35.83069322059797,6.000597153316316,7.712409190847525e-15,6.506518734022046e-15,9.050829475291776e-15,7.649749545799999e-15,6.453656373599999e-15,8.977295804e-15,1.4836146279e-14,1.2516408467999999e-14,1.741082802e-14,4.07374,3.3555459967341075,17.43489574645538,4.245534693310809,7.233190818248433e-15,5.592494010744983e-15,9.138527153743507e-15,9.490089335999999e-15,7.337462692e-15,1.1989928272e-14,1.0452338520000001e-14,8.08144594e-15,1.320564904e-14,8.93932,3.3555459967341075,81.14509059690027,9.057402690858757,3.64810287878376e-14,3.2449725258766454e-14,4.055319237667303e-14,3.476045013e-14,3.0919277610000005e-14,3.86405556e-14,6.265893235e-14,5.5734862949999997e-14,6.965318199999999e-14,8.94412,3.3555459967341075,81.18783606705526,9.05730182389638,3.6944647286399916e-14,3.286427584082601e-14,4.1066038517729004e-14,3.476794074e-14,3.092797682e-14,3.864650764e-14,5.47585218e-14,4.87106874e-14,6.08671548e-14,24613.0,IC2395_CXO_noconversion-23.0,23.0,0.4598659574306374,0.6585382342492344,0.869085745568816,2.1739725455576967e-14,1.7783169838180402e-14,2.6164255262433513e-14,3.64810287878376e-14,3.2449725258766454e-14,4.055319237667303e-14,0,2.211311483620132e-14,4.193504319074262e-15,7.818152694150408e-15,1.272937828391811e-15,7.444342611811108e-15,1.7752544163352997e-15,3.7375610142162835e-14,4.728358851838906e-15,4.0735608980830743e-14,3.6528890314289405e-15
130.6753156113443,-48.08804357506417,24,65.25341,216.38576,14.86612,0.0651879669537343,0.1225233436094465,130.67531634009532,-48.08804369689222,141.0,11.874342087037917,5.80114,2.746564711789863,33.75337805915147,5.831821076097755,2.717170817720769e-14,2.2769328792259503e-14,3.2047366096925605e-14,1.3571299693e-14,1.1372468114e-14,1.600651703e-14,1.1922949047e-13,9.991184406000001e-14,1.406238837e-13,5.90735,2.746564711789863,34.75337805915147,5.91693645931896,5.2150941143789645e-14,4.381757163834518e-14,6.138041767818197e-14,1.4123220749999998e-14,1.1866425099999999e-14,1.6622695e-14,1.949050998e-13,1.6376057624e-13,2.29398668e-13,7.81382,2.746564711789863,61.66824881338996,7.874881418550196,1.3545853983367516e-14,1.1833348659004382e-14,1.5275599294217532e-14,1.5220296896e-14,1.3296103743999998e-14,1.7163861120000002e-14,2.9485308620000004e-14,2.575769218e-14,3.32504514e-14,6.40869,2.746564711789863,42.37876201599138,6.559400057082329,1.979938971753085e-14,1.6913869382294138e-14,2.305322531706899e-14,2.55796318e-14,2.1851711456e-14,2.978339352e-14,2.81675339e-14,2.4062458288e-14,3.2796591960000004e-14,11.7594,2.746564711789863,139.96394162652308,11.876149909719482,8.623841984729743e-14,7.899420024768171e-14,9.355589814856235e-14,6.760834068e-14,6.192908928000001e-14,7.334502471e-14,1.218060398e-13,1.115740608e-13,1.3214149185000002e-13,11.7206,2.746564711789863,139.00538396146217,11.833901267587324,6.162493849046972e-14,5.643105007941487e-14,6.687121129779031e-14,6.712266600000002e-14,6.146541675000002e-14,7.2836973e-14,1.0566674768000001e-13,9.676091654000001e-14,1.1466240104e-13,24613.0,IC2395_CXO_noconversion-24.0,24.0,0.29339573211978137,0.8774766563905535,0.9348120330462657,5.2150941143789645e-14,4.381757163834518e-14,6.138041767818197e-14,8.623841984729743e-14,7.899420024768171e-14,9.355589814856235e-14,0,5.2865931107014075e-14,8.786605457327554e-15,1.3559609502413848e-14,1.7211351072628352e-15,2.0093262780424987e-14,3.072182212500927e-15,8.651880338985291e-14,9.465994140448119e-15,8.363740745417319e-14,7.782406104251399e-15
130.5534913909661,-48.08707256911071,25,28.237099,83.8685,9.327438,0.89860634824578,0.7415289955184069,130.5534917745816,-48.08707295020734,49.0,7.0,2.98065,3.0655856339623995,8.95856940509915,3.00028606872642,8.201046101130704e-15,5.749465852353736e-15,1.1236285215286846e-14,5.320623e-15,3.730102218e-15,7.289806302e-15,4.551393e-14,3.1908220379999995e-14,6.235881282000001e-14,2.9718,3.0655856339623995,8.917138810198301,3.0005721101796032,7.283826338714922e-15,5.116327075449925e-15,1.00058000189107e-14,5.545560660000001e-15,3.8953293e-15,7.617942600000001e-15,7.441838279000002e-14,5.2273182950000004e-14,1.0222861190000001e-13,5.23062,3.0655856339623995,26.87579977418141,5.196647178585227,5.861747182754241e-15,4.810841787497933e-15,7.041107633508401e-15,9.842042535e-15,8.077542074999999e-15,1.1822222736999999e-14,1.8900593205e-14,1.5512058225e-14,2.2703318131e-14,3.30867,3.0655856339623995,11.585548483713964,3.466580015798738,7.806978228597244e-15,5.673539280405418e-15,1.0385857432637151e-14,1.0878372765e-14,7.9056036e-15,1.4471825760000003e-14,1.1964192942e-14,8.69469808e-15,1.5916324928e-14,6.93031,3.0655856339623995,48.6266003997623,7.001106478117565,2.1230139560008613e-14,1.8204029459533882e-14,2.4286804998072284e-14,3.5942010300000004e-14,3.08188937e-14,4.11168562e-14,6.451177194e-14,5.5316367260000005e-14,7.380002476e-14,6.93635,3.0655856339623995,48.66808924423316,7.000983544740283,2.21354422825063e-14,1.8982980468748876e-14,2.5319566817761032e-14,3.5958207290000005e-14,3.083714967e-14,4.1130699830000006e-14,5.63970421e-14,4.83651483e-14,6.450960669999999e-14,24613.0,IC2395_CXO_noconversion-25.0,25.0,0.5408227802489066,0.2584710044815931,0.10139365175422,7.283826338714922e-15,5.116327075449925e-15,1.00058000189107e-14,2.1230139560008613e-14,1.8204029459533882e-14,2.4286804998072284e-14,0,7.726232915344162e-15,2.4518552662090367e-15,5.964239488293053e-15,1.1159714553866298e-15,8.162388131498505e-15,2.3609282409743823e-15,2.1852860535135722e-14,3.582034155993648e-15,2.2256573156211628e-14,3.57838754409047e-15
130.595208660456,-48.077923198503726,26,21.76373,61.42844,8.000052,0.9850997766651,0.9709695679075714,130.59520788886215,-48.07792276193416,42.0,6.48074069840786,2.56436,2.350357803491048,6.875774857426234,2.646723249985881,2.016370372142557e-15,1.333782561542643e-15,2.90293724186766e-15,2.459069118e-15,1.6266175860000003e-15,3.54028378e-15,2.12848803e-14,1.40794581e-14,3.0643513e-14,2.56436,2.350357803491048,6.875774857426234,2.646723249985881,2.016370372142557e-15,1.333782561542643e-15,2.90293724186766e-15,2.4897818880000002e-15,1.6469333760000002e-15,3.5845004800000005e-15,3.3824997360000004e-14,2.237445672e-14,4.86973256e-14,4.21229,2.350357803491048,17.87632729544035,4.243241486483853,3.900302821478916e-15,3.0450542492018937e-15,4.887129996257091e-15,3.7755490272e-15,2.9476561524999998e-15,4.7308118748e-15,7.278480863999999e-15,5.682473925e-15,9.120030876e-15,3.84521,2.350357803491048,15.542824590082729,4.002374401588876,7.388592979244681e-15,5.632126155739536e-15,9.46961874432614e-15,8.292386632e-15,6.321063804e-15,1.0627969372e-14,9.125047762e-15,6.955779039e-15,1.1695152726999998e-14,6.37597,2.350357803491048,41.46074734316078,6.482466253303885,1.3495702081881716e-14,1.1489252876002356e-14,1.5713211674014094e-14,1.7368875920000003e-14,1.4786589568e-14,2.0222795540000003e-14,3.1226843120000003e-14,2.6584248448e-14,3.6357796940000005e-14,6.37597,2.350357803491048,41.46074734316078,6.482466253303885,1.3495702081881716e-14,1.1489252876002356e-14,1.5713211674014094e-14,1.7362165040000003e-14,1.4780876416000003e-14,2.021498198e-14,2.727525328e-14,2.3220154112e-14,3.175691236e-14,24613.0,IC2395_CXO_noconversion-26.0,26.0,0.48902214041648384,0.029030432092428615,0.014900223334900042,2.016370372142557e-15,1.333782561542643e-15,2.90293724186766e-15,1.3495702081881716e-14,1.1489252876002356e-14,1.5713211674014094e-14,0,2.17912211414564e-15,7.875779742937435e-16,4.005287356946603e-15,9.22102872927957e-16,7.647553547798942e-15,1.921856041881438e-15,1.3831963018891186e-14,2.2724619731847694e-15,1.110903315377501e-14,1.5936304073791715e-15
130.6486405228701,-48.0619723985484,27,12.280109,36.77217,6.3246374,0.59213141837073,0.8234253512311184,130.64864043463143,-48.061972264548814,22.0,4.69041575982343,2.36476,3.3348450066287323,5.875101050929668,2.450550941283672,3.110199090373668e-15,1.973280747573715e-15,4.613038723053854e-15,2.138132024e-15,1.3565481296e-15,3.1712715280000002e-15,1.880205061e-14,1.1929051294e-14,2.788714967e-14,2.36476,3.3348450066287323,5.875101050929668,2.450550941283672,3.110199090373668e-15,1.973280747573715e-15,4.613038723053854e-15,2.1621035100000003e-15,1.371756954e-15,3.2068259700000004e-15,2.9867848920000005e-14,1.8949800167999998e-14,4.429991124e-14,3.06027,3.3348450066287323,9.792690578270417,3.1636364265300103,2.154819042456173e-15,1.5251688942000444e-15,2.9313922325505018e-15,2.1695328043999998e-15,1.5355832128e-15,2.9514086732000007e-15,4.2043123430000004e-15,2.975788816e-15,5.719500479e-15,2.2163,3.3348450066287323,5.544640859252629,2.4533345016539534,3.539574604012327e-15,2.164833490182024e-15,5.372577183007895e-15,3.0525693480000005e-15,1.8669769944000006e-15,4.633371595e-15,3.361697748e-15,2.0560425144e-15,5.102585094999999e-15,4.49105,3.3348450066287323,21.25073851938054,4.693739286221476,8.835776706537517e-15,7.01779193473242e-15,1.0927424891040012e-14,9.167217045e-15,7.281037534e-15,1.1337325404e-14,1.6519385295e-14,1.3120477433999999e-14,2.0429934803999998e-14,4.49105,3.3348450066287323,21.25073851938054,4.693739286221476,8.835776706537517e-15,7.01779193473242e-15,1.0927424891040012e-14,9.164378370000001e-15,7.278782924e-15,1.1333814743999998e-14,1.4428985025e-14,1.1460182630000001e-14,1.7844684780000002e-14,24613.0,IC2395_CXO_noconversion-27.0,27.0,0.8553028903296916,0.17657464876888163,0.40786858162927,3.110199090373668e-15,1.973280747573715e-15,4.613038723053854e-15,8.835776706537517e-15,7.01779193473242e-15,1.0927424891040012e-14,0,3.4021620380381756e-15,1.3256175814538342e-15,2.2720466691650666e-15,7.048499755506974e-16,3.905214351878592e-15,1.6112774907935303e-15,9.579423059081834e-15,2.202337533765255e-15,9.995993024831377e-15,1.7398731917172272e-15
