name,ra,dec,source_id,solution_id,source_id_2,classprob_dsc_combmod_quasar,classprob_dsc_combmod_galaxy,classprob_dsc_combmod_star,classprob_dsc_combmod_whitedwarf,classprob_dsc_combmod_binarystar,classprob_dsc_specmod_quasar,classprob_dsc_specmod_galaxy,classprob_dsc_specmod_star,classprob_dsc_specmod_whitedwarf,classprob_dsc_specmod_binarystar,classprob_dsc_allosmod_quasar,classprob_dsc_allosmod_galaxy,classprob_dsc_allosmod_star,teff_gspphot,teff_gspphot_lower,teff_gspphot_upper,logg_gspphot,logg_gspphot_lower,logg_gspphot_upper,mh_gspphot,mh_gspphot_lower,mh_gspphot_upper,distance_gspphot,distance_gspphot_lower,distance_gspphot_upper,azero_gspphot,azero_gspphot_lower,azero_gspphot_upper,ag_gspphot,ag_gspphot_lower,ag_gspphot_upper,abp_gspphot,abp_gspphot_lower,abp_gspphot_upper,arp_gspphot,arp_gspphot_lower,arp_gspphot_upper,ebpminrp_gspphot,ebpminrp_gspphot_lower,ebpminrp_gspphot_upper,mg_gspphot,mg_gspphot_lower,mg_gspphot_upper,radius_gspphot,radius_gspphot_lower,radius_gspphot_upper,logposterior_gspphot,mcmcaccept_gspphot,libname_gspphot,teff_gspspec,teff_gspspec_lower,teff_gspspec_upper,logg_gspspec,logg_gspspec_lower,logg_gspspec_upper,mh_gspspec,mh_gspspec_lower,mh_gspspec_upper,alphafe_gspspec,alphafe_gspspec_lower,alphafe_gspspec_upper,fem_gspspec,fem_gspspec_lower,fem_gspspec_upper,fem_gspspec_nlines,fem_gspspec_linescatter,sife_gspspec,sife_gspspec_lower,sife_gspspec_upper,sife_gspspec_nlines,sife_gspspec_linescatter,cafe_gspspec,cafe_gspspec_lower,cafe_gspspec_upper,cafe_gspspec_nlines,cafe_gspspec_linescatter,tife_gspspec,tife_gspspec_lower,tife_gspspec_upper,tife_gspspec_nlines,tife_gspspec_linescatter,mgfe_gspspec,mgfe_gspspec_lower,mgfe_gspspec_upper,mgfe_gspspec_nlines,mgfe_gspspec_linescatter,ndfe_gspspec,ndfe_gspspec_lower,ndfe_gspspec_upper,ndfe_gspspec_nlines,ndfe_gspspec_linescatter,feiim_gspspec,feiim_gspspec_lower,feiim_gspspec_upper,feiim_gspspec_nlines,feiim_gspspec_linescatter,sfe_gspspec,sfe_gspspec_lower,sfe_gspspec_upper,sfe_gspspec_nlines,sfe_gspspec_linescatter,zrfe_gspspec,zrfe_gspspec_lower,zrfe_gspspec_upper,zrfe_gspspec_nlines,zrfe_gspspec_linescatter,nfe_gspspec,nfe_gspspec_lower,nfe_gspspec_upper,nfe_gspspec_nlines,nfe_gspspec_linescatter,crfe_gspspec,crfe_gspspec_lower,crfe_gspspec_upper,crfe_gspspec_nlines,crfe_gspspec_linescatter,cefe_gspspec,cefe_gspspec_lower,cefe_gspspec_upper,cefe_gspspec_nlines,cefe_gspspec_linescatter,nife_gspspec,nife_gspspec_lower,nife_gspspec_upper,nife_gspspec_nlines,nife_gspspec_linescatter,cn0ew_gspspec,cn0ew_gspspec_uncertainty,cn0_gspspec_centralline,cn0_gspspec_width,dib_gspspec_lambda,dib_gspspec_lambda_uncertainty,dibew_gspspec,dibew_gspspec_uncertainty,dibewnoise_gspspec_uncertainty,dibp0_gspspec,dibp2_gspspec,dibp2_gspspec_uncertainty,dibqf_gspspec,flags_gspspec,logchisq_gspspec,ew_espels_halpha,ew_espels_halpha_uncertainty,ew_espels_halpha_flag,ew_espels_halpha_model,classlabel_espels,classlabel_espels_flag,classprob_espels_wcstar,classprob_espels_wnstar,classprob_espels_bestar,classprob_espels_ttauristar,classprob_espels_herbigstar,classprob_espels_dmestar,classprob_espels_pne,azero_esphs,azero_esphs_uncertainty,ag_esphs,ag_esphs_uncertainty,ebpminrp_esphs,ebpminrp_esphs_uncertainty,teff_esphs,teff_esphs_uncertainty,logg_esphs,logg_esphs_uncertainty,vsini_esphs,vsini_esphs_uncertainty,flags_esphs,spectraltype_esphs,activityindex_espcs,activityindex_espcs_uncertainty,activityindex_espcs_input,teff_espucd,teff_espucd_uncertainty,flags_espucd,radius_flame,radius_flame_lower,radius_flame_upper,lum_flame,lum_flame_lower,lum_flame_upper,mass_flame,mass_flame_lower,mass_flame_upper,age_flame,age_flame_lower,age_flame_upper,flags_flame,evolstage_flame,gravredshift_flame,gravredshift_flame_lower,gravredshift_flame_upper,bc_flame,mh_msc,mh_msc_upper,mh_msc_lower,azero_msc,azero_msc_upper,azero_msc_lower,distance_msc,distance_msc_upper,distance_msc_lower,teff_msc1,teff_msc1_upper,teff_msc1_lower,teff_msc2,teff_msc2_upper,teff_msc2_lower,logg_msc1,logg_msc1_upper,logg_msc1_lower,logg_msc2,logg_msc2_upper,logg_msc2_lower,ag_msc,ag_msc_upper,ag_msc_lower,logposterior_msc,mcmcaccept_msc,mcmcdrift_msc,flags_msc,neuron_oa_id,neuron_oa_dist,neuron_oa_dist_percentile_rank,flags_oa,source_id_3,rgeo_gaiadist,b_rgeo_gaiadist,B_rgeo_gaiadist,rpgeo_gaiadist,b_rpgeo_gaiadist,B_rpgeo_gaiadist,flag,ph_qual,tmass_oid,_2MASS_2mass,RAJ2000_2mass,DEJ2000_2mass,err_maj,err_min,err_ang,Jmag_2mass,e_Jmag_2mass,Hmag_2mass,e_Hmag_2mass,Kmag_2mass,e_Kmag_2mass,ext_key,j_date,allwise_oid,AllWISE_allwise,RAJ2000_allwise,DEJ2000_allwise,ra_error,dec_error,radec_co_error,W1mag_allwise,e_W1mag_allwise,W2mag_allwise,e_W2mag_allwise,W3mag_allwise,e_W3mag_allwise,W4mag_allwise,e_W4mag_allwise,cc_flags,ext_flag,var_flag,ph_qual_2,w1mjd_mean,w2mjd_mean,w3mjd_mean,w4mjd_mean,w1gmag,w1gmag_error,w2gmag,w2gmag_error,w3gmag,w3gmag_error,w4gmag,w4gmag_error,tmass_key
2CXO J084220.3-480609,130.58474999999996,-48.10274166666667,5329121856685036288,1636148068921376768,5329121856685036544,1.6314702e-13,5.3067864e-13,0.999712,2.059675e-12,0.00028801474,0.0,0.0,0.9719962,0.0,0.02800377,5.547965e-09,1.2499649e-10,1.0,3427.1572,3418.1233,3438.287,4.2215,4.2006,4.2401,0.1233,0.1051,0.1433,582.2021,574.224,592.4571,1.4603,1.4279,1.497,0.9089,0.8886,0.9322,1.41,1.3796,1.4443,0.7836,0.7658,0.8035,0.6265,0.6135,0.6409,7.9569,7.9172,7.9812,0.987,0.9757,1.0042,-547.7682,0.5215047,MARCS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.232945,1.137596,1.3451769,0.1821935,0.15497257,0.21455225,,,,,,,20,429,0.42384085,0.41427118,0.4315014,-0.9745558,5.8990263e-06,0.006813832,-0.005918402,0.79894996,0.8104787,0.7571707,447.68384,477.4391,431.58795,3190.1335,3274.6135,3000.0,3165.789,3439.9395,3000.0,4.711153,5.07158,4.627182,5.190814,5.2,4.91998,0.48307648,0.49737325,0.4313611,71.494385,0.28252983,0.058045924,0,,,,,5329121856685036544,803.49,738.82806,868.44714,722.38214,684.90533,758.29376,10033,AAA,102050770,08422034-4806098,130.584778,-48.102745,0.07,0.06,0,14.586,0.027,13.799,0.026,13.646,0.038,,2451138.849,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2CXO J084237.9-480624,130.65799999999996,-48.106825,5329110487917509888,1636148068921376768,5329110487917509632,1.0244451e-13,5.1170515e-13,0.9999582,2.0108598e-12,4.1798543e-05,0.0,0.0,0.99583733,0.0,0.004162737,0.0,0.0,1.0,5629.764,5585.7964,5678.59,4.005,3.972,4.042,-0.3335,-0.3724,-0.2985,646.0701,625.1002,666.2351,0.8853,0.8634,0.9118,0.7138,0.6953,0.7361,0.9104,0.8875,0.9385,0.5263,0.513,0.5423,0.3842,0.3744,0.3961,3.8543,3.8113,3.9014,1.5377,1.4772,1.5963,-3126.681,0.36134797,PHOENIX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.021551304,0.031360626,0,0.058052,,,,,,,,,,,,,,,,,,,,,,94,K,,,M2,,,,1.7603511,1.7103184,1.8048675,1.8526106,1.7777866,1.909952,0.9481845,0.90814483,0.9882109,,,,00,458,0.4767131,0.4752106,0.47848752,-0.023464005,0.12771307,0.2864502,-1.0,1.0545895,2.0998595,0.0,431.3207,478.05685,94.29404,5224.0938,5437.7803,3687.5068,4252.248,4490.4023,3724.3477,4.789687,5.2,2.7031908,4.483211,4.854853,4.339335,0.8026781,1.5644618,0.0,-609.52936,0.16138425,0.016304947,0,,,,,5329110487917509632,661.3943,652.0759,672.33167,664.9479,655.25323,680.424,10033,AAA,102033117,08423792-4806247,130.658041,-48.106865,0.07,0.06,0,12.101,0.026,11.539,0.024,11.378,0.021,,2451138.849,108308131,J084237.92-480624.7,130.6580125,-48.1068664,0.0395,0.038,-0.0084,11.332,0.023,11.327,0.021,12.709,,9.317,,hhH0,1,00nn,AAUU,55434.78320445,55434.78320445,55342.07440177,55342.07440177,,,,,,,,,157282671
2CXO J084231.2-480823,130.62999999999997,-48.139919444444445,5329110075600640512,1636148068921376768,5329110075600640000,2.822979e-08,7.9188123e-07,0.9999866,3.7901016e-09,1.25673105e-05,0.0027548005,0.00040090544,0.99557424,1.8832648e-05,0.0012512113,1.7987648e-17,3.7588708e-07,0.99999964,4234.2285,4228.944,4239.8555,4.4864,4.476,4.4945,-0.1862,-0.2009,-0.1716,829.5518,818.9967,841.9815,0.0011,0.0003,0.0036,0.0008,0.0002,0.0027,0.0011,0.0003,0.0035,0.0007,1e-04,0.0021,0.0005,1e-04,0.0015,6.8514,6.8189,6.8806,0.8074,0.7962,0.8198,-12399.161,0.47338557,PHOENIX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-5.3838854,0.24376413,0,0.404915,TTauri,4,0.0,0.013157895,0.1325,0.2998684,0.23710527,0.027894737,0.28947368,,,,,,,,,,,,,95,O,,,,,,,0.37792903,0.36580756,0.39000452,2.1307654,2.0239122,2.236955,,,,,,,20,,0.7745637,0.7645761,0.78624874,-0.6188352,-0.20636262,-0.15125604,-0.32458264,0.30760542,2.003146,0.23113295,997.7356,1080.9503,930.95764,4605.639,4708.901,4563.52,3796.7456,3871.1035,3717.3755,4.2966895,4.3464904,4.244433,4.470002,4.586689,4.36341,0.23202693,1.4963994,0.17489082,-2676.485,0.24293557,0.10587913,1,,,,,5329110075600640000,682.35864,664.7311,701.8938,684.098,668.38904,703.13354,10033,AAA,101890754,08423120-4808237,130.630005,-48.139923,0.07,0.06,0,14.19,0.038,13.368,0.044,12.729,0.031,,2451138.8489,108148599,J084231.19-480823.5,130.6299743,-48.1398884,0.0387,0.0368,-0.0115,11.742,0.023,11.05,0.02,8.841,0.095,7.062,0.198,hhh0,0,nnnn,AAAB,55434.87626424,55437.20855067,55342.02588093,55342.02588093,,,,,,,,,157282413
2CXO J084232.1-480827,130.63379166666664,-48.14102222222222,5329109869442215296,1636148068921376768,5329109869442214912,1.3750306e-13,2.7215495e-12,0.99648726,2.6990153e-12,0.0035127662,0.0,0.0,0.73935795,0.0,0.26064208,2.330261e-15,2.962533e-08,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.43955645,0.28295624,1,-0.929344,,,,,,,,,,,,,,,,,,,,,,95,M,,,,,,,,,,,,,,,,,,,,,,,,,0.20074737,0.23779032,0.16284299,0.69788796,1.2535267,0.02146405,394.74973,426.43338,326.39584,3400.317,3474.6016,3333.52,3136.474,3920.2827,3000.0,4.8781857,5.0738893,4.729999,4.8136196,5.2,4.113508,0.43311828,0.80208206,0.019803584,80.492905,0.31033412,0.039035995,0,202105281205440096,2.5993031e-05,75,0012,5329109869442214912,786.08167,667.2306,937.3877,664.79913,624.2316,716.02515,10033,AAA,101886211,08423212-4808275,130.633843,-48.140995,0.07,0.06,0,13.762,0.032,13.019,0.035,12.693,0.033,,2451138.8489,108143385,J084232.11-480827.5,130.6338065,-48.1409885,0.0596,0.0515,-0.0164,12.541,0.027,12.411,0.031,10.929,0.53,7.49,,hhh0,0,nnnn,AACU,55432.43009449,55437.20855067,55342.02588093,55342.02588093,,,,,,,,,157282402
2CXO J084236.5-480801,130.65241666666665,-48.13372222222223,5329109903801970048,1636148068921376768,5329109903801969664,1.05447355e-13,7.1622043e-13,0.9996609,2.069802e-12,0.00033909405,0.0,0.0,0.96719104,0.0,0.032808915,8.580226e-21,3.5981536e-09,1.0,4574.822,4565.7915,4583.56,4.1414,4.1395,4.1451,-0.4697,-0.4847,-0.4525,655.2571,649.8927,660.7779,0.7514,0.7401,0.762,0.5707,0.5619,0.5791,0.746,0.7347,0.7569,0.4403,0.4336,0.4466,0.3057,0.301,0.3103,5.2869,5.2639,5.3117,1.3225,1.3137,1.3318,-925.1107,0.5108777,MARCS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.21005462,0.047796734,1,0.010012,,,,,,,,,,,,,,,,,,,,,,91,K,,,M2,,,,1.3950485,1.363838,1.427031,0.76884675,0.75342953,0.7860791,,,,,,,20,354,0.4248008,0.42272297,0.42770666,-0.14980665,0.31656075,0.4037072,-0.1253308,0.25438267,0.7994597,0.0,522.3383,584.81573,367.94012,4505.6626,5469.8276,4271.2534,4086.2778,4391.942,3000.0,4.9959354,5.2,2.1845942,4.705547,5.2,3.7551532,0.18838505,0.5694684,0.0,-19.02472,0.18840095,0.054792743,0,,,,,5329109903801969664,693.22626,685.92126,702.41925,690.1869,682.38617,700.49884,10033,AAA,101917502,08423657-4808013,130.652405,-48.13372,0.07,0.06,0,13.126,0.03,12.441,0.026,12.297,0.024,,2451138.8489,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2CXO J084232.6-480840,130.63608333333332,-48.14450833333333,5329109869442221824,1636148068921376768,5329109869442222080,2.1224457e-13,8.624949e-12,0.99296397,3.397543e-12,0.0070360494,0.0,0.0,0.5852708,0.0,0.41472915,2.2620956e-09,8.9759325e-08,0.9999999,3511.8699,3507.1958,3517.3052,4.0087,4.0035,4.0178,-0.5586,-0.576,-0.5388,536.8167,528.9,545.0094,1.1203,1.1028,1.1367,0.733,0.7216,0.7439,1.0749,1.0585,1.0904,0.6162,0.6065,0.6253,0.4587,0.452,0.4651,7.4964,7.4617,7.5314,1.0291,1.0149,1.0436,-918.2296,0.50761753,MARCS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.1780429,0.14992793,1,-0.842117,,,,,,,,,,,,,,,,,,,,,,92,M,,,,,,,1.3297393,1.2868618,1.3935267,0.25332332,0.24050862,0.27541393,,,,,,,20,342,0.26763558,0.26168993,0.28127244,-0.77584267,0.24380738,0.33726,0.1355412,0.4984215,0.5968717,0.34922034,479.3933,497.89062,454.17908,3498.8188,3558.7993,3394.3706,3188.9795,3350.0195,3000.0,4.7011156,4.765937,4.635994,4.7929554,4.867738,4.6567135,0.3164894,0.37580854,0.21832472,167.8826,0.30501193,0.10610654,0,202105281205440160,1.2062106e-05,0,0050,5329109869442222080,723.2931,700.3808,747.2559,716.7788,688.69104,745.1504,10033,AAA,101870966,08423267-4808402,130.636131,-48.14452,0.07,0.06,0,14.089,0.024,13.254,0.028,13.087,0.035,,2451138.8489,108126518,J084232.65-480840.1,130.6360832,-48.1444912,0.0488,0.0481,-0.0091,13.047,0.025,12.946,0.028,10.703,,7.879,,hhh0,0,21nn,AAUU,55434.65504694,55434.65504694,55342.04793462,55342.04793462,,,,,,,,,157282380
2CXO J084219.0-480812,130.57924999999997,-48.13681666666667,5329121757911610112,1636148068921376768,5329121757911610368,1.02609104e-13,5.125273e-13,0.99994195,2.0140905e-12,5.8093283e-05,0.0,0.0,0.9942238,0.0,0.0057762614,0.0,0.0,1.0,5535.2485,5526.319,5543.9126,4.0737,4.0706,4.0767,-0.4908,-0.5011,-0.482,655.2319,649.5748,660.5033,0.585,0.5792,0.5906,0.4778,0.473,0.4825,0.607,0.601,0.6129,0.3484,0.3449,0.3518,0.2586,0.2559,0.2612,3.5685,3.5467,3.5918,1.8261,1.8127,1.8381,-1179.0775,0.49413794,MARCS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.009295005,0.028158737,0,0.096557,,,,,,,,,,,,,,,,,,,,,,94,K,,,M2,,,,1.9244893,1.8835088,1.9661012,3.132264,3.0864677,3.1837413,1.1112465,1.0711083,1.1520244,7.518842,6.76576,8.252739,00,467,0.50184894,0.50137234,0.5023315,0.040000234,0.09122847,0.1474951,0.024933726,0.61346054,0.7774949,0.55842817,504.12875,540.22034,471.0367,5199.6973,5211.699,5179.7314,4679.245,4726.8965,4618.8154,4.349945,4.4325714,4.3054085,4.287004,4.3620105,4.213247,0.4754191,0.5959507,0.43328398,-2163.4546,0.2639857,0.5543022,1,,,,,5329121757911610368,691.88696,686.61334,697.3329,692.24524,686.6553,697.68756,10033,AAA,101904102,08421901-4808125,130.579247,-48.136833,0.07,0.06,0,11.686,0.027,11.216,0.022,11.074,0.019,,2451138.8489,108163452,J084218.99-480812.5,130.5791525,-48.1368204,0.0389,0.0345,-0.0086,10.995,0.021,11.064,0.02,10.197,0.092,8.603,0.423,hdhH,0,nnnn,AAAC,55441.90431354,55441.90431354,55341.95043411,55341.95043411,,,,,,,,,157282440
2CXO J084215.7-480606,130.5658333333333,-48.10192777777778,5329122028483726336,1636148068921376768,5329122028483726336,0.000113536575,0.0005657233,0.9992422,4.4629796e-06,7.4128315e-05,0.000113536575,0.0005657233,0.9992422,4.4629796e-06,7.4128315e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,UEE,102054740,08421584-4806065,130.566007,-48.101822,0.11,0.1,22,12.193,,13.433,0.311,13.149,0.1,,2451138.849,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2CXO J084222.8-480440,130.59524999999996,-48.07792777777778,5329122170228437888,1636148068921376768,5329122170228438016,1.2884291e-12,2.1328427e-11,0.99648726,2.6990153e-12,0.003512766,0.0,0.0,0.73935795,0.0,0.26064208,8.370185e-08,3.005384e-07,0.99999964,3548.1763,3511.3726,3551.8792,4.0871,4.0255,4.1414,-0.4498,-0.5742,-0.3917,606.9499,588.2481,622.4899,1.3481,1.2977,1.3843,0.8792,0.8459,0.9031,1.2891,1.2419,1.3229,0.7408,0.7128,0.7611,0.5483,0.5289,0.5621,7.5377,7.4711,7.6085,0.9986,0.9687,1.0248,-907.1827,0.461442,MARCS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.60083115,0.21008697,1,-0.836649,,,,,,,,,,,,,,,,,,,,,,92,M,,,,,,,1.1364666,1.0862834,1.1859015,0.185981,0.1713375,0.20034927,,,,,,,20,283,0.3011625,0.28795326,0.32483342,-0.76961637,0.17119512,0.3966324,-0.14259517,0.12524307,0.70546377,0.0,513.49854,557.0282,464.11346,3078.102,3428.942,3000.0,3060.7832,3552.1162,3000.0,4.7237854,4.9458485,4.620078,4.9761667,5.1892176,4.6461716,0.075882345,0.42428824,0.0,135.22888,0.23591885,0.023597205,0,202105281205440128,2.0622387e-05,0,0051,5329122170228438016,696.6139,667.42224,729.0337,707.6588,677.0835,742.01715,10033,AAA,102158086,08422286-4804406,130.595269,-48.077965,0.07,0.06,0,14.482,0.03,13.639,0.04,13.416,0.044,,2451138.849,108448372,J084222.84-480440.6,130.5952067,-48.0779587,0.0546,0.0555,-0.0038,13.411,0.028,13.405,0.03,12.201,,9.298,,hhHH,0,00nn,AAUU,55434.70518865,55434.70518865,55341.99501942,55341.99501942,,,,,,,,,157282938
2CXO J084214.4-480721,130.560375,-48.122547222222224,5329115946810034176,1636148068921376768,5329115946810034176,1.0228276e-13,5.1089726e-13,0.9999742,2.0076848e-12,2.5784222e-05,0.0,0.0,0.99742806,0.0,0.00257192,0.0,0.0,1.0,5847.5986,5837.005,5859.987,3.9794,3.9716,3.9858,-0.5323,-0.5431,-0.5194,645.451,637.342,655.6764,0.3794,0.3731,0.3869,0.3178,0.3124,0.3242,0.3996,0.3929,0.4075,0.2272,0.2234,0.2317,0.1724,0.1694,0.1758,3.0005,2.9597,3.0326,2.1132,2.0894,2.1429,-1283.7992,0.49924764,MARCS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.12787913,0.02155487,0,0.12379,,,,,,,,,,,,,,,,,,,,,,93,G,0.069575064,0.002289662,M2,,,,2.3468237,2.2908084,2.4123106,5.8037715,5.652559,6.029645,1.3238295,1.2832115,1.3650702,3.876021,3.436917,4.3109636,00,437,0.46735358,0.4656336,0.46930072,0.053993568,0.028357785,0.5,-0.1625809,0.38978776,0.48916867,0.0,410.99646,745.41174,340.20087,5746.69,6525.4155,5622.0513,4739.4316,5237.7275,4371.424,4.4646816,4.6002274,4.3042784,4.31588,4.5333843,4.166334,0.3127308,0.39189082,0.0,-1487.2102,0.15479714,0.12404615,1,,,,,5329115946810034176,719.81195,708.6424,731.29205,719.0095,709.80505,731.1272,10033,AAA,101965516,08421449-4807212,130.560415,-48.122578,0.07,0.06,0,11.195,0.024,10.756,0.021,10.722,0.021,,2451138.849,108232184,J084214.49-480721.3,130.5603752,-48.1225842,0.0373,0.0403,-0.0106,10.629,0.023,10.672,0.021,10.95,0.2,8.689,,hhHH,0,nnnn,AABU,55437.12255929,55437.12255929,55341.94870031,55341.94870031,,,,,,,,,157282548
2CXO J084241.9-480553,130.67466666666664,-48.098194444444445,5329110517973873024,1636148068921376768,5329110517973872640,1.6246799e-12,4.789176e-12,0.9976672,2.46507e-12,0.0023327759,0.0,0.0,0.81048465,0.0,0.18951534,1.1936942e-07,6.634726e-08,0.9999998,3487.4204,3481.869,3493.8152,4.0668,4.0485,4.0879,-0.5738,-0.5897,-0.5461,647.576,637.2951,660.7457,1.0365,1.0129,1.0617,0.6772,0.6617,0.694,0.9957,0.9734,1.0194,0.5695,0.5564,0.5835,0.4261,0.417,0.4359,7.7423,7.6982,7.7743,0.937,0.9237,0.9558,-444.3377,0.5197806,MARCS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.1962776,0.21724811,1,-0.875788,,,,,,,,,,,,,,,,,,,,,,92,M,,,,,,,0.9514351,0.8993241,1.0161704,0.120127596,0.10787728,0.1357523,0.6386732,0.59867316,0.67892575,12.004644,8.166123,13.5,00,264,0.24710608,0.23951617,0.25372553,-0.6924698,0.18863675,0.3687593,-0.13085458,0.5833999,0.82071877,0.13058758,609.36584,686.1133,512.655,3469.605,3928.211,3037.0586,3133.5225,3832.3164,3000.0,4.6846867,4.8474693,4.550352,4.7110815,5.0627537,4.3952293,0.3660606,0.5148544,0.09465593,212.41621,0.26713604,0.04123985,0,202105281205440160,7.913603e-06,0,0050,5329110517973872640,675.796,639.07196,718.5222,675.14386,647.28217,706.38983,10033,AAA,102070115,08424195-4805538,130.674822,-48.098278,0.07,0.06,7,14.655,0.057,13.958,0.085,13.673,0.051,,2451138.849,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2CXO J084237.0-480449,130.65425,-48.08045277777778,5329110586690897792,1636148068921376768,5329110586690897920,1.3877758e-13,8.2051914e-11,0.99998194,2.0061591e-12,1.8073311e-05,0.0,1.5687164e-06,0.99819434,0.0,0.0018041414,3.5783494e-09,1.8078418e-10,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5329110586690897920,2544.3015,1521.719,3702.468,1598.6556,1394.49,1930.1956,10033,BCU,102146824,08423705-4804499,130.654401,-48.080547,0.21,0.2,90,16.433,0.129,15.992,0.193,15.422,,,2451138.849,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2CXO J084214.0-480714,130.55874999999995,-48.12059444444444,5329115951106023680,1636148068921376768,5329115951106023424,1.0212827e-13,4.046868e-10,0.9999961,2.0033467e-12,3.8440844e-06,0.0,5.8910286e-06,0.9996099,0.0,0.0003842608,6.516321e-12,3.4523204e-09,1.0,5606.0166,5524.4746,5670.344,4.7314,4.7158,4.7463,-1.8043,-2.0138,-1.669,994.5875,958.1292,1018.2038,1.411,1.3575,1.4528,1.125,1.0797,1.1601,1.4551,1.3977,1.4994,0.8331,0.8009,0.8579,0.622,0.5965,0.6418,5.9905,5.9248,6.1266,0.5883,0.5729,0.5998,-658.518,0.42984325,MARCS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.07345618,0.12048922,0,0.145799,,,,,,,,,,,,,,,,,,,,,,95,F,,,,,,,0.96604484,0.8766765,1.0766717,0.808917,0.6628397,0.99526024,0.93107563,0.876636,0.9788721,7.926353,2.4350734,12.395964,00,308,0.7218888,0.7004255,0.7426206,-0.007726539,0.23389494,0.3459159,0.1462855,2.1316595,4.640462,0.13140154,1441.2971,1941.4937,1158.7922,4912.2324,5456.622,4442.9697,3808.759,4964.0156,3000.0,4.777052,5.2,4.2176743,4.839135,5.2,4.075342,1.5560608,3.2810967,0.11726904,167.9642,0.2016945,0.10408346,0,,,,,5329115951106023424,1662.3359,1489.3903,1875.272,1646.7518,1495.5438,1792.6548,10033,BCB,101973847,08421407-4807142,130.558664,-48.120632,0.09,0.08,111,15.228,0.153,14.775,0.201,14.447,0.127,,2451138.849,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
