_rs_gaia,_q,_r_gaia,DR3Name_gaia,RA_ICRS_gaia,DE_ICRS_gaia,SolID_gaia,Source_gaia,RandomI_gaia,e_RA_ICRS_gaia,e_DE_ICRS_gaia,Plx_gaia,e_Plx_gaia,RPlx_gaia,PM_gaia,pmRA_gaia,e_pmRA_gaia,pmDE_gaia,e_pmDE_gaia,RADEcor_gaia,RAPlxcor_gaia,RApmRAcor_gaia,RApmDEcor_gaia,DEPlxcor_gaia,DEpmRAcor_gaia,DEpmDEcor_gaia,PlxpmRAcor_gaia,PlxpmDEcor_gaia,pmRApmDEcor_gaia,NAL_gaia,NAC_gaia,NgAL_gaia,NbAL_gaia,gofAL_gaia,chi2AL_gaia,epsi_gaia,sepsi_gaia,Solved_gaia,APF_gaia,nueff_gaia,pscol_gaia,e_pscol_gaia,RApscolCorr_gaia,DEpscolCorr_gaia,PlxpscolCorr_gaia,pmRApscolCorr_gaia,pmDEpscolCorr_gaia,MatchObsA_gaia,Nper_gaia,amax_gaia,MatchObs_gaia,NewMatchObs_gaia,MatchObsrm_gaia,IPDgofha_gaia,IPDgofhp_gaia,IPDfmp_gaia,IPDfow_gaia,RUWE_gaia,SDSk1_gaia,SDSk2_gaia,SDSk3_gaia,SDSk4_gaia,SDMk1_gaia,SDMk2_gaia,SDMk3_gaia,SDMk4_gaia,Dup_gaia,o_Gmag_gaia,FG_gaia,e_FG_gaia,RFG_gaia,Gmag_gaia,e_Gmag_gaia,o_BPmag_gaia,FBP_gaia,e_FBP_gaia,RFBP_gaia,BPmag_gaia,e_BPmag_gaia,o_RPmag_gaia,FRP_gaia,e_FRP_gaia,RFRP_gaia,RPmag_gaia,e_RPmag_gaia,E_BP_RP__gaia,NBPcont_gaia,NBPblend_gaia,NRPcont_gaia,NRPblend_gaia,Mode_gaia,BP-RP_gaia,BP-G_gaia,G-RP_gaia,RV_gaia,e_RV_gaia,n_RV_gaia,o_RV_gaia,o_RVd_gaia,RVNper_gaia,RVS_N_gaia,RVgof_gaia,RVchi2_gaia,RVTdur_gaia,RVamp_gaia,RVtempTeff_gaia,RVtemplogg_gaia,RVtemp_Fe_H__gaia,Vatmparam_gaia,Vbroad_gaia,e_Vbroad_gaia,o_Vbroad_gaia,GRVSmag_gaia,e_GRVSmag_gaia,o_GRVSmag_gaia,RVSS_N_gaia,VarFlag_gaia,GLON_gaia,GLAT_gaia,ELON_gaia,ELAT_gaia,QSO_gaia,Gal_gaia,NSS_gaia,XPcont_gaia,XPsamp_gaia,RVS_gaia,EpochPh_gaia,EpochRV_gaia,MCMCGSP_gaia,MCMCMSC_gaia,And_gaia,PQSO_gaia,PGal_gaia,PSS_gaia,Teff_gaia,b_Teff_gaia,B_Teff_gaia,logg_gaia,b_logg_gaia,B_logg_gaia,__Fe_H__gaia,b__Fe_H__gaia,B__Fe_H__gaia,Dist_gaia,b_Dist_gaia,B_Dist_gaia,A0_gaia,b_A0_gaia,B_A0_gaia,AG_gaia,b_AG_gaia,B_AG_gaia,E_BP-RP__gaia,b_E_BP-RP__gaia,B_E_BP-RP__gaia,Lib_gaia,HIP_gaia,dHIP_gaia,nHIP_gaia,f_HIP_gaia,PS1coid_gaia,PS1_gaia,dPS1_gaia,nPS1_gaia,mPS1_gaia,f_PS1_gaia,SDSS13coid_gaia,SDSS13_gaia,dSDSS13_gaia,nSDSS13_gaia,mSDSS13_gaia,f_SDSS13_gaia,SKYM2_gaia,dSKYM2_gaia,nSKYM2_gaia,mSKYM2_gaia,f_SKYM2_gaia,TYC2_gaia,dTYC2_gaia,f_TYC2_gaia,TYC2moid_gaia,nTYC2_gaia,URAT1_gaia,dURAT1_gaia,f_URAT1_gaia,URAT1oid_gaia,nURAT1_gaia,mURAT1_gaia,AllWISE_gaia,dAllWISE_gaia,f_AllWISE_gaia,AllWISEoid_gaia,nAllWISE_gaia,mAllWISE_gaia,APASS9coid_gaia,APASS9_gaia,dAPASS9_gaia,nAPASS9_gaia,mAPASS9_gaia,f_APASS9_gaia,GSC23_gaia,dGSC23_gaia,f_GSC23_gaia,GSC23coid_gaia,nGSC23_gaia,mGSC23_gaia,RAVE5_gaia,dRAVE5_gaia,f_RAVE5_gaia,RAVE5coid_gaia,nRAVE5_gaia,_2MASS_gaia,d2MASS_gaia,f_2MASS_gaia,_2MASScoid_gaia,n2MASS_gaia,m2MASS_gaia,RAVE6_gaia,dRAVE6_gaia,f_RAVE6_gaia,RAVE6oid_gaia,nRAVE6_gaia,RAJ2000_gaia,DEJ2000_gaia,e_RAJ2000_gaia,e_DEJ2000_gaia,RADEcorJ2000_gaia
"[0.1651760551763487, 2.685984537193522, 3.7845951451810342, 8.968592387475475, 9.592872787510151]",41.0,0.1651760551763487,Gaia DR3 5329115848026957440,130.56251206566,-48.150764615,1.6361480689213768e+18,5329115848026957440,678238317.0,0.087,0.1128,1.1918,0.1087,10.969,5.665,-4.577,0.122,3.338,0.147,-0.0176,0.0128,-0.0173,-0.0158,0.0497,0.0353,-0.137,0.1325,-0.0845,-0.198,290.0,0.0,288.0,2.0,-0.5658,306.0,0.166,0.267,95.0,0.0,,1.2545,0.0316,-0.318,0.04,-0.013,0.113,0.035,34.0,22.0,0.210997,37.0,14.0,3.0,0.0104,61.3,0.0,0.0,0.975,0.235,0.292,0.148,0.112,-58.947,-89.776,13.928,-28.357,0.0,286.0,1010.27196,2.074,487.12,18.176271,0.003544,17.0,189.75,15.855,11.968,19.643063,0.090761,16.0,1334.1,13.822,96.518,16.934944,0.011867,1.508,0,0,0,0,0.0,2.708118,1.466791,1.241327,,,,,,,,,,,,,,,,,,,,,,,NOT_AVAILABLE,266.64043777878,-3.64784226416,158.74935523961,-62.25743394493,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.999815,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,441247279,0.480593,1,0,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,08421500-4809026,0.213984,8,101851534,1,0,,,,,,130.56254255537,-48.1507794517,1.960511,2.366499,-0.1972
"[0.7628563034048431, 2.8665718612686217, 7.243454517461711, 8.034637069262576]",42.0,0.7628563034048431,Gaia DR3 5329104127053479936,130.56963012257,-48.15523940354,1.6361480689213768e+18,5329104127053479936,1364386558.0,0.0651,0.0774,1.3785,0.0804,17.1509,5.656,-4.627,0.092,3.253,0.103,-0.0062,0.0045,-0.0463,0.037,-0.0004,0.0537,-0.2676,0.1555,-0.1279,-0.0892,336.0,0.0,334.0,2.0,1.0456,378.4,0.223,0.8668,31.0,0.0,1.247,,,,,,,,38.0,24.0,0.146955,42.0,17.0,1.0,0.0136,117.0,0.0,0.0,1.04,0.292,0.12,0.142,0.102,-43.769,-82.941,7.416,-16.144,0.0,347.0,1580.18138,2.141,738.05,17.6906,0.003123,36.0,244.0,7.3906,33.015,19.370049,0.033004,37.0,2152.2,13.267,162.22,16.415709,0.007686,1.516,0,4,0,5,0.0,2.95434,1.679449,1.274891,,,,,,,,,,,,,,,,,,,,,,,NOT_AVAILABLE,266.64689820068,-3.64683908166,158.76317872658,-62.25851514044,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.999591,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,441247272,0.126975,1,0,8,,,,,,,,,,,,J084216.70-480918.6,0.23265,8,108074683,1,0,,,,,,,S66G052713,0.248241,8,178606768,1,0,,,,,,08421672-4809188,0.031675,8,101831762,1,0,,,,,,130.5696609506,-48.1552538619,1.483625,1.673942,-0.0918
"[0.21423019660615644, 9.070840030398857, 9.258838527499112, 9.927895360853356]",43.0,0.21423019660615644,Gaia DR3 5329110419198055040,130.68979117898,-48.08906910523,1.6361480689213768e+18,5329110419198055040,747356662.0,0.033,0.0397,1.3684,0.0398,34.3726,5.329,-4.365,0.044,3.056,0.053,0.1231,-0.096,0.0558,0.2524,0.126,0.2585,0.035,0.1134,-0.0468,0.1393,340.0,0.0,333.0,7.0,0.4579,353.3,0.126,1.114,31.0,0.0,1.334,,,,,,,,38.0,26.0,0.075425,42.0,15.0,0.0,0.0238,134.0,0.0,2.0,1.017,0.198,0.224,0.106,0.12,-77.06,-71.981,19.664,-26.436,0.0,321.0,6080.17024,8.3673,726.66,16.227577,0.003134,30.0,1838.3,58.472,31.438,17.17752,0.034648,34.0,7119.1,67.74,105.09,15.116828,0.011001,1.473,0,0,3,0,0.0,2.060693,0.949944,1.110749,,,,,,,,,,,,,,,,,,,,,,,NOT_AVAILABLE,266.64396043702,-3.5428967283,158.8273852429,-62.15893390086,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.999936,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S66G162837,0.183303,8,179159597,1,0,,,,,,08424556-4805207,0.034476,8,102117271,1,0,,,,,,130.68982022265,-48.08908268788,0.70516,0.84827,0.1159
"[5.638229091570313, 6.622417750692793, 7.643550056283036, 8.723607449672965]",44.0,5.638229091570313,Gaia DR3 5329116122904657664,130.54273775054,-48.12893838451,1.6361480689213768e+18,5329116122904657664,957153239.0,0.4449,0.5228,1.5762,0.5412,2.9127,3.464,-3.208,0.654,1.305,0.737,-0.1431,-0.0357,0.2026,-0.1527,0.0883,-0.0958,-0.0955,0.0112,-0.2188,-0.2367,246.0,0.0,246.0,0.0,-0.4892,242.9,0.0,0.0,95.0,0.0,,1.3964,0.1516,-0.301,-0.025,-0.144,0.03,0.204,29.0,20.0,1.090051,33.0,12.0,0.0,0.0186,130.0,0.0,0.0,0.976,0.141,0.293,0.196,0.138,-63.338,81.87,14.316,-7.459,0.0,255.0,126.96227,0.71666,177.16,20.42818,0.00672,22.0,40.658,4.5935,8.8512,21.315668,0.122697,23.0,155.31,7.7481,20.045,19.26991,0.054298,1.544,0,0,0,0,0.0,2.045757,0.887487,1.15827,,,,,,,,,,,,,,,,,,,,,,,NOT_AVAILABLE,266.61505505434,-3.64487008972,158.69974778942,-62.24661419335,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.999998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,130.54275911406,-48.12894418544,10.389033,11.856471,-0.2268
"[0.25243211489479306, 4.043777816509286, 9.4609326974657, 9.556465532553315]",45.0,0.25243211489479306,Gaia DR3 5329115912443826816,130.54097490395,-48.13180552755,1.6361480689213768e+18,5329115912443826816,1066512124.0,0.1071,0.133,1.3969,0.1338,10.4417,5.213,-4.491,0.15,2.647,0.179,0.0473,-0.0528,-0.0173,-0.0398,-0.1081,0.0,-0.1781,0.1359,-0.0868,-0.1599,321.0,0.0,320.0,1.0,0.5544,367.0,0.436,1.267,95.0,0.0,,1.2645,0.0382,-0.259,0.046,-0.029,0.087,0.059,37.0,23.0,0.255018,41.0,16.0,0.0,0.0127,81.5,0.0,0.0,1.021,0.211,0.237,0.203,0.0203,-69.708,-81.907,14.435,44.491,0.0,316.0,768.98031,1.5917,483.11,18.472578,0.003556,35.0,107.19,6.4492,16.621,20.263151,0.065383,32.0,1026.2,7.107,144.4,17.219774,0.008415,1.474,0,1,1,0,0.0,3.043377,1.790573,1.252804,,,,,,,,,,,,,,,,,,,,,,,NOT_AVAILABLE,266.61660060362,-3.64755817696,158.70106530605,-62.24965203817,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.999781,3275.4,3274.3,3277.2,4.8517,4.8491,4.8547,0.1984,0.1883,0.2072,363.1671,359.6022,366.7128,0.7058,0.6741,0.7368,0.4381,0.4186,0.4574,0.3071,0.2939,0.32,MARCS,,,,,,,,,,,,,,,,,441247334,0.099813,1,0,8,,,,,,,,,,,,,,,,,,,,,,,,S66G053971,0.461997,8,178801540,1,0,,,,,,08420984-4807545,0.020007,8,101933087,1,0,,,,,,130.54100481033,-48.13181729099,2.404993,2.888462,-0.1563
"[0.2802478216860152, 1.8193834908765636, 2.406301445359054, 4.098018377218831, 5.210979108224278]",46.0,0.2802478216860152,Gaia DR3 5329122342027193600,130.64866630539,-48.0619453637,1.6361480689213768e+18,5329122342027193600,1089415098.0,0.0644,0.0681,1.4081,0.0764,18.4322,5.452,-4.474,0.083,3.115,0.092,0.089,-0.2534,-0.1211,0.0515,-0.1374,0.0188,-0.117,0.1571,-0.0376,0.059,348.0,0.0,346.0,2.0,1.1002,387.5,0.199,0.7653,31.0,0.0,1.286,,,,,,,,39.0,26.0,0.127731,47.0,20.0,0.0,0.00983,18.1,0.0,0.0,1.041,0.211,0.138,0.052,0.0675,-50.965,-62.693,24.039,-6.228,0.0,359.0,1859.41774,3.5035,530.72,17.513924,0.003432,39.0,361.87,8.6652,41.762,18.94215,0.026148,39.0,2332.9,13.047,178.81,16.328138,0.007152,1.449,0,36,0,36,0.0,2.614012,1.428227,1.185785,,,,,,,,,,,,,,,,,,,,,,,VARIABLE,266.60560193468,-3.54789356895,158.74621887287,-62.15162109366,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.999019,3510.2,3497.2,3519.6,4.1362,4.0584,4.2241,-0.4594,-0.5686,-0.3892,626.5467,581.4645,649.9698,1.1389,1.1107,1.1626,0.7435,0.7248,0.7591,0.4666,0.4557,0.4758,MARCS,,,,,,,,,,,,,,,,,441246615,0.081307,1,0,8,,,,,,,,,,,,J084235.69-480343.1,0.212963,8,108525734,1,0,,,,,,,S66G057851,0.244858,8,179387315,1,0,,,,,,08423568-4803430,0.051255,8,102234522,1,0,,,,,,130.64869605908,-48.06195920982,1.335929,1.474205,0.0551
"[0.040694383648399265, 4.623560378603086, 8.054698599492177]",47.0,0.040694383648399265,Gaia DR3 5329115916756045696,130.54862721749,-48.14348065118,1.6361480689213768e+18,5329115916756045696,1630077373.0,0.0227,0.0265,1.378,0.028,49.2566,5.243,-4.265,0.032,3.05,0.034,-0.0029,0.015,-0.0547,0.1162,0.001,0.1357,-0.2817,0.2378,-0.1108,-0.0756,345.0,0.0,343.0,2.0,0.2145,353.1,0.0,0.0,31.0,0.0,1.383,,,,,,,,40.0,25.0,0.049003,45.0,17.0,0.0,0.0108,101.0,0.0,0.0,1.007,0.228,0.135,0.157,0.0599,-38.838,-72.438,4.787,-25.978,0.0,357.0,9749.54917,35.097,277.79,15.714906,0.004782,41.0,3343.5,55.811,59.907,16.528051,0.018337,42.0,9573.5,96.945,98.752,14.795215,0.011626,1.325,0,3,0,2,0.0,1.732837,0.813146,0.919691,,,,,,,,,,,,,,,,,,,,,,,VARIABLE,266.62897846694,-3.65068807223,158.72411454393,-62.25652470898,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.999739,4797.2,4745.4,4874.4,4.2814,4.2412,4.3204,-1.0008,-1.0491,-0.9442,635.9583,620.1464,650.5478,1.6142,1.5641,1.6826,1.2189,1.179,1.2744,0.6659,0.6439,0.6963,MARCS,,,,,,,,,,,,,,,,,441247356,0.174877,1,0,8,,,,,,,,,,,,,,,,,,,,,,,,S66G053646,0.251711,8,178704902,1,0,,,,,,08421167-4808366,0.047229,8,101882757,1,0,,,,,,130.54865562237,-48.14349420598,0.518952,0.551148,-0.0857
"[0.1136975797352464, 3.8590755452657426, 4.615828759045203, 9.784736942668992]",48.0,0.1136975797352464,Gaia DR3 5329110419188865024,130.69495445468,-48.0906717613,1.6361480689213768e+18,5329110419188865024,396989799.0,0.0226,0.0259,1.3936,0.0271,51.3995,5.143,-3.941,0.028,3.305,0.032,0.1392,-0.1363,-0.1388,0.1745,0.0822,0.1854,-0.0411,0.1841,-0.0887,0.1218,367.0,0.0,351.0,16.0,7.4798,786.5,0.22,12.73,95.0,0.0,,1.4128,0.0076,-0.157,-0.042,-0.02,0.032,0.046,41.0,25.0,0.04571,48.0,20.0,0.0,0.032,33.6,2.0,0.0,1.297,0.245,0.218,0.0747,0.104,-76.672,-63.834,20.204,-27.275,0.0,275.0,27832.89151,81.2,342.77,14.575971,0.004198,20.0,24624.0,3276.7,7.5148,14.360153,0.144508,18.0,31874.0,1110.3,28.707,13.489315,0.03801,2.03,7,5,10,5,0.0,0.870838,-0.215817,1.086656,,,,,,,,,,,,,,,,,,,,,,,NOT_AVAILABLE,266.64735169539,-3.54116278387,158.83543235517,-62.15835148192,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,130.69498067408,-48.09068644828,0.456305,0.519099,0.103
"[0.450592172106438, 8.940507942562121]",49.0,0.450592172106438,Gaia DR3 5329109040498416128,130.65846563373,-48.16331720751,1.6361480689213768e+18,5329109040498416128,811328321.0,0.0532,0.0635,1.5248,0.0651,23.4351,5.495,-4.357,0.074,3.348,0.083,-0.0513,0.0547,0.0303,0.0757,-0.0451,0.104,-0.2601,0.1619,-0.045,-0.1661,397.0,0.0,395.0,2.0,-0.3856,399.4,0.0,0.0,31.0,0.0,1.259,,,,,,,,45.0,27.0,0.121095,48.0,21.0,0.0,0.00673,126.0,0.0,0.0,0.985,0.195,0.105,0.126,0.0694,-75.969,-87.107,11.732,-15.794,0.0,394.0,1929.95305,2.6296,733.94,17.4735,0.003127,40.0,264.13,7.3881,35.751,19.283985,0.030497,39.0,2572.5,11.173,230.24,16.221998,0.006043,1.47,0,0,0,0,0.0,3.061987,1.810486,1.251501,,,,,,,,,,,,,,,,,,,,,,,NOT_AVAILABLE,266.68975366182,-3.60503463611,158.87858933306,-62.23227916313,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.999389,3478.8,3471.9,3485.7,4.2474,4.2195,4.2694,0.1336,0.1214,0.1454,558.1536,545.0467,573.2876,1.3593,1.3356,1.3831,0.856,0.8409,0.8713,0.5795,0.5702,0.5889,MARCS,,,,,,,,,,,,,,,,,441242336,0.087192,1,0,8,,,,,,,,,,,,,,,,,,,,,,,,S66G125941,0.574201,8,178539734,1,0,,,,,,08423804-4809480,0.054111,8,101796856,1,0,,,,,,130.65849466639,-48.16333208922,1.179152,1.35175,-0.1723
"[8.027194596647856, 8.932240391372666, 9.637937810898435]",50.0,8.027194596647856,Gaia DR3 5329122440794361088,130.66137580288,-48.06397778063,1.6361480689213768e+18,5329122440794361088,51155300.0,0.3897,0.4108,-0.1682,0.4326,-0.3888,3.431,-2.475,0.497,2.376,0.616,0.0832,-0.0162,0.2643,0.036,-0.0269,0.1215,-0.0161,-0.0578,-0.0904,-0.0631,291.0,0.0,291.0,0.0,0.186,306.5,0.0,0.0,95.0,0.0,,1.4715,0.1383,-0.418,-0.11,-0.172,-0.057,0.13,33.0,22.0,0.855333,36.0,12.0,2.0,0.0177,34.3,1.0,0.0,1.007,0.33,0.117,0.162,0.0907,-72.715,-79.091,10.909,10.632,0.0,298.0,150.12459,0.77878,192.77,20.246237,0.00627,25.0,58.614,8.167,7.177,20.918531,0.151306,27.0,107.18,8.1614,13.132,19.672642,0.082764,1.104,0,0,0,0,0.0,1.24589,0.672295,0.573595,,,,,,,,,,,,,,,,,,,,,,,NOT_AVAILABLE,266.61243890825,-3.54244268979,158.76376029931,-62.1486001377,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.999999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S66G057695,0.102866,8,179370494,1,0,,,,,,,,,,,,,,,,,130.66139226534,-48.06398834188,7.856892,9.876359,-0.0705
[0.17173119941030449],51.0,0.17173119941030449,Gaia DR3 5329122238947872512,130.57425602402,-48.0647391996,1.6361480689213768e+18,5329122238947872512,807013000.0,0.0121,0.0148,1.4034,0.0145,96.568,6.128,-4.856,0.016,3.739,0.019,-0.0101,-0.0839,-0.1114,0.1883,0.0249,0.1903,-0.3143,0.1116,-0.101,-0.0185,403.0,403.0,402.0,1.0,-2.6418,1431.0,0.141,26.41,31.0,0.0,1.734,,,,,,,,45.0,26.0,0.026379,51.0,21.0,0.0,0.015,118.0,0.0,0.0,0.907,,,,,,,,,0.0,419.0,1009910.70106,217.62,4640.6,10.67666,0.002765,45.0,719350.0,372.92,1929.0,10.696185,0.002846,45.0,448030.0,132.27,3387.3,10.619621,0.003793,1.156,0,0,0,0,0.0,0.076564,0.019526,0.057038,10.2,8.9,1,19,7,16,48.59,5.38,0.0,915.346,95.54,11000.0,5.0,0.0,555,,,,10.561816,0.010881,10,51.4164,NOT_AVAILABLE,266.57720764827,-3.58885293606,158.66090661885,-62.18152348955,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.999565,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,441246901,0.181969,1,0,8,,,,,,,,,,,,J084217.82-480353.0,0.018035,8,108512458,1,0,10797074,40281883,0.13436,1,0,8,,,,,,,,,,,,08421782-4803531,0.029798,8,102222575,1,0,,,,,,130.57428831637,-48.0647558156,0.252248,0.301119,-0.0363
"[7.66806499967727, 7.933860574164756, 9.001610186062281]",52.0,7.66806499967727,Gaia DR3 5329110419188771200,130.69298097296,-48.08736607768,1.6361480689213768e+18,5329110419188771200,309834192.0,0.4658,0.7219,-1.1732,0.567,-2.0692,5.493,-3.209,0.569,4.458,1.013,0.1702,-0.1496,0.2432,0.189,0.0114,0.1985,0.4717,-0.0061,-0.0827,0.0715,228.0,0.0,226.0,2.0,1.402,264.3,1.769,1.538,95.0,0.0,,1.3835,0.1802,-0.365,0.025,-0.1,-0.074,0.11,27.0,19.0,1.457011,35.0,21.0,0.0,0.0436,94.7,0.0,20.0,1.066,0.318,0.391,0.182,0.239,-74.183,-88.394,5.864,-25.796,0.0,230.0,155.61599,1.547,100.59,20.207232,0.011139,6.0,421.9,147.8,2.8546,18.775518,0.380361,5.0,355.64,47.544,7.4801,18.370382,0.145198,4.997,0,5,0,4,0.0,0.405136,-1.431713,1.836849,,,,,,,,,,,,,,,,,,,,,,,NOT_AVAILABLE,266.64392783199,-3.54016922364,158.82915459054,-62.15633438657,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5e-06,0.999995,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,130.69300232432,-48.08738589085,9.008668,15.880999,0.0551
"[5.2697731065987625, 8.631888502822353, 8.706693733741409]",53.0,5.2697731065987625,Gaia DR3 5329109693334277376,130.63235475779,-48.16936455101,1.6361480689213768e+18,5329109693334277376,1639855020.0,0.228,0.2658,0.2849,0.2798,1.0181,11.855,-8.998,0.327,7.72,0.376,0.0022,0.0216,0.0096,-0.1045,-0.0166,-0.0547,-0.1794,0.2151,-0.0071,-0.1554,342.0,0.0,338.0,4.0,0.625,363.3,0.0,0.0,95.0,0.0,,1.4248,0.0828,-0.269,-0.042,-0.098,0.068,0.105,39.0,24.0,0.537268,44.0,24.0,0.0,0.00389,132.0,0.0,0.0,1.023,0.168,0.138,0.155,0.146,-63.794,82.445,17.059,4.682,0.0,355.0,240.61375,0.7434,323.67,19.734066,0.004341,32.0,61.604,4.7426,12.99,20.864523,0.083632,36.0,234.16,6.0957,38.414,18.82413,0.028516,1.229,1,0,1,0,0.0,2.040394,1.130457,0.909937,,,,,,,,,,,,,,,,,,,,,,,NOT_AVAILABLE,266.68381164786,-3.62249005205,158.85474118801,-62.24699222727,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.999998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,441242490,0.101604,1,0,8,,,,,,,,,,,,,,,,,,,,,,,,S66G160735,0.58381,8,178487561,1,0,,,,,,,,,,,,,,,,,130.63241471791,-48.16939886001,5.229113,6.066589,-0.147
"[0.984835000074146, 1.1098739192721367, 3.4607231945248964, 7.5513606397903486, 8.979306161842329]",54.0,0.984835000074146,Gaia DR3 5329115848026889088,130.55035954832,-48.15396641208,1.6361480689213768e+18,5329115848026889088,1457466552.0,3.6865,7.6217,,,,,,,,,0.17,,,,,,,,,,167.0,0.0,167.0,0.0,268.3567,212000.0,40.535,7266.0,3.0,0.0,,,,,,,,,20.0,15.0,11.94157,36.0,31.0,3.0,0.392,93.4,38.0,36.0,,0.204,0.599,0.291,0.0955,-82.029,-83.312,28.103,15.116,0.0,172.0,677.80645,13.782,49.179,18.609602,0.022248,20.0,123.6,10.013,12.344,20.108511,0.088003,20.0,1643.6,13.29,123.68,16.70838,0.009558,2.607,0,20,0,20,0.0,3.400131,1.498909,1.901222,,,,,,,,,,,,,,,,,,,,,,,NOT_AVAILABLE,266.63798616044,-3.65620876002,158.7386954865,-62.26460106445,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.998846,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,441247294,0.245928,1,1,16,,,,,,,,,,,,J084212.10-480914.4,0.241434,16,108080386,1,1,,,,,,,,,,,,,,,,,,08421209-4809142,0.098289,16,101837448,1,1,,,,,,130.55035954832,-48.15396641208,3.686486,7.621745,0.17
"[7.67072457447112, 8.648927425810635, 8.838862259101436]",55.0,7.67072457447112,Gaia DR3 5329109663283801088,130.62670703324,-48.1743054056,1.6361480689213768e+18,5329109663283801088,1083108242.0,0.0685,0.0808,0.0083,0.0831,0.1003,5.767,-3.704,0.094,4.42,0.107,-0.0501,-0.0202,0.0029,0.0185,-0.0547,0.0479,-0.2907,0.1918,0.0012,-0.1383,366.0,0.0,365.0,1.0,-0.3295,374.2,0.078,0.08752,95.0,0.0,,1.3666,0.0239,-0.192,0.002,-0.071,-0.003,0.065,41.0,25.0,0.153426,45.0,20.0,0.0,0.0106,176.0,0.0,0.0,0.987,0.21,0.132,0.123,0.0698,-66.755,87.404,11.666,-2.508,0.0,355.0,1313.40223,1.3682,959.92,17.891373,0.002978,37.0,396.55,7.8045,50.81,18.842804,0.02155,38.0,1437.6,12.319,116.69,16.853813,0.010043,1.396,0,8,0,10,0.0,1.988991,0.951431,1.037559,,,,,,,,,,,,,,,,,,,,,,,NOT_AVAILABLE,266.68539968388,-3.62849725589,158.85392228584,-62.25319326662,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.999995,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,J084230.35-481028.3,0.987424,12,107981324,1,1,,,,,,,S66G051857,0.670774,8,178446830,1,1,,,,,,08423040-4810277,0.199308,8,101749207,1,0,,,,,,130.62673172169,-48.17432505117,1.503739,1.730483,-0.1393
