_rs_gaia,_q,_r_gaia,DR3Name_gaia,RA_ICRS_gaia,DE_ICRS_gaia,SolID_gaia,Source_gaia,RandomI_gaia,e_RA_ICRS_gaia,e_DE_ICRS_gaia,Plx_gaia,e_Plx_gaia,RPlx_gaia,PM_gaia,pmRA_gaia,e_pmRA_gaia,pmDE_gaia,e_pmDE_gaia,RADEcor_gaia,RAPlxcor_gaia,RApmRAcor_gaia,RApmDEcor_gaia,DEPlxcor_gaia,DEpmRAcor_gaia,DEpmDEcor_gaia,PlxpmRAcor_gaia,PlxpmDEcor_gaia,pmRApmDEcor_gaia,NAL_gaia,NAC_gaia,NgAL_gaia,NbAL_gaia,gofAL_gaia,chi2AL_gaia,epsi_gaia,sepsi_gaia,Solved_gaia,APF_gaia,nueff_gaia,pscol_gaia,e_pscol_gaia,RApscolCorr_gaia,DEpscolCorr_gaia,PlxpscolCorr_gaia,pmRApscolCorr_gaia,pmDEpscolCorr_gaia,MatchObsA_gaia,Nper_gaia,amax_gaia,MatchObs_gaia,NewMatchObs_gaia,MatchObsrm_gaia,IPDgofha_gaia,IPDgofhp_gaia,IPDfmp_gaia,IPDfow_gaia,RUWE_gaia,SDSk1_gaia,SDSk2_gaia,SDSk3_gaia,SDSk4_gaia,SDMk1_gaia,SDMk2_gaia,SDMk3_gaia,SDMk4_gaia,Dup_gaia,o_Gmag_gaia,FG_gaia,e_FG_gaia,RFG_gaia,Gmag_gaia,e_Gmag_gaia,o_BPmag_gaia,FBP_gaia,e_FBP_gaia,RFBP_gaia,BPmag_gaia,e_BPmag_gaia,o_RPmag_gaia,FRP_gaia,e_FRP_gaia,RFRP_gaia,RPmag_gaia,e_RPmag_gaia,E_BP_RP__gaia,NBPcont_gaia,NBPblend_gaia,NRPcont_gaia,NRPblend_gaia,Mode_gaia,BP-RP_gaia,BP-G_gaia,G-RP_gaia,RV_gaia,e_RV_gaia,n_RV_gaia,o_RV_gaia,o_RVd_gaia,RVNper_gaia,RVS_N_gaia,RVgof_gaia,RVchi2_gaia,RVTdur_gaia,RVamp_gaia,RVtempTeff_gaia,RVtemplogg_gaia,RVtemp_Fe_H__gaia,Vatmparam_gaia,Vbroad_gaia,e_Vbroad_gaia,o_Vbroad_gaia,GRVSmag_gaia,e_GRVSmag_gaia,o_GRVSmag_gaia,RVSS_N_gaia,VarFlag_gaia,GLON_gaia,GLAT_gaia,ELON_gaia,ELAT_gaia,QSO_gaia,Gal_gaia,NSS_gaia,XPcont_gaia,XPsamp_gaia,RVS_gaia,EpochPh_gaia,EpochRV_gaia,MCMCGSP_gaia,MCMCMSC_gaia,And_gaia,PQSO_gaia,PGal_gaia,PSS_gaia,Teff_gaia,b_Teff_gaia,B_Teff_gaia,logg_gaia,b_logg_gaia,B_logg_gaia,__Fe_H__gaia,b__Fe_H__gaia,B__Fe_H__gaia,Dist_gaia,b_Dist_gaia,B_Dist_gaia,A0_gaia,b_A0_gaia,B_A0_gaia,AG_gaia,b_AG_gaia,B_AG_gaia,E_BP-RP__gaia,b_E_BP-RP__gaia,B_E_BP-RP__gaia,Lib_gaia,HIP_gaia,dHIP_gaia,nHIP_gaia,f_HIP_gaia,PS1coid_gaia,PS1_gaia,dPS1_gaia,nPS1_gaia,mPS1_gaia,f_PS1_gaia,SDSS13coid_gaia,SDSS13_gaia,dSDSS13_gaia,nSDSS13_gaia,mSDSS13_gaia,f_SDSS13_gaia,SKYM2_gaia,dSKYM2_gaia,nSKYM2_gaia,mSKYM2_gaia,f_SKYM2_gaia,TYC2_gaia,dTYC2_gaia,f_TYC2_gaia,TYC2moid_gaia,nTYC2_gaia,URAT1_gaia,dURAT1_gaia,f_URAT1_gaia,URAT1oid_gaia,nURAT1_gaia,mURAT1_gaia,AllWISE_gaia,dAllWISE_gaia,f_AllWISE_gaia,AllWISEoid_gaia,nAllWISE_gaia,mAllWISE_gaia,APASS9coid_gaia,APASS9_gaia,dAPASS9_gaia,nAPASS9_gaia,mAPASS9_gaia,f_APASS9_gaia,GSC23_gaia,dGSC23_gaia,f_GSC23_gaia,GSC23coid_gaia,nGSC23_gaia,mGSC23_gaia,RAVE5_gaia,dRAVE5_gaia,f_RAVE5_gaia,RAVE5coid_gaia,nRAVE5_gaia,_2MASS_gaia,d2MASS_gaia,f_2MASS_gaia,_2MASScoid_gaia,n2MASS_gaia,m2MASS_gaia,RAVE6_gaia,dRAVE6_gaia,f_RAVE6_gaia,RAVE6oid_gaia,nRAVE6_gaia,RAJ2000_gaia,DEJ2000_gaia,e_RAJ2000_gaia,e_DEJ2000_gaia,RADEcorJ2000_gaia
"[0.12526502239481532, 1.4864734456965365, 2.304936454522745, 6.400164654479334, 7.8863879087698425, 8.512904182144537]",83.0,0.12526502239481532,Gaia DR3 5329103822128254464,130.59782919821,-48.18746524201,1.6361480689213768e+18,5329103822128254464,1713396646.0,0.0356,0.042,1.4039,0.0443,31.6667,5.212,-4.133,0.048,3.176,0.058,-0.029,-0.0625,0.0451,0.1331,-0.0656,0.1133,-0.1018,0.1478,-0.1624,-0.0772,361.0,0.0,359.0,2.0,2.5295,444.1,0.166,1.647,31.0,0.0,1.339,,,,,,,,42.0,24.0,0.081425,46.0,16.0,0.0,0.0192,11.4,0.0,0.0,1.096,0.244,0.17,0.174,0.124,-68.088,89.127,6.708,-15.602,0.0,376.0,4475.88916,10.958,408.48,16.56017,0.003828,40.0,1264.7,16.678,75.832,17.583553,0.014587,40.0,5109.0,37.154,137.51,15.477059,0.008754,1.424,0,34,0,32,0.0,2.106494,1.023384,1.08311,,,,,,,,,,,,,,,,,,,,,,,NOT_AVAILABLE,266.68395722164,-3.65177539004,158.83527503733,-62.27484111551,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.997667,4708.0,4680.8,4774.0,4.246,4.2276,4.2768,-1.4333,-1.505,-1.3653,639.0696,625.2681,650.7535,2.5055,2.4762,2.5677,1.832,1.8091,1.882,1.0113,0.9985,1.0396,MARCS,,,,,,,,,,,,,,,,,441242542,0.282431,1,0,40,,,,,,,,,,,,J084223.49-481115.0,0.238686,12,107918190,1,2,,,,,,,S66G051151,0.033461,8,178338384,1,1,,,,,,08422348-4811149,0.057339,8,101692462,1,0,,,,,,130.59785674766,-48.18747935631,0.760426,0.935921,-0.0882
"[0.2349662578407954, 4.059505038649212, 6.577195083137473, 6.9459855087805575, 7.866262620757857, 9.385288951016776]",84.0,0.2349662578407954,Gaia DR3 5329115813676803584,130.52233305463,-48.15509802956,1.6361480689213768e+18,5329115813676803584,583831929.0,3.5125,4.5011,,,,,,,,,0.0451,,,,,,,,,,319.0,0.0,319.0,0.0,732.1369,2696000.0,49.12,106800.0,3.0,0.0,,,,,,,,,38.0,24.0,8.96744,47.0,19.0,0.0,0.297,88.0,37.0,2.0,,0.231,0.238,0.179,0.112,-57.526,-84.778,13.625,-12.499,0.0,326.0,4949.07968,80.892,61.181,16.451056,0.017959,39.0,1609.4,84.468,19.054,17.32187,0.057051,40.0,7559.2,209.39,36.101,15.051711,0.030312,1.853,0,39,0,40,0.0,2.27016,0.870815,1.399344,,,,,,,,,,,,,,,,,,,,,,,NOT_AVAILABLE,266.62738935938,-3.67166935703,158.70663705654,-62.27593030712,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.810485,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,441249846,0.111861,1,0,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,08420536-4809183,0.079666,16,101832360,1,0,,,,,,130.52233305463,-48.15509802956,3.512536,4.501113,0.0451
"[0.07540151727843367, 6.903588605614575]",85.0,0.07540151727843367,Gaia DR3 5329103787768533376,130.60797954856,-48.19216822668,1.6361480689213768e+18,5329103787768533376,811081995.0,0.06,0.071,1.4501,0.0741,19.5679,5.588,-4.484,0.087,3.335,0.091,-0.032,0.0224,-0.0604,0.0413,-0.0084,0.0516,-0.3258,0.2372,-0.0878,-0.0832,363.0,0.0,361.0,2.0,2.3254,441.5,0.362,2.847,31.0,0.0,1.278,,,,,,,,42.0,25.0,0.131595,46.0,18.0,0.0,0.0396,143.0,0.0,0.0,1.087,0.225,0.128,0.0929,0.0786,-59.295,-80.97,10.029,-7.688,0.0,352.0,2062.43526,4.6627,442.33,17.401417,0.00369,38.0,385.12,7.6694,50.215,18.874552,0.021801,39.0,2595.0,19.744,131.43,16.212547,0.009084,1.445,0,2,0,3,0.0,2.662005,1.473135,1.18887,,,,,,,,,,,,,,,,,,,,,,,NOT_AVAILABLE,266.69184029101,-3.64932224674,158.85298553962,-62.27498327598,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.99885,3516.2,3506.7,3526.4,4.377,4.2426,4.4102,-0.2887,-0.3541,-0.2256,505.0109,462.3893,557.4576,1.1212,1.0917,1.1515,0.7309,0.7116,0.751,0.4601,0.4486,0.4719,MARCS,,,,,,,,,,,,,,,,,441242539,0.15573,1,0,8,,,,,,,,,,,,J084225.93-481131.2,0.642056,8,107896482,1,0,,,,,,,S66G050906,0.123365,8,178299642,1,0,,,,,,08422592-4811319,0.043066,8,101672104,1,0,,,,,,130.60800944148,-48.19218304784,1.393469,1.482421,-0.0858
"[5.643699195758854, 8.204438604627136, 9.590398559725656]",86.0,5.643699195758854,Gaia DR3 5329103822118857216,130.58900167186,-48.18948045174,1.6361480689213768e+18,5329103822118857216,610201191.0,0.569,0.6271,0.6005,0.7127,0.8426,5.082,-3.813,0.834,3.359,0.908,0.0341,0.1425,0.2192,-0.1608,0.093,-0.0102,-0.1777,0.2056,-0.3004,-0.2013,220.0,0.0,218.0,2.0,2.397,276.0,2.132,1.531,95.0,0.0,,1.3043,0.193,-0.306,-0.048,-0.294,-0.078,0.243,25.0,19.0,1.35258,28.0,9.0,1.0,0.025,130.0,0.0,0.0,1.117,0.213,0.124,0.197,0.0929,-89.863,-86.915,7.65,1.966,0.0,226.0,109.91673,0.80044,137.32,20.584707,0.008373,10.0,52.482,7.3972,7.0949,21.038513,0.153056,14.0,135.09,11.279,11.977,19.421299,0.090729,1.707,0,0,0,0,0.0,1.617214,0.453806,1.163408,,,,,,,,,,,,,,,,,,,,,,,NOT_AVAILABLE,266.68193065157,-3.65765806307,158.82717331525,-62.27979003752,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.999995,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,130.58902709418,-48.18949538042,13.227642,14.655434,-0.1939
"[0.3382040135760946, 4.189224324718145, 9.844915920878424, 9.877687050556343, 9.880250418493095]",87.0,0.3382040135760946,Gaia DR3 5329116015529507968,130.50828647436,-48.14137741872,1.6361480689213768e+18,5329116015529507968,414383558.0,0.0705,0.0748,0.407,0.0827,4.9195,2.848,-1.895,0.092,2.126,0.101,-0.0538,-0.1181,-0.0608,0.0586,0.0133,0.0563,-0.2456,0.136,-0.1066,-0.1121,319.0,0.0,317.0,2.0,-1.8197,280.1,0.0,0.0,31.0,0.0,1.436,,,,,,,,37.0,25.0,0.144667,41.0,17.0,1.0,0.0172,80.9,0.0,0.0,0.927,0.253,0.0603,0.154,0.111,-50.411,-87.074,7.285,-8.794,0.0,320.0,1446.46476,2.2056,655.83,17.786596,0.003214,34.0,546.56,7.6181,71.744,18.494455,0.015388,36.0,1276.2,5.4472,234.28,16.98312,0.00598,1.26,0,0,0,1,0.0,1.511335,0.707859,0.803476,,,,,,,,,,,,,,,,,,,,,,,VARIABLE,266.61077007813,-3.67065909481,158.67350700297,-62.26972605739,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.999996,4767.1,4739.7,4782.9,4.8253,4.8081,4.8483,-1.5672,-1.685,-1.4886,886.9714,861.1009,907.3362,0.941,0.9087,0.9623,0.724,0.6985,0.7406,0.3945,0.3805,0.4038,MARCS,,,,,,,,,,,,,,,,,441249865,0.079177,1,0,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,08420199-4808289,0.074392,8,101891878,1,0,,,,,,130.50829909599,-48.14138686836,1.470526,1.635929,-0.1157
"[3.6712863387090646, 4.83749280412761, 6.897909705809574, 7.256563776705327, 7.776546659181383, 8.902390408914336]",88.0,3.6712863387090646,Gaia DR3 5329110728426334208,130.68816675661,-48.05059702425,1.6361480689213768e+18,5329110728426334208,412461725.0,0.3013,0.3324,-0.2129,0.358,-0.5947,3.121,-2.087,0.438,2.321,0.433,-0.0407,0.0679,0.2219,-0.1135,0.0403,-0.0235,-0.1519,0.2266,-0.0539,-0.2034,328.0,0.0,323.0,5.0,0.4719,343.2,0.0,0.0,95.0,0.0,,1.5106,0.1079,-0.306,-0.002,-0.143,-0.048,0.116,37.0,27.0,0.667336,41.0,16.0,0.0,0.0493,32.0,0.0,0.0,1.018,0.199,0.072,0.104,0.0962,-55.224,-89.06,12.219,-3.451,0.0,321.0,195.6313,0.85194,229.63,19.95877,0.005472,38.0,66.558,4.0937,16.259,20.780535,0.066837,37.0,173.47,4.8037,36.112,19.149813,0.030302,1.227,0,0,0,0,0.0,1.630722,0.821764,0.808958,,,,,,,,,,,,,,,,,,,,,,,NOT_AVAILABLE,266.61289674858,-3.52009348752,158.77975670423,-62.1275333848,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.999995,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,441236559,0.078168,1,0,8,,,,,,,,,,,,,,,,,,,,,,,,S66G058584,0.815561,10,179483099,1,0,,,,,,,,,,,,,,,,,130.6881806297,-48.05060734033,6.953285,6.988369,-0.1975
[0.6918161176560111],89.0,0.6918161176560111,Gaia DR3 5329109628924140928,130.73767744061,-48.10826036377,1.6361480689213768e+18,5329109628924140928,527316361.0,0.1153,0.1394,1.2977,0.1423,9.12,5.296,-4.048,0.15,3.415,0.178,0.0368,-0.1062,-0.1068,0.0438,-0.0793,0.0692,-0.2683,0.1,0.115,-0.0764,325.0,0.0,325.0,0.0,4.1642,460.8,0.767,4.465,31.0,0.0,1.26,,,,,,,,38.0,24.0,0.2525,41.0,18.0,0.0,0.00591,143.0,0.0,0.0,1.168,0.252,0.163,0.169,0.0639,-85.031,-76.723,24.011,20.501,0.0,324.0,837.93975,1.4541,576.26,18.379335,0.003338,33.0,126.17,8.6318,14.617,20.086132,0.074331,34.0,1168.1,7.6826,152.04,17.079206,0.008079,1.545,0,33,0,34,0.0,3.006926,1.706797,1.300129,,,,,,,,,,,,,,,,,,,,,,,NOT_AVAILABLE,266.67883120459,-3.52949025086,158.90715070967,-62.15712405133,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.999772,3475.1,3466.1,3487.2,4.2953,4.27,4.3166,0.1259,0.1015,0.1488,777.9858,762.6267,797.3365,1.4389,1.3868,1.4932,0.9056,0.8724,0.9405,0.6105,0.5904,0.6312,MARCS,,,,,,,,,,,,,,,,,441241642,0.084611,1,0,8,,,,,,,,,,,,J084257.01-480629.8,0.279897,8,108301226,1,0,,,,,,,S66G055486,0.663569,8,178998954,1,0,,,,,,08425704-4806297,0.067955,8,102034401,1,0,,,,,,130.73770438306,-48.10827553938,2.421845,2.894034,-0.0801
"[6.453046138708014, 6.881875318123379, 6.994693267758315, 7.687641346796948]",90.0,6.453046138708014,Gaia DR3 5329123402867156352,130.59947828741,-48.03367208521,1.6361480689213768e+18,5329123402867156352,1720625007.0,0.1004,0.1245,0.1363,0.1255,1.0863,6.808,-5.029,0.137,4.59,0.163,0.0734,0.0368,0.0381,0.1381,-0.0465,0.1671,-0.1356,0.0325,0.1022,-0.09,338.0,0.0,336.0,2.0,0.0206,345.0,0.16,0.1771,31.0,0.0,1.459,,,,,,,,38.0,24.0,0.22902,44.0,17.0,0.0,0.00255,53.3,0.0,0.0,1.0,0.152,0.222,0.117,0.108,-84.125,-76.725,17.084,-40.412,0.0,346.0,740.37113,1.1276,656.57,18.513742,0.003213,37.0,292.16,4.5827,63.752,19.174498,0.017258,38.0,616.4,7.0861,86.986,17.773241,0.013041,1.227,0,0,0,3,0.0,1.401257,0.660755,0.740501,,,,,,,,,,,,,,,,,,,,,,,NOT_AVAILABLE,266.56301012849,-3.55646978997,158.65408797684,-62.14631954581,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.999997,4541.8,4469.8,4824.5,4.9831,4.8662,4.9997,-2.9442,-3.0952,-1.9618,996.7186,907.0079,1329.272,0.3387,0.2545,0.6942,0.2608,0.1955,0.5411,0.1424,0.1066,0.2955,MARCS,,,,,,,,,,,,,,,,,441246753,0.022847,1,0,8,,,,,,,,,,,,,,,,,,,,,,,,S66G059527,0.394899,8,179625278,1,0,,,,,,,,,,,,,,,,,130.59951171037,-48.03369248336,2.185445,2.626486,-0.1034
"[0.1730183205279776, 4.109318440687503, 6.999691104683581, 7.69451410943693, 9.265367772649551]",91.0,0.1730183205279776,Gaia DR3 5329103787768542592,130.6174219256,-48.19358648701,1.6361480689213768e+18,5329103787768542592,209616882.0,0.0488,0.0575,1.2701,0.0607,20.9196,5.421,-4.469,0.068,3.068,0.074,-0.0646,-0.0903,-0.0231,0.0201,-0.0221,0.0268,-0.2475,0.2155,0.0084,-0.1078,359.0,0.0,359.0,0.0,-1.1441,341.6,0.0,0.0,31.0,0.0,1.256,,,,,,,,41.0,23.0,0.10534,46.0,18.0,2.0,0.00809,48.1,0.0,0.0,0.956,0.235,0.13,0.194,0.116,-74.616,85.481,10.895,-1.38,0.0,372.0,2388.50264,2.2629,1055.5,17.242052,0.002941,39.0,375.92,6.5576,57.327,18.900791,0.019144,34.0,3136.8,13.002,241.25,16.006695,0.005877,1.471,0,39,0,34,0.0,2.894096,1.658739,1.235357,,,,,,,,,,,,,,,,,,,,,,,NOT_AVAILABLE,266.69683537166,-3.64522558257,158.86592261883,-62.27265841393,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.997667,3471.7,3469.2,3475.0,3.9612,3.9596,3.9652,-0.2865,-0.3019,-0.2723,604.9081,600.4329,609.515,1.3791,1.3597,1.3995,0.8803,0.8676,0.8935,0.5757,0.5683,0.5835,MARCS,,,,,,,,,,,,,,,,,441242530,0.153307,1,0,8,,,,,,,,,,,,,,,,,,,,,,,,S66G050905,0.506365,8,178287843,1,0,,,,,,08422818-4811369,0.047249,8,101666133,1,0,,,,,,130.61745172195,-48.19360012251,1.088721,1.191966,-0.1085
"[0.20616657801778607, 1.1856627988496533, 8.011334829652425, 8.515098413430378, 9.501325222341713]",92.0,0.20616657801778607,Gaia DR3 5329104028289388288,130.57432753143,-48.18821076705,1.6361480689213768e+18,5329104028289388288,436107479.0,0.0574,0.0926,0.3806,0.0789,4.8234,6.437,3.971,0.079,5.066,0.118,0.0557,-0.0798,0.027,0.229,0.0053,0.2468,0.1483,0.2041,-0.2746,-0.0314,304.0,0.0,299.0,5.0,0.9904,328.6,0.0,0.0,95.0,0.0,,1.4658,0.0214,-0.194,0.053,-0.021,-0.007,0.053,35.0,19.0,0.16547,46.0,46.0,0.0,0.0122,93.4,0.0,19.0,1.04,0.295,0.412,0.198,0.278,-77.11,-86.422,5.154,-26.244,0.0,308.0,1807.44286,5.207,347.12,17.544706,0.004168,6.0,1220.4,114.97,10.615,17.622272,0.102321,6.0,2549.9,171.73,14.849,16.231594,0.073218,2.086,0,5,0,5,0.0,1.390678,0.077566,1.313112,,,,,,,,,,,,,,,,,,,,,,,NOT_AVAILABLE,266.67490896104,-3.66460173162,158.80817710445,-62.28417764738,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.999998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,441244820,0.646353,1,1,12,,,,,,,,,,,,J084217.78-481117.2,0.620614,12,107915305,1,1,,,,,,,S66G051065,0.881188,8,178333019,1,1,,,,,,08421776-4811174,0.657117,12,101689510,1,1,,,,,,130.5743010573,-48.18823328185,1.271014,1.87837,-0.054
"[0.21335983572736353, 4.126686738247387]",93.0,0.21335983572736353,Gaia DR3 5329108804290419200,130.69429209447,-48.17641017851,1.6361480689213768e+18,5329108804290419200,1025214540.0,0.0317,0.0349,2.5308,0.0382,66.2805,11.486,-11.333,0.044,1.866,0.043,-0.0268,-0.0055,0.0151,0.0596,0.0046,0.0732,-0.2138,0.2447,-0.0614,-0.0836,371.0,0.0,371.0,0.0,2.7344,463.3,0.135,1.36,31.0,0.0,1.305,,,,,,,,43.0,26.0,0.063409,46.0,19.0,0.0,0.0044,5.05,0.0,0.0,1.102,0.149,0.0715,0.143,0.0877,-72.292,-78.753,12.909,-12.457,0.0,372.0,5779.66979,6.0131,961.17,16.28261,0.002978,39.0,1335.2,13.586,98.277,17.524715,0.011395,35.0,6711.0,18.238,367.97,15.180927,0.004795,1.392,0,0,0,0,0.0,2.343788,1.242106,1.101683,,,,,,,,,,,,,,,,,,,,,,,NOT_AVAILABLE,266.71481876794,-3.59423906915,158.93683746547,-62.22986149039,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.992964,3601.5,3593.2,3610.1,4.253,4.2239,4.2852,-0.6323,-0.6716,-0.5839,377.7513,369.9886,383.6893,0.7583,0.7468,0.7713,0.5113,0.5033,0.5201,0.3052,0.3007,0.3103,MARCS,,,,,,,,,,,,,,,,,441242264,0.192065,1,0,8,,,,,,,,,,,,J084246.63-481035.2,0.172929,8,107972032,1,0,,,,,,,S66G004924,0.204012,8,178429998,1,0,,,,,,08424664-4810351,0.025172,8,101740339,1,0,,,,,,130.69436762958,-48.17641847149,0.702702,0.697111,-0.0889
"[0.42591951985467313, 7.213252749314365, 7.256584536157196, 7.837339975177237, 8.991710846550232, 9.336502530620786]",94.0,0.42591951985467313,Gaia DR3 5329122921830683392,130.52025392968,-48.06777447287,1.6361480689213768e+18,5329122921830683392,1658977094.0,0.0628,0.0704,1.2786,0.0783,16.336,5.602,-4.435,0.086,3.423,0.113,-0.0224,-0.0543,0.0236,0.1004,0.024,0.0911,-0.1205,0.0901,-0.2752,-0.1155,323.0,0.0,322.0,1.0,0.6424,349.0,0.0,0.0,31.0,0.0,1.275,,,,,,,,37.0,24.0,0.159188,44.0,16.0,1.0,0.0132,57.4,0.0,0.0,1.025,0.279,0.146,0.149,0.127,-64.967,-85.56,12.911,-9.104,0.0,327.0,1704.74366,3.1229,545.88,17.60822,0.003398,39.0,284.31,10.79,26.35,19.20406,0.0413,38.0,2189.7,11.011,198.86,16.396952,0.00664,1.451,0,1,0,1,0.0,2.807108,1.59584,1.211267,,,,,,,,,,,,,,,,,,,,,,,NOT_AVAILABLE,266.55742273476,-3.61921182517,158.60012623467,-62.20405376316,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.997667,3573.7,3557.9,3590.6,4.3931,4.3675,4.4384,0.1085,0.0863,0.1341,580.2095,539.7225,598.7231,1.3535,1.3108,1.391,0.8727,0.8449,0.8975,0.561,0.5441,0.576,MARCS,,,,,,,,,,,,,,,,,441247515,0.105817,1,0,8,,,,,,,,,,,,J084204.85-480403.9,0.040616,8,108497572,1,0,,,,,,,S66G057488,0.202294,8,179338745,1,0,,,,,,08420486-4804040,0.017459,8,102209439,1,0,,,,,,130.52028342351,-48.06778968453,1.371891,1.822136,-0.123
"[0.5330411201983062, 6.460686971923865]",95.0,0.5330411201983062,Gaia DR3 5329109560204675584,130.74017343732,-48.12147141037,1.6361480689213768e+18,5329109560204675584,404134759.0,0.0101,0.0112,0.4684,0.0119,39.2276,6.897,-4.933,0.013,4.819,0.014,0.006,-0.0916,-0.1474,0.0785,0.041,0.0877,-0.2366,0.1341,-0.0068,-0.0027,421.0,421.0,413.0,8.0,-1.6296,988.6,0.103,14.12,31.0,1.0,1.649,,,,,,,,47.0,27.0,0.019591,50.0,21.0,1.0,0.0116,180.0,0.0,0.0,0.943,,,,,,,,,0.0,424.0,5197203.8505,1622.9,3202.4,8.897943,0.002776,49.0,3258300.0,2816.6,1156.8,9.056071,0.002944,49.0,2950100.0,1524.3,1935.4,8.573305,0.003821,1.195,0,0,0,0,0.0,0.482766,0.158129,0.324637,,,,,,,,,,,,,,,,,,,,,,,NOT_AVAILABLE,266.69029134941,-3.53630732624,158.925844337,-62.16717923228,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.999998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,441241646,0.252623,1,0,40,8155-4885-1,0.015567,8,465685,1,,,,,,,J084257.64-480717.3,0.035549,8,108237340,1,0,10769827,40281562,0.459263,1,0,8,S66G002781,0.023611,8,178888454,2,0,,,,,,08425764-4807173,0.061445,8,101977408,1,0,,,,,,130.74020628106,-48.1214928297,0.213245,0.226206,-0.0106
"[0.12103926675997079, 8.82770627539205, 9.972544933476724]",96.0,0.12103926675997079,Gaia DR3 5329122685624490368,130.60828616826,-48.0319683115,1.6361480689213768e+18,5329122685624490368,779904029.0,0.0095,0.0115,1.3913,0.0111,125.4553,5.611,-4.384,0.012,3.503,0.015,-0.092,-0.0141,-0.1551,0.2436,-0.0229,0.2602,-0.3876,0.0733,0.0236,-0.1462,361.0,0.0,361.0,0.0,-0.776,338.3,0.0,0.0,31.0,0.0,1.494,,,,,,,,41.0,26.0,0.021593,47.0,19.0,0.0,0.0191,125.0,0.0,0.0,0.97,0.203,0.135,0.118,0.0432,-54.378,-75.531,11.593,-35.248,0.0,368.0,81160.95985,125.14,648.54,13.413999,0.003224,43.0,38280.0,206.74,185.16,13.881124,0.006494,42.0,61539.0,250.78,245.39,12.77502,0.005819,1.23,0,0,0,0,0.0,1.106104,0.467125,0.638979,12.88,4.64,2,13,7,12,9.071,,,795.71,,4750.0,2.5,-1.0,111,,,,12.52013,0.069339,6,,VARIABLE,266.56528719921,-3.550775204,158.66256138125,-62.14163786863,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.999942,5334.1,5323.3,5347.3,4.1044,4.1019,4.1074,-0.4313,-0.4426,-0.4194,681.7899,675.9919,686.908,0.4523,0.4443,0.4618,0.3667,0.3601,0.3745,0.1975,0.1939,0.2018,MARCS,,,,,,,,,,,,,,,,,441246749,0.138359,1,0,8,,,,,,,,,,,,,,,,,,10812357,40281896,1.341044,1,0,8,S66G002530,0.130962,8,179639820,1,0,,,,,,08422599-4801551,0.034789,8,102363820,1,0,,,,,,130.60831530521,-48.03198387861,0.201392,0.238045,-0.1661
