name,usrid,ra_pnt,dec_pnt,ra,dec,err_ellipse_r0,err_ellipse_r1,err_ellipse_ang,significance,extent_flag,pileup_flag,sat_src_flag,streak_src_flag,conf_flag,flux_aper90_mean_b,e_flux_aper90_mean_b,flux_aper90_mean_h,e_flux_aper90_mean_h,flux_aper90_mean_m,e_flux_aper90_mean_m,flux_aper90_mean_s,e_flux_aper90_mean_s,kp_intra_prob_b,ks_intra_prob_b,var_inter_prob_b,nh_gal,flux_powlaw_mean,e_flux_powlaw_mean,powlaw_gamma_mean,e_powlaw_gamma_mean,powlaw_nh_mean,e_powlaw_nh_mean,powlaw_ampl_mean,e_powlaw_ampl_mean,powlaw_stat,remove_code,flux_significance_b_max,flux_aper90_ave_s,e_flux_aper90_ave_s,flux_aper90_ave_m,e_flux_aper90_ave_m,flux_aper90_ave_h,e_flux_aper90_ave_h,chisqr,dof,kp_prob_b_max,var_inter_prob,significance_max,flux_flag,flux_aper90_ave_b,e_flux_aper90_ave_b,name_cat,ra_cat,dec_cat,e_Pos,Class,SubClass,ref,sep,CSC_ID,CSC_RA,CSC_DEC,CSC_err_r0,CSC_err_r1,CSC_PA,CSC__2CXO,CSC__r,CSC_fe,CSC_fc,GAIA_RA,GAIA_DEC,GAIA_PU,GAIA_Source,GAIA__r,GAIA_e_Pos,GAIA_Plx,GAIA_e_Plx,GAIA_PM,GAIA_e_PM,GAIA_epsi,Gmag,BPmag,RPmag,e_Gmag,e_BPmag,e_RPmag,TMASS_RA,TMASS_DEC,TMASS_err0,TMASS_err1,TMASS_errPA,TMASS__2MASS,TMASS__r,Jmag,Hmag,Kmag,e_Jmag,e_Hmag,e_Kmag,ALLWISE_RA,ALLWISE_DEC,ALLWISE_err0,ALLWISE_err1,ALLWISE_errPA,ALLWISE_AllWISE,ALLWISE__r,W1mag,W2mag,W3mag,W4mag,e_W1mag,e_W2mag,e_W3mag,e_W4mag,CATWISE_RA,CATWISE_DEC,CATWISE_PU,CATWISE_Name,CATWISE__r,W1mproPM,W2mproPM,e_W1mproPM,e_W2mproPM,Separation_GAIA_CSC,Separation_GAIA_CSC_ra,Separation_GAIA_CSC_dec,Separation_TMASS_CSC,Separation_TMASS_CSC_ra,Separation_TMASS_CSC_dec,Separation_TMASS_GAIA,Separation_TMASS_GAIA_ra,Separation_TMASS_GAIA_dec,Separation_ALLWISE_CSC,Separation_ALLWISE_CSC_ra,Separation_ALLWISE_CSC_dec,Separation_ALLWISE_GAIA,Separation_ALLWISE_GAIA_ra,Separation_ALLWISE_GAIA_dec,Separation_ALLWISE_TMASS,Separation_ALLWISE_TMASS_ra,Separation_ALLWISE_TMASS_dec,Separation_CATWISE_CSC,Separation_CATWISE_CSC_ra,Separation_CATWISE_CSC_dec,Separation_CATWISE_GAIA,Separation_CATWISE_GAIA_ra,Separation_CATWISE_GAIA_dec,Separation_CATWISE_TMASS,Separation_CATWISE_TMASS_ra,Separation_CATWISE_TMASS_dec,Separation_CATWISE_ALLWISE,Separation_CATWISE_ALLWISE_ra,Separation_CATWISE_ALLWISE_dec,Separation_max,ncat,dist_bayesfactor,dist_bayesfactor_corrected,dist_post,p_single,p_any,p_i,match_flag,Gaia,rare-type,remove_regions,GLAT,GLON,comment,rgeo,b_rgeo,B_rgeo,W1mag_comb,e_W1mag_comb,W2mag_comb,e_W2mag_comb
2CXO J181044.4-260901,181, 18 10 44.10,-26 09 34.64,272.68529166666667,-26.15037222222222,0.72,0.71,93.3,9.29,False,False,False,False,False,1.733684847310979e-14,2.4165559526657897e-15,6.785009428480516e-15,2.0397724112290145e-15,4.248520580034237e-15,8.417188499490658e-16,6.30331846459504e-15,9.851804709766913e-16,0.539,0.829,,32.29,,,,,,,,,,0,9.29,6.30331846459504e-15,9.851804709766913e-16,4.248520580034237e-15,8.417188499490658e-16,6.785009428480516e-15,2.0397724112290145e-15,,0.0,0.539,,9.29,0,1.733684847310979e-14,2.4165559526657897e-15,SAX J1810.8-2609,272.68529167,-26.15033333,,LMXB,"T, B;LMXB;LXB|V*|X|gam",2007A&A...469..807L;2018ApJS..235....4O;SIMBAD,0.147194,1,272.6852764,-26.1503718,0.719,0.713,93.28,J181044.4-260901,0.032,0,0,,,,,,,,,,,,,,,,,,,,,,,-99,,,,,,,,,,,,,-99,,,,,,,,,,,,,-99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,1,0.0,0.0,1.0,1.0,0.0,0.0,1,-99,1,|GalacticCenter,5.197212635182915,-3.431088423115776,,,,,,,,
2CXO J173538.5-285251,3206, 17 35 26.65,-28 54 04.86,263.9105,-28.88103611111111,0.78,0.74,78.6,5.57,False,False,False,False,False,4.50929866136287e-13,8.278320145972015e-14,4.4242021154391974e-13,8.265000685905764e-14,5.190454819427385e-15,3.968160436653528e-15,3.31919977293992e-15,2.5076907439546017e-15,0.993,0.984,,64.79,,,,,,,,,,0,5.57,3.31919977293992e-15,2.5076907439546017e-15,5.190454819427385e-15,3.968160436653528e-15,4.4242021154391974e-13,8.265000685905764e-14,,0.0,0.993,,5.57,0,4.50929866136287e-13,8.278320145972015e-14,CXOGBS J173538.5-285251,263.9105,-28.881083333333333,,CV,CataclyV;**|CV*|X,2020RNAAS...4..219J;SIMBAD,0.170561,1,263.9105135,-28.8810375,0.777,0.738,78.62,J173538.5-285251,0.031,0,0,,,,,,,,,,,,,,,,,,,,,,,-99,,,,,,,,,,,,,-99,,,,,,,,,,,,,-99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,1,0.0,0.0,1.0,1.0,0.0,0.0,1,-99,1,|GalacticCenter,358.88907848645925,1.8808129709006496,,,,,,,,
2CXO J173648.1-293639,3214, 17 36 54.39,-29 31 05.98,264.2007083333333,-29.611,1.33,1.33,114.4,4.12,False,False,False,False,False,2.0746888479955962e-13,5.0882342987343245e-14,1.7800634631759142e-13,4.9610285446152113e-14,2.646329041791025e-14,1.1076904521692964e-14,2.999248064057971e-15,2.2659638236839776e-15,0.863,0.626,0.863,88.23,,,,,,,,,,0,4.12,3.339646642494118e-15,1.799902953332598e-15,1.5945387102355054e-14,5.904830352149628e-15,8.453673819615446e-14,2.3910463236476352e-14,5.415874992078646,1.0,0.863,0.98,4.12,0,1.0382177194100363e-13,2.469447153336086e-14,CXOGBS J173648.1-293639,264.2006666666666,-29.610916666666668,,CV,CataclyV;**|CV*|X,2020RNAAS...4..219J;SIMBAD,0.345881,1,264.2007215,-29.6110001,1.334,1.328,114.4,J173648.1-293639,0.032,0,0,,,,,,,,,,,,,,,,,,,,,,,-99,,,,,,,,,,,,,-99,,,,,,,,,,,,,-99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,1,0.0,0.0,1.0,1.0,0.0,0.0,1,-99,1,|GalacticCenter,358.40995788300216,1.274528213800045,,,,,,,,
2CXO J173802.7-283126,3218, 17 37 38.58,-28 31 00.10,264.511375,-28.52400833333333,0.98,0.93,69.5,4.51,False,False,False,False,False,2.388954701851737e-13,5.94588521552776e-14,2.1382021154391973e-13,5.865000966583277e-14,2.1657121182774484e-14,9.426689424497976e-15,3.4181374584794758e-15,2.582439218053249e-15,0.022,0.225,,69.6,,,,,,,,,,0,4.51,3.4181374584794758e-15,2.582439218053249e-15,2.1657121182774484e-14,9.426689424497976e-15,2.1382021154391973e-13,5.865000966583277e-14,,0.0,0.022,,4.51,0,2.388954701851737e-13,5.94588521552776e-14,CXOGBS J173802.7-283126,264.511625,-28.524083333333333,,CV,CataclyV;**|CV*|X,2020RNAAS...4..219J;SIMBAD,0.824648,1,264.5113785,-28.5240088,0.985,0.931,69.49,J173802.7-283126,0.032,0,0,,,,,,,,,,,,,,,,,,,,,,,-99,,,,,,,,,,,,,-99,,,,,,,,,,,,,-99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,1,0.0,0.0,1.0,1.0,0.0,0.0,1,-99,1,|GalacticCenter,359.4735169967795,1.627862271336941,,,,,,,,
2CXO J173946.9-271809,3227, 17 39 50.62,-27 22 14.68,264.94566666666657,-27.30265,1.12,0.85,29.3,5.96,False,False,False,False,False,4.597772798407142e-13,8.736363111411773e-14,4.380701541081462e-13,8.691502908268887e-14,1.835680846175679e-14,8.472000107063481e-15,3.350317270811232e-15,2.531200344679176e-15,0.963,0.799,,51.73,,,,,,,,,,0,5.96,3.350317270811232e-15,2.531200344679176e-15,1.835680846175679e-14,8.472000107063481e-15,4.380701541081462e-13,8.691502908268887e-14,,0.0,0.963,,5.96,0,4.597772798407142e-13,8.736363111411773e-14,CXOGBS J173946.9-271809,264.9457499999999,-27.302444444444443,,CV,CataclyV;**|CV*|X,2020RNAAS...4..219J;SIMBAD,0.801077,1,264.9456509,-27.3026488,1.125,0.85,29.27,J173946.9-271809,0.032,0,0,,,,,,,,,,,,,,,,,,264.945252,-27.302912,0.1885981909670798,0.1885981909670798,45.0,17394686-2718104,1.621,12.99,11.815,11.365,0.055,0.049,0.025,,,,,,-99,,,,,,,,,,,,,-99,,,,,,,,,1.5893766,-1.2760594,-0.947518,,,,,,,,,,,,,,,,,,,,,,,,,1.5893766,2,10.317047,10.317047,0.70618564,0.70618564,0.8267842,0.5035485,1,-99,1,|GalacticCenter,0.7121259754362927,1.953933643667992,,,,,,,,
2CXO J174241.1-302237,3247, 17 42 44.85,-30 30 17.14,265.6713333333333,-30.376997222222226,0.76,0.75,148.7,5.66,False,False,False,False,False,,,,,,,,,0.24,0.321,,140.7,,,,,,,,,,0,5.66,7.978845608028655e-18,6.028102749890869e-18,7.978845608028655e-18,6.028102749890869e-18,1.5284359624663513e-12,2.965552509833299e-13,,-1.0,,,,3,1.5284519201575677e-12,2.965552511058636e-13,CXO J174241.0-302238,265.6709,-30.3772,,LMXB,LMXB;Rad,2018ApJS..235....4O;SIMBAD,1.49479,1,265.6713205,-30.3769979,0.764,0.749,148.7,J174241.1-302237,0.032,0,0,,,,,,,,,,,,,,,,,,,,,,,-99,,,,,,,,,,,,,-99,,,,,,,,,,,,,-99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,1,0.0,0.0,1.0,1.0,0.0,0.0,1,-99,1,|GalacticCenter,358.43868125459176,-0.2114224453409763,,,,,,,,
2CXO J174354.8-294443,3253, 17 44 30.71,-29 42 28.63,265.97849999999994,-29.745286111111117,0.71,0.71,0.0,166.94,True,False,False,False,False,,,,,,,,,0.978,0.953,1.0,139.8,,,,,,,,,,0,63.02,2.9625522012550666e-15,1.0768724564968535e-15,1.09827518141006e-14,1.5994630572663102e-15,1.0201180645880892e-11,9.386115930047737e-14,101.73322371327228,2.0,0.978,1.0,63.02,0,1.0215125949896247e-11,9.3880962721889e-14,1740-2943,265.978333,-29.745278,1.0,LMXB,"XT;M, R;LMXB;NIR",2003A&A...404..301R;2007A&A...469..807L;2018ApJS..235....4O;SIMBAD,0.556384,1,265.9785107,-29.7452874,0.71,0.71,0.0,J174354.8-294443,0.032,1,0,,,,,,,,,,,,,,,,,,,,,,,-99,,,,,,,,,,,,,-99,,,,,,,,,,,,,-99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,1,0.0,0.0,1.0,1.0,0.0,0.0,1,-99,1,|GalacticCenter,359.115883399057,-0.105854083343667,,,,,,,,
2CXO J174451.1-292116,3259, 17 44 41.10,-29 16 24.83,266.2129583333333,-29.354525,0.81,0.78,93.9,9.04,False,False,False,False,False,6.295960657155386e-14,8.047218991211503e-15,6.260797884560802e-14,8.04500070466266e-15,1.5686410465384335e-16,1.185125000628545e-16,1.9476362129197943e-16,1.471459881248361e-16,0.75,0.721,1.0,124.4,2.093072434951828e-14,1.6125651245482804e-14,0.8325051692196117,1.852982261315537,1079.42243734783,837.011237561468,0.0001400135298545,0.0001059351390994,0.828,0,9.04,2.465567465333784e-16,1.2173689901578496e-16,2.3158269420495104e-16,9.685433381962001e-17,4.4773692954920896e-14,4.108997681788485e-15,2.195768991445854,2.0,0.75,0.666,9.04,0,4.525183239565922e-14,4.111941461585362e-15,KS 1741-293,266.21275,-29.35466667,,LMXB,"T, B;X",2007A&A...469..807L;SIMBAD,0.851788,1,266.2129675,-29.3545251,0.806,0.78,93.94,J174451.1-292116,0.032,0,0,,,,,,,,,,,,,,,,,,,,,,,-99,,,,,,,,,,,,,-99,,,,,,,,,,,,,-99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,1,0.0,0.0,1.0,1.0,0.0,0.0,1,-99,1,|GalacticCenter,359.5556044690818,-0.0751871010382335,,,,,,,,
2CXO J174532.7-290552,3263, 17 45 09.09,-29 06 26.29,266.3865833333333,-29.09789444444444,0.72,0.71,117.4,36.65,True,False,False,False,False,3.576977558145336e-14,1.0391852454562021e-15,2.98541480807438e-14,1.0152736395255208e-15,4.623627500709562e-15,1.9354950596286703e-16,1.292e-15,1.0800000000000008e-16,0.999,0.997,1.0,113.1,2.8792126926351824e-14,1.0501943481182305e-15,1.5579894228040143,0.113512486122412,60.51660381012989,8.652854351435522,7.079629798140501e-06,1.0281899238327724e-06,1.791,0,17.19,3.9725984857363476e-16,4.492419925446665e-17,2.5559720828527653e-16,3.164623292890641e-17,3.600189892355822e-15,2.8572562735499525e-16,962.8022493073385,48.0,0.999,1.0,17.19,0,4.253046949214733e-15,2.9096185637408083e-16,J1745-2905,266.38625,-29.097778,,CV,NL;AM;CataclyV;CV*|X,2003A&A...404..301R;2005JAD....11....2D;2020RNAAS...4..219J;SIMBAD,1.177339,1,266.3865993,-29.0978954,0.717,0.713,117.4,J174532.7-290552,0.032,1,0,,,,,,,,,,,,,,,,,,,,,,,-99,,,,,,,,,,,,,-99,,,,,,,,,,,,,-99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,1,0.0,0.0,1.0,1.0,0.0,0.0,1,-99,1,|GalacticCenter,359.85359463419496,-0.0705454702844083,,,,,,,,
2CXO J174535.6-290133,3264, 17 45 39.37,-29 00 43.32,266.3985,-29.0261,0.71,0.71,103.7,172.93,True,False,False,False,True,5.171643295514162e-12,2.501143626753257e-14,5.1674042308783946e-12,2.5009068773357582e-14,3.4222444242231398e-15,3.005831842941082e-16,8.168202115439197e-16,1.6755000338347435e-16,1.0,1.0,1.0,111.1,3.9583977710307636e-14,3.2811934173340155e-14,1.5478691499882409,2.552127945579149,3059.701293311033,2145.845217538734,0.0043250706829602,0.0032681112618638,24.346,0,88.03,2.900420969934582e-16,5.701226670363207e-17,2.290626416273084e-16,4.134011769319076e-17,4.791897635137648e-15,3.9071450574237804e-16,36135.36665115652,27.0,1.0,1.0,88.03,0,5.311002373758414e-15,3.9701036369732687e-16,J1745-2901,266.39875,-29.026111,1.0,LMXB,XT;X,2003A&A...404..301R;SIMBAD,0.744241,1,266.3985139,-29.0261003,0.71,0.71,103.7,J174535.6-290133,0.032,1,1,,,,,,,,,,,,,,,,,,,,,,,-99,,,,,,,,,,,,,-99,,,,,,,,,,,,,-99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,1,0.0,0.0,1.0,1.0,0.0,0.0,1,-99,1,|GalacticCenter,359.9202978418133,-0.0420203167291334,,,,,,,,
2CXO J174536.7-290107,3265, 17 45 39.37,-29 00 43.32,266.40325,-29.018744444444444,0.81,0.76,83.2,167.36,False,False,False,False,False,7.645199032374906e-16,2.299329020619226e-16,7.500000000000002e-16,2.2980000000000006e-16,6.357544180477232e-18,4.803192271113044e-18,8.162359057013314e-18,6.16674911313836e-18,,,1.0,110.8,,,,,,,,,,0,3.03,8.398449449212583e-17,1.603939772117057e-17,8.446437886785404e-17,1.6247389869164338e-17,1.1762754292260782e-15,1.642298602638808e-16,45.25204068163593,36.0,,0.861,3.03,0,1.3447243025860581e-15,1.6580918840375623e-16,1A 1742-289,266.40416667,-29.01861111,,LMXB,"T, B, E, R;X",2007A&A...469..807L;SIMBAD,2.887254,1,266.4032623,-29.0187446,0.809,0.756,83.21,J174536.7-290107,0.032,0,0,,,,,,,,,,,,,,,,,,266.402939,-29.018753,0.3199999928474426,0.2399999946355819,90.0,17453670-2901075,1.044,15.251,12.027,11.048,,,0.125,,,,,,-99,,,,,,,,,,,,,-99,,,,,,,,,1.0182168,-1.0177678,-0.030238608,,,,,,,,,,,,,,,,,,,,,,,,,1.0182168,2,10.742723,10.742723,0.8004303,0.8004303,0.8004303,1.0,1,-99,1,|GalacticCenter,359.9287395975532,-0.0417315054006014,,,,,,,,
2CXO J174540.9-290014,3272, 17 45 37.00,-28 56 27.23,266.42075,-29.003944444444443,0.71,0.71,126.7,50.09,True,False,False,False,True,1.7996091990067177e-13,4.803047902049482e-15,1.7968084617567885e-13,4.801889298642888e-15,1.914797884560803e-16,7.585000747397642e-17,8.859393653682409e-17,7.331500069591628e-17,1.0,0.999,1.0,109.9,1.2432844355761437e-13,2.78391850666056e-14,1.4825534603376629,0.410066916527259,2176.542883141677,282.6462527364268,0.0002017750507908,0.000118059730994,0.774,0,26.84,1.3215174290368282e-16,1.4335766080404132e-17,2.1305794458938358e-16,2.7887659863849946e-17,2.8064264073879226e-15,2.2442493531642745e-16,701.9932950641042,50.0,1.0,1.0,13.13,0,3.151636094880989e-15,2.266049146721591e-16,2E 1742.5-2858,266.42066667,-29.00394444,,LMXB,;X,2007A&A...469..807L;SIMBAD,0.278838,1,266.4207552,-29.0039432,0.71,0.71,126.7,J174540.9-290014,0.031,1,1,,,,,,,,,,,,,,,,,,,,,,,-99,,,,,,,,,,,,,-99,,,,,,,,,,,,,-99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,1,0.0,0.0,1.0,1.0,0.0,0.0,1,-99,1,|GalacticCenter,359.9493435380446,-0.0470781659319226,,,,,,,,
2CXO J174552.8-290321,3278, 17 45 37.00,-28 56 27.23,266.47004166666665,-29.056083333333333,0.77,0.77,0.0,3.85,False,False,False,False,True,,,4.2255966340119753e-16,3.192483216342204e-16,7.832034848840927e-17,5.917185659292878e-17,,,,,0.91,109.7,,,,,,,,,,0,3.06,1.5007772691172508e-16,6.893793953516155e-17,1.406079793201162e-16,6.302150540907191e-17,9.46488201191574e-16,1.5753623817903863e-16,0.4358329524030286,2.0,,0.196,0.0,0,1.2371739074234154e-15,1.8314424913434235e-16,1E 1742.7-2902,266.47041667,-29.05611111,,LMXB,;LXB|X|gam,2007A&A...469..807L;SIMBAD,1.174569,1,266.4700448,-29.056083,0.773,0.773,0.0,J174552.8-290321,0.032,0,1,,,,,,,,,,,,,,,,,,,,,,,-99,,,,,,,,,,,,,-99,,,,,,,,,,,,,-99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,1,0.0,0.0,1.0,1.0,0.0,0.0,1,-99,1,|GalacticCenter,359.9272731568987,-0.1110220516981829,,,,,,,,
2CXO J174603.4-285015,3282, 17 46 04.81,-28 46 27.66,266.51424999999995,-28.837666666666667,0.74,0.72,117.9,5.2,False,False,False,False,False,1.206068367426915e-14,1.906494836143965e-15,1.1946275007095628e-14,1.9055028538018487e-15,5.0873119596790697e-17,3.843518313330418e-17,6.353554757673216e-17,4.8001782197380985e-17,0.907,0.546,1.0,113.4,,,,,,,,,,0,5.14,8.973543840429982e-17,4.1345184057803443e-17,9.028171408690426e-17,4.31121568526812e-17,2.690371408166516e-15,6.75929012516966e-16,33.58465335182905,3.0,0.907,1.0,5.14,0,2.8703885606577202e-15,6.785632706501469e-16,J1746-2849,266.51398900000004,-28.837051388888888,0.002,NS,;X,2005AJ....129.1993M;SIMBAD,2.354492,1,266.5142464,-28.8376653,0.74,0.725,117.9,J174603.4-285015,0.032,0,0,,,,,,,,,,,,,,,,,,,,,,,-99,,,,,,,,,,,,,-99,,,,,,,,,,,,,-99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,1,0.0,0.0,1.0,1.0,0.0,0.0,1,-99,1,|GalacticCenter,0.1339137897678107,-0.0303863991814667,,,,,,,,
2CXO J174607.5-285951,3284, 17 46 22.70,-29 02 32.06,266.53141666666664,-28.99758055555556,0.71,0.71,3.6,62.45,True,False,False,False,False,2.895181903895277e-14,1.7271180334311232e-15,2.173202115439197e-14,1.6650034048081593e-15,5.582797884560803e-15,3.9250014443338443e-16,1.637e-15,2.379999999999999e-16,1.0,1.0,1.0,106.9,2.3937661529728455e-14,1.8108016274090856e-15,1.9637661529728456,0.2150674901938316,62.31650952532473,13.776207847943107,9.877083230095654e-06,2.41858011606879e-06,1.052,0,25.12,1.7909726383284332e-15,9.581393456411423e-17,5.9905200313037545e-15,1.711169826186014e-16,2.5763416407635576e-14,7.323867623203687e-16,1592.6885253381022,52.0,1.0,1.0,25.12,0,3.3544909077267766e-14,7.581897529110132e-16,RX J1746.1-2859,266.5313333333333,-28.99758333333333,,CV,CataclyV;*|CV*|X,2020RNAAS...4..219J;SIMBAD,0.27968,1,266.5314221,-28.9975803,0.71,0.71,3.565,J174607.5-285951,0.032,1,0,,,,,,,,,,,,,,,,,,,,,,,-99,,,,,,,,,,,,,-99,,,,,,,,,,,,,-99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,1,0.0,0.0,1.0,1.0,0.0,0.0,1,-99,1,|GalacticCenter,0.0051577316026095,-0.1264111115412699,,,,,,,,
2CXO J174615.5-321400,3286, 17 45 54.46,-32 06 28.88,266.565,-32.23354166666667,0.71,0.71,1.3,30.64,False,False,False,False,False,1.7761743850766774e-14,2.180675902824205e-15,1.63182961614876e-14,2.160514349052464e-15,1.3200317315879568e-15,2.845448304770573e-16,1.2341595769121607e-16,8.099000027998574e-17,0.993,0.998,1.0,69.02,,,,,,,,,,0,13.52,2.1129707497194486e-16,5.4908348398058505e-17,1.1514937025303177e-15,1.7235756192633475e-16,1.4048737923179826e-14,1.2109874909641742e-15,189.10226093415665,11.0,0.926,1.0,13.52,0,1.541152870068209e-14,1.224423439480272e-15,H1743-322,266.564875,-32.23363889,,LMXB,"T, U, M, R;LMXB;BH?|HX?|LXB|X|gam",2007A&A...469..807L;2018ApJS..235....4O;SIMBAD,0.501087,1,266.5649925,-32.2335414,0.711,0.71,1.344,J174615.5-321400,0.032,0,0,,,,,,,,,,,,,,,,,,,,,,,-99,,,,,,,,,,,,,-99,,,,,,,,,,,,,-99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,1,0.0,0.0,1.0,1.0,0.0,0.0,1,-99,1,|GalacticCenter,357.25511262333606,-1.8329576606775109,,,,,,,,
2CXO J174715.8-295801,3292, 17 47 56.87,-29 59 48.45,266.815875,-29.96698333333333,0.71,0.71,98.4,93.46,True,False,False,False,True,,,,,,,,,0.582,0.769,1.0,107.6,,,,,,,,,,0,72.97,1.5585367371378186e-15,3.413238942133857e-16,5.883812436929033e-14,1.9837784247522712e-15,1.6871907732105289e-12,2.0583529797770532e-14,2145.929825218927,3.0,0.582,1.0,72.97,0,1.747587434316957e-12,2.068172086106427e-14,J1747-2958,266.81617500000004,-29.966944444444444,0.7,NS,;Rad,2005AJ....129.1993M;SIMBAD,1.000421,1,266.8158572,-29.9669821,0.71,0.71,98.36,J174715.8-295801,0.032,1,1,,,,,,,,,,,,,,,,,,,,,,,-99,,,,,,,,,,,,,-99,,,,,,,,,,,,,-99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,1,0.0,0.0,1.0,1.0,0.0,0.0,1,-99,1,|GalacticCenter,359.3050514770023,-0.8412095061414169,,,,,,,,
2CXO J174716.1-281048,3293, 17 47 22.36,-28 11 33.72,266.8173333333333,-28.180016666666667,0.72,0.72,61.4,6.94,False,False,False,False,False,3.4419144183914005e-15,2.4347420084964503e-15,3.218666318278759e-15,2.4317366493059765e-15,1.303743372351882e-16,9.84991989332168e-17,9.287376287745352e-17,7.016711600872972e-17,0.076,0.015,1.0,137.5,,,,,,,,,,0,6.94,9.406284648206036e-17,7.016121160233783e-17,1.3281100387181474e-16,9.848131253677393e-17,2.856481678854108e-15,1.2293892431312938e-15,46.41794960366601,1.0,0.076,1.0,6.94,0,3.0833555292079826e-15,1.2353214462881348e-15,XMMU J174716.0-281045,266.817375,-28.18005556,,LMXB,"T?, B;LXB|X|XB*|gam",2007A&A...469..807L;SIMBAD,0.193842,1,266.8173329,-28.1800165,0.721,0.719,61.35,J174716.1-281048,0.032,0,0,,,,,,,,,,,,,,,,,,,,,,,-99,,,,,,,,,,,,,-99,,,,,,,,,,,,,-99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,1,0.0,0.0,1.0,1.0,0.0,0.0,1,-99,1,|GalacticCenter,0.8342606387219871,0.0834093804961616,,,,,,,,
2CXO J174813.1-360758,3305, 17 48 14.45,-36 07 43.85,267.0546666666666,-36.13281111111111,0.75,0.73,172.2,3.09,False,False,False,False,False,,,,,9.844989422804016e-16,5.966500237535042e-16,1.826e-15,6.85e-16,0.149,0.134,,31.96,,,,,,,,,,0,3.09,1.826e-15,6.85e-16,9.844989422804016e-16,5.966500237535042e-16,7.978845608028655e-18,6.028102749890869e-18,,-1.0,,,,4,2.8184777878884304e-15,9.084341411835092e-16,J1748-3607,267.054583,-36.1325,1.0,LMXB,"XB;T, A?, B, D, R;LXB|N*|N*?|X",2003A&A...404..301R;2007A&A...469..807L;SIMBAD,1.148489,1,267.0546765,-36.13281,0.752,0.733,172.2,J174813.1-360758,0.031,0,0,,,,,,,,,,,,,,,,,,,,,,,-99,,,,,,,,,,,,,-99,,,,,,,,,,,,,-99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,1,0.0,0.0,1.0,1.0,0.0,0.0,1,-99,1,|GalacticCenter,354.1196737045003,-4.19215686656912,,,,,,,,
2CXO J174819.2-360716,3307, 17 48 14.45,-36 07 43.85,267.08008333333333,-36.12126944444445,0.72,0.71,83.0,11.5,False,False,False,False,False,9.215048655101537e-14,1.0538325934668515e-14,7.026797884560805e-14,1.0195000556057994e-14,1.6412338470271538e-14,2.3606148635106466e-15,5.4701692351357705e-15,1.243291853691983e-15,0.636,0.773,,31.89,7.481159806655256e-14,9.185222807652375e-15,2.0755428831416776,0.277648886520267,51.40555757768602,13.02920207855642,3.370301905064946e-05,9.733632964053915e-06,0.636,0,11.5,5.4701692351357705e-15,1.243291853691983e-15,1.6412338470271538e-14,2.3606148635106466e-15,7.026797884560805e-14,1.0195000556057994e-14,,0.0,0.636,,11.5,0,9.215048655101537e-14,1.0538325934668515e-14,1A 1744-361,267.08,-36.121,,LMXB,"LMXB;LMXB (P, B, QPO, D, T)",2018ApJS..235....4O;INTEGRAL General Reference Catalog,1.006492,1,267.0800977,-36.1212682,0.717,0.712,83.05,J174819.2-360716,0.031,0,0,,,,,,,,,,,,,,,,,,,,,,,-99,,,,,,,,,,,,,-99,,,,,,,,,,,,,-99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,1,0.0,0.0,1.0,1.0,0.0,0.0,1,-99,1,|GalacticCenter,354.1401623460312,-4.203873623742831,,,,,,,,
