name,usrid,ra_pnt,dec_pnt,ra,dec,err_ellipse_r0,err_ellipse_r1,err_ellipse_ang,significance,extent_flag,pileup_flag,sat_src_flag,streak_src_flag,conf_flag,flux_aper90_mean_b,e_flux_aper90_mean_b,flux_aper90_mean_h,e_flux_aper90_mean_h,flux_aper90_mean_m,e_flux_aper90_mean_m,flux_aper90_mean_s,e_flux_aper90_mean_s,kp_intra_prob_b,ks_intra_prob_b,var_inter_prob_b,nh_gal,flux_powlaw_mean,e_flux_powlaw_mean,powlaw_gamma_mean,e_powlaw_gamma_mean,powlaw_nh_mean,e_powlaw_nh_mean,powlaw_ampl_mean,e_powlaw_ampl_mean,powlaw_stat,remove_code,flux_significance_b_max,flux_aper90_ave_s,e_flux_aper90_ave_s,flux_aper90_ave_m,e_flux_aper90_ave_m,flux_aper90_ave_h,e_flux_aper90_ave_h,chisqr,dof,kp_prob_b_max,var_inter_prob,significance_max,flux_flag,flux_aper90_ave_b,e_flux_aper90_ave_b,name_cat,ra_cat,dec_cat,e_Pos,Class,SubClass,ref,sep,CSC_ID,CSC_RA,CSC_DEC,CSC_err_r0,CSC_err_r1,CSC_PA,CSC__2CXO,CSC__r,CSC_fe,CSC_fc,GAIA_RA,GAIA_DEC,GAIA_PU,GAIA_Source,GAIA__r,GAIA_e_Pos,GAIA_Plx,GAIA_e_Plx,GAIA_PM,GAIA_e_PM,GAIA_epsi,Gmag,BPmag,RPmag,e_Gmag,e_BPmag,e_RPmag,TMASS_RA,TMASS_DEC,TMASS_err0,TMASS_err1,TMASS_errPA,TMASS__2MASS,TMASS__r,Jmag,Hmag,Kmag,e_Jmag,e_Hmag,e_Kmag,ALLWISE_RA,ALLWISE_DEC,ALLWISE_err0,ALLWISE_err1,ALLWISE_errPA,ALLWISE_AllWISE,ALLWISE__r,W1mag,W2mag,W3mag,W4mag,e_W1mag,e_W2mag,e_W3mag,e_W4mag,CATWISE_RA,CATWISE_DEC,CATWISE_PU,CATWISE_Name,CATWISE__r,W1mproPM,W2mproPM,e_W1mproPM,e_W2mproPM,Separation_GAIA_CSC,Separation_GAIA_CSC_ra,Separation_GAIA_CSC_dec,Separation_TMASS_CSC,Separation_TMASS_CSC_ra,Separation_TMASS_CSC_dec,Separation_TMASS_GAIA,Separation_TMASS_GAIA_ra,Separation_TMASS_GAIA_dec,Separation_ALLWISE_CSC,Separation_ALLWISE_CSC_ra,Separation_ALLWISE_CSC_dec,Separation_ALLWISE_GAIA,Separation_ALLWISE_GAIA_ra,Separation_ALLWISE_GAIA_dec,Separation_ALLWISE_TMASS,Separation_ALLWISE_TMASS_ra,Separation_ALLWISE_TMASS_dec,Separation_CATWISE_CSC,Separation_CATWISE_CSC_ra,Separation_CATWISE_CSC_dec,Separation_CATWISE_GAIA,Separation_CATWISE_GAIA_ra,Separation_CATWISE_GAIA_dec,Separation_CATWISE_TMASS,Separation_CATWISE_TMASS_ra,Separation_CATWISE_TMASS_dec,Separation_CATWISE_ALLWISE,Separation_CATWISE_ALLWISE_ra,Separation_CATWISE_ALLWISE_dec,Separation_max,ncat,dist_bayesfactor,dist_bayesfactor_corrected,dist_post,p_single,p_any,p_i,match_flag,Gaia,rare-type,remove_regions,GLAT,GLON,comment,rgeo,b_rgeo,B_rgeo,W1mag_comb,e_W1mag_comb,W2mag_comb,e_W2mag_comb
2CXO J174955.3-291919,3322, 17 49 55.22,-29 17 55.37,267.48074999999994,-29.322086111111112,0.77,0.76,146.3,3.26,False,False,False,False,False,2.120416992211164e-14,6.665131388522657e-15,2.016882502128688e-14,6.636299430603091e-15,5.694601057719598e-16,5.095250002781518e-16,4.6588479505279305e-16,3.5198091956612787e-16,0.532,0.602,,92.77,,,,,,,,,,0,3.26,4.6588479505279305e-16,3.5198091956612787e-16,5.694601057719598e-16,5.095250002781518e-16,2.016882502128688e-14,6.636299430603091e-15,,0.0,0.532,,3.26,0,2.120416992211164e-14,6.665131388522657e-15,J1749-2919,267.480833,-29.322222,1.0,LMXB,XT;LXB|N*|Psr|gam,2003A&A...404..301R;SIMBAD,0.557311,1,267.480748,-29.3220861,0.771,0.757,146.3,J174955.3-291919,0.032,0,0,,,,,,,,,,,,,,,,,,,,,,,-99,,,,,,,,,,,,,-99,,,,,,,,,,,,,-99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,1,0.0,0.0,1.0,1.0,0.0,0.0,1,-99,1,|GalacticCenter,0.1556653627153052,-1.0038549814207005,,,,,,,,
2CXO J175118.7-293811,3331, 17 51 29.77,-29 35 46.69,267.8282916666667,-29.63658333333333,0.73,0.72,54.9,14.3,False,False,False,False,False,4.990881338592062e-15,4.965845612051474e-16,4.599871924932703e-15,4.90133724143874e-16,3.5462021154391976e-16,7.275000779245509e-17,3.63892021154392e-17,3.275050000173097e-17,0.947,0.859,0.509,75.79,3.2760565708830987e-15,1.115084582440683e-15,1.9492349957426236,0.6885011294870297,163.4305585461281,82.66858980009313,3.959492501801612e-06,2.578963969397036e-06,0.895,0,6.17,1.0099144675322035e-16,2.5045651517837135e-17,3.935371772081297e-16,5.758240213956753e-17,4.745489688440597e-15,3.852294807505821e-16,23.478026447826213,14.0,0.947,0.947,6.17,0,5.240018312401947e-15,3.903136822294076e-16,J1751-2938,267.828333,-29.636389,1.0,CV,NL;CV*|X,2003A&A...404..301R;SIMBAD,0.718689,1,267.8282861,-29.6365844,0.727,0.717,54.92,J175118.7-293811,0.032,0,0,,,,,,,,,,,,,,,,,,,,,,,-99,,,,,,,,,,,,,-99,,,,,,,,,,,,,-99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,1,0.0,0.0,1.0,1.0,0.0,0.0,1,-99,1,|GalacticCenter,0.0403579745905022,-1.424748614226484,,,,,,,,
2CXO J175119.4-293659,3332, 17 51 25.78,-29 34 16.42,267.83116666666666,-29.61653055555556,0.72,0.71,58.8,17.05,False,False,False,False,False,8.184789307932468e-15,6.161557916206461e-16,7.604797884560804e-15,6.09500093010844e-16,4.712914233716645e-16,8.022060936840207e-17,1.087e-16,4.15e-17,0.713,0.82,1.0,76.0,7.302676940543082e-15,8.826019121379467e-16,0.6883513448984658,0.3095968800560134,69.97797645804042,39.5641493789002,7.269295683974076e-07,3.056591413340617e-07,1.151,0,7.72,1.1190496474500041e-16,2.6815438682986968e-17,3.5501999998983163e-16,5.085867976791881e-17,2.968643805818022e-15,2.9219331322278263e-16,138.19439593831663,14.0,0.713,1.0,7.72,0,3.435568770552854e-15,2.9779624804823157e-16,J1751-2936,267.830833,-29.616389,1.0,CV,NL;CV*|X,2003A&A...404..301R;SIMBAD,1.19737,1,267.8311785,-29.6165319,0.717,0.713,58.82,J175119.4-293659,0.032,0,0,,,,,,,,,,,,,,,,,,,,,,,-99,,,,,,,,,,,,,-99,,,,,,,,,,,,,-99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,1,0.0,0.0,1.0,1.0,0.0,0.0,1,-99,1,|GalacticCenter,0.0588887837434526,-1.4166712084340545,,,,,,,,
2CXO J175123.5-293755,3334, 17 51 25.78,-29 34 16.42,267.8482916666666,-29.63210833333333,0.71,0.71,45.1,15.88,False,False,False,False,False,,,5.082669809493506e-15,5.246176903878593e-16,,,,,0.958,0.958,0.936,75.18,3.793728677807541e-15,1.0143288425602158e-15,1.8680223031074408,0.6036629944647712,164.85237964375509,80.58964948464383,3.5143805267782213e-06,2.192513403560949e-06,0.948,0,7.79,9.917736356243307e-17,2.647314254439071e-17,5.736080387980416e-16,7.274334634622023e-17,5.5975568465464655e-15,4.0421123680284264e-16,27.150016291534374,14.0,0.958,0.982,7.79,0,6.2703422489069406e-15,4.115569774302283e-16,J1751-2937,267.847917,-29.631944,,CV,NL;CV*|X,2003A&A...404..301R;SIMBAD,1.350025,1,267.8483049,-29.6321082,0.715,0.712,45.06,J175123.5-293755,0.032,0,0,,,,,,,,,,,,,,,,,,,,,,,-99,,,,,,,,,,,,,-99,,,,,,,,,,,,,-99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,1,0.0,0.0,1.0,1.0,0.0,0.0,1,-99,1,|GalacticCenter,0.0530945950500546,-1.437424851499666,,,,,,,,
2CXO J175129.1-292924,3335, 17 51 28.06,-29 35 32.50,267.8714583333333,-29.490005555555555,0.76,0.74,133.3,11.74,False,False,False,False,True,,,7.649000000000001e-15,6.840000000000002e-16,,,,,0.834,0.859,0.32,76.65,5.499056570883098e-15,1.397388144359652e-15,1.563639226621018,0.5555896725055326,204.0258447565533,82.94911009758441,3.2589668719261444e-06,1.937637126619954e-06,1.15,0,4.94,1.5058555272714287e-16,4.192921195996656e-17,3.9694950749521956e-16,6.612219531093541e-17,7.404516815917662e-15,5.640591891670706e-16,15.89136203677879,8.0,0.834,0.956,4.94,0,7.952051876140025e-15,5.694672707119649e-16,J1751-2929#1,267.87125,-29.49,,CV,NL;CV*|X,2003A&A...404..301R;SIMBAD,0.683125,1,267.8714679,-29.4900064,0.762,0.74,133.3,J175129.1-292924,0.032,0,1,,,,,,,,,,,,,,,,,,,,,,,-99,,,,,,,,,,,,,-99,,,,,,,,,,,,,-99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,1,0.0,0.0,1.0,1.0,0.0,0.0,1,-99,1,|GalacticCenter,0.1856154329906843,-1.38221871093007,,,,,,,,
2CXO J175131.6-292956,3336, 17 51 28.42,-29 30 01.38,267.8819583333333,-29.49913055555556,0.71,0.71,102.7,48.42,False,False,False,False,False,8.181460673868358e-14,2.2396457191998024e-15,7.666829616148761e-14,2.2205004509032588e-15,4.674797884560803e-15,2.725002080370355e-16,4.715126926351828e-16,1.055193427206347e-16,0.986,0.994,1.0,76.14,7.051882502128689e-14,2.478481416638605e-15,1.0835957691216056,0.1150019718131412,145.09788456080287,15.903565016298458,1.1022025749253848e-05,1.871063056599838e-06,1.048,0,21.3,3.6431379372408726e-16,6.343395079732448e-17,4.0271212549455446e-15,1.8745118927979312e-16,6.048488585516442e-14,1.4323176426332286e-15,174.0457146385757,13.0,0.986,1.0,21.3,0,6.487632090383404e-14,1.4459238029282784e-15,J1751-2929#2,267.881667,-29.498889,,CV,NL;CV*|X,2003A&A...404..301R;SIMBAD,1.235654,1,267.8819482,-29.4991296,0.714,0.711,102.7,J175131.6-292956,0.032,0,0,,,,,,,,,,,,,,,,,,,,,,,-99,,,,,,,,,,,,,-99,,,,,,,,,,,,,-99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,1,0.0,0.0,1.0,1.0,0.0,0.0,1,-99,1,|GalacticCenter,0.1824238730387392,-1.394719311363284,,,,,,,,
2CXO J175133.6-293313,3337, 17 51 25.78,-29 34 16.42,267.8902083333333,-29.55363611111111,0.72,0.71,179.2,18.24,False,False,False,False,False,7.885553599084886e-15,7.659269343479086e-16,6.70609519476387e-15,7.466537651153683e-16,9.03578615864935e-16,1.4283073956550063e-16,2.7587978845608033e-16,9.3550006059873e-17,0.895,0.833,1.0,74.98,6.063606346317592e-15,8.39500607755616e-16,1.0565428831416774,0.3896060884867484,40.455017185663706,31.3804731969334,9.57645525187257e-07,4.42444407982293e-07,1.237,0,9.08,1.498454459803423e-16,3.622272661711102e-17,7.4079008043017575e-16,7.680244406911698e-17,6.5068888271927435e-15,4.599499255336539e-16,38.53588225915354,12.0,0.744,1.0,9.08,0,7.397524353603262e-15,4.677228189184076e-16,J1751-2933#2,267.89,-29.553611,1.0,CV,NL;CV*|X,2003A&A...404..301R;SIMBAD,0.699669,1,267.8902217,-29.5536354,0.715,0.713,179.2,J175133.6-293313,0.032,0,0,,,,,,,,,,,,,,,,,,,,,,,-99,,,,,,,,,,,,,-99,,,,,,,,,,,,,-99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,1,0.0,0.0,1.0,1.0,0.0,0.0,1,-99,1,|GalacticCenter,0.1392073539238146,-1.4287218719794657,,,,,,,,
2CXO J175133.9-292753,3338, 17 51 25.78,-29 34 16.42,267.89145833333333,-29.464944444444445,0.8,0.75,156.6,14.54,False,False,False,False,False,1.1047108553203342e-14,8.380609034144231e-16,1.0083191538243212e-14,8.280010954604119e-16,9.228179812331756e-16,1.2568259315214034e-16,4.1099033726955604e-17,3.1050757264687864e-17,0.999,0.977,0.502,76.37,8.588278691998797e-15,1.531691856282271e-15,1.108692112600946,0.3828852987149962,106.74369724345974,52.75615813798149,1.8447944294007272e-06,8.880149965535746e-07,0.939,0,7.11,1.8028147386126708e-16,4.362690351551085e-17,4.878279608685998e-16,7.570425860018293e-17,8.877418212032792e-15,6.761474167737717e-16,32.55280066655364,14.0,0.999,0.997,7.11,0,9.545527646762658e-15,6.81769587683698e-16,J1751-2927,267.89125,-29.465,1.0,CV,NL;CV*|X,2003A&A...404..301R;SIMBAD,0.741351,1,267.8914773,-29.4649431,0.802,0.752,156.6,J175133.9-292753,0.031,0,0,,,,,,,,,,,,,,,,,,,,,,,-99,,,,,,,,,,,,,-99,,,,,,,,,,,,,-99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,1,0.0,0.0,1.0,1.0,0.0,0.0,1,-99,1,|GalacticCenter,0.21606763676073,-1.3844096293088604,,,,,,,,
2CXO J175147.4-294215,3339, 17 51 25.78,-29 34 16.42,267.94770833333337,-29.70431111111111,0.91,0.82,13.3,11.19,False,False,False,False,True,6.587680386238808e-15,6.21245813256405e-16,5.8024888484462804e-15,6.101639146340464e-16,7.411562888818178e-16,1.119800197075189e-16,4.4035248910710135e-17,3.326909907664772e-17,0.576,0.912,0.173,70.68,4.533064850648145e-15,1.3733100335352042e-15,2.360990571519484,0.6084139130649671,317.4386522632831,111.52830479944927,1.0974675030488992e-05,6.902821714973653e-06,1.108,0,5.03,1.5226900139818958e-16,4.413654824768125e-17,6.500139901977452e-16,9.736894614822902e-17,5.362972333887261e-15,5.637503128280755e-16,9.819972042992736,12.0,0.576,0.368,5.03,0,6.165255325483196e-15,5.737971434043478e-16,J1751-2942,267.9475,-29.704167,1.0,CV,NL;CV*|X,2003A&A...404..301R;SIMBAD,0.843262,1,267.9477118,-29.704312,0.908,0.816,13.33,J175147.4-294215,0.032,0,1,,,,,,,,,,,,,,,,,,,,,,,-99,,,,,,,,,,,,,-99,,,,,,,,,,,,,-99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,1,0.0,0.0,1.0,1.0,0.0,0.0,1,-99,1,|GalacticCenter,0.0350461998123012,-1.5485488899996076,,,,,,,,
2CXO J175151.2-293310,3340, 17 51 28.42,-29 30 01.38,267.96370833333333,-29.552847222222223,0.72,0.71,161.3,33.83,True,False,False,False,False,4.4111300322091024e-14,2.0427372691155037e-15,4.195202115439197e-14,2.0250027995098577e-15,1.902797884560803e-15,2.1550026306301262e-16,2.5648128313824063e-16,1.6030860622710251e-16,1.0,0.994,0.735,72.46,3.6385628888181795e-14,2.5780706229588165e-15,0.8659788456080286,0.2080272530770024,177.19153824321145,32.627811505556394,4.686569781110996e-06,1.395170428731685e-06,0.851,0,13.99,1.386247955812964e-16,4.088466283787129e-17,1.354343224018842e-15,1.1705459362941118e-16,4.5291420970922926e-14,1.3553466770871014e-15,31.965204877534397,13.0,1.0,0.998,13.99,0,4.6784388990523057e-14,1.3610062265236557e-15,J1751-2933#1,267.963333,-29.552778,,CV,NL;CV*|X,2003A&A...404..301R;SIMBAD,1.262897,1,267.9637285,-29.5528466,0.722,0.715,161.3,J175151.2-293310,0.032,1,0,,,,,,,,,,,,,,,,,,,,,,,-99,,,,,,,,,,,,,-99,,,,,,,,,,,,,-99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,1,0.0,0.0,1.0,1.0,0.0,0.0,1,-99,1,|GalacticCenter,0.1725038310910107,-1.4833244443949951,,,,,,,,
2CXO J175347.8-294438,3345, 17 53 33.35,-29 45 17.80,268.44920833333333,-29.743961111111112,0.95,0.84,168.1,15.02,True,False,False,False,True,6.679169579750411e-14,6.2514587113940816e-15,4.9428930793246745e-14,6.0418168138457835e-15,1.1962021154391971e-14,1.145004951090939e-15,5.400743849865406e-15,1.1252329848402829e-15,0.526,0.647,0.857,52.58,5.913063463175915e-14,5.920861780221435e-15,1.8785428831416773,0.2756499667802338,69.5495170888195,20.479560307739817,2.3863653682408595e-05,7.44881346582741e-06,0.872,0,4.13,3.735478730736481e-15,3.538700005767214e-15,2.9732021154391974e-14,1.0925000518902631e-14,1.357334789875206e-13,4.5503358017897774e-14,,0.0,0.526,,4.13,0,1.6920097887264905e-13,4.6930092957225454e-14,Bul_sc3_6033,268.448875,-29.7438611,,CV,UGSU:;CataclyV;CataclyV;CV*|X,2005JAD....11....2D;2020RNAAS...4..219J;2020RNAAS...4..219J;SIMBAD,1.146486,1,268.4492233,-29.7439609,0.949,0.845,168.1,J175347.8-294438,0.032,1,1,,,,,,,,,,,,,,,,,,,,,,,-99,,,,,,,,,,,,,-99,,,,,,,,,,,,,-99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,1,0.0,0.0,1.0,1.0,0.0,0.0,1,-99,1,|GalacticCenter,0.2221865662748247,-1.943851309083376,,,,,,,,
2CXO J175352.6-301311,3346, 17 54 00.74,-30 11 27.27,268.46929166666666,-30.219838888888887,0.95,0.8,66.3,2.54,False,False,False,False,False,1.1661712807506731e-14,5.7698609571549385e-15,9.284393653682408e-15,5.62650009068e-15,1.1523989422804014e-15,8.757500161833038e-16,1.2249202115439197e-15,9.310500006088837e-16,0.201,0.189,,52.26,,,,,,,,,,0,2.54,1.2249202115439197e-15,9.310500006088837e-16,1.1523989422804014e-15,8.757500161833038e-16,9.284393653682408e-15,5.62650009068e-15,,0.0,0.201,,2.54,0,1.1661712807506731e-14,5.7698609571549385e-15,OGLE-BLG-DN-249,268.469375,-30.21977777777777,,CV,CataclyV;CV*,2020RNAAS...4..219J;SIMBAD,0.353897,1,268.4692867,-30.2198397,0.948,0.795,66.28,J175352.6-301311,0.032,0,0,,,,,,,,,,,,,,,,,,,,,,,-99,,,,,,,,,,,,,-99,,,,,,,,,,,,,-99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,1,0.0,0.0,1.0,1.0,0.0,0.0,1,-99,1,|GalacticCenter,359.82022647837863,-2.1995897550428314,,,,,,,,
2CXO J175710.0-275753,3351, 17 57 19.49,-27 56 31.22,269.292,-27.96486944444444,1.07,0.88,72.1,2.0,False,False,False,False,False,9.826602570418553e-14,5.1871494465495675e-14,8.454808461756791e-14,5.124000177018308e-14,9.927191538243212e-15,7.544000120233539e-15,3.790749548374414e-15,2.8639516164731524e-15,0.824,0.969,,62.81,,,,,,,,,,0,2.0,3.790749548374414e-15,2.8639516164731524e-15,9.927191538243212e-15,7.544000120233539e-15,8.454808461756791e-14,5.124000177018308e-14,,0.0,0.824,,2.0,0,9.826602570418553e-14,5.1871494465495675e-14,OGLE-BLG-DN-331,269.2917916666666,-27.964777777777776,,CV,CataclyV;CV*|X,2020RNAAS...4..219J;SIMBAD,0.719466,1,269.2919935,-27.9648682,1.066,0.883,72.07,J175710.0-275753,0.032,0,0,,,,,,,,,,,,,,,,,,,,,,,-99,,,,,,,,,,,,,-99,,,,,,,,,,,,,-99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,1,0.0,0.0,1.0,1.0,0.0,0.0,1,-99,1,|GalacticCenter,2.1319142434744114,-1.6858994720395155,,,,,,,,
2CXO J175834.5-212321,3354, 17 58 38.74,-21 20 04.54,269.6440416666666,-21.38937222222222,0.72,0.71,36.6,17.8,True,False,False,False,False,2.403673521372921e-12,1.442195929256118e-13,2.393021154391972e-12,1.4403936275464162e-13,3.4171595769121603e-15,2.5179000009005933e-15,7.23520740403719e-15,6.753750102824933e-15,0.991,0.996,,81.68,1.712080022706008e-12,5.452982016045494e-13,0.1348624964521863,0.5539325603913775,984.4200727966966,302.1741531266386,0.0002485860180993,0.0001637805077988,0.65,0,17.8,7.23520740403719e-15,6.753750102824933e-15,3.4171595769121603e-15,2.5179000009005933e-15,2.393021154391972e-12,1.4403936275464162e-13,,0.0,0.991,,17.8,0,2.403673521372921e-12,1.442195929256118e-13,IGR J17586-2129,269.6438,-21.3892,,HMXB,HMXB;Unclassified (HMXB?);*|HX?|HXB|IR|X|gam,2018ApJS..235....4O;INTEGRAL General Reference Catalog;SIMBAD,0.983416,1,269.6440274,-21.3893726,0.72,0.713,36.6,J175834.5-212321,0.031,1,0,,,,,,,,,,,,,,,,,,,,,,,-99,,,,,,,,269.6439918,-21.3892233,0.0684,0.0666,27.4,J175834.55-212321.2,0.537,7.268,6.53,5.876,5.667,0.045,0.022,0.012,0.043,,,,-99,,,,,,,,,,,,,,,0.550568,-0.11933278,0.53748,,,,,,,,,,,,,,,,,,,0.550568,2,11.088697,13.801011,0.99994725,0.99994725,0.98163885,0.68734765,1,-99,1,|GalacticCenter,7.986212136718487,1.3265273452347874,,,,,7.268,0.045,6.53,0.022
2CXO J175906.9-290959,3356, 17 58 45.85,-29 06 58.89,269.77908333333335,-29.166491666666666,1.45,1.12,110.7,2.82,False,False,False,False,False,2.3388770509077967e-15,9.042966403093752e-16,1.5670526562368345e-15,8.680253009929487e-16,6.288434813750882e-16,2.2938045269343807e-16,1.4298091329587348e-16,1.0802360127804437e-16,,,0.106,38.58,,,,,,,,,,0,1.74,7.064380410833146e-16,3.8722411449561176e-16,6.250983853318218e-16,2.1085695528999895e-16,2.356166396377916e-15,8.868871440640469e-16,0.2671153981342573,1.0,,0.395,1.58,0,3.687702822793052e-15,9.904402943878853e-16,OGLE-BLG-DN-390,269.778875,-29.1665,,CV,CataclyV;CV*,2020RNAAS...4..219J;SIMBAD,0.624312,1,269.7790733,-29.1664908,1.452,1.119,110.7,J175906.9-290959,0.032,0,0,,,,,,,,,,,,,,,,,,,,,,,-99,,,,,,,,,,,,,-99,,,,,,,,,,,,,-99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,1,0.0,0.0,1.0,1.0,0.0,0.0,1,-99,1,|GalacticCenter,1.3033259114884084,-2.6561206189102498,,,,,,,,
2CXO J175918.2-290952,3359, 17 58 45.85,-29 06 58.89,269.8262083333333,-29.164619444444444,1.02,0.83,86.3,8.4,False,False,False,False,False,2.528579213647662e-14,3.1010008159879555e-15,2.0549999999999998e-14,2.99e-15,3.1526698094935048e-15,5.406142072382962e-16,1.583122326983117e-15,6.195501107175073e-16,0.943,0.965,0.241,38.26,1.713190389527742e-14,4.240841659904582e-15,1.3971621040861932,0.5995652419660612,,,5.159204845315321e-06,2.89480718658817e-06,1.102,0,4.38,1.093339897699864e-15,4.323868166885023e-16,3.236494625556153e-15,5.394762795182392e-16,2.0346100338581232e-14,3.0082157037388013e-15,3.017174376154181,4.0,0.943,0.445,4.38,0,2.4675934861837246e-14,3.086641335761185e-15,,269.8257083,-29.1646944,,CV,UG:;CataclyV;*|CV*|EB*|El*|No*|V*,2005JAD....11....2D;2020RNAAS...4..219J;SIMBAD,1.64052,1,269.8262229,-29.1646186,1.017,0.835,86.26,J175918.2-290952,0.031,0,0,,,,,,,,,,,,,,,,,,,,,,,-99,,,,,,,,,,,,,-99,,,,,,,,,,269.826576,-29.1646038,2.004735638236933,J175918.40-290952.5,1.554,12.302,12.744,0.004,0.009,,,,,,,,,,,,,,,,,,,1.1112844,1.1100063,0.05328167,,,,,,,,,,1.1112844,2,10.184249,12.241584,0.9964447,0.9964447,0.7656489,0.7517653,1,-99,1,|GalacticCenter,1.3254248175449097,-2.690924625260945,,,,,12.302,0.004,12.744,0.009
2CXO J180100.0-245127,3362, 18 01 00.71,-24 50 46.20,270.250125,-24.857694444444444,0.71,0.71,101.4,17.23,True,False,False,False,False,3.71150373948024e-13,2.3010831009574903e-14,3.6237978845608033e-13,2.2950024701561343e-14,8.578009428480517e-15,1.6628341738162064e-15,1.9257606346317595e-16,1.7231500029609206e-16,0.122,0.078,,98.0,2.739762706826438e-13,4.2944421219334113e-14,1.356521728749706,0.3447252058257835,311.65123002691894,66.95678312839476,0.0001040757849332,4.811512483064164e-05,1.806,0,17.23,1.9257606346317595e-16,1.7231500029609206e-16,8.578009428480517e-15,1.6628341738162064e-15,3.6237978845608033e-13,2.2950024701561343e-14,,0.0,0.122,,17.23,0,3.71150373948024e-13,2.3010831009574903e-14,B1757-24,270.25006666666667,-24.85763888888889,0.2,NS,;Psr|gam,2005AJ....129.1993M;SIMBAD,0.243654,1,270.2501093,-24.8576944,0.713,0.712,101.4,J180100.0-245127,0.032,1,0,,,,,,,,,,,,,,,,,,,,,,,-99,,,,,,,,,,,,,-99,,,,,,,,,,,,,-99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,1,0.0,0.0,1.0,1.0,0.0,0.0,1,-99,1,|GalacticCenter,5.254308654901342,-0.8819861195823142,,,,,,,,
2CXO J180351.4-213707,3367, 18 03 51.94,-21 35 55.27,270.9643333333333,-21.618675,0.73,0.73,0.0,9.95,True,False,False,False,False,3.1416019637186194e-14,4.786702331517663e-15,2.684e-14,4.699999999999998e-15,3.590499425642266e-15,8.246518701384483e-16,9.855202115439198e-16,3.774500015019238e-16,0.825,0.758,,143.1,,,,,,,,,,0,9.95,9.855202115439198e-16,3.774500015019238e-16,3.590499425642266e-15,8.246518701384483e-16,2.684e-14,4.699999999999998e-15,,0.0,0.825,,9.95,0,3.1416019637186194e-14,4.786702331517663e-15,B1800-21,270.9642104166667,-21.61870861111111,0.015,NS,HE;Psr|X,2005AJ....129.1993M;SIMBAD,0.480101,1,270.9643491,-21.6186744,0.725,0.725,0.0,J180351.4-213707,0.032,1,0,,,,,,,,,,,,,,,,,,,,,,,-99,,,,,,,,,,,,,-99,,,,,,,,,,,,,-99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,1,0.0,0.0,1.0,1.0,0.0,0.0,1,-99,1,|GalacticCenter,8.395359531796075,0.1457621241224901,,,,,,,,
2CXO J180451.3-274512,3371, 18 04 31.05,-27 40 00.47,271.2140833333333,-27.75336666666667,1.27,0.89,139.6,5.14,False,False,False,False,False,5.41547229342302e-14,1.4937349789928065e-14,4.670179812331756e-14,1.4807766280383557e-14,4.850797884560803e-15,1.616500035069665e-15,2.6021269263518284e-15,1.114183184588368e-15,0.2,0.053,,35.03,,,,,,,,,,0,5.14,2.6021269263518284e-15,1.114183184588368e-15,4.850797884560803e-15,1.616500035069665e-15,3.916180745944538e-14,1.1815700796116087e-14,,0.0,0.2,,5.14,0,4.6614732270358015e-14,1.197769851998029e-14,OGLE-BLG-DN-645,271.21395833333327,-27.75333333333333,,CV,CataclyV;CV*|X,2020RNAAS...4..219J;SIMBAD,0.397732,1,271.2140775,-27.7533662,1.273,0.892,139.6,J180451.3-274512,0.032,0,0,,,,,,,,,,,,,,,,,,,,,,,-99,,,,,,,,,,,,,-99,,,,,,,,,,,,,-99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,1,0.0,0.0,1.0,1.0,0.0,0.0,1,-99,1,|GalacticCenter,3.156700951400826,-3.058486362736885,,,,,,,,
