_rs_2mass,_q,_r_2mass,RAJ2000_2mass,DEJ2000_2mass,errMaj_2mass,errMin_2mass,errPA_2mass,_2MASS_2mass,Jmag_2mass,Jcmsig_2mass,e_Jmag_2mass,Jsnr_2mass,Hmag_2mass,Hcmsig_2mass,e_Hmag_2mass,Hsnr_2mass,Kmag_2mass,Kcmsig_2mass,e_Kmag_2mass,Ksnr_2mass,Qflg_2mass,Rflg_2mass,Bflg_2mass,Cflg_2mass,Ndet_2mass,prox_2mass,pxPA_2mass,pxCntr_2mass,Xflg_2mass,Aflg_2mass,Cntr_2mass,Hemis_2mass,Date_2mass,Scan_2mass,GLON_2mass,GLAT_2mass,Xscan_2mass,_tab1_36_2mass,Jpsfchi_2mass,Hpsfchi_2mass,Kpsfchi_2mass,Jstdap_2mass,e_Jstdap_2mass,Hstdap_2mass,e_Hstdap_2mass,Kstdap_2mass,e_Kstdap_2mass,edgeNS_2mass,edgeEW_2mass,edge_2mass,dup_2mass,use_2mass,opt_2mass,Dopt_2mass,PAopt_2mass,Bmag_2mass,Rmag_2mass,Nopt_2mass,extKey_2mass,scanKey_2mass,coaddKey_2mass,coadd_2mass,Opt_2mass
"[0.188, 6.869]",1.0,0.188,167.98087,-60.614498,0.06,0.06,0.0,11115540-6036521,12.74,0.023,0.026,227.2,12.587,0.032,0.033,133.1,12.582,0.032,0.033,68.2,AAA,222,111,000,556666,7.1,218.0,794092151.0,0.0,0.0,794092173.0,s,2000-01-23,100.0,291.019,-0.065,-71.7,2451566.822,0.67,0.82,0.82,12.756,0.008,12.634,0.051,12.629,0.052,2756.0,181.0,ne,0.0,1.0,U,0.2,105,15.1,14.0,1.0,,43449.0,999324.0,233.0,Opt
"[7.439, 8.674]",2.0,7.439,167.976944,-60.626083,0.06,0.06,0.0,11115446-6037338,9.905,0.021,0.024,3093.4,8.605,0.049,0.051,5210.9,8.053,0.025,0.029,4417.9,AAA,211,111,000,666666,7.4,143.0,794092025.0,0.0,0.0,794092046.0,s,2000-01-23,100.0,291.021,-0.077,-64.7,2451566.822,0.9,0.64,0.94,9.913,0.025,8.675,0.097,8.085,0.035,2797.0,188.0,ne,0.0,1.0,U,0.2,29,19.3,16.1,1.0,,43449.0,999324.0,233.0,Opt
"[1.907, 3.743]",3.0,1.907,167.971989,-60.605133,0.07,0.06,84.0,11115327-6036184,14.487,0.077,0.078,45.5,14.067,0.09,0.09,34.1,13.906,0.083,0.083,20.1,AAA,222,111,ccc,666645,5.6,164.0,794092266.0,0.0,0.0,794092283.0,s,2000-01-23,100.0,291.011,-0.058,-56.0,2451566.8221,5.85,5.17,2.66,13.926,0.022,13.382,0.024,13.37,0.132,2722.0,196.0,ne,0.0,1.0,U,1.0,118,13.9,13.7,1.0,,43449.0,999325.0,245.0,Opt
"[2.456, 6.147]",4.0,2.456,167.957753,-60.63166,0.19,0.18,68.0,11114986-6037539,15.061,0.192,0.193,26.8,13.138,,,,13.052,,,,EUU,200,100,p00,550000,5.6,57.0,794091982.0,0.0,0.0,794091969.0,s,2000-01-23,100.0,291.015,-0.085,-30.9,2451566.822,24.09,,,13.566,0.068,,,,,2818.0,222.0,ne,0.0,1.0,U,4.4,234,13.3,11.9,1.0,,43449.0,999324.0,233.0,Opt
"[0.236, 6.054]",5.0,0.236,168.002515,-60.621235,0.06,0.06,0.0,11120060-6037164,14.532,0.032,0.034,43.6,14.006,0.02,0.022,36.0,13.999,0.048,0.049,18.5,AAA,222,111,0cc,664604,6.0,28.0,794092109.0,0.0,0.0,794092094.0,s,2000-01-23,100.0,291.031,-0.067,-109.9,2451566.822,1.47,1.57,1.46,14.572,0.055,14.231,0.103,14.754,0.158,2780.0,142.0,ne,0.0,1.0,U,0.7,140,16.8,15.9,1.0,,43449.0,999324.0,233.0,Opt
"[0.291, 9.784]",6.0,0.291,167.939307,-60.619148,0.07,0.07,0.0,11114543-6037089,15.398,0.069,0.07,19.6,14.75,0.065,0.066,18.2,14.812,0.119,0.12,8.7,AAB,222,111,000,461606,10.0,133.0,794092095.0,0.0,0.0,794092118.0,s,2000-01-23,100.0,291.002,-0.077,1.7,2451566.822,1.06,1.07,0.93,15.251,0.16,14.948,0.24,14.781,0.18,2773.0,251.0,nw,0.0,1.0,U,0.3,20,18.5,16.8,2.0,,43449.0,999324.0,233.0,Opt
"[2.262, 5.262, 8.3]",7.0,2.262,168.005521,-60.610332,0.14,0.13,117.0,11120132-6036371,15.762,0.133,0.134,14.1,14.334,,,,14.357,,,,BUU,260,200,c00,560000,3.4,84.0,794092221.0,0.0,0.0,794092218.0,s,2000-01-23,100.0,291.028,-0.057,-115.3,2451566.8221,0.98,,,14.964,0.091,,,,,2740.0,137.0,ne,0.0,1.0,U,1.2,294,18.0,16.4,1.0,,43449.0,999324.0,233.0,Opt
[0.318],8.0,0.318,168.015618,-60.61002,0.06,0.06,0.0,11120374-6036360,13.071,0.02,0.023,167.5,12.957,0.02,0.022,94.7,12.852,0.023,0.024,53.2,AAA,222,111,000,665566,14.5,267.0,794092221.0,0.0,0.0,794092224.0,s,2000-01-23,100.0,291.033,-0.055,-133.1,2451566.8221,0.85,0.78,0.92,13.087,0.021,13.057,0.075,12.883,0.041,2739.0,119.0,ne,0.0,1.0,U,0.5,35,14.8,14.2,1.0,,43449.0,999324.0,233.0,Opt
[3.05],9.0,3.05,168.019854,-60.619534,0.06,0.06,0.0,11120476-6037103,13.642,0.039,0.041,99.0,12.453,0.041,0.042,150.6,12.022,0.032,0.033,114.2,AAA,222,111,000,666666,10.7,181.0,794092081.0,0.0,0.0,794092113.0,s,2000-01-23,100.0,291.038,-0.063,-140.5,2451566.822,6.8,5.69,4.51,13.407,0.023,12.297,0.033,11.873,0.033,2774.0,112.0,ne,0.0,1.0,U,1.6,174,17.1,15.8,1.0,,43449.0,999324.0,233.0,Opt
[],10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
[0.613],11.0,0.613,168.014724,-60.604382,0.1,0.09,86.0,11120353-6036157,15.961,0.095,0.096,11.7,15.115,0.084,0.085,13.0,14.761,0.131,0.131,9.2,AAB,222,111,000,060606,14.2,357.0,794092362.0,0.0,0.0,794092298.0,s,2000-01-23,100.0,291.03,-0.05,-131.5,2451566.8221,0.74,0.85,1.1,16.373,0.332,15.544,0.265,14.962,0.273,2719.0,121.0,ne,0.0,1.0,U,0.1,82,21.4,17.3,1.0,,43449.0,999325.0,245.0,Opt
"[0.135, 9.778]",12.0,0.135,167.991514,-60.59174,0.06,0.06,17.0,11115796-6035302,14.491,0.039,0.041,45.3,14.108,0.054,0.055,32.8,14.061,0.085,0.085,17.5,AAA,222,111,000,666656,9.9,64.0,794092499.0,0.0,0.0,794092479.0,s,2000-01-23,100.0,291.015,-0.042,-90.5,2451566.8221,1.89,4.68,3.34,14.358,0.022,13.786,0.07,13.5,0.12,2674.0,162.0,ne,0.0,1.0,U,0.1,54,17.3,16.0,1.0,,43449.0,999325.0,245.0,Opt
"[0.178, 4.056]",13.0,0.178,167.915284,-60.610909,0.07,0.06,0.0,11113966-6036392,15.247,0.059,0.06,22.6,14.574,0.051,0.052,21.4,14.37,0.085,0.085,13.1,AAA,222,222,ccc,666656,4.0,132.0,794092205.0,0.0,0.0,794092215.0,s,2000-01-23,100.0,290.988,-0.074,44.2,2451566.822,0.5,0.61,0.73,13.985,0.062,13.663,0.114,13.57,0.095,2743.0,208.0,nw,0.0,1.0,U,3.0,312,14.7,14.1,1.0,,43449.0,999324.0,233.0,Opt
"[0.053, 6.45]",14.0,0.053,167.998235,-60.592129,0.06,0.06,17.0,11115957-6035316,14.711,0.032,0.035,37.0,14.142,0.039,0.04,31.8,13.959,0.051,0.051,19.2,AAA,222,111,000,666606,6.4,332.0,794092499.0,0.0,0.0,794092476.0,s,2000-01-23,100.0,291.018,-0.041,-102.4,2451566.8221,0.93,1.12,1.16,14.923,0.064,14.185,0.073,14.46,0.161,2675.0,150.0,ne,0.0,1.0,U,0.8,109,18.4,16.6,1.0,,43449.0,999325.0,245.0,Opt
"[0.43, 7.208]",15.0,0.43,167.983027,-60.647842,0.15,0.14,2.0,11115592-6038522,15.987,0.101,0.102,11.4,15.35,0.143,0.143,10.5,14.984,,,,ABU,220,110,000,160600,7.6,134.0,794091739.0,0.0,0.0,794091753.0,s,2000-01-23,100.0,291.032,-0.096,-75.5,2451566.822,1.47,1.11,,15.755,0.198,15.403,0.343,,,2876.0,177.0,ne,0.0,1.0,0,,,,,0.0,,43449.0,999324.0,233.0,Opt
[0.23],16.0,0.23,168.038828,-60.616283,0.06,0.06,0.0,11120931-6036586,11.142,0.021,0.024,990.0,10.484,0.02,0.022,923.2,10.393,0.019,0.021,511.9,AAA,222,111,000,665566,10.1,65.0,794092163.0,0.0,0.0,794092147.0,s,2000-01-23,100.0,291.046,-0.056,-174.1,2451566.822,1.13,0.74,0.76,11.126,0.012,10.492,0.041,10.377,0.022,2762.0,78.0,ne,0.0,1.0,U,1.2,156,14.0,13.1,1.0,,43449.0,999324.0,233.0,Opt
"[2.265, 8.457, 9.444]",17.0,2.265,167.968912,-60.58411,0.14,0.14,35.0,11115253-6035027,15.714,0.128,0.128,14.7,14.854,,,,14.601,,,,BUU,200,100,c00,160000,10.5,103.0,794092580.0,0.0,0.0,794092594.0,s,2000-01-23,100.0,291.002,-0.039,-50.6,2451566.8221,1.21,,,15.37,0.084,,,,,2646.0,202.0,ne,0.0,1.0,U,1.0,81,17.5,15.8,1.0,,43449.0,999325.0,245.0,Opt
"[2.404, 5.477, 9.953]",18.0,2.404,167.997994,-60.585289,0.08,0.08,17.0,11115951-6035070,14.828,0.041,0.043,33.2,12.858,,,,14.239,0.079,0.08,14.8,AUA,262,202,c0c,660055,3.8,80.0,794092575.0,0.0,0.0,794092570.0,s,2000-01-23,100.0,291.016,-0.035,-102.0,2451566.8221,1.27,,0.81,13.622,0.066,,,12.482,0.074,2650.0,150.0,ne,0.0,1.0,U,1.3,276,17.7,15.3,1.0,,43449.0,999325.0,245.0,Opt
"[1.956, 7.265]",19.0,1.956,167.919742,-60.592381,0.06,0.06,0.0,11114073-6035325,12.881,0.021,0.024,199.5,12.759,0.035,0.036,113.6,12.723,0.036,0.037,59.9,AAA,222,111,000,666666,6.6,339.0,794092497.0,0.0,0.0,794092471.0,s,2000-01-23,100.0,290.983,-0.056,36.3,2451566.8221,1.73,3.23,1.73,12.877,0.017,12.638,0.055,12.656,0.047,2676.0,216.0,nw,0.0,1.0,U,0.9,137,14.8,13.7,1.0,,43449.0,999325.0,245.0,Opt
"[0.425, 6.851, 7.293, 8.695]",20.0,0.425,167.942497,-60.583553,0.06,0.06,0.0,11114619-6035007,13.796,0.028,0.03,85.9,13.563,0.042,0.043,54.2,13.405,0.049,0.05,32.0,AAA,222,111,000,666666,7.2,112.0,794092591.0,0.0,0.0,794092602.0,s,2000-01-23,100.0,290.99,-0.044,-3.9,2451566.8221,1.47,1.07,0.89,13.77,0.035,13.559,0.064,13.353,0.069,2644.0,248.0,ne,0.0,1.0,U,0.2,186,16.6,15.3,2.0,,43449.0,999325.0,245.0,Opt
[9.771],21.0,9.771,168.025558,-60.595016,0.13,0.12,93.0,11120613-6035420,16.127,0.117,0.118,10.0,15.432,0.105,0.105,9.7,15.064,0.164,0.164,6.9,BBC,222,111,ccc,060605,7.4,160.0,794092409.0,0.0,0.0,794092436.0,s,2000-01-23,100.0,291.032,-0.039,-150.7,2451566.8221,0.71,1.0,0.82,16.489,0.186,15.532,0.269,17.373,1.762,2685.0,102.0,ne,0.0,1.0,0,,,,,0.0,,43449.0,999325.0,245.0,Opt
"[8.478, 8.483]",22.0,8.478,167.952484,-60.659485,0.08,0.08,45.0,11114859-6039341,16.345,0.124,0.125,8.2,14.39,0.028,0.029,25.3,13.705,0.048,0.049,24.2,BAA,222,111,000,061626,9.5,54.0,794091627.0,0.0,0.0,794091609.0,s,2000-01-23,100.0,291.023,-0.112,-21.6,2451566.822,1.07,0.98,1.18,17.565,0.506,14.811,0.147,13.956,0.126,2918.0,231.0,ne,0.0,1.0,0,,,,,0.0,,43449.0,999324.0,233.0,Opt
"[2.488, 6.378, 6.745, 7.775]",23.0,2.488,167.890917,-60.622475,0.07,0.07,0.0,11113382-6037209,15.681,0.085,0.086,15.1,15.198,0.098,0.098,12.0,14.967,0.16,0.16,7.6,AAC,222,111,000,060605,6.5,283.0,794092086.0,0.0,0.0,794092082.0,s,2000-01-23,100.0,290.981,-0.089,87.2,2451566.822,0.8,0.58,0.93,15.75,0.116,15.351,0.187,15.575,0.492,2785.0,165.0,nw,0.0,1.0,U,1.0,316,19.1,16.7,2.0,,43449.0,999324.0,233.0,Opt
"[1.521, 2.98, 3.861, 5.166]",24.0,1.521,167.888228,-60.636086,0.17,0.16,97.0,11113317-6038099,15.185,0.172,0.173,23.9,12.477,,,,12.314,,,,CUU,200,100,c00,660000,3.8,158.0,794091893.0,0.0,0.0,794091905.0,s,2000-01-23,100.0,290.985,-0.102,91.9,2451566.822,2.36,,,12.869,0.075,,,,,2834.0,161.0,nw,0.0,1.0,U,4.9,96,11.0,11.3,1.0,,43449.0,999324.0,233.0,Opt
"[3.536, 4.026, 7.144]",25.0,3.536,167.877682,-60.60965,0.1,0.1,35.0,11113064-6036347,11.512,,,,11.873,0.182,0.182,256.9,11.544,0.126,0.127,177.4,UEE,022,011,0cc,006666,3.3,32.0,794092241.0,0.0,0.0,794092229.0,s,2000-01-23,100.0,290.97,-0.08,110.6,2451566.8221,,744.93,731.88,,,10.678,0.065,10.331,0.052,2739.0,142.0,nw,0.0,1.0,U,1.3,184,15.8,13.5,1.0,,43449.0,999324.0,233.0,Opt
"[1.893, 5.458, 7.208]",26.0,1.893,167.933803,-60.663467,0.07,0.06,86.0,11114411-6039484,14.836,0.081,0.082,33.0,14.453,0.109,0.109,23.9,14.145,0.105,0.105,16.2,ABA,222,111,ccc,666656,5.5,24.0,794091581.0,0.0,0.0,794091558.0,s,2000-01-23,100.0,291.016,-0.119,11.4,2451566.822,2.17,2.14,1.72,14.394,0.04,13.989,0.094,13.532,0.1,2932.0,241.0,nw,0.0,1.0,U,4.4,209,17.5,16.8,1.0,,43449.0,999324.0,233.0,Opt
"[2.163, 3.809]",27.0,2.163,168.059763,-60.640926,0.06,0.06,17.0,11121434-6038273,14.727,0.051,0.052,36.4,14.315,0.07,0.071,27.1,14.125,0.074,0.075,16.5,AAA,222,111,ccc,666666,4.8,11.0,794091863.0,0.0,0.0,794091844.0,s,2000-01-23,100.0,291.065,-0.075,-210.9,2451566.822,1.36,1.75,1.64,13.634,0.16,13.339,0.123,13.202,0.083,2850.0,41.0,ne,1.0,1.0,U,4.2,188,13.8,12.4,1.0,,43449.0,999324.0,233.0,Opt
[0.355],28.0,0.355,167.868932,-60.620186,0.08,0.08,17.0,11112854-6037126,15.86,0.086,0.087,12.8,15.22,0.086,0.087,11.8,14.714,,,,AAU,220,110,000,060600,11.5,33.0,794092135.0,0.0,0.0,794092103.0,s,2000-01-23,100.0,290.97,-0.091,126.0,2451566.822,0.65,1.03,,16.383,0.227,15.564,0.24,,,2777.0,126.0,nw,0.0,1.0,U,0.1,289,18.9,17.1,1.0,,43449.0,999324.0,233.0,Opt
[],29.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"[1.072, 1.148, 2.717]",30.0,1.072,167.879463,-60.641979,0.11,0.11,163.0,11113107-6038311,9.507,0.069,0.07,4463.0,8.667,,,,8.605,,,,AUU,266,200,c00,660000,1.3,35.0,794091827.0,0.0,0.0,794091826.0,s,2000-01-23,100.0,290.983,-0.109,107.3,2451566.822,0.57,,,8.93,0.019,,,,,2855.0,145.0,nw,0.0,1.0,T,0.0,79,10.38,10.16,2.0,,43449.0,999324.0,233.0,Opt
[0.202],31.0,0.202,167.935479,-60.667442,0.06,0.06,90.0,11114451-6040027,9.503,0.023,0.026,4479.5,9.012,0.02,0.022,3581.9,8.92,0.019,0.021,1988.0,AAA,222,111,000,666666,11.8,45.0,794091541.0,0.0,0.0,794091508.0,s,2000-01-23,100.0,291.018,-0.123,8.4,2451566.822,0.82,0.74,0.86,9.491,0.019,9.039,0.034,8.935,0.027,2947.0,244.0,nw,0.0,1.0,U,0.3,198,12.4,10.9,2.0,,43449.0,999324.0,233.0,Opt
"[0.07, 4.224, 8.397]",32.0,0.07,167.865099,-60.616066,0.11,0.11,0.0,11112762-6036578,15.608,0.089,0.089,16.2,14.705,,,,14.901,,,,AUU,266,200,c00,260000,4.3,197.0,794092137.0,0.0,0.0,794092149.0,s,2000-01-23,100.0,290.967,-0.088,132.8,2451566.822,1.03,,,15.308,0.155,,,,,2762.0,120.0,nw,0.0,1.0,U,2.4,40,17.5,15.7,1.0,,43449.0,999324.0,233.0,Opt
"[7.772, 7.962, 8.235, 9.427]",33.0,7.772,167.893229,-60.654224,0.06,0.06,45.0,11113437-6039152,13.366,0.041,0.043,127.7,13.088,0.051,0.052,83.9,13.006,0.054,0.055,46.1,AAA,222,111,00s,666655,4.8,225.0,794091661.0,0.0,0.0,794091672.0,s,2000-01-23,100.0,290.994,-0.118,83.0,2451566.822,1.05,1.21,1.14,13.32,0.009,13.097,0.031,12.902,0.054,2899.0,169.0,nw,0.0,1.0,U,2.0,19,14.7,13.7,1.0,,43449.0,999324.0,233.0,Opt
"[7.142, 8.587, 9.538]",34.0,7.142,167.901207,-60.655571,0.06,0.06,90.0,11113628-6039200,13.829,0.031,0.033,83.3,13.578,0.035,0.036,53.4,13.482,0.032,0.033,29.8,AAA,222,111,000,666666,13.6,168.0,794091611.0,0.0,0.0,794091658.0,s,2000-01-23,100.0,290.998,-0.118,68.9,2451566.822,1.52,1.65,1.14,13.786,0.021,13.52,0.058,13.501,0.104,2904.0,183.0,nw,0.0,1.0,U,1.4,31,15.3,14.2,2.0,,43449.0,999324.0,233.0,Opt
"[1.193, 7.308]",35.0,1.193,167.93559,-60.567501,0.06,0.06,0.0,11114454-6034030,13.986,0.037,0.039,72.1,13.634,0.039,0.04,50.7,13.585,0.052,0.052,27.1,AAA,222,111,ccc,666655,8.0,219.0,794092774.0,0.0,0.0,794092799.0,s,2000-01-23,100.0,290.981,-0.03,8.4,2451566.8221,0.81,0.94,0.83,13.978,0.039,13.643,0.057,13.582,0.066,2587.0,244.0,nw,0.0,1.0,0,,,,,0.0,,43449.0,999325.0,245.0,Opt
"[0.322, 6.604, 9.032]",36.0,0.322,168.004533,-60.67091,0.07,0.06,4.0,11120108-6040152,15.529,0.07,0.071,17.4,14.618,0.057,0.057,20.5,14.459,0.097,0.098,12.1,AAA,222,111,c00,562606,6.5,105.0,794091458.0,0.0,0.0,794091462.0,s,2000-01-23,100.0,291.051,-0.113,-113.3,2451566.822,1.03,1.22,0.75,15.303,0.115,14.684,0.135,14.295,0.143,2959.0,139.0,ne,0.0,1.0,0,,,,,0.0,,43449.0,999324.0,233.0,Opt
"[0.257, 3.839]",37.0,0.257,167.867691,-60.643478,0.06,0.06,0.0,11112824-6038365,15.075,0.046,0.048,26.5,14.546,0.035,0.036,21.9,14.427,0.082,0.082,12.5,AAA,222,222,ccc,666624,3.9,285.0,794091811.0,0.0,0.0,794091808.0,s,2000-01-23,100.0,290.978,-0.113,128.1,2451566.822,0.72,1.34,1.32,13.924,0.076,13.765,0.114,13.815,0.222,2861.0,124.0,nw,0.0,1.0,U,3.9,129,12.1,14.1,1.0,,43449.0,999324.0,233.0,Opt
[0.682],38.0,0.682,167.856407,-60.609364,0.07,0.07,17.0,11112553-6036337,15.564,0.107,0.107,16.9,14.995,0.085,0.086,14.5,14.73,0.112,0.112,9.4,AAB,222,111,ccc,060606,11.0,101.0,794092226.0,0.0,0.0,794092230.0,s,2000-01-23,100.0,290.96,-0.083,148.2,2451566.8221,0.82,0.76,1.0,16.18,0.202,15.136,0.15,15.023,0.178,2738.0,104.0,nw,0.0,1.0,U,0.4,359,19.0,17.1,1.0,,43449.0,999325.0,245.0,Opt
"[0.347, 4.876, 7.811, 9.689, 9.986]",39.0,0.347,167.920961,-60.669998,0.06,0.06,45.0,11114103-6040119,14.242,0.065,0.066,57.0,13.882,0.098,0.098,40.4,13.798,0.09,0.09,22.2,AAA,222,111,000,555523,5.1,237.0,794091465.0,0.0,0.0,794091479.0,s,2000-01-23,100.0,291.012,-0.128,34.0,2451566.822,1.11,1.02,0.72,14.169,0.033,13.777,0.068,13.795,0.123,2956.0,218.0,nw,0.0,1.0,0,,,,,0.0,,43449.0,999324.0,233.0,Opt
"[4.886, 6.278, 8.694]",40.0,4.886,167.86267,-60.6362,0.06,0.06,0.0,11112704-6038103,9.586,0.025,0.027,4149.8,9.59,0.02,0.022,2103.3,9.632,0.023,0.024,1031.9,AAA,222,111,000,556644,5.8,217.0,794091885.0,0.0,0.0,794091902.0,s,2000-01-23,100.0,290.973,-0.107,137.0,2451566.822,1.24,0.6,1.33,9.573,0.007,9.604,0.036,9.58,0.022,2835.0,115.0,nw,0.0,1.0,T,0.0,178,9.96,9.85,2.0,,43449.0,999324.0,233.0,Opt
"[0.197, 6.754, 7.117]",41.0,0.197,167.929589,-60.564533,0.06,0.06,0.0,11114310-6033523,14.098,0.032,0.035,65.1,13.58,0.035,0.036,53.3,13.366,0.041,0.042,33.1,AAA,222,111,000,666666,6.9,180.0,794092811.0,0.0,0.0,794092832.0,s,2000-01-23,100.0,290.977,-0.028,19.0,2451566.8221,0.93,0.84,0.91,14.22,0.055,13.622,0.077,13.556,0.112,2576.0,233.0,nw,0.0,1.0,U,0.2,58,18.1,16.2,1.0,,43449.0,999325.0,245.0,Opt
"[1.106, 4.397, 9.178]",42.0,1.106,168.083836,-60.637104,0.06,0.06,45.0,11122012-6038135,14.742,0.05,0.051,35.9,14.308,0.057,0.057,27.3,14.061,0.074,0.075,17.5,AAA,222,222,ccc,666666,3.4,266.0,794112113.0,0.0,0.0,794112110.0,s,2000-01-23,101.0,291.074,-0.067,170.7,2451566.8235,1.22,0.54,1.35,13.956,0.034,13.561,0.024,13.31,0.108,2834.0,82.0,nw,0.0,1.0,U,2.7,80,16.2,14.7,1.0,,43450.0,999330.0,33.0,Opt
"[0.251, 6.884, 9.385]",43.0,0.251,167.899632,-60.668472,0.06,0.06,90.0,11113591-6040064,14.798,0.052,0.054,34.1,13.925,0.041,0.042,38.8,13.803,0.066,0.067,22.1,AAA,222,111,cc0,465626,6.7,317.0,794091512.0,0.0,0.0,794091498.0,s,2000-01-23,100.0,291.002,-0.13,71.7,2451566.822,0.66,0.7,0.73,14.789,0.081,14.061,0.101,13.904,0.085,2951.0,181.0,nw,0.0,1.0,0,,,,,0.0,,43449.0,999324.0,233.0,Opt
"[2.617, 4.864, 5.87, 7.595, 7.804]",44.0,2.617,167.892808,-60.666996,0.06,0.06,90.0,11113427-6040011,9.985,0.028,0.03,2873.6,9.854,0.03,0.031,1649.3,9.87,0.028,0.029,828.7,AAA,222,111,000,666655,6.0,208.0,794091499.0,0.0,0.0,794091514.0,s,2000-01-23,100.0,290.998,-0.13,83.7,2451566.822,1.13,1.32,1.73,9.939,0.021,9.855,0.024,9.864,0.023,2945.0,169.0,nw,0.0,1.0,T,0.1,307,10.07,10.05,2.0,,43449.0,999324.0,233.0,Opt
"[0.618, 5.366, 6.617, 7.06, 7.855]",45.0,0.618,167.892808,-60.666996,0.06,0.06,90.0,11113427-6040011,9.985,0.028,0.03,2873.6,9.854,0.03,0.031,1649.3,9.87,0.028,0.029,828.7,AAA,222,111,000,666655,6.0,208.0,794091499.0,0.0,0.0,794091514.0,s,2000-01-23,100.0,290.998,-0.13,83.7,2451566.822,1.13,1.32,1.73,9.939,0.021,9.855,0.024,9.864,0.023,2945.0,169.0,nw,0.0,1.0,T,0.1,307,10.07,10.05,2.0,,43449.0,999324.0,233.0,Opt
"[0.182, 3.02]",46.0,0.182,168.017016,-60.677483,0.11,0.11,135.0,11120408-6040389,14.022,,,,13.402,,,,13.696,0.076,0.077,24.4,UUA,662,002,00c,000066,3.1,323.0,794091390.0,0.0,0.0,794091380.0,s,2000-01-23,100.0,291.059,-0.117,-135.3,2451566.822,,,0.88,,,,,13.165,0.049,2982.0,117.0,ne,0.0,1.0,U,1.0,228,18.0,15.6,1.0,,43449.0,999324.0,233.0,Opt
"[0.099, 5.173, 7.785]",47.0,0.099,167.88233,-60.664509,0.06,0.06,90.0,11113175-6039522,11.602,0.029,0.032,648.1,11.508,0.028,0.029,359.5,11.547,0.029,0.03,176.9,AAA,222,111,000,666666,5.2,17.0,794091563.0,0.0,0.0,794091548.0,s,2000-01-23,100.0,290.993,-0.13,102.2,2451566.822,1.4,0.98,1.07,11.535,0.012,11.496,0.028,11.468,0.016,2936.0,150.0,nw,0.0,1.0,U,3.4,225,0.0,11.3,1.0,,43449.0,999324.0,233.0,Opt
[8.471],48.0,8.471,167.839046,-60.622921,0.06,0.06,0.0,11112137-6037225,12.876,0.039,0.041,200.5,12.672,0.041,0.042,123.1,12.548,0.048,0.049,70.3,AAA,222,111,000,666644,8.1,140.0,794092062.0,0.0,0.0,794092077.0,s,2000-01-23,100.0,290.957,-0.099,178.8,2451566.822,7.85,8.56,4.29,12.701,0.017,12.5,0.018,12.476,0.021,2787.0,74.0,nw,0.0,1.0,U,1.4,60,12.6,12.7,1.0,,43449.0,999324.0,233.0,Opt
[],49.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"[0.423, 8.384]",50.0,0.423,167.85864,-60.657799,0.06,0.06,90.0,11112607-6039280,11.311,0.025,0.027,847.3,11.246,0.022,0.023,457.6,11.261,0.021,0.023,230.2,AAA,222,111,000,666666,8.3,319.0,794091651.0,0.0,0.0,794091630.0,s,2000-01-23,100.0,290.98,-0.128,144.0,2451566.822,1.28,1.34,1.1,11.299,0.012,11.261,0.033,11.233,0.017,2912.0,108.0,nw,0.0,1.0,T,0.2,162,12.23,11.62,1.0,,43449.0,999324.0,233.0,Opt
"[2.042, 3.868, 8.466, 9.089]",51.0,2.042,167.95588,-60.686726,0.07,0.07,90.0,11114941-6041122,15.185,0.063,0.064,23.9,14.527,0.071,0.072,22.3,14.749,0.13,0.13,9.3,AAB,222,111,ccc,666606,5.3,221.0,794091240.0,0.0,0.0,794091259.0,s,2000-01-23,100.0,291.035,-0.137,-27.5,2451566.822,2.05,1.62,1.19,14.752,0.086,14.22,0.066,14.135,0.061,3016.0,225.0,ne,0.0,1.0,0,,,,,0.0,,43449.0,999324.0,233.0,Opt
"[0.216, 9.982]",52.0,0.216,168.095104,-60.655304,0.06,0.06,90.0,11122282-6039190,14.222,0.023,0.026,58.0,13.571,0.02,0.022,53.8,13.389,0.036,0.037,32.4,AAA,222,111,ccc,666666,9.8,327.0,794112313.0,0.0,0.0,794112347.0,s,2000-01-23,101.0,291.086,-0.082,150.7,2451566.8235,0.75,0.56,0.87,14.308,0.046,13.648,0.047,13.515,0.083,2899.0,102.0,nw,0.0,1.0,U,0.3,83,18.0,16.3,1.0,,43450.0,999330.0,33.0,Opt
[0.616],53.0,0.616,167.822068,-60.616623,0.06,0.06,0.0,11111729-6036598,13.155,0.029,0.032,155.0,12.95,0.024,0.025,95.3,12.876,0.032,0.033,52.0,AAA,222,111,000,666666,10.1,194.0,794092116.0,0.0,0.0,794092143.0,s,2000-01-23,100.0,290.947,-0.096,208.8,2451566.822,1.03,0.58,1.31,13.142,0.023,12.977,0.041,12.903,0.039,2765.0,44.0,nw,1.0,1.0,U,0.6,47,14.8,14.2,1.0,,43449.0,999324.0,233.0,Opt
