_rs_allwise,_q,_r_allwise,AllWISE_allwise,RAJ2000_allwise,DEJ2000_allwise,eeMaj_allwise,eeMin_allwise,eePA_allwise,Im_allwise,W1mag_allwise,e_W1mag_allwise,W2mag_allwise,e_W2mag_allwise,W3mag_allwise,e_W3mag_allwise,W4mag_allwise,e_W4mag_allwise,Jmag_allwise,e_Jmag_allwise,Hmag_allwise,e_Hmag_allwise,Kmag_allwise,e_Kmag_allwise,wx_allwise,wy_allwise,ID_allwise,snr1_allwise,chi2W1_allwise,snr2_allwise,chi2W2_allwise,snr3_allwise,chi2W3_allwise,snr4_allwise,chi2W4_allwise,chi2_allwise,nb_allwise,na_allwise,sat1_allwise,sat2_allwise,sat3_allwise,sat4_allwise,ccf_allwise,ex_allwise,var_allwise,nW1_allwise,mW1_allwise,nW2_allwise,mW2_allwise,nW3_allwise,mW3_allwise,nW4_allwise,mW4_allwise,satnum_allwise,RA_pm_allwise,e_RA_pm_allwise,DE_pm_allwise,e_DE_pm_allwise,cosig_pm_allwise,pmRA_allwise,e_pmRA_allwise,pmDE_allwise,e_pmDE_allwise,chi2W1_pm_allwise,chi2W2_pm_allwise,chi2W3_pm_allwise,chi2W4_pm_allwise,chi2pm_allwise,qpm_allwise,qph_allwise,fdet_allwise,fmoon_allwise,covW1_allwise,covW2_allwise,covW3_allwise,covW4_allwise,_2Mkey_allwise,d2M_allwise,_2M_allwise
[0.149],47.0,0.149,J111131.73-603952.0,167.8822176,-60.6644691,0.0456,0.0434,140.3,Im,11.382,0.024,11.534,0.025,11.108,,8.822,,11.602,0.032,11.508,0.029,11.547,0.03,2202.698,1820.885,1.680060601351027e+18,44.4,5.71,43.0,1.65,1.5,1.03,-2.9,0.667,2.6,2.0,0.0,0.0,0.0,0.0,0.004,0hh0,1.0,43nn,60.0,60.0,60.0,60.0,1.0,37.0,0.0,36.0,0.0,167.8822176,0.0446,-60.6644688,0.046,-0.0129,-25,27,49,28,5.71,1.65,1.03,0.667,2.6,1N000,AAUU,3.0,0.0,60.771,60.976,36.943,35.408,794091548,0.245,2M
[],48.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
[],49.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
[0.87],50.0,0.87,J111126.08-603927.6,167.8586709,-60.6576677,0.059,0.057,10.1,Im,11.193,0.029,11.287,0.031,10.057,,8.128,,11.311,0.027,11.246,0.023,11.261,0.023,2232.94,1838.632,1.680060601351026e+18,37.0,18.9,35.2,7.75,-1.5,0.332,-5.5,0.771,8.5,2.0,0.0,0.0,0.0,0.0,0.0,00d0,1.0,21nn,60.0,60.0,60.0,60.0,0.0,16.0,0.0,36.0,0.0,167.8586709,0.0581,-60.6576677,0.0603,-0.0079,42,28,36,29,18.9,7.75,0.332,0.771,8.49,1N000,AAUU,3.0,0.0,63.25,63.582,38.521,37.392,794091630,0.476,2M
[2.574],51.0,2.574,J111149.06-604115.2,167.9544379,-60.6875598,0.2094,0.1884,43.2,Im,13.718,0.092,14.661,0.13,11.074,,9.013,,13.905,0.042,13.738,0.06,13.652,0.06,2110.016,1760.549,1.6800606013510277e+18,11.8,1.41,8.4,1.76,-11.4,1.67,-9.9,2.13,1.7,2.0,0.0,0.0,0.0,0.0,0.0,0hh0,0.0,2nnn,61.0,61.0,22.0,61.0,0.0,0.0,0.0,35.0,0.0,167.9544379,0.2539,-60.6875598,0.2429,0.073,-47,117,68,114,1.41,1.76,1.67,2.13,1.69,1N000,ABUU,3.0,0.0,60.389,60.594,36.813,35.252,794091240,1.369,2M
[9.973],52.0,9.973,J111222.08-603910.9,168.0920248,-60.6530527,0.0389,0.0367,140.4,Im,9.524,0.023,9.545,0.021,9.825,0.064,8.406,,10.957,0.026,10.066,0.022,9.771,0.019,1933.536,1850.839,1.6800606013510257e+18,48.2,2.29,52.0,1.39,17.0,0.888,1.5,0.983,1.48,1.0,0.0,0.0,0.0,0.0,0.0,0hhD,0.0,111n,56.0,56.0,56.0,56.0,36.0,36.0,1.0,34.0,0.0,168.0920306,0.0382,-60.6530487,0.0387,0.0023,32,23,45,23,2.27,1.38,0.888,0.983,1.48,3N000,AAAU,7.0,0.0,56.891,58.978,37.239,34.85,794112313,0.083,2M
[],53.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
[1.038],54.0,1.038,J111134.88-603319.0,167.8953649,-60.5552832,0.0995,0.0921,33.5,Im,12.537,0.044,12.658,0.057,12.597,,9.23,,12.894,0.022,12.526,0.023,12.419,0.019,2186.301,2106.782,1.680060601351027e+18,24.7,1.29,19.0,1.44,-17.9,1.71,-13.2,1.19,1.4,1.0,0.0,0.0,0.0,0.0,0.0,0000,0.0,11nn,54.0,54.0,54.0,54.0,0.0,2.0,0.0,33.0,0.0,167.8953649,0.0975,-60.5552832,0.1007,0.0216,0,47,0,48,1.29,1.44,1.71,1.19,1.4,2N000,AAUU,3.0,0.0,54.149,53.886,33.561,32.755,794092947,0.113,2M
[0.9],55.0,0.9,J111129.56-603346.2,167.8732038,-60.562845,0.096,0.0934,23.2,Im,13.336,0.042,13.43,0.055,11.742,,9.169,,14.935,0.081,14.193,0.085,13.79,0.07,2214.784,2086.933,1.6800606013510277e+18,26.0,2.91,19.7,1.33,-0.9,0.71,-4.7,0.925,1.62,1.0,0.0,0.0,0.0,0.0,0.0,00O0,0.0,31nn,55.0,55.0,55.0,55.0,0.0,33.0,0.0,33.0,0.0,167.8732042,0.1138,-60.5628453,0.1155,0.0208,86,67,-69,70,2.9,1.33,0.71,0.925,1.62,1N000,AAUU,3.0,0.0,56.596,56.412,35.266,34.765,794092845,0.76,2M
[],56.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
[3.828],57.0,3.828,J111131.39-603331.6,167.8808054,-60.5587898,0.0571,0.0562,170.9,Im,11.782,0.029,11.902,0.03,12.157,,9.275,,11.836,0.026,11.83,0.026,11.768,0.024,2205.022,2097.569,1.6800606013510262e+18,37.3,1.52,36.4,2.04,-6.1,1.2,-11.5,1.36,1.59,1.0,0.0,0.0,0.0,0.0,0.004,00O0,0.0,11nn,55.0,55.0,55.0,55.0,0.0,29.0,0.0,33.0,1.0,167.8808051,0.0569,-60.5587898,0.0582,-0.0048,55,31,-7,32,1.52,2.04,1.2,1.36,1.59,1N000,AAUU,3.0,0.0,54.343,54.599,34.398,33.67,794092896,0.277,2M
[2.751],58.0,2.751,J111117.22-603621.6,167.8217651,-60.606001,0.0571,0.0545,167.2,Im,12.636,0.029,12.91,0.032,11.307,,8.244,,13.297,0.035,13.054,0.039,12.971,0.038,2280.662,1973.787,1.680060601351027e+18,38.0,7.73,33.8,1.68,-1.5,0.511,1.7,0.739,3.19,2.0,0.0,0.0,0.0,0.0,0.002,0hPp,1.0,31nn,61.0,61.0,61.0,61.0,0.0,35.0,0.0,35.0,0.0,167.8217645,0.055,-60.6060015,0.057,-0.0049,-103,36,-164,37,7.73,1.67,0.512,0.739,3.19,1N000,AAUU,3.0,0.0,64.857,64.754,38.975,36.931,794092275,0.526,2M
[0.629],59.0,0.629,J111226.50-603902.8,168.1104283,-60.6507923,0.0383,0.0355,140.2,Im,10.191,0.022,10.243,0.02,10.852,0.37,7.009,0.117,10.639,0.026,10.417,0.022,10.341,0.021,1909.911,1856.722,1.6800606013510257e+18,48.4,8.4,54.2,8.05,2.9,0.899,9.3,1.75,5.55,1.0,0.0,0.0,0.0,0.0,0.0,ddh0,1.0,23n1,56.0,56.0,56.0,56.0,7.0,36.0,26.0,34.0,0.0,168.1104292,0.0378,-60.6507922,0.0394,-0.0071,52,24,17,25,8.4,8.05,0.9,1.75,5.55,3N000,AACB,15.0,0.0,56.62,57.001,37.81,35.003,794112286,0.354,2M
[],60.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"[6.453, 8.312]",61.0,6.453,J111114.70-603632.8,167.8112817,-60.6091264,0.0922,0.0889,179.4,Im,13.369,0.04,13.856,0.062,11.28,,8.054,,14.723,0.035,13.89,0.022,13.549,0.036,2294.109,1965.566,1.6800606013510277e+18,27.3,2.53,17.4,1.92,-5.3,0.739,-2.7,0.779,1.68,1.0,0.0,0.0,0.001,0.0,0.0,00Pp,0.0,22nn,60.0,60.0,58.0,60.0,0.0,3.0,0.0,35.0,0.0,167.8112822,0.0962,-60.6091266,0.1009,-0.0022,-95,60,56,63,2.52,1.93,0.739,0.779,1.68,1N000,AAUU,3.0,0.0,64.815,64.76,38.752,37.376,793975704,0.14,2M
[6.868],62.0,6.868,J111115.73-603804.1,167.8155432,-60.634495,0.0489,0.0474,164.2,Im,10.853,0.026,10.957,0.026,11.231,,9.117,,13.432,0.029,11.831,0.022,11.267,0.023,2288.445,1899.162,1.680060601351026e+18,42.1,1.53,41.2,1.84,0.3,0.769,-4.2,1.72,1.52,1.0,0.0,0.0,0.0,0.0,0.0,0000,0.0,11nn,60.0,60.0,60.0,60.0,0.0,36.0,0.0,37.0,0.0,167.8155432,0.0496,-60.634495,0.049,-0.0045,0,27,0,26,1.53,1.84,0.769,1.72,1.52,1N000,AAUU,3.0,0.0,62.803,63.434,37.98,37.736,793976062,0.146,2M
[],63.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"[6.616, 9.518]",64.0,6.616,J111119.39-603943.8,167.8308133,-60.6621813,0.1094,0.1018,49.2,Im,13.344,0.072,13.417,0.039,8.573,0.174,6.883,0.216,16.36,,14.63,0.052,14.19,0.081,2268.65,1826.729,1.6800606013510264e+18,15.1,3.64,27.5,3.54,6.2,1.7,5.0,1.97,2.97,3.0,0.0,0.0,0.0,0.0,0.005,00d0,1.0,311n,59.0,59.0,59.0,59.0,35.0,36.0,9.0,36.0,0.0,167.8307116,0.1093,-60.6622955,0.1089,0.0314,45,80,-220,81,3.6,3.57,1.8,1.99,2.98,3Y043,AABB,15.0,0.0,62.558,62.217,38.93,37.342,794091570,1.519,2M
[],65.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
[0.129],66.0,0.129,J111149.57-604158.3,167.9565519,-60.6995372,0.0367,0.0342,140.8,Im,7.572,0.026,7.63,0.02,7.945,0.032,8.952,,7.659,0.03,7.652,0.036,7.618,0.027,2107.284,1729.192,1.6800606013510257e+18,41.8,1.57,54.2,1.65,34.3,4.11,-20.3,3.69,2.49,1.0,0.0,0.108,0.0,0.0,0.0,00h0,1.0,112n,61.0,61.0,61.0,61.0,37.0,37.0,0.0,35.0,6000.0,167.9565515,0.0795,-60.6995372,0.0488,-0.0344,18,33,-21,26,1.57,1.64,4.11,3.69,2.49,1N000,AAAU,7.0,0.0,57.015,60.739,36.888,34.651,794091069,0.066,2M
[5.245],67.0,5.245,J111112.21-603631.8,167.8008846,-60.608836,0.0903,0.0876,16.9,Im,13.367,0.041,14.016,0.055,10.901,,8.821,,13.62,0.033,13.342,0.033,13.327,0.045,2307.471,1966.286,1.6800606013510277e+18,26.4,2.3,19.9,2.56,-5.9,0.773,-5.6,0.943,1.84,1.0,0.0,0.0,0.0,0.0,0.0,00Pp,0.0,43nn,61.0,61.0,52.0,61.0,0.0,0.0,0.0,35.0,0.0,167.8008871,0.0917,-60.6088358,0.0933,0.0142,-133,58,-35,60,2.3,2.56,0.773,0.942,1.84,1N000,AAUU,3.0,0.0,64.117,64.365,38.645,37.763,793975700,0.51,2M
"[3.135, 9.797]",68.0,3.135,J111140.33-604147.2,167.9180771,-60.6964496,0.1006,0.095,41.9,Im,12.29,0.043,12.503,0.054,11.398,0.455,7.329,,13.823,0.038,12.943,0.048,12.586,0.037,2156.592,1737.226,1.6800606013510264e+18,25.3,2.46,20.3,1.84,2.4,1.35,-0.5,0.723,1.74,2.0,1.0,0.0,0.0,0.0,0.0,hhh0,0.0,nnnn,59.0,59.0,59.0,59.0,5.0,35.0,0.0,34.0,0.0,167.9180775,0.101,-60.6964495,0.1107,0.0246,84,44,-72,48,4.52,2.29,1.55,0.721,2.57,2N000,AACU,7.0,0.0,59.664,59.526,36.96,35.404,794091120,0.727,2M
[6.207],69.0,6.207,J111112.14-603758.4,167.8005836,-60.632903,0.0422,0.0405,147.2,Im,10.334,0.023,10.45,0.023,11.102,0.361,8.244,,11.161,0.023,10.669,0.025,10.534,0.023,2307.664,1903.274,1.680060601351026e+18,47.6,3.69,46.5,2.4,3.0,0.786,2.0,0.834,2.2,1.0,0.0,0.0,0.0,0.0,0.0,0000,1.0,30nn,60.0,60.0,60.0,60.0,4.0,36.0,1.0,36.0,0.0,167.8005875,0.0411,-60.6329041,0.0428,-0.0084,60,25,-92,25,3.69,2.38,0.787,0.834,2.19,2N001,AACU,7.0,0.0,62.885,62.549,37.212,37.705,793976033,0.06,2M
[0.38],70.0,0.38,J111112.14-603758.4,167.8005836,-60.632903,0.0422,0.0405,147.2,Im,10.334,0.023,10.45,0.023,11.102,0.361,8.244,,11.161,0.023,10.669,0.025,10.534,0.023,2307.664,1903.274,1.680060601351026e+18,47.6,3.69,46.5,2.4,3.0,0.786,2.0,0.834,2.2,1.0,0.0,0.0,0.0,0.0,0.0,0000,1.0,30nn,60.0,60.0,60.0,60.0,4.0,36.0,1.0,36.0,0.0,167.8005875,0.0411,-60.6329041,0.0428,-0.0084,60,25,-92,25,3.69,2.38,0.787,0.834,2.19,2N001,AACU,7.0,0.0,62.885,62.549,37.212,37.705,793976033,0.06,2M
[],71.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
[],72.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
[],73.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
[0.267],74.0,0.267,J111141.07-604222.6,167.9211316,-60.7062787,0.0392,0.0366,137.2,Im,9.343,0.023,9.399,0.02,9.51,0.123,8.31,,9.318,0.026,9.299,0.022,9.289,0.019,2152.646,1711.497,1.6800606013510257e+18,46.4,1.8,53.0,1.64,8.8,0.45,0.0,0.557,1.26,1.0,0.0,0.001,0.0,0.0,0.0,hhh0,0.0,220n,60.0,60.0,59.0,59.0,36.0,36.0,0.0,35.0,9000.0,167.9211317,0.0379,-60.7062787,0.038,-0.0097,15,24,23,24,1.8,1.64,0.449,0.557,1.26,1N000,AABU,7.0,0.0,59.47,59.096,36.944,34.961,794090977,0.116,2M
[],75.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
[6.118],76.0,6.118,J111227.27-604049.3,168.1136274,-60.6803682,0.0656,0.0645,5.1,Im,12.674,0.033,12.767,0.034,10.655,0.417,6.978,0.177,14.191,0.032,13.255,0.038,13.005,0.032,1905.937,1779.281,1.6800606013510264e+18,33.2,6.68,31.5,2.58,2.6,0.478,6.1,1.51,3.22,1.0,0.0,0.0,0.0,0.0,0.0,00h0,1.0,22n0,55.0,55.0,55.0,55.0,5.0,35.0,21.0,33.0,0.0,168.1136313,0.098,-60.680369,0.0836,-0.021,75,55,-36,49,6.67,2.58,0.479,1.51,3.22,3N000,AACB,15.0,0.0,54.318,55.519,36.082,33.623,794112675,0.478,2M
[4.873],77.0,4.873,J111108.31-603652.9,167.7846619,-60.614706,0.0619,0.0601,3.6,Im,12.221,0.03,12.351,0.035,10.38,0.22,7.151,,13.783,,13.069,,13.315,0.083,2328.265,1950.851,1.6800606013510267e+18,36.5,22.6,31.4,5.36,4.9,1.39,1.2,0.771,9.18,1.0,0.0,0.0,0.0,0.0,0.0,00P0,1.0,31nn,60.0,60.0,60.0,60.0,24.0,36.0,0.0,35.0,0.0,167.7846677,0.07,-60.6147056,0.0738,-0.0229,247,36,25,38,22.5,5.37,1.38,0.77,9.17,1N000,AABU,7.0,0.0,63.818,64.705,38.415,37.546,793975780,1.009,2M
[1.392],78.0,1.392,J111111.71-603450.8,167.798824,-60.5807996,0.0575,0.0565,155.4,Im,12.494,0.029,12.618,0.031,11.409,,8.521,,13.745,,13.0,,13.089,0.057,2310.346,2039.682,1.6800606013510267e+18,37.0,12.0,34.8,4.37,0.0,0.494,1.4,0.841,5.33,1.0,0.0,0.0,0.0,0.0,0.0,00PP,1.0,44nn,62.0,62.0,62.0,62.0,0.0,38.0,0.0,38.0,0.0,167.7988242,0.0585,-60.5807994,0.0587,-0.01,-14,35,82,35,12.0,4.37,0.494,0.841,5.33,1N000,AAUU,3.0,0.0,63.109,64.385,39.53,39.19,793975311,0.778,2M
[],79.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
[],80.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
[],81.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
[4.753],82.0,4.753,J111225.10-604135.8,168.1046127,-60.6932785,0.0384,0.0359,145.4,Im,8.965,0.023,9.121,0.021,8.931,0.048,7.477,0.346,11.178,0.024,9.816,0.022,9.286,0.019,1917.547,1745.498,1.6800606013510257e+18,48.2,1.57,52.7,1.41,22.7,0.687,3.1,0.691,1.18,1.0,0.0,0.0,0.0,0.0,0.001,00h0,0.0,000n,55.0,55.0,55.0,55.0,34.0,34.0,2.0,33.0,0.0,168.1046127,0.0373,-60.6932785,0.0379,-0.0101,0,24,0,24,1.57,1.41,0.687,0.691,1.18,3N000,AAAB,15.0,0.0,56.85,56.966,36.05,34.56,794112839,0.015,2M
[],83.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
[0.435],84.0,0.435,J111217.62-604224.6,168.0734239,-60.7068584,0.0786,0.0756,8.5,Im,13.043,0.036,13.406,0.047,11.957,,8.916,,13.551,0.041,13.196,0.042,13.018,0.037,1957.555,1709.996,1.680060601351027e+18,30.2,2.23,23.2,2.16,-6.6,0.926,-12.3,1.62,1.83,1.0,0.0,0.0,0.001,0.0,0.0,00HD,0.0,42nn,56.0,56.0,56.0,56.0,0.0,25.0,0.0,34.0,900.0,168.0734236,0.0959,-60.7068585,0.1025,0.0299,103,58,40,62,2.22,2.16,0.926,1.62,1.83,1N000,AAUU,3.0,0.0,57.94,57.939,36.14,35.155,794113000,0.093,2M
[8.333],85.0,8.333,J111244.29-603936.5,168.1845492,-60.6601644,0.0496,0.0483,164.4,Im,11.363,0.026,11.498,0.027,10.106,0.174,7.263,0.156,12.83,0.032,11.951,,11.689,0.026,1814.864,1831.976,1.6800606013510275e+18,42.3,5.24,39.9,1.75,6.3,0.863,7.0,1.03,2.52,2.0,0.0,0.0,0.0,0.0,0.0,00h0,1.0,211n,52.0,52.0,52.0,52.0,31.0,32.0,10.0,30.0,0.0,168.1845492,0.0572,-60.6601644,0.0594,-0.0183,0,31,0,32,5.24,1.75,0.863,1.03,2.52,1N000,AABB,15.0,0.0,52.556,53.234,33.186,30.33,794112417,0.108,2M
[2.334],86.0,2.334,J111057.47-603801.1,167.7394677,-60.6336511,0.0397,0.0372,145.3,Im,9.763,0.023,9.814,0.021,10.741,0.406,8.276,,10.775,0.033,10.212,0.033,10.085,0.029,2386.126,1901.037,1.6800606013510257e+18,47.6,11.4,52.3,6.72,2.7,0.473,-3.4,0.705,5.91,1.0,0.0,0.0,0.0,0.0,0.0,ddd0,1.0,10nn,58.0,58.0,58.0,58.0,3.0,35.0,0.0,34.0,0.0,167.7394674,0.0387,-60.633651,0.0389,-0.0094,27,24,-6,24,11.4,6.72,0.473,0.705,5.91,1N000,AACU,7.0,0.0,58.55,59.489,35.224,34.861,793976046,0.218,2M
[],87.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
[0.676],88.0,0.676,J111055.67-603609.5,167.7319989,-60.6026535,0.0404,0.0374,136.0,Im,10.308,0.023,10.282,0.021,10.916,,9.128,,11.285,0.023,10.633,0.022,10.441,0.023,2396.05,1982.155,1.6800606013510257e+18,47.6,4.33,51.0,2.39,-2.5,1.02,-13.1,1.33,2.54,1.0,0.0,0.0,0.0,0.0,0.0,00P0,1.0,21nn,60.0,60.0,60.0,60.0,0.0,27.0,0.0,36.0,0.0,167.7319997,0.0388,-60.6026537,0.039,-0.0107,-74,24,37,24,4.31,2.38,1.02,1.33,2.53,1N000,AAUU,3.0,0.0,64.366,64.461,40.298,40.07,793975617,0.793,2M
[6.325],89.0,6.325,J111228.99-604254.6,168.1208078,-60.7151727,0.0789,0.0777,59.8,Im,13.31,0.036,13.655,0.045,10.509,0.154,9.177,,15.132,,14.484,0.066,13.966,0.052,1896.895,1688.14,1.6800606013510272e+18,30.0,5.63,23.9,1.57,7.0,0.95,-1.9,0.884,2.58,1.0,0.0,0.0,0.0,0.0,0.0,00h0,1.0,420n,54.0,54.0,54.0,54.0,26.0,33.0,0.0,32.0,0.0,168.1208123,0.1005,-60.7151688,0.1056,-0.0363,66,66,121,72,5.62,1.57,0.951,0.884,2.58,1N000,AABU,7.0,0.0,56.859,57.198,35.674,33.92,794113126,0.949,2M
[7.093],90.0,7.093,J111054.73-603510.0,167.7280484,-60.586134,0.0432,0.0404,143.3,Im,10.899,0.024,11.038,0.023,11.049,,8.273,,11.842,0.023,11.2,0.023,10.971,0.019,2401.307,2025.385,1.680060601351026e+18,45.1,2.99,47.8,2.22,-2.6,0.806,-4.3,0.662,1.9,1.0,0.0,0.0,0.0,0.0,0.0,00PP,0.0,10nn,61.0,61.0,60.0,60.0,0.0,30.0,0.0,37.0,0.0,167.7280485,0.0416,-60.5861338,0.0423,-0.0107,-23,25,15,26,2.99,2.22,0.806,0.662,1.9,1N000,AAUU,3.0,0.0,63.69,64.096,39.739,38.99,793975388,0.206,2M
[5.825],91.0,5.825,J111238.89-604226.3,168.1620815,-60.7073092,0.2418,0.2178,33.9,Im,13.677,0.082,14.89,0.191,12.192,,8.491,,14.606,0.03,13.773,0.022,13.494,0.03,1843.986,1708.617,1.6800606013510275e+18,13.2,1.76,5.7,2.94,-5.3,0.749,0.6,0.827,1.77,1.0,0.0,0.0,0.0,0.0,0.0,00H0,0.0,1nnn,55.0,55.0,16.0,55.0,0.0,34.0,0.0,31.0,0.0,168.162083,0.2336,-60.707309,0.2441,0.0742,160,99,44,103,1.75,2.94,0.749,0.827,1.77,1N000,ABUU,3.0,0.0,56.197,55.897,34.977,32.312,794113004,0.241,2M
"[8.411, 9.769]",92.0,8.411,J111228.62-604326.8,168.1192759,-60.7241154,0.0853,0.0823,30.1,Im,13.175,0.039,13.298,0.047,10.639,0.12,8.829,,14.154,0.041,13.697,0.052,13.479,0.051,1898.898,1664.73,1.6800606013510272e+18,27.6,5.46,23.0,1.76,9.0,1.02,-1.5,0.816,2.62,1.0,0.0,0.0,0.0,0.0,0.0,PPh0,1.0,nn0n,57.0,57.0,57.0,57.0,23.0,35.0,0.0,33.0,0.0,168.1192835,0.4989,-60.724112,0.1951,-0.2202,120,272,115,107,5.46,1.76,1.02,0.816,2.62,1N000,AABU,7.0,0.0,57.39,57.611,35.026,33.702,794113255,0.44,2M
[],93.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
[6.494],94.0,6.494,J111049.06-603701.3,167.7044338,-60.6170552,0.0762,0.0735,21.2,Im,13.13,0.039,13.547,0.035,11.46,,9.165,,14.164,0.053,13.698,0.063,13.448,0.054,2431.304,1944.296,1.6800606013510272e+18,27.5,5.01,31.1,2.08,-0.2,0.581,-1.6,0.94,2.5,1.0,0.0,0.0,0.0,0.0,0.0,0000,1.0,12nn,58.0,58.0,58.0,58.0,0.0,35.0,0.0,35.0,0.0,167.7044327,0.0747,-60.6170559,0.0769,0.012,149,53,167,54,5.0,2.08,0.581,0.94,2.49,1N000,AAUU,3.0,0.0,61.684,61.57,37.444,36.494,793975809,0.399,2M
[],95.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
[],96.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"[2.668, 9.065]",97.0,2.668,J111231.26-604335.0,168.1302625,-60.7264057,0.069,0.0684,3.7,Im,13.265,0.034,13.371,0.04,12.16,,9.128,,14.651,0.042,13.881,0.029,13.657,0.044,1884.843,1658.708,1.6800606013510272e+18,31.8,15.5,27.4,3.27,-4.9,0.795,-8.2,1.21,6.28,1.0,0.0,0.0,0.0,0.0,0.0,00H0,1.0,31nn,57.0,57.0,57.0,57.0,0.0,34.0,0.0,33.0,0.0,168.130265,0.07,-60.7264048,0.0712,0.0093,-379,51,218,52,15.5,3.27,0.794,1.21,6.27,1N001,AAUU,3.0,0.0,57.601,57.324,35.45,33.659,794113294,1.791,2M
[7.576],98.0,7.576,J111200.54-604512.9,168.0022757,-60.7536023,0.118,0.1106,43.1,Im,12.849,0.049,13.022,0.063,12.59,,7.143,0.357,14.908,0.056,13.592,0.045,13.161,0.042,2048.696,1587.661,1.680060601351016e+18,22.2,2.77,17.3,1.57,-3.4,0.793,3.0,0.747,1.67,2.0,1.0,0.0,0.0,0.0,0.0,0hH0,0.0,nnnn,58.0,58.0,58.0,58.0,0.0,33.0,6.0,32.0,0.0,168.0022744,0.1111,-60.7536024,0.1129,0.0236,74,51,38,53,7.0,2.71,0.794,0.846,3.4,2N000,AAUC,11.0,0.0,58.126,58.393,34.976,33.61,794090318,0.41,2M
[4.584],99.0,4.584,J111251.93-604032.0,168.2163942,-60.6755746,0.0426,0.0406,148.4,Im,10.852,0.024,10.902,0.023,11.282,,8.83,,13.355,0.044,11.826,0.033,11.247,0.024,1774.142,1791.506,1.6800606013510257e+18,46.0,2.28,47.7,1.38,-3.5,0.836,-6.5,1.18,1.52,1.0,0.0,0.0,0.0,0.0,0.0,00h0,0.0,11nn,53.0,53.0,53.0,53.0,0.0,23.0,0.0,30.0,0.0,168.2163945,0.0411,-60.6755745,0.0422,-0.0084,55,26,8,26,2.27,1.38,0.836,1.18,1.52,1N000,AAUU,3.0,0.0,52.296,52.921,31.43,30.35,794112616,0.118,2M
