_rs_gaia,_q,_r_gaia,EDR3Name_gaia,RA_ICRS_gaia,e_RA_ICRS_gaia,DE_ICRS_gaia,e_DE_ICRS_gaia,Source_gaia,SolID_gaia,RandomI_gaia,Epoch_gaia,Plx_gaia,e_Plx_gaia,RPlx_gaia,PM_gaia,pmRA_gaia,e_pmRA_gaia,pmDE_gaia,e_pmDE_gaia,RADEcor_gaia,RAPlxcor_gaia,RApmRAcor_gaia,RApmDEcor_gaia,DEPlxcor_gaia,DEpmRAcor_gaia,DEpmDEcor_gaia,PlxpmRAcor_gaia,PlxpmDEcor_gaia,pmRApmDEcor_gaia,NAL_gaia,NAC_gaia,NgAL_gaia,NbAL_gaia,gofAL_gaia,chi2AL_gaia,epsi_gaia,sepsi_gaia,Solved_gaia,APF_gaia,nueff_gaia,pscol_gaia,e_pscol_gaia,RApscolCorr_gaia,DEpscolCorr_gaia,PlxpscolCorr_gaia,pmRApscolCorr_gaia,pmDEpscolCorr_gaia,MatchObsA_gaia,Nper_gaia,amax_gaia,MatchObs_gaia,NewMatchObs_gaia,MatchObsrm_gaia,IPDgofha_gaia,IPDgofhp_gaia,IPDfmp_gaia,IPDfow_gaia,RUWE_gaia,SDSk1_gaia,SDSk2_gaia,SDSk3_gaia,SDSk4_gaia,SDMk1_gaia,SDMk2_gaia,SDMk3_gaia,SDMk4_gaia,Dup_gaia,o_Gmag_gaia,FG_gaia,e_FG_gaia,RFG_gaia,Gmag_gaia,e_Gmag_gaia,o_BPmag_gaia,FBP_gaia,e_FBP_gaia,RFBP_gaia,BPmag_gaia,e_BPmag_gaia,o_RPmag_gaia,FRP_gaia,e_FRP_gaia,RFRP_gaia,RPmag_gaia,e_RPmag_gaia,NBPcont_gaia,NBPblend_gaia,NRPcont_gaia,NRPblend_gaia,Mode_gaia,E_BP_RP__gaia,BP-RP_gaia,BP-G_gaia,G-RP_gaia,RVDR2_gaia,e_RVDR2_gaia,o_RVDR2_gaia,Tefftemp_gaia,loggtemp_gaia,__Fe_H_temp_gaia,GLON_gaia,GLAT_gaia,ELON_gaia,ELAT_gaia,PS1_gaia,SDSSDR13_gaia,SkyMapper2_gaia,URAT1_gaia,GmagCorr_gaia,e_GmagCorr_gaia,FGCorr_gaia,E_BP_RP_Corr_gaia,RAJ2000_gaia,e_RAJ2000_gaia,DEJ2000_gaia,e_DEJ2000_gaia,RADEcorJ2000_gaia,_r_gaiadist,RA_ICRS_gaiadist,DE_ICRS_gaiadist,rgeo_gaiadist,b_rgeo_gaiadist,B_rgeo_gaiadist,rpgeo_gaiadist,b_rpgeo_gaiadist,B_rpgeo_gaiadist,Flag_gaiadist
"[2.3741760133032597, 2.422638560459265, 3.781444110418963, 5.373813602929809, 5.669065364604621, 6.606242301291735, 6.732068241251755, 8.231532989952738, 9.34176777640132]",18.0,2.3741760133032597,Gaia EDR3 5337639640159665280,167.99790095176,0.0451,-60.58528014033,0.0409,5337639640159665280,1636042515805110272,1654147815,2016.0,0.4293,0.054,7.9441,10.409,-9.942,0.054,3.082,0.049,0.1586,-0.408,-0.385,-0.0739,-0.0528,-0.0137,-0.1737,0.2651,0.1468,0.2428,305,0,305,0,3.3329,405.68,0.197,2.55,31,0,1.478,,,,,,,,36,25,0.083111,41,16,0,0.00911,81.6,0,0,1.138,0.189,0.179,0.0184,0.171,-131.592,-52.813,26.389,32.643,0,340,4922.2,3.1068,1584.363,16.456957,0.002839,38,2261.6,6.5618,344.666,16.952484,0.004208,35,3915.2,7.1568,547.052,15.766022,0.004269,0,2,0,1,0,1.255,1.186462,0.495527,0.690935,,,0,,,,291.015560866,-0.0350472946,207.7547846914,-57.1223611685,,,423100792,,16.456957,0.002839,4922.2,0.02,167.99799092134,0.8816,-60.58529383644,0.7908,0.2401,2.374,167.99790095176,-60.58528014033,2272.78906,2006.84912,2630.35938,2218.01514,2033.62183,2526.58032,10033.0
"[0.4322837879448791, 2.1418728924460826, 2.195899146605452, 2.4245134398257577, 5.211900310178596, 6.218275210438867, 6.350456827258727, 6.737983346741329, 6.850071633153063, 7.433899423088338, 7.447950301491891, 7.773402165458929, 8.344294314612672, 8.550689061060153]",19.0,0.4322837879448791,Gaia EDR3 5337640292951730176,167.92087527299,0.1341,-60.59217336687,0.1202,5337640292951730176,1636042515805110272,299056843,2016.0,0.4473,0.1561,2.866,5.643,-5.396,0.171,1.652,0.15,-0.1137,-0.3031,-0.0183,-0.1051,0.0853,-0.0566,0.1482,0.0278,0.0795,-0.0762,310,0,308,2,2.1894,405.65,0.611,2.42,95,0,,1.2626,0.0333,-0.105,-0.044,-0.006,-0.126,0.171,36,23,0.238913,40,21,0,0.0238,15.8,6,0,1.089,0.166,0.0865,0.0567,0.281,-101.432,39.544,14.956,22.458,0,319,900.15,3.0099,299.059,18.301577,0.004558,6,1037.7,117.21,8.853,17.798384,0.122668,7,1779.1,157.94,11.265,16.622364,0.096458,0,6,0,7,0,3.129,1.17602,-0.503193,1.679213,,,0,,,,290.9830744842,-0.0556121373,207.715296233,-57.1542855076,,,,,18.30388,0.004564,898.24,1.895,167.92092411317,2.7444,-60.59218070905,2.3789,-0.0688,0.432,167.92087527299,-60.59217336687,2652.37695,2086.92627,3600.59424,4144.15039,3357.66626,5303.75586,10033.0
"[0.4854395712614409, 2.1227315651259873, 3.278871566017341, 5.880891769170037, 6.154832148582952, 6.80911190583108, 7.007290224968087, 7.1627977131681035, 7.970908823132506, 8.773329263487582]",20.0,0.4854395712614409,Gaia EDR3 5337640430433570688,167.94244421603,0.0208,-60.58355129445,0.0191,5337640430433570688,1636042515805110272,240596568,2016.0,0.4016,0.0245,16.3665,7.754,-7.444,0.026,2.173,0.024,0.1035,-0.3261,-0.3608,-0.0522,0.1496,-0.0212,-0.1917,0.1709,-0.0389,0.2721,341,0,340,1,1.0312,376.28,0.0,0.0,31,0,1.539,,,,,,,,40,25,0.0404092,45,16,0,0.0318,95.3,0,0,1.039,0.1,0.126,0.0755,0.276,-86.175,-39.436,29.605,30.933,0,367,17779.0,6.0829,2922.749,15.062606,0.00278,41,9298.0,13.31,698.559,15.417572,0.003194,41,12457.0,18.899,659.105,14.5094,0.004123,0,41,0,41,0,1.224,0.908172,0.354966,0.553206,,,0,,,,290.9896590873,-0.0436463927,207.7175092601,-57.140680554,,,423100833,,15.062606,0.00278,17779.0,0.015,167.94251157313,0.4307,-60.58356095074,0.389,0.2681,0.485,167.94244421603,-60.58355129445,2291.99438,2169.97412,2430.57617,2319.59546,2202.06812,2466.78735,10033.0
"[3.3318287568382616, 8.564566774077154, 8.602952635258205, 9.119694166892064, 9.77377694074954]",21.0,3.3318287568382616,Gaia EDR3 5337639571397369856,168.02569156791,0.1465,-60.59315683023,0.1369,5337639571397369856,1636042515805110272,44591189,2016.0,0.2194,0.1725,1.2718,3.387,-2.531,0.182,2.251,0.17,0.0415,-0.2269,-0.2691,0.0478,0.0147,0.0941,-0.1169,0.0289,0.0495,0.1609,353,0,353,0,1.1388,400.35,0.422,0.795,95,0,,1.3598,0.0417,-0.055,-0.102,-0.009,-0.06,0.062,41,27,0.26607,46,17,0,0.0171,90.9,0,0,1.043,0.132,0.0388,0.0542,0.204,-144.372,-44.888,22.367,24.246,0,387,557.24,1.061,525.181,18.822264,0.003445,44,182.78,7.1991,25.389,19.68372,0.042854,43,501.95,9.1256,55.005,17.996243,0.020098,0,0,0,0,0,1.229,1.687477,0.861456,0.826021,,,0,,,,291.0311633904,-0.0372486992,207.7827139884,-57.1180725338,,,,,18.818535,0.00344,559.16,-0.065,168.02571447872,2.9544,-60.59316683287,2.7406,0.1505,3.332,168.02569156791,-60.59315683023,4104.99805,2688.22412,6271.62012,3663.03149,2517.48608,4906.41943,10033.0
"[3.977432858196825, 4.5181844373423825, 8.138590514179688, 8.927943555686571, 9.247461898334118]",22.0,3.977432858196825,Gaia EDR3 5337639708835892480,167.95336377306,0.3627,-60.656137632,0.3537,5337639708835892480,1636042515805110272,734999760,2016.0,0.6975,0.4277,1.631,6.4,-6.037,0.468,2.126,0.468,0.0262,0.0147,-0.2165,0.101,0.0778,0.109,-0.3026,-0.0065,0.0302,0.1564,360,0,359,1,2.3653,465.33,1.802,2.66,95,0,,1.1858,0.0961,-0.032,-0.15,-0.056,-0.177,0.121,42,25,0.698758,47,16,0,0.0203,134.0,1,0,1.089,0.142,0.0524,0.155,0.22,-88.797,-44.569,37.225,28.544,0,396,184.23,0.67335,273.606,20.02395,0.004831,35,36.652,5.2647,6.962,21.428297,0.155979,44,240.3,4.1857,57.41,18.796005,0.019286,0,0,0,0,0,1.503,2.632292,1.404346,1.227945,,,0,,,,291.0218367813,-0.1089309501,207.8204290345,-57.1874040181,,,,,20.004025,0.004772,187.64,0.077,167.95341852214,7.5799,-60.65614708033,7.6079,0.1426,3.977,167.95336377306,-60.656137632,3700.99341,1750.45654,6470.03662,4996.81641,3659.69873,6529.87598,10033.0
"[2.5527720754299255, 3.80481175746839, 4.015998104334658, 5.239624332620652, 6.004756409112425, 6.718262444561482, 7.315196568213434, 8.084530144606925, 8.094025260074133, 8.09752032760104, 9.565496612646138]",23.0,2.5527720754299255,Gaia EDR3 5337639983756915712,167.89088918449,0.0756,-60.62244875869,0.0741,5337639983756915712,1636042515805110272,203194061,2016.0,0.2273,0.0915,2.4856,5.357,-5.065,0.099,1.743,0.095,0.086,-0.0533,-0.2098,0.1093,-0.0459,0.1165,-0.0894,0.0137,0.0066,0.1158,403,0,402,1,-1.2754,377.91,0.0,0.0,31,0,1.379,,,,,,,,47,28,0.143,53,19,0,0.0144,99.9,0,0,0.954,0.129,0.108,0.0918,0.221,-119.833,-47.855,39.274,22.898,0,433,1276.1,1.2418,1027.587,17.922674,0.002951,41,403.27,5.0415,79.99,18.82456,0.013857,43,1238.9,6.5251,189.86,17.015339,0.006855,0,2,0,1,0,1.287,1.809221,0.901886,0.907335,,,0,,,,290.9808018843,-0.0891981939,207.7364489375,-57.1859347721,,,423104888,,17.922674,0.002951,1276.1,-0.022,167.89093507525,1.6087,-60.62245650421,1.531,0.1034,2.553,167.89088918449,-60.62244875869,4250.5166,3284.45947,5456.62695,3596.8938,2862.89868,4447.99219,10033.0
"[0.15568450191723568, 1.8215278950716298, 2.8845651215906876, 3.1338997689934396, 4.232922211375288, 4.334672267951752, 5.2287895068189885, 5.492490296652953, 8.151935504744879]",24.0,0.15568450191723568,Gaia EDR3 5337639949356329472,167.88761242022,0.0678,-60.63580473944,0.0746,5337639949356329472,1636042515805110272,1478567656,2016.0,0.8634,0.0861,10.0301,7.433,-7.425,0.086,0.329,0.087,0.2592,-0.11,-0.166,0.1329,-0.0366,0.1361,-0.0304,-0.1306,-0.1273,0.217,313,0,313,0,-0.2413,311.86,0.0,0.0,95,0,,1.4636,0.0197,0.011,-0.025,-0.084,-0.122,0.054,36,22,0.132601,42,31,0,0.0156,84.3,0,0,0.989,0.179,0.308,0.0448,0.136,-116.397,-58.814,-43.74,16.947,0,350,1827.5,6.3569,287.48,17.532742,0.004675,10,1844.4,169.88,10.857,17.173904,0.100042,10,2420.4,104.16,23.236,16.288187,0.046879,0,3,0,3,0,2.334,0.885717,-0.358837,1.244555,,,0,,,,290.9843304347,-0.102179505,207.7520767949,-57.1963876199,,,,,17.536476,0.004686,1821.2,1.127,167.88767971993,1.3931,-60.63580620239,1.3941,0.2014,0.156,167.88761242022,-60.63580473944,1201.51831,1078.52979,1354.26953,1166.36169,1055.51587,1274.50586,10033.0
"[0.276674615180025, 3.7207652643190796, 4.108725597117791, 5.240507002356457, 7.202131055116109, 7.268022911515741, 7.395608721324932, 7.5284758219459205, 8.764315723777166, 9.559265690990108, 9.796518245210756]",25.0,0.276674615180025,Gaia EDR3 5337640086797976192,167.87965729499,0.498,-60.60981090899,0.4876,5337640086797976192,1636042515805110272,114891236,2016.0,-0.3613,0.5921,-0.6102,7.387,-7.276,0.729,1.278,0.715,0.0483,-0.0342,-0.0094,0.1726,0.2122,0.1697,-0.074,-0.0397,0.0479,0.3979,257,0,255,2,-0.2988,257.48,0.0,0.0,95,0,,1.4689,0.1466,-0.034,-0.176,-0.074,-0.358,0.011,30,20,1.18153,35,9,0,0.0742,89.3,1,0,0.985,0.177,0.107,0.32,0.183,-117.126,-26.025,29.941,26.375,0,279,137.85,1.4026,98.283,20.338823,0.011385,23,78.096,7.0781,11.033,20.60697,0.098443,24,311.57,19.193,16.233,18.51401,0.066991,0,0,0,0,0,2.827,2.09296,0.268147,1.824814,,,0,,,,290.9709458919,-0.0795573315,207.7126325499,-57.1810882902,,,,,20.32839,0.011283,139.18,1.479,167.87972318856,11.6796,-60.60981659061,11.4805,0.3814,0.277,167.87965729499,-60.60981090899,4825.81543,3317.96704,6522.60791,5312.50928,2981.3728,6739.15186,10133.0
"[0.49344656191901465, 1.38497054076671, 2.2254344847494996, 3.48283830527284, 4.178488186394859, 5.611721822576867, 5.953966481768742, 6.661275526706038, 7.210662297630738, 7.440654315535387, 8.436023171168273, 8.678260674798048]",26.0,0.49344656191901465,Gaia EDR3 5337638197007324928,167.93368168515,0.3399,-60.66389258285,0.3843,5337638197007324928,1636042515805110272,343664557,2016.0,1.0151,0.4574,2.2196,7.698,-7.378,0.398,2.196,0.489,-0.0253,0.0592,-0.1431,-0.0463,-0.1453,-0.0032,-0.0503,0.0154,-0.168,0.1313,231,0,230,1,4.4351,344.29,1.704,2.95,95,0,,1.5813,0.0948,-0.168,-0.048,-0.041,-0.165,0.061,27,18,0.689583,31,11,5,0.0345,101.0,0,58,1.215,0.321,0.166,0.0973,0.53,-73.661,81.52,-58.28,25.849,0,239,255.89,1.6792,152.384,19.667252,0.007639,0,,,,,,0,,,,,,,,,,2,,,,,,,0,,,,291.0158039363,-0.1197361238,207.8183157435,-57.1997261875,,,423105231,,19.667252,0.007639,255.89,,167.93374861482,6.4319,-60.663902345,7.8541,0.1322,0.493,167.93368168515,-60.66389258285,2239.61011,1291.73718,4775.68555,,,,10099.0
"[0.290487122745118, 2.3174007164035344, 3.543746468577385, 3.798668230318838, 7.8444309654150635, 8.352206415220452]",27.0,0.290487122745118,Gaia EDR3 5337639227842839168,168.06082473629,0.262,-60.64055275263,0.264,5337639227842839168,1636042515805110272,1699415396,2016.0,0.7209,0.3474,2.0752,5.858,-5.53,0.371,1.935,0.352,0.0835,0.0088,-0.0858,0.0173,0.091,0.0491,-0.0692,0.2885,0.1631,0.2848,316,0,314,2,0.2234,343.07,0.963,1.21,95,0,,1.2403,0.0769,-0.04,-0.022,-0.072,-0.174,0.037,38,23,0.572502,43,16,0,0.018,42.6,1,4,1.008,0.162,0.0895,0.144,0.379,-102.557,-54.205,-56.533,29.502,0,317,281.9,2.567,109.818,19.562117,0.010263,6,578.75,115.0,5.033,18.432314,0.215761,6,695.1,47.546,14.62,17.64277,0.074362,0,0,0,0,0,4.519,0.789543,-1.129803,1.919346,,,0,,,,291.0648577383,-0.0747748759,207.867463452,-57.1387525929,,,,,19.565912,0.010297,280.92,3.32,168.06087486279,5.9603,-60.64056135134,5.6503,0.2793,0.29,168.06082473629,-60.64055275263,3889.34521,2262.32202,6011.79834,9948.46094,8394.26367,11984.6484,10033.0
"[0.4065846115848737, 6.5096083940697325, 6.909769618241531, 7.082464590506736, 7.18995880502274, 7.63581529311214, 7.858040825441031]",28.0,0.4065846115848737,Gaia EDR3 5337639983756592128,167.86889863759,0.0584,-60.62017889478,0.0523,5337639983756592128,1636042515805110272,1341910647,2016.0,0.5934,0.0667,8.899,7.013,-6.989,0.074,0.587,0.065,0.0545,-0.1215,-0.2933,0.1014,0.0834,0.1374,-0.0812,0.0585,0.1042,0.1314,421,0,420,1,1.0409,464.38,0.226,1.36,31,0,1.441,,,,,,,,49,28,0.106409,55,18,0,0.0183,90.2,1,0,1.036,0.105,0.106,0.0736,0.283,-100.063,-34.615,58.203,27.306,0,426,2213.4,3.9512,560.174,17.324726,0.003369,44,891.51,6.6037,135.001,17.963232,0.008513,41,1852.2,11.631,159.244,16.578661,0.007795,0,0,0,1,0,1.24,1.384571,0.638506,0.746065,,,0,,,,290.9699515824,-0.0911493308,207.7195791237,-57.1920970378,,,423105033,,17.324726,0.003369,2213.4,-0.017,167.86896194858,1.2051,-60.62018150211,1.0416,0.1171,0.407,167.86889863759,-60.62017889478,1739.22852,1540.78821,1965.53882,1734.44568,1572.31433,1966.76685,10033.0
"[5.856359615305167, 7.798734144709239]",29.0,5.856359615305167,Gaia EDR3 5337638884204941312,167.99690803863,1.4075,-60.66598805225,1.5856,5337638884204941312,1636042515805110272,1808509860,2016.0,-1.2006,2.1821,-0.5502,6.215,-5.646,2.398,2.598,1.791,-0.005,-0.0669,-0.228,0.1933,0.7014,0.5466,-0.1306,0.4656,-0.2747,0.2945,85,0,85,0,0.3772,85.77,1.875,0.426,95,0,,1.3855,0.4355,0.185,-0.407,-0.421,-0.457,0.352,10,10,3.63115,12,5,3,0.0458,127.0,0,16,1.026,0.122,0.306,0.209,0.216,-12.884,-35.337,50.324,29.621,1,100,94.873,1.3149,72.151,20.74451,0.015298,0,,,,,,0,,,,,,,,,,2,,,,,,,0,,,,291.0453087454,-0.1100744194,207.8608840181,-57.1789457332,,,,,20.74451,0.015298,94.873,,167.9969592609,38.7205,-60.66599959713,28.9048,0.2527,5.856,167.99690803863,-60.66598805225,4332.8584,2301.50977,6427.45459,,,,20099.0
"[0.4477884224467993, 1.113396160344018, 2.690694215383743, 3.766761688087886, 9.569355353572425, 9.909411612038165]",30.0,0.4477884224467993,Gaia EDR3 5337639949353991808,167.87900189559,0.0262,-60.64167400055,0.0238,5337639949353991808,1636042515805110272,692961830,2016.0,1.5744,0.0285,55.277,12.79,-12.745,0.038,1.076,0.034,0.3477,-0.1509,0.0742,0.2819,0.0851,0.3133,0.239,-0.0937,-0.0575,0.5436,289,289,288,1,8.7481,1628.22,0.233,47.9,95,0,,1.5942,0.0055,-0.002,-0.071,-0.02,-0.043,0.032,34,22,0.0633063,42,13,3,0.0296,110.0,5,0,1.389,,,,,,,,,0,136,289220.0,848.67,340.796,12.03428,0.004212,0,,,,,,0,,,,,,,,,,1,,,,,,,0,,,,290.9826236208,-0.1092051134,207.7544303299,-57.2035042854,,,423104993,,12.03428,0.004212,289220.0,,167.87911742969,0.6142,-60.64167878371,0.5381,0.5247,0.448,167.87900189559,-60.64167400055,626.755432,617.062927,639.084961,,,,10099.0
"[0.3529981386033805, 7.488022556289654, 8.183300453191082, 8.402649536224942, 9.321263207113523, 9.326787691417618, 9.662458028588068]",31.0,0.3529981386033805,Gaia EDR3 5337638197050483072,167.93536503409,0.0102,-60.66742481116,0.0109,5337638197050483072,1636042515805110272,664214568,2016.0,0.831,0.0128,65.1155,12.985,-12.355,0.013,3.995,0.013,0.1718,-0.0106,-0.0715,0.0555,0.1051,0.0613,-0.2006,0.0726,0.0624,0.2393,417,417,410,7,-3.1575,831.49,0.088,8.46,31,0,1.473,,,,,,,,48,28,0.0200474,59,20,5,0.0105,96.9,0,0,0.89,,,,,,,,,0,421,738890.0,173.72,4253.324,11.015914,0.002767,48,332360.0,226.76,1465.699,11.534535,0.002887,47,579100.0,275.11,2104.981,10.341017,0.003814,0,0,0,0,0,1.234,1.193519,0.518621,0.674897,-17.8,0.38,5,5000.0,3.0,0.0,291.0178932481,-0.1227011755,207.8240576874,-57.2015922345,,,423105247,,11.015914,0.002767,738890.0,-0.002,167.93547712932,0.2083,-60.66744256609,0.2111,0.23,0.353,167.93536503409,-60.66742481116,1181.95581,1164.3551,1197.81348,1181.87415,1162.81763,1207.95288,10033.0
"[0.11762467648703565, 4.344033977733775, 5.022031296741698, 7.097004181110714, 8.537745753692416, 8.867582597703068, 9.034359740308906, 9.064859810097373]",32.0,0.11762467648703565,Gaia EDR3 5337640052476389760,167.86506077019,0.0521,-60.61607193194,0.0525,5337640052476389760,1636042515805110272,216579206,2016.0,0.6514,0.0643,10.1376,7.187,-7.165,0.066,0.566,0.063,0.1123,-0.1774,-0.1623,0.0588,0.05,0.0984,-0.1225,0.0784,0.1238,0.2035,398,0,397,1,-0.4374,395.73,0.0,0.0,31,0,1.44,,,,,,,,47,28,0.0990641,53,17,1,0.0075,98.8,0,0,0.984,0.194,0.133,0.112,0.203,-98.636,-49.519,48.579,28.41,0,412,2313.4,4.3043,537.455,17.276758,0.003417,43,953.93,12.266,77.77,17.889751,0.014237,44,1984.0,17.955,110.498,16.504051,0.010528,0,1,0,1,0,1.27,1.3857,0.612993,0.772707,,,0,,,,290.9666625002,-0.0880518047,207.7117190942,-57.1905887343,,,423105031,,17.276758,0.003417,2313.4,0.013,167.86512567157,1.0736,-60.61607444691,1.0219,0.1926,0.118,167.86506077019,-60.61607193194,1517.78516,1394.95337,1699.58691,1579.40149,1438.96741,1733.01416,10033.0
"[0.2919444027267324, 0.7841450805033167, 5.304867821875321, 5.46765075120596, 5.9717141065752095, 7.862122304182283, 7.972884399087577, 8.214650232371886, 8.259286898786467, 8.451678106546419, 8.729904096727134, 9.29764117857216, 9.644518346722625, 9.780745267424857]",33.0,0.2919444027267324,Gaia EDR3 5337638261431620352,167.89653901841,0.0504,-60.65556613694,0.0494,5337638261431620352,1636042515805110272,1031313631,2016.0,0.4091,0.0614,6.6647,6.679,-6.503,0.064,1.524,0.06,0.1012,-0.1226,-0.1471,0.0922,-0.0107,0.1141,-0.1317,0.0339,0.1062,0.1585,410,0,409,1,2.9177,514.68,0.162,0.869,31,0,1.39,,,,,,,,49,28,0.0928556,55,19,0,0.0215,77.6,1,0,1.104,0.146,0.136,0.0782,0.216,-103.884,-48.627,53.339,27.073,0,445,2533.6,3.9955,634.126,17.178003,0.003244,37,901.68,9.6267,93.664,17.950914,0.011923,40,2567.9,20.883,122.965,16.22396,0.009604,0,37,0,40,0,1.369,1.726954,0.772911,0.954042,,,0,,,,290.9958095448,-0.1188495931,207.7838933232,-57.2070005315,,,423105263,,17.178003,0.003244,2533.6,0.071,167.89659799875,1.0285,-60.65557290904,0.9731,0.1459,0.292,167.89653901841,-60.65556613694,2408.29639,2096.17505,2691.78076,2348.38403,2043.88306,2676.32666,10033.0
"[0.424614570917372, 4.152577135144369, 6.5854529406695415, 7.115129007970759, 7.161715535174781, 7.665523048005931, 8.347816998617327, 8.380263527642727, 8.478610600121208, 8.689600631264392, 9.370754304504754, 9.412804607471836, 9.58454096782393, 9.829196502521631]",34.0,0.424614570917372,Gaia EDR3 5337638265726772480,167.89975583679,0.0926,-60.65729826029,0.094,5337638265726772480,1636042515805110272,1098923845,2016.0,0.2637,0.1126,2.3414,7.1,-6.567,0.117,2.699,0.114,0.1046,-0.0739,-0.2115,0.0868,-0.1144,0.1016,-0.2227,0.0045,0.1057,0.2027,387,0,384,3,0.3717,405.66,0.085,0.0633,31,0,1.427,,,,,,,,46,27,0.176037,53,19,0,0.0248,92.0,0,0,1.013,0.153,0.141,0.0991,0.219,-123.472,-54.656,52.304,25.64,0,420,944.97,1.3841,682.737,18.24882,0.003181,39,362.09,5.6788,63.762,18.941502,0.017255,40,826.8,6.153,134.373,17.4544,0.00892,0,1,0,1,0,1.258,1.487102,0.692682,0.79442,,,0,,,,290.9979210818,-0.1198628445,207.7882154966,-57.2070739167,,,423105267,,18.24882,0.003181,944.97,-0.011,167.89981539411,1.8969,-60.65731025718,1.8503,0.1888,0.425,167.89975583679,-60.65729826029,3842.76807,2761.10425,5436.2251,3300.7085,2591.24683,4327.50977,10033.0
"[1.0841179647037953, 7.295142371729474, 7.3873349334446425, 9.245061369567164]",35.0,1.0841179647037953,Gaia EDR3 5337640464793028480,167.9355259596,0.0251,-60.56748713104,0.0234,5337640464793028480,1636042515805110272,386801697,2016.0,0.7288,0.0307,23.7032,7.454,-7.424,0.033,0.669,0.028,0.0158,-0.2217,-0.0896,0.0198,0.096,0.0599,0.0624,0.0711,0.1272,0.0353,365,0,362,3,5.2453,537.39,0.16,4.55,31,0,1.519,,,,,,,,43,28,0.0451987,47,14,0,0.00987,97.3,0,0,1.202,0.0706,0.0587,0.0742,0.261,-128.135,-9.073,28.165,26.363,0,360,13847.0,6.917,2001.901,15.333974,0.002808,43,7034.3,34.851,201.841,15.720492,0.00606,37,10119.0,20.907,484.024,14.735018,0.004395,0,1,0,0,0,1.239,0.985475,0.386518,0.598956,,,0,,,,290.9804841939,-0.0300291107,207.691920796,-57.1319167041,,,423100819,,15.333974,0.002808,13847.0,0.023,167.93559310558,0.5232,-60.56749010521,0.4491,0.0312,1.084,167.9355259596,-60.56748713104,1315.38782,1267.2998,1365.34045,1314.51367,1263.5354,1366.67505,10033.0
"[0.27748758341470353, 2.1238603115965993, 6.541399047460359, 7.646095283532143, 8.72707229751452, 8.844084441443838, 8.963951418893743]",36.0,0.27748758341470353,Gaia EDR3 5337638879908238080,168.004464749,0.0948,-60.67091465087,0.0992,5337638879908238080,1636042515805110272,1511740121,2016.0,0.2826,0.1198,2.3587,6.295,-6.048,0.124,1.746,0.132,0.0493,0.033,-0.2033,0.0628,0.0401,0.0842,-0.1409,0.0919,0.0378,0.2124,381,0,379,2,-0.6311,396.02,0.0,0.0,95,0,,1.2832,0.0273,0.008,-0.079,-0.101,-0.182,0.036,45,27,0.196235,51,15,0,0.00846,114.0,1,0,0.976,0.116,0.122,0.0843,0.301,-112.431,-60.048,39.291,24.776,0,389,913.02,1.6636,548.825,18.286171,0.003392,44,245.45,10.676,22.991,19.36363,0.047307,42,1129.6,14.352,78.703,17.115606,0.014304,0,20,0,21,0,1.506,2.248024,1.077459,1.170565,,,0,,,,291.0505848821,-0.1132582553,207.8721636968,-57.1797182749,,,,,18.272985,0.003378,924.17,0.136,168.00451963011,2.0111,-60.67092240885,2.1302,0.2018,0.277,168.004464749,-60.67091465087,4002.21021,2895.49512,5523.06543,2981.90112,2442.21753,3795.79907,10033.0
"[0.267830869867115, 3.9243287245789364, 4.740144546426041, 6.748466792612977, 6.780438074469121, 7.348960693429572, 8.862830098914129, 9.662065447282428]",37.0,0.267830869867115,Gaia EDR3 5337638471928394752,167.8676626488,0.044,-60.64346959503,0.0441,5337638471928394752,1636042515805110272,1090158165,2016.0,0.3538,0.0537,6.5854,6.239,-5.924,0.055,1.958,0.054,0.1035,-0.0093,-0.2109,0.1464,0.0353,0.1601,-0.0879,0.0532,0.1262,0.147,406,8,404,2,3.1445,516.26,0.207,1.95,31,0,1.458,,,,,,,,47,27,0.0810431,53,18,0,0.00916,95.3,0,0,1.112,,,,,,,,,0,385,3674.1,7.9589,461.633,16.774496,0.003623,44,1590.5,17.365,91.589,17.33472,0.012178,42,3116.0,19.749,157.78,16.013903,0.007851,0,1,0,3,0,1.281,1.320818,0.560225,0.760593,,,0,,,,290.9781472703,-0.1129588483,207.7496670131,-57.2087456861,,,423105129,,16.774496,0.003623,3674.1,0.031,167.8677163522,0.8907,-60.64347829692,0.8701,0.1295,0.268,167.8676626488,-60.64346959503,2760.73267,2422.40723,3169.6543,2670.28247,2378.34766,2971.16309,10033.0
