name,usrid,ra,dec,err_ellipse_r0,err_ellipse_r1,err_ellipse_ang,significance,extent_flag,pileup_flag,sat_src_flag,streak_src_flag,conf_flag,flux_aper90_mean_b,e_flux_aper90_mean_b,flux_aper90_mean_h,e_flux_aper90_mean_h,flux_aper90_mean_m,e_flux_aper90_mean_m,flux_aper90_mean_s,e_flux_aper90_mean_s,kp_intra_prob_b,ks_intra_prob_b,var_inter_prob_b,nh_gal,flux_powlaw_mean,e_flux_powlaw_mean,powlaw_gamma_mean,e_powlaw_gamma_mean,powlaw_nh_mean,e_powlaw_nh_mean,powlaw_ampl_mean,e_powlaw_ampl_mean,powlaw_stat,remove_code,flux_significance_b_max,flux_aper90_ave_s,e_flux_aper90_ave_s,flux_aper90_ave_m,e_flux_aper90_ave_m,flux_aper90_ave_h,e_flux_aper90_ave_h,chisqr,dof,kp_prob_b_max,var_inter_prob,significance_max,flux_flag,flux_aper90_ave_b,e_flux_aper90_ave_b,_q,_rs_gaia,_r_gaia,DR3Name_gaia,RA_ICRS_gaia,DE_ICRS_gaia,SolID_gaia,Source_gaia,RandomI_gaia,e_RA_ICRS_gaia,e_DE_ICRS_gaia,Plx_gaia,e_Plx_gaia,RPlx_gaia,PM_gaia,pmRA_gaia,e_pmRA_gaia,pmDE_gaia,e_pmDE_gaia,RADEcor_gaia,RAPlxcor_gaia,RApmRAcor_gaia,RApmDEcor_gaia,DEPlxcor_gaia,DEpmRAcor_gaia,DEpmDEcor_gaia,PlxpmRAcor_gaia,PlxpmDEcor_gaia,pmRApmDEcor_gaia,NAL_gaia,NAC_gaia,NgAL_gaia,NbAL_gaia,gofAL_gaia,chi2AL_gaia,epsi_gaia,sepsi_gaia,Solved_gaia,APF_gaia,nueff_gaia,pscol_gaia,e_pscol_gaia,RApscolCorr_gaia,DEpscolCorr_gaia,PlxpscolCorr_gaia,pmRApscolCorr_gaia,pmDEpscolCorr_gaia,MatchObsA_gaia,Nper_gaia,amax_gaia,MatchObs_gaia,NewMatchObs_gaia,MatchObsrm_gaia,IPDgofha_gaia,IPDgofhp_gaia,IPDfmp_gaia,IPDfow_gaia,RUWE_gaia,SDSk1_gaia,SDSk2_gaia,SDSk3_gaia,SDSk4_gaia,SDMk1_gaia,SDMk2_gaia,SDMk3_gaia,SDMk4_gaia,Dup_gaia,o_Gmag_gaia,FG_gaia,e_FG_gaia,RFG_gaia,Gmag_gaia,e_Gmag_gaia,o_BPmag_gaia,FBP_gaia,e_FBP_gaia,RFBP_gaia,BPmag_gaia,e_BPmag_gaia,o_RPmag_gaia,FRP_gaia,e_FRP_gaia,RFRP_gaia,RPmag_gaia,e_RPmag_gaia,E_BP_RP__gaia,NBPcont_gaia,NBPblend_gaia,NRPcont_gaia,NRPblend_gaia,Mode_gaia,BP-RP_gaia,BP-G_gaia,G-RP_gaia,RV_gaia,e_RV_gaia,n_RV_gaia,o_RV_gaia,o_RVd_gaia,RVNper_gaia,RVS_N_gaia,RVgof_gaia,RVchi2_gaia,RVTdur_gaia,RVamp_gaia,RVtempTeff_gaia,RVtemplogg_gaia,RVtemp_Fe_H__gaia,Vatmparam_gaia,Vbroad_gaia,e_Vbroad_gaia,o_Vbroad_gaia,GRVSmag_gaia,e_GRVSmag_gaia,o_GRVSmag_gaia,RVSS_N_gaia,VarFlag_gaia,GLON_gaia,GLAT_gaia,ELON_gaia,ELAT_gaia,QSO_gaia,Gal_gaia,NSS_gaia,XPcont_gaia,XPsamp_gaia,RVS_gaia,EpochPh_gaia,EpochRV_gaia,MCMCGSP_gaia,MCMCMSC_gaia,And_gaia,PQSO_gaia,PGal_gaia,PSS_gaia,Teff_gaia,b_Teff_gaia,B_Teff_gaia,logg_gaia,b_logg_gaia,B_logg_gaia,__Fe_H__gaia,b__Fe_H__gaia,B__Fe_H__gaia,Dist_gaia,b_Dist_gaia,B_Dist_gaia,A0_gaia,b_A0_gaia,B_A0_gaia,AG_gaia,b_AG_gaia,B_AG_gaia,E_BP-RP__gaia,b_E_BP-RP__gaia,B_E_BP-RP__gaia,Lib_gaia,HIP_gaia,dHIP_gaia,nHIP_gaia,f_HIP_gaia,PS1coid_gaia,PS1_gaia,dPS1_gaia,nPS1_gaia,mPS1_gaia,f_PS1_gaia,SDSS13coid_gaia,SDSS13_gaia,dSDSS13_gaia,nSDSS13_gaia,mSDSS13_gaia,f_SDSS13_gaia,SKYM2_gaia,dSKYM2_gaia,nSKYM2_gaia,mSKYM2_gaia,f_SKYM2_gaia,TYC2_gaia,dTYC2_gaia,f_TYC2_gaia,TYC2moid_gaia,nTYC2_gaia,URAT1_gaia,dURAT1_gaia,f_URAT1_gaia,URAT1oid_gaia,nURAT1_gaia,mURAT1_gaia,AllWISE_gaia,dAllWISE_gaia,f_AllWISE_gaia,AllWISEoid_gaia,nAllWISE_gaia,mAllWISE_gaia,APASS9coid_gaia,APASS9_gaia,dAPASS9_gaia,nAPASS9_gaia,mAPASS9_gaia,f_APASS9_gaia,GSC23_gaia,dGSC23_gaia,f_GSC23_gaia,GSC23coid_gaia,nGSC23_gaia,mGSC23_gaia,RAVE5_gaia,dRAVE5_gaia,f_RAVE5_gaia,RAVE5coid_gaia,nRAVE5_gaia,_2MASS_gaia,d2MASS_gaia,f_2MASS_gaia,_2MASScoid_gaia,n2MASS_gaia,m2MASS_gaia,RAVE6_gaia,dRAVE6_gaia,f_RAVE6_gaia,RAVE6oid_gaia,nRAVE6_gaia,RAJ2000_gaia,DEJ2000_gaia,e_RAJ2000_gaia,e_DEJ2000_gaia,RADEcorJ2000_gaia,_rs_2mass,_r_2mass,RAJ2000_2mass,DEJ2000_2mass,errMaj_2mass,errMin_2mass,errPA_2mass,_2MASS_2mass,Jmag_2mass,Jcmsig_2mass,e_Jmag_2mass,Jsnr_2mass,Hmag_2mass,Hcmsig_2mass,e_Hmag_2mass,Hsnr_2mass,Kmag_2mass,Kcmsig_2mass,e_Kmag_2mass,Ksnr_2mass,Qflg_2mass,Rflg_2mass,Bflg_2mass,Cflg_2mass,Ndet_2mass,prox_2mass,pxPA_2mass,pxCntr_2mass,Xflg_2mass,Aflg_2mass,Cntr_2mass,Hemis_2mass,Date_2mass,Scan_2mass,GLON_2mass,GLAT_2mass,Xscan_2mass,_tab1_36_2mass,Jpsfchi_2mass,Hpsfchi_2mass,Kpsfchi_2mass,Jstdap_2mass,e_Jstdap_2mass,Hstdap_2mass,e_Hstdap_2mass,Kstdap_2mass,e_Kstdap_2mass,edgeNS_2mass,edgeEW_2mass,edge_2mass,dup_2mass,use_2mass,opt_2mass,Dopt_2mass,PAopt_2mass,Bmag_2mass,Rmag_2mass,Nopt_2mass,extKey_2mass,scanKey_2mass,coaddKey_2mass,coadd_2mass,Opt_2mass,_rs_catwise,_r_catwise,objID_catwise,RA_ICRS_catwise,e_RA_ICRS_catwise,DE_ICRS_catwise,e_DE_ICRS_catwise,Name_catwise,ePos_catwise,Xpos_catwise,Ypos_catwise,skyW1_catwise,e_skyW1_catwise,confW1_catwise,skyW2_catwise,e_skyW2_catwise,confW2_catwise,nW1_catwise,mW1_catwise,nW2_catwise,mW2_catwise,_tab1_20_catwise,RAPMdeg_catwise,e_RAPMdeg_catwise,DEPMdeg_catwise,e_DEPMdeg_catwise,ePosPM_catwise,pmRA_catwise,e_pmRA_catwise,pmDE_catwise,e_pmDE_catwise,snrW1pm_catwise,snrW2pm_catwise,FW1pm_catwise,e_FW1pm_catwise,FW2pm_catwise,e_FW2pm_catwise,W1mproPM_catwise,e_W1mproPM_catwise,chi2W1pm_catwise,W2mproPM_catwise,e_W2mproPM_catwise,chi2W2pm_catwise,chi2pm_catwise,pmQual_catwise,Dist_catwise,dW1mpro_catwise,chi2dW1mpro_catwise,dW2mpro_catwise,chi2dW2mpro_catwise,ELONavg_catwise,e_ELONavg_catwise,ELATavg_catwise,e_ELATavg_catwise,dELON_catwise,e_dELON_catwise,dELAT_catwise,e_dELAT_catwise,snrdELON_catwise,snrdELAT_catwise,chi2pmRA_catwise,chi2pmDE_catwise,ka_catwise,k1_catwise,k2_catwise,km_catwise,plx1_catwise,e_plx1_catwise,plx2_catwise,e_plx2_catwise,Sep_catwise,ccf_catwise,abf_catwise,WISEA_catwise,_rs_unwise,_r_unwise,objID_unwise,RAJ2000_unwise,DEJ2000_unwise,XposW1_unwise,XposW2_unwise,YposW1_unwise,YposW2_unwise,FW1_unwise,FW2_unwise,e_XposW1_unwise,e_XposW2_unwise,e_YposW1_unwise,e_YposW2_unwise,e_FW1_unwise,e_FW2_unwise,q_W1_unwise,q_W2_unwise,rchi2W1_unwise,rchi2W2_unwise,fFW1_unwise,fFW2_unwise,FW1lbs_unwise,FW2lbs_unwise,e_FW1lbs_unwise,e_FW2lbs_unwise,fwhmW1_unwise,fwhmW2_unwise,SpModW1_unwise,SpModW2_unwise,e_SpModW1_unwise,e_SpModW2_unwise,skyW1_unwise,skyW2_unwise,RAW1deg_unwise,RAW2deg_unwise,DEW1deg_unwise,DEW2deg_unwise,coaddID_unwise,detIDW1_unwise,detIDW2_unwise,nmW1_unwise,nmW2_unwise,PrimW1_unwise,PrimW2_unwise,FlagsW1_unwise,FlagsW2_unwise,f_FlagsW1_unwise,f_FlagsW2_unwise,Prim_unwise,_rs_allwise,_r_allwise,AllWISE_allwise,RAJ2000_allwise,DEJ2000_allwise,eeMaj_allwise,eeMin_allwise,eePA_allwise,Im_allwise,W1mag_allwise,e_W1mag_allwise,W2mag_allwise,e_W2mag_allwise,W3mag_allwise,e_W3mag_allwise,W4mag_allwise,e_W4mag_allwise,Jmag_allwise,e_Jmag_allwise,Hmag_allwise,e_Hmag_allwise,Kmag_allwise,e_Kmag_allwise,wx_allwise,wy_allwise,ID_allwise,snr1_allwise,chi2W1_allwise,snr2_allwise,chi2W2_allwise,snr3_allwise,chi2W3_allwise,snr4_allwise,chi2W4_allwise,chi2_allwise,nb_allwise,na_allwise,sat1_allwise,sat2_allwise,sat3_allwise,sat4_allwise,ccf_allwise,ex_allwise,var_allwise,nW1_allwise,mW1_allwise,nW2_allwise,mW2_allwise,nW3_allwise,mW3_allwise,nW4_allwise,mW4_allwise,satnum_allwise,RA_pm_allwise,e_RA_pm_allwise,DE_pm_allwise,e_DE_pm_allwise,cosig_pm_allwise,pmRA_allwise,e_pmRA_allwise,pmDE_allwise,e_pmDE_allwise,chi2W1_pm_allwise,chi2W2_pm_allwise,chi2W3_pm_allwise,chi2W4_pm_allwise,chi2pm_allwise,qpm_allwise,qph_allwise,fdet_allwise,fmoon_allwise,covW1_allwise,covW2_allwise,covW3_allwise,covW4_allwise,_2Mkey_allwise,d2M_allwise,_2M_allwise,PU,PU_gaia,PU_CU_gaia,PU_plx_gaia,PU_e_plx_gaia,PU_epsi_gaia,X_PU_gaia,cp_flag_gaia,_r2_gaia,PU_2mass,PU_CU_2mass,PU_plx_2mass,PU_e_plx_2mass,PU_epsi_2mass,X_PU_2mass,cp_flag_2mass,_r2_2mass,PU_catwise,PU_CU_catwise,PU_plx_catwise,PU_e_plx_catwise,PU_epsi_catwise,X_PU_catwise,cp_flag_catwise,_r2_catwise,PU_unwise,PU_CU_unwise,PU_plx_unwise,PU_e_plx_unwise,PU_epsi_unwise,X_PU_unwise,cp_flag_unwise,_r2_unwise,PU_allwise,PU_CU_allwise,PU_plx_allwise,PU_e_plx_allwise,PU_epsi_allwise,X_PU_allwise,cp_flag_allwise,_r2_allwise,rgeo,rpgeo,b_rgeo,B_rgeo,b_rpgeo,B_rpgeo,Jmag,Hmag,Kmag,e_Jmag,e_Hmag,e_Kmag,W1mag,W2mag,W3mag,W4mag,e_W1mag,e_W2mag,e_W3mag,e_W4mag,gaia_test,W1mag_unwise,W2mag_unwise,e_W1mag_unwise,e_W2mag_unwise,CSC_flags
2CXO J111155.3-603652,1,167.98079166666665,-60.61453333333333,0.81,0.72,98.6,6.93,False,0.0,0.0,False,0.0,6.918265578615111e-15,1.3564225773698825e-15,2.1850000000000002e-15,1.15e-15,1.775e-15,4.79e-16,2.9582655786151108e-15,5.366015359638425e-16,0.818,0.772,,145.4,,,,,,,,,,0,6.93,2.9582655786151108e-15,5.366015359638425e-16,1.775e-15,4.79e-16,2.1850000000000002e-15,1.15e-15,,0.0,0.818,,6.93,0,6.918265578615111e-15,1.3564225773698825e-15,1,"[0.1380482818218684, 6.890540219488849, 8.321658009954355]",0.1380482818218684,Gaia DR3 5337639468360878848,167.98079883752,-60.61449514836,1.6361480689213768e+18,5337639468360878848,1808566689.0,0.0183,0.018,0.6777,0.0227,29.7976,7.514,-7.51,0.023,-0.264,0.023,0.1096,-0.336,0.0995,0.1285,0.0409,0.123,0.1926,-0.0295,-0.0676,0.1882,339.0,0.0,339.0,0.0,14.1475,892.4,0.172,20.44,31.0,0.0,1.637,,,,,,,,40.0,26.0,0.035112,45.0,12.0,0.0,0.0209,94.0,0.0,0.0,1.593,0.0851,0.092,0.0998,0.269,-102.029,-49.372,39.991,21.077,0.0,355.0,78824.33673,28.834,2733.7,13.445716,0.002784,37.0,48799.0,28.085,1737.6,13.617519,0.002859,36.0,43571.0,26.86,1622.2,13.149905,0.003838,1.172,0.0,0.0,0.0,0.0,0.0,0.467614,0.171803,0.295811,,,,,,,,,,,,,,,,,,,,,,,VARIABLE,291.01871068661,-0.06528105207,207.78259978421,-57.14874627942,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.999964,8224.3,8200.5,8276.4,4.1503,4.1159,4.1984,-0.2888,-0.2953,-0.2822,1523.8999,1434.9932,1590.6403,0.5851,0.5765,0.6048,0.5341,0.5261,0.5525,0.2857,0.2814,0.2955,PHOENIX,,,,,,,,,,,,,,,,,423100889.0,0.107213,1.0,0.0,8.0,,,,,,,,,,,,,,,,,,5037515.0,40524865.0,0.301654,1.0,0.0,8.0,S4A8014620,0.17422,8.0,84461806.0,1.0,0.0,,,,,,11115540-6036521,0.015665,8.0,43139917.0,1.0,0.0,,,,,,167.98086685731,-60.6144939762,0.372045,0.359627,0.1782,"[0.188, 6.869]",0.188,167.98087,-60.614498,0.06,0.06,0.0,11115540-6036521,12.74,0.023,0.026,227.2,12.587,0.032,0.033,133.1,12.582,0.032,0.033,68.2,AAA,222.0,111.0,000,556666.0,7.1,218.0,794092151.0,0.0,0.0,794092173.0,s,2000-01-23,100.0,291.019,-0.065,-71.7,2451566.822,0.67,0.82,0.82,12.756,0.008,12.634,0.051,12.629,0.052,2756.0,181.0,ne,0.0,1.0,U,0.2,105.0,15.1,14.0,1.0,,43449.0,999324.0,233.0,Opt,"[0.356, 7.378]",0.356,1680m606_b0-029723,167.9806173,0.0342,-60.6144835,0.0419,J111155.35-603652.1,0.0213,1038.737,976.432,104.49,77.8,14.82,205.05,93.2,26.2,13.0,13.0,13.0,13.0,56828.100335,167.9806511,0.035,-60.6144877,0.042,0.0217,-0.00212,0.0061,0.02926,0.007,58.1,71.3,10000.0,200.0,9000.0,100.0,12.449,0.019,10.5,12.613,0.015,3.573,6.992,3N000,0.268,,,,,,,,,,,,,,,,,2.0,2.0,2.0,2.0,,,,,1.218,0hd0,00,WISEA,"[0.241, 6.412]",0.241,1680m606o0021378,167.9807731,-60.6144671,975.468,975.404,1037.662,1037.701,9558.8,9528.1,0.003,0.008,0.003,0.008,21.323,47.737,1.0,1.0,66.88,9.981,0.6873,0.6675,9655.3,9430.1,21.752,48.927,2.6447,2.8614,7.52211e-05,0.000775397,9.91248e-05,0.000213,-61.898,-10.773,167.9807731,167.9807118,-60.6144671,-60.6145161,1680m606,1680m606w1o0022967,1680m606w2o0017957,212.0,212.0,1.0,1.0,32.0,32.0,0.0,0.0,1.0,[1.327],1.327,,167.9801483,-60.6147238,0.0593,0.0573,21.4,Im,12.315,0.034,12.445,0.029,9.205,0.054,6.217,0.073,12.74,0.026,12.587,0.033,12.582,0.033,2077.126,1951.264,1.6800606013510267e+18,31.5,9.7,37.4,2.88,20.1,12.9,14.9,9.43,8.15,2.0,0.0,0.0,0.0,0.0,0.0,0hd0,1.0,3087,57.0,57.0,57.0,57.0,36.0,36.0,31.0,35.0,0.0,167.9801633,0.058,-60.614723,0.0592,-0.0395,166.0,36.0,8.0,37.0,9.69,2.89,12.9,9.42,8.15,1N000,AAAA,15.0,0.0,56.623,57.668,37.206,34.642,794092173.0,1.512,2M,0.81,0.0013995877535903,3.66e-05,0.0013553999999999,4.5400000000000006e-05,0.0003439999999999,0.8100012091632209,0,6.890540219488849,0.1200081559991653,0.12,0.0013553999999999,4.5400000000000006e-05,0.0003439999999999,0.8188418391278747,0,6.869,0.0838116788181694,0.0838,0.0013553999999999,4.5400000000000006e-05,0.0003439999999999,0.8143245038105633,0,7.378,0.0440222387699671,0.044,0.0013553999999999,4.5400000000000006e-05,0.0003439999999999,0.811195387996209,0,6.412,0.1186082522690558,0.1186,0.0013553999999999,4.5400000000000006e-05,0.0003439999999999,0.8186378427035487,-8,,1412.154052734375,1400.0892333984375,1366.433837890625,1459.220458984375,1366.4969482421875,1446.5677490234375,12.739999771118164,12.586999893188477,12.581999778747559,0.026000000536441803,0.032999999821186066,0.032999999821186066,,,,,,,,,1.0,12.544991562743169,12.520484233656742,-0.0024219727470035568,-0.005439677292066502,
2CXO J111153.8-603740,2,167.97454166666665,-60.62778055555555,0.86,0.77,111.0,3.03,False,0.0,0.0,False,0.0,1.3434542829059673e-15,4.493401386155443e-16,4.268682400295329e-16,3.2250349711916155e-16,2.855860428764341e-16,2.0474006573445143e-16,6.31e-16,2.3660000000000004e-16,0.485,0.417,,145.3,,,,,,,,,,0,3.03,6.31e-16,2.3660000000000004e-16,2.855860428764341e-16,2.0474006573445143e-16,4.268682400295329e-16,3.2250349711916155e-16,,0.0,0.485,,3.03,0,1.3434542829059673e-15,4.493401386155443e-16,2,"[0.15380523342177005, 5.785076249571117, 6.225034931096593, 7.450608700531641, 7.546458499426931, 8.231723802531548, 8.44870923577517, 8.617415062967, 9.481406767902335]",0.15380523342177,Gaia DR3 5337639090360789248,167.97451434436,-60.62773998804,1.6361480689213768e+18,5337639090360789248,822966431.0,0.3659,0.376,-0.1556,0.4499,-0.3459,6.578,-6.346,0.452,1.733,0.45,0.0537,-0.1203,-0.2005,0.0825,0.015,0.144,-0.0982,-0.0169,0.0081,0.1569,342.0,0.0,341.0,1.0,1.5556,429.6,1.676,2.091,95.0,0.0,,1.0496,0.1026,-0.054,-0.209,0.029,-0.176,0.119,39.0,26.0,0.671851,44.0,16.0,0.0,0.0326,78.9,0.0,0.0,1.06,0.154,0.0877,0.112,0.243,-125.741,-66.674,30.061,23.962,0.0,378.0,183.70711,0.87075,210.98,20.027052,0.005837,28.0,36.776,4.0142,9.1615,21.424618,0.118543,37.0,251.57,8.7799,28.653,18.746256,0.038081,1.57,0.0,1.0,0.0,0.0,0.0,2.678362,1.397566,1.280796,,,,,,,,,,,,,,,,,,,,,,,NOT_AVAILABLE,291.02081161713,-0.07871671928,207.79615594529,-57.16018617695,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.999989,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,167.97457184555,-60.62774768923,7.32116,7.243803,0.1428,"[7.439, 8.674]",7.439,167.976944,-60.626083,0.06,0.06,0.0,,9.905,0.021,0.024,3093.4,8.605,0.049,0.051,5210.9,8.053,0.025,0.029,4417.9,AAA,211.0,111.0,000,666666.0,7.4,143.0,794092025.0,0.0,0.0,794092046.0,s,2000-01-23,100.0,291.021,-0.077,-64.7,2451566.822,0.9,0.64,0.94,9.913,0.025,8.675,0.097,8.085,0.035,2797.0,188.0,ne,0.0,1.0,U,0.2,29.0,19.3,16.1,1.0,,43449.0,999324.0,233.0,Opt,[7.404],7.404,1680m606_b0-000559,167.9768817,0.0167,-60.6260739,0.0189,J111154.46-603733.9,0.0039,1041.131,961.259,15.87,41.9,3.22,168.55,90.3,25.77,13.0,13.0,13.0,13.0,57010.480231,167.9769198,0.0162,-60.6260845,0.0185,0.0037,0.00749,0.0029,-0.00855,0.0033,103.2,146.0,840000.0,8000.0,690000.0,5000.0,7.686,0.011,3.447,7.901,0.007,0.9002,2.156,2N000,0.028,0.049,4.406,-0.016,1.158,207.795471,0.017,-57.158193,0.018,-0.022,0.035,-0.016,0.037,0.608,0.441,0.303,17.1,3.0,3.0,3.0,3.0,-0.01,0.017,-0.016,0.018,0.029,0h00,00,WISEA,"[7.328, 8.908]",7.328,1680m606o0020978,167.9772593,-60.626242,960.053,960.249,1039.913,1040.113,780040.0,666400.0,0.001,0.001,0.001,0.0,484.93,257.21,0.12748,1.0,745.2,161.9,0.7522,0.9947,795520.0,665330.0,613.19,262.58,2.6389,2.8586,0.00157487,0.000310719,2.27267e-05,2.2e-05,-63.768,-13.596,167.9772593,167.9769473,-60.626242,-60.6260924,1680m606,1680m606w1o0022560,1680m606w2o0017617,73.0,214.0,1.0,1.0,97.0,33.0,24.0,8.0,1.0,[7.406],7.406,,167.9769052,-60.6260812,0.035,0.0327,138.8,Im,7.724,0.026,7.887,0.02,7.602,0.022,6.836,0.089,9.905,0.024,8.605,0.051,8.053,0.029,2081.281,1921.527,1.6800606013510257e+18,42.4,1.46,55.3,1.43,48.5,1.02,12.2,1.08,1.29,1.0,0.0,0.04,0.0,0.0,0.0,0h00,0.0,1111,57.0,57.0,57.0,57.0,35.0,35.0,29.0,34.0,7000.0,167.9769052,0.034,-60.6260812,0.0364,-0.0109,0.0,23.0,0.0,24.0,1.46,1.43,1.02,1.08,1.29,2N000,AAAA,15.0,0.0,55.808,58.299,36.954,36.06,794092046.0,0.069,2M,0.86,0.0035648132461603,0.000752,-0.0003112,0.0008998,0.003352,0.8600073882784263,0,5.785076249571117,0.1200505826286569,0.12,-0.0003112,0.0008998,0.003352,0.8683387256073979,-8,8.674,0.0379602738330481,0.0378,-0.0003112,0.0008998,0.003352,0.8608373727885424,-8,,0.006510943824055,0.0055,-0.0003112,0.0008998,0.003352,0.8600246463849044,-8,8.908,0.0700866776889873,0.07,-0.0003112,0.0008998,0.003352,0.8628511704746538,-8,,5077.5322265625,5621.7265625,3635.614990234375,7200.2333984375,4502.2607421875,7120.9501953125,,,,,,,,,,,,,,,1.0,7.765707815921681,7.908662529003173,-0.0006749731523682885,-0.00041906093821404336,
2CXO J111153.3-603620,3,167.97241666666667,-60.60561944444444,0.81,0.74,99.3,5.87,False,0.0,0.0,False,0.0,5.129217521746988e-15,1.082476134793296e-15,1.7050154063077908e-15,8.936790357935037e-16,1.5912021154391972e-15,4.435001278243646e-16,1.833e-15,4.2e-16,0.544,0.57,,145.6,,,,,,,,,,0,5.87,1.833e-15,4.2e-16,1.5912021154391972e-15,4.435001278243646e-16,1.7050154063077908e-15,8.936790357935037e-16,,0.0,0.544,,5.87,0,5.129217521746988e-15,1.082476134793296e-15,3,"[0.262851001517517, 2.688885607582338, 2.880831449320024, 3.6415916775505086, 3.9882607700744397, 4.013507897142305, 8.675720200798324]",0.262851001517517,Gaia DR3 5337640258634867840,167.97228946418,-60.60558158753,1.6361480689213768e+18,5337640258634867840,1032335354.0,0.062,0.0628,0.3686,0.0765,4.8167,6.159,-5.961,0.077,1.55,0.075,0.1427,-0.2504,-0.1716,0.0492,0.0524,0.0744,-0.0842,0.0563,0.0345,0.2087,368.0,0.0,367.0,1.0,0.6425,396.8,0.0,0.0,31.0,0.0,1.364,,,,,,,,43.0,28.0,0.115979,47.0,16.0,0.0,0.0238,98.5,0.0,0.0,1.023,0.161,0.164,0.0678,0.194,-106.326,-56.099,45.838,25.494,0.0,397.0,1850.7854,2.4918,742.76,17.518976,0.003119,16.0,617.12,15.189,40.628,18.362621,0.026869,15.0,1994.6,20.638,96.644,16.498278,0.011853,1.411,0.0,1.0,0.0,0.0,0.0,1.864344,0.843645,1.020698,,,,,,,,,,,,,,,,,,,,,,,NOT_AVAILABLE,291.0115006376,-0.05857988308,207.76545132468,-57.14552927213,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.999988,3866.8,3846.5,3889.4,4.3347,4.2821,4.3952,-0.4046,-0.4305,-0.3801,971.3345,906.9063,1034.7686,0.6262,0.5869,0.6711,0.4409,0.413,0.473,0.2429,0.228,0.2599,PHOENIX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S4A8014742,1.654389,8.0,84517838.0,1.0,1.0,,,,,,,,,,,,,,,,,167.97234344147,-60.6055884779,1.245856,1.208621,0.1996,"[1.907, 3.743]",1.907,167.971989,-60.605133,0.07,0.06,84.0,,14.487,0.077,0.078,45.5,14.067,0.09,0.09,34.1,13.906,0.083,0.083,20.1,AAA,222.0,111.0,ccc,666645.0,5.6,164.0,794092266.0,0.0,0.0,794092283.0,s,2000-01-23,100.0,291.011,-0.058,-56.0,2451566.8221,5.85,5.17,2.66,13.926,0.022,13.382,0.024,13.37,0.132,2722.0,196.0,ne,0.0,1.0,U,1.0,118.0,13.9,13.7,1.0,,43449.0,999325.0,245.0,Opt,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[2.146, 5.181, 8.624]",2.146,1680m606o0114992,167.9734243,-60.6052868,987.484,987.288,1042.388,1043.179,4999.2,6696.5,0.008,0.015,0.007,0.014,21.869,53.703,0.97618,0.97093,480.5,51.7,0.2818,0.2901,4917.9,6395.8,22.278,54.909,2.6456,2.8594,0.0081625,0.00490266,0.000167828,0.000314,-50.077,8.4232,167.9734243,167.9721923,-60.6052868,-60.6054368,1680m606,1680m606w1o0135744,1680m606w2o0071100,214.0,211.0,1.0,1.0,34.0,34.0,0.0,0.0,1.0,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.81,0.0007633139589972,0.0001256,0.0007371999999999,0.000153,0.0,0.810000359659303,0,2.688885607582338,0.1400020245312188,0.14,0.0007371999999999,0.000153,0.0,0.8220100771114914,-8,3.743,0.0007529095828849,,0.0007371999999999,0.000153,0.0,0.8100003499214307,-8,,0.0825034355214375,0.0824999999999999,0.0007371999999999,0.000153,0.0,0.81419089707073,-8,5.181,0.0007529095828849,,0.0007371999999999,0.000153,0.0,0.8100003499214307,-8,,2791.05810546875,2680.857177734375,2324.6533203125,3236.8779296875,2290.46044921875,3244.9501953125,,,,,,,,,,,,,,,1.0,13.248748720851621,12.903380317071786,-0.004749552940841642,-0.008707129306970183,
