name,usrid,ra,dec,err_ellipse_r0,err_ellipse_r1,err_ellipse_ang,significance,extent_flag,pileup_flag,sat_src_flag,streak_src_flag,conf_flag,flux_aper90_mean_b,e_flux_aper90_mean_b,flux_aper90_mean_h,e_flux_aper90_mean_h,flux_aper90_mean_m,e_flux_aper90_mean_m,flux_aper90_mean_s,e_flux_aper90_mean_s,kp_intra_prob_b,ks_intra_prob_b,var_inter_prob_b,nh_gal,flux_powlaw_mean,e_flux_powlaw_mean,powlaw_gamma_mean,e_powlaw_gamma_mean,powlaw_nh_mean,e_powlaw_nh_mean,powlaw_ampl_mean,e_powlaw_ampl_mean,powlaw_stat,remove_code,flux_significance_b_max,flux_aper90_ave_s,e_flux_aper90_ave_s,flux_aper90_ave_m,e_flux_aper90_ave_m,flux_aper90_ave_h,e_flux_aper90_ave_h,chisqr,dof,kp_prob_b_max,var_inter_prob,significance_max,flux_flag,flux_aper90_ave_b,e_flux_aper90_ave_b
2CXO J111131.7-603952,47,167.88229166666665,-60.66448888888889,0.78,0.75,42.8,5.78,False,False,False,False,False,3.622500827976505e-15,8.308416900665923e-16,1.2416010577195987e-15,6.712500211136361e-16,9.048997702569062e-16,3.2856098841410616e-16,1.4760000000000001e-15,3.630000000000001e-16,0.799,0.926,,145.1,,,,,,,,,,0,5.78,1.4760000000000001e-15,3.630000000000001e-16,9.048997702569062e-16,3.2856098841410616e-16,1.2416010577195987e-15,6.712500211136361e-16,,0.0,0.799,,5.78,0,3.622500827976505e-15,8.308416900665923e-16
2CXO J111121.7-603714,48,167.84045833333332,-60.620672222222225,0.98,0.83,64.1,7.62,False,False,False,False,False,3.099562021154392e-14,4.363612608107393e-15,3.018e-14,4.35e-15,6.859202115439197e-16,3.19050001776841e-16,1.297e-16,1.297e-16,0.828,0.728,,145.6,,,,,,,,,,0,7.62,1.297e-16,1.297e-16,6.859202115439197e-16,3.19050001776841e-16,3.018e-14,4.35e-15,,0.0,0.828,,7.62,0,3.099562021154392e-14,4.363612608107393e-15
2CXO J111148.7-604058,49,167.95312499999997,-60.68279722222222,0.81,0.76,20.4,3.31,False,False,False,False,False,5.3774030569351985e-15,1.5964030779873958e-15,5.209392504966939e-15,1.5937945763695595e-15,9.925683936387647e-17,7.498959820864241e-17,6.875371260438292e-17,5.1944161395809625e-17,0.087,0.265,,144.6,,,,,,,,,,0,3.11,6.875371260438292e-17,5.1944161395809625e-17,9.925683936387647e-17,7.498959820864241e-17,5.209392504966939e-15,1.5937945763695595e-15,,0.0,0.087,,3.11,0,5.3774030569351985e-15,1.5964030779873958e-15
2CXO J111126.0-603928,50,167.8585,-60.657894444444445,1.03,0.81,74.5,3.64,False,False,False,False,False,1.785278127996237e-15,4.819716876017346e-16,3.7787812799623708e-16,2.854909462348316e-16,5.636797884560802e-16,2.6775000211727783e-16,8.437202115439196e-16,2.8125000201564846e-16,0.159,0.394,,145.2,,,,,,,,,,0,3.64,8.437202115439196e-16,2.8125000201564846e-16,5.636797884560802e-16,2.6775000211727783e-16,3.7787812799623708e-16,2.854909462348316e-16,,0.0,0.159,,3.64,0,1.785278127996237e-15,4.819716876017346e-16
2CXO J111149.3-604114,51,167.95579166666664,-60.68729166666667,0.77,0.75,6.5,3.53,False,False,False,False,False,2.2149009428480517e-15,8.141571219053395e-16,1.1493191538243212e-15,7.388000122772308e-16,6.413e-16,2.7689999999999997e-16,4.2428178902373053e-16,2.0087994177704636e-16,0.999,0.927,,144.5,,,,,,,,,,0,3.53,4.2428178902373053e-16,2.0087994177704636e-16,6.413e-16,2.7689999999999997e-16,1.1493191538243212e-15,7.388000122772308e-16,,0.0,0.999,,3.53,0,2.2149009428480517e-15,8.141571219053395e-16
2CXO J111222.8-603919,52,168.09516666666664,-60.65535555555555,0.86,0.75,143.3,5.79,False,False,False,False,False,7.942659232297521e-15,1.5519785009999886e-15,3.480202115439197e-15,1.305500043424062e-15,1.5974571168583224e-15,4.80586000821855e-16,2.8650000000000002e-15,6.879999999999999e-16,0.34,0.508,,144.2,,,,,,,,,,0,5.79,2.8650000000000002e-15,6.879999999999999e-16,1.5974571168583224e-15,4.80586000821855e-16,3.480202115439197e-15,1.305500043424062e-15,,0.0,0.34,,5.79,0,7.942659232297521e-15,1.5519785009999886e-15
2CXO J111117.3-603659,53,167.82241666666664,-60.61663055555556,1.68,1.08,67.1,3.64,False,False,False,False,False,3.0507219629890906e-15,1.2031652785137238e-15,1.4952356669445697e-15,1.129666455329549e-15,2.445982755747458e-16,2.0559557613597157e-16,1.310888020469775e-15,3.5943128160678603e-16,0.966,0.779,,145.7,,,,,,,,,,0,3.35,1.310888020469775e-15,3.5943128160678603e-16,2.445982755747458e-16,2.0559557613597157e-16,1.4952356669445697e-15,1.129666455329549e-15,,0.0,0.966,,3.35,0,3.0507219629890906e-15,1.2031652785137238e-15
2CXO J111134.7-603318,54,167.89479166666663,-60.55522222222222,1.43,1.14,83.5,7.88,False,False,False,False,False,7.763882961614875e-15,1.5162932623926471e-15,1.5174787307364815e-15,1.2557000162526406e-15,2.057202115439197e-15,5.145001101848547e-16,4.1892021154391974e-15,6.765000837991281e-16,0.101,0.219,,146.3,,,,,,,,,,0,7.88,4.1892021154391974e-15,6.765000837991281e-16,2.057202115439197e-15,5.145001101848547e-16,1.5174787307364815e-15,1.2557000162526406e-15,,0.0,0.101,,7.88,0,7.763882961614875e-15,1.5162932623926471e-15
2CXO J111129.4-603346,55,167.87279166666667,-60.56299166666666,1.88,1.23,94.0,4.22,False,False,False,False,False,4.163329717499805e-15,1.0025060311125312e-15,1.0372499290437251e-15,7.83653357485813e-16,1.2052819038952774e-15,4.0945011214796905e-16,1.920797884560803e-15,4.725001199790616e-16,0.341,0.508,,146.2,,,,,,,,,,0,4.22,1.920797884560803e-15,4.725001199790616e-16,1.2052819038952774e-15,4.0945011214796905e-16,1.0372499290437251e-15,7.83653357485813e-16,,0.0,0.341,,4.22,0,4.163329717499805e-15,1.0025060311125312e-15
2CXO J111217.2-604023,56,168.07166666666663,-60.673249999999996,0.81,0.76,150.3,4.78,False,False,False,False,False,4.445239365368241e-15,1.072773124893056e-15,1.923797884560803e-15,8.915000635895814e-16,1.2313989422804013e-15,3.9575003581182017e-16,1.2900425385270366e-15,4.466001827894026e-16,0.426,0.284,,144.1,,,,,,,,,,0,4.78,1.2900425385270366e-15,4.466001827894026e-16,1.2313989422804013e-15,3.9575003581182017e-16,1.923797884560803e-15,8.915000635895814e-16,,0.0,0.426,,4.78,0,4.445239365368241e-15,1.072773124893056e-15
2CXO J111131.7-603328,57,167.88212499999997,-60.55794722222222,2.81,1.48,90.6,3.18,False,False,False,False,False,5.452982660244753e-15,1.8236533101375112e-15,4.6709999999999996e-15,1.789e-15,5.944e-16,3.242e-16,1.8758266024475366e-16,1.4172069564993435e-16,0.137,0.129,,146.2,,,,,,,,,,0,2.32,1.8758266024475366e-16,1.4172069564993435e-16,5.944e-16,3.242e-16,4.6709999999999996e-15,1.789e-15,,0.0,0.137,,2.32,0,5.452982660244753e-15,1.8236533101375112e-15
2CXO J111116.9-603620,58,167.82049999999998,-60.605555555555554,2.77,1.42,81.2,3.29,False,False,False,False,False,1.2622927540788753e-15,3.821677730057564e-16,2.140724276634088e-16,1.61733996779572e-16,1.649213841350652e-16,1.6232704692942532e-16,8.832989422804014e-16,3.058500463381637e-16,0.551,0.201,,145.8,,,,,,,,,,0,2.91,8.832989422804014e-16,3.058500463381637e-16,1.649213841350652e-16,1.6232704692942532e-16,2.140724276634088e-16,1.61733996779572e-16,,0.0,0.551,,2.91,0,1.2622927540788753e-15,3.821677730057564e-16
2CXO J111226.5-603903,59,168.11066666666665,-60.65092222222222,0.97,0.82,130.8,4.97,False,False,False,False,False,5.173418365486868e-15,9.945701275796202e-16,5.045024077956518e-16,3.811569368755997e-16,2.2091595769121607e-16,1.8409000012317913e-16,4.4480000000000005e-15,9e-16,0.652,0.814,,144.2,,,,,,,,,,0,4.97,4.4480000000000005e-15,9e-16,2.2091595769121607e-16,1.8409000012317913e-16,5.045024077956518e-16,3.811569368755997e-16,,0.0,0.652,,4.97,0,5.173418365486868e-15,9.945701275796202e-16
2CXO J111128.0-604027,60,167.86679166666664,-60.674258333333334,0.88,0.79,58.3,4.26,False,False,False,False,False,2.311178678928979e-15,5.533959993320258e-16,4.486504885394512e-16,3.389602176263636e-16,2.3752819038952775e-16,1.900450024162168e-16,1.625e-15,3.939999999999999e-16,0.478,0.519,,145.1,,,,,,,,,,0,4.26,1.625e-15,3.939999999999999e-16,2.3752819038952775e-16,1.900450024162168e-16,4.486504885394512e-16,3.389602176263636e-16,,0.0,0.478,,4.26,0,2.311178678928979e-15,5.533959993320258e-16
2CXO J111115.5-603631,61,167.81487499999997,-60.608805555555556,2.51,1.74,74.5,3.52,False,False,False,False,False,6.707870498722786e-15,2.1355994970585214e-15,6.200455968142852e-15,2.1198915656025347e-15,3.8326369291900797e-16,2.4092951752691947e-16,1.2415083766092585e-16,9.379727878830193e-17,0.47,0.152,,145.8,,,,,,,,,,0,3.52,1.2415083766092585e-16,9.379727878830193e-17,3.8326369291900797e-16,2.4092951752691947e-16,6.200455968142852e-15,2.1198915656025347e-15,,0.0,0.47,,3.52,0,6.707870498722786e-15,2.1355994970585214e-15
2CXO J111116.2-603810,62,167.81758333333332,-60.63611944444445,0.92,0.82,63.0,8.62,False,False,False,False,False,2.3345680386689494e-14,3.75718722329775e-15,1.7720000000000002e-14,3.67e-15,3.404478271250294e-15,6.606174895744351e-16,2.2212021154391974e-15,4.595001233734628e-16,1.0,1.0,,145.5,,,,,,,,,,0,8.62,2.2212021154391974e-15,4.595001233734628e-16,3.404478271250294e-15,6.606174895744351e-16,1.7720000000000002e-14,3.67e-15,,0.0,1.0,,8.62,0,2.3345680386689494e-14,3.75718722329775e-15
2CXO J111151.5-604153,63,167.96483333333333,-60.69817222222222,0.73,0.72,11.3,7.86,False,False,False,False,False,1.0324753278345921e-14,2.0340067533202847e-15,5.456817890237305e-15,1.8978169302740853e-15,2.519478271250294e-15,5.726355451171617e-16,2.3484571168583224e-15,4.555907200393178e-16,0.998,0.999,,144.3,,,,,,,,,,0,7.86,2.3484571168583224e-15,4.555907200393178e-16,2.519478271250294e-15,5.726355451171617e-16,5.456817890237305e-15,1.8978169302740853e-15,,0.0,0.998,,7.86,0,1.0324753278345921e-14,2.0340067533202847e-15
2CXO J111120.0-603939,64,167.833375,-60.66083888888889,1.26,1.26,0.0,3.28,False,False,False,False,True,1.685511605181024e-15,5.189593342770471e-16,5.266835985859715e-16,3.9791506252029627e-16,2.201760634631759e-16,1.7431500029269486e-16,9.386519431318766e-16,2.838955341771027e-16,0.7,0.589,,145.2,,,,,,,,,,0,3.14,9.386519431318766e-16,2.838955341771027e-16,2.201760634631759e-16,1.7431500029269486e-16,5.266835985859715e-16,3.9791506252029627e-16,,0.0,0.7,,3.14,0,1.685511605181024e-15,5.189593342770471e-16
2CXO J111224.5-603957,65,168.10229166666662,-60.665905555555554,0.84,0.77,137.4,6.5,False,False,False,False,False,6.746386756882759e-15,1.379295953676866e-15,1.847845022456551e-15,1.0957307233498917e-15,1.863063463175914e-15,5.021016253756496e-16,3.035478271250294e-15,6.706157376110622e-16,0.85,0.973,,144.0,,,,,,,,,,0,6.5,3.035478271250294e-15,6.706157376110622e-16,1.863063463175914e-15,5.021016253756496e-16,1.847845022456551e-15,1.0957307233498917e-15,,0.0,0.85,,6.5,0,6.746386756882759e-15,1.379295953676866e-15
2CXO J111149.5-604158,66,167.95658333333333,-60.69956944444444,0.71,0.71,59.3,25.9,False,False,False,False,False,6.169432904179102e-14,2.5375695452490063e-15,3.213797884560803e-15,9.935000570610086e-16,1.0560531157230223e-14,1.0412093130562266e-15,4.792e-14,2.0900000000000004e-15,0.268,0.283,,144.3,5.084861347736717e-14,2.347032227546928e-15,6.479298458918538,0.48426978849032604,61.6383076486423,7.774668053729673,0.0001621352493613935,3.735830723360738e-05,3.556,0,25.9,4.792e-14,2.0900000000000004e-15,1.0560531157230223e-14,1.0412093130562266e-15,3.213797884560803e-15,9.935000570610086e-16,,0.0,0.268,,25.9,0,6.169432904179102e-14,2.5375695452490063e-15
2CXO J111112.8-603633,67,167.80366666666666,-60.609344444444446,2.47,1.9,73.5,3.94,False,False,False,False,False,3.121359347169067e-15,1.2670245687599872e-15,1.172e-15,1.172e-15,7.587582894494681e-16,3.2490716673593803e-16,1.1906010577195986e-15,3.5525003989451845e-16,1.0,0.942,,145.8,,,,,,,,,,0,3.94,1.1906010577195986e-15,3.5525003989451845e-16,7.587582894494681e-16,3.2490716673593803e-16,1.172e-15,1.172e-15,,0.0,1.0,,3.94,0,3.121359347169067e-15,1.2670245687599872e-15
2CXO J111139.9-604149,68,167.91666666666666,-60.696980555555555,0.84,0.77,35.9,4.97,False,False,False,False,False,3.5563508854122786e-15,1.0106567034584756e-15,1.889042538527037e-15,9.216000885782985e-16,4.124253852703656e-16,2.2313658766051583e-16,1.254882961614876e-15,3.4970031773683905e-16,0.968,0.977,,144.6,,,,,,,,,,0,4.97,1.254882961614876e-15,3.4970031773683905e-16,4.124253852703656e-16,2.2313658766051583e-16,1.889042538527037e-15,9.216000885782985e-16,,0.0,0.968,,4.97,0,3.5563508854122786e-15,1.0106567034584756e-15
2CXO J111112.7-603802,69,167.80329166666664,-60.63400277777778,2.02,1.1,66.4,3.11,False,False,False,False,True,3.723430468000941e-15,2.064283902492518e-15,1.9838178902373047e-15,2.0147985261149446e-15,8.92e-16,3.3900000000000004e-16,8.476125777636358e-16,2.9484560240028217e-16,0.215,0.12,,145.5,,,,,,,,,,0,3.11,8.476125777636358e-16,2.9484560240028217e-16,8.92e-16,3.3900000000000004e-16,1.9838178902373047e-15,2.0147985261149446e-15,,0.0,0.215,,3.11,0,3.723430468000941e-15,2.064283902492518e-15
2CXO J111112.0-603758,70,167.80041666666665,-60.63296944444444,1.34,0.95,65.9,4.27,False,False,False,False,True,4.578101839286258e-15,1.4801318525053446e-15,1.8064106456576875e-15,1.3647624625752929e-15,1.2058404230878394e-15,4.021000056394045e-16,1.5658507705407313e-15,4.0808002525376843e-16,0.062,0.091,,145.5,,,,,,,,,,0,4.27,1.5658507705407313e-15,4.0808002525376843e-16,1.2058404230878394e-15,4.021000056394045e-16,1.8064106456576875e-15,1.3647624625752929e-15,,0.0,0.062,,4.27,0,4.578101839286258e-15,1.4801318525053446e-15
2CXO J111203.8-604206,71,168.01587499999997,-60.70186666666667,0.93,0.82,171.9,3.76,False,False,False,False,False,2.4195201831614097e-15,6.656198192419207e-16,4.496079500124146e-16,3.396835899563505e-16,6.215774432737893e-16,3.267043669611947e-16,1.3483347898752058e-15,4.700309129094577e-16,0.518,0.292,,144.0,,,,,,,,,,0,3.76,1.3483347898752058e-15,4.700309129094577e-16,6.215774432737893e-16,3.267043669611947e-16,4.496079500124146e-16,3.396835899563505e-16,,0.0,0.518,,3.76,0,2.4195201831614097e-15,6.656198192419207e-16
2CXO J111146.8-604213,72,167.9452083333333,-60.70386666666667,0.94,0.81,24.1,3.41,False,False,False,False,False,1.5389641762808718e-15,5.9146527887528e-16,6.364346750036589e-16,5.071892984555673e-16,3.8690411600684737e-16,2.093351974570524e-16,5.156253852703656e-16,2.2083696871850752e-16,1.0,0.958,,144.3,,,,,,,,,,0,3.41,5.156253852703656e-16,2.2083696871850752e-16,3.8690411600684737e-16,2.093351974570524e-16,6.364346750036589e-16,5.071892984555673e-16,,0.0,1.0,,3.41,0,1.5389641762808718e-15,5.9146527887528e-16
2CXO J111134.6-604200,73,167.89429166666665,-60.700075000000005,0.92,0.8,42.2,4.06,False,False,False,False,False,2.142495142505685e-15,5.318395647966388e-16,4.475334501543272e-16,3.3811628324137886e-16,5.695202115439197e-16,2.516500022527365e-16,1.1254414808074381e-15,3.243500856425223e-16,0.775,0.945,,144.6,,,,,,,,,,0,4.06,1.1254414808074381e-15,3.243500856425223e-16,5.695202115439197e-16,2.516500022527365e-16,4.475334501543272e-16,3.3811628324137886e-16,,0.0,0.775,,4.06,0,2.142495142505685e-15,5.318395647966388e-16
2CXO J111141.1-604222,74,167.92125,-60.706325,0.75,0.72,19.7,11.3,False,False,False,False,False,1.6767202115439197e-14,2.145632392414933e-15,5.978e-15,1.888e-15,2.747e-15,5.620000000000001e-16,8.042202115439197e-15,8.5050006665504e-16,0.091,0.23,,144.4,6.795563605088464e-15,3.148123361069365e-15,11.399489519648226,2.6681866659577578,114.9284435576144,18.258155032004645,0.00018596042876434146,0.0001039032323594933,2.35,0,11.3,8.042202115439197e-15,8.5050006665504e-16,2.747e-15,5.620000000000001e-16,5.978e-15,1.888e-15,,0.0,0.091,,11.3,0,1.6767202115439197e-14,2.145632392414933e-15
2CXO J111109.0-603805,75,167.78779166666666,-60.63475555555556,1.56,1.11,50.9,4.83,False,False,False,False,False,3.6227346614831575e-15,9.498858918757577e-16,1.0348562753613163e-15,7.818449266608458e-16,8.132191538243211e-16,3.3590002700332784e-16,1.77465923229752e-15,4.221053068826118e-16,0.92,0.505,,145.5,,,,,,,,,,0,4.83,1.77465923229752e-15,4.221053068826118e-16,8.132191538243211e-16,3.3590002700332784e-16,1.0348562753613163e-15,7.818449266608458e-16,,0.0,0.92,,4.83,0,3.6227346614831575e-15,9.498858918757577e-16
2CXO J111226.4-604048,76,168.11016666666663,-60.68024166666667,1.61,1.18,161.9,3.14,False,False,False,False,False,2.2671299846390766e-15,8.601622068014226e-16,8.4889636735501645e-16,7.134535589275961e-16,7.200370201859498e-16,3.4080094658717193e-16,6.981965970981104e-16,3.3870009753220933e-16,0.949,0.629,,143.8,,,,,,,,,,0,3.14,6.981965970981104e-16,3.3870009753220933e-16,7.200370201859498e-16,3.4080094658717193e-16,8.4889636735501645e-16,7.134535589275961e-16,,0.0,0.949,,3.14,0,2.2671299846390766e-15,8.601622068014226e-16
2CXO J111108.1-603657,77,167.78383333333332,-60.61599722222223,1.0,0.79,77.3,15.98,False,False,False,False,False,6.122337135057497e-14,5.13535159427639e-15,4.056e-14,4.8899999999999986e-15,1.352616923513577e-14,1.340270731403491e-15,7.137202115439196e-15,8.145000696011187e-16,1.0,1.0,,145.7,5.565968268412043e-14,4.5752787953436995e-15,1.93217038385124,0.20305472790510418,33.61809610472258,7.715953472149911,1.865809610472258e-05,3.782160491621457e-06,0.682,0,15.98,7.137202115439196e-15,8.145000696011187e-16,1.352616923513577e-14,1.340270731403491e-15,4.056e-14,4.8899999999999986e-15,,0.0,1.0,,15.98,0,6.122337135057497e-14,5.13535159427639e-15
2CXO J111111.8-603451,78,167.79954166666664,-60.580958333333335,2.12,1.2,74.7,4.86,False,False,False,False,False,7.893668660778035e-15,2.1779098701108412e-15,3.684381927770953e-15,2.004209210677261e-15,1.764e-15,5.260000000000001e-16,2.4452867330070823e-15,6.706421118321231e-16,0.324,0.649,,146.0,,,,,,,,,,0,4.86,2.4452867330070823e-15,6.706421118321231e-16,1.764e-15,5.260000000000001e-16,3.684381927770953e-15,2.004209210677261e-15,,0.0,0.324,,4.86,0,7.893668660778035e-15,2.1779098701108412e-15
2CXO J111138.6-604228,79,167.91112499999997,-60.70801111111111,0.74,0.73,34.8,10.08,False,False,False,False,False,1.3051477122534824e-14,1.742571536560045e-15,5.5443925049669385e-15,1.4948140859869579e-15,4.0150846175678855e-15,6.891316335535701e-16,3.492e-15,5.719999999999998e-16,1.0,1.0,,144.4,,,,,,,,,,0,10.08,3.492e-15,5.719999999999998e-16,4.0150846175678855e-15,6.891316335535701e-16,5.5443925049669385e-15,1.4948140859869579e-15,,0.0,1.0,,10.08,0,1.3051477122534824e-14,1.742571536560045e-15
2CXO J111205.8-604243,80,168.02424999999997,-60.711955555555555,1.06,0.88,177.3,3.35,False,False,False,False,False,1.9970260983753236e-15,6.817049841500996e-16,4.658975399461621e-16,4.740884761598953e-16,4.0020834688524154e-16,2.452415106658611e-16,1.1309202115439197e-15,4.240500013368733e-16,0.494,0.481,,143.8,,,,,,,,,,0,3.35,1.1309202115439197e-15,4.240500013368733e-16,4.0020834688524154e-16,2.452415106658611e-16,4.658975399461621e-16,4.740884761598953e-16,,0.0,0.494,,3.35,0,1.9970260983753236e-15,6.817049841500996e-16
2CXO J111226.0-604120,81,168.10841666666664,-60.688963888888885,1.52,1.09,149.1,3.24,False,False,False,False,False,2.1319299085052142e-15,6.366022960547015e-16,5.037843116909292e-16,3.8061440762810946e-16,3.6190623144604444e-16,2.293380111185251e-16,1.2662393653682408e-15,4.558500111925198e-16,0.993,0.996,,143.7,,,,,,,,,,0,3.24,1.2662393653682408e-15,4.558500111925198e-16,3.6190623144604444e-16,2.293380111185251e-16,5.037843116909292e-16,3.8061440762810946e-16,,0.0,0.993,,3.24,0,2.1319299085052142e-15,6.366022960547015e-16
2CXO J111224.6-604132,82,168.1028333333333,-60.69228611111111,1.22,1.22,0.0,3.24,False,False,False,False,False,2.2344164640273893e-15,9.805184527000331e-16,1.1486962524834696e-15,8.888820438709829e-16,3.615797884560803e-16,2.289500024760915e-16,7.241404230878395e-16,3.448000065765793e-16,0.16,0.181,,143.7,,,,,,,,,,0,3.24,7.241404230878395e-16,3.448000065765793e-16,3.615797884560803e-16,2.289500024760915e-16,1.1486962524834696e-15,8.888820438709829e-16,,0.0,0.16,,3.24,0,2.2344164640273893e-15,9.805184527000331e-16
2CXO J111104.8-603757,83,167.77004166666666,-60.632730555555554,1.34,1.34,0.0,5.2,False,False,False,False,False,4.631283264326505e-15,1.2794434811611266e-15,1.4976293206269783e-15,1.131474886154516e-15,1.1366010577195987e-15,3.8625003669262863e-16,1.9970528859799284e-15,4.555777789162575e-16,0.785,0.862,,145.6,,,,,,,,,,0,5.2,1.9970528859799284e-15,4.555777789162575e-16,1.1366010577195987e-15,3.8625003669262863e-16,1.4976293206269783e-15,1.131474886154516e-15,,0.0,0.785,,5.2,0,4.631283264326505e-15,1.2794434811611266e-15
2CXO J111217.6-604224,84,168.07366666666664,-60.70688055555556,0.9,0.77,165.4,5.66,False,False,False,False,False,5.5288555996525364e-15,1.151483885178004e-15,1.54964842535844e-15,8.540159907571569e-16,1.048005058854899e-15,3.7271901209285597e-16,2.9312021154391975e-15,6.765000837991283e-16,0.781,0.92,,143.6,,,,,,,,,,0,5.66,2.9312021154391975e-15,6.765000837991283e-16,1.048005058854899e-15,3.7271901209285597e-16,1.54964842535844e-15,8.540159907571569e-16,,0.0,0.781,,5.66,0,5.5288555996525364e-15,1.151483885178004e-15
2CXO J111243.4-603941,85,168.180875,-60.66161944444444,3.4,2.19,145.6,3.58,True,False,False,False,False,7.771567923797403e-15,2.284802371924256e-15,6.687000000000001e-15,2.229e-15,7.985393653682408e-16,4.0955001245784432e-16,2.860285584291613e-16,2.900856184757976e-16,0.989,0.818,,143.7,,,,,,,,,,0,3.58,2.860285584291613e-16,2.900856184757976e-16,7.985393653682408e-16,4.0955001245784432e-16,6.687000000000001e-15,2.229e-15,,0.0,0.989,,3.58,0,7.771567923797403e-15,2.284802371924256e-15
2CXO J111057.3-603803,86,167.73879166666663,-60.63420833333333,3.01,1.94,51.3,4.22,False,False,False,False,False,5.153575961640361e-15,2.0279337371899046e-15,2.566794632102818e-15,1.9392406546398927e-15,1.0445263281184172e-15,4.0101780607720496e-16,1.5422550014191255e-15,4.3708768574952967e-16,0.993,0.804,,145.6,,,,,,,,,,0,4.22,1.5422550014191255e-15,4.3708768574952967e-16,1.0445263281184172e-15,4.0101780607720496e-16,2.566794632102818e-15,1.9392406546398927e-15,,0.0,0.993,,4.22,0,5.153575961640361e-15,2.0279337371899046e-15
2CXO J111216.4-604329,87,168.06841666666662,-60.72495833333333,1.66,0.98,178.6,3.29,False,False,False,False,False,4.869782937739199e-15,1.5898303597797725e-15,3.557775581453362e-15,1.523756321197113e-15,1.1798776730168831e-15,4.4245015503452523e-16,1.3212968326895452e-16,9.982538153819278e-17,0.871,0.777,,143.4,,,,,,,,,,0,3.29,1.3212968326895452e-16,9.982538153819278e-17,1.1798776730168831e-15,4.4245015503452523e-16,3.557775581453362e-15,1.523756321197113e-15,,0.0,0.871,,3.29,0,4.869782937739199e-15,1.5898303597797725e-15
2CXO J111055.7-603609,88,167.73237499999996,-60.60261944444444,1.53,1.09,74.6,8.7,False,False,False,False,False,1.60532345182291e-14,2.0232625270024564e-15,1.4122556726210718e-15,1.0669741867306838e-15,2.2830000000000002e-15,5.890000000000001e-16,1.2357978845608028e-14,1.6150035102199506e-15,0.077,0.175,,145.9,,,,,,,,,,0,8.7,1.2357978845608028e-14,1.6150035102199506e-15,2.2830000000000002e-15,5.890000000000001e-16,1.4122556726210718e-15,1.0669741867306838e-15,,0.0,0.077,,8.7,0,1.60532345182291e-14,2.0232625270024564e-15
2CXO J111228.6-604248,89,168.1194583333333,-60.713544444444445,1.5,0.98,169.7,4.67,False,False,False,False,False,3.146192251348169e-15,9.336644592844442e-16,9.92139365368241e-16,7.539500067671731e-16,1.2144518282603297e-15,4.2333038986309067e-16,9.396010577195985e-16,3.522500402342872e-16,0.502,0.419,,143.3,,,,,,,,,,0,4.67,9.396010577195985e-16,3.522500402342872e-16,1.2144518282603297e-15,4.2333038986309067e-16,9.92139365368241e-16,7.539500067671731e-16,,0.0,0.502,,4.67,0,3.146192251348169e-15,9.336644592844442e-16
2CXO J111053.7-603510,90,167.72404166666664,-60.58623333333333,4.63,2.87,74.1,3.02,False,False,False,False,False,9.425433665035412e-15,3.1194653300514348e-15,5.5706792379740216e-15,2.9703325633817952e-15,2.005276155811097e-15,6.361155089879603e-16,1.8494782712502938e-15,7.096093767218897e-16,0.064,0.531,,146.0,,,,,,,,,,0,3.02,1.8494782712502938e-15,7.096093767218897e-16,2.005276155811097e-15,6.361155089879603e-16,5.5706792379740216e-15,2.9703325633817952e-15,,0.0,0.064,,3.02,0,9.425433665035412e-15,3.1194653300514348e-15
2CXO J111238.1-604226,91,168.15879166666664,-60.707475,2.02,1.5,175.1,3.94,False,False,False,False,False,9.455719010570265e-15,2.4357406215111513e-15,7.964989422804015e-15,2.376500596361316e-15,1.068090135908972e-15,4.2792441743847575e-16,4.226394518572778e-16,3.1930860266171936e-16,0.865,0.689,,143.2,,,,,,,,,,0,3.94,4.226394518572778e-16,3.1930860266171936e-16,1.068090135908972e-15,4.2792441743847575e-16,7.964989422804015e-15,2.376500596361316e-15,,0.0,0.865,,3.94,0,9.455719010570265e-15,2.4357406215111513e-15
2CXO J111229.7-604326,93,168.12404166666664,-60.72395,1.11,0.82,165.9,9.92,False,False,False,False,False,1.722e-14,2.1944410966714176e-15,6.1889999999999994e-15,1.7829999999999996e-15,5.7237978845608025e-15,8.935000634472433e-16,5.307202115439198e-15,9.15500061922569e-16,0.947,0.994,,143.1,,,,,,,,,,0,9.92,5.307202115439198e-15,9.15500061922569e-16,5.7237978845608025e-15,8.935000634472433e-16,6.1889999999999994e-15,1.7829999999999996e-15,,0.0,0.947,,9.92,0,1.722e-14,2.1944410966714176e-15
2CXO J111057.6-603304,94,167.74041666666665,-60.551338888888885,12.31,8.38,93.7,3.58,False,False,False,False,False,3.774402729876124e-15,1.8306108185646374e-15,2.2731731137273635e-15,1.7174064734439088e-15,2.919477122534825e-16,2.958828816962279e-16,1.2092819038952775e-15,5.604500819323558e-16,,,,146.3,,,,,,,,,,0,3.58,1.2092819038952775e-15,5.604500819323558e-16,2.919477122534825e-16,2.958828816962279e-16,2.2731731137273635e-15,1.7174064734439088e-15,,0.0,,,3.58,0,3.774402729876124e-15,1.8306108185646374e-15
