name,ra,dec,PU,significance,Fcsc_s,e_Fcsc_s,Fcsc_m,e_Fcsc_m,Fcsc_h,e_Fcsc_h,flux_aper90_ave_b,e_flux_aper90_ave_b,var_intra_prob,var_inter_prob,CSC_flags,DR3Name_gaia,RA_pmcor_gaia,DEC_pmcor_gaia,Gmag,e_Gmag,BPmag,e_BPmag,RPmag,e_RPmag,Plx,e_Plx,PM,rgeo,b_rgeo,B_rgeo,rpgeo,b_rpgeo,B_rpgeo,cp_flag_gaia,_2MASS_2mass,Jmag,e_Jmag,Hmag,e_Hmag,Kmag,e_Kmag,cp_flag_2mass,Name_catwise,W1mag_catwise,e_W1mag_catwise,W2mag_catwise,e_W2mag_catwise,cp_flag_catwise,objID_unwise,W1mag_unwise,e_W1mag_unwise,W2mag_unwise,e_W2mag_unwise,cp_flag_unwise,AllWISE_allwise,W1mag_allwise,e_W1mag_allwise,W2mag_allwise,e_W2mag_allwise,W3mag,e_W3mag,W4mag,e_W4mag,cp_flag_allwise,cp_flag_wise12,which_wise12,W1mag,e_W1mag,W2mag,e_W2mag
2CXO J111214.6-603826,168.0608333333333,-60.64063333333333,0.9,3.7,8.466944816589133e-16,2.8950203193186686e-16,2.1167180961047223e-16,1.4815500309938858e-16,1.2317758111964561e-15,9.30351182339991e-16,2.2901421024658417e-15,9.855529686006119e-16,0.179,,,Gaia DR3 5337639227842839168,,,19.565914,0.010263,18.432314,0.215761,17.64277,0.074362,0.7209,0.3474,5.858,,,,,,,0,,,,,,,,-8,,,,,,-8,,,,,,-8,,,,,,,,,,-8,,,,,,
2CXO J111128.5-603712,167.869125,-60.620158333333336,1.39,3.35,6.997202115439198e-16,2.57050002205412e-16,2.573e-16,1.906e-16,8.928328235384064e-16,6.745446977127883e-16,1.8498530350823264e-15,7.466013747953049e-16,0.143,,,Gaia DR3 5337639983756592128,,,17.324726,0.003369,17.963232,0.008513,16.578661,0.007795,0.5934,0.0667,7.013,,,,,,,0,11112854-6037126,15.86,0.087,15.22,0.087,14.714,,0,,,,,,-8,,,,,,-8,,,,,,,,,,-8,,,,,,
2CXO J111131.0-603830,167.87924999999998,-60.6417,0.97,4.0,1.418648655101534e-15,3.705809333201285e-16,1.9711595769121606e-16,1.5769000014380143e-16,3.346327848007217e-16,2.5281862933042313e-16,1.950397397593472e-15,4.755140624863616e-16,0.635,,,Gaia DR3 5337639949353991808,,,12.03428,0.004212,,,,,1.5744,0.0285,12.79,,,,,,,2,,,,,,,,-4,J111131.03-603831.0,9.187,0.015,9.262,0.01,0,,,,,,-4,,,,,,,,,,-8,0.0,catwise,9.187,0.015,9.262,0.01
2CXO J111144.5-604002,167.9355,-60.66749722222222,0.72,9.87,6.701499425642264e-15,7.776610488656607e-16,1.0084040011353005e-15,3.5746861795363646e-16,1.054239365368241e-15,7.808500065340465e-16,8.764142792145805e-15,1.1585625802902245e-15,0.515,,,Gaia DR3 5337638197050483072,,,11.015914,0.002767,11.534535,0.002887,10.341017,0.003814,0.831,0.0128,12.985,,,,,,,0,11114451-6040027,9.503,0.026,9.012,0.022,8.92,0.021,0,J111144.49-604002.7,8.474,0.008,8.775,0.007,0,1680m606o0019529,8.833137958379195,-0.0003204901010659,8.880899366756067,-0.0006748502544693,0,J111144.49-604002.7,8.816,0.022,8.885,0.02,7.486,0.042,5.467,0.059,0,0.0,allwise,8.816,0.022,8.885,0.02
2CXO J111127.6-603657,167.865125,-60.61608055555556,1.13,3.7,1.199239365368241e-15,3.3985001501282953e-16,1.226348569954004e-16,9.265193926582266e-17,4.823000000000001e-15,2.631e-15,6.144874222363642e-15,2.654476109245276e-15,0.357,,,Gaia DR3 5337640052476389760,,,17.276758,0.003417,17.889751,0.014237,16.504051,0.010528,0.6514,0.0643,7.187,,,,,,,0,11112762-6036578,15.608,0.089,14.705,,14.901,,0,,,,,,-8,,,,,,-8,,,,,,,,,,-8,,,,,,
2CXO J111135.1-603920,167.89654166666665,-60.65564722222222,0.79,4.38,6.769891930609209e-16,2.4084482998509714e-16,1.1071273858380158e-15,3.712766214872906e-16,4.5519314193803495e-16,3.439032618812741e-16,2.239309720836972e-15,5.604658913137778e-16,0.118,,,Gaia DR3 5337638261431620352,,,17.178003,0.003244,17.950914,0.011923,16.22396,0.009604,0.4091,0.0614,6.679,,,,,,,2,,,,,,,,-8,,,,,,-8,,,,,,-8,,,,,,,,,,-8,,,,,,
2CXO J111135.9-603926,167.8997083333333,-60.65741388888889,0.87,3.41,9.074000000000001e-16,2.8660000000000006e-16,1.5027978845608027e-16,1.5025000377305244e-16,3.722131476145367e-16,2.8121099328240907e-16,1.4298929360706169e-15,4.287123119023775e-16,0.178,,,Gaia DR3 5337638265726772480,,,18.24882,0.003181,18.941502,0.017255,17.4544,0.00892,0.2637,0.1126,7.1,,,,,,,0,,,,,,,,-8,,,,,,-8,,,,,,-8,,,,,,,,,,-8,,,,,,
2CXO J111144.3-603403,167.93491666666665,-60.56751944444445,2.68,3.52,1.4272550014191254e-15,4.050946124473633e-16,3.603797884560801e-16,2.477500022881983e-16,8.1464013657972575e-16,6.154692907638577e-16,2.6022749264549308e-15,7.773571615036731e-16,0.51,,,Gaia DR3 5337640464793028480,,,15.333974,0.002808,15.720492,0.00606,14.735018,0.004395,0.7288,0.0307,7.454,,,,,,,0,11114454-6034030,13.986,0.039,13.634,0.04,13.585,0.052,0,J111144.53-603402.6,13.834,0.05,14.268,0.039,0,1680m606o0150435,13.917228737839556,-0.0074882794706336,,,0,,,,,,,,,,-8,0.0,catwise,13.834,0.05,14.268,0.039
2CXO J111201.0-604015,168.0044583333333,-60.670991666666666,0.76,4.0,6.719285584291612e-16,2.389932343111118e-16,4.879e-16,2.575e-16,5.66617015410815e-16,4.772400273686234e-16,1.7264455738399758e-15,5.926061590713439e-16,0.297,,,Gaia DR3 5337638879908238080,,,18.273026,0.003392,19.36363,0.047307,17.115606,0.014304,0.2826,0.1198,6.295,,,,,,,0,11120108-6040152,15.529,0.071,14.618,0.057,14.459,0.098,0,,,,,,-4,,,,,,-4,,,,,,,,,,-8,,,,,,
2CXO J111128.2-603836,167.86762499999998,-60.64354166666666,0.81,6.63,2.4676592322975204e-15,4.740937566541703e-16,1.4628507705407312e-15,4.250768248341895e-16,1.1109627500709564e-15,7.886501214813733e-16,5.0414727529092075e-15,1.0136193620990893e-15,0.436,,,Gaia DR3 5337638471928394752,,,16.774496,0.003623,17.33472,0.012178,16.013903,0.007851,0.3538,0.0537,6.239,,,,,,,0,11112824-6038365,15.075,0.048,14.546,0.036,14.427,0.082,0,,,,,,-8,,,,,,-8,,,,,,,,,,-8,,,,,,
2CXO J111125.6-603633,167.85679166666665,-60.60938055555556,1.33,4.32,1.2040050588548989e-15,3.357266179132578e-16,1.0783989422804014e-15,3.527500401772577e-16,4.8072544788372665e-16,3.6319319068092487e-16,2.7631294490190267e-15,6.07498351090373e-16,0.114,,,Gaia DR3 5337640052431164800,,,20.49462,0.012096,,,,,0.5698,1.1989,5.761,,,,,,,2,,15.564,0.107,14.995,0.086,14.73,0.112,0,,,,,,-8,,,,,,-8,,,,,,,,,,-8,,,,,,
2CXO J111141.0-604012,167.92095833333332,-60.670094444444445,0.79,4.0,1.0134359624663512e-15,2.995546976526753e-16,5.744700392365993e-16,2.786410271103303e-16,4.780924288330769e-16,3.612039167734609e-16,2.065998430536028e-15,5.457491258512237e-16,0.241,,,Gaia DR3 5337638192711314560,,,15.866754,0.003399,16.369604,0.008927,15.164385,0.008923,0.4418,0.0343,13.144,,,,,,,0,11114103-6040119,14.242,0.066,13.882,0.098,13.798,0.09,0,,,,,,-8,,,,,,-8,,,,,,,,,,-8,,,,,,
2CXO J111126.4-603808,167.86004166666666,-60.635775,1.16,4.26,8.162742701149935e-16,2.7895333930057163e-16,6.779923662197161e-16,2.8379676474104925e-16,1.102307887399054e-15,9.686522347943417e-16,2.596574523733764e-15,1.0472071051881276e-15,1.0,,,,,,,,,,,,,,,,,,,,,-8,,,,,,,,-8,,,,,,-8,,,,,,-8,,,,,,,,,,-8,,,,,,
2CXO J111143.1-603352,167.92966666666666,-60.56457222222222,0.9,11.36,6.207e-15,7.939999999999999e-16,6.655e-15,9.360000000000002e-16,1.1805104623244392e-14,2.7224318269518135e-15,2.46671046232444e-14,2.9863300307233607e-15,1.0,,,Gaia DR3 5337640464793030400,,,16.16879,0.002986,16.916529,0.005775,15.332485,0.005205,0.3624,0.0377,6.277,,,,,,,0,11114310-6033523,14.098,0.035,13.58,0.036,13.366,0.042,0,J111143.11-603352.2,13.087,0.025,13.53,0.022,0,1680m606o0023131,13.299385434440596,-0.0037564097053584,13.306066099978626,-0.0089987782600187,0,,,,,,,,,,-8,0.0,catwise,13.087,0.025,13.53,0.022
2CXO J111220.2-603813,168.0844166666666,-60.63721944444445,1.33,3.29,5.535658083582049e-16,2.266372332894152e-16,4.102051737264459e-16,2.2188618315261323e-16,4.36602431671328e-16,3.2985778247402844e-16,1.400373413755979e-15,4.576068951029904e-16,0.035,,,Gaia DR3 5337639262202458368,,,16.38161,0.002805,16.867477,0.00418,15.677642,0.004816,0.3343,0.0417,8.691,,,,,,,0,11122012-6038135,14.742,0.051,14.308,0.057,14.061,0.075,0,,,,,,-8,,,,,,-8,,,,,,,,,,-8,,,,,,
2CXO J111135.9-604006,167.899625,-60.66854166666666,0.75,5.86,1.6992444242231402e-15,3.7756622025862684e-16,1.0976061165744975e-15,3.6797322296517723e-16,1.3632228103449809e-15,8.944497132664634e-16,4.160073351142618e-15,1.038268189372199e-15,0.959,,,Gaia DR3 5337638231410200832,,,17.347023,0.00414,18.215946,0.018611,16.25564,0.011201,0.4116,0.0827,5.871,,,,,,,2,11113591-6040064,14.798,0.054,13.925,0.042,13.803,0.067,0,,,,,,-8,,,,,,-8,,,,,,,,,,-8,,,,,,
2CXO J111134.6-604001,167.89429166666665,-60.666980555555554,0.82,4.29,9.486136354832345e-16,2.866999932949908e-16,7.090797884560802e-16,2.785500020351862e-16,7.28195217287497e-16,6.619150117248838e-16,2.385888641226812e-15,7.732518816892094e-16,0.823,,conf,Gaia DR3 5337638231410450048,,,17.487595,0.015615,14.380629,0.225275,14.455255,0.256983,-0.6263,0.2465,8.567,,,,,,,0,,,,,,,,-8,,,,,,-8,,,,,,-8,,,,,,,,,,-8,,,,,,
2CXO J111134.2-604001,167.8925833333333,-60.66712777777778,0.75,8.88,5.469690963885477e-15,6.676570152712336e-16,1.2923191538243212e-15,3.8580002351067373e-16,2.031531157230222e-15,1.2301771553703228e-15,8.79354127494002e-15,1.451875814860468e-15,0.905,,conf,Gaia DR3 5337638231366951936,,,10.156741,0.002782,10.196197,0.002854,10.065261,0.003811,2.1372,0.0187,14.386,,,,,,,0,11113427-6040011,9.985,0.03,9.854,0.031,9.87,0.029,0,J111134.24-604001.4,9.782,0.014,9.832,0.012,0,1680m606o0019565,9.812804160910414,-0.0005416115906367,9.872741724235254,-0.0011827035767137,0,J111134.24-604001.1,9.662,0.023,9.76,0.023,8.744,0.12,7.707,0.331,0,0.0,allwise,9.662,0.023,9.76,0.023
2CXO J111204.0-604038,168.01691666666665,-60.67749722222222,0.76,4.19,9.827774432737892e-16,3.0600804465163155e-16,6.01830673868359e-16,2.848918403409612e-16,4.305e-16,4.1e-16,2.0151081171421475e-15,5.855802968717229e-16,0.65,,,Gaia DR3 5337638884245268224,,,16.956495,0.003236,17.885828,0.013468,16.009201,0.007138,0.4389,0.0592,6.439,,,,,,,0,11120408-6040389,14.022,,13.402,,13.696,0.077,0,,,,,,-8,,,,,,-4,,,,,,,,,,-8,,,,,,
2CXO J111131.7-603952,167.88229166666665,-60.66448888888889,0.78,5.78,1.4760000000000001e-15,3.630000000000001e-16,9.048997702569062e-16,3.2856098841410616e-16,1.2416010577195989e-15,6.712500211136361e-16,3.6225008279765046e-15,8.308416900665923e-16,0.799,,,Gaia DR3 5337638437578353920,,,12.508467,0.003055,12.232829,0.016829,11.917638,0.022166,0.4467,0.046,6.166,,,,,,,2,11113175-6039522,11.602,0.032,11.508,0.029,11.547,0.03,0,J111131.75-603952.1,11.377,0.013,11.526,0.008,0,1680m606o0019641,11.41936138075084,-0.0012090274394652,11.457156036722685,-0.002691852065417,0,J111131.73-603952.0,11.382,0.024,11.534,0.025,11.108,,8.822,,0,0.0,allwise,11.382,0.024,11.534,0.025
2CXO J111121.7-603714,167.84045833333332,-60.62067222222223,0.98,7.62,1.297e-16,1.297e-16,6.859202115439197e-16,3.19050001776841e-16,3.018e-14,4.35e-15,3.0995620211543926e-14,4.363612608107393e-15,0.828,,,Gaia DR3 5337640018076213376,,,20.43934,0.012196,20.216597,0.278383,18.841282,0.124134,-0.6238,0.7139,9.909,,,,,,,2,,,,,,,,-8,,,,,,-8,,,,,,-8,,,,,,,,,,-8,,,,,,
2CXO J111148.7-604058,167.95312499999997,-60.68279722222222,0.81,3.31,6.875371260438292e-17,5.1944161395809625e-17,9.925683936387647e-17,7.49895982086424e-17,5.209392504966939e-15,1.5937945763695597e-15,5.377403056935199e-15,1.5964030779873958e-15,0.087,,,,,,,,,,,,,,,,,,,,,-8,,,,,,,,-8,,,,,,-8,,,,,,-8,,,,,,,,,,-8,,,,,,
2CXO J111126.0-603928,167.8585,-60.657894444444445,1.03,3.64,8.437202115439196e-16,2.8125000201564846e-16,5.636797884560802e-16,2.6775000211727783e-16,3.7787812799623693e-16,2.854909462348316e-16,1.785278127996237e-15,4.819716876017346e-16,0.159,,,Gaia DR3 5337638437568628096,,,11.734529,0.00276,11.829339,0.002843,11.541163,0.003799,0.6989,0.0135,7.033,,,,,,,0,11112607-6039280,11.311,0.027,11.246,0.023,11.261,0.023,0,J111126.06-603928.0,11.146,0.012,11.342,0.013,0,1680m606o0019878,11.203868622954117,-0.0010883783808359,11.243209217837313,-0.0024055433180152,0,,11.193,0.029,11.287,0.031,10.057,,8.128,,0,0.0,allwise,11.193,0.029,11.287,0.031
2CXO J111149.3-604114,167.95579166666664,-60.68729166666667,0.77,3.53,4.2428178902373053e-16,2.0087994177704638e-16,6.413e-16,2.7689999999999997e-16,1.1493191538243212e-15,7.388000122772308e-16,2.214900942848052e-15,8.141571219053395e-16,0.999,,,Gaia DR3 5337637406733234944,,,18.090664,0.003334,18.596533,0.046366,17.159258,0.022981,0.7674,0.1149,5.822,,,,,,,0,,,,,,,,-8,,,,,,-8,,,,,,-8,,,,,,,,,,-8,,,,,,
2CXO J111222.8-603919,168.09516666666664,-60.65535555555555,0.86,5.79,2.8650000000000002e-15,6.879999999999999e-16,1.5974571168583224e-15,4.80586000821855e-16,3.4802021154391968e-15,1.305500043424062e-15,7.942659232297521e-15,1.5519785009999886e-15,0.34,,,Gaia DR3 5337639159123228416,,,16.232721,0.002862,16.9799,0.005288,15.382973,0.004432,0.3981,0.0375,6.274,,,,,,,0,11122282-6039190,14.222,0.026,13.571,0.022,13.389,0.037,0,J111222.83-603919.4,13.409,0.009,13.477,0.011,0,1680m606o0077265,13.36301697157644,-0.0046121711084829,13.354812851676265,-0.0105993507281298,0,,,,,,,,,,-8,0.0,catwise,13.409,0.009,13.477,0.011
2CXO J111117.3-603659,167.82241666666664,-60.61663055555556,1.68,3.64,1.310888020469775e-15,3.5943128160678603e-16,2.445982755747458e-16,2.055955761359716e-16,1.4952356669445697e-15,1.129666455329549e-15,3.0507219629890906e-15,1.2031652785137238e-15,0.966,,,Gaia DR3 5337642973053814912,,,14.035625,0.002768,14.27721,0.002884,13.640402,0.003817,0.663,0.0144,7.089,,,,,,,2,11111729-6036598,13.155,0.032,12.95,0.025,12.876,0.033,0,J111117.27-603700.2,12.828,0.011,12.993,0.01,0,1680m606o0054334,12.891756843213942,-0.0027947694688089,12.931631911338645,-0.0065989530538253,0,,,,,,,,,,-8,0.0,catwise,12.828,0.011,12.993,0.01
2CXO J111134.7-603318,167.89479166666663,-60.55522222222222,1.43,7.88,4.189202115439197e-15,6.765000837991281e-16,2.057202115439197e-15,5.145001101848547e-16,1.5174787307364817e-15,1.2557000162526406e-15,7.763882961614875e-15,1.5162932623926473e-15,0.101,,,Gaia DR3 5337640632252932736,,,14.482873,0.002799,15.021057,0.00325,13.785881,0.004046,0.4534,0.0179,5.294,,,,,,,0,11113490-6033190,12.894,0.022,12.526,0.023,12.419,0.019,0,J111134.89-603319.0,12.495,0.024,12.61,0.019,0,1680m606o0023439,12.497477606238617,-0.0021742121908548,12.494597965559382,-0.0048941578912165,0,J111134.88-603319.0,12.537,0.044,12.658,0.057,12.597,,9.23,,0,0.0,allwise,12.537,0.044,12.658,0.057
2CXO J111129.4-603346,167.87279166666667,-60.56299166666666,1.88,4.22,1.920797884560803e-15,4.725001199790616e-16,1.2052819038952774e-15,4.09450112147969e-16,1.0372499290437253e-15,7.836533574858129e-16,4.1633297174998046e-15,1.0025060311125312e-15,0.341,,,Gaia DR3 5337640602231961088,,,19.144012,0.007797,,,,,1.0816,0.4065,7.233,,,,,,,2,11112951-6033468,14.935,0.081,14.193,0.085,13.79,0.07,0,J111129.53-603346.9,13.39,0.022,13.324,0.019,0,1680m606o0130777,13.4812028129678,-0.0040435649720035,13.21280725612022,-0.0078087888163257,0,J111129.56-603346.2,13.336,0.042,13.43,0.055,11.742,,9.169,,0,0.0,allwise,13.336,0.042,13.43,0.055
2CXO J111217.2-604023,168.07166666666663,-60.67325,0.81,4.78,1.2900425385270366e-15,4.46600182789403e-16,1.2313989422804013e-15,3.957500358118201e-16,1.923797884560803e-15,8.915000635895814e-16,4.445239365368241e-15,1.072773124893056e-15,0.426,,,Gaia DR3 5337638746806342272,,,15.523812,0.002806,16.04321,0.003606,14.826275,0.004075,0.4745,0.0262,6.631,,,,,,,0,11121720-6040234,13.921,0.063,13.432,0.057,13.385,0.055,0,,,,,,-8,,,,,,-8,,,,,,,,,,-8,,,,,,
2CXO J111131.7-603328,167.88212499999997,-60.55794722222222,2.81,3.18,1.8758266024475366e-16,1.4172069564993435e-16,5.944e-16,3.242e-16,4.671e-15,1.789e-15,5.452982660244753e-15,1.8236533101375112e-15,0.137,,,,,,,,,,,,,,,,,,,,,-4,,,,,,,,-4,,,,,,-4,,,,,,-4,,,,,,,,,,-4,,,,,,
2CXO J111116.9-603620,167.82049999999998,-60.605555555555554,2.77,3.29,8.832989422804014e-16,3.058500463381637e-16,1.6492138413506522e-16,1.6232704692942532e-16,2.140724276634088e-16,1.61733996779572e-16,1.2622927540788753e-15,3.821677730057564e-16,0.551,,,Gaia DR3 5337643007368629760,,,18.908028,0.005591,19.151058,0.074134,17.49493,0.018601,-0.5268,0.2791,5.164,,,,,,,2,,,,,,,,-4,J111117.22-603621.5,12.72,0.012,12.848,0.009,0,1680m606o0021658,12.82086854576614,-0.0027449473188543,12.78909684798472,-0.0060961932419367,0,,12.636,0.029,12.91,0.032,11.307,,8.244,,0,0.0,allwise,12.636,0.029,12.91,0.032
2CXO J111128.0-604027,167.86679166666664,-60.67425833333333,0.88,4.26,1.625e-15,3.939999999999999e-16,2.375281903895277e-16,1.900450024162168e-16,4.486504885394516e-16,3.3896021762636363e-16,2.311178678928979e-15,5.533959993320258e-16,0.478,,,Gaia DR3 5337638330152143488,,,18.104595,0.003513,19.571941,0.047623,16.78966,0.010567,1.8351,0.1322,14.949,,,,,,,0,11112804-6040268,14.904,0.092,14.283,0.053,14.054,0.069,0,J111128.03-604027.3,13.759,0.01,13.629,0.011,0,,,,,,-4,,,,,,,,,,-8,0.0,catwise,13.759,0.01,13.629,0.011
2CXO J111115.5-603631,167.81487499999997,-60.60880555555556,2.51,3.52,1.2415083766092583e-16,9.379727878830192e-17,3.8326369291900797e-16,2.4092951752691947e-16,6.200455968142852e-15,2.119891565602535e-15,6.707870498722786e-15,2.1355994970585214e-15,0.47,,,,,,,,,,,,,,,,,,,,,-8,,,,,,,,-8,,,,,,-8,,,,,,-8,,,,,,,,,,-8,,,,,,
2CXO J111116.2-603810,167.81758333333332,-60.63611944444445,0.92,8.62,2.2212021154391974e-15,4.595001233734628e-16,3.404478271250294e-15,6.606174895744351e-16,1.7720000000000002e-14,3.67e-15,2.334568038668949e-14,3.757187223297751e-15,1.0,,,Gaia DR3 5337641456910871936,,,19.540224,0.007688,,,,,0.6139,0.3114,6.521,,,,,,,0,11111625-6038099,15.611,,15.587,0.121,15.002,,0,,,,,,-8,,,,,,-8,,,,,,,,,,-8,,,,,,
2CXO J111151.5-604153,167.96483333333333,-60.69817222222222,0.73,7.86,2.3484571168583224e-15,4.55590720039318e-16,2.519478271250294e-15,5.726355451171617e-16,5.456817890237305e-15,1.8978169302740853e-15,1.0324753278345921e-14,2.034006753320285e-15,0.998,,,Gaia DR3 5337637406776467584,,,14.347946,0.002785,14.662717,0.003476,13.842822,0.004345,0.4107,0.0162,6.484,,,,,,,0,11115155-6041532,12.946,,12.889,0.042,12.741,,0,,,,,,-8,,,,,,-4,,,,,,,,,,-8,,,,,,
2CXO J111120.0-603939,167.833375,-60.66083888888889,1.26,3.28,9.386519431318766e-16,2.838955341771027e-16,2.201760634631759e-16,1.7431500029269486e-16,5.266835985859715e-16,3.979150625202962e-16,1.685511605181024e-15,5.189593342770471e-16,0.7,,conf,Gaia DR3 5337638398869763072,,,17.286446,0.00298,17.90949,0.00876,16.5435,0.006687,0.5456,0.0685,7.145,,,,,,,0,11111999-6039391,15.609,0.069,15.016,0.073,14.928,0.144,0,J111119.99-603939.4,14.422,0.009,14.076,0.013,0,1680m606o0019720,14.213653477467162,-0.0076607890220918,13.86364436589188,-0.0145720223857784,0,,,,,,,,,,-8,0.0,catwise,14.422,0.009,14.076,0.013
2CXO J111224.5-603957,168.10229166666662,-60.665905555555554,0.84,6.5,3.035478271250294e-15,6.706157376110626e-16,1.863063463175914e-15,5.0210162537565e-16,1.847845022456551e-15,1.0957307233498915e-15,6.746386756882759e-15,1.379295953676866e-15,0.85,,,Gaia DR3 5337627369393717504,,,16.065504,0.003179,16.588938,0.00667,15.373311,0.005804,0.6375,0.0354,7.489,,,,,,,0,11122453-6039571,14.484,0.047,13.987,0.045,13.89,0.061,0,J111224.53-603957.4,13.697,0.015,13.723,0.011,0,1680m606o0019590,13.699550657280987,-0.0047097364773586,13.604515701835895,-0.010852104544667,0,,,,,,,,,,-8,0.0,catwise,13.697,0.015,13.723,0.011
2CXO J111149.5-604158,167.95658333333333,-60.69956944444444,0.71,25.9,4.792e-14,2.0900000000000004e-15,1.0560531157230224e-14,1.0412093130562266e-15,3.2137978845608027e-15,9.935000570610086e-16,6.169432904179102e-14,2.5375695452490063e-15,0.268,,,Gaia DR3 5337637303697246976,,,8.036235,0.002798,8.109948,0.003076,7.835937,0.003956,0.4159,0.0204,6.697,,,,,,,0,11114958-6041583,7.659,0.03,7.652,0.036,7.618,0.027,0,J111149.58-604158.3,7.553,0.01,7.635,0.008,0,1680m606o0018412,7.810476972693221,-0.0006887222485982,7.684154103084925,-0.0012903683578611,0,J111149.57-604158.3,7.572,0.026,7.63,0.02,7.945,0.032,8.952,,0,0.0,allwise,7.572,0.026,7.63,0.02
2CXO J111112.8-603633,167.80366666666666,-60.609344444444446,2.47,3.94,1.1906010577195986e-15,3.552500398945184e-16,7.587582894494681e-16,3.2490716673593803e-16,1.172e-15,1.172e-15,3.121359347169067e-15,1.2670245687599872e-15,1.0,,,Gaia DR3 5337642973008857728,,,19.00274,0.003734,20.01595,0.051001,18.022419,0.011585,0.4694,0.1927,7.404,,,,,,,0,,,,,,,,-8,,,,,,-8,,,,,,-8,,,,,,,,,,-8,,,,,,
2CXO J111139.9-604149,167.91666666666666,-60.69698055555556,0.84,4.97,1.254882961614876e-15,3.49700317736839e-16,4.124253852703656e-16,2.2313658766051583e-16,1.889042538527037e-15,9.216000885782985e-16,3.5563508854122786e-15,1.0106567034584756e-15,0.968,,,Gaia DR3 5337638059568112384,,,18.231247,0.004153,19.17902,0.028232,17.061459,0.010392,0.6641,0.1717,6.227,,,,,,,0,,,,,,,,-8,,,,,,-8,,,,,,-8,,,,,,,,,,-8,,,,,,
2CXO J111112.7-603802,167.80329166666664,-60.63400277777778,2.02,3.11,8.476125777636358e-16,2.9484560240028217e-16,8.92e-16,3.3900000000000004e-16,1.9838178902373047e-15,2.014798526114945e-15,3.723430468000941e-15,2.064283902492518e-15,0.215,,conf,Gaia DR3 5337641461225296512,,,16.536478,0.003123,17.057652,0.006452,15.809113,0.007451,0.6526,0.0448,7.133,,,,,,,0,11111262-6038031,14.88,0.065,14.387,0.089,14.302,0.099,0,,,,,,-8,,,,,,-8,,,,,,,,,,-8,,,,,,
2CXO J111112.0-603758,167.80041666666665,-60.63296944444444,1.34,4.27,1.5658507705407313e-15,4.0808002525376843e-16,1.2058404230878394e-15,4.021000056394045e-16,1.8064106456576875e-15,1.3647624625752929e-15,4.578101839286258e-15,1.4801318525053446e-15,0.062,,conf,Gaia DR3 5337641456886531456,,,13.411055,0.011694,13.872959,0.003093,12.338479,0.003921,,,,,,,,,,0,11111214-6037584,11.161,0.023,10.669,0.025,10.534,0.023,0,J111112.14-603758.4,10.423,0.014,10.504,0.009,0,1680m606o0020742,10.40756636882498,-0.0006927932829104,10.445431344897962,-0.0014776535873732,0,J111112.14-603758.4,10.334,0.023,10.45,0.023,11.102,0.361,8.244,,0,0.0,allwise,10.334,0.023,10.45,0.023
2CXO J111203.8-604206,168.01587499999997,-60.70186666666667,0.93,3.76,1.3483347898752058e-15,4.70030912909458e-16,6.215774432737893e-16,3.267043669611947e-16,4.496079500124146e-16,3.3968358995635053e-16,2.4195201831614097e-15,6.656198192419207e-16,0.518,,,Gaia DR3 5337637166258317440,,,15.978573,0.002868,16.544495,0.005239,15.265102,0.004726,0.6537,0.0332,7.208,,,,,,,0,11120379-6042064,14.361,0.033,13.946,0.022,13.857,0.048,0,J111203.81-604206.1,13.889,0.012,13.876,0.024,0,,,,,,-4,,,,,,,,,,-8,0.0,catwise,13.889,0.012,13.876,0.024
2CXO J111146.8-604213,167.9452083333333,-60.70386666666667,0.94,3.41,5.156253852703656e-16,2.208369687185075e-16,3.869041160068473e-16,2.093351974570524e-16,6.3643467500365895e-16,5.071892984555673e-16,1.5389641762808718e-15,5.914652788752804e-16,1.0,,,Gaia DR3 5337637303653888128,,,19.119041,0.004676,20.444197,0.094595,18.084387,0.017658,0.4301,0.2249,6.412,,,,,,,0,,,,,,,,-8,,,,,,-8,,,,,,-8,,,,,,,,,,-8,,,,,,
2CXO J111134.6-604200,167.89429166666665,-60.700075000000005,0.92,4.06,1.1254414808074381e-15,3.243500856425223e-16,5.695202115439197e-16,2.516500022527365e-16,4.475334501543272e-16,3.3811628324137886e-16,2.142495142505685e-15,5.318395647966388e-16,0.775,,,Gaia DR3 5337638093927785088,,,18.05845,0.00364,19.021309,0.020618,17.06065,0.010113,0.4015,0.0996,6.129,,,,,,,0,,,,,,,,-8,,,,,,-8,,,,,,-8,,,,,,,,,,-8,,,,,,
2CXO J111109.0-603805,167.78779166666666,-60.63475555555556,1.56,4.83,1.7746592322975202e-15,4.221053068826118e-16,8.132191538243211e-16,3.3590002700332784e-16,1.0348562753613165e-15,7.81844926660846e-16,3.6227346614831575e-15,9.498858918757577e-16,0.92,,,Gaia DR3 5337641426820509440,,,19.601208,0.004473,21.187426,0.129092,18.375336,0.022655,2.3176,0.3079,23.975,,,,,,,0,,,,,,,,-8,,,,,,-8,,,,,,-8,,,,,,,,,,-8,,,,,,
