_rs_catwise,_q,_r_catwise,objID_catwise,RA_ICRS_catwise,e_RA_ICRS_catwise,DE_ICRS_catwise,e_DE_ICRS_catwise,Name_catwise,ePos_catwise,Xpos_catwise,Ypos_catwise,skyW1_catwise,e_skyW1_catwise,confW1_catwise,skyW2_catwise,e_skyW2_catwise,confW2_catwise,nW1_catwise,mW1_catwise,nW2_catwise,mW2_catwise,_tab1_20_catwise,RAPMdeg_catwise,e_RAPMdeg_catwise,DEPMdeg_catwise,e_DEPMdeg_catwise,ePosPM_catwise,pmRA_catwise,e_pmRA_catwise,pmDE_catwise,e_pmDE_catwise,snrW1pm_catwise,snrW2pm_catwise,FW1pm_catwise,e_FW1pm_catwise,FW2pm_catwise,e_FW2pm_catwise,W1mproPM_catwise,e_W1mproPM_catwise,chi2W1pm_catwise,W2mproPM_catwise,e_W2mproPM_catwise,chi2W2pm_catwise,chi2pm_catwise,pmQual_catwise,Dist_catwise,dW1mpro_catwise,chi2dW1mpro_catwise,dW2mpro_catwise,chi2dW2mpro_catwise,ELONavg_catwise,e_ELONavg_catwise,ELATavg_catwise,e_ELATavg_catwise,dELON_catwise,e_dELON_catwise,dELAT_catwise,e_dELAT_catwise,snrdELON_catwise,snrdELAT_catwise,chi2pmRA_catwise,chi2pmDE_catwise,ka_catwise,k1_catwise,k2_catwise,km_catwise,plx1_catwise,e_plx1_catwise,plx2_catwise,e_plx2_catwise,Sep_catwise,ccf_catwise,abf_catwise,WISEA_catwise
"[0.356, 7.378]",1.0,0.356,1680m606_b0-029723,167.9806173,0.0342,-60.6144835,0.0419,J111155.35-603652.1,0.0213,1038.737,976.432,104.49,77.8,14.82,205.05,93.2,26.2,13,13,13,13,56828.100335,167.9806511,0.035,-60.6144877,0.042,0.0217,-0.00212,0.0061,0.02926,0.007,58.1,71.3,10000.0,200.0,9000.0,100.0,12.449,0.019,10.5,12.613,0.015,3.573,6.992,3N000,0.268,,,,,,,,,,,,,,,,,2,2,2,2,,,,,1.218,0hd0,00,WISEA
[7.404],2.0,7.404,1680m606_b0-000559,167.9768817,0.0167,-60.6260739,0.0189,J111154.46-603733.9,0.0039,1041.131,961.259,15.87,41.9,3.22,168.55,90.3,25.77,13,13,13,13,57010.480231,167.9769198,0.0162,-60.6260845,0.0185,0.0037,0.00749,0.0029,-0.00855,0.0033,103.2,146.0,840000.0,8000.0,690000.0,5000.0,7.686,0.011,3.447,7.901,0.007,0.9002,2.156,2N000,0.028,0.049,4.406,-0.016,1.158,207.795471,0.017,-57.158193,0.018,-0.022,0.035,-0.016,0.037,0.608,0.441,0.303,17.1,3,3,3,3,-0.01,0.017,-0.016,0.018,0.029,0h00,00,WISEA
[],3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"[2.517, 4.931]",4.0,2.517,1680m606_b0-039323,167.9555903,0.0619,-60.6309037,0.0704,J111149.35-603751.2,-0.0179,1054.798,954.928,116.74,80.1,42.75,204.41,101.1,46.09,13,13,13,13,57002.986527,167.9555404,0.0396,-60.6309423,0.0745,-0.0381,0.44738,0.0085,0.05039,0.0156,99.3,26.3,6600.0,70.0,6900.0,300.0,12.959,0.011,10.71,12.906,0.041,4.511,7.557,3N001,0.655,-0.023,0.158,-0.093,1.299,207.788454,0.069,-57.169041,0.064,-0.649,0.141,-0.253,0.131,4.595,1.931,8670.0,113.0,3,3,3,3,-0.587,0.079,-0.745,0.087,,,00,WISEA
[5.98],5.0,5.98,1680m606_b0-092688,167.9994766,0.0763,-60.6218836,0.0823,J111159.88-603718.8,-0.022,1026.623,966.747,-1.45,31.8,0.0,188.15,46.9,3.65,8,13,9,13,57015.438867,168.0002087,0.0455,-60.6216633,0.0499,0.0318,1.00712,0.0134,0.46742,0.0137,64.0,38.5,3400.0,50.0,2800.0,70.0,13.668,0.017,64.69,13.888,0.028,25.79,44.95,1N001,6.441,-1.373,44.618,-0.859,22.969,207.804258,0.083,-57.147332,0.076,-2.646,0.207,5.893,0.318,12.812,18.507,1820.0,257.0,3,3,3,3,-1.051,0.085,-1.241,0.094,,,D0,WISEA
"[0.941, 9.286]",6.0,0.941,1680m606_b0-118796,167.9395818,0.0255,-60.619459,0.0258,J111145.50-603710.0,0.0028,1065.09,969.902,124.93,91.7,37.29,314.24,110.8,27.68,13,13,13,13,56994.274103,167.9396181,0.0271,-60.6194569,0.0277,0.0049,0.01267,0.0099,-0.0043,0.0103,131.8,45.9,1600.0,10.0,1200.0,30.0,14.472,0.008,11.41,14.808,0.024,2.537,6.925,2N000,0.0,-0.006,0.149,0.218,19.63,207.763212,0.025,-57.166712,0.026,-0.045,0.051,0.0,0.052,0.883,0.0,1.35,75.1,3,3,3,3,-0.05,0.027,-0.061,0.027,,,00,WISEA
[2.841],7.0,2.841,1680m606_b0-088613,168.0059009,0.0239,-60.6103403,0.029,J111201.42-603637.2,-0.0025,1022.496,981.859,51.06,68.8,0.0,176.46,69.8,43.76,13,13,13,13,56903.926151,168.005932,0.0305,-60.6103206,0.039,-0.0095,-0.02838,0.0082,0.07901,0.0094,111.0,67.9,2800.0,20.0,1800.0,30.0,13.873,0.01,25.53,14.334,0.016,4.042,14.69,3N000,0.178,0.009,0.207,-0.092,8.726,207.792956,0.027,-57.137017,0.026,-0.086,0.054,0.173,0.053,1.595,3.26,0.000887,2.17,3,3,3,3,-0.058,0.045,-0.04,0.028,,,00,WISEA
[],8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"[2.902, 6.524]",9.0,2.902,1680m606_b0-013715,168.0200985,0.0179,-60.6194974,0.0207,J111204.83-603710.2,0.004,1013.378,969.87,-11.67,37.9,99.51,87.67,45.2,210.17,13,13,13,13,57017.689517,168.0201309,0.0187,-60.6195086,0.0222,0.0024,-0.00933,0.0036,-0.01224,0.0044,96.0,130.7,28000.0,300.0,24000.0,200.0,11.395,0.011,5.449,11.575,0.008,3.108,4.251,3N000,0.03,-0.06,7.031,0.007,0.17,207.814008,0.019,-57.138404,0.02,-0.071,0.038,-0.015,0.04,1.878,0.37,11.5,6.71,3,3,3,3,-0.042,0.021,-0.043,0.02,0.171,00D0,00,WISEA
[2.286],10.0,2.286,1680m606_b0-139880,167.9928218,0.032,-60.596169,0.038,J111158.28-603546.2,0.0124,1030.901,1000.41,124.87,94.6,2.96,215.92,113.8,8.65,13,13,12,13,56913.040214,167.9928891,0.0366,-60.5961676,0.0437,0.0134,0.11771,0.0141,0.04949,0.0164,93.3,23.1,1300.0,10.0,630.0,30.0,14.745,0.012,15.42,15.503,0.047,5.147,10.22,1N000,0.0,-0.504,99.999,0.241,7.251,207.765988,0.033,-57.131742,0.037,-0.045,0.069,0.0,0.079,0.648,0.0,1.47,12.2,3,3,3,3,-0.027,0.044,-0.046,0.044,,,00,WISEA
[1.904],11.0,1.904,1680m606_b0-140706,168.0149618,0.0288,-60.604759,0.0319,J111203.60-603617.1,0.0092,1016.674,989.164,47.47,66.9,24.43,166.03,80.4,25.17,13,13,12,13,56926.522431,168.014994,0.0311,-60.6047669,0.0346,0.0089,-0.01674,0.0116,-0.00409,0.013,109.5,22.2,1400.0,10.0,700.0,30.0,14.662,0.01,7.93,15.396,0.049,3.305,5.578,1N000,0.0,0.051,6.635,-0.093,1.005,207.791297,0.029,-57.129938,0.032,-0.045,0.058,0.0,0.063,0.776,0.0,0.793,6.6,3,3,3,3,-0.039,0.032,-0.033,0.031,,,00,WISEA
[1.57],12.0,1.57,1680m606_b0-057044,167.9906966,0.017,-60.5917823,0.0207,J111157.77-603530.4,0.0027,1032.268,1006.152,139.96,100.3,25.86,289.36,69.7,36.89,13,13,13,13,57004.854134,167.9907309,0.0175,-60.5917917,0.0214,0.0032,0.00845,0.0049,0.00352,0.0058,137.7,108.9,4700.0,30.0,3100.0,30.0,13.31,0.008,7.241,13.756,0.01,9.288,8.206,1N000,0.161,-0.068,17.449,-0.024,1.578,207.758854,0.019,-57.129431,0.019,-0.159,0.038,0.114,0.038,4.21,2.98,7.71,17.1,3,3,3,3,-0.091,0.02,-0.093,0.02,,,00,WISEA
[3.287],13.0,3.287,1680m606_b0-045641,167.9165735,0.0595,-60.6115622,0.0709,J111139.98-603641.6,-0.0096,1079.881,980.223,54.89,53.4,33.78,152.84,83.3,69.18,13,13,13,13,56983.184294,167.9166123,0.0709,-60.6115727,0.0809,0.0167,-0.00375,0.012,0.0023,0.0134,48.7,23.7,5900.0,100.0,5400.0,200.0,13.071,0.022,2.372,13.176,0.046,0.3834,1.369,3N000,0.096,0.087,3.516,-0.033,0.127,207.738256,0.066,-57.16931,0.065,0.029,0.137,-0.061,0.132,0.211,0.464,2.27,6.85,3,3,3,3,0.006,0.075,0.01,0.069,,,00,WISEA
[1.696],14.0,1.696,1680m606_b0-094624,167.9977624,0.0211,-60.591736,0.0255,J111159.47-603530.2,-0.0013,1027.726,1006.213,61.64,69.6,8.7,224.62,73.0,12.97,13,13,13,13,56992.300709,167.9978037,0.022,-60.5917408,0.0266,0.0013,-0.00186,0.0073,0.02495,0.0083,134.9,59.1,2500.0,20.0,1500.0,20.0,14.024,0.008,32.58,14.561,0.018,6.373,19.35,2N000,0.262,0.119,47.841,-0.034,0.854,207.763249,0.023,-57.126912,0.023,0.145,0.048,-0.18,0.047,2.996,3.82,6.35,7.5,3,3,3,3,0.059,0.025,0.071,0.026,,,00,WISEA
"[1.966, 6.733]",15.0,1.966,1680m606_b0-121823,167.9821817,0.0361,-60.648279,0.0367,J111155.73-603853.8,0.0116,1037.719,932.191,101.54,76.0,7.23,178.3,81.4,11.26,13,13,13,13,57009.030756,167.9822532,0.0392,-60.6482695,0.0394,0.0112,-0.01586,0.0147,-0.00988,0.0148,95.6,21.4,1300.0,10.0,580.0,30.0,14.738,0.011,10.81,15.589,0.051,5.492,8.097,2N000,0.0,-0.172,60.998,-0.017,0.036,207.828193,0.035,-57.171795,0.038,-0.045,0.07,0.0,0.077,0.642,0.0,51.6,74.7,3,3,3,3,-0.025,0.04,-0.025,0.04,,,00,WISEA
[0.636],16.0,0.636,1680m606_b0-004800,168.038966,0.0206,-60.6164317,0.023,J111209.36-603659.1,-0.0023,1001.258,973.878,-30.03,36.6,22.16,44.54,48.4,110.63,13,13,13,13,57010.193987,168.0390077,0.0209,-60.6164446,0.0234,-0.0024,0.02683,0.0035,-0.03164,0.004,78.7,125.0,77000.0,1000.0,72000.0,600.0,10.278,0.014,0.971,10.361,0.009,0.9891,0.973,2N000,0.053,-0.008,0.084,-0.016,0.818,207.821846,0.022,-57.12963,0.022,-0.027,0.044,0.05,0.044,0.615,1.144,0.784,12.6,3,3,3,3,0.002,0.022,-0.021,0.022,0.277,HHD0,00,WISEA
"[2.763, 8.307, 9.427]",17.0,2.763,1680m606_b0-107087,167.9699615,0.038,-60.5832225,0.0365,J111152.80-603459.6,-0.0185,1045.603,1017.353,60.32,76.4,3.58,223.14,84.0,1.68,13,13,13,13,57062.208485,167.969988,0.0354,-60.5832487,0.0341,-0.0167,-0.02275,0.0122,-0.0505,0.0123,102.3,56.7,2500.0,20.0,2000.0,40.0,13.995,0.011,32.08,14.23,0.019,5.008,18.42,3N000,0.783,-0.077,10.879,-0.031,0.633,207.734463,0.042,-57.130764,0.032,0.56,0.083,0.496,0.065,6.726,7.663,27.0,45.8,3,3,3,3,0.294,0.039,0.284,0.04,,,00,WISEA
"[5.158, 7.454]",18.0,5.158,1680m606_b0-016556,167.9999082,0.0169,-60.5851247,0.0194,J111159.98-603506.4,0.0024,1026.348,1014.868,64.72,73.1,22.48,239.05,83.3,20.2,13,13,13,13,57006.3583,167.999947,0.017,-60.5851322,0.0195,0.0011,0.00316,0.0033,0.0044,0.0039,100.7,139.7,23000.0,200.0,17000.0,100.0,11.605,0.011,10.42,11.946,0.008,4.889,7.607,2N000,0.117,0.022,0.942,-0.039,6.285,207.755874,0.018,-57.121546,0.018,-0.134,0.036,-0.076,0.037,3.687,2.074,0.853,48.7,3,3,3,3,-0.076,0.018,-0.075,0.018,0.077,ddhd,00,WISEA
"[1.773, 9.147]",19.0,1.773,1680m606_b0-027000,167.9198406,0.0224,-60.5922208,0.0277,J111140.77-603532.0,-0.0039,1077.814,1005.545,37.25,49.6,5.84,132.43,60.0,1.72,13,13,13,13,57024.783181,167.91988,0.0244,-60.5922357,0.0309,-0.0024,-0.01294,0.0048,0.01039,0.006,102.4,93.9,12000.0,100.0,11000.0,100.0,12.268,0.011,21.9,12.418,0.012,3.569,12.66,3N000,0.241,-0.026,1.3,0.065,7.752,207.714733,0.026,-57.154684,0.025,0.192,0.052,-0.047,0.05,3.691,0.943,0.469,9.32,3,3,3,3,0.084,0.031,0.093,0.026,0.177,dd00,00,WISEA
"[0.983, 6.209]",20.0,0.983,1680m606_b0-057254,167.9428074,0.0708,-60.5833949,0.0844,J111146.28-603500.2,-0.0091,1063.062,1017.115,163.96,118.2,66.71,221.55,137.8,90.62,13,13,13,13,56959.987726,167.9428472,0.0602,-60.5834264,0.0488,0.0251,-0.04118,0.0093,-0.46627,0.0088,51.9,17.5,6300.0,100.0,3300.0,200.0,12.997,0.021,5.751,13.718,0.062,0.5825,3.144,3N001,0.608,-0.295,23.163,-0.119,0.319,207.717577,0.079,-57.140444,0.078,-0.034,0.174,-0.608,0.174,0.196,3.488,45.2,2680.0,3,3,3,3,-0.128,0.056,-0.191,0.085,,,00,WISEA
[],21.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"[8.953, 9.001]",22.0,8.953,1680m606_b0-049543,167.9524392,0.0953,-60.6596173,0.1085,J111148.59-603934.6,0.0117,1056.792,917.338,88.14,67.3,1.24,232.13,97.4,2.29,13,13,13,13,56991.929532,167.9524707,0.1081,-60.6596202,0.1202,-0.0103,0.00119,0.0173,0.02169,0.0193,31.1,16.4,5300.0,200.0,4700.0,300.0,13.184,0.035,0.8025,13.325,0.066,0.236,0.5158,3N000,0.125,0.042,0.359,0.016,0.014,207.824484,0.102,-57.190152,0.103,0.072,0.204,0.044,0.206,0.352,0.216,1.0,3.64,3,3,3,3,0.011,0.115,0.019,0.11,0.162,00h0,00,WISEA
"[0.629, 6.417, 8.662]",23.0,0.629,1680m606_b0-172018,167.8904918,0.0522,-60.623239,0.0581,J111133.72-603723.7,0.0145,1096.61,964.911,135.69,110.7,22.77,236.57,142.6,28.93,13,13,0,13,56911.334371,167.8905648,0.0558,-60.6232385,0.0623,0.0186,0.06156,0.02,0.10337,0.0225,62.3,,700.0,10.0,-85.0,20.0,15.382,0.017,20.4,18.298,,7.405,13.81,1N000,0.0,-0.353,99.999,0.05,3.117,207.737272,0.053,-57.186625,0.057,-0.045,0.11,0.0,0.117,0.409,0.0,18.8,9.81,3,3,3,3,0.059,0.06,0.058,0.061,,,00,WISEA
"[3.578, 3.702]",24.0,3.578,1680m606_b0-007584,167.8855149,0.0232,-60.6358331,0.0277,J111132.53-603809.0,-0.0024,1099.776,948.419,38.91,61.7,0.0,130.87,98.5,0.0,13,13,13,13,57004.091187,167.8855465,0.0233,-60.6358419,0.0282,-0.0028,-0.01128,0.0037,-0.00373,0.0044,92.9,98.1,46000.0,500.0,43000.0,400.0,10.84,0.012,3.575,10.924,0.011,1.46,2.501,2N000,0.206,0.03,1.552,-0.008,0.133,207.750819,0.026,-57.197146,0.025,0.12,0.051,-0.123,0.051,2.333,2.413,7.76,15.3,3,3,3,3,0.049,0.026,0.052,0.026,0.054,hhP0,00,WISEA
[],25.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"[3.22, 5.34, 7.542]",26.0,3.22,1680m606_b0-033765,167.9342255,0.0623,-60.663114,0.0714,J111144.22-603947.2,0.0231,1068.471,912.75,94.76,65.6,8.39,219.1,89.2,18.27,13,13,13,13,57025.929499,167.9342539,0.0587,-60.6631217,0.0679,0.0215,0.00286,0.0086,0.01016,0.01,45.1,42.2,9100.0,200.0,12000.0,300.0,12.604,0.024,16.51,12.327,0.026,9.89,13.11,3N000,0.572,-0.009,0.026,0.047,0.828,207.817652,0.063,-57.198997,0.071,0.527,0.127,0.017,0.142,4.148,0.117,9.08,0.227,3,3,3,3,0.254,0.06,0.258,0.063,,,D0,WISEA
"[3.385, 3.46]",27.0,3.385,1680m606_b0-023137,168.0602082,0.0234,-60.6397444,0.0362,J111214.45-603823.1,0.0138,987.641,943.35,-23.33,32.8,3.26,24.69,40.3,12.59,13,13,13,13,57005.240187,168.0602462,0.024,-60.6397555,0.0379,0.0147,0.00757,0.0041,-0.0085,0.005,73.9,79.1,13000.0,200.0,12000.0,200.0,12.236,0.015,1.994,12.289,0.014,1.39,1.681,2N000,0.053,-0.014,0.207,-0.018,0.448,207.866034,0.027,-57.138407,0.033,0.004,0.056,-0.02,0.069,0.076,0.293,0.147,7.25,3,3,3,3,0.003,0.029,-0.003,0.028,0.155,00DD,00,WISEA
[9.239],28.0,9.239,1680m606_b0-163505,167.8650018,0.0472,-60.618579,0.0558,J111127.61-603706.9,0.0114,1112.992,970.981,61.92,69.4,0.0,160.63,66.9,0.0,13,13,12,13,57011.058762,167.8650252,0.0474,-60.6185866,0.0569,0.0139,0.23635,0.0194,-0.03463,0.0237,67.3,21.3,840.0,10.0,540.0,20.0,15.183,0.016,14.94,15.671,0.051,2.915,8.858,1N000,0.0,-0.895,99.999,-0.689,37.841,207.71503,0.051,-57.192355,0.053,-0.045,0.128,0.0,0.134,0.352,0.0,16.0,1.88,3,3,3,3,0.019,0.069,-0.098,0.07,,,D0,WISEA
[9.021],29.0,9.021,1680m606_b0-195962,168.0023317,0.0919,-60.665519,0.0955,J111200.56-603955.9,0.0073,1024.789,909.625,7.43,46.8,37.24,75.65,62.7,46.22,12,13,2,13,56713.806295,168.0026561,0.1171,-60.6655459,0.117,0.0265,0.47034,0.0408,-0.06249,0.0401,37.9,3.4,420.0,10.0,80.0,20.0,15.951,0.029,5.061,17.735,0.323,2.245,3.628,1N000,0.0,-0.161,8.515,0.056,1.049,207.863703,0.093,-57.176712,0.094,-0.045,0.188,0.0,0.189,0.24,0.0,5.48,0.0744,3,3,3,3,0.318,0.122,0.209,0.121,,,00,WISEA
"[0.861, 2.696]",30.0,0.861,1680m606_b0-002425,167.8792777,0.0236,-60.6419389,0.0276,J111131.03-603831.0,0.007,1103.765,940.419,66.06,70.4,0.0,186.96,97.1,0.0,13,13,13,13,56985.455911,167.8793075,0.0238,-60.6419506,0.0281,0.0079,-0.01897,0.0047,-0.0209,0.0056,72.6,105.2,210000.0,3000.0,200000.0,2000.0,9.187,0.015,0.6806,9.262,0.01,0.74,0.7056,2N000,0.146,0.026,0.697,-0.045,4.5,207.754982,0.025,-57.203592,0.027,0.098,0.05,-0.032,0.053,1.97,0.606,0.162,14.2,3,3,3,3,0.042,0.025,0.042,0.025,2.05,00h0,00,WISEA
[0.361],31.0,0.361,1680m606_b0-001524,167.9353549,0.0166,-60.6674263,0.0189,J111144.49-604002.7,0.0019,1067.74,907.106,118.08,82.7,35.86,229.64,98.7,91.51,13,13,13,13,57012.282437,167.9353887,0.0147,-60.6674303,0.017,0.0013,-0.00849,0.0025,0.01994,0.0029,129.9,149.0,410000.0,3000.0,310000.0,2000.0,8.474,0.008,18.74,8.775,0.007,5.01,11.8,3N000,0.054,-0.033,2.587,-0.007,0.202,207.82408,0.018,-57.201597,0.018,0.009,0.035,-0.002,0.036,0.26,0.055,4.9,157.0,3,3,3,3,-0.017,0.016,-0.006,0.017,0.37,HHh0,00,WISEA
"[2.051, 8.997]",32.0,2.051,1680m606_b0-106362,167.8644819,0.0249,-60.6165549,0.0289,J111127.48-603659.6,0.0029,1113.331,973.63,33.15,57.1,13.85,132.09,61.4,23.66,13,13,13,13,57037.508968,167.8645253,0.025,-60.6165617,0.0291,0.0032,0.00857,0.0079,0.02502,0.0088,115.2,64.4,2200.0,20.0,1700.0,30.0,14.134,0.009,33.63,14.446,0.017,4.504,18.94,2N000,1.835,-0.409,99.999,-0.057,2.815,207.712022,0.027,-57.191132,0.027,-0.751,0.054,-1.694,0.054,13.822,31.281,10.6,9.57,3,3,3,3,-0.396,0.027,-0.391,0.028,1.498,DDP0,D0,WISEA
"[1.323, 7.405, 7.946, 8.117]",33.0,1.323,1680m606_b0-099640,167.8972517,0.0593,-60.655529,0.0555,J111135.35-603919.9,0.0283,1092.201,922.648,204.46,96.7,19.34,314.83,106.9,30.67,13,13,13,13,57067.089868,167.8972826,0.0524,-60.6555331,0.0482,0.0241,0.05907,0.0179,0.04094,0.0163,72.1,37.2,1500.0,20.0,1800.0,50.0,14.592,0.015,10.14,14.347,0.029,2.491,6.275,1N000,0.0,0.133,12.066,0.133,5.561,207.78432,0.05,-57.206724,0.064,-0.045,0.104,0.0,0.133,0.434,0.0,10.7,1.39,3,3,3,3,-0.023,0.045,-0.042,0.051,,,00,WISEA
"[6.484, 8.052, 8.801, 9.669]",34.0,6.484,1680m606_b0-060998,167.9007384,0.0216,-60.655685,0.0282,J111136.18-603920.5,0.0057,1089.964,922.447,180.08,91.1,13.31,290.91,120.1,19.06,13,13,13,13,57011.532056,167.9007753,0.022,-60.6556928,0.0286,0.0058,-0.01505,0.0062,0.00037,0.0073,122.5,62.0,3900.0,30.0,3300.0,50.0,13.521,0.009,30.13,13.709,0.018,5.254,17.58,2N000,0.275,0.0,0.0,0.122,11.233,207.786722,0.025,-57.205606,0.026,-0.319,0.049,0.02,0.051,6.497,0.385,4.04,20.0,3,3,3,3,-0.171,0.025,-0.165,0.025,0.235,0oh0,00,WISEA
"[1.169, 7.386, 9.982]",35.0,1.169,1680m606_b0-087270,167.9355315,0.0954,-60.5674007,0.1017,J111144.53-603402.6,0.0405,1067.761,1038.048,63.87,78.4,23.26,194.45,49.2,24.98,13,13,13,13,57003.801281,167.9355487,0.1199,-60.5674025,0.1208,0.0254,-0.01869,0.026,0.0198,0.0263,21.8,27.6,2900.0,100.0,2000.0,70.0,13.834,0.05,1.348,14.268,0.039,2.396,1.859,2N000,0.451,0.05,0.237,-0.068,0.56,207.691836,0.09,-57.131854,0.107,-0.397,0.219,0.283,0.27,1.814,1.047,1.49,0.817,3,3,3,3,-0.233,0.128,-0.218,0.119,,,00,WISEA
"[0.807, 6.44, 9.5]",36.0,0.807,1680m606_b0-101828,168.0048417,0.0372,-60.670869,0.0325,J111201.17-604015.1,0.0109,1023.179,902.621,57.73,82.8,20.87,65.03,80.3,18.67,13,13,13,13,57009.479788,168.0048826,0.0339,-60.6708714,0.0296,0.0095,0.04589,0.0111,0.01613,0.0111,97.3,38.7,1800.0,20.0,1100.0,30.0,14.364,0.011,10.44,14.878,0.028,3.987,7.167,1N000,0.0,0.312,99.999,-0.031,0.278,207.872367,0.033,-57.179554,0.037,-0.045,0.071,0.0,0.077,0.631,0.0,17.4,31.6,3,3,3,3,-0.037,0.032,-0.046,0.035,,,00,WISEA
[3.557],37.0,3.557,1680m606_b0-048319,167.8657441,0.0997,-60.6431867,0.1116,J111127.78-603835.5,0.0297,1112.448,938.768,80.4,69.2,25.06,183.17,89.0,44.9,13,13,13,13,56986.189786,167.8657827,0.1095,-60.6431935,0.1215,0.0333,0.0178,0.0168,-9e-05,0.0185,29.4,18.5,5700.0,200.0,4600.0,200.0,13.116,0.037,1.292,13.346,0.059,0.4746,0.8772,1N000,0.063,-0.053,0.51,-0.021,0.032,207.74811,0.102,-57.209225,0.11,0.017,0.204,0.009,0.219,0.084,0.04,0.573,4.01,3,3,3,3,0.0,0.111,-0.007,0.106,0.31,0hh0,00,WISEA
[],38.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"[1.197, 5.689, 7.203, 9.499, 9.501, 9.782]",39.0,1.197,1680m606_b0-054961,167.9202969,0.0268,-60.6700201,0.0309,J111140.88-604012.1,0.0075,1077.393,903.699,131.67,78.4,0.0,258.41,98.5,0.0,13,13,13,13,57001.495746,167.920343,0.0276,-60.6700282,0.0313,0.0083,0.02146,0.0068,-0.01417,0.0075,113.3,55.1,4800.0,40.0,4800.0,90.0,13.294,0.01,19.14,13.294,0.02,2.607,10.79,3N000,0.425,-0.015,0.616,0.076,3.37,207.81804,0.028,-57.208699,0.03,-0.29,0.056,0.347,0.06,5.157,5.815,6.39,61.0,3,3,3,3,-0.144,0.028,-0.159,0.029,,,00,WISEA
"[4.69, 9.281]",40.0,4.69,1680m606_b0-002752,167.8625273,0.0179,-60.6362352,0.0206,J111127.01-603810.4,0.0025,1114.532,947.864,29.87,60.5,0.0,137.42,76.6,0.0,13,13,13,13,57011.936169,167.8625619,0.0179,-60.6362429,0.0206,0.0026,-0.0038,0.003,0.00161,0.0035,90.6,135.3,160000.0,2000.0,140000.0,1000.0,9.504,0.012,2.833,9.606,0.008,2.181,2.491,2N000,0.044,-0.049,3.917,-0.015,0.849,207.736867,0.019,-57.205519,0.019,-0.002,0.038,0.007,0.039,0.041,0.181,1.52,53.5,3,3,3,3,-0.013,0.019,-0.01,0.019,0.174,0hP0,00,WISEA
"[0.249, 7.617, 8.621]",41.0,0.249,1680m606_b0-054157,167.9296108,0.0513,-60.5645087,0.059,J111143.11-603352.2,0.0142,1071.574,1041.83,7.59,50.0,10.3,158.1,48.5,3.18,13,13,13,13,56956.097097,167.9296434,0.0553,-60.5645192,0.0625,0.0163,-0.01426,0.0117,0.01266,0.0129,42.6,50.1,5800.0,100.0,3900.0,80.0,13.087,0.025,3.896,13.53,0.022,1.782,2.821,3N000,0.112,-0.063,1.487,-0.078,1.712,207.684277,0.054,-57.131923,0.057,-0.084,0.123,0.105,0.131,0.683,0.804,0.493,5.08,3,3,3,3,-0.065,0.073,-0.055,0.073,,,00,WISEA
"[3.342, 6.17, 9.309, 9.372]",42.0,3.342,1680m606_b0-059945,168.0825262,0.0268,-60.6371693,0.0344,J111219.81-603813.8,0.0103,973.312,946.706,-9.63,46.7,6.16,77.66,44.0,12.2,13,13,13,13,57006.379817,168.0825611,0.027,-60.6371771,0.0347,0.0102,-0.0026,0.006,0.00106,0.0073,81.3,89.8,5400.0,70.0,4100.0,40.0,13.17,0.013,9.801,13.477,0.012,1.91,5.813,3N000,0.097,-0.094,10.936,-0.008,0.102,207.876684,0.029,-57.128764,0.032,0.032,0.059,-0.059,0.066,0.545,0.896,0.429,12.5,3,3,3,3,0.004,0.03,0.006,0.03,0.14,00hD,00,WISEA
[6.796],43.0,6.796,1680m606_b0-017397,167.8969146,0.0362,-60.6671997,0.0359,J111135.26-604001.9,-0.0044,1092.393,907.37,152.0,91.2,5.78,344.88,139.9,2.51,13,13,13,13,56964.712398,167.8969491,0.0373,-60.6672105,0.0371,-0.0039,-0.00577,0.0059,-0.00734,0.0067,68.5,59.3,18000.0,300.0,15000.0,300.0,11.841,0.016,22.13,12.031,0.018,3.769,12.86,3N000,0.716,0.002,0.003,-0.135,13.303,207.799584,0.036,-57.214965,0.036,0.628,0.078,0.245,0.073,8.053,3.33,2.93,1.85,3,3,3,3,0.314,0.04,0.314,0.04,0.601,ddd0,D0,WISEA
