#current_obsid,reg,ensemble,prep3,ml_flux,ml_flux_sigma,mode,lolim,hilim,r_hat
06419_000,1189,ens0042100_001,acisf06419_000N020_b0781_h_ecf90_prep3.fits,0.00E+00,1.74E-14,2.21E-15,1.06E-17,5.21E-15,1.0025
03384_000,182,ens0008400_001,acisf03384_000N021_b0161_h_ecf90_prep3.fits,0.00E+00,1.16E-17,2.19E-15,4.48E-19,5.13E-15,1.0017
06418_000,518,ens0042100_001,acisf06418_000N020_b0137_h_ecf90_prep3.fits,0.00E+00,6.19E-15,2.18E-15,5.50E-18,4.94E-15,0.9995
03384_000,439,ens0008400_001,acisf03384_000N020_b0343_h_ecf90_prep3.fits,0.00E+00,3.86E-17,2.17E-15,2.47E-18,4.90E-15,1.0016
06419_000,1300,ens0042100_001,acisf06419_000N020_b0892_h_ecf90_prep3.fits,0.00E+00,1.10E-14,2.17E-15,1.96E-18,5.22E-15,0.9999
06419_000,1326,ens0042100_001,acisf06419_000N020_b0918_h_ecf90_prep3.fits,0.00E+00,1.71E-14,2.12E-15,1.17E-18,5.63E-15,1
03386_000,439,ens0008400_001,acisf03386_000N020_b0343_h_ecf90_prep3.fits,0.00E+00,3.49E-17,2.11E-15,1.13E-17,5.10E-15,1.0009
03384_000,435,ens0008400_001,acisf03384_000N020_b0339_h_ecf90_prep3.fits,0.00E+00,2.01E-16,2.10E-15,1.44E-18,5.14E-15,1.0005
03387_000,568,ens0008400_001,acisf03387_000N020_b0113_h_ecf90_prep3.fits,0.00E+00,1.90E-16,2.10E-15,3.15E-17,4.91E-15,0.9992
06419_000,1465,ens0042100_001,acisf06419_000N020_b1057_h_ecf90_prep3.fits,0.00E+00,1.54E-14,2.07E-15,8.61E-18,4.91E-15,0.9995
13637_000,3402,ens0042100_001,acisf13637_000N020_b0830_h_ecf90_prep3.fits,3.50E-15,2.31E-15,2.06E-15,4.17E-16,4.51E-15,1.0005
06419_000,1109,ens0042100_001,acisf06419_000N020_b0701_h_ecf90_prep3.fits,0.00E+00,1.54E-14,2.04E-15,1.30E-17,4.94E-15,0.9998
06419_000,1304,ens0042100_001,acisf06419_000N020_b0896_h_ecf90_prep3.fits,0.00E+00,1.39E-14,2.04E-15,4.29E-19,4.78E-15,0.9995
03386_000,204,ens0008400_001,acisf03386_000N020_b0185_h_ecf90_prep3.fits,0.00E+00,1.59E-17,2.02E-15,6.22E-19,5.01E-15,0.9992
03387_000,204,ens0008400_001,acisf03387_000N020_b0185_h_ecf90_prep3.fits,0.00E+00,3.16E-17,2.02E-15,5.82E-18,4.57E-15,0.9994
09872_000,8,ens0013500_001,acisf09872_000N020_b0005_h_ecf90_prep3.fits,0.00E+00,5.16E-16,2.02E-15,3.72E-18,4.71E-15,0.9998
14334_000,403,ens0042100_001,acisf14334_000N020_b0277_h_ecf90_prep3.fits,0.00E+00,3.61E-17,2.01E-15,1.24E-17,4.68E-15,0.9994
06419_000,1366,ens0042100_001,acisf06419_000N020_b0958_h_ecf90_prep3.fits,0.00E+00,1.70E-14,2.00E-15,9.69E-18,4.86E-15,1.0017
03386_000,425,ens0008400_001,acisf03386_000N020_b0331_h_ecf90_prep3.fits,0.00E+00,4.43E-17,1.99E-15,1.71E-19,5.05E-15,1.0002
06418_000,1180,ens0042100_001,acisf06418_000N020_b0772_h_ecf90_prep3.fits,0.00E+00,1.56E-14,1.98E-15,4.42E-18,4.79E-15,0.9991
03498_000,309,ens0042100_001,acisf03498_000N020_b0218_h_ecf90_prep3.fits,1.90E-15,6.80E-16,1.98E-15,1.25E-15,2.76E-15,1.0038
14335_000,693,ens0042100_001,acisf14335_000N020_b0386_h_ecf90_prep3.fits,1.74E-15,1.13E-15,1.98E-15,8.05E-16,3.39E-15,1.0032
15546_000,693,ens0042100_001,acisf15546_000N020_b0386_h_ecf90_prep3.fits,1.74E-15,1.38E-15,1.98E-15,6.83E-16,3.70E-15,1.0031
03387_000,182,ens0008400_001,acisf03387_000N021_b0161_h_ecf90_prep3.fits,0.00E+00,3.67E-17,1.97E-15,3.25E-19,4.74E-15,1.0006
12050_001,816,ens0047600_001,acisf12050_001N020_b0236_h_ecf90_prep3.fits,2.31E-15,1.27E-15,1.97E-15,6.96E-16,3.33E-15,0.9999
06418_000,1011,ens0042100_001,acisf06418_000N020_b0603_h_ecf90_prep3.fits,0.00E+00,2.07E-14,1.97E-15,3.62E-18,4.87E-15,1.0013
01522_002,3147,ens0042100_001,acisf01522_002N020_b1069_h_ecf90_prep3.fits,1.84E-15,1.27E-15,1.96E-15,7.37E-16,3.37E-15,0.9994
06419_000,893,ens0042100_001,acisf06419_000N020_b0485_h_ecf90_prep3.fits,0.00E+00,1.27E-14,1.94E-15,5.37E-18,4.40E-15,0.999
06419_000,1291,ens0042100_001,acisf06419_000N020_b0883_h_ecf90_prep3.fits,0.00E+00,1.21E-14,1.93E-15,7.51E-18,4.65E-15,0.9991
14334_000,34,ens0042100_001,acisf14334_000N020_b0015_h_ecf90_prep3.fits,0.00E+00,2.27E-15,1.93E-15,1.67E-17,4.50E-15,0.9998
03387_000,435,ens0008400_001,acisf03387_000N020_b0339_h_ecf90_prep3.fits,0.00E+00,5.53E-16,1.92E-15,1.61E-18,4.51E-15,1.0063
03386_000,435,ens0008400_001,acisf03386_000N020_b0339_h_ecf90_prep3.fits,0.00E+00,1.03E-16,1.91E-15,1.39E-18,4.64E-15,1.0028
06418_000,1017,ens0042100_001,acisf06418_000N020_b0609_h_ecf90_prep3.fits,0.00E+00,1.45E-14,1.90E-15,7.71E-19,4.76E-15,0.9998
03387_000,170,ens0008400_001,acisf03387_000N020_b0156_h_ecf90_prep3.fits,0.00E+00,3.87E-17,1.88E-15,3.24E-18,4.99E-15,0.9993
06419_000,1328,ens0042100_001,acisf06419_000N020_b0920_h_ecf90_prep3.fits,0.00E+00,1.64E-14,1.88E-15,7.30E-18,4.30E-15,0.9991
13637_000,1498,ens0042100_001,acisf13637_000N020_b0726_h_ecf90_prep3.fits,1.47E-15,2.17E-15,1.88E-15,2.75E-16,4.10E-15,1.0019
06419_000,1424,ens0042100_001,acisf06419_000N020_b1016_h_ecf90_prep3.fits,0.00E+00,9.77E-15,1.87E-15,1.79E-18,4.37E-15,1.0011
14334_000,429,ens0042100_001,acisf14334_000N020_b0290_h_ecf90_prep3.fits,0.00E+00,2.57E-15,1.87E-15,1.74E-17,4.69E-15,0.9996
14334_000,3293,ens0042100_001,acisf14334_000N020_b1069_h_ecf90_prep3.fits,0.00E+00,1.05E-16,1.87E-15,2.24E-18,4.29E-15,0.9993
06419_000,999,ens0042100_001,acisf06419_000N020_b0591_h_ecf90_prep3.fits,0.00E+00,7.99E-15,1.86E-15,7.58E-19,4.31E-15,0.9997
14334_000,3402,ens0042100_001,acisf14334_000N020_b0830_h_ecf90_prep3.fits,0.00E+00,9.75E-16,1.86E-15,6.27E-21,4.46E-15,0.9996
06418_000,1208,ens0042100_001,acisf06418_000N020_b0800_h_ecf90_prep3.fits,0.00E+00,1.92E-14,1.79E-15,5.95E-18,4.57E-15,1
06419_000,1302,ens0042100_001,acisf06419_000N020_b0894_h_ecf90_prep3.fits,0.00E+00,1.29E-14,1.79E-15,8.44E-18,4.65E-15,0.9992
15546_000,3293,ens0042100_001,acisf15546_000N020_b1069_h_ecf90_prep3.fits,8.29E-16,1.74E-15,1.78E-15,6.81E-18,3.81E-15,0.9993
14335_000,3416,ens0042100_001,acisf14335_000N020_b1201_h_ecf90_prep3.fits,1.41E-15,1.27E-15,1.77E-15,5.40E-16,3.40E-15,0.9991
06419_000,1327,ens0042100_001,acisf06419_000N020_b0919_h_ecf90_prep3.fits,0.00E+00,1.50E-14,1.76E-15,2.95E-18,3.96E-15,1.0005
15546_000,2022,ens0042100_001,acisf15546_000N020_b0865_h_ecf90_prep3.fits,0.00E+00,2.53E-17,1.75E-15,1.99E-18,4.03E-15,0.9991
14334_000,3294,ens0042100_001,acisf14334_000N020_b1069_h_ecf90_prep3.fits,0.00E+00,1.05E-16,1.74E-15,6.79E-18,4.08E-15,0.9995
06419_000,952,ens0042100_001,acisf06419_000N020_b0544_h_ecf90_prep3.fits,0.00E+00,1.15E-14,1.73E-15,3.88E-18,4.37E-15,1.001
15546_000,1643,ens0042100_001,acisf15546_000N020_b0016_h_ecf90_prep3.fits,0.00E+00,8.45E-16,1.72E-15,1.23E-17,4.30E-15,1.0002
06418_000,1009,ens0042100_001,acisf06418_000N020_b0601_h_ecf90_prep3.fits,0.00E+00,2.45E-14,1.71E-15,3.07E-18,3.84E-15,0.999
06419_000,1299,ens0042100_001,acisf06419_000N020_b0891_h_ecf90_prep3.fits,0.00E+00,1.26E-14,1.71E-15,8.00E-18,3.80E-15,0.9995
14334_000,1784,ens0042100_001,acisf14334_000N020_b0533_h_ecf90_prep3.fits,0.00E+00,1.24E-16,1.71E-15,3.96E-18,3.90E-15,1.0005
14335_000,1662,ens0042100_001,acisf14335_000N020_b0767_h_ecf90_prep3.fits,1.37E-15,1.93E-15,1.68E-15,1.92E-16,3.82E-15,1.0021
06419_000,1089,ens0042100_001,acisf06419_000N020_b0681_h_ecf90_prep3.fits,0.00E+00,8.09E-15,1.67E-15,2.64E-19,3.91E-15,1.0043
15546_000,1424,ens0042100_001,acisf15546_000N020_b0407_h_ecf90_prep3.fits,0.00E+00,1.80E-17,1.67E-15,7.08E-18,3.67E-15,0.9995
14334_000,1019,ens0042100_001,acisf14334_000N020_b0560_h_ecf90_prep3.fits,0.00E+00,2.06E-16,1.67E-15,4.04E-19,4.26E-15,0.9995
04395_000,309,ens0042100_001,acisf04395_000N020_b0218_h_ecf90_prep3.fits,1.62E-15,5.29E-16,1.66E-15,1.15E-15,2.29E-15,0.9992
06419_000,1398,ens0042100_001,acisf06419_000N020_b0990_h_ecf90_prep3.fits,0.00E+00,1.28E-14,1.65E-15,3.48E-18,3.95E-15,1.0005
14334_000,1498,ens0042100_001,acisf14334_000N020_b0726_h_ecf90_prep3.fits,0.00E+00,3.36E-16,1.65E-15,1.58E-19,4.08E-15,1.0008
09578_000,80,ens0047600_001,acisf09578_000N020_b0056_h_ecf90_prep3.fits,1.04E-15,1.38E-15,1.62E-15,2.61E-16,3.65E-15,1.0015
14334_000,1662,ens0042100_001,acisf14334_000N020_b0767_h_ecf90_prep3.fits,0.00E+00,2.32E-16,1.62E-15,1.16E-17,4.06E-15,0.9992
14334_000,2590,ens0042100_001,acisf14334_000N020_b0362_h_ecf90_prep3.fits,0.00E+00,3.97E-17,1.62E-15,7.23E-19,4.03E-15,1.0034
14334_000,2604,ens0042100_001,acisf14334_000N020_b0447_h_ecf90_prep3.fits,0.00E+00,7.96E-17,1.61E-15,3.95E-18,3.75E-15,1.002
08446_000,285,ens0103000_001,acisf08446_000N020_b0024_h_ecf90_prep3.fits,0.00E+00,2.36E-15,1.59E-15,2.94E-17,3.55E-15,1.0004
14334_000,712,ens0042100_001,acisf14334_000N020_b0400_h_ecf90_prep3.fits,0.00E+00,4.90E-17,1.57E-15,8.75E-18,3.60E-15,0.9992
06419_000,922,ens0042100_001,acisf06419_000N020_b0514_h_ecf90_prep3.fits,0.00E+00,1.43E-14,1.56E-15,2.18E-19,3.52E-15,1.0083
05852_000,123,ens0017500_001,acisf05852_000N020_b0112_h_ecf90_prep3.fits,0.00E+00,1.11E-15,1.55E-15,1.02E-17,3.61E-15,0.9996
06418_000,952,ens0042100_001,acisf06418_000N020_b0544_h_ecf90_prep3.fits,0.00E+00,1.30E-14,1.54E-15,2.59E-19,3.86E-15,1.0002
06418_000,1178,ens0042100_001,acisf06418_000N020_b0770_h_ecf90_prep3.fits,0.00E+00,1.27E-14,1.54E-15,8.08E-18,3.63E-15,1.004
01522_002,429,ens0042100_001,acisf01522_002N020_b0290_h_ecf90_prep3.fits,1.54E-15,1.38E-15,1.54E-15,4.17E-16,3.28E-15,0.9993
06418_000,999,ens0042100_001,acisf06418_000N020_b0591_h_ecf90_prep3.fits,0.00E+00,6.42E-15,1.53E-15,9.74E-18,3.51E-15,1.0041
14334_000,3438,ens0042100_001,acisf14334_000N020_b0996_h_ecf90_prep3.fits,0.00E+00,6.96E-17,1.53E-15,3.39E-18,3.76E-15,1.004
06419_000,1441,ens0042100_001,acisf06419_000N020_b1033_h_ecf90_prep3.fits,0.00E+00,8.51E-15,1.52E-15,4.58E-18,3.59E-15,1.0028
14334_000,2478,ens0042100_001,acisf14334_000N020_b0974_h_ecf90_prep3.fits,0.00E+00,5.12E-17,1.52E-15,7.39E-18,3.64E-15,1.0032
14334_000,2270,ens0042100_001,acisf14334_000N020_b0290_h_ecf90_prep3.fits,0.00E+00,3.49E-16,1.52E-15,3.65E-19,4.01E-15,1.0071
14334_000,2479,ens0042100_001,acisf14334_000N020_b0974_h_ecf90_prep3.fits,0.00E+00,5.51E-17,1.52E-15,9.16E-19,3.78E-15,1.0016
16468_001,191,ens0022100_001,acisf16468_001N020_b0132_h_ecf90_prep3.fits,0.00E+00,4.88E-15,1.52E-15,7.98E-19,3.68E-15,1.0012
09575_000,816,ens0047600_001,acisf09575_000N020_b0236_h_ecf90_prep3.fits,1.59E-15,1.23E-15,1.51E-15,4.81E-16,3.00E-15,1.0001
06418_000,1366,ens0042100_001,acisf06418_000N020_b0958_h_ecf90_prep3.fits,0.00E+00,1.75E-14,1.51E-15,4.29E-18,3.89E-15,0.9997
03744_000,34,ens0042100_001,acisf03744_000N020_b0015_h_ecf90_prep3.fits,1.52E-15,7.61E-16,1.48E-15,7.78E-16,2.36E-15,1.0009
03498_000,2497,ens0042100_001,acisf03498_000N020_b0989_h_ecf90_prep3.fits,1.41E-15,7.36E-16,1.48E-15,7.27E-16,2.41E-15,0.9999
06419_000,923,ens0042100_001,acisf06419_000N020_b0515_h_ecf90_prep3.fits,0.00E+00,1.30E-14,1.47E-15,3.56E-18,3.38E-15,1.0007
15546_000,2262,ens0042100_001,acisf15546_000N020_b0539_h_ecf90_prep3.fits,0.00E+00,1.94E-16,1.46E-15,1.58E-17,3.59E-15,0.9998
04397_000,256,ens0002400_001,acisf04397_000N020_b0192_h_ecf90_prep3.fits,0.00E+00,9.68E-18,1.45E-15,3.79E-18,3.80E-15,1.003
10524_000,32,ens0016200_001,acisf10524_000N020_b0026_h_ecf90_prep3.fits,0.00E+00,1.29E-16,1.45E-15,2.63E-17,3.50E-15,0.9991
06418_000,1365,ens0042100_001,acisf06418_000N020_b0957_h_ecf90_prep3.fits,0.00E+00,2.26E-14,1.44E-15,4.65E-18,3.32E-15,0.9992
14334_000,2636,ens0042100_001,acisf14334_000N020_b1053_h_ecf90_prep3.fits,0.00E+00,5.25E-17,1.44E-15,8.70E-18,3.51E-15,1.0015
06418_000,1424,ens0042100_001,acisf06418_000N020_b1016_h_ecf90_prep3.fits,0.00E+00,1.02E-14,1.42E-15,9.91E-19,3.61E-15,0.9997
06418_000,1446,ens0042100_001,acisf06418_000N020_b1038_h_ecf90_prep3.fits,0.00E+00,1.08E-14,1.42E-15,6.03E-18,3.51E-15,0.9991
06419_000,891,ens0042100_001,acisf06419_000N020_b0483_h_ecf90_prep3.fits,0.00E+00,1.04E-14,1.41E-15,7.05E-19,3.75E-15,0.9997
06419_000,892,ens0042100_001,acisf06419_000N020_b0484_h_ecf90_prep3.fits,0.00E+00,8.14E-15,1.40E-15,1.15E-17,3.36E-15,1.0054
06419_000,1314,ens0042100_001,acisf06419_000N020_b0906_h_ecf90_prep3.fits,0.00E+00,5.22E-15,1.39E-15,3.98E-18,3.33E-15,1.0058
06419_000,996,ens0042100_001,acisf06419_000N020_b0588_h_ecf90_prep3.fits,0.00E+00,6.10E-15,1.38E-15,8.35E-18,3.17E-15,1.0032
13637_000,2478,ens0042100_001,acisf13637_000N020_b0974_h_ecf90_prep3.fits,1.10E-15,1.52E-15,1.37E-15,1.06E-16,2.98E-15,0.9998
10106_000,15,ens0329600_001,acisf10106_000N020_b0014_h_ecf90_prep3.fits,0.00E+00,1.79E-17,1.37E-15,4.19E-18,3.43E-15,0.9997
06419_000,1298,ens0042100_001,acisf06419_000N020_b0890_h_ecf90_prep3.fits,0.00E+00,1.20E-14,1.34E-15,6.17E-18,3.19E-15,1.002
06418_000,1426,ens0042100_001,acisf06418_000N020_b1018_h_ecf90_prep3.fits,0.00E+00,8.32E-15,1.34E-15,1.28E-17,3.06E-15,1.0016
05425_000,3,ens0083100_001,acisf05425_000N020_b0002_h_ecf90_prep3.fits,0.00E+00,5.91E-17,1.33E-15,1.46E-18,3.04E-15,1.0004
04395_000,1645,ens0042100_001,acisf04395_000N020_b0015_h_ecf90_prep3.fits,1.23E-15,7.33E-16,1.33E-15,6.51E-16,2.16E-15,0.9996
10109_000,15,ens0329600_001,acisf10109_000N020_b0014_h_ecf90_prep3.fits,0.00E+00,1.35E-17,1.33E-15,3.04E-19,3.20E-15,0.9995
06419_000,1446,ens0042100_001,acisf06419_000N020_b1038_h_ecf90_prep3.fits,0.00E+00,8.11E-15,1.32E-15,4.17E-18,3.26E-15,0.9997
13637_000,3401,ens0042100_001,acisf13637_000N020_b1161_h_ecf90_prep3.fits,0.00E+00,3.09E-16,1.32E-15,7.51E-18,3.21E-15,1.0032
06419_000,917,ens0042100_001,acisf06419_000N020_b0509_h_ecf90_prep3.fits,0.00E+00,1.75E-14,1.31E-15,2.45E-18,3.10E-15,1.0008
06418_000,944,ens0042100_001,acisf06418_000N020_b0536_h_ecf90_prep3.fits,0.00E+00,2.35E-14,1.31E-15,1.89E-18,3.39E-15,0.9996
06419_000,1339,ens0042100_001,acisf06419_000N020_b0931_h_ecf90_prep3.fits,0.00E+00,1.48E-14,1.31E-15,6.82E-18,2.97E-15,0.9991
00950_000,288,ens0013800_001,acisf00950_000N020_b0020_h_ecf90_prep3.fits,0.00E+00,1.20E-16,1.31E-15,1.54E-17,3.28E-15,0.9993
13618_000,3,ens0253600_001,acisf13618_000N020_b0002_h_ecf90_prep3.fits,0.00E+00,1.26E-17,1.31E-15,3.85E-18,2.92E-15,1.0009
06419_000,1296,ens0042100_001,acisf06419_000N020_b0888_h_ecf90_prep3.fits,0.00E+00,1.19E-14,1.30E-15,1.39E-18,3.21E-15,1.0003
06419_000,1469,ens0042100_001,acisf06419_000N020_b1061_h_ecf90_prep3.fits,0.00E+00,7.61E-15,1.30E-15,3.98E-18,3.27E-15,0.9995
08901_000,72,ens0200500_001,acisf08901_000N020_b0052_h_ecf90_prep3.fits,0.00E+00,5.76E-17,1.30E-15,2.80E-18,3.09E-15,1.0045
06419_000,1426,ens0042100_001,acisf06419_000N020_b1018_h_ecf90_prep3.fits,0.00E+00,8.00E-15,1.29E-15,6.12E-18,2.96E-15,0.9991
03498_000,145,ens0042100_001,acisf03498_000N020_b0089_h_ecf90_prep3.fits,1.24E-15,6.52E-16,1.29E-15,6.23E-16,2.07E-15,1.0016
14335_000,3294,ens0042100_001,acisf14335_000N020_b1069_h_ecf90_prep3.fits,5.76E-16,1.20E-15,1.29E-15,1.26E-17,2.78E-15,0.9995
06419_000,993,ens0042100_001,acisf06419_000N020_b0585_h_ecf90_prep3.fits,0.00E+00,8.89E-15,1.28E-15,3.64E-18,2.97E-15,1.0051
15256_000,103,ens0012800_001,acisf15256_000N020_b0098_h_ecf90_prep3.fits,1.20E-15,1.65E-15,1.28E-15,1.40E-16,2.97E-15,1
15546_000,712,ens0042100_001,acisf15546_000N020_b0400_h_ecf90_prep3.fits,8.15E-16,1.22E-15,1.27E-15,4.75E-17,2.81E-15,0.9994
12051_000,816,ens0047600_001,acisf12051_000N020_b0236_h_ecf90_prep3.fits,8.82E-16,1.34E-15,1.26E-15,6.83E-18,2.78E-15,1.0017
06418_000,996,ens0042100_001,acisf06418_000N020_b0588_h_ecf90_prep3.fits,0.00E+00,5.53E-15,1.26E-15,1.68E-18,3.13E-15,0.9998
06419_000,1297,ens0042100_001,acisf06419_000N020_b0889_h_ecf90_prep3.fits,0.00E+00,1.14E-14,1.26E-15,8.34E-19,3.09E-15,1.0012
10107_000,15,ens0329600_001,acisf10107_000N020_b0014_h_ecf90_prep3.fits,0.00E+00,1.57E-17,1.26E-15,5.82E-19,3.16E-15,1.0005
15546_000,2894,ens0042100_001,acisf15546_000N020_b0512_h_ecf90_prep3.fits,8.46E-16,1.28E-15,1.25E-15,1.80E-16,2.76E-15,1.0036
14335_000,3288,ens0042100_001,acisf14335_000N020_b1255_h_ecf90_prep3.fits,9.57E-16,1.06E-15,1.24E-15,2.89E-16,2.60E-15,0.9991
16189_000,816,ens0047600_001,acisf16189_000N020_b0236_h_ecf90_prep3.fits,1.19E-15,7.68E-16,1.22E-15,5.12E-16,2.19E-15,0.9997
14335_000,1645,ens0042100_001,acisf14335_000N020_b0015_h_ecf90_prep3.fits,5.72E-17,1.97E-15,1.22E-15,5.66E-18,2.75E-15,1.0005
15546_000,2030,ens0042100_001,acisf15546_000N020_b0865_h_ecf90_prep3.fits,0.00E+00,2.48E-17,1.22E-15,3.36E-18,3.01E-15,0.9992
06419_000,1017,ens0042100_001,acisf06419_000N020_b0609_h_ecf90_prep3.fits,0.00E+00,1.23E-14,1.21E-15,9.66E-19,3.09E-15,1.0006
15546_000,799,ens0042100_001,acisf15546_000N020_b0444_h_ecf90_prep3.fits,7.63E-16,1.14E-15,1.20E-15,3.46E-17,2.73E-15,1.008
14335_000,3123,ens0042100_001,acisf14335_000N020_b1201_h_ecf90_prep3.fits,0.00E+00,2.68E-17,1.20E-15,6.53E-19,2.74E-15,0.9991
14335_000,2262,ens0042100_001,acisf14335_000N020_b0539_h_ecf90_prep3.fits,0.00E+00,1.86E-16,1.20E-15,1.13E-18,3.08E-15,0.9995
13637_000,3150,ens0042100_001,acisf13637_000N020_b1045_h_ecf90_prep3.fits,0.00E+00,5.67E-17,1.20E-15,3.01E-18,3.22E-15,1.0003
06419_000,1340,ens0042100_001,acisf06419_000N020_b0932_h_ecf90_prep3.fits,0.00E+00,1.65E-14,1.17E-15,4.81E-19,2.77E-15,1.0013
06418_000,1089,ens0042100_001,acisf06418_000N020_b0681_h_ecf90_prep3.fits,0.00E+00,6.50E-15,1.16E-15,2.19E-18,2.68E-15,1
13637_000,860,ens0042100_001,acisf13637_000N020_b0479_h_ecf90_prep3.fits,0.00E+00,1.87E-17,1.16E-15,7.95E-18,2.96E-15,0.9994
06418_000,941,ens0042100_001,acisf06418_000N020_b0533_h_ecf90_prep3.fits,0.00E+00,1.76E-14,1.15E-15,1.02E-17,3.09E-15,1.0008
12047_001,816,ens0047600_001,acisf12047_001N020_b0236_h_ecf90_prep3.fits,0.00E+00,5.23E-17,1.14E-15,7.40E-19,2.76E-15,1.0018
06419_000,1284,ens0042100_001,acisf06419_000N020_b0876_h_ecf90_prep3.fits,0.00E+00,7.06E-15,1.14E-15,5.44E-18,2.74E-15,1.0004
06418_000,1131,ens0042100_001,acisf06418_000N020_b0723_h_ecf90_prep3.fits,0.00E+00,1.90E-14,1.13E-15,1.47E-18,2.94E-15,1.0026
15546_000,34,ens0042100_001,acisf15546_000N020_b0015_h_ecf90_prep3.fits,0.00E+00,1.83E-15,1.13E-15,5.54E-20,2.65E-15,1.0003
06419_000,1334,ens0042100_001,acisf06419_000N020_b0926_h_ecf90_prep3.fits,0.00E+00,1.46E-14,1.12E-15,1.87E-18,2.73E-15,0.9999
15546_000,1441,ens0042100_001,acisf15546_000N020_b0439_h_ecf90_prep3.fits,7.38E-16,9.79E-16,1.12E-15,1.13E-16,2.33E-15,1.002
15546_000,680,ens0042100_001,acisf15546_000N020_b0383_h_ecf90_prep3.fits,7.25E-16,1.02E-15,1.11E-15,4.10E-17,2.42E-15,0.9998
04395_000,1644,ens0042100_001,acisf04395_000N020_b0015_h_ecf90_prep3.fits,1.22E-15,7.84E-16,1.10E-15,3.92E-16,1.92E-15,1.0031
15546_000,2882,ens0042100_001,acisf15546_000N020_b0506_h_ecf90_prep3.fits,3.52E-16,1.07E-15,1.10E-15,2.04E-17,2.40E-15,0.9994
16181_000,816,ens0047600_001,acisf16181_000N020_b0236_h_ecf90_prep3.fits,1.09E-15,8.57E-16,1.09E-15,3.31E-16,2.10E-15,1.0054
13637_000,760,ens0042100_001,acisf13637_000N020_b0424_h_ecf90_prep3.fits,0.00E+00,1.82E-17,1.09E-15,6.49E-19,3.03E-15,1.0003
00953_000,451,ens0008400_001,acisf00953_000N020_b0385_h_ecf90_prep3.fits,0.00E+00,2.01E-18,1.08E-15,4.62E-19,2.47E-15,0.9991
06419_000,896,ens0042100_001,acisf06419_000N020_b0488_h_ecf90_prep3.fits,0.00E+00,7.58E-15,1.08E-15,2.79E-18,2.88E-15,1.0008
06408_000,477,ens0370400_001,acisf06408_000N021_b0379_h_ecf90_prep3.fits,9.61E-16,5.98E-16,1.06E-15,4.45E-16,1.78E-15,1.0031
06418_000,1154,ens0042100_001,acisf06418_000N020_b0746_h_ecf90_prep3.fits,0.00E+00,7.62E-15,1.06E-15,9.04E-19,2.60E-15,0.9995
13637_000,2479,ens0042100_001,acisf13637_000N020_b0974_h_ecf90_prep3.fits,1.02E-15,1.10E-15,1.05E-15,1.95E-16,2.26E-15,0.9992
05402_000,35,ens0144800_001,acisf05402_000N020_b0033_h_ecf90_prep3.fits,0.00E+00,2.29E-16,1.05E-15,6.40E-18,2.50E-15,0.9999
15546_000,724,ens0042100_001,acisf15546_000N020_b0407_h_ecf90_prep3.fits,0.00E+00,1.76E-17,1.05E-15,2.89E-18,2.55E-15,1.0005
06419_000,1286,ens0042100_001,acisf06419_000N020_b0878_h_ecf90_prep3.fits,0.00E+00,8.99E-15,1.04E-15,4.09E-18,2.69E-15,1.0005
03498_000,3344,ens0042100_001,acisf03498_000N020_b1264_h_ecf90_prep3.fits,7.73E-16,1.17E-15,1.04E-15,2.28E-16,2.29E-15,0.9998
06419_000,1294,ens0042100_001,acisf06419_000N020_b0886_h_ecf90_prep3.fits,0.00E+00,8.92E-15,1.03E-15,5.37E-18,2.33E-15,1.003
06418_000,1364,ens0042100_001,acisf06418_000N020_b0956_h_ecf90_prep3.fits,0.00E+00,1.83E-14,1.02E-15,8.84E-18,2.42E-15,0.9993
06419_000,1383,ens0042100_001,acisf06419_000N020_b0975_h_ecf90_prep3.fits,0.00E+00,9.11E-15,1.02E-15,2.79E-18,2.43E-15,0.9998
06418_000,896,ens0042100_001,acisf06418_000N020_b0488_h_ecf90_prep3.fits,0.00E+00,7.05E-15,1.00E-15,8.41E-18,2.20E-15,1.0017
02751_000,13,ens0266000_001,acisf02751_000N020_b0012_h_ecf90_prep3.fits,0.00E+00,1.31E-16,1.00E-15,1.82E-18,2.54E-15,1.0004
13637_000,3293,ens0042100_001,acisf13637_000N020_b1069_h_ecf90_prep3.fits,6.69E-16,9.26E-16,9.91E-16,9.66E-17,2.12E-15,0.9994
15546_000,686,ens0042100_001,acisf15546_000N020_b0386_h_ecf90_prep3.fits,0.00E+00,2.02E-17,9.84E-16,3.80E-18,2.33E-15,0.9992
05403_000,35,ens0144800_001,acisf05403_000N020_b0033_h_ecf90_prep3.fits,0.00E+00,2.34E-16,9.81E-16,7.39E-20,2.28E-15,1.003
05406_000,35,ens0144800_001,acisf05406_000N020_b0033_h_ecf90_prep3.fits,0.00E+00,2.26E-16,9.80E-16,3.23E-18,2.32E-15,1.001
13637_000,2530,ens0042100_001,acisf13637_000N020_b0336_h_ecf90_prep3.fits,5.30E-16,7.95E-16,9.75E-16,1.35E-16,2.03E-15,1.0001
14335_000,680,ens0042100_001,acisf14335_000N020_b0383_h_ecf90_prep3.fits,0.00E+00,1.41E-17,9.70E-16,1.35E-18,2.36E-15,1.0009
13637_000,3416,ens0042100_001,acisf13637_000N020_b1201_h_ecf90_prep3.fits,0.00E+00,3.23E-17,9.66E-16,1.37E-18,2.17E-15,0.9999
