#current_obsid,reg,ensemble,prep3,ml_flux,ml_flux_sigma,mode,lolim,hilim,r_hat
15546_000,3133,ens0042100_001,acisf15546_000N020_b1069_h_ecf90_prep3.fits,1.00E-14,3.43E-15,1.03E-14,6.89E-15,1.43E-14,0.999
01522_002,3294,ens0042100_001,acisf01522_002N020_b1069_h_ecf90_prep3.fits,9.82E-15,3.16E-15,1.01E-14,7.03E-15,1.35E-14,1.003
01679_000,46,ens0016900_001,acisf01679_000N020_b0043_h_ecf90_prep3.fits,0.00E+00,3.76E-14,1.00E-14,1.34E-17,2.33E-14,1.002
01522_002,168,ens0042100_001,acisf01522_002N020_b0106_h_ecf90_prep3.fits,9.80E-15,2.38E-15,9.92E-15,7.19E-15,1.26E-14,1.0013
13637_000,779,ens0042100_001,acisf13637_000N020_b0433_h_ecf90_prep3.fits,9.89E-15,2.47E-15,9.69E-15,7.27E-15,1.27E-14,1.0009
01522_002,3152,ens0042100_001,acisf01522_002N020_b1201_h_ecf90_prep3.fits,9.48E-15,2.93E-15,9.64E-15,6.71E-15,1.31E-14,1.0001
09718_000,716,ens0047600_001,acisf09718_000N020_b0192_h_ecf90_prep3.fits,9.43E-15,3.17E-15,9.54E-15,6.32E-15,1.34E-14,1.0044
13637_000,309,ens0042100_001,acisf13637_000N020_b0218_h_ecf90_prep3.fits,9.38E-15,2.91E-15,9.49E-15,6.49E-15,1.29E-14,1.003
08936_000,488,ens0042100_001,acisf08936_000N020_b0242_h_ecf90_prep3.fits,0.00E+00,2.00E-14,9.45E-15,5.30E-17,2.02E-14,1.0013
00020_000,3,ens0042000_001,acisf00020_000N020_b0002_h_ecf90_prep3.fits,0.00E+00,1.54E-16,9.32E-15,1.22E-17,2.06E-14,0.9998
14334_000,1422,ens0042100_001,acisf14334_000N020_b0400_h_ecf90_prep3.fits,9.35E-15,4.56E-15,9.32E-15,5.24E-15,1.51E-14,1.0013
06419_000,211,ens0042100_001,acisf06419_000N020_b0117_h_ecf90_prep3.fits,8.63E-15,7.81E-15,9.23E-15,2.36E-15,1.68E-14,1.0016
04395_000,2392,ens0042100_001,acisf04395_000N020_b0532_h_ecf90_prep3.fits,9.01E-15,1.59E-15,9.08E-15,7.43E-15,1.09E-14,0.9992
15546_000,3411,ens0042100_001,acisf15546_000N020_b1135_h_ecf90_prep3.fits,7.97E-15,5.37E-15,8.85E-15,3.76E-15,1.44E-14,1.0019
04373_000,34,ens0042100_001,acisf04373_000N020_b0015_h_ecf90_prep3.fits,8.51E-15,1.18E-15,8.71E-15,7.36E-15,9.92E-15,1.0034
14334_000,3411,ens0042100_001,acisf14334_000N020_b1135_h_ecf90_prep3.fits,9.64E-15,1.01E-14,8.54E-15,1.30E-15,1.96E-14,1.0002
13637_000,286,ens0042100_001,acisf13637_000N020_b0200_h_ecf90_prep3.fits,8.69E-15,2.49E-15,8.15E-15,5.61E-15,1.11E-14,0.9992
14335_000,2203,ens0042100_001,acisf14335_000N020_b0910_h_ecf90_prep3.fits,8.12E-15,2.59E-15,8.10E-15,5.49E-15,1.08E-14,1.0012
14334_000,409,ens0042100_001,acisf14334_000N020_b0277_h_ecf90_prep3.fits,7.53E-15,3.94E-15,8.06E-15,4.04E-15,1.29E-14,1
03498_000,3293,ens0042100_001,acisf03498_000N020_b1069_h_ecf90_prep3.fits,7.56E-15,2.46E-15,7.79E-15,5.37E-15,1.06E-14,0.9996
13637_000,2609,ens0042100_001,acisf13637_000N020_b1045_h_ecf90_prep3.fits,7.15E-15,2.17E-15,7.29E-15,5.07E-15,9.79E-15,0.9998
01522_002,1048,ens0042100_001,acisf01522_002N020_b0579_h_ecf90_prep3.fits,6.46E-14,9.13E-15,7.05E-15,1.86E-15,2.01E-14,1.001
14334_000,3018,ens0042100_001,acisf14334_000N020_b1097_h_ecf90_prep3.fits,6.83E-15,4.58E-15,6.96E-15,2.64E-15,1.27E-14,1
00078_000,90,ens0008400_001,acisf00078_000N020_b0076_h_ecf90_prep3.fits,0.00E+00,1.47E-16,6.80E-15,2.72E-17,1.60E-14,1.0011
14335_000,361,ens0042100_001,acisf14335_000N020_b0259_h_ecf90_prep3.fits,6.57E-15,2.05E-15,6.79E-15,4.70E-15,9.17E-15,1.005
03385_000,204,ens0008400_001,acisf03385_000N020_b0185_h_ecf90_prep3.fits,0.00E+00,8.77E-17,6.62E-15,7.83E-18,1.52E-14,1.0009
03744_000,1645,ens0042100_001,acisf03744_000N020_b0015_h_ecf90_prep3.fits,6.83E-15,1.08E-15,6.62E-15,5.62E-15,8.07E-15,0.999
03498_000,3294,ens0042100_001,acisf03498_000N020_b1069_h_ecf90_prep3.fits,6.44E-15,1.84E-15,6.53E-15,4.72E-15,8.58E-15,1.0012
02465_000,1,ens0015600_001,acisf02465_000N021_b0000_h_ecf90_prep3.fits,0.00E+00,5.50E-16,6.46E-15,1.27E-17,1.56E-14,1.0008
03303_000,30,ens0114200_001,acisf03303_000N020_b0027_h_ecf90_prep3.fits,0.00E+00,3.11E-16,6.40E-15,1.05E-17,1.51E-14,1.0015
06419_000,239,ens0042100_001,acisf06419_000N020_b0117_h_ecf90_prep3.fits,4.03E-15,9.52E-15,6.35E-15,7.79E-16,1.43E-14,1
04396_000,1644,ens0042100_001,acisf04396_000N020_b0015_h_ecf90_prep3.fits,6.38E-15,1.04E-15,6.32E-15,5.21E-15,7.55E-15,0.9991
13637_000,3133,ens0042100_001,acisf13637_000N020_b1069_h_ecf90_prep3.fits,6.09E-15,2.27E-15,6.29E-15,3.89E-15,8.72E-15,0.9992
14335_000,3133,ens0042100_001,acisf14335_000N020_b1069_h_ecf90_prep3.fits,5.72E-15,2.71E-15,6.16E-15,3.19E-15,9.46E-15,1.0011
04373_000,1645,ens0042100_001,acisf04373_000N020_b0015_h_ecf90_prep3.fits,6.00E-15,8.93E-16,6.15E-15,5.20E-15,7.10E-15,0.9999
00956_000,451,ens0008400_001,acisf00956_000N020_b0385_h_ecf90_prep3.fits,0.00E+00,6.64E-18,6.13E-15,2.21E-17,1.53E-14,1.0041
04396_000,3018,ens0042100_001,acisf04396_000N020_b1097_h_ecf90_prep3.fits,6.18E-15,1.17E-15,6.13E-15,4.93E-15,7.52E-15,0.9999
03385_000,182,ens0008400_001,acisf03385_000N021_b0161_h_ecf90_prep3.fits,0.00E+00,6.90E-17,6.12E-15,3.01E-17,1.51E-14,0.999
03385_000,425,ens0008400_001,acisf03385_000N020_b0331_h_ecf90_prep3.fits,0.00E+00,1.56E-16,6.11E-15,1.46E-17,1.53E-14,1.002
03385_000,170,ens0008400_001,acisf03385_000N020_b0156_h_ecf90_prep3.fits,0.00E+00,1.16E-16,6.05E-15,4.96E-17,1.51E-14,0.9999
15546_000,1645,ens0042100_001,acisf15546_000N020_b0015_h_ecf90_prep3.fits,6.84E-15,4.30E-15,5.98E-15,2.36E-15,1.05E-14,1.0005
03385_000,435,ens0008400_001,acisf03385_000N020_b0339_h_ecf90_prep3.fits,0.00E+00,2.88E-16,5.95E-15,2.45E-18,1.45E-14,0.9995
03385_000,439,ens0008400_001,acisf03385_000N020_b0343_h_ecf90_prep3.fits,0.00E+00,1.62E-16,5.91E-15,6.50E-18,1.39E-14,1.002
04444_000,429,ens0002400_001,acisf04444_000N020_b0335_h_ecf90_prep3.fits,5.96E-15,2.23E-15,5.89E-15,3.64E-15,8.42E-15,1.0005
00078_000,439,ens0008400_001,acisf00078_000N020_b0373_h_ecf90_prep3.fits,0.00E+00,7.63E-18,5.81E-15,1.27E-17,1.37E-14,1.0027
04374_000,3147,ens0042100_001,acisf04374_000N020_b1069_h_ecf90_prep3.fits,5.71E-15,1.12E-15,5.74E-15,4.57E-15,7.09E-15,1.0005
04395_000,34,ens0042100_001,acisf04395_000N020_b0015_h_ecf90_prep3.fits,5.43E-15,1.36E-15,5.52E-15,4.09E-15,7.04E-15,1
13637_000,2497,ens0042100_001,acisf13637_000N020_b0989_h_ecf90_prep3.fits,5.14E-15,1.92E-15,5.40E-15,3.42E-15,7.59E-15,1
14335_000,1007,ens0042100_001,acisf14335_000N020_b0550_h_ecf90_prep3.fits,5.49E-15,2.61E-15,5.40E-15,3.03E-15,8.80E-15,0.9998
04395_000,170,ens0042100_001,acisf04395_000N020_b0108_h_ecf90_prep3.fits,5.52E-15,1.55E-15,5.33E-15,3.75E-15,7.09E-15,1.0013
14334_000,2646,ens0042100_001,acisf14334_000N020_b0362_h_ecf90_prep3.fits,5.01E-15,3.11E-15,5.29E-15,2.21E-15,9.32E-15,0.9992
14334_000,1645,ens0042100_001,acisf14334_000N020_b0015_h_ecf90_prep3.fits,4.61E-15,4.95E-15,5.21E-15,1.09E-15,1.08E-14,1.001
03385_000,568,ens0008400_001,acisf03385_000N020_b0113_h_ecf90_prep3.fits,0.00E+00,5.95E-15,5.15E-15,4.47E-19,1.14E-14,0.9993
14212_000,15,ens0410100_001,acisf14212_000N020_b0014_h_ecf90_prep3.fits,0.00E+00,4.03E-16,4.96E-15,2.00E-18,1.17E-14,1.0057
00956_000,439,ens0008400_001,acisf00956_000N020_b0373_h_ecf90_prep3.fits,0.00E+00,1.18E-17,4.74E-15,3.58E-18,1.09E-14,1.0025
08936_000,737,ens0042100_001,acisf08936_000N020_b0198_h_ecf90_prep3.fits,0.00E+00,1.17E-14,4.69E-15,6.30E-17,1.09E-14,1.0086
16187_000,816,ens0047600_001,acisf16187_000N020_b0236_h_ecf90_prep3.fits,3.62E-15,3.95E-15,4.63E-15,8.52E-16,9.55E-15,0.9993
04396_000,1645,ens0042100_001,acisf04396_000N020_b0015_h_ecf90_prep3.fits,4.60E-15,8.92E-16,4.63E-15,3.64E-15,5.68E-15,0.9995
01522_002,3409,ens0042100_001,acisf01522_002N020_b0579_h_ecf90_prep3.fits,3.28E-15,2.64E-15,4.50E-15,2.28E-15,7.55E-15,1.0006
07379_000,97,ens0007500_001,acisf07379_000N020_b0087_h_ecf90_prep3.fits,0.00E+00,1.57E-15,4.49E-15,6.75E-18,1.13E-14,0.9998
14334_000,1007,ens0042100_001,acisf14334_000N020_b0550_h_ecf90_prep3.fits,0.00E+00,1.88E-16,4.42E-15,3.57E-17,1.03E-14,0.9991
14334_000,2022,ens0042100_001,acisf14334_000N020_b0865_h_ecf90_prep3.fits,0.00E+00,3.96E-17,4.39E-15,2.76E-17,9.87E-15,0.9999
13275_000,1,ens0117500_001,acisf13275_000N020_b0000_h_ecf90_prep3.fits,0.00E+00,1.91E-17,4.34E-15,1.26E-17,1.11E-14,0.9994
01677_000,53,ens0016900_001,acisf01677_000N020_b0048_h_ecf90_prep3.fits,0.00E+00,1.10E-14,4.31E-15,1.73E-17,1.06E-14,0.9994
15546_000,1637,ens0042100_001,acisf15546_000N020_b0015_h_ecf90_prep3.fits,1.55E-15,4.94E-15,4.19E-15,4.91E-17,9.15E-15,1.0019
08936_000,414,ens0042100_001,acisf08936_000N020_b0198_h_ecf90_prep3.fits,0.00E+00,1.32E-14,4.10E-15,4.77E-18,9.14E-15,1.0009
08017_000,261,ens0012800_001,acisf08017_000N020_b0191_h_ecf90_prep3.fits,0.00E+00,1.94E-14,4.10E-15,7.19E-18,9.94E-15,1
14334_000,3123,ens0042100_001,acisf14334_000N020_b1201_h_ecf90_prep3.fits,0.00E+00,4.91E-17,4.09E-15,1.68E-17,9.13E-15,0.9993
03498_000,3123,ens0042100_001,acisf03498_000N020_b1201_h_ecf90_prep3.fits,4.02E-15,1.66E-15,4.07E-15,2.49E-15,6.13E-15,0.9995
13637_000,792,ens0042100_001,acisf13637_000N020_b0439_h_ecf90_prep3.fits,3.91E-15,1.69E-15,4.06E-15,2.34E-15,6.18E-15,0.9997
04373_000,1019,ens0042100_001,acisf04373_000N020_b0560_h_ecf90_prep3.fits,3.95E-15,9.29E-16,4.05E-15,3.04E-15,5.10E-15,1.0013
15546_000,1422,ens0042100_001,acisf15546_000N020_b0400_h_ecf90_prep3.fits,3.62E-15,2.20E-15,4.05E-15,1.78E-15,6.64E-15,1.0014
06419_000,1193,ens0042100_001,acisf06419_000N020_b0785_h_ecf90_prep3.fits,0.00E+00,1.81E-14,4.04E-15,7.22E-17,9.21E-15,0.9992
16620_000,816,ens0047600_001,acisf16620_000N020_b0236_h_ecf90_prep3.fits,3.75E-15,2.44E-15,4.02E-15,1.75E-15,6.91E-15,1.0019
06419_000,1433,ens0042100_001,acisf06419_000N020_b1025_h_ecf90_prep3.fits,0.00E+00,1.77E-14,3.97E-15,4.18E-18,9.27E-15,0.9991
14335_000,1422,ens0042100_001,acisf14335_000N020_b0400_h_ecf90_prep3.fits,3.81E-15,2.08E-15,3.91E-15,1.90E-15,6.51E-15,0.9999
13637_000,2203,ens0042100_001,acisf13637_000N020_b0910_h_ecf90_prep3.fits,3.88E-15,1.84E-15,3.85E-15,2.07E-15,5.95E-15,1.0005
01684_000,13,ens0016900_001,acisf01684_000N020_b0011_h_ecf90_prep3.fits,0.00E+00,4.58E-17,3.78E-15,1.12E-17,9.08E-15,0.9991
14334_000,1644,ens0042100_001,acisf14334_000N020_b0015_h_ecf90_prep3.fits,3.28E-15,4.32E-15,3.76E-15,2.96E-16,8.38E-15,1.0026
06419_000,954,ens0042100_001,acisf06419_000N020_b0546_h_ecf90_prep3.fits,0.00E+00,2.06E-14,3.75E-15,4.96E-18,9.19E-15,0.9997
14334_000,2030,ens0042100_001,acisf14334_000N020_b0865_h_ecf90_prep3.fits,0.00E+00,3.80E-17,3.63E-15,3.26E-17,8.27E-15,1.0013
00078_000,83,ens0008400_001,acisf00078_000N020_b0074_h_ecf90_prep3.fits,0.00E+00,3.50E-17,3.57E-15,6.44E-19,8.66E-15,0.999
06419_000,1208,ens0042100_001,acisf06419_000N020_b0800_h_ecf90_prep3.fits,0.00E+00,1.71E-14,3.53E-15,7.72E-18,7.56E-15,1.0004
03498_000,3258,ens0042100_001,acisf03498_000N020_b1240_h_ecf90_prep3.fits,3.49E-15,1.73E-15,3.53E-15,1.86E-15,5.73E-15,0.9998
01522_002,3293,ens0042100_001,acisf01522_002N020_b1069_h_ecf90_prep3.fits,2.78E-15,1.89E-15,3.46E-15,1.48E-15,5.23E-15,1.0004
01683_000,79,ens0016900_001,acisf01683_000N020_b0072_h_ecf90_prep3.fits,0.00E+00,8.61E-17,3.39E-15,1.83E-17,8.20E-15,0.9998
06823_000,6,ens0098100_001,acisf06823_000N020_b0004_h_ecf90_prep3.fits,0.00E+00,1.71E-17,3.37E-15,1.85E-18,7.48E-15,1.0004
04396_000,3450,ens0042100_001,acisf04396_000N020_b1097_h_ecf90_prep3.fits,3.27E-15,8.37E-16,3.37E-15,2.52E-15,4.21E-15,0.999
16186_000,816,ens0047600_001,acisf16186_000N020_b0236_h_ecf90_prep3.fits,3.09E-15,2.00E-15,3.32E-15,1.36E-15,5.68E-15,1.0037
01683_000,71,ens0016900_001,acisf01683_000N020_b0064_h_ecf90_prep3.fits,0.00E+00,3.21E-16,3.32E-15,1.44E-17,7.61E-15,1.0025
00078_000,80,ens0008400_001,acisf00078_000N020_b0073_h_ecf90_prep3.fits,0.00E+00,1.13E-17,3.31E-15,6.47E-19,7.89E-15,1.0027
04374_000,3293,ens0042100_001,acisf04374_000N020_b1069_h_ecf90_prep3.fits,3.29E-15,9.13E-16,3.30E-15,2.40E-15,4.40E-15,0.9998
15546_000,1644,ens0042100_001,acisf15546_000N020_b0015_h_ecf90_prep3.fits,1.27E-15,4.06E-15,3.27E-15,4.62E-16,7.23E-15,0.9992
01522_002,34,ens0042100_001,acisf01522_002N020_b0015_h_ecf90_prep3.fits,3.27E-15,1.92E-15,3.26E-15,1.42E-15,5.37E-15,0.9992
00078_000,254,ens0008400_001,acisf00078_000N020_b0052_h_ecf90_prep3.fits,0.00E+00,5.88E-17,3.25E-15,8.61E-18,8.03E-15,0.9997
14334_000,680,ens0042100_001,acisf14334_000N020_b0383_h_ecf90_prep3.fits,0.00E+00,2.48E-17,3.22E-15,5.26E-18,7.27E-15,0.9995
15546_000,2392,ens0042100_001,acisf15546_000N020_b0532_h_ecf90_prep3.fits,3.24E-15,2.17E-15,3.17E-15,1.29E-15,6.32E-15,1.0002
06419_000,904,ens0042100_001,acisf06419_000N020_b0496_h_ecf90_prep3.fits,0.00E+00,1.36E-14,3.15E-15,1.78E-17,7.65E-15,1.0007
08591_000,816,ens0047600_001,acisf08591_000N020_b0236_h_ecf90_prep3.fits,2.23E-15,2.86E-15,3.12E-15,4.53E-16,6.41E-15,0.9991
12219_001,816,ens0047600_001,acisf12219_001N020_b0236_h_ecf90_prep3.fits,3.62E-15,2.95E-15,3.12E-15,5.56E-16,6.66E-15,0.9995
06418_000,1367,ens0042100_001,acisf06418_000N020_b0959_h_ecf90_prep3.fits,0.00E+00,2.05E-14,3.12E-15,6.99E-18,7.16E-15,1.0016
07385_000,9,ens0007500_001,acisf07385_000N020_b0008_h_ecf90_prep3.fits,0.00E+00,3.94E-17,3.11E-15,7.60E-18,7.32E-15,1.0025
01684_000,59,ens0016900_001,acisf01684_000N020_b0054_h_ecf90_prep3.fits,0.00E+00,1.09E-15,3.10E-15,3.05E-18,7.63E-15,0.9992
04395_000,3450,ens0042100_001,acisf04395_000N020_b1097_h_ecf90_prep3.fits,2.94E-15,9.34E-16,3.08E-15,2.02E-15,4.05E-15,0.9997
03498_000,587,ens0042100_001,acisf03498_000N020_b0336_h_ecf90_prep3.fits,3.02E-15,9.97E-16,3.06E-15,2.12E-15,4.24E-15,1.004
06419_000,1196,ens0042100_001,acisf06419_000N020_b0788_h_ecf90_prep3.fits,0.00E+00,1.62E-14,3.02E-15,1.81E-17,8.58E-15,1.0009
04373_000,1644,ens0042100_001,acisf04373_000N020_b0015_h_ecf90_prep3.fits,2.97E-15,1.05E-15,3.01E-15,1.84E-15,4.17E-15,0.999
09499_000,461,ens0021500_001,acisf09499_000N020_b0360_h_ecf90_prep3.fits,0.00E+00,1.28E-14,2.99E-15,5.52E-18,6.84E-15,0.9999
01683_000,88,ens0016900_001,acisf01683_000N020_b0081_h_ecf90_prep3.fits,0.00E+00,1.15E-15,2.98E-15,6.13E-18,7.60E-15,1.0058
15546_000,2646,ens0042100_001,acisf15546_000N020_b0362_h_ecf90_prep3.fits,2.69E-15,1.77E-15,2.96E-15,1.24E-15,5.10E-15,0.9994
14335_000,3293,ens0042100_001,acisf14335_000N020_b1069_h_ecf90_prep3.fits,2.83E-15,1.87E-15,2.96E-15,1.27E-15,5.35E-15,0.9993
06419_000,516,ens0042100_001,acisf06419_000N020_b0117_h_ecf90_prep3.fits,0.00E+00,6.71E-15,2.94E-15,6.93E-18,6.84E-15,1.0012
14334_000,1637,ens0042100_001,acisf14334_000N020_b0015_h_ecf90_prep3.fits,0.00E+00,3.81E-16,2.94E-15,4.71E-18,7.74E-15,0.9991
14334_000,3416,ens0042100_001,acisf14334_000N020_b1201_h_ecf90_prep3.fits,0.00E+00,7.80E-17,2.92E-15,1.10E-18,7.32E-15,1.0002
00078_000,96,ens0008400_001,acisf00078_000N020_b0084_h_ecf90_prep3.fits,0.00E+00,1.42E-17,2.91E-15,2.39E-17,7.73E-15,1
13637_000,3123,ens0042100_001,acisf13637_000N020_b1201_h_ecf90_prep3.fits,2.41E-15,1.87E-15,2.87E-15,1.00E-15,5.26E-15,1.0009
06419_000,1188,ens0042100_001,acisf06419_000N020_b0780_h_ecf90_prep3.fits,0.00E+00,1.55E-14,2.86E-15,2.22E-18,6.75E-15,1.0007
03498_000,693,ens0042100_001,acisf03498_000N020_b0386_h_ecf90_prep3.fits,2.67E-15,9.16E-16,2.85E-15,1.81E-15,3.86E-15,1.0007
13637_000,1676,ens0042100_001,acisf13637_000N020_b0775_h_ecf90_prep3.fits,2.84E-15,1.63E-15,2.85E-15,1.22E-15,4.72E-15,0.9992
00109_000,452,ens0001800_001,acisf00109_000N021_b0014_h_ecf90_prep3.fits,0.00E+00,3.61E-15,2.85E-15,1.02E-17,7.22E-15,1.0001
14335_000,2188,ens0042100_001,acisf14335_000N020_b0906_h_ecf90_prep3.fits,0.00E+00,8.95E-17,2.83E-15,1.33E-17,6.11E-15,0.999
06419_000,903,ens0042100_001,acisf06419_000N020_b0495_h_ecf90_prep3.fits,0.00E+00,1.43E-14,2.82E-15,6.21E-18,6.56E-15,1.0012
14335_000,3387,ens0042100_001,acisf14335_000N020_b0200_h_ecf90_prep3.fits,2.25E-15,2.36E-15,2.82E-15,4.73E-16,5.87E-15,1.0006
14334_000,3450,ens0042100_001,acisf14334_000N020_b1097_h_ecf90_prep3.fits,2.20E-15,2.73E-15,2.80E-15,4.81E-16,6.01E-15,0.9998
08445_000,272,ens0103000_001,acisf08445_000N020_b0026_h_ecf90_prep3.fits,0.00E+00,4.64E-16,2.80E-15,1.02E-18,6.77E-15,0.9998
06419_000,1115,ens0042100_001,acisf06419_000N020_b0707_h_ecf90_prep3.fits,0.00E+00,1.53E-14,2.76E-15,1.02E-17,6.24E-15,0.9992
13637_000,3294,ens0042100_001,acisf13637_000N020_b1069_h_ecf90_prep3.fits,1.76E-15,2.29E-15,2.73E-15,2.19E-16,5.73E-15,0.9995
03498_000,3450,ens0042100_001,acisf03498_000N020_b1097_h_ecf90_prep3.fits,2.64E-15,1.24E-15,2.73E-15,1.46E-15,4.08E-15,1.0001
06418_000,1216,ens0042100_001,acisf06418_000N020_b0808_h_ecf90_prep3.fits,0.00E+00,1.63E-14,2.71E-15,9.78E-18,6.38E-15,0.9997
08444_000,255,ens0103000_001,acisf08444_000N020_b0024_h_ecf90_prep3.fits,0.00E+00,3.67E-16,2.71E-15,1.12E-17,5.96E-15,0.9991
06419_000,1184,ens0042100_001,acisf06419_000N020_b0776_h_ecf90_prep3.fits,0.00E+00,1.50E-14,2.69E-15,4.09E-18,6.68E-15,1.0022
14335_000,1637,ens0042100_001,acisf14335_000N020_b0015_h_ecf90_prep3.fits,2.62E-15,3.09E-15,2.68E-15,3.87E-16,5.81E-15,1.0028
06419_000,1129,ens0042100_001,acisf06419_000N020_b0721_h_ecf90_prep3.fits,0.00E+00,1.50E-14,2.67E-15,1.05E-17,6.11E-15,0.9994
14334_000,3147,ens0042100_001,acisf14334_000N020_b1069_h_ecf90_prep3.fits,0.00E+00,8.13E-17,2.63E-15,2.30E-18,6.46E-15,0.9993
00956_000,90,ens0008400_001,acisf00956_000N020_b0076_h_ecf90_prep3.fits,0.00E+00,9.86E-17,2.58E-15,7.89E-19,6.54E-15,1.0005
06419_000,1303,ens0042100_001,acisf06419_000N020_b0895_h_ecf90_prep3.fits,0.00E+00,1.33E-14,2.56E-15,1.16E-17,6.42E-15,1.0004
06418_000,1012,ens0042100_001,acisf06418_000N020_b0604_h_ecf90_prep3.fits,0.00E+00,2.20E-14,2.55E-15,5.82E-18,6.18E-15,1.0001
14334_000,3199,ens0042100_001,acisf14334_000N020_b0511_h_ecf90_prep3.fits,1.59E-15,2.12E-15,2.53E-15,2.74E-16,5.27E-15,1.0005
06419_000,1125,ens0042100_001,acisf06419_000N020_b0717_h_ecf90_prep3.fits,0.00E+00,1.13E-14,2.52E-15,1.40E-18,6.14E-15,0.9997
06419_000,1283,ens0042100_001,acisf06419_000N020_b0875_h_ecf90_prep3.fits,0.00E+00,1.23E-14,2.52E-15,6.35E-18,6.02E-15,1.0084
00956_000,83,ens0008400_001,acisf00956_000N020_b0074_h_ecf90_prep3.fits,0.00E+00,6.68E-17,2.51E-15,2.61E-18,5.97E-15,1.0003
00956_000,96,ens0008400_001,acisf00956_000N020_b0084_h_ecf90_prep3.fits,0.00E+00,9.17E-18,2.51E-15,1.62E-18,6.26E-15,0.9993
06419_000,1183,ens0042100_001,acisf06419_000N020_b0775_h_ecf90_prep3.fits,0.00E+00,1.53E-14,2.51E-15,2.16E-18,5.80E-15,0.9992
06419_000,1130,ens0042100_001,acisf06419_000N020_b0722_h_ecf90_prep3.fits,0.00E+00,1.49E-14,2.49E-15,2.08E-18,6.32E-15,1.0043
06418_000,1195,ens0042100_001,acisf06418_000N020_b0787_h_ecf90_prep3.fits,0.00E+00,9.21E-15,2.47E-15,3.55E-18,6.25E-15,0.9998
04374_000,693,ens0042100_001,acisf04374_000N020_b0386_h_ecf90_prep3.fits,2.48E-15,5.35E-16,2.46E-15,1.93E-15,3.10E-15,0.9996
15234_000,13,ens0012800_001,acisf15234_000N020_b0012_h_ecf90_prep3.fits,0.00E+00,1.74E-17,2.46E-15,7.40E-18,5.95E-15,1.0003
13637_000,1027,ens0042100_001,acisf13637_000N020_b0562_h_ecf90_prep3.fits,1.21E-15,2.77E-15,2.45E-15,5.40E-18,5.64E-15,0.999
08936_000,465,ens0042100_001,acisf08936_000N020_b0198_h_ecf90_prep3.fits,0.00E+00,1.26E-14,2.44E-15,1.04E-18,5.93E-15,1.0007
06419_000,1301,ens0042100_001,acisf06419_000N020_b0893_h_ecf90_prep3.fits,0.00E+00,1.34E-14,2.43E-15,2.80E-18,6.04E-15,1.0007
07701_000,122,ens0090000_001,acisf07701_000N020_b0114_h_ecf90_prep3.fits,0.00E+00,8.39E-17,2.43E-15,1.30E-17,6.31E-15,0.999
06419_000,1500,ens0042100_001,acisf06419_000N020_b1092_h_ecf90_prep3.fits,0.00E+00,1.55E-14,2.42E-15,4.56E-19,5.66E-15,1.0093
06419_000,990,ens0042100_001,acisf06419_000N020_b0582_h_ecf90_prep3.fits,0.00E+00,1.15E-14,2.37E-15,2.02E-18,6.83E-15,0.9991
15546_000,3294,ens0042100_001,acisf15546_000N020_b1069_h_ecf90_prep3.fits,1.56E-15,2.27E-15,2.37E-15,2.06E-17,5.32E-15,0.9993
08014_000,244,ens0012800_001,acisf08014_000N020_b0180_h_ecf90_prep3.fits,0.00E+00,1.25E-14,2.36E-15,8.29E-18,6.14E-15,1.0018
14334_000,2262,ens0042100_001,acisf14334_000N020_b0539_h_ecf90_prep3.fits,0.00E+00,3.27E-16,2.36E-15,9.07E-18,5.51E-15,0.999
03384_000,425,ens0008400_001,acisf03384_000N020_b0331_h_ecf90_prep3.fits,0.00E+00,3.99E-17,2.30E-15,2.18E-18,5.55E-15,1.0002
14334_000,687,ens0042100_001,acisf14334_000N020_b0382_h_ecf90_prep3.fits,0.00E+00,3.80E-17,2.30E-15,3.12E-18,5.36E-15,1.001
14334_000,939,ens0042100_001,acisf14334_000N020_b0511_h_ecf90_prep3.fits,0.00E+00,6.34E-17,2.29E-15,6.72E-19,5.08E-15,1
06419_000,1186,ens0042100_001,acisf06419_000N020_b0778_h_ecf90_prep3.fits,0.00E+00,1.44E-14,2.28E-15,1.28E-17,5.49E-15,1.0032
03384_000,170,ens0008400_001,acisf03384_000N020_b0156_h_ecf90_prep3.fits,0.00E+00,1.39E-17,2.27E-15,1.41E-18,5.48E-15,1.0031
03387_000,439,ens0008400_001,acisf03387_000N020_b0343_h_ecf90_prep3.fits,0.00E+00,6.23E-17,2.24E-15,5.74E-18,5.45E-15,1.0003
03434_000,5,ens0085600_001,acisf03434_000N020_b0004_h_ecf90_prep3.fits,0.00E+00,7.61E-16,2.24E-15,4.04E-17,5.25E-15,1.001
03386_000,170,ens0008400_001,acisf03386_000N020_b0156_h_ecf90_prep3.fits,0.00E+00,1.85E-17,2.23E-15,1.94E-17,5.21E-15,1.0008
03384_000,204,ens0008400_001,acisf03384_000N020_b0185_h_ecf90_prep3.fits,0.00E+00,1.42E-17,2.22E-15,3.95E-18,5.84E-15,0.9991
03386_000,568,ens0008400_001,acisf03386_000N020_b0113_h_ecf90_prep3.fits,0.00E+00,1.55E-16,2.22E-15,1.65E-17,5.16E-15,1.0007
06419_000,1479,ens0042100_001,acisf06419_000N020_b1071_h_ecf90_prep3.fits,0.00E+00,1.60E-14,2.22E-15,1.78E-17,5.37E-15,1.0036
