#current_obsid,reg,ensemble,prep3,ml_flux,ml_flux_sigma,mode,lolim,hilim,r_hat
04395_000,892,ens0042100_001,acisf04395_000N020_b0495_s_ecf90_prep3.fits,0.00E+00,1.90E-18,3.54E-17,1.01E-19,8.43E-17,1.0013
04374_000,2646,ens0042100_001,acisf04374_000N020_b0362_s_ecf90_prep3.fits,1.31E-17,4.20E-17,3.56E-17,6.36E-21,7.78E-17,0.9999
04395_000,2670,ens0042100_001,acisf04395_000N020_b1084_s_ecf90_prep3.fits,0.00E+00,1.48E-18,3.56E-17,7.89E-20,8.34E-17,1.0019
04395_000,2443,ens0042100_001,acisf04395_000N020_b0969_s_ecf90_prep3.fits,0.00E+00,1.11E-18,3.56E-17,2.33E-19,8.75E-17,1.0013
11016_000,51,ens0083100_001,acisf11016_000N020_b0043_s_ecf90_prep3.fits,0.00E+00,1.36E-17,3.57E-17,4.76E-20,7.82E-17,0.9996
04395_000,1464,ens0042100_001,acisf04395_000N020_b0707_s_ecf90_prep3.fits,0.00E+00,1.74E-18,3.57E-17,1.39E-19,7.95E-17,1.001
04395_000,612,ens0042100_001,acisf04395_000N020_b0351_s_ecf90_prep3.fits,0.00E+00,1.39E-18,3.58E-17,1.67E-20,7.93E-17,1.001
04373_000,2646,ens0042100_001,acisf04373_000N020_b0362_s_ecf90_prep3.fits,0.00E+00,3.96E-17,3.58E-17,5.58E-19,7.77E-17,1.0035
04395_000,864,ens0042100_001,acisf04395_000N020_b0476_s_ecf90_prep3.fits,0.00E+00,1.03E-18,3.59E-17,3.02E-19,9.14E-17,0.9996
12052_000,116,ens0047600_001,acisf12052_000N020_b0078_s_ecf90_prep3.fits,0.00E+00,6.40E-19,3.59E-17,3.10E-19,8.18E-17,1.0027
04374_000,2459,ens0042100_001,acisf04374_000N020_b0479_s_ecf90_prep3.fits,0.00E+00,1.01E-18,3.60E-17,3.52E-20,2.53E-15,1.0579
04395_000,866,ens0042100_001,acisf04395_000N020_b0482_s_ecf90_prep3.fits,0.00E+00,1.07E-18,3.60E-17,1.03E-19,8.84E-17,1.0008
04396_000,1276,ens0042100_001,acisf04396_000N020_b0646_s_ecf90_prep3.fits,0.00E+00,5.42E-19,3.60E-17,1.60E-19,8.67E-17,0.9999
04395_000,2872,ens0042100_001,acisf04395_000N020_b0688_s_ecf90_prep3.fits,0.00E+00,1.26E-18,3.60E-17,4.07E-19,8.14E-17,1.0032
03662_000,359,ens0387500_001,acisf03662_000N021_b0059_s_ecf90_prep3.fits,0.00E+00,1.41E-18,3.61E-17,1.23E-19,8.33E-17,0.9998
09596_001,1111,ens0047600_001,acisf09596_001N020_b0445_s_ecf90_prep3.fits,0.00E+00,2.95E-19,3.61E-17,3.96E-19,8.81E-17,1.0003
04395_000,3294,ens0042100_001,acisf04395_000N020_b1069_s_ecf90_prep3.fits,0.00E+00,4.96E-17,3.62E-17,5.29E-21,9.03E-17,0.9998
04395_000,1316,ens0042100_001,acisf04395_000N020_b0664_s_ecf90_prep3.fits,0.00E+00,1.79E-18,3.62E-17,5.30E-20,8.58E-17,1.0027
04396_000,3127,ens0042100_001,acisf04396_000N020_b1203_s_ecf90_prep3.fits,0.00E+00,1.14E-18,3.62E-17,9.98E-20,8.48E-17,1.0021
04395_000,2899,ens0042100_001,acisf04395_000N020_b1139_s_ecf90_prep3.fits,0.00E+00,4.41E-18,3.62E-17,1.03E-19,9.51E-17,1.0001
04395_000,1352,ens0042100_001,acisf04395_000N020_b0670_s_ecf90_prep3.fits,0.00E+00,6.59E-19,3.63E-17,1.03E-19,8.84E-17,0.9991
04395_000,3190,ens0042100_001,acisf04395_000N020_b1225_s_ecf90_prep3.fits,0.00E+00,8.86E-19,3.66E-17,1.89E-20,8.32E-17,0.9993
04395_000,1007,ens0042100_001,acisf04395_000N020_b0550_s_ecf90_prep3.fits,0.00E+00,6.71E-18,3.66E-17,1.38E-19,8.76E-17,0.9997
03744_000,1287,ens0042100_001,acisf03744_000N020_b0656_s_ecf90_prep3.fits,0.00E+00,6.81E-19,3.67E-17,9.46E-20,8.43E-17,1.0008
04395_000,233,ens0042100_001,acisf04395_000N020_b0154_s_ecf90_prep3.fits,0.00E+00,1.89E-18,3.68E-17,2.41E-20,8.98E-17,1.0045
04395_000,1476,ens0042100_001,acisf04395_000N020_b0715_s_ecf90_prep3.fits,0.00E+00,1.79E-18,3.69E-17,1.81E-20,9.69E-17,0.9998
04395_000,2626,ens0042100_001,acisf04395_000N020_b1057_s_ecf90_prep3.fits,0.00E+00,7.10E-19,3.69E-17,3.02E-19,9.07E-17,1.002
03744_000,1267,ens0042100_001,acisf03744_000N020_b0638_s_ecf90_prep3.fits,0.00E+00,1.10E-18,3.70E-17,1.85E-20,8.79E-17,0.9991
04395_000,1294,ens0042100_001,acisf04395_000N020_b0661_s_ecf90_prep3.fits,0.00E+00,8.80E-19,3.70E-17,4.12E-20,8.81E-17,1.0034
04396_000,1444,ens0042100_001,acisf04396_000N020_b0696_s_ecf90_prep3.fits,0.00E+00,7.13E-19,3.71E-17,9.74E-30,9.67E-16,1.0001
04395_000,1462,ens0042100_001,acisf04395_000N020_b0705_s_ecf90_prep3.fits,0.00E+00,9.10E-19,3.71E-17,1.32E-19,8.56E-17,1.0029
12044_001,1111,ens0047600_001,acisf12044_001N020_b0445_s_ecf90_prep3.fits,0.00E+00,3.45E-19,3.73E-17,3.51E-20,8.72E-17,0.9997
04395_000,1459,ens0042100_001,acisf04395_000N020_b0704_s_ecf90_prep3.fits,0.00E+00,8.98E-19,3.76E-17,2.21E-19,9.12E-17,1.0003
04395_000,3247,ens0042100_001,acisf04395_000N020_b1236_s_ecf90_prep3.fits,0.00E+00,2.62E-18,3.78E-17,1.84E-19,8.69E-17,1.0006
04395_000,1443,ens0042100_001,acisf04395_000N020_b0695_s_ecf90_prep3.fits,0.00E+00,1.21E-18,3.79E-17,1.52E-19,8.69E-17,0.9995
04395_000,2855,ens0042100_001,acisf04395_000N020_b1130_s_ecf90_prep3.fits,0.00E+00,8.76E-19,3.80E-17,1.07E-20,9.14E-17,0.9997
02409_000,116,ens0047600_001,acisf02409_000N020_b0078_s_ecf90_prep3.fits,0.00E+00,3.46E-19,3.80E-17,1.50E-19,1.02E-16,1.0001
04396_000,1280,ens0042100_001,acisf04396_000N020_b0649_s_ecf90_prep3.fits,0.00E+00,5.16E-19,3.81E-17,5.66E-21,9.81E-17,1.0037
04395_000,197,ens0042100_001,acisf04395_000N020_b0128_s_ecf90_prep3.fits,0.00E+00,1.40E-18,3.81E-17,4.03E-20,9.45E-17,1.0011
08596_000,82,ens0047600_001,acisf08596_000N020_b0057_s_ecf90_prep3.fits,0.00E+00,5.28E-19,3.85E-17,1.71E-19,9.31E-17,1.0021
04395_000,691,ens0042100_001,acisf04395_000N020_b0389_s_ecf90_prep3.fits,0.00E+00,8.99E-19,3.86E-17,4.13E-20,9.18E-17,1.0011
03744_000,1276,ens0042100_001,acisf03744_000N020_b0646_s_ecf90_prep3.fits,0.00E+00,5.49E-19,3.86E-17,7.08E-20,9.10E-17,1.0047
04395_000,2278,ens0042100_001,acisf04395_000N020_b0923_s_ecf90_prep3.fits,0.00E+00,9.41E-18,3.86E-17,3.09E-19,9.14E-17,0.9992
04395_000,2491,ens0042100_001,acisf04395_000N020_b0984_s_ecf90_prep3.fits,0.00E+00,6.59E-19,3.86E-17,4.56E-19,9.58E-17,0.9999
16177_000,82,ens0047600_001,acisf16177_000N020_b0057_s_ecf90_prep3.fits,0.00E+00,1.39E-18,3.87E-17,5.02E-20,9.00E-17,0.9992
04395_000,3145,ens0042100_001,acisf04395_000N020_b1211_s_ecf90_prep3.fits,0.00E+00,1.44E-18,3.88E-17,4.76E-20,8.98E-17,1
16462_000,1111,ens0047600_001,acisf16462_000N020_b0445_s_ecf90_prep3.fits,0.00E+00,5.94E-19,3.88E-17,9.54E-20,9.54E-17,0.9995
12045_000,218,ens0047600_001,acisf12045_000N020_b0151_s_ecf90_prep3.fits,0.00E+00,1.07E-18,3.90E-17,1.86E-20,9.23E-17,0.9996
04395_000,1270,ens0042100_001,acisf04395_000N020_b0641_s_ecf90_prep3.fits,0.00E+00,1.05E-18,3.90E-17,4.76E-20,9.86E-17,0.9998
04395_000,594,ens0042100_001,acisf04395_000N020_b0340_s_ecf90_prep3.fits,0.00E+00,5.38E-18,3.90E-17,1.74E-19,9.47E-17,1.0047
12218_000,1111,ens0047600_001,acisf12218_000N020_b0445_s_ecf90_prep3.fits,0.00E+00,5.04E-19,3.92E-17,6.18E-20,1.05E-16,1.0027
04395_000,365,ens0042100_001,acisf04395_000N020_b0261_s_ecf90_prep3.fits,0.00E+00,7.94E-19,3.92E-17,2.44E-19,9.65E-17,0.9992
04395_000,1273,ens0042100_001,acisf04395_000N020_b0644_s_ecf90_prep3.fits,0.00E+00,1.98E-18,3.92E-17,2.61E-19,8.58E-17,1.0029
12223_000,1111,ens0047600_001,acisf12223_000N020_b0445_s_ecf90_prep3.fits,0.00E+00,4.28E-19,3.93E-17,5.41E-20,9.55E-17,1.0008
04395_000,2424,ens0042100_001,acisf04395_000N020_b0510_s_ecf90_prep3.fits,0.00E+00,2.53E-18,3.93E-17,8.19E-20,9.09E-17,0.999
12044_001,82,ens0047600_001,acisf12044_001N020_b0057_s_ecf90_prep3.fits,0.00E+00,4.89E-19,3.94E-17,4.21E-20,9.33E-17,0.9994
04396_000,281,ens0042100_001,acisf04396_000N020_b0195_s_ecf90_prep3.fits,0.00E+00,6.31E-19,3.95E-17,1.23E-19,9.90E-17,0.9991
12045_000,116,ens0047600_001,acisf12045_000N020_b0078_s_ecf90_prep3.fits,0.00E+00,5.73E-19,3.97E-17,9.11E-21,9.66E-17,0.999
04374_000,3284,ens0042100_001,acisf04374_000N020_b1046_s_ecf90_prep3.fits,0.00E+00,6.69E-19,3.97E-17,3.98E-20,9.67E-17,1
04395_000,294,ens0042100_001,acisf04395_000N020_b0205_s_ecf90_prep3.fits,0.00E+00,3.14E-18,3.98E-17,1.02E-20,9.75E-17,0.9994
08596_000,1111,ens0047600_001,acisf08596_000N020_b0445_s_ecf90_prep3.fits,0.00E+00,2.85E-19,3.99E-17,1.77E-20,9.49E-17,0.9997
04395_000,1318,ens0042100_001,acisf04395_000N020_b0665_s_ecf90_prep3.fits,0.00E+00,1.38E-17,3.99E-17,3.48E-20,9.35E-17,0.9997
04373_000,1410,ens0042100_001,acisf04373_000N020_b0682_s_ecf90_prep3.fits,2.46E-17,3.92E-17,4.00E-17,4.92E-18,8.47E-17,1.0009
09575_000,1111,ens0047600_001,acisf09575_000N020_b0445_s_ecf90_prep3.fits,0.00E+00,2.88E-19,4.03E-17,5.30E-21,9.44E-17,0.9991
04374_000,1267,ens0042100_001,acisf04374_000N020_b0638_s_ecf90_prep3.fits,2.73E-17,4.28E-17,4.04E-17,5.08E-18,9.17E-17,1.0062
03498_000,2442,ens0042100_001,acisf03498_000N020_b0968_s_ecf90_prep3.fits,0.00E+00,9.09E-19,4.05E-17,2.12E-20,9.95E-17,1.0043
04395_000,3106,ens0042100_001,acisf04395_000N020_b1192_s_ecf90_prep3.fits,0.00E+00,2.73E-18,4.06E-17,5.52E-20,9.87E-17,0.9992
12044_001,80,ens0047600_001,acisf12044_001N020_b0056_s_ecf90_prep3.fits,0.00E+00,1.54E-18,4.07E-17,1.18E-19,9.42E-17,1.0008
04395_000,1455,ens0042100_001,acisf04395_000N020_b0701_s_ecf90_prep3.fits,0.00E+00,5.87E-18,4.07E-17,1.25E-19,9.48E-17,1.003
04395_000,2905,ens0042100_001,acisf04395_000N020_b0815_s_ecf90_prep3.fits,0.00E+00,1.01E-17,4.08E-17,3.13E-20,9.80E-17,0.9997
01867_000,34,ens0088600_001,acisf01867_000N020_b0033_s_ecf90_prep3.fits,0.00E+00,3.95E-18,4.09E-17,2.10E-19,1.06E-16,0.9993
04374_000,1555,ens0042100_001,acisf04374_000N020_b0089_s_ecf90_prep3.fits,3.05E-17,4.05E-17,4.10E-17,6.55E-18,9.06E-17,1.0003
16462_000,80,ens0047600_001,acisf16462_000N020_b0056_s_ecf90_prep3.fits,0.00E+00,4.74E-18,4.11E-17,7.97E-21,9.36E-17,0.9992
13771_000,174,ens0216500_001,acisf13771_000N020_b0091_s_ecf90_prep3.fits,0.00E+00,7.11E-19,4.13E-17,1.90E-20,1.02E-16,0.9996
03498_000,2013,ens0042100_001,acisf03498_000N020_b0862_s_ecf90_prep3.fits,0.00E+00,2.32E-18,4.15E-17,7.17E-20,1.07E-16,1.0041
17535_000,1111,ens0047600_001,acisf17535_000N020_b0445_s_ecf90_prep3.fits,0.00E+00,9.21E-19,4.15E-17,9.86E-20,1.00E-16,1.0002
12045_000,82,ens0047600_001,acisf12045_000N020_b0057_s_ecf90_prep3.fits,0.00E+00,4.75E-19,4.16E-17,1.54E-19,9.94E-17,1.0089
04396_000,2489,ens0042100_001,acisf04396_000N020_b0983_s_ecf90_prep3.fits,0.00E+00,8.46E-19,4.17E-17,1.22E-19,9.56E-17,1
03498_000,3286,ens0042100_001,acisf03498_000N020_b1035_s_ecf90_prep3.fits,0.00E+00,2.51E-18,4.18E-17,1.40E-19,1.07E-16,0.9997
04374_000,856,ens0042100_001,acisf04374_000N020_b0477_s_ecf90_prep3.fits,2.94E-17,4.17E-17,4.18E-17,7.33E-18,8.79E-17,1.0129
04373_000,1436,ens0042100_001,acisf04373_000N020_b0426_s_ecf90_prep3.fits,2.66E-17,4.11E-17,4.21E-17,8.42E-18,8.82E-17,1.0024
04373_000,3120,ens0042100_001,acisf04373_000N020_b1198_s_ecf90_prep3.fits,0.00E+00,1.25E-18,4.22E-17,1.93E-19,9.85E-17,0.9991
04373_000,637,ens0042100_001,acisf04373_000N020_b0359_s_ecf90_prep3.fits,3.09E-17,4.15E-17,4.22E-17,3.87E-18,9.24E-17,1.0036
03498_000,3258,ens0042100_001,acisf03498_000N020_b1240_s_ecf90_prep3.fits,0.00E+00,1.07E-18,4.23E-17,1.15E-20,1.05E-16,0.999
04374_000,940,ens0042100_001,acisf04374_000N020_b0512_s_ecf90_prep3.fits,3.83E-16,1.24E-16,4.23E-17,3.39E-17,4.79E-17,1.3297
12137_001,80,ens0047600_001,acisf12137_001N020_b0056_s_ecf90_prep3.fits,0.00E+00,1.42E-18,4.25E-17,1.76E-19,1.07E-16,1.0016
04395_000,32,ens0042100_001,acisf04395_000N020_b0012_s_ecf90_prep3.fits,0.00E+00,9.36E-18,4.25E-17,2.80E-19,1.00E-16,1.0015
03498_000,3152,ens0042100_001,acisf03498_000N020_b1201_s_ecf90_prep3.fits,0.00E+00,1.72E-18,4.26E-17,1.33E-20,1.06E-16,1.0012
03744_000,3257,ens0042100_001,acisf03744_000N020_b0711_s_ecf90_prep3.fits,2.86E-17,4.73E-17,4.26E-17,1.95E-18,9.64E-17,1.0103
03498_000,2401,ens0042100_001,acisf03498_000N020_b0951_s_ecf90_prep3.fits,0.00E+00,8.70E-19,4.28E-17,1.10E-19,1.00E-16,1.0018
03498_000,3288,ens0042100_001,acisf03498_000N020_b1255_s_ecf90_prep3.fits,0.00E+00,2.19E-18,4.29E-17,8.39E-21,1.07E-16,0.9996
12049_000,1111,ens0047600_001,acisf12049_000N020_b0445_s_ecf90_prep3.fits,0.00E+00,4.26E-19,4.29E-17,7.74E-20,1.04E-16,1.001
04395_000,2159,ens0042100_001,acisf04395_000N020_b0900_s_ecf90_prep3.fits,0.00E+00,1.80E-18,4.29E-17,2.49E-19,1.00E-16,1.0002
03498_000,3123,ens0042100_001,acisf03498_000N020_b1201_s_ecf90_prep3.fits,0.00E+00,1.83E-18,4.30E-17,3.54E-21,1.06E-16,0.9991
03498_000,2540,ens0042100_001,acisf03498_000N020_b1010_s_ecf90_prep3.fits,0.00E+00,1.17E-18,4.30E-17,4.57E-20,1.03E-16,0.9999
03498_000,358,ens0042100_001,acisf03498_000N020_b0257_s_ecf90_prep3.fits,0.00E+00,9.16E-19,4.30E-17,3.75E-19,1.10E-16,1.0018
12055_000,816,ens0047600_001,acisf12055_000N020_b0236_s_ecf90_prep3.fits,0.00E+00,3.67E-18,4.31E-17,2.58E-21,1.00E-16,1.0004
04395_000,1385,ens0042100_001,acisf04395_000N020_b0674_s_ecf90_prep3.fits,0.00E+00,5.27E-19,4.32E-17,1.02E-19,1.04E-16,0.999
04395_000,1283,ens0042100_001,acisf04395_000N020_b0652_s_ecf90_prep3.fits,0.00E+00,1.85E-18,4.33E-17,1.03E-19,1.02E-16,1.0002
03498_000,3298,ens0042100_001,acisf03498_000N020_b1257_s_ecf90_prep3.fits,0.00E+00,1.64E-18,4.34E-17,1.21E-19,1.05E-16,0.9995
04373_000,860,ens0042100_001,acisf04373_000N020_b0479_s_ecf90_prep3.fits,5.98E-17,5.03E-17,4.34E-17,8.64E-18,1.02E-16,1.0795
03498_000,1423,ens0042100_001,acisf03498_000N020_b0685_s_ecf90_prep3.fits,0.00E+00,1.15E-18,4.35E-17,1.07E-19,1.06E-16,0.9991
03498_000,2411,ens0042100_001,acisf03498_000N020_b0956_s_ecf90_prep3.fits,0.00E+00,1.04E-18,4.35E-17,2.78E-19,1.10E-16,1.001
03744_000,2489,ens0042100_001,acisf03744_000N020_b0983_s_ecf90_prep3.fits,0.00E+00,8.80E-19,4.36E-17,4.62E-19,9.67E-17,1.0006
04373_000,2434,ens0042100_001,acisf04373_000N020_b0963_s_ecf90_prep3.fits,3.09E-17,4.37E-17,4.36E-17,1.45E-18,9.63E-17,1.0002
04373_000,300,ens0042100_001,acisf04373_000N020_b0209_s_ecf90_prep3.fits,2.53E-17,3.68E-17,4.36E-17,3.86E-18,9.34E-17,0.9993
03498_000,3206,ens0042100_001,acisf03498_000N020_b1227_s_ecf90_prep3.fits,0.00E+00,1.43E-18,4.37E-17,4.01E-21,1.09E-16,0.9998
03498_000,2656,ens0042100_001,acisf03498_000N020_b1074_s_ecf90_prep3.fits,0.00E+00,1.96E-18,4.37E-17,6.64E-20,1.13E-16,0.9995
03498_000,3253,ens0042100_001,acisf03498_000N020_b1238_s_ecf90_prep3.fits,0.00E+00,1.30E-18,4.37E-17,8.65E-20,1.06E-16,1
03498_000,3276,ens0042100_001,acisf03498_000N020_b1248_s_ecf90_prep3.fits,0.00E+00,1.61E-18,4.37E-17,3.52E-19,1.09E-16,0.9993
04373_000,281,ens0042100_001,acisf04373_000N020_b0195_s_ecf90_prep3.fits,0.00E+00,5.94E-19,4.38E-17,1.50E-20,1.01E-16,1.0014
04395_000,3285,ens0042100_001,acisf04395_000N020_b1253_s_ecf90_prep3.fits,0.00E+00,6.94E-19,4.39E-17,6.16E-20,1.11E-16,1.002
08592_001,82,ens0047600_001,acisf08592_001N020_b0057_s_ecf90_prep3.fits,0.00E+00,6.20E-19,4.39E-17,1.21E-19,1.14E-16,1.0084
02239_000,218,ens0047600_001,acisf02239_000N020_b0151_s_ecf90_prep3.fits,2.57E-17,3.70E-17,4.39E-17,2.24E-18,9.36E-17,0.9991
03498_000,2514,ens0042100_001,acisf03498_000N020_b0995_s_ecf90_prep3.fits,0.00E+00,1.33E-18,4.41E-17,1.21E-20,1.10E-16,1.0007
12045_000,80,ens0047600_001,acisf12045_000N020_b0056_s_ecf90_prep3.fits,0.00E+00,1.23E-18,4.41E-17,5.15E-20,1.12E-16,1.0056
03498_000,3256,ens0042100_001,acisf03498_000N020_b1239_s_ecf90_prep3.fits,0.00E+00,3.29E-18,4.42E-17,1.72E-19,1.06E-16,1.0023
00441_000,1111,ens0047600_001,acisf00441_000N020_b0445_s_ecf90_prep3.fits,0.00E+00,2.51E-19,4.42E-17,1.93E-19,1.10E-16,1.002
03498_000,3259,ens0042100_001,acisf03498_000N020_b1240_s_ecf90_prep3.fits,0.00E+00,9.15E-19,4.43E-17,6.22E-21,1.08E-16,1.0004
03498_000,1440,ens0042100_001,acisf03498_000N020_b0694_s_ecf90_prep3.fits,0.00E+00,1.64E-18,4.43E-17,1.45E-19,1.14E-16,1.0007
03498_000,1441,ens0042100_001,acisf03498_000N020_b0439_s_ecf90_prep3.fits,0.00E+00,1.23E-18,4.44E-17,1.90E-19,1.06E-16,0.999
03498_000,1326,ens0042100_001,acisf03498_000N020_b0667_s_ecf90_prep3.fits,0.00E+00,8.88E-19,4.45E-17,6.52E-20,1.06E-16,0.9999
03498_000,3133,ens0042100_001,acisf03498_000N020_b1069_s_ecf90_prep3.fits,0.00E+00,2.75E-18,4.47E-17,5.35E-20,1.11E-16,1.0008
16190_000,82,ens0047600_001,acisf16190_000N020_b0057_s_ecf90_prep3.fits,0.00E+00,1.06E-18,4.47E-17,3.61E-19,1.05E-16,0.9997
09914_000,203,ens0080400_001,acisf09914_000N021_b0178_s_ecf90_prep3.fits,0.00E+00,2.21E-18,4.48E-17,2.97E-20,1.12E-16,1.0011
03498_000,3236,ens0042100_001,acisf03498_000N020_b1234_s_ecf90_prep3.fits,0.00E+00,4.56E-18,4.48E-17,8.20E-20,1.07E-16,0.9993
03498_000,1405,ens0042100_001,acisf03498_000N020_b0681_s_ecf90_prep3.fits,0.00E+00,1.59E-18,4.48E-17,2.94E-19,1.06E-16,1.0015
00582_000,82,ens0047600_001,acisf00582_000N020_b0057_s_ecf90_prep3.fits,3.20E-17,3.92E-17,4.48E-17,6.11E-18,9.96E-17,0.9994
03498_000,2530,ens0042100_001,acisf03498_000N020_b0336_s_ecf90_prep3.fits,0.00E+00,1.24E-18,4.49E-17,9.50E-21,1.13E-16,0.9993
03498_000,1430,ens0042100_001,acisf03498_000N020_b0689_s_ecf90_prep3.fits,0.00E+00,1.67E-18,4.49E-17,2.62E-19,1.11E-16,1.0023
10126_000,91,ens0016200_001,acisf10126_000N020_b0060_s_ecf90_prep3.fits,0.00E+00,1.21E-17,4.49E-17,5.69E-19,1.20E-16,1.0011
04374_000,281,ens0042100_001,acisf04374_000N020_b0195_s_ecf90_prep3.fits,0.00E+00,6.14E-19,4.50E-17,1.44E-20,1.07E-16,0.9996
04373_000,1267,ens0042100_001,acisf04373_000N020_b0638_s_ecf90_prep3.fits,2.97E-17,4.62E-17,4.51E-17,7.77E-18,9.97E-17,1.0001
03498_000,3122,ens0042100_001,acisf03498_000N020_b1200_s_ecf90_prep3.fits,0.00E+00,2.02E-18,4.52E-17,4.34E-20,1.15E-16,0.9998
16177_000,80,ens0047600_001,acisf16177_000N020_b0056_s_ecf90_prep3.fits,0.00E+00,4.00E-18,4.52E-17,1.04E-19,1.04E-16,1
03498_000,2589,ens0042100_001,acisf03498_000N020_b1037_s_ecf90_prep3.fits,0.00E+00,2.19E-18,4.54E-17,2.78E-20,1.14E-16,1.0014
03498_000,2670,ens0042100_001,acisf03498_000N020_b1084_s_ecf90_prep3.fits,0.00E+00,1.61E-18,4.58E-17,7.34E-20,1.14E-16,0.9993
03498_000,1345,ens0042100_001,acisf03498_000N020_b0669_s_ecf90_prep3.fits,0.00E+00,1.14E-18,4.58E-17,1.95E-19,1.08E-16,1.0054
16177_000,116,ens0047600_001,acisf16177_000N020_b0078_s_ecf90_prep3.fits,0.00E+00,1.69E-18,4.59E-17,1.44E-20,1.14E-16,1.0034
03498_000,3293,ens0042100_001,acisf03498_000N020_b1069_s_ecf90_prep3.fits,0.00E+00,2.71E-18,4.59E-17,1.40E-19,1.12E-16,1.0013
03498_000,3412,ens0042100_001,acisf03498_000N020_b0948_s_ecf90_prep3.fits,0.00E+00,6.20E-18,4.59E-17,3.57E-19,1.18E-16,0.9992
03498_000,786,ens0042100_001,acisf03498_000N020_b0436_s_ecf90_prep3.fits,0.00E+00,1.59E-18,4.60E-17,1.06E-21,1.10E-16,1.0027
12129_000,1111,ens0047600_001,acisf12129_000N020_b0445_s_ecf90_prep3.fits,0.00E+00,4.01E-19,4.60E-17,3.51E-20,1.06E-16,0.9992
03498_000,3117,ens0042100_001,acisf03498_000N020_b1196_s_ecf90_prep3.fits,0.00E+00,1.67E-18,4.60E-17,1.26E-19,1.14E-16,0.9992
03498_000,2437,ens0042100_001,acisf03498_000N020_b0966_s_ecf90_prep3.fits,0.00E+00,1.73E-18,4.60E-17,2.14E-19,1.13E-16,1.0003
03498_000,3252,ens0042100_001,acisf03498_000N020_b1237_s_ecf90_prep3.fits,0.00E+00,7.39E-19,4.61E-17,1.07E-20,1.15E-16,0.9995
17535_000,80,ens0047600_001,acisf17535_000N020_b0056_s_ecf90_prep3.fits,0.00E+00,4.07E-18,4.61E-17,1.79E-19,1.08E-16,1.0007
03498_000,1370,ens0042100_001,acisf03498_000N020_b0672_s_ecf90_prep3.fits,0.00E+00,8.15E-19,4.62E-17,5.95E-23,1.18E-16,1.0017
03498_000,3112,ens0042100_001,acisf03498_000N020_b1193_s_ecf90_prep3.fits,0.00E+00,2.13E-18,4.62E-17,2.59E-21,1.13E-16,0.9993
03498_000,1424,ens0042100_001,acisf03498_000N020_b0407_s_ecf90_prep3.fits,0.00E+00,1.15E-18,4.62E-17,1.17E-19,1.13E-16,1.0002
04395_000,240,ens0042100_001,acisf04395_000N020_b0161_s_ecf90_prep3.fits,0.00E+00,1.09E-18,4.63E-17,4.79E-20,1.12E-16,0.9995
03498_000,587,ens0042100_001,acisf03498_000N020_b0336_s_ecf90_prep3.fits,0.00E+00,1.25E-18,4.63E-17,2.82E-19,1.13E-16,0.9995
03498_000,145,ens0042100_001,acisf03498_000N020_b0089_s_ecf90_prep3.fits,0.00E+00,1.84E-18,4.64E-17,4.14E-20,1.10E-16,1
03498_000,870,ens0042100_001,acisf03498_000N020_b0484_s_ecf90_prep3.fits,0.00E+00,1.69E-18,4.64E-17,3.46E-19,1.16E-16,1.001
12049_000,116,ens0047600_001,acisf12049_000N020_b0078_s_ecf90_prep3.fits,0.00E+00,6.45E-19,4.64E-17,4.66E-19,1.01E-16,1.0024
02405_000,1111,ens0047600_001,acisf02405_000N020_b0445_s_ecf90_prep3.fits,0.00E+00,2.31E-19,4.64E-17,5.23E-19,1.13E-16,0.9998
03498_000,2015,ens0042100_001,acisf03498_000N020_b0864_s_ecf90_prep3.fits,0.00E+00,2.40E-18,4.65E-17,5.22E-20,1.12E-16,0.9999
03498_000,610,ens0042100_001,acisf03498_000N020_b0350_s_ecf90_prep3.fits,0.00E+00,1.83E-18,4.66E-17,1.03E-19,1.13E-16,1.0033
03498_000,1437,ens0042100_001,acisf03498_000N020_b0433_s_ecf90_prep3.fits,0.00E+00,3.44E-18,4.66E-17,1.15E-19,1.12E-16,1.0012
03498_000,665,ens0042100_001,acisf03498_000N020_b0372_s_ecf90_prep3.fits,0.00E+00,2.04E-18,4.66E-17,1.98E-19,1.13E-16,1.0002
16177_000,942,ens0047600_001,acisf16177_000N020_b0391_s_ecf90_prep3.fits,0.00E+00,1.44E-17,4.67E-17,3.30E-20,1.11E-16,1.0025
03498_000,2075,ens0042100_001,acisf03498_000N020_b0879_s_ecf90_prep3.fits,0.00E+00,4.87E-18,4.67E-17,7.31E-20,1.15E-16,0.9992
03498_000,3004,ens0042100_001,acisf03498_000N020_b1158_s_ecf90_prep3.fits,0.00E+00,8.78E-19,4.67E-17,8.50E-19,1.13E-16,0.9993
03498_000,3146,ens0042100_001,acisf03498_000N020_b1212_s_ecf90_prep3.fits,0.00E+00,1.50E-18,4.68E-17,7.00E-23,1.10E-16,0.9991
03498_000,3153,ens0042100_001,acisf03498_000N020_b1215_s_ecf90_prep3.fits,0.00E+00,5.74E-18,4.69E-17,1.41E-21,1.17E-16,1.0011
02312_000,82,ens0047600_001,acisf02312_000N020_b0057_s_ecf90_prep3.fits,3.12E-17,3.61E-17,4.69E-17,8.92E-18,9.68E-17,1.0007
03498_000,1415,ens0042100_001,acisf03498_000N020_b0684_s_ecf90_prep3.fits,0.00E+00,1.38E-18,4.71E-17,1.99E-20,1.16E-16,0.9991
