#current_obsid,reg,ensemble,prep3,ml_flux,ml_flux_sigma,mode,lolim,hilim,r_hat
06419_000,959,ens0042100_001,acisf06419_000N020_b0551_m_ecf90_prep3.fits,0.00E+00,2.78E-15,6.76E-16,3.45E-19,1.50E-15,0.9997
15546_000,3412,ens0042100_001,acisf15546_000N020_b0948_m_ecf90_prep3.fits,5.03E-16,5.28E-16,6.73E-16,1.09E-16,1.34E-15,0.9996
15546_000,687,ens0042100_001,acisf15546_000N020_b0382_m_ecf90_prep3.fits,4.35E-16,5.28E-16,6.72E-16,1.09E-16,1.41E-15,0.9997
01683_000,50,ens0016900_001,acisf01683_000N020_b0043_m_ecf90_prep3.fits,0.00E+00,8.20E-19,6.71E-16,5.41E-20,1.58E-15,1.0007
06419_000,1453,ens0042100_001,acisf06419_000N020_b1045_m_ecf90_prep3.fits,0.00E+00,3.91E-15,6.70E-16,3.87E-19,1.56E-15,1.0004
06418_000,1363,ens0042100_001,acisf06418_000N020_b0955_m_ecf90_prep3.fits,0.00E+00,4.55E-15,6.67E-16,6.43E-18,1.63E-15,1.003
13637_000,3206,ens0042100_001,acisf13637_000N020_b1227_m_ecf90_prep3.fits,0.00E+00,2.00E-18,6.66E-16,9.12E-18,1.53E-15,0.9991
06419_000,1402,ens0042100_001,acisf06419_000N020_b0994_m_ecf90_prep3.fits,0.00E+00,2.44E-15,6.64E-16,2.54E-18,1.54E-15,0.9993
13637_000,1784,ens0042100_001,acisf13637_000N020_b0533_m_ecf90_prep3.fits,5.96E-16,3.79E-16,6.59E-16,2.77E-16,1.14E-15,1.0001
13637_000,3135,ens0042100_001,acisf13637_000N020_b1069_m_ecf90_prep3.fits,6.03E-16,3.97E-16,6.57E-16,2.45E-16,1.16E-15,0.9993
15546_000,3284,ens0042100_001,acisf15546_000N020_b1046_m_ecf90_prep3.fits,0.00E+00,6.05E-18,6.56E-16,1.20E-18,1.48E-15,1.0015
06419_000,1130,ens0042100_001,acisf06419_000N020_b0722_m_ecf90_prep3.fits,0.00E+00,3.32E-15,6.53E-16,2.27E-18,1.68E-15,0.9997
14334_000,1694,ens0042100_001,acisf14334_000N020_b0162_m_ecf90_prep3.fits,0.00E+00,1.08E-16,6.53E-16,7.66E-19,1.48E-15,1
17556_001,5,ens0047600_001,acisf17556_001N020_b0004_m_ecf90_prep3.fits,5.76E-16,4.16E-16,6.49E-16,2.51E-16,1.16E-15,0.9994
14335_000,2876,ens0042100_001,acisf14335_000N020_b1133_m_ecf90_prep3.fits,5.96E-16,4.33E-16,6.47E-16,2.33E-16,1.22E-15,1.0055
14334_000,34,ens0042100_001,acisf14334_000N020_b0015_m_ecf90_prep3.fits,0.00E+00,5.18E-17,6.46E-16,8.99E-19,1.52E-15,0.9995
06418_000,1101,ens0042100_001,acisf06418_000N020_b0693_m_ecf90_prep3.fits,0.00E+00,3.37E-15,6.42E-16,8.98E-19,1.60E-15,1.0025
08446_000,285,ens0103000_001,acisf08446_000N020_b0024_m_ecf90_prep3.fits,0.00E+00,5.52E-17,6.41E-16,3.98E-19,1.51E-15,1.0002
14335_000,3135,ens0042100_001,acisf14335_000N020_b1069_m_ecf90_prep3.fits,5.68E-16,3.71E-16,6.41E-16,2.66E-16,1.10E-15,1.0036
06419_000,1190,ens0042100_001,acisf06419_000N020_b0782_m_ecf90_prep3.fits,0.00E+00,3.56E-15,6.40E-16,3.40E-18,1.51E-15,0.9995
14335_000,3289,ens0042100_001,acisf14335_000N020_b1255_m_ecf90_prep3.fits,5.67E-16,4.30E-16,6.37E-16,2.07E-16,1.20E-15,1
13637_000,1555,ens0042100_001,acisf13637_000N020_b0089_m_ecf90_prep3.fits,7.53E-16,6.51E-16,6.33E-16,1.91E-16,1.28E-15,1.0004
12135_000,291,ens0047600_001,acisf12135_000N020_b0200_m_ecf90_prep3.fits,6.08E-16,2.80E-16,6.31E-16,3.44E-16,9.77E-16,1.0002
06419_000,1337,ens0042100_001,acisf06419_000N020_b0929_m_ecf90_prep3.fits,0.00E+00,4.49E-15,6.29E-16,4.03E-19,1.33E-15,0.999
14335_000,509,ens0042100_001,acisf14335_000N020_b0317_m_ecf90_prep3.fits,0.00E+00,3.09E-18,6.29E-16,2.64E-18,1.47E-15,0.9991
15546_000,3133,ens0042100_001,acisf15546_000N020_b1069_m_ecf90_prep3.fits,4.41E-16,5.23E-16,6.27E-16,7.45E-17,1.25E-15,0.9991
14334_000,1422,ens0042100_001,acisf14334_000N020_b0400_m_ecf90_prep3.fits,3.06E-16,6.18E-16,6.24E-16,1.84E-18,1.43E-15,0.999
14334_000,687,ens0042100_001,acisf14334_000N020_b0382_m_ecf90_prep3.fits,0.00E+00,5.82E-18,6.22E-16,2.46E-18,1.51E-15,0.9992
00956_000,96,ens0008400_001,acisf00956_000N020_b0084_m_ecf90_prep3.fits,0.00E+00,1.84E-18,6.18E-16,1.36E-19,1.57E-15,0.999
06419_000,1385,ens0042100_001,acisf06419_000N020_b0977_m_ecf90_prep3.fits,0.00E+00,4.31E-15,6.17E-16,1.49E-18,1.40E-15,1.0026
15623_001,240,ens0138700_001,acisf15623_001N021_b0044_m_ecf90_prep3.fits,4.35E-16,5.91E-16,6.14E-16,1.48E-16,1.23E-15,0.999
06418_000,1017,ens0042100_001,acisf06418_000N020_b0609_m_ecf90_prep3.fits,0.00E+00,3.25E-15,6.12E-16,1.03E-19,1.41E-15,0.9999
15546_000,2479,ens0042100_001,acisf15546_000N020_b0974_m_ecf90_prep3.fits,6.61E-16,4.82E-16,6.01E-16,1.70E-16,1.18E-15,0.9998
06419_000,1283,ens0042100_001,acisf06419_000N020_b0875_m_ecf90_prep3.fits,0.00E+00,2.71E-15,5.96E-16,9.98E-19,1.34E-15,0.9992
14335_000,724,ens0042100_001,acisf14335_000N020_b0407_m_ecf90_prep3.fits,5.52E-16,4.06E-16,5.96E-16,1.73E-16,1.13E-15,0.9991
06419_000,1288,ens0042100_001,acisf06419_000N020_b0880_m_ecf90_prep3.fits,0.00E+00,2.51E-15,5.94E-16,3.48E-18,1.41E-15,1.0001
13637_000,2656,ens0042100_001,acisf13637_000N020_b1074_m_ecf90_prep3.fits,5.17E-16,4.05E-16,5.91E-16,1.72E-16,1.08E-15,1.0001
06418_000,1012,ens0042100_001,acisf06418_000N020_b0604_m_ecf90_prep3.fits,0.00E+00,4.75E-15,5.90E-16,2.43E-18,1.30E-15,1
04373_000,2656,ens0042100_001,acisf04373_000N020_b1074_m_ecf90_prep3.fits,5.99E-16,1.66E-16,5.89E-16,4.32E-16,7.71E-16,0.9991
06418_000,1366,ens0042100_001,acisf06418_000N020_b0958_m_ecf90_prep3.fits,0.00E+00,4.55E-15,5.77E-16,1.99E-18,1.42E-15,0.9994
06419_000,1180,ens0042100_001,acisf06419_000N020_b0772_m_ecf90_prep3.fits,0.00E+00,3.59E-15,5.75E-16,1.59E-19,1.46E-15,1.0047
03744_000,3147,ens0042100_001,acisf03744_000N020_b1069_m_ecf90_prep3.fits,5.76E-16,1.85E-16,5.75E-16,3.79E-16,7.80E-16,0.9993
06419_000,1364,ens0042100_001,acisf06419_000N020_b0956_m_ecf90_prep3.fits,0.00E+00,3.31E-15,5.72E-16,8.56E-18,1.32E-15,0.9999
15546_000,1498,ens0042100_001,acisf15546_000N020_b0726_m_ecf90_prep3.fits,3.57E-16,5.78E-16,5.72E-16,1.07E-16,1.19E-15,1.0012
13637_000,1415,ens0042100_001,acisf13637_000N020_b0684_m_ecf90_prep3.fits,0.00E+00,2.18E-18,5.71E-16,3.86E-18,1.42E-15,1.0004
03387_000,439,ens0008400_001,acisf03387_000N020_b0343_m_ecf90_prep3.fits,0.00E+00,3.63E-18,5.64E-16,2.40E-18,1.28E-15,1
08444_000,255,ens0103000_001,acisf08444_000N020_b0024_m_ecf90_prep3.fits,0.00E+00,2.96E-17,5.64E-16,4.10E-19,1.42E-15,1.0066
08445_000,272,ens0103000_001,acisf08445_000N020_b0026_m_ecf90_prep3.fits,0.00E+00,4.93E-17,5.62E-16,1.67E-18,1.42E-15,1.0017
03384_000,170,ens0008400_001,acisf03384_000N020_b0156_m_ecf90_prep3.fits,0.00E+00,1.16E-18,5.61E-16,2.64E-19,1.30E-15,0.9992
03384_000,425,ens0008400_001,acisf03384_000N020_b0331_m_ecf90_prep3.fits,0.00E+00,2.02E-18,5.61E-16,7.32E-19,1.36E-15,1.0022
06419_000,944,ens0042100_001,acisf06419_000N020_b0536_m_ecf90_prep3.fits,0.00E+00,3.66E-15,5.58E-16,3.33E-18,1.48E-15,1.002
06419_000,1021,ens0042100_001,acisf06419_000N020_b0613_m_ecf90_prep3.fits,0.00E+00,2.54E-15,5.57E-16,6.56E-19,1.28E-15,0.9992
01522_002,2882,ens0042100_001,acisf01522_002N020_b0506_m_ecf90_prep3.fits,5.01E-16,2.78E-16,5.57E-16,2.55E-16,9.02E-16,1.0005
15546_000,3123,ens0042100_001,acisf15546_000N020_b1201_m_ecf90_prep3.fits,0.00E+00,3.01E-18,5.55E-16,4.76E-19,1.50E-15,0.9991
13637_000,1007,ens0042100_001,acisf13637_000N020_b0550_m_ecf90_prep3.fits,0.00E+00,1.07E-17,5.53E-16,7.33E-18,1.38E-15,0.9992
06419_000,1216,ens0042100_001,acisf06419_000N020_b0808_m_ecf90_prep3.fits,0.00E+00,3.62E-15,5.52E-16,1.06E-18,1.43E-15,0.9992
12222_001,291,ens0047600_001,acisf12222_001N020_b0200_m_ecf90_prep3.fits,4.92E-16,3.14E-16,5.51E-16,2.28E-16,9.79E-16,0.9995
14334_000,1644,ens0042100_001,acisf14334_000N020_b0015_m_ecf90_prep3.fits,0.00E+00,2.47E-16,5.51E-16,1.03E-18,1.22E-15,0.9991
03384_000,204,ens0008400_001,acisf03384_000N020_b0185_m_ecf90_prep3.fits,0.00E+00,2.47E-18,5.49E-16,5.56E-18,1.29E-15,0.9999
14334_000,3293,ens0042100_001,acisf14334_000N020_b1069_m_ecf90_prep3.fits,0.00E+00,7.62E-18,5.49E-16,3.10E-18,1.22E-15,1.0009
06418_000,1465,ens0042100_001,acisf06418_000N020_b1057_m_ecf90_prep3.fits,0.00E+00,4.04E-15,5.47E-16,5.32E-18,1.26E-15,1.0013
14334_000,3286,ens0042100_001,acisf14334_000N020_b1035_m_ecf90_prep3.fits,0.00E+00,5.85E-18,5.42E-16,8.61E-19,1.27E-15,1.0011
06408_000,477,ens0370400_001,acisf06408_000N021_b0379_m_ecf90_prep3.fits,5.24E-16,1.78E-16,5.38E-16,3.67E-16,7.50E-16,1.0036
15546_000,1637,ens0042100_001,acisf15546_000N020_b0015_m_ecf90_prep3.fits,0.00E+00,3.67E-17,5.38E-16,7.78E-19,1.33E-15,1.0049
12230_000,5,ens0047600_001,acisf12230_000N020_b0004_m_ecf90_prep3.fits,4.93E-16,4.05E-16,5.34E-16,1.61E-16,1.02E-15,1.002
15546_000,3147,ens0042100_001,acisf15546_000N020_b1069_m_ecf90_prep3.fits,4.62E-16,4.64E-16,5.34E-16,9.89E-17,1.15E-15,0.9994
01522_002,1413,ens0042100_001,acisf01522_002N020_b0683_m_ecf90_prep3.fits,4.97E-16,3.09E-16,5.34E-16,2.32E-16,9.44E-16,1.0012
04395_000,145,ens0042100_001,acisf04395_000N020_b0089_m_ecf90_prep3.fits,5.16E-16,1.70E-16,5.27E-16,3.44E-16,7.24E-16,1.0002
06419_000,1399,ens0042100_001,acisf06419_000N020_b0991_m_ecf90_prep3.fits,0.00E+00,3.67E-15,5.26E-16,5.79E-20,1.33E-15,1
01522_002,3149,ens0042100_001,acisf01522_002N020_b1064_m_ecf90_prep3.fits,0.00E+00,1.84E-18,5.26E-16,2.10E-18,1.25E-15,0.999
06419_000,1193,ens0042100_001,acisf06419_000N020_b0785_m_ecf90_prep3.fits,0.00E+00,2.35E-15,5.25E-16,1.85E-18,1.21E-15,0.9995
05404_000,35,ens0144800_001,acisf05404_000N020_b0033_m_ecf90_prep3.fits,3.83E-16,4.20E-16,5.25E-16,7.63E-17,1.13E-15,0.9992
03387_000,204,ens0008400_001,acisf03387_000N020_b0185_m_ecf90_prep3.fits,0.00E+00,3.64E-18,5.21E-16,1.09E-19,1.17E-15,0.999
14334_000,3400,ens0042100_001,acisf14334_000N020_b0175_m_ecf90_prep3.fits,0.00E+00,1.59E-17,5.18E-16,1.30E-18,1.20E-15,0.9999
03386_000,439,ens0008400_001,acisf03386_000N020_b0343_m_ecf90_prep3.fits,0.00E+00,1.49E-18,5.15E-16,1.57E-18,1.37E-15,1
06419_000,1131,ens0042100_001,acisf06419_000N020_b0723_m_ecf90_prep3.fits,0.00E+00,3.25E-15,5.12E-16,1.89E-19,1.22E-15,1.0027
03386_000,170,ens0008400_001,acisf03386_000N020_b0156_m_ecf90_prep3.fits,0.00E+00,1.02E-18,5.11E-16,4.50E-20,1.25E-15,1
03386_000,425,ens0008400_001,acisf03386_000N020_b0331_m_ecf90_prep3.fits,0.00E+00,1.97E-18,5.11E-16,7.91E-19,1.21E-15,0.9992
06419_000,1432,ens0042100_001,acisf06419_000N020_b1024_m_ecf90_prep3.fits,0.00E+00,3.72E-15,5.11E-16,8.76E-19,1.30E-15,1.0004
04396_000,2656,ens0042100_001,acisf04396_000N020_b1074_m_ecf90_prep3.fits,4.87E-16,1.50E-16,5.10E-16,3.35E-16,6.82E-16,1.0007
14334_000,3133,ens0042100_001,acisf14334_000N020_b1069_m_ecf90_prep3.fits,0.00E+00,8.53E-18,5.09E-16,2.92E-18,1.21E-15,1.0001
06419_000,1104,ens0042100_001,acisf06419_000N020_b0696_m_ecf90_prep3.fits,0.00E+00,2.58E-15,5.08E-16,2.75E-18,1.12E-15,1.001
03386_000,204,ens0008400_001,acisf03386_000N020_b0185_m_ecf90_prep3.fits,0.00E+00,2.26E-18,5.07E-16,1.44E-18,1.17E-15,1.002
03384_000,439,ens0008400_001,acisf03384_000N020_b0343_m_ecf90_prep3.fits,0.00E+00,1.38E-18,5.06E-16,9.53E-19,1.39E-15,0.9996
14335_000,1637,ens0042100_001,acisf14335_000N020_b0015_m_ecf90_prep3.fits,4.07E-16,5.11E-16,5.06E-16,6.58E-17,1.09E-15,0.9999
03384_000,435,ens0008400_001,acisf03384_000N020_b0339_m_ecf90_prep3.fits,0.00E+00,4.91E-17,5.04E-16,1.19E-18,1.20E-15,0.9991
14334_000,2587,ens0042100_001,acisf14334_000N020_b1035_m_ecf90_prep3.fits,0.00E+00,6.10E-18,5.04E-16,2.67E-18,1.24E-15,0.9994
14334_000,1662,ens0042100_001,acisf14334_000N020_b0767_m_ecf90_prep3.fits,0.00E+00,1.54E-17,5.03E-16,1.74E-19,1.21E-15,0.9994
03387_000,425,ens0008400_001,acisf03387_000N020_b0331_m_ecf90_prep3.fits,0.00E+00,5.11E-18,5.02E-16,7.21E-19,1.15E-15,0.9999
14335_000,2905,ens0042100_001,acisf14335_000N020_b0815_m_ecf90_prep3.fits,3.26E-16,4.01E-16,5.02E-16,4.85E-17,1.05E-15,1.0019
14334_000,3135,ens0042100_001,acisf14334_000N020_b1069_m_ecf90_prep3.fits,0.00E+00,8.50E-18,5.00E-16,1.92E-19,1.19E-15,0.9993
15546_000,2905,ens0042100_001,acisf15546_000N020_b0815_m_ecf90_prep3.fits,3.20E-16,3.89E-16,4.98E-16,7.37E-17,1.03E-15,1.0007
14334_000,403,ens0042100_001,acisf14334_000N020_b0277_m_ecf90_prep3.fits,0.00E+00,5.66E-18,4.98E-16,6.46E-19,1.23E-15,1.0002
04397_000,429,ens0002400_001,acisf04397_000N020_b0335_m_ecf90_prep3.fits,2.09E-16,5.82E-16,4.98E-16,9.96E-18,1.09E-15,1.0014
14334_000,2125,ens0042100_001,acisf14334_000N020_b0063_m_ecf90_prep3.fits,0.00E+00,6.35E-17,4.97E-16,6.84E-19,1.14E-15,0.9993
06419_000,1093,ens0042100_001,acisf06419_000N020_b0685_m_ecf90_prep3.fits,0.00E+00,2.48E-15,4.95E-16,2.46E-18,1.10E-15,0.9998
06419_000,923,ens0042100_001,acisf06419_000N020_b0515_m_ecf90_prep3.fits,0.00E+00,2.80E-15,4.94E-16,3.03E-19,1.16E-15,1.0002
03386_000,435,ens0008400_001,acisf03386_000N020_b0339_m_ecf90_prep3.fits,0.00E+00,3.04E-17,4.93E-16,9.00E-20,1.18E-15,1.0011
14334_000,2604,ens0042100_001,acisf14334_000N020_b0447_m_ecf90_prep3.fits,0.00E+00,1.58E-17,4.91E-16,1.38E-19,1.13E-15,1.0039
14334_000,3178,ens0042100_001,acisf14334_000N020_b0541_m_ecf90_prep3.fits,0.00E+00,1.75E-17,4.89E-16,6.66E-19,1.12E-15,0.9999
06418_000,1289,ens0042100_001,acisf06418_000N020_b0881_m_ecf90_prep3.fits,0.00E+00,1.75E-15,4.87E-16,4.67E-20,1.10E-15,0.9997
03498_000,1662,ens0042100_001,acisf03498_000N020_b0767_m_ecf90_prep3.fits,4.77E-16,2.01E-16,4.85E-16,2.98E-16,7.20E-16,0.9997
01522_002,2392,ens0042100_001,acisf01522_002N020_b0532_m_ecf90_prep3.fits,4.57E-16,3.29E-16,4.82E-16,1.56E-16,9.17E-16,0.9993
03387_000,435,ens0008400_001,acisf03387_000N020_b0339_m_ecf90_prep3.fits,0.00E+00,3.54E-17,4.77E-16,4.13E-18,1.04E-15,0.999
14334_000,792,ens0042100_001,acisf14334_000N020_b0439_m_ecf90_prep3.fits,0.00E+00,3.57E-18,4.74E-16,1.81E-18,1.12E-15,1.0014
06419_000,1209,ens0042100_001,acisf06419_000N020_b0801_m_ecf90_prep3.fits,0.00E+00,3.75E-15,4.73E-16,3.46E-18,1.15E-15,1.0016
06419_000,1286,ens0042100_001,acisf06419_000N020_b0878_m_ecf90_prep3.fits,0.00E+00,2.26E-15,4.71E-16,1.23E-18,1.14E-15,1.0002
04395_000,1637,ens0042100_001,acisf04395_000N020_b0015_m_ecf90_prep3.fits,4.55E-16,1.80E-16,4.71E-16,2.81E-16,6.82E-16,0.999
14334_000,2385,ens0042100_001,acisf14334_000N020_b0948_m_ecf90_prep3.fits,0.00E+00,3.36E-18,4.70E-16,1.93E-18,1.07E-15,0.9993
01522_002,2385,ens0042100_001,acisf01522_002N020_b0948_m_ecf90_prep3.fits,4.55E-16,2.97E-16,4.70E-16,1.80E-16,8.58E-16,0.9997
14334_000,1784,ens0042100_001,acisf14334_000N020_b0533_m_ecf90_prep3.fits,0.00E+00,7.34E-18,4.68E-16,1.88E-19,1.11E-15,0.9994
06419_000,1019,ens0042100_001,acisf06419_000N020_b0611_m_ecf90_prep3.fits,0.00E+00,2.61E-15,4.66E-16,2.06E-19,1.20E-15,0.9995
15546_000,3416,ens0042100_001,acisf15546_000N020_b1201_m_ecf90_prep3.fits,0.00E+00,2.94E-18,4.66E-16,6.62E-19,1.18E-15,1.0022
14334_000,3294,ens0042100_001,acisf14334_000N020_b1069_m_ecf90_prep3.fits,0.00E+00,7.45E-18,4.65E-16,1.06E-19,1.16E-15,0.9995
03498_000,2392,ens0042100_001,acisf03498_000N020_b0532_m_ecf90_prep3.fits,4.81E-16,2.37E-16,4.64E-16,2.34E-16,7.78E-16,1.0044
13637_000,2661,ens0042100_001,acisf13637_000N020_b1078_m_ecf90_prep3.fits,3.70E-16,4.56E-16,4.64E-16,5.86E-17,1.02E-15,0.9995
03434_000,5,ens0085600_001,acisf03434_000N020_b0004_m_ecf90_prep3.fits,0.00E+00,5.90E-17,4.64E-16,3.96E-19,1.24E-15,1.0008
15546_000,2022,ens0042100_001,acisf15546_000N020_b0865_m_ecf90_prep3.fits,0.00E+00,4.00E-18,4.64E-16,2.83E-18,1.05E-15,0.9991
15546_000,3332,ens0042100_001,acisf15546_000N020_b0775_m_ecf90_prep3.fits,3.13E-16,4.57E-16,4.63E-16,4.59E-17,9.84E-16,1.0014
14335_000,3018,ens0042100_001,acisf14335_000N020_b1097_m_ecf90_prep3.fits,3.36E-16,4.74E-16,4.62E-16,9.11E-17,9.60E-16,0.9993
12047_001,291,ens0047600_001,acisf12047_001N020_b0200_m_ecf90_prep3.fits,0.00E+00,1.11E-17,4.60E-16,2.95E-18,1.11E-15,0.999
13637_000,3147,ens0042100_001,acisf13637_000N020_b1069_m_ecf90_prep3.fits,4.02E-16,3.73E-16,4.60E-16,1.37E-16,9.13E-16,0.9995
14334_000,2590,ens0042100_001,acisf14334_000N020_b0362_m_ecf90_prep3.fits,0.00E+00,8.35E-18,4.51E-16,2.74E-19,1.09E-15,0.9999
14334_000,1441,ens0042100_001,acisf14334_000N020_b0439_m_ecf90_prep3.fits,0.00E+00,3.54E-18,4.50E-16,1.27E-18,1.17E-15,1.0084
06419_000,893,ens0042100_001,acisf06419_000N020_b0485_m_ecf90_prep3.fits,0.00E+00,2.84E-15,4.41E-16,6.37E-19,1.10E-15,1.0014
01522_002,1644,ens0042100_001,acisf01522_002N020_b0015_m_ecf90_prep3.fits,3.79E-16,3.05E-16,4.40E-16,1.60E-16,8.03E-16,0.9992
15546_000,680,ens0042100_001,acisf15546_000N020_b0383_m_ecf90_prep3.fits,0.00E+00,3.10E-18,4.40E-16,2.02E-18,9.98E-16,0.9991
13637_000,1471,ens0042100_001,acisf13637_000N020_b0711_m_ecf90_prep3.fits,3.96E-16,2.97E-16,4.37E-16,1.38E-16,8.33E-16,1.0003
16187_000,816,ens0047600_001,acisf16187_000N020_b0236_m_ecf90_prep3.fits,3.27E-16,3.41E-16,4.34E-16,5.95E-17,9.44E-16,1.0004
14335_000,403,ens0042100_001,acisf14335_000N020_b0277_m_ecf90_prep3.fits,2.91E-16,3.71E-16,4.34E-16,4.59E-17,9.28E-16,0.999
13637_000,1419,ens0042100_001,acisf13637_000N020_b0683_m_ecf90_prep3.fits,3.10E-16,3.47E-16,4.33E-16,7.66E-17,9.12E-16,1.0003
06419_000,1363,ens0042100_001,acisf06419_000N020_b0955_m_ecf90_prep3.fits,0.00E+00,3.34E-15,4.31E-16,2.47E-18,1.03E-15,1.0004
14335_000,2646,ens0042100_001,acisf14335_000N020_b0362_m_ecf90_prep3.fits,2.81E-16,3.58E-16,4.30E-16,7.07E-17,8.84E-16,0.9992
00109_000,452,ens0001800_001,acisf00109_000N021_b0014_m_ecf90_prep3.fits,0.00E+00,1.81E-17,4.26E-16,3.29E-20,9.90E-16,1
15546_000,2656,ens0042100_001,acisf15546_000N020_b1074_m_ecf90_prep3.fits,3.04E-16,3.48E-16,4.25E-16,4.75E-17,8.94E-16,0.9993
15546_000,2030,ens0042100_001,acisf15546_000N020_b0865_m_ecf90_prep3.fits,0.00E+00,3.84E-18,4.24E-16,1.13E-18,9.21E-16,0.9996
06419_000,941,ens0042100_001,acisf06419_000N020_b0533_m_ecf90_prep3.fits,0.00E+00,3.17E-15,4.23E-16,3.28E-19,1.07E-15,0.9992
17546_000,816,ens0047600_001,acisf17546_000N020_b0236_m_ecf90_prep3.fits,3.14E-16,3.31E-16,4.17E-16,6.11E-17,8.65E-16,1.0009
06419_000,1424,ens0042100_001,acisf06419_000N020_b1016_m_ecf90_prep3.fits,0.00E+00,2.01E-15,4.17E-16,3.86E-19,1.03E-15,1.0003
06419_000,1129,ens0042100_001,acisf06419_000N020_b0721_m_ecf90_prep3.fits,0.00E+00,3.19E-15,4.13E-16,5.52E-20,9.89E-16,0.9993
06419_000,924,ens0042100_001,acisf06419_000N020_b0516_m_ecf90_prep3.fits,0.00E+00,2.27E-15,4.12E-16,7.00E-19,1.02E-15,1.0013
14334_000,3412,ens0042100_001,acisf14334_000N020_b0948_m_ecf90_prep3.fits,0.00E+00,3.69E-18,4.12E-16,7.02E-19,1.06E-15,0.9991
13637_000,1637,ens0042100_001,acisf13637_000N020_b0015_m_ecf90_prep3.fits,1.35E-16,4.26E-16,4.09E-16,9.57E-19,9.22E-16,0.9991
06419_000,1094,ens0042100_001,acisf06419_000N020_b0686_m_ecf90_prep3.fits,0.00E+00,2.32E-15,4.07E-16,4.28E-19,9.49E-16,0.9994
06419_000,1125,ens0042100_001,acisf06419_000N020_b0717_m_ecf90_prep3.fits,0.00E+00,2.39E-15,4.06E-16,2.21E-18,9.56E-16,0.9991
15546_000,3152,ens0042100_001,acisf15546_000N020_b1201_m_ecf90_prep3.fits,0.00E+00,2.93E-18,4.06E-16,4.18E-19,9.39E-16,1
14334_000,3018,ens0042100_001,acisf14334_000N020_b1097_m_ecf90_prep3.fits,0.00E+00,5.10E-17,4.06E-16,6.05E-20,1.03E-15,0.9999
13637_000,587,ens0042100_001,acisf13637_000N020_b0336_m_ecf90_prep3.fits,0.00E+00,1.46E-18,4.05E-16,2.34E-19,9.75E-16,0.9997
06419_000,1465,ens0042100_001,acisf06419_000N020_b1057_m_ecf90_prep3.fits,0.00E+00,3.30E-15,4.02E-16,2.46E-18,9.15E-16,1.0002
06419_000,885,ens0042100_001,acisf06419_000N020_b0477_m_ecf90_prep3.fits,0.00E+00,1.90E-15,4.00E-16,9.94E-19,9.88E-16,0.999
09861_000,461,ens0021500_001,acisf09861_000N020_b0360_m_ecf90_prep3.fits,0.00E+00,2.40E-15,3.99E-16,1.61E-18,9.21E-16,0.9992
13637_000,2392,ens0042100_001,acisf13637_000N020_b0532_m_ecf90_prep3.fits,3.48E-16,3.25E-16,3.97E-16,9.23E-17,8.04E-16,0.9991
15546_000,429,ens0042100_001,acisf15546_000N020_b0290_m_ecf90_prep3.fits,1.54E-16,3.94E-16,3.97E-16,1.24E-17,8.37E-16,0.9992
06419_000,990,ens0042100_001,acisf06419_000N020_b0582_m_ecf90_prep3.fits,0.00E+00,2.33E-15,3.95E-16,2.99E-19,9.39E-16,0.9994
03254_000,57,ens0071400_001,acisf03254_000N020_b0045_m_ecf90_prep3.fits,0.00E+00,4.00E-17,3.94E-16,7.81E-19,9.55E-16,1.0023
06418_000,1175,ens0042100_001,acisf06418_000N020_b0767_m_ecf90_prep3.fits,0.00E+00,2.97E-15,3.92E-16,5.76E-19,9.51E-16,1.0001
15546_000,3401,ens0042100_001,acisf15546_000N020_b1161_m_ecf90_prep3.fits,0.00E+00,3.88E-17,3.92E-16,6.69E-19,9.55E-16,0.9993
14335_000,3150,ens0042100_001,acisf14335_000N020_b1045_m_ecf90_prep3.fits,0.00E+00,1.35E-17,3.91E-16,9.66E-19,9.87E-16,0.9991
06419_000,1037,ens0042100_001,acisf06419_000N020_b0629_m_ecf90_prep3.fits,0.00E+00,3.13E-15,3.90E-16,4.52E-18,9.23E-16,0.9991
04374_000,3133,ens0042100_001,acisf04374_000N020_b1069_m_ecf90_prep3.fits,3.72E-16,1.50E-16,3.89E-16,2.34E-16,5.62E-16,1.0015
06419_000,1378,ens0042100_001,acisf06419_000N020_b0970_m_ecf90_prep3.fits,0.00E+00,2.24E-15,3.85E-16,4.27E-18,9.09E-16,0.9998
13637_000,509,ens0042100_001,acisf13637_000N020_b0317_m_ecf90_prep3.fits,0.00E+00,3.44E-18,3.85E-16,1.44E-21,9.79E-16,0.9994
06419_000,963,ens0042100_001,acisf06419_000N020_b0555_m_ecf90_prep3.fits,0.00E+00,2.18E-15,3.84E-16,2.33E-18,8.92E-16,0.9996
06418_000,1209,ens0042100_001,acisf06418_000N020_b0801_m_ecf90_prep3.fits,0.00E+00,4.07E-15,3.83E-16,1.70E-18,1.04E-15,0.9995
13426_000,244,ens0132000_001,acisf13426_000N021_b0231_m_ecf90_prep3.fits,0.00E+00,5.91E-16,3.82E-16,3.87E-19,8.80E-16,0.9991
13637_000,3150,ens0042100_001,acisf13637_000N020_b1045_m_ecf90_prep3.fits,0.00E+00,1.43E-17,3.82E-16,2.83E-18,8.86E-16,0.9993
08591_000,816,ens0047600_001,acisf08591_000N020_b0236_m_ecf90_prep3.fits,3.32E-16,2.50E-16,3.78E-16,1.32E-16,7.14E-16,1.0009
