#current_obsid,reg,ensemble,prep3,ml_flux,ml_flux_sigma,mode,lolim,hilim,r_hat
04396_000,3289,ens0042100_001,acisf04396_000N020_b1255_m_ecf90_prep3.fits,3.91E-15,4.04E-16,3.90E-15,3.49E-15,4.35E-15,1.0026
15546_000,1645,ens0042100_001,acisf15546_000N020_b0015_m_ecf90_prep3.fits,3.77E-15,1.37E-15,3.83E-15,2.44E-15,5.37E-15,1.0002
00954_000,83,ens0008400_001,acisf00954_000N020_b0074_m_ecf90_prep3.fits,0.00E+00,9.81E-17,3.74E-15,6.26E-18,8.67E-15,0.999
14335_000,70,ens0042100_001,acisf14335_000N020_b0037_m_ecf90_prep3.fits,3.69E-15,1.03E-15,3.69E-15,2.62E-15,4.94E-15,0.9992
00954_000,90,ens0008400_001,acisf00954_000N020_b0076_m_ecf90_prep3.fits,0.00E+00,2.71E-18,3.66E-15,4.53E-18,8.72E-15,1
14335_000,935,ens0042100_001,acisf14335_000N020_b0510_m_ecf90_prep3.fits,3.68E-15,9.93E-16,3.64E-15,2.63E-15,4.82E-15,1
01522_002,1784,ens0042100_001,acisf01522_002N020_b0533_m_ecf90_prep3.fits,3.55E-15,7.28E-16,3.63E-15,2.85E-15,4.44E-15,1.0017
03498_000,3135,ens0042100_001,acisf03498_000N020_b1069_m_ecf90_prep3.fits,3.55E-15,5.72E-16,3.53E-15,2.97E-15,4.21E-15,0.9996
16454_000,291,ens0047600_001,acisf16454_000N020_b0200_m_ecf90_prep3.fits,3.46E-15,7.65E-16,3.43E-15,2.68E-15,4.35E-15,1.0038
13637_000,2497,ens0042100_001,acisf13637_000N020_b0989_m_ecf90_prep3.fits,3.49E-15,8.84E-16,3.40E-15,2.60E-15,4.53E-15,0.9992
03498_000,1645,ens0042100_001,acisf03498_000N020_b0015_m_ecf90_prep3.fits,3.31E-15,5.31E-16,3.39E-15,2.80E-15,3.92E-15,1.0008
16463_000,291,ens0047600_001,acisf16463_000N020_b0200_m_ecf90_prep3.fits,3.30E-15,6.69E-16,3.31E-15,2.57E-15,4.09E-15,0.9995
04374_000,3297,ens0042100_001,acisf04374_000N020_b1069_m_ecf90_prep3.fits,3.24E-15,3.66E-16,3.25E-15,2.84E-15,3.65E-15,1.0017
04373_000,3297,ens0042100_001,acisf04373_000N020_b1069_m_ecf90_prep3.fits,3.21E-15,3.67E-16,3.24E-15,2.84E-15,3.63E-15,1.0036
13637_000,3297,ens0042100_001,acisf13637_000N020_b1069_m_ecf90_prep3.fits,3.23E-15,9.62E-16,3.22E-15,2.18E-15,4.43E-15,1.0003
03498_000,940,ens0042100_001,acisf03498_000N020_b0512_m_ecf90_prep3.fits,3.17E-15,5.64E-16,3.21E-15,2.56E-15,3.87E-15,0.9996
14335_000,2497,ens0042100_001,acisf14335_000N020_b0989_m_ecf90_prep3.fits,3.13E-15,8.49E-16,3.16E-15,2.29E-15,4.16E-15,0.9997
01522_002,3297,ens0042100_001,acisf01522_002N020_b1069_m_ecf90_prep3.fits,3.06E-15,7.40E-16,3.13E-15,2.32E-15,4.01E-15,1.001
01522_002,1676,ens0042100_001,acisf01522_002N020_b0775_m_ecf90_prep3.fits,3.05E-15,6.49E-16,3.12E-15,2.40E-15,3.83E-15,1.0018
04395_000,860,ens0042100_001,acisf04395_000N020_b0479_m_ecf90_prep3.fits,3.09E-15,4.37E-16,3.11E-15,2.63E-15,3.62E-15,0.9991
14335_000,3297,ens0042100_001,acisf14335_000N020_b1069_m_ecf90_prep3.fits,2.99E-15,9.89E-16,3.11E-15,2.04E-15,4.25E-15,0.9995
04395_000,782,ens0042100_001,acisf04395_000N020_b0435_m_ecf90_prep3.fits,3.08E-15,4.35E-16,3.08E-15,2.64E-15,3.59E-15,0.9991
04374_000,2497,ens0042100_001,acisf04374_000N020_b0989_m_ecf90_prep3.fits,3.02E-15,3.15E-16,3.06E-15,2.69E-15,3.41E-15,0.9998
00078_000,451,ens0008400_001,acisf00078_000N020_b0385_m_ecf90_prep3.fits,0.00E+00,1.10E-18,2.95E-15,1.29E-17,6.68E-15,1.0012
04373_000,3135,ens0042100_001,acisf04373_000N020_b1069_m_ecf90_prep3.fits,2.92E-15,3.47E-16,2.95E-15,2.57E-15,3.35E-15,0.9994
01522_002,1645,ens0042100_001,acisf01522_002N020_b0015_m_ecf90_prep3.fits,2.89E-15,6.61E-16,2.92E-15,2.23E-15,3.65E-15,1.0003
03744_000,3297,ens0042100_001,acisf03744_000N020_b1069_m_ecf90_prep3.fits,2.84E-15,3.59E-16,2.88E-15,2.50E-15,3.24E-15,0.9995
13637_000,1645,ens0042100_001,acisf13637_000N020_b0015_m_ecf90_prep3.fits,2.62E-15,1.02E-15,2.72E-15,1.60E-15,3.89E-15,1.0024
16188_001,291,ens0047600_001,acisf16188_001N020_b0200_m_ecf90_prep3.fits,2.57E-15,4.57E-16,2.60E-15,2.15E-15,3.14E-15,1.0034
14334_000,3297,ens0042100_001,acisf14334_000N020_b1069_m_ecf90_prep3.fits,2.11E-15,1.58E-15,2.60E-15,9.57E-16,4.60E-15,1.0001
14334_000,3450,ens0042100_001,acisf14334_000N020_b1097_m_ecf90_prep3.fits,2.34E-15,1.41E-15,2.57E-15,1.17E-15,4.29E-15,0.9991
03481_000,34,ens0025700_001,acisf03481_000N020_b0000_m_ecf90_prep3.fits,0.00E+00,1.38E-16,2.52E-15,1.78E-18,6.19E-15,0.9993
06419_000,516,ens0042100_001,acisf06419_000N020_b0117_m_ecf90_prep3.fits,2.18E-15,1.29E-15,2.47E-15,1.10E-15,3.67E-15,1.0001
03498_000,3297,ens0042100_001,acisf03498_000N020_b1069_m_ecf90_prep3.fits,2.53E-15,5.07E-16,2.47E-15,1.95E-15,3.11E-15,1.0024
15546_000,2457,ens0042100_001,acisf15546_000N020_b0974_m_ecf90_prep3.fits,2.31E-15,8.80E-16,2.38E-15,1.43E-15,3.47E-15,1.0009
15546_000,1784,ens0042100_001,acisf15546_000N020_b0533_m_ecf90_prep3.fits,2.15E-15,9.05E-16,2.23E-15,1.32E-15,3.37E-15,0.9998
01522_002,3135,ens0042100_001,acisf01522_002N020_b1069_m_ecf90_prep3.fits,2.18E-15,6.23E-16,2.23E-15,1.58E-15,2.97E-15,0.9993
01522_002,935,ens0042100_001,acisf01522_002N020_b0510_m_ecf90_prep3.fits,2.26E-15,5.97E-16,2.22E-15,1.57E-15,2.96E-15,1.0012
01522_002,1427,ens0042100_001,acisf01522_002N020_b0688_m_ecf90_prep3.fits,2.28E-15,6.66E-16,2.22E-15,1.56E-15,3.05E-15,1.0002
13637_000,2270,ens0042100_001,acisf13637_000N020_b0290_m_ecf90_prep3.fits,2.20E-15,8.86E-16,2.21E-15,1.32E-15,3.45E-15,0.9998
04396_000,2497,ens0042100_001,acisf04396_000N020_b0989_m_ecf90_prep3.fits,2.16E-15,2.69E-16,2.19E-15,1.91E-15,2.46E-15,0.9992
13637_000,1644,ens0042100_001,acisf13637_000N020_b0015_m_ecf90_prep3.fits,2.23E-15,9.83E-16,2.16E-15,1.17E-15,3.46E-15,1.0033
04396_000,3297,ens0042100_001,acisf04396_000N020_b1069_m_ecf90_prep3.fits,2.10E-15,3.08E-16,2.13E-15,1.77E-15,2.47E-15,1.0017
04395_000,1645,ens0042100_001,acisf04395_000N020_b0015_m_ecf90_prep3.fits,2.03E-15,3.40E-16,2.08E-15,1.70E-15,2.43E-15,0.9993
04395_000,215,ens0042100_001,acisf04395_000N020_b0141_m_ecf90_prep3.fits,2.03E-15,3.88E-16,2.07E-15,1.63E-15,2.54E-15,0.9997
16182_000,5,ens0047600_001,acisf16182_000N020_b0004_m_ecf90_prep3.fits,2.00E-15,5.00E-16,2.06E-15,1.54E-15,2.59E-15,0.9995
14335_000,1427,ens0042100_001,acisf14335_000N020_b0688_m_ecf90_prep3.fits,1.99E-15,7.62E-16,2.05E-15,1.30E-15,2.92E-15,0.9992
15546_000,935,ens0042100_001,acisf15546_000N020_b0510_m_ecf90_prep3.fits,1.94E-15,8.03E-16,2.00E-15,1.18E-15,2.92E-15,1
01672_000,291,ens0047600_001,acisf01672_000N020_b0200_m_ecf90_prep3.fits,1.96E-15,3.48E-16,1.97E-15,1.49E-15,2.47E-15,1.0203
16641_001,291,ens0047600_001,acisf16641_001N020_b0200_m_ecf90_prep3.fits,1.93E-15,5.25E-16,1.97E-15,1.46E-15,2.55E-15,0.9992
04373_000,2497,ens0042100_001,acisf04373_000N020_b0989_m_ecf90_prep3.fits,1.98E-15,2.45E-16,1.97E-15,1.70E-15,2.25E-15,0.9991
14335_000,2894,ens0042100_001,acisf14335_000N020_b0512_m_ecf90_prep3.fits,1.95E-15,7.01E-16,1.97E-15,1.28E-15,2.86E-15,0.9994
14334_000,2646,ens0042100_001,acisf14334_000N020_b0362_m_ecf90_prep3.fits,1.71E-15,1.25E-15,1.95E-15,6.57E-16,3.54E-15,1.0009
16456_001,291,ens0047600_001,acisf16456_001N020_b0200_m_ecf90_prep3.fits,1.89E-15,5.56E-16,1.89E-15,1.34E-15,2.57E-15,1.0065
12213_000,291,ens0047600_001,acisf12213_000N020_b0200_m_ecf90_prep3.fits,1.91E-15,4.66E-16,1.87E-15,1.38E-15,2.44E-15,1.003
01522_002,860,ens0042100_001,acisf01522_002N020_b0479_m_ecf90_prep3.fits,1.84E-15,5.71E-16,1.84E-15,1.28E-15,2.54E-15,1.0025
04374_000,3135,ens0042100_001,acisf04374_000N020_b1069_m_ecf90_prep3.fits,1.83E-15,2.79E-16,1.83E-15,1.51E-15,2.13E-15,0.9994
03303_000,30,ens0114200_001,acisf03303_000N020_b0027_m_ecf90_prep3.fits,0.00E+00,1.17E-17,1.81E-15,9.27E-19,4.42E-15,0.9991
01522_002,3289,ens0042100_001,acisf01522_002N020_b1255_m_ecf90_prep3.fits,1.77E-15,5.77E-16,1.81E-15,1.26E-15,2.45E-15,1.0022
03744_000,3135,ens0042100_001,acisf03744_000N020_b1069_m_ecf90_prep3.fits,1.79E-15,2.78E-16,1.80E-15,1.49E-15,2.13E-15,0.9998
09578_000,291,ens0047600_001,acisf09578_000N020_b0200_m_ecf90_prep3.fits,1.73E-15,5.97E-16,1.79E-15,1.14E-15,2.52E-15,1.0019
04395_000,3297,ens0042100_001,acisf04395_000N020_b1069_m_ecf90_prep3.fits,1.79E-15,3.64E-16,1.79E-15,1.40E-15,2.23E-15,0.9991
04396_000,3135,ens0042100_001,acisf04396_000N020_b1069_m_ecf90_prep3.fits,1.77E-15,2.86E-16,1.78E-15,1.48E-15,2.11E-15,1.0002
14334_000,2609,ens0042100_001,acisf14334_000N020_b1045_m_ecf90_prep3.fits,1.62E-15,1.14E-15,1.78E-15,6.64E-16,3.16E-15,0.9993
16181_000,5,ens0047600_001,acisf16181_000N020_b0004_m_ecf90_prep3.fits,1.79E-15,4.94E-16,1.77E-15,1.28E-15,2.30E-15,1
12051_000,291,ens0047600_001,acisf12051_000N020_b0200_m_ecf90_prep3.fits,1.71E-15,4.89E-16,1.76E-15,1.22E-15,2.31E-15,0.9992
14335_000,1645,ens0042100_001,acisf14335_000N020_b0015_m_ecf90_prep3.fits,1.65E-15,7.83E-16,1.75E-15,9.24E-16,2.67E-15,1.0011
04395_000,3135,ens0042100_001,acisf04395_000N020_b1069_m_ecf90_prep3.fits,1.70E-15,3.50E-16,1.71E-15,1.35E-15,2.10E-15,0.9995
04395_000,2656,ens0042100_001,acisf04395_000N020_b1074_m_ecf90_prep3.fits,1.71E-15,3.19E-16,1.70E-15,1.38E-15,2.07E-15,1.0002
05415_000,6,ens0103700_001,acisf05415_000N021_b0002_m_ecf90_prep3.fits,1.56E-15,7.78E-16,1.67E-15,8.89E-16,2.54E-15,1.0001
06418_000,1386,ens0042100_001,acisf06418_000N020_b0978_m_ecf90_prep3.fits,0.00E+00,8.73E-15,1.62E-15,1.20E-17,3.97E-15,1
07188_000,123,ens0017500_001,acisf07188_000N020_b0112_m_ecf90_prep3.fits,0.00E+00,9.19E-17,1.60E-15,6.09E-19,3.80E-15,1.0022
05402_000,35,ens0144800_001,acisf05402_000N020_b0033_m_ecf90_prep3.fits,1.46E-15,8.76E-16,1.60E-15,7.31E-16,2.75E-15,1.0012
14334_000,3438,ens0042100_001,acisf14334_000N020_b0996_m_ecf90_prep3.fits,1.11E-15,1.21E-15,1.60E-15,2.95E-16,3.27E-15,1.0005
00956_000,83,ens0008400_001,acisf00956_000N020_b0074_m_ecf90_prep3.fits,1.17E-15,1.18E-15,1.59E-15,3.12E-16,3.23E-15,1.0014
00956_000,451,ens0008400_001,acisf00956_000N020_b0385_m_ecf90_prep3.fits,0.00E+00,7.92E-19,1.58E-15,4.30E-18,4.04E-15,0.9996
03385_000,439,ens0008400_001,acisf03385_000N020_b0343_m_ecf90_prep3.fits,0.00E+00,6.91E-18,1.51E-15,2.60E-18,3.77E-15,1.0045
14212_000,15,ens0410100_001,acisf14212_000N020_b0014_m_ecf90_prep3.fits,0.00E+00,2.38E-17,1.49E-15,1.18E-18,3.63E-15,1.0021
01621_000,9,ens0009000_001,acisf01621_000N020_b0008_m_ecf90_prep3.fits,0.00E+00,1.49E-18,1.47E-15,7.47E-18,3.51E-15,1.0011
14335_000,940,ens0042100_001,acisf14335_000N020_b0512_m_ecf90_prep3.fits,1.34E-15,6.91E-16,1.45E-15,7.39E-16,2.27E-15,0.9992
00078_000,439,ens0008400_001,acisf00078_000N020_b0373_m_ecf90_prep3.fits,0.00E+00,8.23E-19,1.43E-15,1.56E-18,3.49E-15,0.9994
12223_000,291,ens0047600_001,acisf12223_000N020_b0200_m_ecf90_prep3.fits,1.45E-15,3.20E-16,1.43E-15,1.10E-15,1.84E-15,1.0021
14335_000,170,ens0042100_001,acisf14335_000N020_b0108_m_ecf90_prep3.fits,1.30E-15,6.21E-16,1.42E-15,7.99E-16,2.14E-15,1.0029
03385_000,170,ens0008400_001,acisf03385_000N020_b0156_m_ecf90_prep3.fits,0.00E+00,4.17E-18,1.41E-15,8.75E-19,3.56E-15,1.0001
04395_000,3289,ens0042100_001,acisf04395_000N020_b1255_m_ecf90_prep3.fits,1.44E-15,3.25E-16,1.41E-15,1.07E-15,1.83E-15,0.9994
03385_000,568,ens0008400_001,acisf03385_000N020_b0113_m_ecf90_prep3.fits,0.00E+00,9.68E-17,1.40E-15,8.00E-18,3.30E-15,1.0013
15546_000,1644,ens0042100_001,acisf15546_000N020_b0015_m_ecf90_prep3.fits,1.37E-15,1.10E-15,1.38E-15,4.14E-16,2.57E-15,1.0004
03385_000,435,ens0008400_001,acisf03385_000N020_b0339_m_ecf90_prep3.fits,0.00E+00,1.01E-16,1.37E-15,1.78E-19,3.31E-15,1.002
14334_000,1645,ens0042100_001,acisf14334_000N020_b0015_m_ecf90_prep3.fits,1.80E-15,1.42E-15,1.37E-15,2.99E-16,2.93E-15,1.0012
03385_000,425,ens0008400_001,acisf03385_000N020_b0331_m_ecf90_prep3.fits,0.00E+00,8.59E-18,1.36E-15,2.10E-19,3.36E-15,1.0029
15546_000,509,ens0042100_001,acisf15546_000N020_b0317_m_ecf90_prep3.fits,0.00E+00,4.02E-18,1.35E-15,1.96E-19,3.21E-15,0.9995
03498_000,2497,ens0042100_001,acisf03498_000N020_b0989_m_ecf90_prep3.fits,1.39E-15,3.24E-16,1.35E-15,1.04E-15,1.79E-15,0.9994
04395_000,1644,ens0042100_001,acisf04395_000N020_b0015_m_ecf90_prep3.fits,1.35E-15,3.01E-16,1.34E-15,1.04E-15,1.68E-15,0.9994
13637_000,3289,ens0042100_001,acisf13637_000N020_b1255_m_ecf90_prep3.fits,1.26E-15,5.86E-16,1.33E-15,6.89E-16,2.06E-15,1.0046
05852_000,123,ens0017500_001,acisf05852_000N020_b0112_m_ecf90_prep3.fits,1.43E-15,9.65E-16,1.33E-15,4.52E-16,2.44E-15,0.9994
05296_000,105,ens0017600_001,acisf05296_000N020_b0089_m_ecf90_prep3.fits,0.00E+00,1.65E-16,1.32E-15,8.89E-19,3.12E-15,1.0013
13637_000,792,ens0042100_001,acisf13637_000N020_b0439_m_ecf90_prep3.fits,1.22E-15,5.09E-16,1.22E-15,7.03E-16,1.88E-15,0.9996
14334_000,3123,ens0042100_001,acisf14334_000N020_b1201_m_ecf90_prep3.fits,0.00E+00,6.20E-18,1.17E-15,5.38E-18,2.80E-15,0.9992
14334_000,2022,ens0042100_001,acisf14334_000N020_b0865_m_ecf90_prep3.fits,0.00E+00,6.70E-18,1.16E-15,1.06E-18,2.71E-15,0.9999
03498_000,860,ens0042100_001,acisf03498_000N020_b0479_m_ecf90_prep3.fits,1.10E-15,3.15E-16,1.14E-15,7.73E-16,1.50E-15,0.9995
13637_000,2646,ens0042100_001,acisf13637_000N020_b0362_m_ecf90_prep3.fits,1.07E-15,5.77E-16,1.13E-15,5.24E-16,1.90E-15,1.0022
04395_000,1019,ens0042100_001,acisf04395_000N020_b0560_m_ecf90_prep3.fits,1.11E-15,2.86E-16,1.13E-15,8.26E-16,1.45E-15,0.9994
12129_000,291,ens0047600_001,acisf12129_000N020_b0200_m_ecf90_prep3.fits,1.07E-15,3.05E-16,1.12E-15,7.83E-16,1.46E-15,0.9997
12219_001,291,ens0047600_001,acisf12219_001N020_b0200_m_ecf90_prep3.fits,1.06E-15,4.56E-16,1.10E-15,6.46E-16,1.63E-15,1.0008
03498_000,693,ens0042100_001,acisf03498_000N020_b0386_m_ecf90_prep3.fits,1.06E-15,2.93E-16,1.10E-15,7.85E-16,1.41E-15,1.0086
08591_000,291,ens0047600_001,acisf08591_000N020_b0200_m_ecf90_prep3.fits,1.08E-15,3.97E-16,1.07E-15,6.86E-16,1.61E-15,1.0021
13637_000,3411,ens0042100_001,acisf13637_000N020_b1135_m_ecf90_prep3.fits,9.95E-16,5.92E-16,1.07E-15,4.47E-16,1.76E-15,0.999
14334_000,2656,ens0042100_001,acisf14334_000N020_b1074_m_ecf90_prep3.fits,6.78E-16,7.54E-16,1.06E-15,1.82E-16,2.16E-15,1.0033
09575_000,291,ens0047600_001,acisf09575_000N020_b0200_m_ecf90_prep3.fits,1.04E-15,2.85E-16,1.05E-15,7.70E-16,1.36E-15,0.9994
14335_000,1644,ens0042100_001,acisf14335_000N020_b0015_m_ecf90_prep3.fits,1.05E-15,6.67E-16,1.05E-15,4.39E-16,1.85E-15,0.9998
12086_000,20,ens0046300_001,acisf12086_000N020_b0017_m_ecf90_prep3.fits,0.00E+00,1.71E-17,1.05E-15,8.14E-19,2.50E-15,0.9995
12084_000,20,ens0046300_001,acisf12084_000N020_b0017_m_ecf90_prep3.fits,0.00E+00,1.50E-17,1.04E-15,1.64E-19,2.34E-15,1
13637_000,2459,ens0042100_001,acisf13637_000N020_b0479_m_ecf90_prep3.fits,0.00E+00,2.80E-18,1.02E-15,4.22E-18,2.27E-15,1.0006
14334_000,1637,ens0042100_001,acisf14334_000N020_b0015_m_ecf90_prep3.fits,0.00E+00,5.20E-17,1.02E-15,3.85E-18,2.43E-15,1.0007
13637_000,3414,ens0042100_001,acisf13637_000N020_b0737_m_ecf90_prep3.fits,1.07E-15,4.93E-16,1.01E-15,5.06E-16,1.64E-15,0.9993
03498_000,1644,ens0042100_001,acisf03498_000N020_b0015_m_ecf90_prep3.fits,1.02E-15,3.07E-16,1.00E-15,7.07E-16,1.34E-15,1.001
14334_000,3147,ens0042100_001,acisf14334_000N020_b1069_m_ecf90_prep3.fits,5.78E-16,7.48E-16,9.92E-16,1.50E-16,1.99E-15,1.0024
00956_000,439,ens0008400_001,acisf00956_000N020_b0373_m_ecf90_prep3.fits,0.00E+00,5.78E-19,9.89E-16,1.18E-17,2.62E-15,0.9993
00441_000,291,ens0047600_001,acisf00441_000N020_b0200_m_ecf90_prep3.fits,9.35E-16,2.91E-16,9.82E-16,6.67E-16,1.29E-15,1.0008
14334_000,2030,ens0042100_001,acisf14334_000N020_b0865_m_ecf90_prep3.fits,0.00E+00,6.66E-18,9.81E-16,9.64E-19,2.44E-15,0.9992
14334_000,3150,ens0042100_001,acisf14334_000N020_b1045_m_ecf90_prep3.fits,0.00E+00,3.38E-17,9.71E-16,1.46E-18,2.54E-15,1.003
09578_000,5,ens0047600_001,acisf09578_000N020_b0004_m_ecf90_prep3.fits,8.84E-16,4.61E-16,9.63E-16,5.26E-16,1.53E-15,1.0013
12123_000,291,ens0047600_001,acisf12123_000N020_b0200_m_ecf90_prep3.fits,8.44E-16,5.26E-16,9.35E-16,3.81E-16,1.58E-15,0.9996
15546_000,792,ens0042100_001,acisf15546_000N020_b0439_m_ecf90_prep3.fits,8.63E-16,5.13E-16,9.35E-16,4.07E-16,1.58E-15,0.9993
12043_000,291,ens0047600_001,acisf12043_000N020_b0200_m_ecf90_prep3.fits,6.83E-16,2.04E-16,9.29E-16,1.10E-16,2.57E-15,1.6267
01683_000,79,ens0016900_001,acisf01683_000N020_b0072_m_ecf90_prep3.fits,0.00E+00,4.84E-18,9.24E-16,2.14E-18,2.08E-15,1.0005
00078_000,83,ens0008400_001,acisf00078_000N020_b0074_m_ecf90_prep3.fits,0.00E+00,1.71E-17,9.17E-16,5.65E-19,2.12E-15,1.0001
12078_001,60,ens0046300_001,acisf12078_001N020_b0044_m_ecf90_prep3.fits,0.00E+00,5.50E-17,9.12E-16,9.02E-18,2.30E-15,1.0012
03498_000,309,ens0042100_001,acisf03498_000N020_b0218_m_ecf90_prep3.fits,8.92E-16,2.62E-16,8.93E-16,6.05E-16,1.21E-15,1.0023
14334_000,3416,ens0042100_001,acisf14334_000N020_b1201_m_ecf90_prep3.fits,0.00E+00,5.89E-18,8.92E-16,1.32E-17,2.05E-15,1.0006
15546_000,415,ens0042100_001,acisf15546_000N020_b0283_m_ecf90_prep3.fits,0.00E+00,4.96E-18,8.79E-16,2.28E-18,2.01E-15,0.9997
15546_000,1019,ens0042100_001,acisf15546_000N020_b0560_m_ecf90_prep3.fits,7.99E-16,5.75E-16,8.57E-16,3.06E-16,1.62E-15,1.0005
14334_000,680,ens0042100_001,acisf14334_000N020_b0383_m_ecf90_prep3.fits,0.00E+00,6.12E-18,8.50E-16,2.76E-19,2.08E-15,0.999
01677_000,41,ens0016900_001,acisf01677_000N020_b0036_m_ecf90_prep3.fits,0.00E+00,6.00E-16,8.43E-16,2.00E-18,2.00E-15,1.0016
15234_000,77,ens0012800_001,acisf15234_000N020_b0072_m_ecf90_prep3.fits,0.00E+00,5.07E-17,8.43E-16,2.27E-19,2.06E-15,1.0031
14335_000,3411,ens0042100_001,acisf14335_000N020_b1135_m_ecf90_prep3.fits,7.78E-16,5.95E-16,8.42E-16,2.64E-16,1.58E-15,1.0004
06419_000,1326,ens0042100_001,acisf06419_000N020_b0918_m_ecf90_prep3.fits,0.00E+00,4.40E-15,8.34E-16,4.31E-19,2.04E-15,1.0019
04395_000,309,ens0042100_001,acisf04395_000N020_b0218_m_ecf90_prep3.fits,8.26E-16,2.10E-16,8.32E-16,6.09E-16,1.09E-15,1.003
14335_000,1784,ens0042100_001,acisf14335_000N020_b0533_m_ecf90_prep3.fits,7.95E-16,4.25E-16,8.28E-16,3.93E-16,1.41E-15,1.0014
13637_000,170,ens0042100_001,acisf13637_000N020_b0108_m_ecf90_prep3.fits,8.05E-16,5.06E-16,8.27E-16,2.75E-16,1.52E-15,1.0005
15546_000,2125,ens0042100_001,acisf15546_000N020_b0063_m_ecf90_prep3.fits,7.51E-16,6.61E-16,8.27E-16,2.11E-16,1.71E-15,1.0008
14334_000,3152,ens0042100_001,acisf14334_000N020_b1201_m_ecf90_prep3.fits,0.00E+00,5.76E-18,8.19E-16,1.48E-18,1.89E-15,1
06419_000,1430,ens0042100_001,acisf06419_000N020_b1022_m_ecf90_prep3.fits,0.00E+00,3.79E-15,8.11E-16,6.41E-19,1.89E-15,0.9993
12220_000,291,ens0047600_001,acisf12220_000N020_b0200_m_ecf90_prep3.fits,7.49E-16,3.28E-16,8.03E-16,4.45E-16,1.20E-15,1.0004
15546_000,940,ens0042100_001,acisf15546_000N020_b0512_m_ecf90_prep3.fits,4.98E-16,5.52E-16,7.86E-16,1.63E-16,1.58E-15,1.0007
13637_000,860,ens0042100_001,acisf13637_000N020_b0479_m_ecf90_prep3.fits,7.14E-16,4.25E-16,7.81E-16,3.38E-16,1.34E-15,1.0011
00078_000,80,ens0008400_001,acisf00078_000N020_b0073_m_ecf90_prep3.fits,0.00E+00,2.13E-18,7.60E-16,1.78E-18,1.89E-15,1.0002
05425_000,33,ens0083100_001,acisf05425_000N020_b0030_m_ecf90_prep3.fits,0.00E+00,7.54E-17,7.55E-16,1.94E-18,1.92E-15,1.0032
03498_000,2894,ens0042100_001,acisf03498_000N020_b0512_m_ecf90_prep3.fits,7.39E-16,2.71E-16,7.55E-16,4.83E-16,1.09E-15,1.0006
07701_000,122,ens0090000_001,acisf07701_000N020_b0114_m_ecf90_prep3.fits,0.00E+00,1.82E-17,7.50E-16,3.39E-18,1.68E-15,0.9992
14334_000,1019,ens0042100_001,acisf14334_000N020_b0560_m_ecf90_prep3.fits,5.18E-16,6.84E-16,7.50E-16,8.82E-18,1.62E-15,1.0003
15546_000,2262,ens0042100_001,acisf15546_000N020_b0539_m_ecf90_prep3.fits,5.90E-16,7.41E-16,7.42E-16,1.10E-16,1.63E-15,1.0011
06419_000,1455,ens0042100_001,acisf06419_000N020_b1047_m_ecf90_prep3.fits,0.00E+00,3.66E-15,7.39E-16,5.15E-18,1.74E-15,0.9998
01683_000,71,ens0016900_001,acisf01683_000N020_b0064_m_ecf90_prep3.fits,0.00E+00,1.60E-17,7.35E-16,3.34E-19,1.87E-15,0.9992
06418_000,1208,ens0042100_001,acisf06418_000N020_b0800_m_ecf90_prep3.fits,0.00E+00,4.22E-15,7.33E-16,4.03E-19,1.89E-15,1.0009
06419_000,1194,ens0042100_001,acisf06419_000N020_b0786_m_ecf90_prep3.fits,0.00E+00,4.58E-15,7.31E-16,1.49E-18,1.55E-15,1.0015
04264_001,30,ens0007500_001,acisf04264_001N020_b0026_m_ecf90_prep3.fits,0.00E+00,4.33E-19,7.27E-16,3.99E-19,1.89E-15,1.0007
14334_000,712,ens0042100_001,acisf14334_000N020_b0400_m_ecf90_prep3.fits,5.41E-16,6.14E-16,7.22E-16,7.08E-17,1.53E-15,1.0016
00956_000,254,ens0008400_001,acisf00956_000N020_b0052_m_ecf90_prep3.fits,0.00E+00,5.10E-18,7.11E-16,1.44E-18,1.62E-15,0.9994
00956_000,90,ens0008400_001,acisf00956_000N020_b0076_m_ecf90_prep3.fits,0.00E+00,8.53E-18,6.94E-16,1.39E-18,1.59E-15,0.9991
06419_000,1002,ens0042100_001,acisf06419_000N020_b0594_m_ecf90_prep3.fits,0.00E+00,3.17E-15,6.90E-16,6.79E-18,1.61E-15,0.9991
06418_000,1125,ens0042100_001,acisf06418_000N020_b0717_m_ecf90_prep3.fits,0.00E+00,3.24E-15,6.87E-16,7.53E-19,1.57E-15,1.0028
01683_000,92,ens0016900_001,acisf01683_000N020_b0085_m_ecf90_prep3.fits,0.00E+00,2.16E-18,6.87E-16,2.31E-18,1.62E-15,0.9997
03498_000,2876,ens0042100_001,acisf03498_000N020_b1133_m_ecf90_prep3.fits,6.29E-16,2.44E-16,6.82E-16,3.97E-16,9.53E-16,0.9996
06418_000,1496,ens0042100_001,acisf06418_000N020_b1088_m_ecf90_prep3.fits,0.00E+00,5.33E-15,6.81E-16,2.18E-18,1.63E-15,0.9993
04373_000,939,ens0042100_001,acisf04373_000N020_b0511_m_ecf90_prep3.fits,6.74E-16,1.59E-16,6.78E-16,5.09E-16,8.64E-16,0.9991
14334_000,2262,ens0042100_001,acisf14334_000N020_b0539_m_ecf90_prep3.fits,0.00E+00,4.31E-17,6.77E-16,1.72E-18,1.55E-15,0.9991
