ra,dec
217.5943333333333,31.19956388888889
149.358625,2.750288888888889
149.40858333333333,2.3253055555555555
149.41391666666664,2.623563888888889
149.47099999999998,1.687225
149.47224999999997,1.9188138888888888
149.4909583333333,1.6787194444444442
149.493375,2.768658333333333
149.4955833333333,1.7224805555555556
149.49887499999997,2.782597222222222
149.50862499999997,2.840338888888889
149.5192083333333,1.703625
149.529125,1.7006416666666666
149.9612083333333,2.8834833333333334
150.07941666666665,1.4497444444444445
150.24779166666664,1.5423444444444443
150.27504166666665,1.5757666666666668
150.36724999999998,2.8725805555555555
150.40208333333334,2.884233333333333
150.6762083333333,2.7729694444444446
150.6820833333333,2.7855222222222222
150.8167083333333,2.6272722222222225
150.81720833333333,2.6675
150.823125,2.269086111111111
150.8655,1.96175
186.552,9.017780555555555
186.5669583333333,9.02118888888889
186.574875,9.038752777777775
186.59229166666665,8.856658333333334
186.7287083333333,8.89261111111111
186.742875,8.857694444444444
186.904125,8.149513888888889
186.9690833333333,8.090761111111112
187.0477083333333,9.857483333333333
187.054625,10.277552777777778
187.12329166666663,17.08493611111111
187.3247916666666,12.431994444444443
187.7313333333333,16.707497222222223
187.77204166666664,8.012622222222221
188.28729166666665,16.815202777777777
188.29279166666663,16.807344444444446
188.349375,16.89563611111111
188.510125,7.699047222222222
188.513625,7.699372222222222
188.52625,7.692488888888889
188.5267083333333,7.726791666666667
188.527,7.756711111111111
188.56470833333333,7.661738888888889
188.681875,7.165472222222222
189.074875,16.62816388888889
189.10479166666664,16.690130555555555
189.1102083333333,16.63564722222222
189.1299583333333,16.6156
189.179,16.651677777777778
189.180125,16.56071111111111
189.1842083333333,16.56843888888889
189.18829166666663,16.720333333333333
189.20904166666665,16.658402777777777
189.2088333333333,16.6671
189.279875,7.256191666666667
189.33870833333333,9.599452777777778
189.34075,9.579019444444445
191.3715833333333,13.6921
217.6690833333333,36.81772222222222
218.0682083333333,31.677322222222223
218.123125,31.698725
218.13029166666664,31.58115833333333
218.140625,31.623019444444445
218.1475,31.693597222222223
218.14816666666664,31.565719444444444
218.1552083333333,31.556683333333336
5.549416666666666,0.3307194444444444
5.5895416666666655,1.4122083333333333
5.600541666666666,0.2980666666666666
5.603541666666666,0.3365416666666666
5.61875,0.2507222222222222
5.621041666666666,0.3904277777777778
5.620958333333332,1.379916666666667
5.627083333333332,1.3718222222222225
5.632208333333333,0.4274777777777778
5.6479583333333325,1.3675027777777775
5.649833333333332,0.3139583333333333
5.650583333333332,0.4095527777777778
5.663499999999999,0.3432833333333333
5.672083333333332,0.4260527777777778
5.685249999999999,0.3071611111111111
5.688124999999999,0.3063444444444444
5.699999999999998,0.3503194444444444
5.705874999999999,0.3377638888888888
5.721999999999999,0.2833305555555555
5.729458333333333,0.3487611111111111
8.284166666666668,-43.52514444444444
8.299416666666668,-43.61277222222223
8.311499999999999,-43.53184722222222
8.313833333333333,-43.550525
8.325791666666667,-43.55661111111111
8.336083333333333,-43.62136666666667
8.349583333333333,-43.57948611111112
8.377583333333332,-43.58640833333334
8.3905,-43.39071666666667
8.400916666666665,-43.29209722222222
8.414666666666665,-43.308638888888886
8.416583333333334,-43.564725
8.460083333333333,-43.35273333333333
8.461791666666667,-43.35243611111111
8.547333333333333,-43.324200000000005
8.57025,-43.61949444444444
8.685499999999998,-43.63030833333333
8.754999999999999,-43.42118611111111
8.904041666666666,-43.21123888888889
8.921499999999998,-43.21261944444445
8.964875,-43.20055833333333
8.981958333333333,-43.20764166666667
8.9865,-43.22678611111111
9.018416666666663,-43.17465
10.309625,-21.12699166666667
10.322458333333332,-21.148958333333333
11.715875,-20.72451111111111
11.766208333333331,-20.79556666666667
13.435541666666664,0.0430611111111111
14.07575,0.6144388888888889
14.109833333333333,0.5719916666666667
14.12025,0.5793444444444444
14.309166666666664,-26.197452777777777
14.327333333333332,-26.226883333333333
14.379416666666664,-26.292197222222224
14.523916666666665,-27.834563888888887
14.618583333333332,-27.5093
14.660708333333332,-27.78811111111112
14.714791666666663,-27.848116666666662
15.708374999999998,-22.36586388888889
15.784666666666666,-22.41631111111111
15.826208333333332,-22.31563055555556
16.58020833333333,0.8065222222222223
16.637291666666666,1.062752777777778
16.726208333333332,1.037425
16.738333333333333,1.1097583333333334
16.739,1.0685416666666667
16.743374999999997,0.984625
26.230125,-4.6828
26.230958333333334,-3.7571916666666665
26.239041666666665,-4.684836111111111
26.246,-4.4711083333333335
26.466791666666666,-4.743588888888889
26.49995833333333,-4.699330555555556
26.513291666666664,-4.675661111111111
26.531125,-3.9214916666666655
28.22520833333333,1.0761333333333334
29.20525,0.9029277777777778
29.222291666666663,0.9049666666666668
29.30825,-0.9157194444444444
29.35583333333333,-0.8540555555555556
29.771875,0.6018694444444445
29.772375,0.5317055555555557
29.805791666666664,0.5415694444444444
30.152333333333328,0.7637361111111111
30.161916666666663,0.7729138888888889
30.26625,0.7342138888888888
30.27558333333333,0.6816777777777777
31.55170833333333,-0.2776638888888889
34.57124999999999,-5.164641666666667
34.571666666666665,-5.184938888888889
34.585333333333324,-5.074016666666666
34.58716666666666,-5.133152777777777
34.587916666666665,-5.1758444444444445
34.596916666666665,-5.071322222222222
34.59966666666666,-5.173916666666667
34.60916666666666,-5.084905555555555
34.63199999999999,-5.104719444444444
34.63445833333333,-5.189191666666667
34.64366666666666,-5.232505555555556
35.040125,-6.033911111111111
35.04983333333333,-6.042741666666666
35.054291666666664,-6.021575
35.058375,-6.025658333333333
35.074416666666664,-6.008472222222222
36.12,-4.2374
36.28062499999999,-4.567886111111111
36.294375,-4.597066666666667
36.29487499999999,-4.490863888888889
36.319666666666656,-4.575427777777778
36.33745833333332,-4.540886111111111
36.35879166666666,-4.552663888888889
36.63254166666667,-4.679677777777778
36.64191666666666,-4.696555555555555
36.643375,-4.739202777777778
36.657916666666665,-4.739463888888889
36.65883333333333,-4.665725
36.669125,-4.651558333333334
36.66891666666667,-4.768602777777778
36.67658333333333,-4.614802777777777
36.676833333333335,-4.657447222222222
36.67820833333333,-4.701747222222222
36.68441666666667,-4.694944444444444
36.697541666666666,-4.705922222222222
36.69895833333334,-4.701183333333334
36.70129166666667,-4.785711111111111
36.7415,-4.682227777777778
37.45162499999999,0.4727222222222222
37.65679166666666,0.6633
37.83820833333333,0.5912805555555556
38.90795833333333,-7.144222222222223
53.38425,-36.11184166666667
53.39229166666666,-36.18403333333333
54.076875,-34.92344166666666
54.191,-35.70835833333334
54.22849999999999,-35.73404722222222
54.24175,-35.74245
54.242458333333325,-35.157444444444444
54.24345833333333,-35.79018055555555
54.244208333333326,-35.63991111111111
54.24479166666666,-35.54004166666667
54.2495,-35.22106388888889
54.25216666666666,-28.01712222222222
54.25674999999999,-35.13565555555555
54.259875,-35.74813888888889
54.26466666666666,-35.68715833333333
54.28070833333332,-35.44173333333333
54.28108333333333,-35.50194722222222
54.28937499999999,-35.44939166666666
54.29120833333333,-35.69563611111111
54.292333333333325,-35.536141666666666
54.29279166666666,-35.46176666666667
54.29391666666666,-35.16863333333333
54.30349999999999,-35.800374999999995
54.30595833333332,-35.15314166666666
54.30658333333332,-35.45676111111111
54.30666666666666,-35.730330555555554
54.31579166666666,-35.56223333333333
54.32845833333332,-35.69611944444444
54.64166666666666,-35.079800000000006
54.64249999999999,-35.72472777777778
54.706291666666665,-35.1379
54.88699999999999,-35.51735
54.90208333333332,-35.14834166666667
54.909375,-35.397869444444446
54.914625,-35.48552222222222
54.92354166666666,-35.54371388888889
54.92879166666666,-35.40282777777777
54.94116666666666,-35.488438888888886
54.95054166666666,-35.225375
54.95841666666666,-35.41739444444444
54.96637499999999,-35.233872222222224
54.97924999999999,-35.506119444444444
54.99104166666665,-35.280763888888885
54.99233333333333,-35.16719722222222
55.018916666666655,-35.16618055555556
55.057,-35.22013055555556
55.06145833333333,-35.65878055555555
55.064291666666655,-35.48050833333333
55.08412499999999,-35.56185833333333
55.17862499999999,-28.499636111111112
55.19983333333332,-28.37783611111111
55.23912499999999,-28.47316111111111
