ra,dec
55.291958333333326,-28.355922222222222
55.2925,-28.42668055555556
55.4995,-35.35883888888889
55.49933333333333,-35.43778333333333
55.502375,-35.36688888888889
55.54995833333333,-35.36941111111111
55.57791666666666,-35.37778888888889
71.34083333333332,-59.19860833333333
71.35695833333332,-59.32160833333334
71.37433333333333,-59.25197222222222
71.40295833333333,-59.24113333333334
71.44220833333333,-59.206633333333336
71.45504166666666,-57.44410555555555
71.45658333333333,-57.42832222222222
71.46245833333332,-59.23968611111111
71.470125,-59.24891944444445
71.47620833333332,-59.23623611111111
71.51799999999999,-59.20266111111111
71.59612499999999,-59.25649166666667
130.71587499999998,50.248825
130.8133333333333,50.24153333333334
130.97562499999998,51.083397222222224
130.99629166666665,51.09026388888889
132.44712499999997,45.23644166666666
132.5225,45.30901388888888
132.53379166666667,45.17703888888889
132.544875,45.24789444444445
132.58895833333335,45.2513
132.61370833333334,45.192163888888885
132.63904166666666,45.18374444444444
132.64245833333334,45.17166666666667
132.66904166666666,52.22038333333334
132.68779166666667,52.246922222222224
132.699125,52.282063888888885
132.70991666666666,45.21904444444445
132.722875,44.85406944444445
132.7685,52.26286388888889
132.79720833333332,52.21515555555556
132.81099999999998,52.207125000000005
132.84066666666666,52.14521111111111
132.87024999999997,52.22095277777778
132.8705,52.12148611111111
133.2384583333333,51.27379722222222
133.23954166666664,51.28310555555556
133.2523333333333,51.29121666666666
133.29966666666664,51.38455555555556
133.41437499999998,51.17052222222222
133.504875,51.26818055555555
133.5184583333333,50.473533333333336
133.53266666666667,50.389355555555554
133.66241666666664,50.465025
134.03437499999998,45.087175
134.03858333333332,45.065727777777774
138.38433333333333,29.92967777777778
138.93975,29.49013055555556
138.9765833333333,29.50293333333333
138.99429166666664,29.84191111111111
138.99966666666666,29.509641666666667
139.02454166666666,29.86485833333333
139.04725,29.86953888888889
139.05291666666668,29.888241666666666
139.08645833333333,29.52243611111111
139.10079166666665,29.91381111111111
139.10483333333335,29.870519444444444
139.15641666666667,29.92863055555556
139.68654166666664,51.70231666666667
139.70179166666665,29.935269444444444
140.0764583333333,30.389569444444444
140.177125,30.58366388888889
140.18175,30.617125
140.43954166666666,29.683611111111112
140.464375,51.86513333333333
140.51225,50.98341388888889
143.17149999999998,53.10942222222222
143.287,53.79691388888889
143.5082083333333,55.24118888888889
144.55641666666662,54.47346944444445
145.83933333333331,31.94977777777778
145.88324999999998,31.9796
146.06849999999997,54.19288611111111
146.07741666666664,54.19493333333333
147.0089583333333,32.00960833333333
147.0802083333333,31.96296111111111
149.13124999999997,56.534127777777776
150.38329166666668,55.68506388888888
154.48524999999998,21.823319444444444
154.51279166666666,21.75815833333333
154.75833333333333,47.62068888888889
155.200125,48.51022222222223
155.85266666666664,49.03991666666666
156.07808333333332,47.19613055555556
158.066125,57.82395833333334
158.17699999999996,57.93928888888889
158.38054166666666,58.32884444444445
158.3874583333333,58.23679722222222
158.39179166666665,58.243175
158.40266666666665,58.25105277777778
158.44554166666666,58.202125
158.52791666666664,58.04345
158.71229166666663,39.64303611111111
158.74066666666664,39.612300000000005
158.80083333333332,57.929991666666666
158.81516666666664,39.652630555555554
160.1830833333333,40.00000277777778
160.23466666666664,39.96047777777778
160.23808333333332,39.991075
160.72216666666665,59.17277222222222
160.78391666666664,59.05548333333333
160.83266666666665,59.14359722222222
160.83549999999997,58.93915
160.84116666666665,59.21514722222223
160.88541666666666,58.97427222222223
160.93266666666665,59.14110555555556
160.93845833333333,58.91823055555555
160.96337499999998,58.95554444444445
160.99066666666664,58.86346666666667
161.01541666666662,58.984033333333336
161.02637499999997,59.034838888888885
161.06541666666664,58.99194166666667
161.08429166666664,58.66341666666666
161.08941666666664,58.90608611111111
161.14291666666665,58.72846111111112
161.1609583333333,58.74933888888889
161.19166666666663,58.74386111111111
161.2394166666666,58.682519444444445
161.25287499999996,59.23145555555556
161.26241666666664,58.78696388888888
161.26954166666664,59.21591388888889
161.27925,58.66381944444444
161.29845833333331,59.17720277777777
161.36199999999997,59.22609166666667
161.36779166666665,59.22395
161.38533333333334,59.23227777777778
161.45387499999998,59.05933333333333
161.54458333333332,58.79915
161.55404166666665,58.788647222222224
161.62704166666666,58.743433333333336
161.67741666666666,58.83194166666667
161.73570833333335,59.35081944444445
161.75441666666663,59.27800277777778
161.788875,58.800325
161.8023333333333,59.39648888888889
161.8110833333333,58.76246944444444
161.936875,59.09411388888889
161.94845833333332,59.091033333333336
161.96204166666664,58.93200555555556
162.00279166666667,58.83587222222222
162.02833333333334,58.87960833333334
162.04458333333332,59.01041111111111
162.1124583333333,58.91091111111111
162.15308333333334,58.90418611111111
162.19375,57.72000277777778
162.286375,57.458333333333336
162.32504166666664,57.70177222222223
162.41587499999997,57.21110555555556
166.1558333333333,59.77276944444444
166.39995833333333,60.38803611111111
167.91662499999998,40.97152222222223
167.92566666666664,40.80982777777778
168.22999999999996,17.658288888888887
168.24570833333328,17.669133333333335
168.30391666666662,17.57701388888889
168.347375,17.55918611111111
168.41195833333333,40.30335
168.5502083333333,40.56608333333333
168.59954166666665,40.58114722222223
168.63266666666664,40.93711666666666
168.6613333333333,40.64695
168.66283333333328,40.90330555555556
168.6709583333333,40.63999722222222
168.73337499999997,40.637191666666666
168.86858333333333,18.119975
168.8863333333333,18.08590833333333
169.0795,56.7885
169.29087499999997,18.121697222222224
169.29120833333332,18.20520277777777
169.29379166666664,18.14555555555556
169.55749999999998,40.47720833333334
169.56091666666666,57.095225
169.60704166666665,40.40660277777778
169.71441666666666,40.43263333333333
170.05362499999998,12.996627777777777
170.05374999999998,56.76266666666667
170.0641666666667,12.992263888888887
170.07333333333332,13.02786388888889
170.090625,12.920269444444443
170.17279166666663,53.15306111111111
170.23649999999998,53.13993055555556
170.24758333333332,53.16054444444444
170.26583333333332,53.18294722222222
170.3013333333333,53.089866666666666
170.31899999999996,53.12801944444445
170.332125,53.19609444444444
170.8023333333333,53.819813888888895
170.87495833333332,53.88437222222222
170.89583333333331,53.83396666666667
171.0498333333333,53.86428611111111
173.04116666666664,57.43760277777778
174.73945833333332,-2.0281916666666664
175.14816666666664,56.15398055555556
175.2937083333333,-1.7424305555555557
175.84862499999997,-0.8216916666666666
175.86295833333332,-0.815463888888889
175.86379166666666,-0.8471527777777779
175.97687499999998,20.040358333333334
176.03962499999997,19.83613611111111
176.0734583333333,19.76903611111111
176.0848333333333,-1.81305
176.10454166666662,-1.845977777777778
176.1127083333333,19.74658055555556
176.15974999999997,19.73510555555556
176.1633333333333,19.75718611111111
176.21883333333332,19.74886388888889
176.26916666666665,-1.750122222222222
176.46362499999998,49.72105277777778
176.87154166666664,55.73084444444444
176.99049999999997,55.66558611111111
177.190625,56.13134722222223
177.332125,22.30803611111111
177.36829166666664,56.06080277777777
177.3823333333333,22.508063888888888
177.39991666666666,56.09225833333333
177.42066666666665,56.02475833333333
178.2742083333333,44.05965833333333
178.76929166666665,23.157216666666667
178.91116666666665,55.30718611111111
178.96454166666663,23.41119722222222
179.58474999999996,44.03559166666666
179.8395833333333,49.83885555555556
179.85454166666662,50.96173611111112
179.87537499999996,49.78655277777778
179.88379166666664,49.81411666666666
179.88699999999997,49.78502777777778
179.94037499999996,55.51977222222222
180.135,55.59603888888889
180.1719583333333,48.59789166666667
180.19616666666664,55.69976388888889
180.44966666666667,12.108358333333332
181.111125,1.926383333333333
181.187625,1.9093583333333333
181.3975833333333,50.53323055555556
181.4737083333333,44.49599166666667
181.48291666666665,50.54951944444444
181.4895833333333,44.51855833333333
181.753125,43.00711111111111
182.40029166666665,42.53418611111111
182.5959583333333,51.23571666666667
182.66791666666663,51.22132777777778
182.726625,50.37941111111111
182.7284583333333,50.40403888888888
182.73075,51.25395833333334
182.7309583333333,51.21528333333334
182.79295833333333,50.489383333333336
182.806875,50.44629166666666
182.82591666666664,50.44788333333333
182.89275,50.37760277777778
185.8513333333333,7.093677777777778
185.86204166666664,16.749475
187.1370833333333,0.85995
187.162375,0.83545
187.190625,0.8385805555555556
187.1910833333333,3.582113888888889
187.20604166666664,3.546111111111111
187.21516666666665,3.503075
187.22379166666664,3.5453194444444445
187.24941666666663,3.621452777777778
187.2750833333333,3.5505027777777776
187.28275,3.649219444444444
188.000125,47.85475
188.117,2.086261111111112
188.25175,47.43083333333333
188.31225,47.42352777777778
188.321,9.445252777777778
188.357625,9.523286111111112
188.52304166666664,2.6512861111111112
188.54558333333333,2.6569944444444444
188.54766666666663,2.658002777777777
188.94875,27.949052777777776
188.96754166666668,28.866344444444447
188.96858333333333,28.965819444444445
189.01412499999995,29.004241666666665
189.03891666666664,28.93362777777778
189.12616666666665,28.981519444444444
189.55379166666663,10.031794444444444
190.17399999999995,10.486555555555556
190.2515833333333,10.487205555555557
190.41575,9.644530555555557
191.38391666666664,3.373575
191.39141666666663,3.317597222222222
191.4568333333333,3.3570833333333336
191.462625,3.3579055555555555
191.491125,3.393325
191.503875,3.374030555555556
191.508625,3.430661111111111
191.94879166666664,13.77151388888889
193.5185833333333,27.11020277777778
193.53541666666663,27.648569444444444
193.5379583333333,27.156138888888886
193.57891666666663,27.16888611111112
194.0032083333333,25.901675
194.0434583333333,26.017658333333333
194.3212083333333,27.505997222222224
194.4335833333333,35.442816666666666
194.43791666666664,27.53618888888889
194.5134583333333,27.38508055555556
194.522125,28.210572222222225
194.53516666666664,28.281716666666664
194.5457083333333,27.277591666666662
194.9398333333333,34.49661666666667
194.9535,34.389694444444444
195.3355833333333,-0.90995
195.369875,-0.9678861111111112
195.4918333333333,-1.703363888888889
196.8488333333333,46.00340833333333
198.720375,51.734875
198.73654166666665,51.81457222222222
198.80416666666665,51.80341666666666
198.8144583333333,51.85904722222222
198.84225,51.83854722222223
199.2145833333333,29.211252777777776
199.22791666666663,29.168233333333333
199.23154166666663,29.13169166666667
199.255625,29.116144444444444
199.31154166666664,29.11038888888889
199.3785,29.18231666666667
199.4029583333333,29.1878
200.27466666666663,51.32883055555556
201.161375,29.170011111111112
201.37020833333327,29.29060555555556
201.7129583333333,29.11214166666667
202.57025,30.719063888888886
203.49404166666667,37.99401388888889
203.63779166666663,47.89594722222222
203.811,37.81095833333333
203.82054166666663,37.54308888888889
203.84379166666665,37.47028333333333
203.8487083333333,37.50375
203.89270833333333,37.49494166666667
203.9063333333333,37.456408333333336
203.92875,37.48072222222223
203.94425,37.48616944444444
204.4533333333333,37.94947777777777
204.45725,29.52098055555556
204.47208333333333,29.409477777777777
204.481,29.584219444444443
204.48170833333333,29.462975
204.48854166666663,38.06871111111112
204.5097083333333,37.98088055555556
204.52175,29.40655
204.5305,29.501975
204.5459166666666,29.52223333333333
204.6023333333333,48.3344
204.6565,38.83760277777778
204.7793333333333,38.8628
204.8168333333333,38.84145555555556
205.6765,49.74422222222222
206.18224999999995,55.05015
207.018125,28.673791666666663
211.3155,53.729616666666665
211.72687499999995,52.88546111111111
212.78766666666664,52.27914444444444
212.8559583333333,52.17975833333333
212.8785,52.23993333333333
214.08125,53.11575833333333
214.261,53.130275
214.3135,53.05094722222222
214.34104166666663,53.08173611111111
214.34116666666665,53.16473888888888
214.39066666666665,53.06778888888889
214.826375,47.12708888888889
214.966,47.15037777777778
215.26416666666665,34.525952777777775
216.051375,37.92691388888888
216.54166666666663,37.76493055555556
216.83325,32.77121944444444
217.73941666666664,32.62251666666667
217.9895833333333,33.212425
218.13766666666663,35.70385
218.86375,33.21125833333333
218.88791666666663,35.726875
219.28141666666667,34.869775
219.32829166666664,33.64936111111111
219.348,33.718941666666666
219.52325,34.9803
219.554125,34.738147222222224
219.7165,35.648555555555554
219.735625,35.73467222222222
226.5242083333333,55.78045
226.642,55.76018611111111
226.7153333333333,56.09250555555556
226.73183333333333,55.74384444444445
226.73591666666664,55.764075
226.78345833333333,55.77050833333333
226.830375,55.74711388888889
226.87329166666663,56.07103611111111
227.1709583333333,33.4879
227.17887499999995,33.46636111111111
227.2057916666666,33.46802777777778
227.2098333333333,33.49111944444444
227.22175,33.49616944444445
227.37495833333327,57.07026666666667
227.4410833333333,57.016752777777775
228.04104166666664,57.13056944444445
230.2945833333333,30.67430555555556
230.3420833333333,30.67256111111111
230.384625,52.93023888888889
230.41191666666663,52.91243611111111
230.4223333333333,30.65672777777777
230.44829166666665,30.653105555555555
230.80254166666663,28.62120277777778
230.8192083333333,28.59752222222222
230.82704166666664,28.58709722222222
230.87041666666664,28.596591666666665
230.903125,28.643066666666662
230.981,29.95007777777778
230.98316666666665,29.953275
230.991625,29.88278888888889
231.10404166666663,29.992025
240.2395,55.47643611111111
240.31829166666665,55.497772222222224
240.32649999999992,55.53635277777778
240.39737499999995,43.225975000000005
240.67325,42.47498333333333
241.180375,43.23015555555556
241.43216666666663,44.076125000000005
242.6474166666667,54.54739722222222
243.25591666666665,51.32946666666667
243.3322916666666,54.41020555555556
243.4219583333333,51.03328055555556
244.5477083333333,34.96625
247.605875,40.206494444444445
247.66079166666665,40.21112222222222
247.715625,40.124805555555554
252.30104166666663,34.88135
252.54637499999995,34.84913888888889
252.592125,34.79615555555555
252.87179166666664,34.85893888888889
252.91375,34.800916666666666
253.1740833333333,35.03590833333333
253.20429166666665,35.118575
258.75325,60.17411388888889
258.8785833333333,59.69818333333333
259.03037499999994,59.650102777777775
259.60516666666666,60.08767777777778
259.632375,59.88600555555556
260.910875,59.425041666666665
348.0764166666666,-21.57928055555556
348.2972916666666,-21.61893611111111
348.5904583333333,-42.76647777777778
348.592125,-42.80738611111111
348.60549999999995,-42.74969166666667
349.05675,-42.5839
349.733,-42.23333611111112
349.73479166666664,-42.23370277777778
349.85887499999995,-42.27869444444444
358.11662499999994,-26.138152777777776
0.2828333333333333,-24.982141666666664
0.6477499999999998,-35.764672222222224
0.6979583333333332,-35.936077777777776
1.7802083333333332,2.065027777777777
1.900625,2.0638444444444444
2.3647083333333327,-32.25531388888889
2.366166666666666,-32.249047222222224
2.398208333333333,-32.276925
2.48875,-24.96166388888889
2.865,-15.309711111111111
2.901833333333333,-28.85297777777778
3.3194166666666667,-19.53380555555556
3.341541666666666,-19.464141666666663
3.3448333333333333,-27.235233333333333
3.366833333333333,-19.40253611111111
3.4539166666666663,-49.166225
3.576208333333333,-49.84773611111111
3.7433333333333327,-49.88187222222222
3.7871666666666655,-27.454408333333333
3.821916666666666,-27.40072222222222
5.254291666666665,0.8801111111111112
5.278375,0.9454805555555555
6.018041666666666,4.352005555555556
6.039,4.377980555555555
6.888833333333333,4.986608333333334
6.901708333333333,5.023366666666667
6.909249999999999,5.002966666666667
6.959,5.041427777777778
8.360333333333333,-63.53100833333333
8.36925,-21.65265
8.554333333333332,-1.0075277777777778
8.573041666666667,-21.442563888888888
8.622958333333331,-63.44095
8.910124999999999,-20.30843888888889
8.944666666666667,1.226538888888889
8.996666666666666,1.186702777777778
9.354416666666664,-50.75846944444445
9.51008333333333,-50.84447222222222
9.870208333333332,-51.3382
9.884708333333332,-35.476258333333334
10.922875,0.9361361111111112
10.94725,0.8864194444444444
11.558541666666668,-42.16874166666666
13.128208333333331,-26.555397222222226
13.755958333333332,-35.31941944444445
13.759374999999997,-35.37665555555556
13.80925,-35.318508333333334
13.82108333333333,-35.307430555555555
14.636,-61.86145555555556
14.652125,-61.78593333333333
15.14570833333333,-47.867755555555554
15.553208333333332,-46.055322222222216
15.632625,-46.05524166666667
15.634999999999998,-46.13551388888889
15.650333333333332,-46.065425
15.664875,-46.11728055555555
15.734458333333334,-46.08424444444445
16.254166666666663,2.190775
16.603958333333335,-59.74926944444445
16.931583333333332,-17.551322222222222
16.979791666666664,-14.510055555555557
17.04858333333333,-14.46973888888889
17.09991666666666,-14.5303
19.527041666666666,-26.91790555555556
19.57783333333333,-26.98793055555556
19.955625,-41.18736111111111
20.077041666666663,-41.23513611111111
20.764375,-48.32896111111111
20.84229166666666,-48.34997222222223
21.14658333333333,3.791994444444444
21.176541666666665,3.754380555555556
22.316041666666663,-52.600033333333336
22.518625,-17.984433333333335
22.867791666666665,0.5410472222222222
22.873999999999995,0.5190472222222223
23.791291666666663,-41.47223055555556
23.821583333333333,-41.35958333333333
24.30175,-45.6098
24.424041666666664,-45.678325
24.6695,-10.49471111111111
25.04479166666666,-7.925341666666667
25.296125,-8.546983333333333
25.32970833333333,-30.594325
25.409875,-30.53996666666667
26.01620833333333,-15.937102777777778
26.908875,2.2476416666666665
27.02595833333333,-26.89300833333333
28.165458333333333,-13.923691666666668
28.360708333333328,-13.762927777777778
30.186541666666663,-48.89451111111111
30.19508333333333,-9.370975
30.221708333333325,-9.470230555555556
32.310624999999995,-7.771591666666667
33.08445833333333,-46.91595555555556
35.24570833333333,-1.9584388888888888
36.47149999999999,-41.91471111111111
37.977,-44.29255277777778
38.6925,-0.899925
39.320791666666665,-25.318130555555555
39.37125,-26.531452777777776
40.12483333333333,-8.402402777777779
41.570875,-8.402516666666667
41.64479166666666,-8.441322222222222
44.19945833333333,-33.25680833333333
44.50058333333333,-22.225530555555554
44.513875,-22.096119444444444
45.351833333333325,-47.13462777777778
46.1735,-27.423269444444447
46.27583333333333,-27.569525
46.653125,-28.72618888888889
46.67804166666666,-62.33818333333333
46.89608333333332,-62.3943
46.965916666666665,-50.70073888888889
46.97891666666666,-50.65817222222222
47.54445833333333,-46.80783888888889
47.60695833333333,-46.81549722222222
47.66270833333332,-46.771855555555554
47.73233333333333,-30.991494444444445
47.73716666666666,-30.983552777777778
47.77795833333332,-26.953975
47.89462499999999,-27.03073333333333
47.90333333333332,-26.960733333333334
48.63720833333333,-34.127947222222225
49.51358333333333,-25.60582777777778
49.53037499999999,-25.64951111111111
49.59191666666666,-25.588030555555555
50.510875,-51.21365277777778
52.009875,-37.10840833333334
52.42287499999999,-52.49329166666666
53.19149999999999,-24.97021944444444
53.2055,-25.00438888888889
53.31587499999999,-25.82573888888889
53.571791666666655,-47.01862222222222
54.78941666666666,-26.339263888888887
54.79995833333332,-26.335113888888888
54.89979166666666,-26.37386111111111
56.56287499999999,-57.11770555555555
58.71254166666665,-38.18176388888889
58.73595833333332,-38.24155277777778
59.318125,-46.18066666666667
61.55470833333332,-40.93680277777777
61.73195833333333,-48.129622222222224
62.86133333333333,-56.51308888888889
63.618958333333325,-58.82127777777778
63.67412499999999,-58.89518055555556
64.42866666666666,-47.87964166666666
65.62120833333333,-50.17273888888889
66.466875,-54.91575833333333
66.64837499999999,-54.938991666666666
67.20954166666665,-46.36014166666667
67.43741666666665,-61.439227777777774
73.57570833333332,-53.31201111111111
74.00704166666667,-51.2914
74.11925,-51.26838611111111
74.20629166666666,-51.28635277777778
76.52137499999999,-32.008652777777776
76.65220833333332,-31.880008333333333
77.55999999999999,-45.34246666666667
78.63783333333332,-49.05333611111111
78.78120833333332,-48.960883333333335
79.49133333333332,-48.91939444444444
79.939,-32.58762222222222
84.71483333333332,-28.663497222222222
84.79845833333333,-28.62085
84.83574999999999,-28.622386111111112
85.16425,-28.620444444444445
85.27658333333332,-28.67973055555556
114.72183333333332,70.34250555555555
114.85095833333332,70.38643055555556
114.96058333333332,70.36996666666666
125.64808333333332,5.951761111111112
125.9788333333333,71.04885277777778
131.65454166666666,17.856297222222224
131.72154166666667,17.890652777777778
133.3707083333333,-3.469525
136.83029166666665,52.118008333333336
138.10174999999995,35.027591666666666
138.16574999999995,35.0459
138.31237499999995,41.01011111111111
138.374375,40.93707777777777
138.4684583333333,40.983183333333336
138.49945833333334,40.97546388888889
141.78274999999996,29.661430555555555
141.8012083333333,29.736933333333333
143.39266666666666,33.97790833333333
147.82987499999996,26.571475
147.85016666666664,26.59235555555556
147.86929166666664,39.275083333333335
149.46387499999997,36.25316388888889
149.55166666666665,47.12178055555555
150.04904166666665,44.15254722222222
150.47904166666666,28.75933055555556
153.69658333333328,43.00839444444444
154.50975,41.39761666666666
154.52883333333332,41.40620277777778
155.4772083333333,21.99185
