CSCv2_name,CSCv2_RA,CSCv2_DEC,CSCv2_PU,CSCv2_S/N,Fs,e_Fs,Fm,e_Fm,Fh,e_Fh,Fb,e_Fb,P_intra,P_inter,Gmag,e_Gmag,BPmag,e_BPmag,RPmag,e_RPmag,Jmag,e_Jmag,Hmag,e_Hmag,Kmag,e_Kmag,W1mag,e_W1mag,W2mag,e_W2mag,W3mag,e_W3mag,Plx,e_Plx,PM,rgeo,b_rgeo,B_rgeo,P_AGN,P_CV,P_HM-STAR,P_HMXB,P_LM-STAR,P_LMXB,P_NS,P_YSO,e_P_AGN,e_P_CV,e_P_HM-STAR,e_P_HMXB,e_P_LM-STAR,e_P_LMXB,e_P_NS,e_P_YSO,Class,Class_prob,e_Class_prob,CT,CSCv2_flags,Catalog_name,True_Class,Class_ref,HESS_name
2CXO J174458.4-301744,266.2435407,-30.2957357,2.44,6.61,2.9e-14,6e-15,3e-15,2e-15,2e-15,2e-15,3.4e-14,6e-15,0.508,,10.507,0.003,11.012,0.003,9.845,0.004,9.07,0.04,8.55,0.02,8.46,0.02,8.32,0.03,8.39,0.03,8.33,,14.1,0.1,84.664,71.0,70.0,71.0,0.0,0.002,0.11,0.01,0.8,0.003,0.0,0.06,0.0,0.005,0.08,0.01,0.1,0.008,0.002,0.05,LM-STAR,0.8,0.1,3.743,,,,,J1745-303
2CXO J174503.6-301223,266.2652289,-30.2063963,1.59,3.76,4e-15,1e-15,2e-15,1e-15,3e-15,3e-15,1e-14,3e-15,0.946,,19.314,0.005,20.7,0.1,17.55,0.01,15.56,0.06,14.95,,13.99,,,,,,,,2.5,0.4,3.917,471.0,387.0,631.0,0.0001,0.23,0.09,0.02,0.03,0.32,0.04,0.28,0.0007,0.09,0.04,0.02,0.02,0.09,0.05,0.08,LMXB,0.32,0.09,0.201,,,,,J1745-303
2CXO J174507.5-300844,266.281253,-30.1458037,0.76,3.12,4e-16,3e-16,5e-16,4e-16,2.3e-14,8e-15,2.4e-14,8e-15,0.385,,,,,,,,,,,,,,,,,,,,,,,,,,0.01,0.01,0.03,0.001,0.001,0.2,0.7,0.01,0.03,0.04,0.04,0.005,0.008,0.2,0.2,0.02,NS,0.7,0.2,1.204,,,,,J1745-303
2CXO J174458.6-300938,266.2445715,-30.1607055,0.77,4.0,4e-16,3e-16,9e-16,7e-16,6e-14,2e-14,6e-14,2e-14,0.555,,,,,,,,,,,,,,,,,,,,,,,,,,0.01,0.01,0.02,0.001,0.0,0.2,0.7,0.01,0.03,0.04,0.03,0.006,0.006,0.2,0.2,0.02,NS,0.7,0.2,1.404,,,,,J1745-303
2CXO J174510.3-300329,266.2933081,-30.0582074,2.01,3.24,1.1e-16,7e-17,1e-16,1e-16,4e-15,1e-15,4e-15,1e-15,,0.624,,,,,,,,,,,,,,,,,,,,,,,,,0.01,0.001,0.07,0.0,0.0,0.3,0.5,0.07,0.02,0.007,0.08,0.002,0.002,0.2,0.2,0.06,NS,0.5,0.2,0.385,,,,,J1745-303
2CXO J174508.5-300323,266.2854318,-30.0565868,1.08,7.11,3.7e-15,8e-16,1.6e-15,4e-16,2e-15,1e-15,7e-15,1e-15,0.706,0.256,16.844,0.005,17.83,0.01,15.735,0.006,14.15,0.06,13.24,0.08,11.7,,,,,,,,3.7,0.3,6.202,270.0,252.0,291.0,0.0,0.12,0.23,0.006,0.08,0.07,0.01,0.5,0.0,0.08,0.09,0.009,0.04,0.04,0.01,0.1,YSO,0.5,0.1,1.233,,,,,J1745-303
2CXO J174502.5-300329,266.2606363,-30.0581574,2.58,4.0,6e-16,4e-16,2e-16,1e-16,1.1e-14,3e-15,1.2e-14,3e-15,0.96,0.803,,,,,,,,,,,,,,,,,,,,,,,,,0.01,0.02,0.0,0.001,0.001,0.2,0.7,0.05,0.02,0.03,0.01,0.004,0.005,0.2,0.2,0.05,NS,0.7,0.2,1.168,,,,,J1745-303
2CXO J174455.8-300451,266.2328434,-30.0810101,2.79,4.56,8e-16,4e-16,9e-16,3e-16,4e-15,1e-15,6e-15,2e-15,1.0,0.931,19.175,0.004,20.48,0.08,18.04,0.02,,,,,,,11.406,0.007,11.65,0.02,,,0.6,0.3,3.565,2140.0,1361.0,3461.0,0.001,0.13,0.08,0.004,0.02,0.3,0.04,0.46,0.003,0.07,0.05,0.009,0.02,0.1,0.04,0.09,YSO,0.46,0.09,1.023,,,,,J1745-303
2CXO J174453.4-300226,266.2227599,-30.0407412,2.21,4.38,3e-16,2e-16,3e-16,2e-16,4e-15,1e-15,5e-15,1e-15,0.699,0.991,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.01,0.01,0.0,0.001,0.3,0.7,0.03,0.01,0.02,0.02,0.003,0.006,0.2,0.2,0.04,NS,0.7,0.2,1.004,,,,,J1745-303
2CXO J150621.5-621112,226.5899184,-62.1867509,4.99,4.72,1.3e-14,4e-15,5e-15,2e-15,3e-15,2e-15,2.1e-14,5e-15,,,10.688,0.003,10.716,0.003,9.966,0.004,9.45,0.02,9.21,0.02,9.14,0.02,9.07,0.02,9.1,0.02,9.08,0.04,3.42,0.06,20.362,291.0,286.0,296.0,0.0,0.003,0.2,0.002,0.8,0.002,0.0,0.05,0.001,0.008,0.1,0.006,0.1,0.006,0.0,0.03,LM-STAR,0.8,0.1,2.573,,,,,J1507-622
2CXO J150555.3-621729,226.4807839,-62.2915449,2.06,3.58,5e-16,4e-16,7e-16,6e-16,2.3e-14,7e-15,2.5e-14,7e-15,0.816,,,,,,,,,,,,,,,,,,,,,,,,,,0.1,0.01,0.01,0.0,0.0,0.2,0.6,0.01,0.1,0.05,0.02,0.002,0.01,0.2,0.2,0.01,NS,0.6,0.2,1.072,,,,,J1507-622
2CXO J150645.7-621648,226.6907226,-62.2800232,0.77,6.02,1.4e-14,3e-15,4e-15,1e-15,4e-15,2e-15,2.2e-14,4e-15,0.063,,19.529,0.004,21.4,0.1,18.16,0.01,,,,,,,14.532,0.009,14.61,0.03,,,3.0,0.4,45.825,375.0,323.0,430.0,0.13,0.2,0.03,0.003,0.04,0.3,0.13,0.17,0.08,0.09,0.02,0.006,0.03,0.09,0.1,0.08,LMXB,0.3,0.09,0.57,,,,,J1507-622
2CXO J150538.1-622002,226.4087832,-62.3340615,4.23,3.64,5e-16,4e-16,5e-15,1e-15,7e-15,4e-15,1.2e-14,4e-15,0.09,,19.282,0.003,20.39,0.04,18.32,0.01,15.1,0.07,14.48,0.08,14.2,0.09,14.01,0.04,14.57,0.08,12.58,,0.3,0.3,5.537,6107.0,3651.0,11802.0,0.03,0.2,0.01,0.04,0.04,0.4,0.01,0.3,0.02,0.1,0.02,0.09,0.05,0.2,0.02,0.1,LMXB,0.4,0.2,0.21,,,,,J1507-622
2CXO J150619.6-621727,226.5818163,-62.2910382,1.48,3.06,5e-16,5e-16,7e-16,5e-16,8e-15,4e-15,9e-15,4e-15,0.314,,,,,,,,,,,,,,,,,,,,,,,,,,0.4,0.0,0.02,0.0,0.0,0.1,0.5,0.01,0.2,0.01,0.03,0.0003,0.004,0.2,0.2,0.03,NS,0.5,0.2,0.195,,,,,J1507-622
2CXO J150636.8-621628,226.6535233,-62.2745296,1.04,4.51,1.3e-15,7e-16,3e-15,1e-15,1e-14,3e-15,1.4e-14,4e-15,0.53,,,,,,,,,,,,,,16.86,0.08,14.82,0.03,,,,,,,,,0.98,0.0,0.0,0.0,0.0,0.001,0.0,0.01,0.04,0.003,0.001,0.0003,0.01,0.005,0.01,0.01,AGN,0.98,0.04,19.584,,,,,J1507-622
2CXO J150708.8-621643,226.7867678,-62.2788763,0.73,11.11,2.8e-14,4e-15,1.7e-14,3e-15,1.3e-14,4e-15,5.8e-14,6e-15,0.207,,13.542,0.003,13.879,0.006,12.919,0.005,10.67,,11.72,0.04,11.66,0.04,11.89,0.003,,,,,1.36,0.07,9.572,720.0,690.0,751.0,0.007,0.17,0.19,0.01,0.2,0.09,0.003,0.33,0.009,0.09,0.07,0.01,0.06,0.05,0.006,0.07,YSO,0.33,0.07,1.002,,,,,J1507-622
2CXO J150718.5-621357,226.8272068,-62.2325913,1.28,4.72,5e-15,2e-15,5e-15,2e-15,4e-15,3e-15,1.4e-14,3e-15,0.487,,14.003,0.003,15.0,0.003,13.017,0.004,11.47,0.02,10.78,0.02,10.53,0.02,10.39,0.02,10.44,0.02,11.3,0.2,0.36,0.02,8.046,2497.0,2383.0,2602.0,0.001,0.04,0.3,0.04,0.2,0.002,0.0,0.4,0.003,0.04,0.2,0.04,0.1,0.005,0.002,0.2,YSO,0.4,0.2,0.197,,,,,J1507-622
2CXO J150535.6-622120,226.3985692,-62.3556928,2.77,4.06,2.8e-14,8e-15,3e-15,1e-15,8e-16,6e-16,3.2e-14,8e-15,0.069,,11.804,0.003,12.129,0.003,11.302,0.004,10.72,0.02,10.39,0.02,10.32,0.02,10.29,0.03,10.32,0.02,10.59,0.08,3.22,0.02,15.524,307.0,305.0,309.0,0.0,0.002,0.04,0.001,0.94,0.0,0.0,0.01,0.0006,0.006,0.05,0.003,0.07,0.002,0.0,0.02,LM-STAR,0.94,0.07,7.692,,,,,J1507-622
2CXO J150752.0-621509,226.9669946,-62.2527609,1.55,4.0,6e-15,2e-15,3e-15,1e-15,1.2e-14,6e-15,2.1e-14,7e-15,0.992,,15.83,0.003,16.522,0.005,14.999,0.005,13.77,0.04,13.2,0.06,13.09,0.05,12.822,0.003,12.713,0.007,,,0.82,0.03,5.012,1163.0,1121.0,1224.0,0.006,0.2,0.03,0.11,0.09,0.3,0.003,0.2,0.01,0.1,0.04,0.09,0.09,0.1,0.007,0.1,LMXB,0.3,0.1,0.297,,,,,J1507-622
2CXO J150706.7-621858,226.7781363,-62.3163189,0.73,6.02,8e-18,6e-18,3e-15,1e-15,4.2e-14,8e-15,4.5e-14,8e-15,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1,0.0,0.09,0.0,0.0,0.3,0.5,0.01,0.1,0.01,0.08,0.001,0.0,0.2,0.2,0.01,NS,0.5,0.2,0.238,,,,,J1507-622
2CXO J150606.7-622210,226.5282437,-62.3696402,1.3,4.72,4e-16,3e-16,2.2e-15,1e-15,2.3e-14,6e-15,2.5e-14,6e-15,0.654,,,,,,,,,,,,,,,,,,,,,,,,,,0.1,0.01,0.02,0.0,0.0,0.1,0.8,0.003,0.1,0.06,0.04,0.0003,0.002,0.1,0.2,0.009,NS,0.8,0.2,2.029,,,,,J1507-622
2CXO J150728.2-621809,226.8676141,-62.3025252,1.08,3.37,8e-18,6e-18,8e-18,6e-18,1.4e-14,5e-15,1.4e-14,5e-15,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1,0.0,0.02,0.003,0.0,0.7,0.2,0.02,0.1,0.002,0.04,0.007,0.002,0.2,0.2,0.03,LMXB,0.7,0.2,1.147,,,,,J1507-622
2CXO J150727.2-621906,226.8633958,-62.3184116,0.94,3.0,4e-16,3e-16,3e-16,3e-16,1.4e-14,5e-15,1.5e-14,5e-15,0.069,,,,,,,,,,,,,,,,,,,,,,,,,,0.2,0.0,0.02,0.0001,0.0,0.2,0.5,0.02,0.2,0.04,0.04,0.001,0.005,0.2,0.2,0.02,NS,0.5,0.2,0.744,,,,,J1507-622
2CXO J150709.8-622305,226.7912078,-62.3848308,1.09,3.17,1.5e-15,8e-16,1.2e-15,8e-16,2e-15,2e-15,5e-15,2e-15,0.372,,15.841,0.004,16.909,0.01,14.753,0.009,13.01,0.05,12.17,0.05,11.93,0.04,11.54,0.03,11.58,0.02,12.46,,0.54,0.05,9.572,1752.0,1620.0,1906.0,0.005,0.03,0.1,0.03,0.08,0.01,0.0,0.7,0.008,0.04,0.1,0.05,0.06,0.01,0.002,0.2,YSO,0.7,0.2,1.824,,,,,J1507-622
2CXO J150737.7-622222,226.9073428,-62.3729727,1.82,3.06,8e-18,6e-18,3e-16,3e-16,1.7e-14,6e-15,1.7e-14,6e-15,,,15.813,0.003,16.851,0.004,14.795,0.004,13.44,0.04,12.76,0.04,12.6,0.04,12.38,0.03,12.35,0.03,10.9,0.2,3.0,0.05,12.098,328.0,324.0,332.0,0.05,0.09,0.07,0.4,0.06,0.09,0.0,0.26,0.03,0.06,0.06,0.1,0.05,0.07,0.01,0.09,HMXB,0.4,0.1,0.527,,,,,J1507-622
2CXO J150713.1-622604,226.8046474,-62.434554,2.21,3.7,5e-16,4e-16,1.2e-15,7e-16,1.8e-14,6e-15,2e-14,6e-15,0.414,,19.678,0.004,,,,,16.0,0.1,15.6,0.1,15.2,0.2,15.16,0.01,,,,,-0.6,0.5,4.413,5428.0,3410.0,7833.0,0.23,0.16,0.03,0.22,0.03,0.09,0.05,0.19,0.06,0.07,0.02,0.09,0.02,0.05,0.04,0.06,AGN,0.23,0.06,0.035,,,,,J1507-622
2CXO J150756.0-622239,226.9835563,-62.3775793,1.19,8.21,6e-16,6e-16,1.3e-14,2e-15,5.1e-14,9e-15,6.4e-14,1e-14,0.71,,,,,,,,,,,,,,,,,,,,,,,,,,0.1,0.1,0.01,0.0,0.0,0.3,0.4,0.001,0.1,0.2,0.02,0.0,0.003,0.3,0.3,0.003,NS,0.4,0.3,0.212,,,,,J1507-622
2CXO J150728.5-622610,226.8688624,-62.4363175,1.99,4.06,1.6e-15,9e-16,3e-15,1e-15,1.2e-14,5e-15,1.7e-14,6e-15,0.263,,16.744,0.003,17.99,0.01,15.65,0.007,13.85,0.03,12.94,0.02,12.74,0.02,12.52,0.03,12.5,0.03,10.72,,0.42,0.06,4.912,2277.0,2011.0,2576.0,0.03,0.06,0.08,0.08,0.05,0.1,0.0,0.6,0.02,0.06,0.05,0.07,0.04,0.1,0.01,0.1,YSO,0.6,0.1,1.811,,,,,J1507-622
2CXO J102443.6-573714,156.1817378,-57.6206247,3.89,3.03,1.4e-15,1e-15,2.6e-15,9e-16,2e-15,1e-15,6e-15,2e-15,0.2,,14.334,0.003,15.896,0.004,13.124,0.004,11.01,0.02,10.34,0.02,10.04,0.02,9.73,0.02,9.66,0.03,7.45,,0.17,0.02,5.984,4516.0,4229.0,4796.0,0.0,0.02,0.4,0.02,0.18,0.002,0.0,0.4,0.001,0.03,0.1,0.03,0.1,0.005,0.003,0.1,YSO,0.4,0.1,0.035,,,,,J1023-575
2CXO J102428.2-573743,156.117516,-57.6286541,1.81,5.03,2.3e-15,6e-16,8e-16,3e-16,3e-15,1e-15,6e-15,1e-15,0.996,0.95,17.103,0.003,17.64,0.01,16.338,0.007,15.25,0.04,14.74,0.05,14.6,0.08,,,,,,,0.27,0.06,8.696,3333.0,2816.0,4253.0,0.0,0.18,0.08,0.05,0.14,0.3,0.005,0.2,0.002,0.09,0.08,0.04,0.09,0.1,0.009,0.08,LMXB,0.3,0.1,0.719,,,,,J1023-575
2CXO J102457.2-574121,156.2385124,-57.6893967,2.59,4.11,8e-16,4e-16,6e-16,2e-16,1.7e-15,8e-16,3.1e-15,9e-16,,0.362,15.672,0.004,16.05,0.008,15.094,0.007,14.46,0.04,14.09,0.05,14.17,0.07,12.77,0.05,12.72,0.04,,,0.35,0.03,13.974,2607.0,2431.0,2878.0,0.001,0.1,0.17,0.04,0.4,0.1,0.003,0.17,0.003,0.1,0.08,0.03,0.2,0.08,0.007,0.06,LM-STAR,0.4,0.2,1.014,,,,,J1023-575
2CXO J102441.8-574002,156.174407,-57.6672879,1.74,3.15,6e-16,2e-16,2e-16,1e-16,3e-15,1e-15,3e-15,1e-15,0.81,0.173,17.4,0.003,17.84,0.03,16.5,0.01,,,,,,,,,,,,,0.45,0.07,3.598,2103.0,1855.0,2357.0,0.01,0.4,0.3,0.01,0.02,0.2,0.02,0.13,0.02,0.2,0.2,0.01,0.02,0.1,0.02,0.08,CV,0.4,0.2,0.347,,,,,J1023-575
2CXO J102451.9-574119,156.2162683,-57.6886819,2.23,3.89,3e-16,2e-16,4e-16,2e-16,1.2e-15,6e-16,1.9e-15,6e-16,0.809,0.411,17.407,0.003,18.08,0.01,16.613,0.005,15.6,0.07,14.87,0.09,14.9,0.1,,,,,,,0.45,0.07,8.119,2186.0,1845.0,2562.0,0.001,0.1,0.2,0.04,0.2,0.13,0.003,0.3,0.004,0.07,0.1,0.04,0.1,0.1,0.006,0.1,YSO,0.3,0.1,0.552,,,,,J1023-575
2CXO J102435.7-574002,156.1491339,-57.6674052,2.32,3.7,3e-16,2e-16,1.9e-16,9e-17,4e-16,2e-16,9e-16,3e-16,,0.971,13.65,0.003,13.958,0.003,13.177,0.004,12.65,0.02,12.35,0.02,12.32,0.02,11.73,0.06,13.3,0.2,,,1.33,0.01,3.92,730.0,722.0,737.0,0.0,0.003,0.28,0.003,0.6,0.02,0.0,0.12,0.001,0.008,0.1,0.008,0.1,0.03,0.002,0.06,LM-STAR,0.6,0.1,1.368,,,,,J1023-575
2CXO J102440.9-574118,156.1706013,-57.6884558,1.23,7.91,4.3e-15,7e-16,1.4e-15,3e-16,1.1e-15,5e-16,6.8e-15,9e-16,0.798,0.485,17.707,0.003,19.49,0.03,16.479,0.007,14.69,0.04,14.05,0.04,13.74,0.06,,,,,,,2.79,0.09,16.579,352.0,344.0,364.0,0.0,0.11,0.2,0.01,0.22,0.08,0.003,0.4,0.001,0.08,0.1,0.01,0.1,0.06,0.008,0.1,YSO,0.4,0.1,0.724,,,,,J1023-575
2CXO J102433.4-574018,156.1393791,-57.6717585,1.6,3.26,8e-16,3e-16,4e-16,2e-16,8e-16,4e-16,2e-15,5e-16,0.961,0.643,17.786,0.004,18.46,0.01,16.9,0.01,15.68,0.08,14.96,0.09,14.45,,,,,,,,0.21,0.09,8.235,3885.0,3075.0,5142.0,0.002,0.2,0.2,0.01,0.09,0.14,0.004,0.4,0.006,0.1,0.1,0.02,0.05,0.07,0.008,0.1,YSO,0.4,0.1,0.664,,,,,J1023-575
2CXO J102537.0-575043,156.4043621,-57.8455541,1.61,3.18,2.4e-14,8e-15,2e-15,1e-15,6e-15,4e-15,3.1e-14,9e-15,0.476,,14.804,0.003,15.359,0.008,14.094,0.006,13.29,0.02,12.79,0.03,12.69,0.02,12.58,0.04,12.91,0.06,10.76,,1.37,0.02,17.005,714.0,705.0,725.0,0.0,0.1,0.1,0.04,0.4,0.1,0.006,0.21,0.002,0.1,0.07,0.04,0.2,0.1,0.01,0.08,LM-STAR,0.4,0.2,0.632,,,,,J1023-575
2CXO J102503.1-574520,156.2631978,-57.7557397,1.62,6.79,6e-15,1e-15,3.1e-15,7e-16,5e-15,3e-15,1.5e-14,3e-15,1.0,,15.305,0.003,15.679,0.007,14.759,0.006,14.09,0.04,13.77,0.05,13.65,0.05,,,,,,,0.73,0.02,9.246,1319.0,1283.0,1370.0,0.0,0.2,0.2,0.02,0.2,0.2,0.01,0.15,0.002,0.1,0.1,0.03,0.1,0.1,0.01,0.05,LM-STAR,0.2,0.1,0.192,,,,,J1023-575
2CXO J102423.6-574009,156.0985564,-57.6694435,1.54,4.29,2e-16,1e-16,1.7e-16,8e-17,5e-15,1e-15,5e-15,1e-15,,0.504,,,,,,,,,,,,,,,,,,,,,,,,,0.3,0.001,0.04,0.0,0.0,0.2,0.4,0.05,0.2,0.005,0.05,0.001,0.002,0.2,0.2,0.04,NS,0.4,0.2,0.151,,,,,J1023-575
2CXO J102416.6-573931,156.0692692,-57.6587086,1.0,9.97,4.6e-15,6e-16,1.6e-15,3e-16,9e-16,4e-16,7.2e-15,8e-16,0.995,0.952,16.322,0.003,17.767,0.008,15.148,0.004,13.54,0.02,12.9,0.02,12.61,0.02,12.38,0.07,13.77,,,,3.58,0.04,1.553,276.0,273.0,278.0,0.0,0.07,0.5,0.005,0.17,0.01,0.001,0.3,0.001,0.06,0.2,0.008,0.09,0.02,0.003,0.1,HM-STAR,0.5,0.2,0.84,,,,,J1023-575
2CXO J102419.1-574016,156.0797077,-57.6712217,0.96,5.25,1.1e-15,3e-16,7e-16,2e-16,7e-16,4e-16,2.5e-15,5e-16,0.845,0.671,15.9,0.003,16.351,0.005,15.272,0.005,14.47,0.03,14.01,0.03,13.94,0.05,,,,,,,0.41,0.03,4.266,2232.0,2091.0,2403.0,0.0,0.03,0.4,0.0,0.4,0.06,0.001,0.12,0.0003,0.04,0.1,0.01,0.1,0.06,0.003,0.06,LM-STAR,0.4,0.1,0.19,,,,,J1023-575
2CXO J102449.5-574421,156.2062912,-57.7393962,1.59,6.96,2e-16,1e-16,1.2e-15,3e-16,9e-15,2e-15,1e-14,2e-15,0.712,0.617,18.654,0.004,20.62,0.09,17.161,0.008,14.24,0.04,12.98,0.03,12.43,0.03,,,,,,,0.0,0.2,5.809,4378.0,3118.0,6158.0,0.003,0.005,0.03,0.07,0.09,0.01,0.004,0.79,0.006,0.007,0.02,0.05,0.09,0.02,0.01,0.1,YSO,0.79,0.1,3.841,,,,,J1023-575
2CXO J102428.9-574137,156.1204614,-57.6938549,1.59,4.47,8e-16,3e-16,2.3e-16,1e-16,1.4e-15,8e-16,2.4e-15,8e-16,0.073,0.45,18.748,0.004,19.79,0.06,17.64,0.02,16.5,0.2,15.6,0.2,16.12,,,,,,,,1.1,0.2,8.838,891.0,751.0,1055.0,0.01,0.3,0.1,0.05,0.05,0.12,0.03,0.4,0.01,0.1,0.06,0.04,0.04,0.05,0.02,0.1,YSO,0.4,0.1,0.367,,,,,J1023-575
2CXO J102414.7-573951,156.0614547,-57.6643041,0.82,10.75,4.9e-15,6e-16,7e-16,2e-16,2.1e-15,8e-16,8e-15,1e-15,1.0,1.0,17.741,0.003,19.32,0.03,16.524,0.006,14.8,0.04,14.21,0.07,13.88,0.07,,,,,,,3.67,0.1,1.628,269.0,263.0,277.0,0.0001,0.07,0.2,0.02,0.15,0.2,0.005,0.4,0.0007,0.05,0.1,0.03,0.08,0.1,0.01,0.1,YSO,0.4,0.1,0.897,,,,,J1023-575
2CXO J102421.8-574055,156.0910478,-57.6820871,1.39,4.88,1.8e-16,9e-17,1.8e-16,9e-17,2e-15,7e-16,2.3e-15,7e-16,0.716,0.98,,,,,,,,,,,,,,,,,,,,,,,,,0.3,0.0,0.01,0.0,0.0,0.2,0.4,0.04,0.2,0.01,0.01,0.0005,0.02,0.2,0.2,0.03,NS,0.4,0.2,0.313,,,,,J1023-575
2CXO J102428.6-574152,156.1195774,-57.6978321,1.35,3.89,1.8e-16,9e-17,3e-16,1e-16,2.4e-15,1e-15,2.9e-15,1e-15,,0.139,,,,,,,,,,,,,11.96,0.04,11.75,0.07,,,,,,,,,0.3,0.01,0.03,0.004,0.03,0.08,0.2,0.4,0.1,0.01,0.03,0.007,0.03,0.07,0.1,0.1,YSO,0.4,0.1,0.555,,,,,J1023-575
2CXO J102440.9-574404,156.1706099,-57.7346442,1.9,3.59,1.9e-16,8e-17,3e-16,1e-16,1.6e-15,6e-16,2.1e-15,7e-16,0.363,0.828,,,,,,,,,,,,,,,,,,,,,,,,,0.2,0.002,0.01,0.0,0.001,0.3,0.5,0.03,0.2,0.008,0.03,0.0,0.008,0.2,0.2,0.03,NS,0.5,0.2,0.563,,,,,J1023-575
2CXO J102421.5-574131,156.0899521,-57.6919682,1.22,4.35,1.5e-16,6e-17,1.6e-16,7e-17,5e-15,1e-15,6e-15,1e-15,0.325,0.428,,,,,,,,,,,,,,,,,,,,,,,,,0.6,0.002,0.01,0.0,0.0,0.1,0.2,0.02,0.2,0.008,0.01,0.001,0.002,0.1,0.2,0.03,AGN,0.6,0.2,1.095,,,,,J1023-575
2CXO J102359.7-573854,155.9990423,-57.6484555,1.81,3.7,5e-16,2e-16,3e-16,1e-16,8e-16,4e-16,1.6e-15,5e-16,,0.067,16.438,0.003,16.877,0.005,15.828,0.005,15.02,0.03,14.75,0.06,14.54,0.09,,,,,,,0.5,0.04,8.671,1959.0,1825.0,2121.0,0.0,0.06,0.5,0.05,0.19,0.09,0.002,0.15,0.002,0.06,0.1,0.04,0.09,0.08,0.006,0.06,HM-STAR,0.5,0.1,1.157,,,,,J1023-575
2CXO J102417.7-574151,156.074141,-57.6976339,1.12,4.0,2e-16,1e-16,3e-16,1e-16,9e-16,4e-16,1.4e-15,4e-16,0.998,0.974,20.562,0.01,,,,,15.11,0.07,13.72,0.08,12.91,0.07,,,,,,,0.6,0.9,8.091,2337.0,1545.0,3264.0,0.001,0.003,0.03,0.002,0.02,0.01,0.0,0.94,0.005,0.007,0.02,0.007,0.02,0.01,0.002,0.04,YSO,0.94,0.04,13.487,,,,,J1023-575
2CXO J102428.4-574259,156.118696,-57.7165385,1.05,4.0,1.6e-16,8e-17,1.4e-16,6e-17,5e-15,1e-15,5e-15,1e-15,0.517,0.522,,,,,,,,,,,,,,,,,,,,,,,,,0.5,0.002,0.01,0.0,0.0,0.1,0.3,0.03,0.2,0.01,0.02,0.001,0.002,0.1,0.2,0.03,AGN,0.5,0.2,0.582,,,,,J1023-575
2CXO J102421.4-574209,156.0894303,-57.702673,1.11,4.28,1.6e-16,7e-17,3e-16,1e-16,3e-15,9e-16,3.4e-15,9e-16,0.134,0.081,,,,,,,16.7,0.2,15.2,0.1,14.5,0.1,,,,,,,,,,,,,0.09,0.03,0.04,0.02,0.09,0.005,0.01,0.7,0.05,0.03,0.03,0.02,0.07,0.009,0.02,0.1,YSO,0.7,0.1,3.32,,,,,J1023-575
2CXO J102443.2-574456,156.1803841,-57.7490755,1.34,3.35,1.7e-16,9e-17,3e-16,2e-16,3e-15,1e-15,3e-15,1e-15,1.0,0.915,,,,,,,15.91,,15.7,0.1,15.3,0.2,,,,,,,,,,,,,0.04,0.04,0.04,0.02,0.04,0.04,0.03,0.76,0.03,0.03,0.03,0.02,0.03,0.03,0.03,0.09,YSO,0.76,0.09,5.558,conf,,,,J1023-575
2CXO J102443.8-574508,156.1827513,-57.7524141,1.54,3.46,2e-16,1e-16,5e-16,2e-16,1.1e-15,5e-16,1.7e-15,6e-16,0.338,0.307,,,,,,,,,,,,,,,,,,,,,,,,,0.04,0.01,0.03,0.0,0.01,0.3,0.6,0.02,0.07,0.02,0.04,0.0,0.02,0.2,0.2,0.02,NS,0.6,0.2,0.444,conf,,,,J1023-575
2CXO J102355.3-573900,155.9806981,-57.6500654,1.44,4.5,4e-16,2e-16,8e-16,2e-16,7e-16,3e-16,1.9e-15,4e-16,0.243,0.775,17.428,0.003,18.25,0.01,16.553,0.007,15.23,0.04,14.72,0.06,14.38,0.08,,,,,,,0.29,0.07,8.012,3100.0,2620.0,3829.0,0.0,0.08,0.3,0.04,0.18,0.06,0.001,0.3,0.002,0.07,0.1,0.04,0.09,0.06,0.005,0.1,HM-STAR,0.3,0.1,0.02,,,,,J1023-575
2CXO J102458.5-574737,156.2439295,-57.7936576,0.97,11.36,1e-14,1e-15,4.5e-15,7e-16,5e-15,2e-15,2e-14,2e-15,0.866,0.019,15.149,0.003,15.871,0.007,14.273,0.005,13.17,0.03,12.53,0.02,12.36,0.02,,,,,,,2.19,0.04,13.797,450.0,442.0,456.0,0.0001,0.08,0.2,0.02,0.3,0.08,0.001,0.28,0.0007,0.06,0.1,0.02,0.1,0.05,0.003,0.1,LM-STAR,0.3,0.1,0.082,,,,,J1023-575
2CXO J102445.2-574519,156.1886887,-57.7553599,1.75,4.33,2.1e-16,1e-16,1e-15,3e-16,1.3e-15,6e-16,2.5e-15,7e-16,0.683,0.566,18.669,0.004,20.06,0.06,17.32,0.01,15.01,0.08,14.0,0.1,13.67,0.1,,,,,,,0.2,0.2,5.705,3306.0,2489.0,4483.0,0.0,0.02,0.04,0.01,0.08,0.02,0.001,0.8,0.002,0.04,0.04,0.02,0.07,0.03,0.005,0.1,YSO,0.8,0.1,3.884,,,,,J1023-575
