_rs_allwise,_q,_r_allwise,AllWISE_allwise,RAJ2000_allwise,DEJ2000_allwise,eeMaj_allwise,eeMin_allwise,eePA_allwise,Im_allwise,W1mag_allwise,e_W1mag_allwise,W2mag_allwise,e_W2mag_allwise,W3mag_allwise,e_W3mag_allwise,W4mag_allwise,e_W4mag_allwise,Jmag_allwise,e_Jmag_allwise,Hmag_allwise,e_Hmag_allwise,Kmag_allwise,e_Kmag_allwise,wx_allwise,wy_allwise,ID_allwise,snr1_allwise,chi2W1_allwise,snr2_allwise,chi2W2_allwise,snr3_allwise,chi2W3_allwise,snr4_allwise,chi2W4_allwise,chi2_allwise,nb_allwise,na_allwise,sat1_allwise,sat2_allwise,sat3_allwise,sat4_allwise,ccf_allwise,ex_allwise,var_allwise,nW1_allwise,mW1_allwise,nW2_allwise,mW2_allwise,nW3_allwise,mW3_allwise,nW4_allwise,mW4_allwise,satnum_allwise,RA_pm_allwise,e_RA_pm_allwise,DE_pm_allwise,e_DE_pm_allwise,cosig_pm_allwise,pmRA_allwise,e_pmRA_allwise,pmDE_allwise,e_pmDE_allwise,chi2W1_pm_allwise,chi2W2_pm_allwise,chi2W3_pm_allwise,chi2W4_pm_allwise,chi2pm_allwise,qpm_allwise,qph_allwise,fdet_allwise,fmoon_allwise,covW1_allwise,covW2_allwise,covW3_allwise,covW4_allwise,_2Mkey_allwise,d2M_allwise,_2M_allwise
[],44.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
[],45.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
[1.562],46.0,1.562,J110518.49-584842.6,166.3270653,-58.8118393,0.0491,0.048,143.5,Im,12.256,0.026,12.316,0.026,11.651,,9.49,,12.99,0.029,12.482,0.033,12.428,0.029,3014.913,2701.292,1.6700591013510395e+18,41.4,1.92,41.7,1.06,-0.4,0.527,-0.6,0.942,1.19,1.0,0.0,0.0,0.0,0.0,0.0,ddO0,0.0,21nn,55.0,55.0,55.0,55.0,0.0,36.0,0.0,36.0,0.0,166.3270653,0.0486,-58.811839,0.0493,-0.0083,-18,32,52,33,1.92,1.06,0.527,0.942,1.19,1N000,AAUU,3.0,0.0,57.322,57.643,36.987,37.031,826908484,0.335,2M
[],47.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
[0.188],48.0,0.188,J110515.19-584831.9,166.3132924,-58.8088874,0.0393,0.0366,138.2,Im,11.322,0.023,11.371,0.02,12.647,,9.299,,11.639,0.024,11.395,0.029,11.319,0.021,3033.669,2708.819,1.6700591013510392e+18,46.7,1.5,53.2,1.57,0.1,0.957,-4.4,1.01,1.31,1.0,0.0,0.0,0.0,0.0,0.0,0hO0,0.0,11nn,56.0,56.0,56.0,56.0,0.0,36.0,0.0,36.0,0.0,166.3132925,0.0384,-58.8088874,0.0387,-0.0105,21,27,18,27,1.5,1.57,0.957,1.01,1.31,1N000,AAUU,3.0,0.0,55.144,55.122,35.921,35.84,826880226,0.075,2M
[],49.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
[],50.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
[9.48],51.0,9.48,J110511.66-585349.4,166.2985932,-58.8970756,0.0403,0.0381,125.8,Im,10.921,0.023,11.019,0.021,11.05,0.124,8.691,,11.887,0.03,11.265,0.03,11.087,0.023,3051.041,2477.723,1.6700591013510403e+18,46.3,2.53,50.6,1.75,8.8,0.818,1.5,0.967,1.66,1.0,0.0,0.0,0.0,0.0,0.0,0hd0,0.0,10nn,62.0,62.0,62.0,62.0,13.0,38.0,0.0,38.0,0.0,166.2985934,0.0404,-58.8970755,0.039,-0.0106,20,25,19,25,2.53,1.74,0.818,0.967,1.66,1N000,AABU,7.0,0.0,63.093,63.087,39.532,40.091,826881194,0.196,2M
[],52.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
[0.4],53.0,0.4,J110528.62-584930.9,166.3692875,-58.8252533,0.0397,0.0378,147.4,Im,11.191,0.023,11.268,0.021,12.703,,9.399,,11.673,0.024,11.298,0.022,11.226,0.021,2957.32,2666.767,1.6700591013510392e+18,46.5,1.62,52.9,1.77,-0.2,1.03,-2.0,1.02,1.42,2.0,1.0,0.0,0.0,0.0,0.0,0h00,0.0,nnnn,59.0,59.0,59.0,59.0,0.0,39.0,0.0,39.0,0.0,166.3692878,0.0383,-58.8252528,0.0392,-0.0067,21,26,18,26,2.8,1.93,1.06,1.02,1.84,1N000,AAUU,3.0,0.0,58.376,57.841,38.94,38.797,826908325,0.124,2M
"[5.946, 6.754]",54.0,5.946,J110451.57-584918.0,166.2149136,-58.8216921,0.068,0.0664,33.8,Im,13.311,0.033,13.566,0.037,11.354,,9.284,,14.629,0.048,13.793,0.039,13.471,0.042,3166.64,2673.747,1.6700591013510403e+18,33.1,4.09,29.0,1.5,-3.7,0.732,-5.1,1.02,2.04,1.0,0.0,0.0,0.0,0.0,0.002,0h00,1.0,10nn,59.0,59.0,58.0,58.0,0.0,29.0,0.0,38.0,0.0,166.2149155,0.0678,-58.8216919,0.0687,0.0084,107,48,193,50,4.08,1.5,0.733,1.02,2.03,2N000,AAUU,3.0,0.0,61.32,61.721,39.979,39.47,826880374,0.395,2M
[1.66],55.0,1.66,J110446.03-585111.6,166.1918097,-58.8532315,0.088,0.0844,46.6,Im,13.301,0.04,13.397,0.049,10.398,0.125,8.964,0.457,14.345,0.073,13.966,0.088,13.795,0.079,3196.906,2590.786,1.6700591013510403e+18,27.4,2.64,22.0,0.933,8.7,1.04,2.4,0.775,1.45,2.0,0.0,0.0,0.0,0.0,0.003,0h00,0.0,210n,61.0,61.0,61.0,61.0,35.0,37.0,1.0,37.0,4.0,166.1918064,0.0863,-58.8532316,0.0861,-0.047,-54,49,-9,50,2.64,0.933,1.04,0.775,1.45,2N000,AABC,15.0,0.0,60.683,60.082,37.966,38.109,826880728,1.06,2M
[],56.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
[0.778],57.0,0.778,J110508.51-584758.8,166.2854732,-58.7996863,0.1243,0.1171,26.2,Im,13.913,0.05,14.638,0.095,11.378,0.253,8.955,0.446,14.734,0.027,14.37,0.051,14.171,0.065,3071.659,2732.489,1.6700591013510405e+18,21.8,3.28,11.4,1.1,4.3,0.944,2.4,0.938,1.7,1.0,0.0,0.0,0.0,0.0,0.0,hhO0,1.0,31nn,54.0,55.0,33.0,55.0,6.0,35.0,0.0,35.0,0.0,166.2854779,0.2269,-58.7996862,0.2299,-0.0134,83,151,-2,157,3.28,1.1,0.943,0.938,1.7,1N000,AABC,15.0,0.0,55.209,55.397,35.94,36.082,826880115,0.211,2M
"[7.584, 8.557]",58.0,7.584,J110504.21-584807.4,166.2675469,-58.8020818,0.0486,0.0458,12.6,Im,11.662,0.028,11.655,0.024,9.493,0.052,7.557,0.135,13.244,,12.917,0.056,12.416,0.03,3095.898,2725.94,1.6700591013510395e+18,39.5,22.7,44.7,9.64,20.9,2.29,8.0,1.1,10.7,3.0,0.0,0.0,0.0,0.0,0.0,hdd0,1.0,421n,55.0,55.0,55.0,55.0,35.0,35.0,8.0,35.0,0.0,166.2675676,0.0464,-58.8020993,0.0512,0.0076,-95,111,169,218,22.6,9.56,2.28,1.1,10.7,3Y009,AAAB,15.0,0.0,55.259,55.738,36.652,36.565,826880149,0.742,2M
[],59.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
[],60.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
[0.526],61.0,0.526,J110448.67-584926.5,166.2028064,-58.8240425,0.0419,0.0387,113.6,Im,9.767,0.024,9.823,0.021,10.433,0.164,9.337,,10.614,0.027,10.037,0.03,9.901,0.026,3182.972,2667.39,1.670059101351039e+18,45.3,1.8,51.1,1.75,6.6,1.16,-2.7,1.03,1.51,2.0,0.0,0.0,0.0,0.0,0.0,hh00,0.0,110n,59.0,59.0,59.0,59.0,28.0,38.0,0.0,38.0,0.0,166.2028063,0.0415,-58.8240424,0.0392,-0.0099,-5,25,27,24,1.8,1.75,1.16,1.03,1.51,2N000,AABU,7.0,0.0,61.772,61.494,39.225,39.635,826880402,0.069,2M
[],62.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
[],63.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
[5.588],64.0,5.588,J110510.39-584746.8,166.2933048,-58.7963509,0.0921,0.0871,36.2,Im,13.832,0.048,14.419,0.042,12.245,,8.698,,14.533,0.058,14.176,0.067,14.079,0.085,3061.135,2741.341,1.6700591013510405e+18,22.6,2.1,26.2,2.21,-4.2,0.847,-2.2,0.688,1.61,1.0,0.0,0.0,0.0,0.0,0.0,hhO0,0.0,54nn,56.0,56.0,43.0,56.0,0.0,36.0,0.0,36.0,0.0,166.2933045,0.0925,-58.7963507,0.0934,0.0217,-24,84,50,84,2.1,2.21,0.847,0.688,1.61,1N000,AAUU,3.0,0.0,55.213,54.865,35.831,35.912,826880079,1.089,2M
[0.587],65.0,0.587,J110504.07-584754.0,166.2669902,-58.7983546,0.0488,0.0448,158.9,Im,11.658,0.027,11.779,0.024,9.573,0.08,7.438,0.122,12.354,0.03,12.022,0.027,11.931,0.026,3096.765,2735.689,1.6700591013510395e+18,39.8,13.0,44.9,5.08,13.6,1.35,8.9,1.05,6.37,3.0,0.0,0.0,0.0,0.0,0.0,hhd0,1.0,210n,55.0,55.0,55.0,55.0,35.0,35.0,13.0,35.0,0.0,166.2671605,0.045,-58.798456,0.049,-0.0098,190,41,155,47,13.8,5.18,1.34,1.05,6.65,3Y048,AAAB,15.0,0.0,56.621,56.752,37.66,37.171,826880096,0.554,2M
[],66.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
[0.179],67.0,0.179,J110455.44-584818.3,166.2310065,-58.8050906,0.1195,0.1172,43.8,Im,14.047,0.047,14.981,0.107,11.865,0.332,9.299,,14.482,0.037,14.134,0.049,14.048,0.06,3145.354,2717.476,1.6700591013510408e+18,22.9,1.19,10.1,1.42,3.3,0.755,-1.5,0.879,1.11,1.0,0.0,0.0,0.0,0.0,0.0,0h00,0.0,3nnn,56.0,57.0,18.0,57.0,2.0,37.0,0.0,37.0,0.0,166.2310065,0.1221,-58.8050906,0.1213,0.0166,0,86,0,90,1.19,1.42,0.755,0.879,1.11,1N000,AABU,7.0,0.0,59.281,58.898,37.653,38.166,826880180,0.116,2M
[4.479],68.0,4.479,J110444.84-585008.5,166.1868666,-58.8357017,0.0502,0.0487,167.0,Im,11.888,0.028,11.931,0.026,9.972,0.074,7.788,0.121,12.097,0.03,12.041,0.032,11.93,0.032,3204.184,2636.593,1.6700591013510397e+18,38.2,1.25,41.4,1.19,14.6,1.32,8.9,1.18,1.23,2.0,0.0,0.0,0.0,0.0,0.001,0000,0.0,341n,59.0,59.0,59.0,59.0,37.0,37.0,5.0,38.0,0.0,166.1868605,0.049,-58.8357204,0.0504,-0.0056,14,30,85,30,1.26,1.22,1.33,1.18,1.25,2Y007,AAAB,15.0,0.0,63.456,63.817,38.94,38.963,826880531,0.28,2M
[8.596],69.0,8.596,J110452.16-584848.8,166.2173569,-58.8135651,0.0408,0.0388,137.8,Im,10.904,0.023,11.027,0.022,10.271,0.081,8.763,0.278,11.989,0.024,11.277,0.023,11.035,0.019,3163.59,2695.064,1.6700591013510392e+18,46.5,1.61,49.7,1.55,13.4,0.836,3.9,0.978,1.31,1.0,0.0,0.0,0.0,0.0,0.0,0000,0.0,111n,59.0,59.0,59.0,59.0,33.0,38.0,0.0,38.0,0.0,166.2173571,0.041,-58.8135649,0.0412,-0.0097,10,26,26,26,1.62,1.55,0.835,0.978,1.31,2N000,AAAB,15.0,0.0,61.988,61.845,39.912,39.717,826880283,0.069,2M
[1.445],70.0,1.445,J110444.84-585008.5,166.1868666,-58.8357017,0.0502,0.0487,167.0,Im,11.888,0.028,11.931,0.026,9.972,0.074,7.788,0.121,12.097,0.03,12.041,0.032,11.93,0.032,3204.184,2636.593,1.6700591013510397e+18,38.2,1.25,41.4,1.19,14.6,1.32,8.9,1.18,1.23,2.0,0.0,0.0,0.0,0.0,0.001,0000,0.0,341n,59.0,59.0,59.0,59.0,37.0,37.0,5.0,38.0,0.0,166.1868605,0.049,-58.8357204,0.0504,-0.0056,14,30,85,30,1.26,1.22,1.33,1.18,1.25,2Y007,AAAB,15.0,0.0,63.456,63.817,38.94,38.963,826880531,0.28,2M
[2.363],71.0,2.363,J110520.15-585359.3,166.3339585,-58.8998287,0.0393,0.0367,130.6,Im,10.631,0.023,10.813,0.021,11.194,0.112,9.4,,12.643,0.054,11.875,0.052,11.542,0.048,3003.137,2471.034,1.67005910135104e+18,46.9,72.7,52.8,33.5,9.7,0.925,-0.6,0.968,33.1,1.0,0.0,0.0,0.0,0.0,0.0,0000,1.0,33nn,58.0,58.0,58.0,58.0,10.0,36.0,0.0,36.0,0.0,166.3339585,0.0385,-58.8998284,0.0382,-0.0103,110,25,9,25,72.7,33.5,0.925,0.968,33.1,1N000,AABU,7.0,0.0,58.358,58.432,37.017,37.859,826881229,0.377,2M
[8.689],72.0,8.689,J110448.75-584857.5,166.2031355,-58.8159981,0.1274,0.1128,59.6,Im,14.422,0.051,14.817,0.071,12.307,,9.286,,15.138,0.055,14.708,0.062,14.689,0.122,3182.789,2688.455,1.6700591013510403e+18,21.2,2.18,15.2,1.4,-10.9,1.06,-5.1,0.94,1.49,2.0,1.0,0.0,0.0,0.0,0.0,0h00,0.0,nnnn,60.0,60.0,34.0,60.0,0.0,14.0,0.0,38.0,0.0,,,,,,,,,,,,,,,,AAUU,3.0,0.0,62.003,62.103,39.948,39.818,826880309,1.416,2M
[],73.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
[9.6],74.0,9.6,J110447.59-585300.8,166.198312,-58.8835719,0.0379,0.0358,173.0,Im,9.384,0.023,9.547,0.02,9.27,0.062,8.029,,10.594,0.027,9.763,0.024,9.495,0.019,3187.103,2511.468,1.670059101351039e+18,47.9,0.865,53.6,1.2,17.6,1.09,1.5,0.777,0.993,2.0,1.0,0.0,0.0,0.0,0.001,hh00,0.0,nnnn,62.0,62.0,62.0,62.0,40.0,40.0,0.0,40.0,900.0,166.1982828,0.0329,-58.883616,0.0337,-0.0072,47,23,4,23,12.6,10.6,1.19,0.787,7.45,2N017,AAAU,7.0,0.0,65.217,64.688,40.877,40.411,826881057,0.155,2M
[6.051],75.0,6.051,J110515.52-584750.0,166.3146877,-58.7972453,0.0835,0.0799,24.1,Im,13.471,0.037,13.99,0.051,12.412,,9.301,,14.894,0.043,13.996,0.033,13.703,0.052,3032.108,2739.319,1.6700591013510403e+18,29.2,2.58,21.5,1.58,-8.1,0.965,-7.4,1.08,1.67,1.0,0.0,0.0,0.0,0.0,0.004,hhOp,0.0,32nn,56.0,56.0,54.0,56.0,0.0,33.0,0.0,36.0,1.0,166.3146857,0.0879,-58.7972445,0.0904,0.022,-188,60,115,62,2.57,1.59,0.966,1.08,1.66,1N000,AAUU,3.0,0.0,54.938,54.807,35.956,35.479,826880089,0.668,2M
"[8.697, 9.486]",76.0,8.697,J110443.01-585139.7,166.179215,-58.8610361,0.1636,0.1197,96.7,Im,13.932,0.063,14.089,0.067,10.274,0.166,7.686,0.191,14.62,0.049,14.149,0.051,14.129,0.065,3213.697,2570.136,1.670059101351041e+18,17.1,3.78,16.3,1.94,6.5,0.753,5.7,1.13,2.13,2.0,1.0,0.0,0.0,0.0,0.002,0h00,1.0,nnnn,61.0,61.0,60.0,62.0,28.0,38.0,7.0,39.0,0.0,,,,,,,,,,,,,,,,AABB,15.0,0.0,62.562,62.404,39.487,39.518,826880818,0.983,2M
[0.653],77.0,0.653,J110532.94-584934.6,166.3872592,-58.8262999,0.0793,0.0775,54.5,Im,14.05,0.034,14.508,0.053,12.629,,9.345,,,,,,,,2932.938,2664.269,1.67005910135104e+18,32.3,3.11,20.3,1.88,-3.4,0.877,-1.9,0.975,1.87,2.0,1.0,0.0,0.0,0.0,0.0,0h00,1.0,nnnn,57.0,57.0,51.0,57.0,0.0,37.0,0.0,37.0,0.0,,,,,,,,,,,,,,,,AAUU,3.0,0.0,57.965,57.851,38.958,38.967,,,2M
[0.316],78.0,0.316,J110520.73-584757.6,166.3364047,-58.7993553,0.0422,0.04,143.1,Im,12.136,0.023,12.198,0.023,10.933,0.158,8.618,,12.738,0.026,12.244,0.023,12.12,0.019,3002.595,2734.11,1.6700591013510395e+18,47.2,1.77,47.2,1.54,6.9,0.733,2.0,0.848,1.31,1.0,0.0,0.0,0.0,0.0,0.0,ddhp,0.0,01nn,56.0,56.0,56.0,56.0,11.0,36.0,1.0,36.0,0.0,166.336405,0.0429,-58.7993551,0.043,-0.0088,13,30,24,31,1.77,1.54,0.733,0.848,1.31,1N000,AABU,7.0,0.0,54.91,55.725,35.992,36.278,826880109,0.162,2M
[5.027],79.0,5.027,J110520.15-585359.3,166.3339585,-58.8998287,0.0393,0.0367,130.6,Im,10.631,0.023,10.813,0.021,11.194,0.112,9.4,,12.643,0.054,11.875,0.052,11.542,0.048,3003.137,2471.034,1.67005910135104e+18,46.9,72.7,52.8,33.5,9.7,0.925,-0.6,0.968,33.1,1.0,0.0,0.0,0.0,0.0,0.0,0000,1.0,33nn,58.0,58.0,58.0,58.0,10.0,36.0,0.0,36.0,0.0,166.3339585,0.0385,-58.8998284,0.0382,-0.0103,110,25,9,25,72.7,33.5,0.925,0.968,33.1,1N000,AABU,7.0,0.0,58.358,58.432,37.017,37.859,826881229,0.377,2M
[],80.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
[9.263],81.0,9.263,J110512.00-585417.9,166.3000346,-58.9049997,0.0458,0.0451,59.3,Im,12.789,0.025,12.988,0.025,12.619,0.521,9.214,,13.613,0.052,13.412,0.06,13.246,0.054,3048.862,2457.0,1.6700591013510339e+18,44.2,3.49,43.8,1.71,2.1,0.707,-1.8,1.01,1.94,1.0,0.0,0.0,0.0,0.0,0.0,0hh0,1.0,30nn,62.0,62.0,62.0,62.0,0.0,37.0,0.0,38.0,0.0,166.3000337,0.0461,-58.9049997,0.0457,0.0042,110,35,117,35,3.48,1.72,0.707,1.01,1.94,1N000,AACU,7.0,0.0,61.86,61.906,38.99,38.875,826881287,1.104,2M
[0.248],82.0,0.248,J110444.66-584941.1,166.1860915,-58.8280908,0.0412,0.0396,138.8,Im,11.032,0.023,11.085,0.022,10.173,0.093,8.341,0.213,11.373,0.027,11.124,0.024,11.066,0.023,3205.489,2656.505,1.6700591013510392e+18,46.7,1.5,48.8,1.31,11.7,0.904,5.1,1.03,1.23,1.0,0.0,0.0,0.0,0.0,0.0,0h00,0.0,000n,60.0,60.0,60.0,60.0,38.0,38.0,3.0,38.0,0.0,166.1860915,0.0411,-58.8280912,0.0416,-0.0071,20,26,-20,26,1.5,1.31,0.904,1.03,1.23,2N000,AAAB,15.0,0.0,62.213,62.736,38.938,38.945,826880447,0.186,2M
[1.528],83.0,1.528,J110443.63-585204.7,166.1818045,-58.8679784,0.1236,0.109,55.4,Im,14.289,0.092,14.382,0.087,9.074,0.04,6.827,0.081,15.515,0.069,14.782,0.079,14.583,0.097,3209.959,2552.007,1.6700591013510397e+18,11.8,1.21,12.5,0.959,27.4,4.41,13.4,2.2,1.91,3.0,0.0,0.0,0.0,0.0,0.0,0h00,1.0,1100,63.0,63.0,54.0,63.0,39.0,39.0,34.0,39.0,0.0,166.1818905,0.1214,-58.8679819,0.1163,0.0405,307,96,-97,96,1.19,0.96,4.42,2.2,1.91,3Y009,AAAA,15.0,0.0,62.721,62.148,39.972,39.6,826880889,1.775,2M
[],84.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
[],85.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
[],86.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
[6.061],87.0,6.061,J110447.31-584858.6,166.1971338,-58.8162814,0.0635,0.062,38.9,Im,13.27,0.032,13.467,0.035,12.214,,9.289,,14.533,0.029,13.645,0.027,13.338,0.03,3190.915,2687.611,1.6700591013510403e+18,34.4,2.18,31.3,1.4,-9.3,1.06,-3.1,0.94,1.49,2.0,1.0,0.0,0.0,0.0,0.0,0d00,0.0,nnnn,60.0,60.0,60.0,60.0,0.0,25.0,0.0,38.0,0.0,166.1971348,0.0629,-58.8162813,0.0637,0.0103,92,44,103,46,3.39,1.53,1.15,0.957,1.92,2N000,AAUU,3.0,0.0,62.47,62.653,40.272,40.137,826880314,0.281,2M
[0.089],88.0,0.089,J110457.99-584742.2,166.2416649,-58.7950746,0.0347,0.0326,139.2,Im,8.136,0.023,8.15,0.019,8.091,0.025,7.463,0.102,8.21,0.024,8.285,0.049,8.124,0.021,3131.215,2743.872,1.670059101351039e+18,48.2,3.19,55.8,2.87,43.6,0.932,10.6,1.03,2.23,1.0,0.0,0.001,0.0,0.0,0.0,0h00,1.0,1100,57.0,57.0,57.0,57.0,37.0,37.0,16.0,37.0,9000.0,166.2416651,0.0337,-58.7950744,0.0339,-0.0085,15,24,23,24,3.19,2.86,0.932,1.03,2.23,3N000,AAAA,15.0,0.0,57.456,57.874,37.035,37.227,826880066,0.233,2M
[1.362],89.0,1.362,J110535.92-585212.0,166.39969,-58.87001,0.0391,0.0362,142.1,Im,10.428,0.023,10.41,0.021,10.173,0.065,9.201,0.428,11.108,0.023,10.876,0.022,10.816,0.021,2914.997,2549.997,1.670059101351039e+18,47.1,79.5,52.4,60.4,16.6,2.06,2.5,1.08,42.7,1.0,0.0,0.0,0.0,0.0,0.0,Ph00,1.0,n96n,57.0,57.0,57.0,57.0,34.0,37.0,0.0,37.0,0.0,166.3996848,0.0463,-58.8700102,0.0425,-0.0063,-162,27,-34,26,79.4,60.4,2.06,1.08,42.7,1N000,AAAC,15.0,0.0,55.871,55.971,37.297,37.233,826907835,0.982,2M
[2.026],90.0,2.026,J110445.48-585252.6,166.1895097,-58.8812861,0.1599,0.1509,53.1,Im,14.369,0.07,14.716,0.084,10.605,0.161,8.021,0.396,16.163,0.148,14.718,,14.573,,3199.087,2517.301,1.6700591013510408e+18,15.4,2.77,13.0,1.0,6.7,0.597,2.7,0.57,1.45,2.0,0.0,0.0,0.0,0.0,0.0,hh00,0.0,31nn,62.0,62.0,30.0,62.0,13.0,39.0,2.0,39.0,0.0,166.1894695,0.1585,-58.8811921,0.1557,0.0368,112,105,-280,107,2.79,1.01,0.599,0.57,1.46,2Y040,AABC,15.0,0.0,64.373,64.507,40.098,40.272,826881034,1.459,2M
[],91.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"[7.5, 9.342]",92.0,7.5,J110447.87-584826.9,166.1994748,-58.807493,0.1568,0.1404,30.0,Im,12.425,0.256,12.647,0.048,11.845,,9.122,,13.392,0.03,12.76,0.03,12.607,0.033,3188.031,2710.659,1.6700591013510395e+18,4.2,0.753,22.4,1.62,0.5,0.777,0.4,1.02,1.07,3.0,1.0,0.0,0.0,0.0,0.0,0h00,0.0,nnnn,42.0,60.0,60.0,60.0,0.0,38.0,0.0,38.0,0.0,,,,,,,,,,,,,,,,BAUU,3.0,0.0,62.792,62.91,41.4,41.213,826880206,0.164,2M
[9.61],93.0,9.61,J110453.66-584744.6,166.2236185,-58.7957399,0.1012,0.0973,86.9,Im,14.697,0.037,15.912,0.142,11.415,0.367,9.139,,16.352,0.15,15.4,0.132,14.966,0.179,3155.67,2741.834,1.6700591013510405e+18,29.4,4.05,7.7,1.06,3.0,0.838,0.3,0.955,1.99,2.0,0.0,0.0,0.0,0.0,0.0,dD00,1.0,3nnn,56.0,57.0,9.0,57.0,2.0,37.0,0.0,37.0,0.0,166.2238115,0.1033,-58.7958338,0.1017,-0.0088,-194,143,-459,145,4.04,1.06,0.826,0.955,1.99,2Y047,ABCU,7.0,0.0,58.394,58.263,38.286,38.612,826880083,2.595,2M
[1.557],94.0,1.557,J110521.62-585420.7,166.340119,-58.9057702,0.046,0.0451,138.3,Im,12.595,0.025,12.72,0.025,12.61,0.405,9.209,,14.035,0.042,13.291,0.035,13.148,0.042,2994.644,2455.567,1.6700591013510339e+18,43.6,8.34,43.4,2.04,2.7,0.909,0.8,0.975,3.58,1.0,0.0,0.0,0.0,0.0,0.0,0000,1.0,21nn,58.0,58.0,58.0,58.0,1.0,36.0,0.0,36.0,0.0,166.3401205,0.0468,-58.905769,0.0474,-0.0094,-79,34,25,35,8.33,2.04,0.909,0.975,3.57,1N001,AACU,7.0,0.0,58.428,58.397,36.804,37.413,826881295,1.641,2M
[6.593],95.0,6.593,J110515.22-585431.8,166.3134524,-58.9088368,0.0398,0.0378,132.2,Im,10.726,0.023,10.856,0.021,11.589,,9.358,,11.716,0.026,11.085,0.024,10.881,0.023,3030.611,2447.153,1.670059101351033e+18,46.7,5.17,51.1,2.57,1.1,0.817,-4.5,1.0,2.73,1.0,0.0,0.0,0.0,0.0,0.0,hh00,1.0,13nn,61.0,61.0,61.0,61.0,0.0,37.0,0.0,37.0,0.0,166.3134511,0.0391,-58.9088381,0.0388,-0.0088,75,25,69,25,5.16,2.55,0.817,1.0,2.72,1N000,AAUU,3.0,0.0,60.977,61.555,38.077,38.307,826881324,0.199,2M
[8.95],96.0,8.95,J110505.11-585435.5,166.2713073,-58.9098737,0.0356,0.0345,137.4,Im,9.779,0.021,9.771,0.02,9.391,0.062,7.423,0.115,10.262,0.026,10.183,0.024,10.106,0.021,3087.557,2443.801,1.6700591013510336e+18,51.5,16.6,55.1,11.7,17.6,2.62,9.5,3.48,9.84,1.0,0.0,0.0,0.0,0.0,0.0,hhh0,1.0,9900,62.0,62.0,62.0,62.0,39.0,39.0,16.0,39.0,0.0,166.2713488,0.0344,-58.9098049,0.034,-0.0056,48,23,-10,23,14.9,10.8,2.77,3.49,9.07,1N026,AAAB,15.0,0.0,64.693,66.627,42.33,41.861,826881338,0.802,2M
[],97.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
