name,usrid,ra,dec,significance,net_counts,remove_code,flux_significance_b_max,theta_mean,theta_median,e_theta,NET_COUNTS_broad,NET_ERR_broad,flux_aper90_ave_s,e_flux_aper90_ave_s,flux_aper90_ave_m,e_flux_aper90_ave_m,flux_aper90_ave_h,e_flux_aper90_ave_h,chisqr,dof,kp_prob_b_max,var_inter_prob,significance_max,flux_flag,flux_aper90_ave_b,e_flux_aper90_ave_b,ra_ave,dec_ave,PU_ave,PU,err_ellipse_r0
IC2395_CXO_noconversion-6.0,6.0,130.544521123145,-48.15358711246452,49.408447,205.73885,0,10.7475,3.818764134339969,3.818764134339969,0.00963668433715914,195.8981799320784,14.074386420147288,2.264094783577946e-14,3.4413369629533913e-15,1.2987501939801065e-14,1.3442441421742034e-15,1.7433306603988085e-14,2.360427919074099e-15,4.608561916602923,1.0,0.9998635298213048,0.968,10.7475,0,5.3061756379568606e-14,4.384223120178011e-15,130.54452114270848,-48.153587218059776,0.3341187761784456,0.2985119848230501,0.2985119848230501
IC2395_CXO_noconversion-52.0,52.0,130.60824634025042,-48.03204272446394,36.508766,190.06052,0,9.80405,4.92353982422315,4.92353982422315,0.0010578429583416593,187.7062991913064,13.82524221806848,2.2343869677570725e-14,2.89373756987324e-15,1.138052777000181e-14,1.2751278816958601e-15,1.2173798804753388e-14,2.00672221957249e-15,16.904776549392693,1.0,0.93158154136604,1.0,9.80405,0,4.589819625232592e-14,3.745210582130196e-15,130.60824649480745,-48.032043043878346,0.44586236983474553,0.43235914278806614,0.43235914278806614
IC2395_CXO_noconversion-4.0,4.0,130.64744318699826,-48.15703972987932,29.446419,78.02805,0,6.69292,2.8348454401612653,2.8348454401612653,0.0024998982657138402,77.2555450906195,8.833503813313222,1.682975853270945e-14,1.2792328110804377e-14,3.2121808934061415e-15,6.447116945720531e-16,2.2040802544607762e-14,2.980641951763028e-15,,0.0,0.01435339146330561,,5.61534,0,4.208274197072335e-14,1.3150799903739832e-14,130.64744376045118,-48.15703937182301,0.4022464572021729,0.3876018520850081,0.3876018520850081
IC2395_CXO_noconversion-19.0,19.0,130.65799867456857,-48.106841213900225,70.11874,238.01648,0,10.3179,1.6192522620492933,1.6192522620492933,0.010936926427003724,211.52830948896758,14.596580544732332,1.4357563948958924e-14,2.060579878136221e-15,1.2491375554049235e-14,1.2960109353504972e-15,1.2560891019899245e-14,1.8999550641313244e-15,15.745640007083257,1.0,0.9740144187097486,1.0,10.3179,0,3.9409830522907405e-14,3.0879545049184614e-15,130.65799931259156,-48.10684136717137,0.19967801299941873,0.17741317180368651,0.17741317180368651
IC2395_CXO_noconversion-14.0,14.0,130.72137432681834,-48.12766762503702,38.568344,145.99219,0,9.88544,4.186367681201281,4.186367681201281,0.010165213217692592,138.61814479575486,11.834680946385783,2.0746600660265265e-14,3.052688320602336e-15,7.537823927053692e-15,1.0363540858321731e-15,1.0206651061903411e-14,1.8106063880526668e-15,0.7058808454343977,1.0,0.17743512896890368,0.599,9.88544,0,3.849107564922237e-14,3.697462814744737e-15,130.72137377698922,-48.127667269705896,0.430371700854145,0.34777366803408244,0.34777366803408244
IC2395_CXO_noconversion-54.0,54.0,130.67401788626444,-48.204949175811514,10.693047,65.48953,0,6.57899,5.897023936491522,5.897023936491522,0.002163363679247521,61.58794676509916,8.262383241714238,2.334969172987352e-14,9.187913444661236e-15,4.195037804647672e-15,8.084001449108832e-16,9.822611208482518e-15,2.489918958880835e-15,,-1.0,,,,0,3.736734074300371e-14,9.553583656548618e-15,130.67401782916036,-48.20494903811501,0.9822249188276335,0.9478185121389562,0.9478185121389562
IC2395_CXO_noconversion-123.0,123.0,130.59854420015736,-48.015230568287045,7.4230742,36.939247,0,4.62022,5.96988315141944,5.96988315141944,0.0005112300533669512,32.467012602517116,6.183055884725825,2.7634073528310615e-14,9.565907607855875e-15,2.795171408866924e-15,6.598712711837556e-16,6.60588662670894e-15,3.658537278924215e-15,,0.0,0.05787977603716121,,4.62022,0,3.703513156388648e-14,1.026289011330857e-14,130.59854423718988,-48.01523042028763,1.3702534026323563,1.2834086445848627,1.2834086445848627
IC2395_CXO_noconversion-23.0,23.0,130.69488855540484,-48.09064285728336,42.597363,164.55328,0,8.93931,3.344975569573365,3.344975569573365,0.010645068215152653,156.33349636927665,12.572637398272516,1.853017175381647e-14,2.8157117735179164e-15,9.708019761404566e-15,1.1331381006200311e-15,8.76466856012128e-15,1.6150280680492676e-15,1.0888300692132455,1.0,0.6585382342492344,0.703,8.93931,0,3.7002860075342315e-14,3.438102733658657e-15,130.6948895316701,-48.09064299305351,0.3297834236436513,0.30628720899417516,0.30628720899417516
IC2395_CXO_noconversion-118.0,118.0,130.52096526608085,-48.100510297450455,3.0459895,8.5201645,0,2.2163,4.005499517156355,4.005499517156355,0.010170444197402206,8.259471459582683,3.1736618948065636,3.264493768934557e-14,2.0068156328987698e-14,1.2100637784384558e-15,6.253656384640819e-16,1.3952420741129358e-15,7.204170524958232e-16,,0.0,0.8911178980166833,,2.2163,0,3.525024354189696e-14,2.009081833465196e-14,130.52096477482908,-48.10051004334971,1.6077074763540562,1.5822951988913596,1.5822951988913596
IC2395_CXO_noconversion-106.0,106.0,130.5707867689688,-47.98650833210683,15.230552,107.80522,0,7.80668,7.877357838290639,7.877357838290639,0.0007097311566419684,107.08231063119754,10.980239063411432,7.978845608028655e-18,6.028102749890869e-18,5.345823994244954e-15,9.548416399895981e-16,2.7319349261526658e-14,3.4217947776611918e-15,,-1.0,,,,1,3.267315210137964e-14,3.5525256362073155e-15,130.57078696739094,-47.98650862092541,1.253063558241262,1.2478103394471238,1.2478103394471238
IC2395_CXO_noconversion-29.0,29.0,130.6942388316409,-48.176442986142995,29.794842,127.08712,0,10.8025,4.818531414656055,4.818531414656055,0.005148039734796939,124.2966397015049,11.274414985182396,1.316186149665695e-15,6.885087247877026e-16,3.5194581515874825e-15,7.170082191380685e-16,2.5938324624925445e-14,3.7117941188106135e-15,,-1.0,,,,0,3.0773968926178626e-14,3.842598161512259e-15,130.69423822908317,-48.17644255587771,0.5377302857851475,0.5134312336082364,0.5134312336082364
IC2395_CXO_noconversion-131.0,131.0,130.4029776229566,-48.160112434814444,7.1206574,49.06004,0,4.68968,9.08318078399787,9.08318078399787,0.010839480362717424,58.92130466373368,8.877035254974711,1.6338072815293605e-14,5.13902288733071e-15,2.776353444910856e-15,7.355478032454302e-16,1.0321413679951075e-14,2.9072901426763857e-15,,0.0,0.9136608863174132,,4.68968,0,2.943583994015554e-14,5.950035527715051e-15,130.40297758571222,-48.1601124618526,2.308872317749252,2.5335834208947374,2.5335834208947374
IC2395_CXO_noconversion-55.0,55.0,130.68505953825044,-48.18775284400039,15.20963,57.87946,0,6.42856,5.167071940102719,5.167071940102719,0.0038075488142275127,60.54731786095242,8.008971637792664,1.5137273090616926e-14,4.916383407209528e-15,4.434518573904907e-15,8.025434730802721e-16,7.993294279601257e-15,1.991094536078262e-15,,0.0,0.7561412802845476,,6.42856,0,2.7565085944123093e-14,5.364639716185014e-15,130.68505916507397,-48.18775295942992,0.819051979513431,0.8312736561440047,0.8312736561440047
IC2395_CXO_noconversion-94.0,94.0,130.80400320502434,-48.101131644735304,15.179264,96.8214,0,7.05577,7.453098713270229,7.453098713270229,0.010930445560200841,96.0455180837182,10.26513239133577,7.978845608028655e-18,6.028102749890869e-18,4.2744735064302525e-15,8.637956686115441e-16,2.2316449358263195e-14,3.0577776372390273e-15,,-1.0,,,,1,2.6598901710301476e-14,3.1774491929744392e-15,130.80400409685492,-48.10113156031618,1.1832285203027149,1.176817546539715,1.176817546539715
IC2395_CXO_noconversion-128.0,128.0,130.63443232029195,-48.18550472455592,3.7957547,12.036534,0,2.51313,4.347340783671594,4.347340783671594,0.0004169636575324098,12.087626320397053,3.75226648395649,2.1787850682147396e-14,1.0383861614913267e-14,8.67432961928395e-16,3.582851516713269e-16,3.500590543453008e-15,1.7201927035293339e-15,,0.0,4.798900316360655e-05,,2.51313,0,2.6155874187528797e-14,1.0531477257481634e-14,130.63443167489268,-48.18550488841909,1.455711160004694,1.458921230545729,1.458921230545729
IC2395_CXO_noconversion-139.0,139.0,130.47207873677706,-47.98652911805846,12.103768,101.81481,0,9.59625,9.643756681860022,9.643756681860022,0.005030067758801771,130.19168299533592,12.365936798731703,7.978845608028655e-18,6.028102749890869e-18,8.887391101756031e-15,1.364255357202545e-15,1.70356118336348e-14,3.4939022205444693e-15,,-1.0,,,,1,2.593098178099886e-14,3.750810811598498e-15,130.47207904568094,-47.986529117571855,1.809235159453213,2.0450848674246775,2.0450848674246775
IC2395_CXO_noconversion-58.0,58.0,130.73550926535538,-48.16796105595317,9.03534,44.41624,0,4.55066,5.687338464834363,5.687338464834363,0.0076945160022372505,34.79518984387439,6.341665479845657,1.9494634839460857e-14,8.728091100681338e-15,1.371565982139365e-15,4.613979162026403e-16,3.049816699846658e-15,9.392776658027671e-16,,0.0,0.8447504854040734,,4.55066,0,2.3916017521446883e-14,8.790603212086461e-15,130.7355092313069,-48.167960934451514,1.2297253319019807,1.0872338864851845,1.0872338864851845
IC2395_CXO_noconversion-25.0,25.0,130.55349132922532,-48.0870725775497,28.237127,83.86851,0,6.93031,3.073741407509024,3.073741407509024,0.008155773546624667,82.37745218851869,9.111851498083913,8.488736362486449e-15,2.6522924332457263e-15,5.9528757517772955e-15,8.943647217751476e-16,9.472822019706731e-15,1.9261857654369467e-15,6.336227754298846,1.0,0.2584710044815931,0.988,6.93031,0,2.3914434133970473e-14,3.3977544069547445e-15,130.5534916711944,-48.087072891346246,0.4139717382724842,0.30428550321447356,0.30428550321447356
IC2395_CXO_noconversion-77.0,77.0,130.59890517147093,-48.03535841245213,14.680157,54.421394,0,5.37817,4.773961714532893,4.773961714532893,0.000157591339598806,50.52079150278922,7.287142187269008,7.888929497129309e-15,6.166483558162755e-15,1.9699316258885577e-15,5.421476993743647e-16,1.3763481612102405e-14,2.207725086777526e-15,,0.0,0.18733773793565256,,4.3122,0,2.3622342735120273e-14,6.572175717356874e-15,130.598905527781,-48.035358695648334,0.8063309477808344,0.772676973376573,0.772676973376573
IC2395_CXO_noconversion-48.0,48.0,130.6636865277928,-48.06562501659332,23.286125,69.76588,0,6.67411,3.4010614144662705,3.4010614144662705,0.007394730527587656,70.92225842427598,8.487913413335914,4.049333140086056e-16,2.1651851206536822e-16,3.3416887578478146e-15,6.523401124228193e-16,1.9283878749960274e-14,3.047483561076742e-15,,0.0,0.3194830058720397,,6.67411,0,2.3030500821816695e-14,3.1240332814129554e-15,130.6636859540204,-48.065624709818756,0.48269411907816034,0.4756825507013539,0.4756825507013539
IC2395_CXO_noconversion-12.0,12.0,130.6523778799676,-48.13373716374983,20.994032,51.621685,0,5.6376,1.796022976581063,1.796022976581063,0.006726468661395146,45.29411582659627,6.784490413770803,1.5845009344361236e-14,5.444484279184681e-15,2.611735971117552e-15,5.817317718950347e-16,4.3602091933963815e-15,1.0818975799572786e-15,,0.0,0.9806651574178561,,5.6376,0,2.281695450887517e-14,5.581337052556376e-15,130.65237827246133,-48.1337373194301,0.40112002263748664,0.36173986477226683,0.36173986477226683
IC2395_CXO_noconversion-72.0,72.0,130.73837540837127,-48.05994111777058,17.22793,86.55605,0,6.82183,5.7752136411774035,5.7752136411774035,0.010098940155447877,77.1728428583443,9.066469795500616,1.842543007554878e-14,3.549020542480402e-15,3.2367752747743978e-15,7.07811172505836e-16,9.791985278966599e-16,4.774871947711066e-16,14.89372119914189,1.0,0.30885491394689035,1.0,6.82183,0,2.2641403878219836e-14,3.650279097280419e-15,130.73837526035308,-48.059940961579194,0.8498686426844295,0.7993258242397088,0.7993258242397088
IC2395_CXO_noconversion-122.0,122.0,130.78264903013638,-48.03481056441405,9.755862,77.924904,0,6.09473,8.094959179472838,8.094959179472838,0.009899295540699349,81.89122246467201,9.88073163457263,7.978845608028655e-18,6.028102749890869e-18,4.351951484808482e-15,8.707382987480764e-16,1.7926945888418228e-14,2.883129417620876e-15,,-1.0,,,,1,2.228687621883474e-14,3.011753104369671e-15,130.78264875824397,-48.0348102670514,1.514079239414709,1.552221368185567,1.552221368185567
IC2395_CXO_noconversion-34.0,34.0,130.54063400610818,-48.14942294481226,15.730933,53.871513,0,5.10876,3.7953816619700764,3.7953816619700764,0.010038821277078558,52.21285564511215,7.353521360866927,1.0574437817194303e-14,2.962176860381613e-15,3.2048946642714517e-15,6.657877122617797e-16,5.047056107200389e-15,1.448363809553281e-15,3.7696954878062865,1.0,0.8379892483896221,0.948,5.10876,0,1.8826388588666146e-14,3.363855340944782e-15,130.54063432405988,-48.149423112879106,0.6163168065928047,0.599980685101945,0.599980685101945
IC2395_CXO_noconversion-20.0,20.0,130.652730679359,-48.10225668389727,32.836754,88.84113,0,7.53773,1.5202602085456538,1.5202602085456538,0.010516260116924192,78.253546851158,8.889935686128096,8.494948334362086e-15,2.116107112290947e-15,4.60260946152389e-15,7.84397458733407e-16,5.0546778895119995e-15,1.1927148789310618e-15,6.530767958150499,1.0,0.9954911152747693,0.989,7.53773,0,1.8152235685397978e-14,2.552598179576898e-15,130.65273019181757,-48.10225645527749,0.29558876139127715,0.2126870996585308,0.2126870996585308
IC2395_CXO_noconversion-47.0,47.0,130.5157695941273,-48.06849379783637,17.723833,73.01732,0,6.70714,4.948068348316663,4.948068348316663,0.00791245447616351,72.22749042084564,8.667185613692507,6.679445691911873e-15,1.6195943390621e-15,5.0642316164247455e-15,8.389481738284384e-16,6.0158743801718325e-15,1.4402471035079542e-15,0.2532331236228793,1.0,0.9338804960407364,0.385,6.70714,0,1.7759551688508452e-14,2.3240549865816695e-15,130.51576969141368,-48.06849421084546,0.7089011628279522,0.6992640683903282,0.6992640683903282
IC2395_CXO_noconversion-22.0,22.0,130.59988005953957,-48.09299228239084,2.7632577,5.6549106,0,2.38475,1.4670015789361837,1.4670015789361837,0.0,5.917962466487936,2.45017654026243,1.4539855230713477e-14,7.445705057199758e-15,1.47802241096056e-15,7.621547818919361e-16,7.978845608028655e-18,6.028102749890869e-18,,-1.0,,,,4,1.6025856487282064e-14,7.484613553710943e-15,130.5998803602069,-48.09299249379368,0.9815965949273746,0.37108978555556776,0.37108978555556776
IC2395_CXO_noconversion-83.0,83.0,130.7551951770501,-48.16962474626737,13.024983,76.21412,0,6.59034,6.401724319696489,6.401724319696489,0.008130762974162487,73.08815634453298,9.018284722570055,3.481824208478281e-15,1.3311961139975532e-15,6.137269207225492e-15,1.0142435290444645e-15,3.927936587827775e-15,1.1023877793744843e-15,,0.0,0.5351144330835338,,4.65996,0,1.3547030003531548e-14,2.004003953650033e-15,130.75519550368665,-48.16962445612055,1.0288639151520271,1.0042879706938348,1.0042879706938348
