Name,RAdeg,DEdeg,PosErr,Coord_Ref,ID_Flag,GLON,GLAT,Xray_Type,Porb,Ppulse,CRSF,Alt_Name,SpType,Gaia_DR3_ID,Gmag,e_Gmag,Vmag,e_Vmag,Jmag,e_Jmag,Hmag,e_Hmag,Kmag,e_Kmag,W1mag,e_W1mag,W2mag,e_W2mag,N_H,Min_Soft_Flux,Max_Soft_Flux,Soft_Xray_Var,Min_Hard_Flux,Max_Hard_Flux,Hard_Xray_Var,Mean_Mass,Low_Mass,High_Mass,Mean_Dist,Low_Dist,High_Dist,Teff,Lopt,IDS,CRSF_Ref,Spin_Ref,Orb_Ref,Spectral_Ref,Dist_Ref,Mass_Ref,Misc_Ref,Comments,_2MASS_ID,CatWISE_ID,ROSAT_ID,XMM_ID,Chandra_ID,XRT_ID,BAT_ID,INTEGRAL_ID
SAX J1324.4-6200,201.111198,-62.0220906,1.0210866800459533,2010ApJS..189...37E,2.0,306.79282957935584,0.6019723014546094,XP,1.1291666666666667,172.84,,INTREF 557,Be?,,,,,,16.887,0.0,15.322,0.0,14.387,0.081,13.133000373840332,0.017000000923871994,12.694999694824219,0.017999999225139618,,1.354,6.424,4.744548093047543,,,,,,,,,,,,"INTREF   557,SAX J1324.4-6200",,"1998A&A...339L..41A,2008A&A...483..249M",2002MNRAS.337.1245L,2009ApJ...707..870B,,,,,13242665-6201191,J132426.70-620118.8,,4XMM J132426.5-620118,J132426.6-620119,2SXPS J132426.7-620118,,
HD 119682,206.63566597037,-62.92338696174,2.587991499213241E-5,2022arXiv220800211G,0.0,309.15506449590436,-0.7193577172677156,Gcas,90.0,1500.0,,1WGA J1346.5-6255,B0Ve,5864664975280537728,8.5181,0.0064,7.901,0.010999999940395355,7.35,0.027,7.184,0.033,6.95,0.023,,,,,6.055,0.9101,2.7434,3.0144637249672557,,,,,,,1535.0,1383.0,1678.0,29823.6,,"HD 119682,ALS  3157,CD-62   761,Cl* NGC 5281     PM      10,Cl* NGC 5281    SBW       1,CPC 20.1  4038,CPD-62  3565,GEN# +2.52810003,GSC 09008-04119,Hen 3-928,LS 3157,2MASS J13463256-6255241,NGC  5281     3,PPM 360310,1RXS J134633.6-625528,SAO 252441,SSTGLMC G309.1550-00.7192,SSTGLMC G309.1551-00.7193,TIC 323077171,TYC 9008-4119-1,UBV M  34693,UCAC2   4148837,UCAC4 136-101683,uvby98 252810003,1WGA J1346.5-6255,3XMM J134632.5-625524,[JE82]  694,Gaia DR2 5864664975280537728,Gaia DR3 5864664975280537728,Gaia DR1 5864664970947478784",,2007ApJ...659..407S,2022MNRAS.510.2286N,2006MNRAS.371..252L,,,,,13463256-6255241,,,4XMM J134632.5-625524,J134632.5-625523,2SXPS J134632.5-625521,,
3FGL J1405.4-6119,211.310065,-61.307838,0.1131370824610367,2003yCat.2246....0C,0.0,311.6717885092561,0.3052824934145148,GP,13.71,,,4FGL J1405.1-6119,O6.5III,,,,,,15.962,,14.369,0.068,12.769,0.044,,,,,,0.1312,0.6183,4.711983812593861,,,,,,,,,,,,"2MASS J14051441-6118282,1FGL J1405.1-6123c,2FGL J1405.5-6121,3FGL J1405.4-6119,4FGL J1405.1-6119,3FHL J1405.1-6118,FL8Y J1405.3-6119,SWIFT J140514.2-611825,TIC 329217258,WISEA J140514.40-611827.7,WISE J140514.40-611827.7",,,2019ApJ...884...93C,2019ApJ...884...93C,,,,,14051441-6118282,,,4XMM J140514.3-611828,J140514.4-611827,2SXPS J140514.6-611837,,
IGR J14059-6116,211.48333333333332,-61.275,350.442120756053,2016ApJS..223...15B,2.0,311.7609103363902,0.3132285566840497,BE,13.71,,,None,O6.5III,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,IGR J14059-6116,,,2019ApJ...884...93C,2019NewAR..8601546K,,,2017MNRAS.470.1107L,probably same source as 3FGL J1405.4-6119,,,,,,,,
MAXI J1409-619,212.01132,-61.983891,0.09899494978758513,2010ATel.2962....1K,1.0,311.7969209291869,-0.4378795197527345,"BE,CL,XP",14.7,503.0,"44,73,128",[OFM2012] 2,O/B?,,,,,,15.874,0.086,13.62,0.022,12.56,0.021,11.770000457763672,0.01600000075995922,11.444000244140625,0.013000000268220901,53.5,4.67,102.8,22.01284716872795,,,,,,,15000.0,,,,,"MAXI J1409-619,NAME OKM2018 SWIFT J1408.2-6194,[OFM2012] 2",2012ApJ...748...86O,2010ATel.3060....1K,2020MNRAS.496.1768D,2012ApJ...748...86O,2012ApJ...748...86O,,,,14080271-6159020,J140802.70-615902.1,,,,2SXPS J140802.4-615854,,
2S 1417-624,215.30140070272,-62.69887940172,8.342307834166753E-5,2022arXiv220800211G,1.0,313.0200569125267,-1.5986293517423964,"BE,XP,XT",42.12,17.6,,2S 1417-62,B1Ve,5854175187680510336,17.7568,0.0034,17.2,,,,,,,,,,,,17.0,0.298,122.6,411.4352430312331,52.35,52.35,,,,,6453.0,4275.0,10095.0,5476.05,,"4U 1416-62,3A 1417-624,2CXO J142112.1-624156,2E  3248,2E 1417.4-6228,H 1417-624,INTREF   601,PBC J1421.1-6243,2S 1417-624,2S 1417-62,SWIFT J1421.2-6242,[BM83] X1417-624",,1981ApJ...243..251K,1996A&AS..120C.209F,2009ApJ...707..870B,,,,,,,,,J142112.1-624156,2SXPS J142112.2-624155,SWIFT J1421.2-6242,
IGR J14331-6112,218.28465330129,-61.26107376019,1.0646022731518095E-4,2022A&A...665A..31F,0.0,314.84628906653455,-0.7642294520765504,BE,,,,CXO J143308.3-611539,early BIII or mid BV,5878377736381364608,17.9646,0.0035,,,14.664,0.077,13.993,0.049,13.783,0.076,,,,,28.3,3.2485,6.075,1.8701136178988857,,,,,,,1865.0,654.0,3161.0,6691.5,0.46320000290870667,"CXO J143308.3-611539,IGR J14331-6112,PBC J1433.3-6115,SWIFT J1433.3-6116,[KRL2007b] 157",,,,"2008A&A...482..113M,2013A&A...560A.108C",,,,,14330833-6115397,,,,J143308.3-611540,2SXPS J143307.9-611540,,
IGR J14488-5942,222.180092,-59.703815,0.09219544392642574,2003yCat.2246....0C,0.0,317.23421413907676,-0.12913079470647973,BE,49.63,33.42,,Swift J1448.4-5945,Oe/Be,,,,,,15.457,0.069,13.532,0.043,12.526,0.042,,,,,,3.347,3.347,,,,,,,,,,,,,"DENIS J144843.1-594213,IGR J14488-5942,2MASS J14484322-5942137,SWIFT J1448.4-5945,TIC 193907722",,2017ApJ...846..161C,2010ATel.2598....1C,2013A&A...560A.108C,,,2010ApJS..186....1B,,14484322-5942137,,,,,2SXPS J144843.2-594213,,
Cir X-1,230.17017640757,-57.16674216654,1.4227100899339963E-4,2022arXiv220800211G,0.0,322.1184848733752,0.03771250444064905,,16.68,,,3U 1516-56,B5-A0I,5883218164517055488,17.776,0.0206,21.4,,12.743,0.031,11.521,0.029,10.692,0.025,10.015000343322754,0.014999999664723873,9.777999877929688,0.010999999940395355,,3.6136,122.1,33.789298520087755,81.88,81.88,,,,,5107.0,1374.0,9790.0,4296.2,,"X Cir X-1,3A 1516-569,GPS 1517-570,GRS G322.50 +00.10,1H 1516-569,H 1510-56,H 1516-569,INTEGRAL1  14,INTREF   645,1M 1516-569,2MASS J15204084-5710001,PBC J1520.6-5710,1RXS J152040.8-571007,2S 1516-569,SSTGLMC G322.1185+00.0378,SWIFT J1521.0-5711,SWIFT J1520.6-5710,TIC 45754445,2U 1516-56,3U 1516-56,4U 1516-569,4U 1516-56,V* BR Cir,XB 1516-569,1XRS 15168-569,[BM83] X1516-569,[KRL2007b] 168",,,2007MNRAS.374..999J,2007MNRAS.374..999J,,,,Uncertain if HMXB or LMXB.,15204084-5710001,J152040.87-570959.8,,4XMM J152040.8-571000,J152040.8-571000,2SXPS J152040.6-571002,SWIFT J1521.0-5711,
4U 1538-52,235.59729827777,-52.38601199162,1.4393401265857907E-5,2022arXiv220800211G,0.0,327.41966497967616,2.1636973689217505,"CL,EB,SG,XP",3.73,526.42,"22,47",4U 1538-522,B0 Iab,5886085557746480000,13.1637,0.0031,14.5,,10.358,0.025,9.91,0.023,9.677,0.022,9.21500015258789,0.009999999776482582,9.256999969482422,0.00800000037997961,46.0,2.6839,271.9,101.30933646466599,328.27,328.27,,1.02,0.85,1.19,5988.0,5091.0,6837.0,5980.2,2698.0,"X Nor X-2,1A 1540-53,3A 1538-522,GPS 1538-522,GX 327+05.5,1H 1538-522,H 1538-522,INTEGRAL1  15,INTREF   654,1M 1538-521,2MASS J15422335-5223095,PBC J1542.4-5222,1RXS J154222.8-522311,2S 1538-52,2S 1538-522,SBC9 854,SWIFT J1542.6-5222,SWIFT J1542.3-5222,TIC 190415214,2U 1536-52,3U 1538-52,4U 1538-52,4U 1538-522,V* QV Nor,WEB 13046,1XRS 15386-522,[BM83] X1538-522,[KRL2007b] 170,Gaia DR2 5886085557746480000,Gaia DR3 5886085557746480000","2009A&A...508..395R,2013ApJ...777...61H,2016MNRAS.458.2745H",2019ApJ...873...62H,"1990ApJ...353..274C,2011ApJ...730...25R,2017PhDT.......225D","1990ApJ...353..274C,2017PhDT.......225D",,2015A&A...577A.130F,,Superorbital period: 14.913 d (2021ApJ...906...13C),15422335-5223095,J154223.35-522309.6,2RXS J154222.7-522315,4XMM J154223.3-522309,J154223.3-522309,2SXPS J154223.2-522311,SWIFT J1542.6-5222,
XTE J1543-568,236.02135471815,-56.76187017075,3.1920012531325864E-4,2012ATel.4008....1K,1.0,324.9605956083558,-1.464466794098321,"XP,XT",75.56,27.12,,INTREF 655,Be?,5882543824607819776,0.0,0.0,,,14.315,0.05,13.344,0.043,12.78,0.04,,,,,,123.7,123.7,,5.434,5.434,,,,,5920.0,4085.0,7952.0,,,"INTREF   655,XTE J1543-568,[KRL2007b] 171",,"2000IAUC.7363....2M,2001ApJ...553L.165I",2001ApJ...553L.165I,2009ApJ...707..870B,,,,,15440515-5645425,,,,,2SXPS J154405.2-564541,,XTE J1543-568
HD 141926,238.59067450083,-55.3289895306,1.6478470802838474E-5,2022arXiv220800211G,0.0,326.97623044474983,-1.2387238456187986,,,,,I 549A,B2 IIIn,5884544931471259136,8.6893,0.0031,9.13,0.009999999776482582,7.098,0.018,6.841,0.036,6.509,0.024,6.316999912261963,0.024000000208616257,6.005000114440918,0.012000000104308128,,,,,,,,,,,1352.0,1278.0,1531.0,23809.21,,"HD 141926,** I  549A,ALS  3417,CCDM J15544-5520A,CD-54  6443,CD-54  6441,CPC 19  6103,CPD-54  6759,1E 1550.4-5510,2E  3516,2E 1550.3-5510,GEN# +1.00141926,GSC 08701-00370,1H 1555-552,Hbg 1023,Hen 3-1110,IDS 15465-5502 A,INTREF   661,IRAS 15504-5510,LS 3417,2MASS J15542182-5519443,PDS 399,PPM 344342,RX J155422.2-551945,SAO 243098,TIC 84513533,TYC 8701-370-1,UCAC3 70-309567,UCAC4 174-138706,uvby98 100141926,WDS J15544-5520A,WRAY 15-1374,[JE82]  787,[L64] 303,[SKR96] SNR 327.1-1.1 3,Gaia DR2 5884544931471259136,Gaia DR3 5884544931471259136,Gaia DR1 5884544931454575104",,,,2003AJ....126.2971V,,,,,15542182-5519443,J155421.82-551944.3,,,,,,
2S 1553-542,239.4512684,-54.4147321,1.1430345556737667,2010ApJS..189...37E,2.0,327.9430200112334,-0.8557416845748118,"BE,CL,HT,XP",30.6,9.28,23-27,H 1553-542,B1-2V,,,,,,,,,,,,11.628999710083008,0.00800000037997961,11.574999809265137,0.006000000052154064,37.26,0.0147,1633.0,111297.52230615943,,,,,,,20000.0,16000.0,24000.0,,,"H 1553-542,INTREF   664,MXB 1553-54,PBC J1557.7-5425,2S 1553-542,2S 1553-54,SBC9 874,SWIFT J1557.8-5425,WEB 13224,[BM83] X1553-542",2019A&A...622A..61S,"1983ApJ...274..765K,2022ApJ...927..194M",2016MNRAS.457..258T,2016MNRAS.462.3823L,2016MNRAS.462.3823L,,,,,J155748.25-542453.9,,,J155748.3-542453,2SXPS J155747.9-542452,,
IGR J16195-4945,244.88409544759,-49.74182617003,4.910040733028597E-5,2022arXiv220800211G,0.0,333.55701294929037,0.3390138890222978,SG,3.95,,,2MASS J16193220-4944305,ON9.7Iab,5935509395659726592,16.3732,0.0028,16.8,,13.569,0.026,11.958,0.025,10.995,0.021,10.125,0.008999999612569809,10.052000045776367,0.008999999612569809,,0.9409,18.66,19.833051209844534,20.878,31.51,1.509244141043431,,,,2404.0,1980.0,2918.0,7986.8,10.90999984741211,"2MASS J16193220-4944305,AX J1619.4-4945,CXOU J161932.2-494430,DENIS J161932.1-494430,IGR J16195-4945,INTEGRAL1  20,PBC J1619.5-4946,SSTGLMC G333.5570+00.3390,SSTGLMC G333.5571+00.3390,SWIFT J1619.2-4945,SWIFT J1619.3-4944,TIC 316021036,USNO-B1.0 0402-00529810,[KRL2007b] 182,Gaia DR3 5935509395659726592,Gaia DR2 5935509395659726592",,,2016MNRAS.456.2717C,"2013A&A...560A.108C,2016MNRAS.456.2717C",,,"2004ATel..229....1W,2006ApJ...647.1309T",,16193220-4944305,J161932.19-494430.6,,,J161932.2-494430,2SXPS J161932.3-494431,SWIFT J1619.2-4945,IGR J16195-4945
IGR J16207-5129,245.19273371547,-51.50170602014,4.5803274992078894E-5,2022arXiv220800211G,0.0,332.45891121541416,-1.0501516291403432,SG,9.73,,,UCAC3 77-288328,B0I / B1Ia,5934776158877214848,14.7837,0.0031,,,10.441,0.022,9.62,0.022,9.133,0.021,8.329000473022461,0.007000000216066837,8.487000465393066,0.00800000037997961,153.6,23.3665,38.34,1.6408106183057907,,,,,,,6583.0,3789.0,10600.0,7295.6,,"UCAC3 77-288328,CXOU J162046.2-513006,DENIS J162046.2-513006,IGR J16207-5129,INTEGRAL1  22,2MASS J16204627-5130060,PBC J1620.8-5130,SSTGLMC G332.4589-01.0501,SWIFT J1620.9-5129,SWIFT J1620.8-5130,TIC 316706821,USNO-A2.0 0375-27093111,USNO-B1.0 0384-00560875,[KRL2007b] 185,Gaia DR2 5934776158877214848,Gaia DR3 5934776158877214848",,,2011ATel.3785....1J,2008A&A...486..911N,,,"2004ATel..229....1W,2006A&A...459...21M,2006ATel..783....1M,2008A&A...486..911N",,16204627-5130060,J162046.25-513006.1,,4XMM J162046.2-513005,J162046.2-513006,2SXPS J162046.2-513006,,
Swift J1626.6-5156,246.65214511693,-51.9418481573,3.804799600504605E-5,2022arXiv220800211G,0.0,332.78099333747775,-2.002710914838236,"BE,CL,HT,QPO,XP",132.9,15.36,"10,18",UCAC3 77-300187,B0-2Ve,5933976985766949376,15.729,0.0032,,,13.436,0.024,12.948,0.025,12.537,0.023,,,,,35.93,0.7499,41.24,54.9940925104813,14.98,14.98,,,,,7904.0,5870.0,12025.0,,,"UCAC3 77-300187,DENIS J162636.5-515630,2MASS J16263652-5156305,NOMAD1 0380-0705569,PBC J1626.5-5155,SWIFT J1626.5-5156,SWIFT J1626.6-5156,SWIFT J1626.9-5156,SWIFT J162636.2-515634,TIC 7043322,UCAC4 191-139077,USNO-B1.0 0380-00649488,WISEA J162636.50-515630.6,WISE J162636.50-515630.6,[KRL2007b] 186,Gaia DR2 5933976985766949376,Gaia DR3 5933976985766949376","2006HEAD....9.0170C,2013ApJ...762...61D",2019A&A...622A..61S,2019A&A...622A..61S,2019A&A...622A..61S,,,,,16263652-5156305,,,,J162636.5-515630,2SXPS J162636.4-515629,SWIFT J1626.9-5156,
IGR J16283-4838,247.045134,-48.648914,0.1555634910181035,2003yCat.2246....0C,0.0,335.32675610684385,0.10155970009633242,SG,287.6,,,2MASS J16281083-4838560,sgBe,,,,,,16.798,0.0,15.815,0.0,13.948,0.058,,,,,,0.338,0.5935,1.7558808582783743,8.437,15.39,1.8241081763778255,,,,,,,,,"2MASS J16281083-4838560,IGR J16283-4838,PBC J1628.1-4839,SSTGLMC G335.3267+00.1016,SWIFT J1628.4-4838,TIC 12271447,[KRL2007b] 188,[PCC2011] C1",,,2013ApJ...775L..25C,2019NewAR..8601546K,,,"2005ATel..456....1S,2011A&A...526A..15P",,16281083-4838560,,,4XMM J162810.8-483856,,2SXPS J162810.7-483854,SWIFT J1628.4-4838,IGR J16283-4838
IGR J16318-4848,247.95125817288,-48.81687706741,1.5834121383897495E-4,2022arXiv220800211G,0.0,335.6159751105577,-0.4477566507450912,"RS,SG",80.0,,,INTEGRAL1 24,B0-5sgBe,5940777877435137024,17.1398,0.0037,,,10.162,0.022,8.328,0.04,7.187,0.021,,,,,,2.2793,8.999,3.948211406173382,298.012,462.16,1.550810023140417,,,,7568.0,4630.0,10717.0,4007.3,,"2MASS J16314831-4849005,IGR J16318-4848,INTEGRAL1  24,MSX6C G335.6164-00.4479,PBC J1631.7-4848,SSTGLMC G335.6160-00.4476,SWIFT J1632.1-4849,SWIFT J1631.8-4848,TIC 18410615,2XMM J163148.2-484900,[FC2004] Star 1,[KRL2007b] 189,Gaia DR2 5940777877435137024,Gaia DR3 5940777877435137024",,,2009RAA.....9.1303J,2019NewAR..8601546K,,,"2003A&A...411L.427W,2003IAUC.8063....3C",,16314831-4849005,,,4XMM J163148.3-484900,,2SXPS J163148.2-484900,SWIFT J1632.1-4849,IGR J16318-4848
IGR J16320-4751,248.0072029,-47.8734389,3.958383796148471,2010ApJS..189...37E,2.0,336.33019923857,0.16977865288942137,"RS,SG,XP",8.99,1303.0,,AX J1631.9-4752,O8I,,,,,,,,,,,,,,,,200.0,13.3766,242.8,18.15109985540374,209.495,312.16,1.4900594674254748,,,,3500.0,,,,,"AX J1631.9-4752,1FGL J1632.9-4802c,1FGL J1632.7-4733c,2FGL J1632.4-4753c,3FGL J1633.0-4746e,1FHL J1633.0-4746,2FHL J1633.5-4746e,3FHL J1631.6-4756e,3FHL J1633.0-4746e,1FLE J1639-4655,HESS J1632-478,IGR J16320-4751,INTEGRAL1  25,PBC J1632.0-4751,SWIFT J1632.1-4753,SWIFT J1632.0-4752,TeV J1632-478,2XMM J163201.8-475228,[KRL2007b] 190",,"2005A&A...433L..41L,2006MNRAS.366..274R",2005ATel..649....1C,2019NewAR..8601546K,2008A&A...484..801R,,"2001ApJS..134...77S,2003A&A...407L..41R",,,,,4XMM J163201.7-475228,J163201.7-475224X,2SXPS J163201.6-475229,SWIFT J1632.1-4753,IGR J16320-4751
IGR J16328-4726,248.157668,-47.394887,0.63515,2020A&A...641A.136W,2.0,336.749224217534,0.42219727399150475,"SG,XT",10.08,,,DENIS J163237.9-472341,O8Iafpe,,,,,,14.631,0.048,12.423,,11.275,,10.1850004196167,0.009999999776482582,9.970999717712402,0.008999999612569809,,3.3082,16.5575,5.004987606553413,23.76,23.76,,,,,,,,,,"DENIS J163237.9-472341,IGR J16328-4726,PBC J1632.7-4727,SSTGLMC G336.7492+00.4223,SWIFT J1633.8-4724B,WISEA J163237.83-472341.4,[PFT2015] A",,,"2010ATel.2588....1C,2010ApJ...725L..68F",2015AJ....150...21P,,,2009ATel.2075....1G,,16323791-4723409,J163237.82-472341.3,,4XMM J163237.8-472341,,2SXPS J163237.9-472340,SWIFT J1633.8-4724B,
IGR J16327-4940,248.16638484576,-49.70382899144,4.8956817707036465E-5,2022arXiv220800211G,0.0,335.06347977632373,-1.1557153174476578,,,,,2MASS J16323995-4942137,OB,5940576971716473344,12.8201,0.0097,15.0,,8.411,0.021,7.458,0.038,6.809,0.026,7.190000057220459,0.02800000086426735,6.492000102996826,0.01600000075995922,,,,,,,,,,,12939.0,9882.0,17565.0,,,"2MASS J16323995-4942137,AKARI-FIS-V1 J1632397-494227,EM* VRMF   55,IGR J16327-4940,IRAS 16288-4935,TIC 21522516,WISEA J163239.95-494213.7,WISE J163239.93-494213.5,[GKF2010] MN44,Gaia DR2 5940576971716473344,Gaia DR3 5940576971716473344",,,,2010A&A...519A..96M,,,,,16323995-4942137,J163239.96-494213.0,,,,,,
IGR J16374-5043,249.30553460356,-50.72612789596,4.856477838928126E-4,2020MNRAS.491.4543S,1.0,334.802398587427,-2.3838378161284033,"SG,XT",,,,None,,5940285090075838848,19.7832,0.006,,,,,,,,,,,,,2.97,4.484,4.484,,,,,,,,2854.0,1182.0,5046.0,,,IGR J16374-5043,,,,,,,"2010ATel.2809....1P,2020MNRAS.491.4543S",,,,,,,2SXPS J163713.4-504330,,
IGR J16393-4643,249.7727763,-46.7034977,1.0062132247151838,2010ApJS..189...37E,2.0,338.0016635738395,0.07519365850003452,"CL,SG,XB,XP",4.24,908.79,29,AX J163904-4642,BIV-V(OB)$^dag$,,,,,,,,,,,,,,,,653.2,9.7518,45.7352,4.689926215277462,71.02,71.02,,,,,4000.0,1400.0,5700.0,,,"AX J1639.0-4642,CXOU J163905.5-464213,IGR J16393-4643,INTEGRAL1  29,NAME AX J163904-4642,PBC J1639.1-4641,SWIFT J1639.2-4641,SWIFT J1639.1-4642",2016ApJ...823..146B,"2006A&A...447.1027B,2006ApJ...649..373T,2010ATel.2570....1C,2012ApJ...751..113B,2015MNRAS.446.4148I","2006ApJ...649..373T,2010ATel.2570....1C,2011HEAD...12.4206P,2012ApJ...751..113B,2013ApJ...778...45C",2012ApJ...751..113B,2021MNRAS.502.5455A,,2001ApJS..134...77S,"Alternative orbital period: 3.69 d (2006ApJ...649..373T), Superorbital period: 14.99 d (2013ApJ...778...45C)",,,,4XMM J163905.4-464212,J163905.4-464212,2SXPS J163905.4-464212,SWIFT J1639.2-4641,
IGR J16418-4532,250.46160612338,-45.54040336052,0.0014826354541828547,2022arXiv220800211G,0.0,339.1889079674825,0.48895590883622364,"SG,XT",3.74,1246.0,,INTEGRAL1 31,BN0.5Ia,5943166184173519744,20.4192,0.0085,,,13.867,0.049,12.305,0.04,11.483,0.032,10.932000160217285,0.008999999612569809,10.92300033569336,0.008999999612569809,150.0,0.3418,72.1068,210.94900547362508,49.049,54.0,1.1009398550227731,,,,4926.0,2137.0,8816.0,,,"2MASS J16415078-4532253,IGR J16418-4532,INTEGRAL1  31,PBC J1641.7-4532,SWIFT J1641.9-4531,SWIFT J1642.0-4532,TIC 233442456,[KRL2007b] 197,Gaia DR2 5943166184173519744,Gaia DR3 5943166184173519744",,"2008A&A...484..783C,2013MNRAS.433..528D","2006ATel..779....1C,2008A&A...484..783C,2013MNRAS.433..528D",2013A&A...560A.108C,,,2004ATel..224....1T,Superorbital period: 14.73 d (2013ApJ...778...45C),16415078-4532253,J164150.81-453225.9,,4XMM J164150.7-453225,,2SXPS J164150.6-453217,SWIFT J1641.9-4531,IGR J16418-4532
IGR J16465-4507,251.64690161253,-45.11796081034,1.869358178627092E-5,2022arXiv220800211G,0.0,340.0535361165868,0.13502621026419184,"SG,XP,XT",30.32,228.0,,2MASS J16463526-4507045,B0.5-1Ib,5943246345430928512,13.4843,0.0029,,,10.537,0.023,10.079,0.025,9.843,0.023,,,,,22.4425,3.6723,20.9765,5.712056683513419,15.45,16.588,1.0736569270346927,,,,2638.0,1869.0,3138.0,5039.0,614.0999755859375,"2MASS J16463526-4507045,IGR J16465-4507,SSTGLMC G340.0535+00.1349,SWIFT J1647.9-4511B,TIC 236510713,USNO-B1.0 0448-00520455,[KRL2007b] 199,Gaia DR2 5943246345430928512,Gaia DR3 5943246345430928512",,,2010MNRAS.406L..75C,2016A&A...591A..87C,,,2004ATel..329....1L,,16463526-4507045,,,4XMM J164635.2-450706,,2SXPS J164635.0-450705,SWIFT J1647.9-4511B,IGR J16465-4507
IGR J16479-4514,252.027341,-45.201893,0.08485281184577752,2003yCat.2246....0C,0.0,340.1630226341048,-0.1238564411183925,"SG,XT",3.32,,,INTEGRAL1 33,O8.5Ib,,,,,,12.954,0.027,10.825,0.022,9.798,0.024,9.16100025177002,0.010999999940395355,8.89799976348877,0.009999999776482582,66.0,0.4041,16.04,39.691073970541254,48.62,73.95,1.5209789783167098,,,,4600.0,,,,,"2MASS J16480656-4512068,IGR J16479-4514,INTEGRAL1  33,PBC J1648.2-4511,SSTGLMC G340.1630-00.1238,SWIFT J1647.9-4511A,TIC 245567767,[KRL2007b] 200",,,2015ApJ...808..140C,2015ApJ...808..140C,2015ApJ...808..140C,,"2003ATel..176....1M,2008A&A...484..783C,2008A&A...484..801R",Superorbital period: 11.88 d (2013ApJ...778...45C),16480656-4512068,J164806.56-451206.7,,4XMM J164806.7-451208,J164806.5-451206,2SXPS J164806.1-451205,SWIFT J1647.9-4511A,IGR J16479-4514
IGR J16493-4348,252.362308,-43.81918,0.08485281184577752,2003yCat.2246....0C,0.0,341.37525351816294,0.5828845154169677,"CL,SG,XB",6.78,1093.1,31,2MASS J16492695-4349090,B0.5Ib,,,,,,14.595,0.054,12.859,0.056,11.935,0.038,11.017999649047852,0.010999999940395355,10.949000358581543,0.008999999612569809,29.3,3.1611,32.33,10.22755043718384,26.026,49.31,1.8946437631174333,,,,16000.0,6000.0,26000.0,,,"2MASS J16492695-4349090,IGR J16493-4348,PBC J1649.4-4349,SWIFT J1649.3-4351,SWIFT J1649.5-4350,TIC 245928569,[KRL2007b] 203",2019A&A...622A..61S,"2010ATel.2766....1C,2013AAS...22114238P,2019ApJ...873...86P","2010ATel.2599....1C,2010ATel.2766....1C,2010MNRAS.406L..16C,2011A&A...532A..73D,2013AAS...22114238P","2010A&A...516A.106N,2010ATel.2599....1C,2010MNRAS.406L..16C,2011A&A...532A..73D","2019ApJ...873...86P,2010A&A...516A.106N",,"2005ATel..457....1G,2008MNRAS.385..423H",Superorbital period: 20.058 d (2019ApJ...879...34C),16492695-4349090,J164926.93-434908.7,,,J164926.9-434909,2SXPS J164926.9-434908,SWIFT J1649.3-4351,IGR J16493-4348
AX J1700.2-4220,255.10518862212,-42.31675095154,2.5045957757690165E-5,2022arXiv220800211G,0.0,343.80340799190594,-0.029943362082920796,BE,44.12,54.2,,HD 153295,B2e,5966213219190201856,8.7072,0.003,,,7.445,0.027,7.093,0.036,6.729,0.016,6.879000186920166,0.028999999165534973,5.955999851226807,0.012000000104308128,1.306,0.1439,0.1439,,,,,,,,1465.0,1377.0,1546.0,41440.8,,"HD 153295,ALS  3885,AX J1700.2-4220,Braes  203,CD-42 11737,CPC  0 15669,CPD-42  7590,EM* MWC  588,GCRV  9787,GEN# +1.00153295,GSC 07877-00602,Hbg 1277,Hen 3-1307,INTEGRAL1  36,LS 3885,2MASS J17002524-4219003,NGC  6231   335,PBC J1700.2-4221,PPM 322510,SAO 227546,SSTGLMC G343.8034-00.0300,SWIFT J1700.6-4222,SWIFT J1700.2-4221,TIC 121905577,TYC 7877-602-1,UBV M  21835,UCAC2  13824453,UCAC4 239-107847,USNO-B1.0 0476-00587932,uvby98 100153295,WEB 14065,WISEA J170025.21-421900.1,WISE J170025.22-421900.2,WRAY 15-1590,[JE82]  864,[KRL2007b] 212,[MP69] 24,Gaia DR3 5966213219190201856,Gaia DR2 5966213219190201856,Gaia DR1 5966213219190201856",,2010ATel.2564....1M,2010ATel.2564....1M,2019NewAR..8601546K,,,"2001ApJS..134...77S,2006ATel..783....1M",,17002524-4219003,J170025.25-421859.8,,,J170025.2-421900,2SXPS J170025.1-421901,,
