Name,RAdeg,DEdeg,PosErr,Coord_Ref,ID_Flag,GLON,GLAT,Xray_Type,Porb,Ppulse,CRSF,Alt_Name,SpType,Gaia_DR3_ID,Gmag,e_Gmag,Vmag,e_Vmag,Jmag,e_Jmag,Hmag,e_Hmag,Kmag,e_Kmag,W1mag,e_W1mag,W2mag,e_W2mag,N_H,Min_Soft_Flux,Max_Soft_Flux,Soft_Xray_Var,Min_Hard_Flux,Max_Hard_Flux,Hard_Xray_Var,Mean_Mass,Low_Mass,High_Mass,Mean_Dist,Low_Dist,High_Dist,Teff,Lopt,IDS,CRSF_Ref,Spin_Ref,Orb_Ref,Spectral_Ref,Dist_Ref,Mass_Ref,Misc_Ref,Comments,_2MASS_ID,CatWISE_ID,ROSAT_ID,XMM_ID,Chandra_ID,XRT_ID,BAT_ID,INTEGRAL_ID
OAO 1657-415,255.203682,-41.65596,0.08485281184577752,2003yCat.2246....0C,0.0,344.3691631512559,0.31923909793287025,"CL,EB,XP",10.4,37.03,35.6,AX J1700.7-4139,Ofpe/WN9,,,,,,14.094,0.05,11.681,0.035,10.377,0.04,9.630999565124512,0.020999999716877937,9.20199966430664,0.01600000075995922,,61.56,61.56,,828.113,1167.25,1.4095298625617567,1.74,1.44,2.04,2200.0,1700.0,2900.0,,,"2MASS J17004888-4139214,AX J1700.7-4139,DENIS J170048.8-413921,EXO 1657-419,GPS 1657-418,H 1657-415,INTEGRAL1  37,INTREF   733,NAME OAO 1657-41,NAME OAO 1657-415,PBC J1700.8-4139,SWIFT J1700.8-4139,TIC 345231569,[BM83] X1657-415,[KRL2007b] 213","1999A&A...349L...9O,2022A&A...659A..48S","1989PASJ...41....1N,1993ApJ...403L..33C,2008A&A...486..293B,2022MNRAS.509.5747S,2022A&A...659A..48S","2006A&A...455.1165L,2008A&A...486..293B",2014yCat....1.2023S,2020ApJ...896...90M,2015A&A...577A.130F,,,17004888-4139214,J170048.95-413921.6,,,,2SXPS J170048.8-413920,SWIFT J1700.8-4139,OAO 1657-415
HD 153919,255.98656593018,-37.84412027228,2.42365426577307E-5,2022arXiv220800211G,0.0,347.75445331107574,2.1734893962492388,"EB,RS,SG",3.41,,,4U 1700-37,O6Iafcp,5976382915813535232,6.4205,0.0029,6.51,,5.744,0.021,5.639,0.038,5.496,0.023,5.008999824523926,0.027000000700354576,5.322999954223633,0.02800000086426735,,19.0626,1490.59,78.1944750453768,3661.16,3661.16,,1.96,1.77,2.15,1466.0,1345.0,1592.0,7668.1,,"HD 153919,ALS  3899,ASCC 1877055,CD-37 11206,CGO 434,CPC 18  8464,CPD-37  6877,2E  3807,2E 1700.5-3746,GC 22996,GCRV 22936,GEN# +2.62810002,GOS G347.75+02.17 01,GPS 1659-376,GSC 07869-02226,GUM 57b,Hen 3-1320,H 1700-377,HIC  83499,HIP  83499,INTEGRAL1  39,INTREF   740,IRAS 17005-3746,JP11  4328,LS 3899,1M 1700-377,2MASS J17035678-3750389,NGC  6281     2,PBC J1703.9-3750,PPM 295846,1RXS J170358.4-375043,2S 1700-377,SAO 208356,SBC7   608,SBC9 943,SKY# 30769,SWIFT J1703.9-3753,SWIFT J1703.9-3750,TD1 19850,TIC 347468930,TYC 7869-2226-1,2U 1700-37,3U 1700-37,4U 1700-37,4U 1700-377,UBV M  35615,UCAC3 105-241469,UCAC4 261-110916,uvby98 262810002,V* V884 Sco,WEB 14113,1XRS 17005-377,[BM83] X1700-377,[KRL2007b] 216,AAVSO 1657-37,Gaia DR3 5976382915813535232,Gaia DR2 5976382915813535232",,,1973ApJ...181L..43J,2014ApJS..211...10S,,2015A&A...577A.130F,,,17035678-3750389,J170356.72-375039.5,,4XMM J170356.7-375038,,2SXPS J170356.8-375038,SWIFT J1703.9-3753,
AX J1714.1-3912,258.432982,-39.201804,0.43716,2020A&A...641A.136W,2.0,347.80723316072545,-0.17238068920531938,,,,,CXOU J171343.9-391205,,,,,,,13.61,0.035,11.786,0.034,10.87,0.024,,,,,,2.7823,2.7823,,,,,,,,,,,,,"AX J1714.1-3912,CXOU J171343.9-391205",,,,,,,,,17134391-3912055,,,4XMM J171343.9-391206,,,,
XTE J1716-389,258.985248,-38.864929,0.1131370824610367,2010MNRAS.408.1866R,1.0,348.33113583386086,-0.3241875938138039,,99.1,,,2CXO J171556.4-385154,,,,,,,15.058,,13.569,0.09,12.579,0.059,,,,,,0.3263,0.3263,,,,,,,,,,,,,"2CXO J171556.4-385154,KS 1716-389,1RXH J171556.7-385150,XTE J1716-389,[KRL2007b] 231",,,2006ApJS..163..372W,,,,,,17155645-3851537,,2RXS J171556.8-385150,,J171556.4-385154,,,
IGR J17200-3116,260.02463474661,-31.28321064763,1.7165692528995155E-4,2022arXiv220800211G,0.0,355.02212439935414,3.3474101505847953,BE,,328.2,,2MASS J17200591-3116596,,5980409632300781056,17.9121,0.0057,,,13.581,0.056,12.334,0.057,11.983,0.043,,,,,31.26,3.7614,34.14,9.076343655232348,37.41,37.41,,,,,6067.0,3774.0,9765.0,4902.56,,"2MASS J17200591-3116596,CXOU J172005.9-311659,DENIS J172005.9-311659,IGR J17200-3116,INTEGRAL1  52,PBC J1720.1-3116,1RXS J172006.1-311702,SWIFT J1720.3-3115,SWIFT J1720.2-3112,TIC 154953514,[KRL2007b] 235",,2011ATel.3205....1N,,,,,2004ATel..229....1W,,17200591-3116596,,2RXS J172006.0-311700,4XMM J172005.9-311658,J172005.9-311659,2SXPS J172005.9-311659,SWIFT J1720.3-3115,
IGR J17252-3616,261.297465,-36.282646,0.08485281184577752,2003yCat.2246....0C,0.0,351.49725230348406,-0.35393273181576324,"EB,SG,XP",9.72,413.7,,EXO 1722-363,O8.5I,,,,14.3,0.10000000149011612,14.218,0.035,11.811,0.028,10.672,0.026,9.765000343322754,0.010999999940395355,9.381999969482422,0.008999999612569809,,0.2194,74.2039,338.28377873209513,91.949,136.49,1.4844098755164992,1.91,1.46,2.36,,,,,,"2MASS J17251139-3616575,EXO 1722-363,1FGL J1724.0-3611c,3FGL J1725.7-3555c,Ginga 1722-36,GPS 1722-363,IGR J17252-3616,INTEGRAL1  53,INTREF   778,MAXI J1725-365,PBC J1725.2-3616,PSR B1722-36,SSTGLMC G351.4972-00.3539,SWIFT J1725.1-3616,SWIFT J1725.2-3617,TIC 463692928,2XMM J172511.3-361658,[KRL2007b] 237",,"1989PASJ...41..473T,2007ApJ...661..447T",2007ApJ...661..447T,2019NewAR..8601546K,,2015A&A...577A.130F,"1988MNRAS.232..551W,2004ATel..229....1W,2009A&A...505..281M",,17251139-3616575,J172511.38-361657.6,,4XMM J172511.3-361657,,2SXPS J172511.2-361658,SWIFT J1725.1-3616,EXO 1722-363
IGR J17354-3255,263.86499688215,-32.93182312091,4.20654181008581E-4,2022arXiv220800211G,0.0,355.4576075861513,-0.2730443290972533,"SG,XT",8.45,,,2MASS J17352760-3255544,O8.5Iab(f) or O9Iab,4054559284753424000,18.9149,0.0047,,,12.509,0.049,10.993,0.038,10.272,0.032,9.484999656677246,0.010999999940395355,9.515999794006348,0.008999999612569809,,2.3739,36.0899,15.202912880746299,29.2,29.2,,,,,3970.0,2057.0,5799.0,,,"2MASS J17352760-3255544,CXOU J173527.5-325554,DENIS J173527.6-325554,IGR J17354-3255,PBC J1735.4-3256,SSTGLMC G355.4576-00.2730,SWIFT J1735.6-3255,SWIFT J1735.5-3255,SWIFT J173527.7-325555,TIC 103148637,WISEA J173527.61-325554.5,WISE J173527.62-325554.5,Gaia DR3 4054559284753424000,Gaia DR2 4054559284753424000",,,"2010ATel.2596....1D,2011MNRAS.417..573S,2013A&A...560A.108C",2013A&A...560A.108C,,,2006ATel..874....1K,,17352760-3255544,J173527.62-325554.6,,4XMM J173527.4-325554,J173527.5-325554,2SXPS J173527.7-325548,SWIFT J1735.5-3255,
IGR J17375-3022,264.39059499999996,-30.387358,,2020MNRAS.491.4543S,2.0,357.84301208007037,0.7191522847631119,"SG,XT",,,,None,,,,,,,14.674,0.065,12.995,0.061,12.31,0.06,,,,,,21.11,21.11,,,,,,,,,,,,,IGR J17375-3022,,,,,,,"2008ATel.1781....1R,2008ATel.1783....1B,2020MNRAS.491.4543S",,17373369-3023151,,,,,2SXPS J173734.0-302317,,
XTE J1739-302,264.79812927251,-30.34381326585,5.1975474985804604E-5,2022arXiv220800211G,0.0,358.0677601039949,0.44523319983458537,"SG,XT",51.47,,,IGR J17391-3021,O8Iab(f),4056922105185686784,12.6433,0.0029,14.4,0.20000000298023224,8.6,0.021,7.823,0.027,7.428,0.023,6.998000144958496,0.014999999664723873,7.125,0.010999999940395355,52.0,2.8875,14.68,5.083947564324775,10.81,10.81,,,,,1971.0,1764.0,2173.0,,,"UCAC4 299-128565,AX J1739.1-3020,IGR J17391-3021,2MASS J17391155-3020380,NAME XTE J17391-3021,PBC J1739.1-3022,SSTGLMC G358.0677+00.4452,SWIFT J1738.9-3024,TIC 106579192,USNO-A2.0 0525-28760590,USNO-B1.0 0596-00585865,WISEA J173911.55-302037.7,WISE J173911.55-302037.7,2XMM J173911.5-302036,XTE J1739-302,[H97] B,[KRL2007b] 256,[SKM2002]  7,Gaia DR2 4056922105185686784,Gaia DR3 4056922105185686784",,,2010MNRAS.409.1220D,2019NewAR..8601546K,,,"1997IAUC.6757....2S,2003ATel..181....1S",Alternative orbital period: 12.87 d (2009MNRAS.399.2021R),17391155-3020380,J173911.58-302037.6,,4XMM J173911.5-302037,J173911.5-302037,2SXPS J173911.6-302035,SWIFT J1738.9-3024,
RX J1739.4-2942,264.874958,-29.702723,0.4839,2020A&A...641A.136W,2.0,358.6458156166552,0.7303809377386208,XT,,,,Granat 1736-297,Be?,,,,,,,,,,,,,,,,,43.85,101.945,2.324857467585891,,,,,,,,,,,,"RX J1739.4-2942,Granat 1736-297,INTREF   805,1RXS J173930.3-294211,[KRL2007b] 257",,,,2009ApJ...707..870B,,,,Uncertain if HMXB or LMXB.,,,2RXS J173930.3-294210,4XMM J173929.9-294209,,2SXPS J173929.9-294208,,
XTE J1743-363,265.75551465281,-36.3728459152,9.95695234496982E-5,2022arXiv220800211G,0.0,353.3700695852372,-3.4202921549919214,,,,,2MASS J17430133-3622221,OI,4040960662373474176,15.2212,0.0076,,,9.616,0.024,8.305,0.034,7.624,0.026,7.074999809265137,0.012000000104308128,7.1529998779296875,0.008999999612569809,,0.0933,6.574,70.48377158139282,15.53,15.53,,,,,7758.0,5841.0,10223.0,,,"2MASS J17430133-3622221,MSX6C G353.3697-03.4195,PBC J1743.0-3620,SWIFT J1743.1-3620,TIC 149196212,USNO-B1.0 0536-00518280,WISEA J174301.32-362222.1,WISE J174301.32-362222.1,XTE J1743-363,[KRL2007b] 264,Gaia DR3 4040960662373474176",,,,2011JAVSO..39..110F,,,,,17430133-3622221,J174301.31-362222.2,,4XMM J174301.2-362222,J174301.2-362222,2SXPS J174301.0-362218,SWIFT J1743.1-3620,
1E 1740.7-2942,265.9785107,-29.7452874,1.0040915989391666,2010ApJS..189...37E,2.0,359.115883399057,-0.10585408334366704,"BH,MQ",12.61,,,Great Annihilator,,,,,,,,,,,,,,,,,,9.6205,317.761,33.029640932676955,1038.73,1038.73,,4.7,,,,,,,,"2E  3938,AX J1743.9-2945,1E 1740.7-2942,1E 1740.7-2943,2E 1740.7-2943,INTEGRAL1  64,INTREF   816,IRAS 17408-2942,NAME Great Annihilator,PBC J1744.0-2942,SWIFT J1743.9-2944,SWIFT J1743.7-2946,2XMM J174354.8-294442,[HPG94] 1,[KRL2007b] 265,[SKM2002] 23",,,2017ApJ...843L..10S,,,2020MNRAS.493.2694S,,Superorbital period: 171.1 d (2017ApJ...843L..10S),,,,4XMM J174354.8-294443,J174354.8-294443,2SXPS J174354.8-294444,SWIFT J1743.7-2946,
HD 161103,266.19068598154,-27.2290321368,2.534758371127315E-5,2022arXiv220800211G,0.0,1.3578237070124948,1.0519560940533512,"BE,Gcas",,3245.0,,RX J1744.7-2713,B0.5 III-Ve,4060784345959549184,8.2346,0.0032,9.13,0.009999999776482582,7.054,0.018,6.843,0.038,6.507,0.023,,,,,,0.9255,2.0347,2.198615500785548,,,,,,,1218.0,1178.0,1278.0,40958.2,,"HD 161103,ALS  4356,ASAS J174446-2713.7,CD-27 11872,CPD-27  5738,CSV   7703,CXOGBS J174445.7-271344,EM* MWC  268,GEN# +1.00161103,GSC 06836-00576,Hbg 1460,Hen 3-1471,Hilt  654,INTREF   822,LS 4356,2MASS J17444577-2713444,PPM 267218,RX J1744.7-2713,1RXS J174444.7-271326,SAO 185681,SSTGLMC G001.3578+01.0519,TD1 20890,TIC 203766453,TYC 6836-576-1,UBV   15050,UCAC2  20685679,UCAC4 314-115860,uvby98 100161103,V* V3892 Sgr,YZ 117 11248,[B61]  7,[JE82]  909,[SC95] M  56,[SC96] GC 152,[SC96] Mis  651,AAVSO 1738-27,Gaia DR3 4060784345959549184,Gaia DR1 4060784341627624192,Gaia DR2 4060784345959549184",,2006A&A...454..265L,,2006A&A...454..265L,,,,,17444577-2713444,,,4XMM J174445.6-271344,J174445.7-271344,,,
AX J1749.1-2733,267.2787014,-27.5425132,1.0125808478348894,2010ApJS..189...37E,2.0,1.5908178806426605,0.06337468912050782,"BE,XT",185.5,132.0,,PBC J1748.6-2728,B1-3,,,,,,,,,,,,,,,,,0.7778,11.2799,14.502868761511587,15.444,15.444,,,,,16000.0,12500.0,19500.0,,,"AX J1749.1-2733,PBC J1748.6-2728,SWIFT J1749.4-2735,2XMM J174906.8-273232,[KRL2007b] 283,[SKM2002] 42",,2008MNRAS.386L..10K,2008A&A...489..657Z,2010MNRAS.409L..69K,2010MNRAS.409L..69K,,"2002ApJS..138...19S,2007AstL...33..149G",Alternative pulsation period: 66.09 s (2008A&A...489..657Z),,,,4XMM J174906.8-273233,J174906.8-273233,2SXPS J174907.3-273236,,AX J1749.1-2733
AX J1749.2-2725,267.3016669,-27.4272862,1.0281371475865648,2010ApJS..189...37E,2.0,1.7000933275846355,0.10522252612203223,"XP,XT",,220.38,,INTREF 853,B3,,,,,,,,,,,,,,,,,0.8899,1.8465,2.0749957546638256,12.012,12.012,,,,,14000.0,11500.0,16500.0,,,"AX J1749.2-2725,INTREF   853,2XMM J174912.3-272537,[KRL2007b] 285,[SKM2002] 44",,1998ApJ...508..854T,,2013MNRAS.431..327L,2010MNRAS.409L..69K,,,,,,,4XMM J174912.4-272538,J174912.4-272538,2SXPS J174912.3-272538,,AX J1749.2-2725
GRO J1750-27,267.30403333333334,-26.644147222222223,,2019MNRAS.485..770L,0.0,2.372650944635941,0.5064607227863722,"CL,XP,XT",29.8,4.45,43,AX J1749.1-2639,B1-2,,,,,,,,,,,,,,,,,48.4,618.1,12.770661667986825,55.627,104.26,1.8742696386350595,,,,,,,,,"AX J1749.1-2639,GRO J1750-27,INTREF   854,PBC J1749.6-2639,PBC J1749.1-2638,SWIFT J1747.9-2631B,UGPS J174912.97-263838.9,VVV J174912.96-263838.9,[SKM2002] 43",2022MNRAS.514L..46D,1997ApJ...488..831S,1997ApJ...488..831S,2019MNRAS.485..770L,,,,,,,,,,2SXPS J174912.3-263842,SWIFT J1747.9-2631B,GRO J1750-27
IGR J17503-2636,267.575251,-26.604343,0.42312,2020A&A...641A.136W,2.0,2.5313557718617563,0.31888452186404986,"SG,XT",,,,None,,,,,,,,,,,,,,,,,,10.1806,10.1806,,,,,,,,,,,,,IGR J17503-2636,,,,2019A&A...624A.142F,,,,,,,,4XMM J175018.0-263615,,,,
IGR J17544-2619,268.60529870303,-26.33127433695,2.8144804138597236E-5,2022arXiv220800211G,0.0,3.235986107829615,-0.3355602813310141,"CL,SG,XT",4.93,71.49,"17,33?",1RXS J175428.3-262035,O9Ib,4063908810076415872,11.6637,0.0029,12.94,0.009999999776482582,8.791,0.021,8.31,0.031,8.018,0.026,7.52400016784668,0.014000000432133675,7.679999828338623,0.010999999940395355,,0.0343,29.0903,848.0197529136714,8.58,18.49,2.155011569379189,,,,2359.0,2032.0,2582.0,6729.06,,"GSC 06849-00116,DENIS J175425.2-261952,IGR J17544-2619,2MASS J17542527-2619526,PBC J1754.4-2617,1RXS J175428.3-262035,SSTGLMC G003.2359-00.3356,SWIFT J1754.6-2619,TIC 133073907,UCAC3 128-265997,UCAC4 319-125714,USNO-B1.0 0636-00620933,WISEA J175425.30-261952.5,WISE J175425.30-261952.4,[KRL2007b] 295,[PCN2006b] C1,Gaia DR2 4063908810076415872,Gaia DR3 4063908810076415872","2006A&A...455..653P,2015MNRAS.447.2274B",2012A&A...539A..21D,"2012A&A...539A..21D,2015A&A...576L...4R","2012A&A...539A..21D,2015A&A...576L...4R",,,2003ATel..190....1S,Alternative pulsation period: 11.58 s (2015A&A...576L...4R),17542527-2619526,J175425.31-261952.5,,4XMM J175425.2-261952,J175425.2-261952,2SXPS J175425.1-261952,SWIFT J1754.6-2619,IGR J17544-2619
IGR J17586-2129,269.64397104544,-21.3893321092,3.306512513207836E-4,2022arXiv220800211G,0.0,7.986221050902731,1.326593022528752,,,,,CXOU J175834.5-212321,,4070770243676311936,18.8138,0.0719,,,11.38,0.04,9.53,0.034,8.437,0.027,,,,,,2.5055,19.45,7.762852770446363,46.01,46.01,,,,,5771.0,3148.0,11125.0,,,"2MASS J17583455-2123215,CXOU J175834.5-212321,DENIS J175834.5-212321,IGR J17586-2129,PBC J1758.5-2122,SWIFT J175834.6-212331,SWIFT J1758.5-2123,TIC 106962202,Gaia DR2 4070770243676311936,Gaia DR3 4070770243676311936",,,,,,,,,17583455-2123215,,,4XMM J175834.6-212321,J175834.5-212321,2SXPS J175834.5-212319,SWIFT J1758.5-2123,
IGR J18027-2016,270.67473685833,-20.288166797,1.3709245055800847E-4,2006A&A...453..133W,0.0,9.420457672138019,1.0360999243555726,"BE,CL,EB,QPO,SG,XP,XT",4.57,139.6,24,IGR J18027-2017,B1Ib,4070968778561141760,16.8016,0.0039,,,12.717,0.042,11.905,0.037,11.474,0.032,10.982000350952148,0.008999999612569809,10.989999771118164,0.007000000216066837,,10.9597,56.21,5.128789881232414,84.45,84.45,,1.57,1.32,1.82,5676.0,968.0,12646.0,5179.7,,"IGR J18029-2016,IGR J18027-2017,IGR J18027-2016,INTEGRAL1  81,PBC J1802.9-2016,SAX J1802.7-2017,SWIFT J1802.7-2017,[KRL2007b] 301",2019A&A...622A..61S,"2003ApJ...596L..63A,2009RAA.....9.1303J,2010A&A...510A..61T,2017MNRAS.466..593L","2003ApJ...596L..63A,2005A&A...439..255H,2009RAA.....9.1303J,2010A&A...510A..61T,2017MNRAS.466..593L","2010A&A...510A..61T,2017MNRAS.466..593L",,2015A&A...577A.130F,2004AstL...30..382R,,18024194-2017172,J180241.96-201718.1,,4XMM J180241.9-201717,,2SXPS J180241.4-201721,SWIFT J1802.7-2017,
IGR J18048-1455,271.16240896149,-14.94643363826,3.043986366592334E-4,2022arXiv220800211G,0.0,14.306884050136265,3.251772793194426,,,,,2XMMi J180438.7-145647,,4146789141900648576,19.0998,0.0138,,,16.003,0.103,15.27,0.118,14.285,,,,,,13.8,0.5069,8.9628,17.682584564030922,11.48,11.48,,,,,4226.0,2707.0,6524.0,,,"2MASS J18043892-1456474,IGR J18048-1455,NAME OKM2018 SWIFT J1804.6-1494,PBC J1804.7-1455,TIC 361370248,2XMMi J180438.7-145647,[KRL2007b] 303",,,,,,,,,18043892-1456474,,,4XMM J180438.9-145646,J180438.9-145647,2SXPS J180439.0-145645,SWIFT J1804.6-1494,
2MASS J18081689-1919395,272.070386,-19.327656,0.1555634910181035,2003yCat.2246....0C,0.0,10.90058878433324,0.3606433555312755,Gcas,,,,TIC 174366572,Be?,,,,,,15.271,0.064,13.809,,13.149,,,,,,,0.0239,0.0239,,,,,,,,,,,,,"2MASS J18081689-1919395,TIC 174366572,1XMM J180816.8-191940,2XMM J180816.6-191939",,,,2009ApJ...707..870B,,,,,18081689-1919395,,,4XMM J180816.8-191939,,,,
Swift J1816.7-1613,274.1780035,-16.2228343,1.083287550339865,2010ApJS..189...37E,2.0,14.58765338385483,0.09150198969652526,,151.1,143.69,,Swift J181642.3-161320,B0-2e,,,,,,,,,,,,,,,,,1.1024,43.83,39.75906771493068,,,,,,,,7000.0,13000.0,,,"SWIFT J181642.3-161320,SWIFT J1816.7-1613,UGPS J181642.74-161322.2,2XMMi J181642.7-161320",,2019A&A...622A.198N,2017ApJ...846..161C,2019A&A...622A.198N,2019A&A...622A.198N,,,Alternative orbital period: 118.5 d (2017ApJ...846..161C),,,,4XMM J181642.7-161321,J181642.7-161322,2SXPS J181642.1-161321,,
IGR J18179-1621,274.467438,-16.358791,0.1555634910181035,2012ApJ...757..143N,1.0,14.599882114903332,-0.2175532236114847,"BE,CL,XP,XT",,11.82,21,None,,,,,,,16.706,,15.935,,13.136,0.044,,,,,,18.55,269.4,14.5229111147333,,,,,,,,,,,,IGR J18179-1621,"2012ATel.3947....1T,2012ATel.3949....1H,2012ApJ...757..143N,2012MNRAS.426L..16L","2012A&A...545A..83B,2012ATel.3949....1H,2012MNRAS.426L..16L",,,,,,,18175218-1621316,,,4XMM J181752.7-162132,,2SXPS J181752.2-162130,,
SAX J1818.6-1703,274.6579027264,-17.04667815885,2.0338043170374086E-4,2022arXiv220800211G,0.0,14.08044874845234,-0.7040473612384294,"SG,XT",30.0,,,INTREF 896,B0.5Iab,4097365235226829312,15.9192,0.0033,17.4,,10.054,0.023,8.631,0.047,7.847,0.029,6.8420000076293945,0.013000000268220901,6.938000202178955,0.009999999776482582,,0.0343,166.0,4840.115970581103,15.587,15.587,,,,,2742.0,1709.0,3937.0,3506.1,614.0,"2MASS J18183790-1702479,INTREF   896,PBC J1818.7-1701,SAX J1818.6-1703,SSTGLMC G014.0804-00.7041,TIC 114574327,USNO-B1.0 0729-00750578,WISEA J181837.89-170247.8,WISE J181837.88-170247.9,[CBF2011] WFC J1818-1658,[KRL2007b] 313,Gaia DR2 4097365235226829312,Gaia DR3 4097365235226829312",,,"1998IAUC.6840....2I,2005A&A...444..221S,2009MNRAS.393L..11B",2010A&A...510A..61T,,,2005AstL...31..672G,,18183790-1702479,J181837.85-170247.7,,4XMM J181837.7-170247,J181837.9-170248,2SXPS J181837.8-170248,,SAX J1818.6-1703
AX J1820.5-1434,275.1253837,-14.5732045,1.0330851610121448,2010ApJS..189...37E,2.0,16.473099107451063,0.06785749761374983,"BE,XP",111.0,152.3,,1FGL J1821.1-1425c,O9.5-B0Ve,,,,,,15.41,0.0,13.245,0.074,11.746,0.039,10.29800033569336,0.00800000037997961,10.229999542236328,0.007000000216066837,,0.7727,25.42,32.89958613855757,17.875,17.875,,,,,,,,,,"AX J1820.5-1434,1FGL J1821.1-1425c,4FGL J1821.1-1422,INTEGRAL1  88,INTREF   899,PBC J1820.5-1433,SWIFT J1820.4-1433,[KRL2007b] 314",,"1998ApJ...495..435K,2010MNRAS.402.2388K,2013A&A...558A..99S,2017ApJ...846..161C",2017ApJ...846..161C,2019NewAR..8601546K,,,,Alternative orbital period: 54 d (2013A&A...558A..99S),18203009-1434228,J182030.06-143422.8,,4XMM J182030.0-143422,J182030.0-143423,2SXPS J182030.1-143421,,AX J1820.5-1434
IGR J18214-1318,275.33234250045,-13.31089095675,3.119820828188696E-4,2022arXiv220800211G,0.0,17.68123564346159,0.48526086710308214,SG,5.4246,,,2MASS J18211975-1318388,B0V-O9I,4152643113595580416,18.3701,0.0042,,,12.786,0.052,11.657,0.099,10.359,,,,,,,4.5454,48.69,10.711920275234696,33.33,33.33,,,,,4247.0,2554.0,5919.0,,,"2MASS J18211975-1318388,CXOU J182119.7-131838,DENIS J182119.7-131838,IGR J18214-1318,PBC J1821.4-1318,SWIFT J1821.4-1317,SWIFT J1821.4-1320,TIC 117198050,USNO-B1.0 0766-00475700,[KRL2007b] 315,Gaia DR2 4152643113595580416,Gaia DR3 4152643113595580416",,,2020MNRAS.498.2750C,2009ApJ...698..502B,,,2006ApJ...636..765B,,18211975-1318388,,,4XMM J182119.7-131840,J182119.7-131838,2SXPS J182119.7-131838,SWIFT J1821.4-1320,
IGR J18219-1347,275.4783711,-13.7907374,1.041637646008607,2010ApJS..189...37E,2.0,17.324546685192175,0.13428619924210614,BE,72.44,52.46,,Swift J1821.8-1348,,,,,,,,,,,,,,,,,,0.4325,8.268,19.11485095682851,7.007,15.17,2.1649778371271906,,,,,,,,,"IGR J18219-1347,NAME OKM2018 SWIFT J1821.9-1378,SWIFT J1821.8-1348,XMMSL1 J182155.0-134719",,2022ApJ...927..139O,2013ApJ...775L..24L,,,,"2010A&A...523A..61K,2012AstL...38..629K",,,,,,J182154.8-134726,2SXPS J182154.6-134722,SWIFT J1821.9-1378,IGR J18219-1347
XTE J1824-141,276.1166666666666,-14.438333333333333,,2010A&A...523A..61K,2.0,17.0428097836516,-0.7161230223442505,,,120.0,,IGR J18246-1425,Be?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"IGR J18246-1425,PBC J1824.3-1423,SWIFT J1824.4-1425,XTE J1824-141",,2008ATel.1679....1M,,,,,,Uncertain if HMXB or LMXB,,,,,,,,
IGR J18256-1035,276.433743,-10.58498,0.09999999776482582,2003yCat.2246....0C,0.0,20.59442988132856,0.8105921036484127,,,,,2MASS J18254409-1035059,,,,,,,15.015,0.091,13.935,0.077,13.52,0.078,,,,,,3.287,3.287,,,,,,,,,,,,,"2MASS J18254409-1035059,CXOU J182543.8-103501,DENIS J182544.1-103505,IGR J18256-1035,SSTGLMC G020.5944+00.8105,TIC 384897723",,,,,,,,,18254409-1035059,,,,,2SXPS J182543.8-103502,,
LS 5039,276.56276812017,-14.84843824831,1.699941175452845E-5,2022arXiv220800211G,0.0,16.88157072815326,-1.2892577287939988,"GP,RS",3.9,,,3EG J1824-1514,ON6V((f))z,4104196427943626624,10.7987,0.0028,11.27,0.009999999776482582,9.024,0.026,8.751,0.022,8.604,0.022,8.5,0.013000000268220901,8.53499984741211,0.009999999776482582,9.75,2.026,9.3503,4.615057365277202,32.69,32.69,,,,,1886.0,1836.0,1982.0,10433.24,,"RX J1826.2-1450,2AGL J1826-1438,ALS  9609,ALS  5039,CSI-14-18234,3EG J1824-1514,0FGL J1826.3-1451,1FGL J1826.2-1450,2FGL J1826.3-1450,3FGL J1826.2-1450,4FGL J1826.2-1450,1FHL J1826.2-1450,2FHL J1826.3-1450,3FHL J1826.2-1451,GEN# +6.10005039,GSC 05702-01197,HESS J1826-148,INTREF   909,INTREF   904,LS  IV -14   59,LS 5039,2MASS J18261505-1450542,NVSS J182614-145054,PBC J1826.3-1450,1RXS J182615.1-145034,SBC9 2475,SWIFT J1826.2-1452,TeV J1826-148,TIC 176407988,TYC 5702-1197-1,UBV M  42914,UCAC2  26514948,UCAC4 376-114775,USNO-A2.0 0750-13160226,uvby98 610005039,V* V479 Sct,2XMM J182615.0-145053,[KRL2007b] 321,[LH92]  78,Gaia DR3 4104196427943626624,Gaia DR1 4104196427943626624,Gaia DR2 4104196427943626624",,,2005MNRAS.364..899C,2016ApJS..224....4M,,,,,18261505-1450542,J182615.06-145054.3,2RXS J182615.9-145100,4XMM J182615.0-145054,J182615.0-145055,2SXPS J182615.1-145054,SWIFT J1826.2-1452,
