P_median_AGN,P_median_CV,P_median_HM-STAR,P_median_HMXB,P_median_LM-STAR,P_median_LMXB,P_median_NS,P_median_YSO,P_2sig_upp_AGN,P_2sig_upp_CV,P_2sig_upp_HM-STAR,P_2sig_upp_HMXB,P_2sig_upp_LM-STAR,P_2sig_upp_LMXB,P_2sig_upp_NS,P_2sig_upp_YSO,P_2sig_low_AGN,P_2sig_low_CV,P_2sig_low_HM-STAR,P_2sig_low_HMXB,P_2sig_low_LM-STAR,P_2sig_low_LMXB,P_2sig_low_NS,P_2sig_low_YSO,P_AGN,P_CV,P_HM-STAR,P_HMXB,P_LM-STAR,P_LMXB,P_NS,P_YSO,e_P_AGN,e_P_CV,e_P_HM-STAR,e_P_HMXB,e_P_LM-STAR,e_P_LMXB,e_P_NS,e_P_YSO,Class_median,Class_prob_median,Class_prob_2sig_upp,Class_prob_2sig_low,Class,Class_prob,Class_prob_e,name,true_Class,P_CO,e_P_CO,CT_8,Class5,Class5_prob,Class5_prob_e,true_Class5,CT_5
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.01,0.0,0.0,0.01,0.01,0.02,0.0,0.96,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.995735,0.0009400000000000001,2.5e-05,0.0,0.00074,0.0005899999999999999,0.0017800000000000001,0.00019000000000000004,0.017312842329020084,0.003941057209928819,0.0004739194020079779,0.0,0.004655542296454201,0.0039708522596122444,0.009397867839032424,0.004503796641077857,AGN,1.0,1.0,0.96,AGN,0.995735,0.017312842329020084,2CXO J003328.7-433138,AGN,0.0033100000000000004,0.010937070883903038,37.21185224003611,AGN,0.995735,0.017312842329020084,AGN,35.130196419364864
0.96,0.0,0.0,0.0,0.0,0.02,0.01,0.01,1.0,0.0,0.01,0.0,0.0,0.08,0.03,0.05,0.8772725,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.95797,0.00022,0.0006950000000000001,8e-05,0.0,0.023745000000000002,0.007770000000000001,0.009519999999999999,0.031119085743278145,0.0017188817744552862,0.0026360811679316566,0.0009972936350917893,0.0,0.02244780343104597,0.009709344538709674,0.014167579903438707,AGN,0.96,1.0,0.8772725,AGN,0.95797,0.031119085743278145,2CXO J003331.6-433313,AGN,0.031815,0.024538223232324703,17.440344481452474,AGN,0.95797,0.031119085743278145,AGN,16.640312243733813
0.34,0.0,0.0,0.0,0.0,0.27,0.33,0.0,0.6013637499999999,0.03,0.09,0.0,0.03,0.8,0.72,0.03,0.09,0.0,0.0,0.0,0.0,0.03,0.03,0.0,0.33703500000000003,0.00549,0.005155,0.0,0.0023850000000000004,0.301875,0.3439633333333333,0.004096666666666667,0.1292901764432423,0.017165504785894136,0.023192431176223494,0.0,0.0101385188545746,0.1956832223792908,0.17410069799380712,0.011306617808741024,AGN,0.34,0.6013637499999999,0.09,NS,0.3439633333333333,0.17410069799380712,2CXO J003332.0-432007,AGN,0.6513283333333333,0.2624835825670405,0.02283632738192598,CO,0.6513283333333333,0.2624835825670405,AGN,0.8022317118107036
0.34,0.0,0.0,0.0,0.01,0.53,0.09,0.0,0.6,0.03,0.01,0.0,0.07,0.7813637499999999,0.32,0.01,0.14363625,0.0,0.0,0.0,0.0,0.2272725,0.01,0.0,0.34831833333333334,0.0038183333333333333,0.000865,0.0,0.013751666666666667,0.5219466666666667,0.10968000000000001,0.0016200000000000001,0.11280408080720253,0.007943731986785423,0.00402404870347862,0.0,0.020945560185669204,0.14033614110116419,0.08279947676980419,0.006489816462560222,LMXB,0.53,0.7813637499999999,0.2272725,LMXB,0.5219466666666667,0.14033614110116419,2CXO J003334.3-432220,AGN,0.635445,0.1631351854456821,0.6858978475423175,CO,0.635445,0.1631351854456821,AGN,1.0405429809454134
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.02,0.0,0.0,0.98,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.99742,2.9999999999999997e-05,0.0,0.0,0.0,0.0025,1e-05,4e-05,0.005250825760884761,0.0005471740119919801,0.0,0.0,0.0,0.00511626584299293,0.0003162277660168379,0.000631505185092568,AGN,1.0,1.0,0.98,AGN,0.99742,0.005250825760884761,2CXO J003346.2-431943,AGN,0.00254,0.0051551503931093565,95.96905651222968,AGN,0.99742,0.005250825760884761,AGN,95.60660002263565
0.97,0.0,0.0,0.0,0.01,0.0,0.01,0.0,1.0,0.0,0.0,0.0,0.15272749999999974,0.02,0.12,0.13272749999999975,0.61363625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.93652,0.00023999999999999998,5.9999999999999995e-05,0.00024,0.020155000000000003,0.00262,0.023594999999999998,0.01657,0.09637155740713685,0.0027110421888546393,0.0007726558075864029,0.0016568479547457418,0.042371527247921086,0.006868972469211302,0.034560025612987766,0.04564338307376457,AGN,0.97,1.0,0.61363625,AGN,0.93652,0.09637155740713685,2CXO J003353.5-432127,AGN,0.026694999999999997,0.03537899162000025,6.47783956311074,AGN,0.93652,0.09637155740713685,AGN,6.47783956311074
0.9575,0.01,0.0,0.0,0.0,0.01,0.01,0.0,1.0,0.14,0.07,0.0,0.02,0.18,0.32,0.01,0.49727249999999995,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8529916666666667,0.025725,0.012875,0.0,0.00271,0.03021666666666667,0.07435666666666667,0.001125,0.17000372079613124,0.03946843209619721,0.020359859992124175,0.0,0.006090401710313777,0.05213139024153471,0.10094100415417402,0.003940164958463021,AGN,0.9575,1.0,0.49727249999999995,AGN,0.8529916666666667,0.17000372079613124,2CXO J003414.9-433847,AGN,0.13029833333333335,0.12026855491066768,2.873778037726373,AGN,0.8529916666666667,0.17000372079613124,AGN,2.4897084352048786
0.52,0.0,0.01,0.0,0.0,0.165,0.27,0.0,0.75,0.05,0.04636374999999987,0.0,0.0,0.46,0.6,0.01,0.25,0.0,0.0,0.0,0.0,0.04,0.05,0.0,0.5168175,0.008181666666666667,0.011036666666666667,0.0,0.00022,0.1857633333333333,0.2770108333333333,0.0009699999999999999,0.1263887932960071,0.014451826769084599,0.012829693463512723,0.0,0.0014675672910479285,0.1063661023852314,0.13958839472344842,0.003235671424846714,AGN,0.52,0.75,0.25,AGN,0.5168175,0.1263887932960071,2CXO J003455.1-433544,AGN,0.4709558333333333,0.17608953113418868,0.9016061431897141,AGN,0.5168175,0.1263887932960071,AGN,0.15161967970121587
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.01,0.0,0.0,0.01,0.01,0.04,0.01,0.94,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.99169,0.001,1e-05,1e-05,0.000905,0.0008349999999999999,0.0048200000000000005,0.00073,0.01576046611913152,0.004535479089420496,0.0003162277660168379,0.00031622776601683783,0.003757671499092901,0.0032308223741352917,0.011379679129795237,0.002996010026030636,AGN,1.0,1.0,0.94,AGN,0.99169,0.01576046611913152,2CXO J003502.5-433419,AGN,0.006665000000000001,0.012673037555411925,36.36200141703461,AGN,0.99169,0.01576046611913152,AGN,34.6431101588755
0.97,0.01,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.08,0.0,0.0,0.01,0.03,0.01,0.02,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.968865,0.018789999999999998,2.9999999999999997e-05,1e-05,0.00101,0.006715,0.00065,0.00393,0.027884840672654707,0.024424013438262594,0.00054717401199198,0.0003162277660168378,0.00320783263126214,0.009236833553447524,0.0028435164120478697,0.00623249099028181,AGN,0.97,1.0,0.9,AGN,0.968865,0.027884840672654707,2CXO J003504.4-431610,AGN,0.026164999999999997,0.026268557480609998,18.162795116586413,AGN,0.968865,0.027884840672654707,AGN,17.407956511463503
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.01,0.0,0.0,0.01,0.02,0.0,0.01,0.97,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.993105,0.00148,0.0,2e-05,0.001445,0.00263,0.0,0.00132,0.00838177959798689,0.003927470563228324,0.0,0.0004469897088298563,0.003814646317357156,0.0051390183410364955,0.0,0.0037512226902267046,AGN,1.0,1.0,0.97,AGN,0.993105,0.00838177959798689,2CXO J003515.6-433357,AGN,0.00413,0.006483389108663331,73.25566171958802,AGN,0.993105,0.00838177959798689,AGN,66.52968557010476
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.01,0.0,0.0,0.02,0.01,0.0,0.0,0.97,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.99741,0.0005700000000000001,0.0,0.0,0.00147,0.00034,5.9999999999999995e-05,0.00015,0.009438272139591078,0.0024043462481266875,0.0,0.0,0.007265802907586465,0.002426992025180611,0.000772655807586403,0.0015098939630913749,AGN,1.0,1.0,0.97,AGN,0.99741,0.009438272139591078,2CXO J003516.1-432451,AGN,0.0009700000000000002,0.0035025944909692526,59.62257695724866,AGN,0.99741,0.009438272139591078,AGN,59.62257695724866
0.24,0.0,0.01,0.0,0.0,0.67,0.03,0.01,0.5463637499999999,0.12,0.10136374999999988,0.0,0.0,0.95,0.4,0.05,0.03363624999999999,0.0,0.0,0.0,0.0,0.19,0.0,0.0,0.2549325,0.015271666666666666,0.024563333333333333,0.0,0.00042,0.6317,0.062177500000000004,0.010935,0.13917149036643287,0.034739062222673436,0.02940411028583761,0.0,0.004409426611595099,0.21068062108765417,0.10045024747699942,0.015096939473627082,LMXB,0.67,0.95,0.19,LMXB,0.6317,0.21068062108765417,2CXO J003536.8-433615,AGN,0.7091491666666667,0.23597325857855359,1.0769336175621318,CO,0.7091491666666667,0.23597325857855359,AGN,1.2107770878948805
0.75,0.0,0.0,0.0,0.0,0.17,0.04,0.0,0.9,0.02,0.03,0.0,0.01,0.6940912499999996,0.3127274999999997,0.03,0.23363625,0.0,0.0,0.0,0.0,0.03,0.0,0.0,0.7133016666666667,0.00311,0.006588333333333333,0.0,0.00047000000000000004,0.211335,0.05879,0.006405,0.1557127641093474,0.006831879285714483,0.009823091916574336,0.0,0.0023096394598366285,0.15464670323762722,0.08497915837049312,0.008816388359396587,AGN,0.75,0.9,0.23363625,AGN,0.7133016666666667,0.1557127641093474,2CXO J003541.2-431022,AGN,0.273235,0.17658916941363836,1.6173718525733893,AGN,0.7133016666666667,0.1557127641093474,AGN,1.3242976410073364
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.99889,0.00022,0.0,0.0,0.00065,0.00013000000000000002,0.0,0.00011,0.0043458930942657445,0.001598172129075636,0.0,0.0,0.00356232932085036,0.0011333068359382576,0.0,0.0010435463521037238,AGN,1.0,1.0,0.99,AGN,0.99889,0.0043458930942657445,2CXO J003548.4-431444,AGN,0.00035000000000000005,0.001959218859274924,126.22811393011943,AGN,0.99889,0.0043458930942657445,AGN,126.22811393011943
0.99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.01,0.01,0.0,0.06,0.04272749999999974,0.09,0.03,0.75363625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.97403,0.0009699999999999999,0.00054,0.0001,0.00538,0.004985000000000001,0.01103,0.0029649999999999998,0.05815704034200277,0.003312109610213717,0.0022613079209858875,0.001261582970553895,0.020352391009899044,0.011853914555550425,0.02646298149093162,0.01012849255128133,AGN,0.99,1.0,0.75363625,AGN,0.97403,0.05815704034200277,2CXO J004043.4-440852,AGN,0.017085000000000003,0.029212434704100603,11.380285411663616,AGN,0.97403,0.05815704034200277,AGN,10.952852806944719
0.97,0.0,0.0,0.01,0.0,0.01,0.0,0.0,1.0,0.01,0.0,0.04,0.0,0.04,0.01,0.03,0.92,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9652099999999999,0.0011,5e-05,0.01421,0.00011999999999999999,0.01277,0.00027,0.00627,0.01983808079047592,0.0033765961264861687,0.0007056897321046962,0.012317776894700915,0.0010893974420691404,0.011382295755103912,0.001621644143987739,0.00855922662162654,AGN,0.97,1.0,0.92,AGN,0.9652099999999999,0.01983808079047592,2CXO J004252.7-233227,AGN,0.02835,0.01718474368198186,29.57470484260759,AGN,0.9652099999999999,0.01983808079047592,AGN,25.30493049488847
0.99,0.0,0.0,0.0,0.0,0.01,0.0,0.0,1.0,0.03,0.0,0.0,0.02,0.06,0.01,0.022727499999999737,0.89,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9774974999999999,0.0038850000000000004,0.00019,0.00011,0.0012749999999999999,0.0131225,0.0009599999999999999,0.00296,0.026477250396114406,0.00827043984169979,0.0014373468495690132,0.0010435463521037236,0.006553038784969719,0.016671358010909843,0.0042066728059234745,0.007415753056392414,AGN,0.99,1.0,0.89,AGN,0.9774974999999999,0.026477250396114406,2CXO J004351.5+005501,AGN,0.0180775,0.019108098759117512,22.350083481325143,AGN,0.9774974999999999,0.026477250396114406,AGN,21.046674376297617
