name,ra,dec,PU_X,significance,F_b,HR_hms,P_inter,P_intra,G,J,W1,cp_counts,CSC_flags,Class,Class_prob,Class_prob_e,conf_flag,CT,PU_TeV,TeV_extent,true_Class,P_AGN,P_CV,P_HM-STAR,P_LM-STAR,P_HMXB,P_LMXB,P_NS,P_YSO,e_P_AGN,e_P_CV,e_P_HM-STAR,e_P_LM-STAR,e_P_HMXB,e_P_LMXB,e_P_NS,e_P_YSO
2CXO J110441.9-584752,166.17491666666666,-58.79790833333333,1.71,2.78,8.705120903456215e-16,-0.193602427376221,,0.284,19.301214,,14.665,5,,YSO,0.32152,0.07665876444455758,0.0,0.3812690907148191,12.0,point,,0.06928,0.25976,0.05328,0.12671000000000002,0.00942,0.12333,0.0367,0.32152,0.0471816458774777,0.08532656692392489,0.03346283552482307,0.06410292571392573,0.012482764894822761,0.04565189147445258,0.02899570228069588,0.07665876444455758
2CXO J110442.4-584557,166.17708333333331,-58.76607222222222,2.0,2.86,2.265078784336175e-15,0.046196345121391334,,,14.24829,12.885000228881836,12.302,9,,LM-STAR,0.67692,0.19782833378879203,0.0,1.9779736007213424,12.0,point,,0.0008900000000000001,0.03543,0.09429000000000001,0.67692,0.02727,0.03185,0.00015,0.13319999999999999,0.003273930148707913,0.037312294318459,0.07615573251959169,0.19782833378879203,0.05543392481161711,0.04873040274974288,0.0015098939630913753,0.0770590559123203
2CXO J110442.5-584742,166.1774583333333,-58.79504166666666,0.96,5.33,2.4080090599902e-15,-0.37151691428466366,,0.482,18.674145,15.687000274658203,14.744,8,conf,YSO,0.37885,0.12113236788963781,0.0,0.281827610041931,12.0,point,,0.00751,0.29607,0.01204,0.23215,0.01077,0.05598,0.00663,0.37885,0.009949819038500094,0.17259328939313803,0.01707424756555702,0.18103936796385686,0.020438317563459686,0.048871546200504365,0.010679754545735458,0.12113236788963781
2CXO J110442.7-584638,166.17804166666664,-58.77738611111111,1.58,3.35,1.874055434102304e-15,0.2875926516188509,,0.553,,,10.767942523267765,2,,YSO,0.26544,0.08570736346517814,0.0,0.16677349199037908,12.0,point,,0.23588,0.013460000000000001,0.02011,0.15934,0.00261,0.06628,0.23688,0.26544,0.07592621675278173,0.012743264526438687,0.014720890075148468,0.09043972436791109,0.006490764980341689,0.04352764933069851,0.08554287336291196,0.08570736346517814
2CXO J110442.7-585411,166.17816666666664,-58.90316388888889,0.88,5.41,2.953421131417662e-15,-0.6688477965507851,,1.0,18.609589,15.461000442504885,,6,,YSO,0.4039,0.1475932714380089,0.0,0.13381057550849906,12.0,point,,0.004560000000000001,0.14977000000000001,0.011630000000000001,0.36737000000000003,0.004560000000000001,0.05553,0.00268,0.4039,0.007979352735032466,0.08134287776913089,0.015095395687790721,0.1254045828883834,0.009460227053083657,0.05329877915918769,0.006485341907691505,0.1475932714380089
2CXO J110443.1-584740,166.17991666666666,-58.794469444444445,1.52,2.68,1.817134172721528e-15,0.8468641723762799,,0.575,,,,0,conf,AGN,0.40953,0.1800180146140533,0.0,0.40019185547951985,12.0,point,,0.40953,0.00558,0.0105,0.00045,5.9999999999999995e-05,0.26204,0.27881,0.033030000000000004,0.1800180146140533,0.02433630735867414,0.027420829708488057,0.0027027402399795665,0.000998697850902563,0.18141761422406244,0.1466253146045487,0.03203350191979087
2CXO J110443.6-585132,166.1819583333333,-58.85905833333334,0.79,6.31,4.356075811196456e-15,-0.10227148573429616,,1.0,19.861834,,,3,,LMXB,0.48292,0.08440021917623791,0.0,1.6014502291617907,12.0,point,,0.0115,0.22254,0.04514,0.02994,0.00086,0.48292,0.030940000000000002,0.17615999999999998,0.01345849661482036,0.0781899102318328,0.026756238455662933,0.028167175751036694,0.0038827149619145955,0.08440021917623791,0.040186208222863354,0.06571432699779231
2CXO J110443.6-585425,166.18183333333332,-58.90719444444444,0.77,11.7,1.3882797884560804e-14,0.003514989195014573,,1.0,11.441487,9.435999870300291,7.195,9,,HM-STAR,0.49257999999999996,0.10802320404715189,0.0,0.732857213497915,12.0,point,,0.0011400000000000002,0.03553,0.49257999999999996,0.07962999999999999,0.04284,0.00242,1e-05,0.34585000000000005,0.0036761275704080103,0.025845446157632634,0.10802320404715189,0.037950010583704785,0.03095630295582295,0.005636965085520343,0.0003162277660168379,0.09219315092281574
2CXO J110443.8-585204,166.18270833333332,-58.868,1.27,2.76,4.816032191074144e-16,-0.9668654805803983,,,18.137308,15.515000343322754,14.190865455761084,8,,YSO,0.56784,0.14914482417629715,0.0,0.8802016928578851,12.0,point,,0.01756,0.038549999999999994,0.05718,0.29960000000000003,0.01656,0.00213,0.00058,0.56784,0.01894743796415243,0.03531351787268644,0.068632047601379,0.15560351041172693,0.02220944978291132,0.005365807664452005,0.0031422083752471698,0.14914482417629715
2CXO J110444.6-584941,166.18604166666665,-58.828100000000006,0.78,6.32,3.548233660528579e-15,-0.8962008851435854,,0.987,12.195616,11.373000144958496,11.032,9,,LM-STAR,0.97603,0.042794514490416505,1.0,12.473015993488595,12.0,point,,7.000000000000001e-05,0.0009599999999999999,0.01668,0.97603,0.00014000000000000001,8.999999999999999e-05,0.0,0.006030000000000001,0.0008341437500789635,0.0031445648805976784,0.034119521417243545,0.042794514490416505,0.001839506396777077,0.001447063921875601,0.0,0.013817743304535288
