name,ra,dec,PU,significance,Fcsc_s,e_Fcsc_s,Fcsc_m,e_Fcsc_m,Fcsc_h,e_Fcsc_h,flux_aper90_ave_b,e_flux_aper90_ave_b,var_intra_prob,var_inter_prob,CSC_flags,DR3Name_gaia,_r_gaia,PU_gaia,RA_ICRS_gaia,DE_ICRS_gaia,Gmag,e_Gmag,BPmag,e_BPmag,RPmag,e_RPmag,Plx,e_Plx,PM,rgeo,b_rgeo,B_rgeo,rpgeo,b_rpgeo,B_rpgeo,cp_flag_gaia,_2MASS_2mass,_r_2mass,PU_2mass,RAJ2000_2mass,DEJ2000_2mass,Jmag,e_Jmag,Hmag,e_Hmag,Kmag,e_Kmag,cp_flag_2mass,Name_catwise,_r_catwise,PU_catwise,RA_ICRS_catwise,DE_ICRS_catwise,W1mag_catwise,e_W1mag_catwise,W2mag_catwise,e_W2mag_catwise,cp_flag_catwise,objID_unwise,_r_unwise,PU_unwise,RAJ2000_unwise,DEJ2000_unwise,W1mag_unwise,e_W1mag_unwise,W2mag_unwise,e_W2mag_unwise,cp_flag_unwise,AllWISE_allwise,_r_allwise,PU_allwise,RAJ2000_allwise,DEJ2000_allwise,W1mag_allwise,e_W1mag_allwise,W2mag_allwise,e_W2mag_allwise,W3mag,e_W3mag,W4mag,e_W4mag,cp_flag_allwise,gaia_precomputed,cp_flag_wise12,which_wise12,W1mag,e_W1mag,W2mag,e_W2mag
IC2395_CXO-8.0,130.6360816292092,-48.14449215327206,0.1869303628887577,88.95247,2.4689443010341142e-14,4.405446111535852e-15,1.6887088294301595e-14,1.5303905260757488e-15,2.5561253891578315e-14,2.8599036588787e-15,6.713778519622105e-14,5.470749449757002e-15,1.0,1.0,,Gaia DR3 5329109869442221824,0.0334845392229981,0.0027143224937357,130.6360890013,-48.14450004734,16.948204,0.003508,18.38505,0.018526,15.77686,0.006304,1.3552,0.0531,5.252,723.2930908203125,700.3807983398438,747.2559204101562,716.77880859375,688.6910400390625,745.150390625,0,08423267-4808402,0.155,0.1400262744866119,130.636131,-48.14452,14.08899974822998,0.0240000002086162,13.253999710083008,0.0280000008642673,13.086999893188477,0.0350000001490116,0,J084232.66-480840.2,0.072,0.0416883382566395,130.6360927,-48.1445106,13.009,0.01,12.933,0.008,0,1304m485o0036116,0.074,0.0495742629456051,130.636055,-48.1445027,12.951838719415358,-0.0026588682558278,12.800127090997815,-0.0057205852257053,0,J084232.65-480840.1,0.005,0.0988372275339611,130.6360832,-48.1444912,13.047,0.025,12.946,0.028,10.703,,7.879,,0,True,0.0,allwise,13.047,0.025,12.946,0.028
IC2395_CXO-52.0,130.6082464019822,-48.03204271602495,0.4326251821349215,36.26906,3.858582604065807e-14,4.761855453834064e-15,1.1291910132420344e-14,1.2625290484473805e-15,1.2194984140990306e-14,2.0113395032578628e-15,6.207272031406871e-14,5.321159042797749e-15,0.93158154136604,0.944,,Gaia DR3 5329122685624490368,0.284449778153861,0.0027827836063912,130.60828616826,-48.0319683115,13.413999,0.003224,13.881124,0.006494,12.77502,0.005819,1.3913,0.0111,5.611,701.120849609375,696.263671875,706.322998046875,700.6686401367188,695.7257690429688,705.410400390625,0,08422599-4801551,0.236,0.1400276521105742,130.608305,-48.03199,12.038999557495115,0.0240000002086162,11.529000282287598,0.0209999997168779,11.432000160217283,0.0230000000447034,0,J084225.98-480155.1,0.246,0.0375033779225285,130.6082843,-48.0319794,11.221,0.01,11.384,0.007,0,1304m485o0039676,0.299,0.0167330019900793,130.6082609,-48.0319602,11.37160996984468,-0.001098340427243,11.38505606483131,-0.0024040529383118,0,,,,,,,,,,,,,,-4,True,0.0,catwise,11.221,0.01,11.384,0.007
IC2395_CXO-133.0,130.8251883170804,-48.12719468429328,3.200046206607795,4.937389,5.7608775217508e-14,4.2709772759355846e-14,1.373900554319099e-15,6.499350540191847e-16,2.403658166229697e-15,9.357740944639054e-16,6.138633393805682e-14,4.272496668092472e-14,0.0542296167900036,,,Gaia DR3 5329107876568904576,0.6836647836575985,0.0186897348563322,130.82507834221,-48.12736983055,20.99089,0.022408,21.527384,0.394427,19.71641,0.165255,,,,,,,,,,0,,,,,,,,,,,,-8,J084317.93-480739.9,2.386,0.2444519931683928,130.8247126,-48.1277763,16.236,0.036,16.275,0.123,0,1304m485o0127289,2.779,0.6822333449517107,130.8246179,-48.1278661,16.060169314420907,-0.0205001207301424,16.138536575735085,-0.07136232878852,0,,,,,,,,,,,,,,-8,True,0.0,catwise,16.236,0.036,16.275,0.123
IC2395_CXO-24.0,130.6753156113443,-48.08804357506417,0.2277718376482662,65.25341,2.6569319655430523e-14,4.100533496747124e-15,1.3033843012396687e-14,1.3420044390722346e-15,1.65420931984606e-14,2.1642723155738544e-15,5.61452558662878e-14,4.826947848112117e-15,0.8774766563905535,0.999,,Gaia DR3 5329110522277255808,0.1156354442608113,0.0028803847590209,130.6753607306,-48.08805468316,11.05584,0.002767,11.127798,0.003136,10.874005,0.004242,1.431,0.016,4.363,685.4281005859375,679.144287109375,693.3147583007812,686.2044677734375,676.8487548828125,695.6124877929688,0,08424209-4805170,0.163,0.1400296245513784,130.67538,-48.088058,10.597000122070312,0.0320000015199184,10.373000144958496,0.0219999998807907,10.29599952697754,0.0209999997168779,0,,,,,,,,,,-8,1304m485o0037879,0.194,0.0113708289935254,130.6753959,-48.08805,10.246489767485787,-0.0006196588080457,10.236928632636925,-0.0012932584206816,0,J084242.09-480516.9,0.187,0.0752551377116539,130.6753934,-48.0880447,10.229,0.023,10.253,0.02,10.281,0.066,8.936,,0,True,0.0,allwise,10.229,0.023,10.253,0.02
IC2395_CXO-19.0,130.6579987362922,-48.10684120546122,0.1618290889338226,70.11868,2.9837940880065993e-14,4.190313032758466e-15,1.2649048438699624e-14,1.3045025701504201e-15,1.2550729542765611e-14,1.897604752272088e-15,5.5037718861531225e-14,4.7813548355962986e-15,0.9740144187097486,0.994,,Gaia DR3 5329110487917509888,0.0615283070040926,0.003006444744212,130.65801270355,-48.10685552763,13.644716,0.003097,14.17329,0.005409,12.950399,0.005158,1.4741,0.0275,5.647,661.394287109375,652.075927734375,672.3316650390625,664.9478759765625,655.2532348632812,680.4240112304688,0,08423792-4806247,0.133,0.1400322675822969,130.658041,-48.106865,12.10099983215332,0.0260000005364418,11.538999557495115,0.0240000002086162,11.378000259399414,0.0209999997168779,0,J084237.92-480624.7,0.08,0.042306925724283,130.658005,-48.106863,11.348,0.012,11.354,0.008,0,1304m485o0037305,0.057,0.0167715820434448,130.6580197,-48.1068485,11.341541097725578,-0.0010673650337808,11.32655356795622,-0.0022988132462803,0,J084237.92-480624.7,0.097,0.0798565962475235,130.6580125,-48.1068664,11.332,0.023,11.327,0.021,12.709,,9.317,,0,True,0.0,allwise,11.332,0.023,11.327,0.021
IC2395_CXO-6.0,130.54452118488726,-48.15358710402552,0.2985115546466796,49.411537,2.4844603013066417e-14,3.4714186326832017e-15,1.2710933082114541e-14,1.316260013278058e-15,1.7426954865443728e-14,2.360747135066649e-15,5.4982490960624686e-14,4.399592569956933e-15,0.9998635298213048,0.791,,Gaia DR3 5329115848036574336,0.2358243437043612,0.0028159891832178,130.54442603321,-48.15360327617,14.605258,0.004075,15.288824,0.012137,13.801533,0.008697,1.4078,0.0168,5.6,695.1629028320312,688.0752563476562,703.1748046875,693.775634765625,685.415283203125,702.385009765625,0,08421066-4809130,0.211,0.140028314037983,130.544454,-48.153625,12.767999649047852,0.0270000007003545,12.12600040435791,0.0219999998807907,11.937999725341797,0.0240000002086162,0,,,,,,,,,,-8,1304m485o0035848,0.264,0.0221794664570633,130.5444117,-48.153592,11.835490719901918,-0.0014035270673459,11.807490719901915,-0.0030839540941725,0,J084210.65-480912.9,0.269,0.0852465174204788,130.5444092,-48.1535895,11.832,0.024,11.859,0.023,12.318,,9.107,,0,True,0.0,allwise,11.832,0.024,11.859,0.023
IC2395_CXO-14.0,130.72137438853153,-48.12766761659804,0.3477736918991412,38.56813,3.178018536681179e-14,4.7062002000368885e-15,7.408352066214806e-15,1.019540700569647e-15,1.041867731508748e-14,1.825404828789956e-15,4.9607214748114093e-14,5.1497462415069535e-15,0.1774351289689036,0.411,,,,,,,,,,,,,,,,,,,,,,-4,,,,,,,,,,,,-8,,,,,,,,,,-8,,,,,,,,,,-8,,,,,,,,,,,,,,-8,True,,,,,,
IC2395_CXO-23.0,130.69488742756076,-48.09064284962816,0.306282444893966,42.594307,3.064099516083104e-14,4.6015435688155115e-15,9.635985973069144e-15,1.123409791833669e-15,8.754331558956006e-15,1.6139059357777346e-15,4.9031312692856196e-14,5.004092839429917e-15,0.6585382342492344,0.435,,Gaia DR3 5329110419188865024,0.191861073687723,0.0028227122984817,130.69495445468,-48.0906717613,14.575971,0.004198,14.360153,0.144508,13.489315,0.03801,1.3936,0.0271,5.143,698.8020629882812,686.4109497070312,711.850830078125,710.4534912109375,695.6675415039062,720.9415893554688,0,,,,,,,,,,,,-8,,,,,,,,,,-8,1304m485o0100913,0.174,0.0386033032457068,130.6949409,-48.0906753,11.661424973885886,-0.0022374652772633,11.67891367724992,-0.0049958878015787,0,,,,,,,,,,,,,,-8,True,0.0,unwise,11.661424973885886,-0.0022374652772633,11.67891367724992,-0.0049958878015787
IC2395_CXO-53.0,130.71572038136011,-48.21084617932621,0.9643977422575896,17.149721,9.880735112915537e-16,4.097952340334972e-16,3.886565826994842e-15,8.075469631041035e-16,4.1921190800603926e-14,4.9278191203896506e-15,4.679583013889032e-14,5.010335868455633e-15,0.3210942427399245,0.899,,,,,,,,,,,,,,,,,,,,,,-8,,,,,,,,,,,,-8,,,,,,,,,,-8,,,,,,,,,,-8,,,,,,,,,,,,,,-8,,,,,,,
IC2395_CXO-3.0,130.62959735291656,-48.17518050765273,0.3195554930415812,35.089256,2.382125631856853e-15,1.4608131013671137e-15,5.700337755513692e-15,8.936590112851877e-16,3.4788696646653465e-14,3.650504060565811e-15,4.2871160034024e-14,4.032217906039367e-15,0.1356959166915993,,,,,,,,,,,,,,,,,,,,,,,-8,,,,,,,,,,,,-8,,,,,,,,,,-8,,,,,,,,,,-8,,,,,,,,,,,,,,-8,,,,,,,
IC2395_CXO-122.0,130.78264909183957,-48.03481055597508,1.552223072460577,9.755827,1.440238393913998e-14,8.711886804429117e-15,4.323437819914406e-15,8.649318713670195e-16,1.7895255928669932e-14,2.8781223571501626e-15,3.6621077687724325e-14,9.215675077715156e-15,0.3567541007498265,,,Gaia DR3 5329112412053957376,0.8439772890349398,0.0034953798191326,130.78253177636,-48.03458963206,20.643436,0.018372,20.759054,0.156662,19.941656,0.132289,-0.0639,1.0666,4.062,6203.70849609375,2465.521484375,9657.7333984375,17986.109375,14574.2509765625,21587.728515625,0,,,,,,,,,,,,-8,,,,,,,,,,-8,,,,,,,,,,-4,,,,,,,,,,,,,,-8,True,,,,,,
IC2395_CXO-29.0,130.69423889335852,-48.176442977704,0.5129175136053163,30.134605,6.661388288388803e-15,1.919688605241649e-15,3.4664968100285568e-15,7.072436918836001e-16,2.6076228733700843e-14,3.728399072449252e-15,3.6204113832118204e-14,4.252805853109712e-15,1.0,,,Gaia DR3 5329108804290419200,0.173935334805364,0.0050698524199428,130.69429209447,-48.17641017851,16.28261,0.002978,17.524715,0.011395,15.180927,0.004795,2.5308,0.0382,11.486,389.7837524414063,384.4338684082031,395.9722290039063,387.2473754882813,382.7680969238281,392.7362976074219,0,08424664-4810351,0.33,0.1201070294842062,130.694374,-48.176426,13.67099952697754,0.0280000008642673,13.008000373840332,0.0299999993294477,12.77400016784668,0.0350000001490116,0,J084246.63-481035.3,0.189,0.0743729690917338,130.6942907,-48.1764826,12.573,0.017,12.54,0.014,0,1304m485o0035087,0.239,0.0388323129818454,130.6942712,-48.1765057,12.5956915166898,-0.0022300990939916,12.485203348542957,-0.0047512817031278,0,J084246.63-481035.2,0.185,0.102525404322636,130.694311,-48.1764608,12.582,0.029,12.535,0.027,9.586,0.058,7.518,0.221,0,True,0.0,allwise,12.582,0.029,12.535,0.027
IC2395_CXO-40.0,130.72723013980365,-48.1083528224763,0.4417375429772175,34.183174,1.7660675169696942e-14,3.217957472310944e-15,7.860848345229775e-15,1.0479275811720078e-15,1.0136390743253101e-14,1.8941533820551456e-15,3.5657914258179817e-14,3.8783011156605406e-15,0.999979265718721,0.846,,,,,,,,,,,,,,,,,,,,,,-4,,,,,,,,,,,,-4,,,,,,,,,,-4,,,,,,,,,,-4,J084254.52-480630.4,0.439,0.0838819619603642,130.7271902,-48.1084719,12.149,0.024,12.195,0.022,12.579,,8.783,,0,True,0.0,allwise,12.149,0.024,12.195,0.022
IC2395_CXO-84.0,130.46527190461293,-48.16649731742673,1.6718873633999334,8.347887,2.6058196726885804e-14,1.9038825929707063e-14,9.917407935984013e-16,4.0218179994789483e-16,8.047872949092301e-15,1.938644064134062e-15,3.50978104695765e-14,1.9141498995358165e-14,0.9256714889744873,,,,,,,,,,,,,,,,,,,,,,,-8,,,,,,,,,,,,-8,,,,,,,,,,-8,,,,,,,,,,-8,,,,,,,,,,,,,,-8,,,,,,,
IC2395_CXO-116.0,130.8074544011045,-48.12243839925391,2.562999585000232,4.749144,2.3499063877694392e-14,1.8476139248749977e-14,1.6631225634575176e-15,6.187511646436774e-16,9.51798439732765e-15,3.4458346381036618e-15,3.468017083847956e-14,1.8804902310198325e-14,,,,,,,,,,,,,,,,,,,,,,,,-4,,,,,,,,,,,,-4,,,,,,,,,,-4,,,,,,,,,,-4,,,,,,,,,,,,,,-8,True,,,,,,
IC2395_CXO-72.0,130.7383754700817,-48.0599411093316,0.7993258242397088,17.227936,3.002753618875046e-14,5.483768658454563e-15,3.5449652476224373e-15,7.38853252933003e-16,5.826809846709371e-16,3.4309494761190063e-16,3.415518242104384e-14,5.543945974835528e-15,0.3088549139468903,0.986,,Gaia DR3 5329111965386318080,0.3062278522905877,0.0028221503857874,130.738410467,-48.05985932512,13.166957,0.003171,13.60971,0.00659,12.549538,0.005915,1.411,0.0104,5.341,692.10693359375,686.4465942382812,697.6416015625,692.4007568359375,687.767578125,696.533447265625,0,08425722-4803355,0.241,0.1200331792324105,130.738425,-48.059883,11.845000267028809,0.0240000002086162,11.4350004196167,0.0270000007003545,11.29800033569336,0.0240000002086162,0,J084257.21-480335.5,0.284,0.0448887972287073,130.7384006,-48.059864,11.096,0.012,11.198,0.009,0,1304m485o0038794,0.325,0.0167395972663621,130.7384132,-48.0598544,11.198728565771466,-0.0010038211389919,11.200385318931684,-0.0021604596527411,0,J084257.23-480335.3,0.473,0.0774514306945972,130.7384721,-48.0598267,11.137,0.022,11.175,0.02,10.966,0.101,8.676,,0,True,0.0,allwise,11.137,0.022,11.175,0.02
IC2395_CXO-94.0,130.80400326672398,-48.10113163629635,1.176818031075963,15.179233,6.730244035034721e-15,2.981996157168861e-15,4.581136012035714e-15,9.018382351939635e-16,2.2117773209453427e-14,3.056416603473456e-15,3.342915325652386e-14,4.364320764771516e-15,0.0278881961584015,,,,,,,,,,,,,,,,,,,,,,,-8,,,,,,,,,,,,-8,,,,,,,,,,-8,,,,,,,,,,-8,,,,,,,,,,,,,,-8,,,,,,,
IC2395_CXO-78.0,130.69384301447698,-48.21748003455136,1.325442613387729,10.668069,2.0800394963628222e-14,5.638150451293895e-15,4.264059068528094e-15,8.431018906081712e-16,6.120760764481142e-15,1.882269692818209e-15,3.1185214796637465e-14,6.003540664131007e-15,0.4466951110520344,0.088,,Gaia DR3 5329108598132012544,0.2898941694100016,0.0061425468105664,130.69376021495,-48.21753869259,15.539556,0.003725,16.465145,0.007261,14.507289,0.005974,1.317,0.2347,5.321,812.2284545898438,697.53271484375,1062.9149169921875,864.1285400390625,709.4925537109375,1037.8848876953125,0,08424650-4813032,0.357,0.1201563166727409,130.693784,-48.217571,13.128999710083008,0.0240000002086162,12.428999900817873,0.0209999997168779,12.223999977111816,0.0260000005364418,0,J084246.50-481303.3,0.446,0.0406642402653732,130.6937471,-48.2175861,12.146,0.011,12.131,0.008,0,1304m485o0033810,0.37,0.0281742867941674,130.693734,-48.2175528,12.14472989240455,-0.0017278289689757,12.071189366373671,-0.0036771290698198,0,J084246.50-481303.2,0.348,0.0896097117301467,130.6937562,-48.2175575,12.2,0.025,12.132,0.023,10.566,,7.597,,0,True,0.0,allwise,12.2,0.025,12.132,0.023
IC2395_CXO-34.0,130.54063406785107,-48.14942293637326,0.59997846181242,15.731441,1.970559103642635e-14,5.2462713858054575e-15,3.115531760631108e-15,6.50616625847178e-16,5.194435868895091e-15,1.444707786959725e-15,2.8015558665952547e-14,5.480314410419528e-15,0.8379892483896221,0.856,,Gaia DR3 5329115916756040320,0.1874945981184347,0.0026989018507533,130.54057675528,-48.1493875762,16.182245,0.003651,17.23067,0.01116,15.155382,0.007128,1.3486,0.034,5.564,724.89013671875,706.689697265625,742.7747802734375,730.0884399414062,710.001953125,744.1077880859375,0,08420974-4808578,0.081,0.1400259967571736,130.540612,-48.149406,13.541000366210938,0.0260000005364418,12.798999786376951,0.0209999997168779,12.61299991607666,0.0299999993294477,0,,,,,,,,,,-8,1304m485o0035962,0.208,0.0385944266421979,130.5406022,-48.1493693,12.589626830622144,-0.0021254808804695,12.459779602934812,-0.0045556525669674,0,J084209.74-480857.8,0.132,0.0924393842895981,130.5406086,-48.1493905,12.611,0.025,12.518,0.025,12.355,,9.029,,0,True,0.0,allwise,12.611,0.025,12.518,0.025
IC2395_CXO-141.0,130.58605197007458,-47.96367741583811,2.411525647829171,7.399621,4.176447203610709e-15,3.5488791278721238e-15,3.3292027625224404e-15,8.885723470257815e-16,1.951693462578809e-14,3.303517394679297e-15,2.7022584591921244e-14,4.9292322989583275e-15,0.8362321555425423,0.74,,Gaia DR3 5329123888205164416,0.7317356947136194,0.0090034660681317,130.5863375057,-47.96374640187,20.824003,0.013741,21.523256,0.218377,19.888735,0.092519,1.2155,1.2109,8.988,5611.154296875,2669.693115234375,9468.8408203125,6205.560546875,5164.650390625,9273.201171875,0,,,,,,,,,,,,-8,J084220.65-475750.3,1.102,0.099184835293708,130.5860602,-47.9639835,15.631,0.026,14.594,0.018,0,1304m485o0136335,0.172,0.1872036098803652,130.5860158,-47.9637185,15.929097222820726,-0.0217939599392074,14.515965560614008,-0.0197779551464216,0,,,,,,,,,,,,,,-8,True,0.0,catwise,15.631,0.026,14.594,0.018
IC2395_CXO-4.0,130.6474432487236,-48.15703972144032,0.2928373010726829,29.446436,1.1025407733714882e-15,7.764297749845481e-16,3.2568388772989968e-15,6.54850476486179e-16,2.2105122620125528e-14,2.989346868252785e-15,2.646450227079601e-14,3.157192905219677e-15,0.0446212346055365,0.851,,,,,,,,,,,,,,,,,,,,,,-8,,,,,,,,,,,,-8,,,,,,,,,,-8,,,,,,,,,,-8,,,,,,,,,,,,,,-8,,,,,,,
IC2395_CXO-54.0,130.6740179479854,-48.20494916737251,0.9478227113848738,10.693027,1.1425726130435168e-14,2.946915103227694e-15,4.069205512556096e-15,7.901725459799575e-16,9.808671667782263e-15,2.486383041517489e-15,2.5303603310773528e-14,3.9358330639392836e-15,0.8550675023338223,,,,,,,,,,,,,,,,,,,,,,,-4,,,,,,,,,,,,-4,,,,,,,,,,-4,,,,,,,,,,-4,,,,,,,,,,,,,,-4,True,,,,,,
IC2395_CXO-48.0,130.66368658788682,-48.06562313601009,0.4757357493955235,23.256233,1.7637591880484562e-15,7.6748552107422985e-16,3.3111572359598896e-15,6.462453172028294e-16,1.913555339445017e-14,3.0238746965425602e-15,2.421046981845852e-14,3.185982613803083e-15,0.3194830058720397,0.583,,,,,,,,,,,,,,,,,,,,,,-8,,,,,,,,,,,,-8,,,,,,,,,,-8,,,,,,,,,,-8,,,,,,,,,,,,,,-8,,,,,,,
IC2395_CXO-22.0,130.59988012127272,-48.09299227395184,0.9928696449414334,2.7632787,2.1301571931887505e-14,1.0908308187589594e-14,1.4705387504961857e-15,7.582957689522932e-16,7.978845608028655e-18,6.028102749890869e-18,2.2780089527991715e-14,1.0934634713911015e-14,,,,,,,,,,,,,,,,,,,,,,,,-8,,,,,,,,,,,,-8,,,,,,,,,,-8,,,,,,,,,,-8,,,,,,,,,,,,,,-8,,,,,,,
IC2395_CXO-89.0,130.46852729692324,-48.12924812083973,1.1497234155972087,9.311636,1.5400515256924703e-14,3.6960904338083455e-15,3.010700456948793e-15,6.674762972644729e-16,3.683038755376171e-15,1.1769627396536066e-15,2.2094254469249664e-14,3.935968799778826e-15,0.5858463147315005,0.41,,Gaia DR3 5329116432152004736,0.3407465928976526,0.0022371440454293,130.46866814966,-48.12925910348,17.017242,0.004229,18.46737,0.022173,15.789278,0.008888,1.0205,0.0746,5.703,953.5098876953124,899.5984497070312,1018.423828125,953.0670166015624,885.0610961914062,1033.365478515625,0,08415249-4807453,0.452,0.1400178102158436,130.468713,-48.129269,13.977999687194824,0.0260000005364418,13.277999877929688,0.0379999987781047,13.015000343322754,0.0439999997615814,0,,,,,,,,,,-8,1304m485o0036598,0.335,0.0715348668667245,130.4686412,-48.1293017,12.968219209277075,-0.0033769178616729,12.88594563124614,-0.007881076846688,0,,0.296,0.086628789542738,,,,,,,,,,,0,True,0.0,allwise,,,,
IC2395_CXO-83.0,130.7551952387577,-48.1696247378284,1.0042876950273365,13.024993,1.2014940534064081e-14,2.8306214078852e-15,5.884857693379648e-15,9.836943397111933e-16,4.1904799791658256e-15,1.1238430123101578e-15,2.2090278206609563e-14,3.200483592377284e-15,0.5351144330835338,0.357,,Gaia DR3 5329106192950531840,0.7635094468863961,0.0030653898805861,130.75495784972,-48.16976585795,15.27329,0.003088,16.230062,0.007043,14.292103,0.005534,1.4995,0.0333,5.514,655.138671875,643.5421752929688,672.4970092773438,655.0257568359375,639.56689453125,667.80419921875,0,08430119-4810111,0.74,0.1200391303723914,130.754982,-48.169773,12.890000343322754,0.0260000005364418,12.149999618530272,0.0260000005364418,11.993000030517578,0.0230000000447034,0,J084301.19-481011.1,0.733,0.0461019828267722,130.7549928,-48.1697773,11.852,0.012,11.862,0.009,0,1304m485o0035305,0.772,0.0276702515449354,130.7549667,-48.1697756,11.886483275638987,-0.0015200059137173,11.840974489935046,-0.0032656185601801,0,,,,,,,,,,,,,,-4,True,0.0,catwise,11.852,0.012,11.862,0.009
IC2395_CXO-20.0,130.65273074108347,-48.10225667545828,0.2570001456647408,32.81651,1.2272074029587711e-14,2.960535387262629e-15,4.5599519002298456e-15,7.77137584277554e-16,5.048358639875733e-15,1.1914430294069497e-15,2.1880384569693293e-14,3.284547015412239e-15,0.9954911152747692,0.923,,Gaia DR3 5329110487917499136,0.063060671283584,0.0028290014775535,130.65272704351,-48.1022740174,15.927036,0.004646,16.878202,0.016167,14.950168,0.01046,1.4133,0.0308,5.398,689.53466796875,677.781005859375,703.0101318359375,690.18359375,676.9937744140625,704.1364135742188,0,08423666-4806082,0.139,0.1400285680213862,130.652757,-48.102291,13.529999732971191,0.0260000005364418,12.779000282287598,0.0219999998807907,12.609000205993652,0.0270000007003545,0,J084236.64-480608.2,0.174,0.0399003742102752,130.6526868,-48.1022952,12.607,0.012,12.578,0.008,0,1304m485o0037451,0.153,0.0331209882418988,130.6526698,-48.102269,12.564359144952777,-0.002023166241523,12.495020859710758,-0.0045163874544361,0,J084236.65-480608.1,0.073,0.0816490040485491,130.6527199,-48.1022756,12.585,0.023,12.567,0.022,12.816,,9.33,,0,True,0.0,allwise,12.585,0.023,12.567,0.022
IC2395_CXO-47.0,130.51576965587424,-48.06849378939738,0.6992617651061102,17.724297,1.0445770904789266e-14,2.5302969515504247e-15,5.0176787337303435e-15,8.312372267752781e-16,6.033825739137253e-15,1.443483379754769e-15,2.1497275377656864e-14,3.029356739941779e-15,0.9338804960407364,0.543,,Gaia DR3 5329122926142566400,0.311445226116633,0.002758403059743,130.51582358942,-48.06857243733,16.27799,0.004083,17.28586,0.015543,15.275076,0.008298,1.3783,0.0359,5.526,712.2959594726562,692.6094360351562,727.4904174804688,710.7418212890625,694.7528076171875,730.6567993164062,0,08420380-4804069,0.395,0.1400271545051173,130.515854,-48.068588,13.975000381469728,0.0320000015199184,13.265000343322754,0.0320000015199184,13.001999855041504,0.0289999991655349,0,,,,,,,,,,-8,1304m485o0038537,0.291,0.0440863243965745,130.5158374,-48.0685607,12.803349496861722,-0.0023733277536121,12.719146355234978,-0.0053459669964208,0,J084203.79-480406.8,0.306,0.114433229434461,130.5158153,-48.0685732,12.927,0.028,12.878,0.034,12.505,,9.171,,0,True,0.0,allwise,12.927,0.028,12.878,0.034
IC2395_CXO-25.0,130.5534913909661,-48.08707256911071,0.3982877821965702,28.237099,5.155628546524502e-15,1.5477464118924322e-15,5.895543655946671e-15,8.857205870805166e-16,9.502713823066232e-15,1.9317701462637617e-15,2.05538860255374e-14,2.6290218355692802e-15,0.2584710044815931,0.661,,Gaia DR3 5329122101508909312,0.1780906041768577,0.0033766150920707,130.55347235913,-48.08712037722,14.34801,0.003715,14.938319,0.006414,13.533047,0.005698,1.4584,0.075,5.769,674.9354248046875,641.6822509765625,710.0302734375,672.7315673828125,639.3218994140625,701.5498657226562,0,08421284-4805136,0.226,0.1400406354107264,130.553503,-48.087135,12.619000434875488,0.0260000005364418,11.967000007629396,0.0209999997168779,11.779000282287598,0.0189999993890523,0,,,,,,,,,,-8,1304m485o0037930,0.142,0.0222571239435826,130.5534687,-48.0871091,11.625627414039592,-0.0013000390623274,11.582104543161696,-0.0027615620905173,0,J084212.84-480513.6,0.161,0.0844673875897674,130.5535028,-48.0871166,11.568,0.025,11.648,0.021,12.205,,9.108,,0,True,0.0,allwise,11.568,0.025,11.648,0.021
IC2395_CXO-97.0,130.62203311322472,-48.09454725322142,0.702672556271154,4.7138114,1.5005619030859135e-14,6.881045273155096e-15,2.892905386260347e-16,1.8052845533894664e-16,2.588438267459949e-15,1.3585544358031592e-15,1.7883347836945122e-14,7.01619873788062e-15,,,,Gaia DR3 5329121929710324480,0.1831162233838416,0.0027947057018584,130.62205342299,-48.09449822973,16.050943,0.003928,16.982224,0.022066,14.920467,0.019632,1.3967,0.0303,5.531,701.990966796875,684.7623291015625,716.5634765625,702.99951171875,685.5335693359375,718.2109985351562,0,,,,,,,,,,,,-8,,,,,,,,,,-8,,,,,,,,,,-8,,,,,,,,,,,,,,-8,True,,,,,,
