name,ra,dec,PU_X,significance,F_b,HR_hms,P_inter,P_intra,G,J,W1,cp_counts,CSC_flags,Class,Class_prob,Class_prob_e,CT,PU_TeV,TeV_extent,true_Class,P_AGN,P_CV,P_HM-STAR,P_LM-STAR,P_HMXB,P_LMXB,P_NS,P_YSO,e_P_AGN,e_P_CV,e_P_HM-STAR,e_P_LM-STAR,e_P_HMXB,e_P_LMXB,e_P_NS,e_P_YSO
IC2395_CXO-108.0,130.7510634768544,-48.21839496871623,1.9569703730082333,9.683193,1.337636045069578e-14,-0.021305919068893796,0.947,0.875517234334866,10.333393,10.208000183105469,10.129,9,,HM-STAR,0.5154,0.13033306207830408,1.1138397796913837,12,p,,0.0014000000000000002,0.0015,0.5154,0.24230000000000002,0.0012000000000000001,0.0034999999999999996,0.0,0.2347,0.003765875486765087,0.005924610544247621,0.13033306207830408,0.11485480513511949,0.007286350876186864,0.009142530206997327,0.0,0.09544637290651804
IC2395_CXO-109.0,130.68704870562297,-48.21189490127711,1.5567527270472534,7.1935277,1.2638870185025014e-14,-0.5293212815394086,0.956,0.9601105074654211,14.950864,,,3,,YSO,0.31120000000000003,0.09406939196705007,0.20103998938073864,12,p,,0.0051,0.2656,0.15689999999999998,0.0959,0.0009,0.1579,0.006500000000000001,0.31120000000000003,0.00846800275785682,0.13275115324120043,0.10540633258725467,0.06092046479060242,0.00404395046378357,0.06272104346173851,0.010187633620614691,0.09406939196705007
IC2395_CXO-11.0,130.5792457691213,-48.13680822935239,0.1780834015864659,106.086174,1.1513824206802314e-13,-0.49688760162703866,0.131,0.9922859157010132,13.13468,,10.99,5,,CV,0.3627,0.07956770828684338,1.309044996610544,12,p,,0.0248,0.3627,0.0722,0.1744,0.002,0.1518,0.021,0.1911,0.016421223025602134,0.07956770828684338,0.04115945833099618,0.053528431037094,0.00426401432711221,0.051959191446341584,0.015795409127178365,0.051520222566807036
IC2395_CXO-110.0,130.6578184718083,-48.21116211031022,1.6459148405078985,4.9877768,6.024939428224086e-15,0.25101843825308723,,0.3142897686854182,16.08141,,,3,,HM-STAR,0.27399999999999997,0.16211356538182753,0.11141109421190812,12,p,,0.04020000000000001,0.23190000000000002,0.27399999999999997,0.0126,0.0051,0.149,0.0394,0.24780000000000002,0.02585819917640176,0.10644574660218682,0.16211356538182753,0.016491197529579105,0.009795381306998467,0.0607777870108759,0.03544294034362866,0.07305152464203092
IC2395_CXO-111.0,130.58678087000123,-48.20830281382721,1.6639733105440264,4.2981873,7.552940981867834e-15,0.06615496728409202,,0.1851148745406118,15.268388,,,3,,CV,0.3211,0.1338995175797165,0.15899825809332124,12,p,,0.0197,0.3211,0.2729,0.044199999999999996,0.0029000000000000002,0.10679999999999999,0.0263,0.2061,0.018337740517106443,0.1338995175797165,0.16924845761199833,0.04630116607384721,0.008201379534116579,0.0513234937441033,0.023641044602533745,0.06711809282032963
IC2395_CXO-112.0,130.61760098712634,-48.193404742792566,1.4267897699752503,4.6067524,2.722784826793363e-15,0.41967279279642866,,0.4139931382466161,17.242052,,13.079,5,,YSO,0.3522,0.0709755968874891,1.5004994242596417,12,p,,0.1435,0.153,0.1243,0.0633,0.0177,0.1145,0.0315,0.3522,0.051705752566661746,0.05721658303094807,0.08090716715452158,0.044812854396834835,0.015625348480962437,0.044820066754059876,0.0261840802894824,0.0709755968874891
IC2395_CXO-113.0,130.71442657496104,-48.18929641690453,1.7076574534260105,4.9825916,1.014210222142074e-14,0.23733435651544976,,0.2857384573743319,,,,0,,NS,0.6364,0.2126671416352633,0.6946497845233479,12,p,,0.0088,0.0031,0.002,0.0079,0.0,0.34119999999999995,0.6364,0.0006,0.012892719737209148,0.013904072508557783,0.0055048188256318015,0.03235831587182198,0.0,0.2122952013712334,0.2126671416352633,0.003428932159955306
IC2395_CXO-114.0,130.56978570503756,-48.15524538245912,1.2404788922548653,3.3373787,6.198759084172093e-15,0.30403778733398157,,1.4869316473653529e-06,17.6906,14.53600025177002,13.568,9,,YSO,0.4395,0.206521821186679,0.8248748444199822,12,p,,0.0322,0.1525,0.0675,0.0759,0.064,0.1439,0.0245,0.4395,0.027545371203660966,0.14140974921029018,0.08144372786213074,0.057191773795704136,0.08871700553280117,0.10072359417853606,0.0291070819942883,0.206521821186679
IC2395_CXO-115.0,130.55035032178864,-48.1539723265959,1.514705708804872,3.1847966,2.1920142609644104e-15,-0.6511497403001156,,,18.609602,,,3,,YSO,0.29059999999999997,0.06629929079255642,0.3927565572529405,12,p,,0.0757,0.1663,0.12530000000000002,0.020500000000000004,0.003,0.23120000000000002,0.0874,0.29059999999999997,0.03761192052603224,0.07903016940869911,0.06448639352216054,0.019403998338361903,0.005773502691896257,0.0849394317776324,0.057359754306843175,0.06629929079255642
IC2395_CXO-116.0,130.8074544011045,-48.12243839925391,2.562999585000232,4.749144,3.468017083847956e-14,-0.4510993361793407,,,,,,0,,NS,0.6865000000000001,0.1647794669468036,1.2698810969180065,12,p,,0.0048,0.0036,0.0064,0.0168,0.0,0.2814,0.6865000000000001,0.0005,0.011932469919670377,0.00990051524013786,0.014461373141279257,0.03832028763519977,0.0,0.1542267777978227,0.1647794669468036,0.002190429135575903
IC2395_CXO-117.0,130.7401145552963,-48.121224960236425,1.5839755716742665,3.8536766,4.288516211242901e-15,-0.24091142748625335,0.575,0.0055388498002133,8.897943,,,3,,HM-STAR,0.2748,0.07040259407525587,0.2556770716212888,12,p,,0.0070999999999999995,0.235,0.2748,0.20170000000000002,0.0009,0.13,0.0026,0.1479,0.01165973820244241,0.08526251796479489,0.07040259407525587,0.06448012770371093,0.00404395046378357,0.05480912701403303,0.004631905164675273,0.049793411596152325
IC2395_CXO-118.0,130.52096532782696,-48.10051028901147,1.5822755458763795,3.0461314,3.260151076565096e-15,-0.15397232295750696,,0.8911178980166833,18.174932,,14.129873056225764,5,,YSO,0.43060000000000004,0.09722222799422783,1.3954859254259702,12,p,,0.1361,0.095,0.0636,0.0508,0.006500000000000001,0.18600000000000003,0.031400000000000004,0.43060000000000004,0.05161815904731923,0.0475352075791824,0.03622377142377111,0.061818894826547635,0.008804842561071297,0.07805721807065182,0.024619118792130027,0.09722222799422783
IC2395_CXO-119.0,130.77056665656926,-48.08212243677911,1.9093312075013225,4.6942554,9.400052238202724e-15,-0.3056145432781579,,0.9999999999801504,,,16.228,2,,NS,0.3262,0.07179910243945331,0.6346565678249634,12,p,,0.2289,0.0354,0.0033,0.1797,0.0003,0.16740000000000002,0.3262,0.0588,0.08151216058498463,0.020371300866412503,0.006971080231639828,0.06306089729520799,0.001714466079977653,0.05883756101215094,0.07179910243945331,0.03417956149868551
IC2395_CXO-12.0,130.6523779416921,-48.13373715531083,0.2529882549665628,20.99404,1.189122675621044e-14,-0.26639914714338725,,0.980665157417856,14.948035,,,3,,YSO,0.3135,0.09689497594631191,0.15030721895093185,12,p,,0.0064,0.1948,0.2729,0.0484,0.0015,0.1577,0.0048,0.3135,0.008589399151150083,0.0937165293786954,0.17321846426878504,0.0347202383271623,0.0035887028128263657,0.07095104301594518,0.008584693919818557,0.09689497594631191
IC2395_CXO-120.0,130.5203390251555,-48.06816945614357,1.425889012300929,4.497369,3.1954780233515856e-15,-0.372993951835365,0.677,0.3253592295606381,,,13.521014358599698,2,,NS,0.2504,0.0990553360297142,0.0027021561005006888,12,p,,0.21080000000000002,0.024399999999999998,0.015,0.2499,0.0006,0.046,0.2504,0.2029,0.07668221186273654,0.01950498511777039,0.014177803109441924,0.08598208645944334,0.00238683256575942,0.02597590180816587,0.0990553360297142,0.08103241650878075
