_rs_gaia,_q,_r_gaia,DR3Name_gaia,RA_ICRS_gaia,DE_ICRS_gaia,SolID_gaia,Source_gaia,RandomI_gaia,e_RA_ICRS_gaia,e_DE_ICRS_gaia,Plx_gaia,e_Plx_gaia,RPlx_gaia,PM_gaia,pmRA_gaia,e_pmRA_gaia,pmDE_gaia,e_pmDE_gaia,RADEcor_gaia,RAPlxcor_gaia,RApmRAcor_gaia,RApmDEcor_gaia,DEPlxcor_gaia,DEpmRAcor_gaia,DEpmDEcor_gaia,PlxpmRAcor_gaia,PlxpmDEcor_gaia,pmRApmDEcor_gaia,NAL_gaia,NAC_gaia,NgAL_gaia,NbAL_gaia,gofAL_gaia,chi2AL_gaia,epsi_gaia,sepsi_gaia,Solved_gaia,APF_gaia,nueff_gaia,pscol_gaia,e_pscol_gaia,RApscolCorr_gaia,DEpscolCorr_gaia,PlxpscolCorr_gaia,pmRApscolCorr_gaia,pmDEpscolCorr_gaia,MatchObsA_gaia,Nper_gaia,amax_gaia,MatchObs_gaia,NewMatchObs_gaia,MatchObsrm_gaia,IPDgofha_gaia,IPDgofhp_gaia,IPDfmp_gaia,IPDfow_gaia,RUWE_gaia,SDSk1_gaia,SDSk2_gaia,SDSk3_gaia,SDSk4_gaia,SDMk1_gaia,SDMk2_gaia,SDMk3_gaia,SDMk4_gaia,Dup_gaia,o_Gmag_gaia,FG_gaia,e_FG_gaia,RFG_gaia,Gmag_gaia,e_Gmag_gaia,o_BPmag_gaia,FBP_gaia,e_FBP_gaia,RFBP_gaia,BPmag_gaia,e_BPmag_gaia,o_RPmag_gaia,FRP_gaia,e_FRP_gaia,RFRP_gaia,RPmag_gaia,e_RPmag_gaia,E_BP_RP__gaia,NBPcont_gaia,NBPblend_gaia,NRPcont_gaia,NRPblend_gaia,Mode_gaia,BP-RP_gaia,BP-G_gaia,G-RP_gaia,RV_gaia,e_RV_gaia,n_RV_gaia,o_RV_gaia,o_RVd_gaia,RVNper_gaia,RVS_N_gaia,RVgof_gaia,RVchi2_gaia,RVTdur_gaia,RVamp_gaia,RVtempTeff_gaia,RVtemplogg_gaia,RVtemp_Fe_H__gaia,Vatmparam_gaia,Vbroad_gaia,e_Vbroad_gaia,o_Vbroad_gaia,GRVSmag_gaia,e_GRVSmag_gaia,o_GRVSmag_gaia,RVSS_N_gaia,VarFlag_gaia,GLON_gaia,GLAT_gaia,ELON_gaia,ELAT_gaia,QSO_gaia,Gal_gaia,NSS_gaia,XPcont_gaia,XPsamp_gaia,RVS_gaia,EpochPh_gaia,EpochRV_gaia,MCMCGSP_gaia,MCMCMSC_gaia,And_gaia,PQSO_gaia,PGal_gaia,PSS_gaia,Teff_gaia,b_Teff_gaia,B_Teff_gaia,logg_gaia,b_logg_gaia,B_logg_gaia,__Fe_H__gaia,b__Fe_H__gaia,B__Fe_H__gaia,Dist_gaia,b_Dist_gaia,B_Dist_gaia,A0_gaia,b_A0_gaia,B_A0_gaia,AG_gaia,b_AG_gaia,B_AG_gaia,E_BP-RP__gaia,b_E_BP-RP__gaia,B_E_BP-RP__gaia,Lib_gaia,HIP_gaia,dHIP_gaia,nHIP_gaia,f_HIP_gaia,PS1coid_gaia,PS1_gaia,dPS1_gaia,nPS1_gaia,mPS1_gaia,f_PS1_gaia,SDSS13coid_gaia,SDSS13_gaia,dSDSS13_gaia,nSDSS13_gaia,mSDSS13_gaia,f_SDSS13_gaia,SKYM2_gaia,dSKYM2_gaia,nSKYM2_gaia,mSKYM2_gaia,f_SKYM2_gaia,TYC2_gaia,dTYC2_gaia,f_TYC2_gaia,TYC2moid_gaia,nTYC2_gaia,URAT1_gaia,dURAT1_gaia,f_URAT1_gaia,URAT1oid_gaia,nURAT1_gaia,mURAT1_gaia,AllWISE_gaia,dAllWISE_gaia,f_AllWISE_gaia,AllWISEoid_gaia,nAllWISE_gaia,mAllWISE_gaia,APASS9coid_gaia,APASS9_gaia,dAPASS9_gaia,nAPASS9_gaia,mAPASS9_gaia,f_APASS9_gaia,GSC23_gaia,dGSC23_gaia,f_GSC23_gaia,GSC23coid_gaia,nGSC23_gaia,mGSC23_gaia,RAVE5_gaia,dRAVE5_gaia,f_RAVE5_gaia,RAVE5coid_gaia,nRAVE5_gaia,_2MASS_gaia,d2MASS_gaia,f_2MASS_gaia,_2MASScoid_gaia,n2MASS_gaia,m2MASS_gaia,RAVE6_gaia,dRAVE6_gaia,f_RAVE6_gaia,RAVE6oid_gaia,nRAVE6_gaia,RAJ2000_gaia,DEJ2000_gaia,e_RAJ2000_gaia,e_DEJ2000_gaia,RADEcorJ2000_gaia
"[0.18318513579104856, 1.966157655541091, 3.2145604572061517]",51.0,0.18318513579104856,Gaia DR3 5329121929710324480,130.62205342299,-48.09449822973,1.6361480689213768e+18,5329121929710324480,49776873.0,0.025,0.0301,1.3967,0.0303,46.1207,5.531,-4.424,0.033,3.319,0.039,0.0073,-0.0972,-0.1,0.1592,-0.0799,0.1561,-0.2825,0.0833,-0.0164,-0.0222,401.0,0.0,399.0,2.0,-1.5293,365.6,0.0,0.0,31.0,0.0,1.348,,,,,,,,45.0,26.0,0.054945,49.0,21.0,0.0,0.0383,90.0,0.0,0.0,0.945,0.211,0.157,0.145,0.0536,-57.166,-70.876,12.446,-29.803,0.0,396.0,7154.33507,18.445,387.87,16.050943,0.003928,41.0,2200.5,44.364,49.601,16.982224,0.022066,42.0,8530.4,151.36,56.36,14.920467,0.019632,1.5,0,27,0,29,0.0,2.061756,0.93128,1.130476,,,,,,,,,,,,,,,,,,,,,,,NOT_AVAILABLE,266.62038877457,-3.5819233962,158.75322599762,-62.18856880327,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.999527,4739.6,4703.8,4750.9,4.2417,4.2196,4.2692,-0.9977,-1.0233,-0.9632,617.3137,588.7731,629.3826,2.1636,2.1239,2.174,1.5998,1.5671,1.6082,0.8772,0.8582,0.882,MARCS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S66G133569,0.301626,8,179114354,1,0,,,,,,08422940-4805406,1.147521,12,102093221,1,1,,,,,,130.62208286261,-48.0945129819,0.525758,0.631407,-0.0366
"[0.270208292663771, 3.986346311635433, 6.400273569989211, 6.905035135792363, 7.896930981995506, 9.369340037194133]",52.0,0.270208292663771,Gaia DR3 5329115813676803584,130.52233305463,-48.15509802956,1.6361480689213768e+18,5329115813676803584,583831929.0,3.5125,4.5011,,,,,,,,,0.0451,,,,,,,,,,319.0,0.0,319.0,0.0,732.1369,2696000.0,49.12,106800.0,3.0,0.0,,,,,,,,,38.0,24.0,8.96744,47.0,19.0,0.0,0.297,88.0,37.0,2.0,,0.231,0.238,0.179,0.112,-57.526,-84.778,13.625,-12.499,0.0,326.0,4949.07968,80.892,61.181,16.451056,0.017959,39.0,1609.4,84.468,19.054,17.321871,0.057051,40.0,7559.2,209.39,36.101,15.051711,0.030312,1.853,0,39,0,40,0.0,2.27016,0.870815,1.399344,,,,,,,,,,,,,,,,,,,,,,,NOT_AVAILABLE,266.62738935938,-3.67166935703,158.70663705654,-62.27593030712,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.810485,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,441249846,0.111861,1,0,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,08420536-4809183,0.079666,16,101832360,1,0,,,,,,130.52233305463,-48.15509802956,3.512536,4.501113,0.0451
[0.40288880283143863],53.0,0.40288880283143863,Gaia DR3 5329116913188346624,130.48230742736,-48.11473754094,1.6361480689213768e+18,5329116913188346624,1621520697.0,0.0228,0.0283,1.4547,0.0283,51.4241,5.401,-4.227,0.031,3.362,0.036,-0.029,-0.0407,-0.0512,0.0606,-0.0381,0.0674,-0.3221,0.1621,-0.0677,-0.0867,350.0,0.0,348.0,2.0,2.6462,428.8,0.072,0.7106,31.0,0.0,1.383,,,,,,,,42.0,27.0,0.050837,48.0,19.0,0.0,0.00671,129.0,1.0,0.0,1.102,0.25,0.168,0.102,0.058,-59.202,-83.438,12.158,-16.852,0.0,346.0,9652.55749,17.228,560.29,15.72576,0.003369,38.0,3274.3,32.006,102.3,16.55076,0.010974,39.0,9407.8,53.14,177.04,14.81418,0.007204,1.314,0,1,0,3,0.0,1.73658,0.825,0.91158,,,,,,,,,,,,,,,,,,,,,,,VARIABLE,266.57902780848,-3.6680284863,158.61074490549,-62.25719022739,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.998613,4068.7,4052.3,4257.4,4.1242,4.1004,4.1696,-0.7445,-0.798,-0.6793,647.7097,628.2398,661.3292,0.4553,0.4204,0.8389,0.3311,0.3056,0.6176,0.1794,0.1658,0.3327,MARCS,,,,,,,,,,,,,,,,,441247666,0.107692,1,0,8,,,,,,,,,,,,J084155.76-480653.0,0.061694,8,108269929,1,0,10773172,40281765,1.51213,1,0,8,S66G054868,0.185925,8,178944825,1,0,,,,,,08415576-4806530,0.058699,8,102006407,1,0,,,,,,130.48233556854,-48.11475248397,0.499769,0.577837,-0.091
[7.538689099374549],54.0,7.538689099374549,Gaia DR3 5329109315374032384,130.74660928887,-48.1458546245,1.6361480689213768e+18,5329109315374032384,1712150898.0,0.072,0.085,0.0169,0.0883,0.1919,5.929,-4.128,0.098,4.255,0.115,-0.0338,-0.0852,-0.0945,0.0948,0.0668,0.1235,-0.1985,0.1294,0.0783,-0.1257,381.0,0.0,381.0,0.0,0.6352,410.4,0.159,0.3246,31.0,0.0,1.447,,,,,,,,43.0,25.0,0.163025,48.0,20.0,0.0,0.00986,160.0,0.0,0.0,1.022,0.169,0.107,0.155,0.0628,-76.074,-85.275,17.778,-3.965,0.0,387.0,1192.62852,1.2707,938.54,17.996103,0.002988,41.0,471.51,9.1577,51.487,18.654821,0.021271,39.0,1040.1,8.7166,119.33,17.205183,0.009853,1.267,0,2,0,0,0.0,1.449638,0.658718,0.79092,,,,,,,,,,,,,,,,,,,,,,,NOT_AVAILABLE,266.71219473479,-3.547929001,158.96254861522,-62.18505345352,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.999997,5755.8,5604.5,5970.4,4.6754,4.6337,4.7181,-3.5239,-3.9049,-2.9794,1533.4198,1426.5424,1617.4064,1.6373,1.5416,1.7588,1.3055,1.2236,1.409,0.7279,0.6821,0.7862,MARCS,,,,,,,,,,,,,,,,,441241708,0.101442,1,0,8,,,,,,,,,,,,,,,,,,,,,,,,S66G053572,0.299782,8,178684754,1,0,,,,,,08425917-4808451,0.230528,8,101872487,1,0,,,,,,130.74663678451,-48.14587353712,1.580486,1.851595,-0.1338
"[0.11772672792359443, 5.685389645520178, 9.401921569388385, 9.872022581412557]",55.0,0.11772672792359443,Gaia DR3 5329122170228437888,130.59524587508,-48.07794440012,1.6361480689213768e+18,5329122170228437888,1556982269.0,0.0528,0.0621,1.3804,0.0641,21.545,5.502,-4.492,0.07,3.177,0.082,-0.0376,-0.0685,-0.086,0.1155,-0.0064,0.1097,-0.3014,0.085,-0.1046,-0.0509,365.0,0.0,364.0,1.0,-0.1298,372.5,0.0,0.0,31.0,0.0,1.272,,,,,,,,41.0,25.0,0.116339,45.0,19.0,0.0,0.0103,32.1,0.0,0.0,0.994,0.257,0.133,0.127,0.0782,-49.614,-76.389,13.716,-8.753,0.0,380.0,2105.40951,5.9628,353.09,17.379025,0.004129,42.0,378.62,8.0516,47.025,18.893021,0.023257,40.0,2643.0,18.26,144.74,16.192636,0.008399,1.435,0,2,0,0,0.0,2.700384,1.513996,1.186388,,,,,,,,,,,,,,,,,,,,,,,VARIABLE,266.59627939978,-3.58588901761,158.70161042857,-62.1847341772,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.996487,3548.2,3511.4,3551.9,4.0871,4.0255,4.1414,-0.4498,-0.5742,-0.3917,606.9499,588.2481,622.4899,1.3481,1.2977,1.3843,0.8792,0.8459,0.9031,0.5483,0.5289,0.5621,MARCS,,,,,,,,,,,,,,,,,441246875,0.102215,1,0,8,,,,,,,,,,,,J084222.84-480440.6,0.123177,8,108448372,1,0,,,,,,,S66G056859,0.412926,8,179252485,1,0,,,,,,08422286-4804406,0.02903,8,102165389,1,0,,,,,,130.5952757538,-48.07795852138,1.120928,1.333074,-0.0604
"[0.2848698209356395, 5.833585835384839, 8.68120790915876, 9.145461327886576, 9.664228674932799]",56.0,0.2848698209356395,Gaia DR3 5329106257355993984,130.79780427161,-48.17047675661,1.6361480689213768e+18,5329106257355993984,1431805977.0,0.06,0.0699,1.3437,0.0723,18.5821,5.537,-4.226,0.082,3.577,0.092,0.0184,-0.0039,-0.148,0.0002,0.0162,0.0038,-0.2209,0.0569,-0.0492,-0.0212,405.0,0.0,404.0,1.0,2.1119,482.8,0.276,1.475,31.0,0.0,1.285,,,,,,,,46.0,29.0,0.128708,50.0,21.0,0.0,0.0096,178.0,0.0,0.0,1.075,0.185,0.104,0.0698,0.109,-78.007,-79.282,41.507,-3.261,0.0,408.0,1738.65636,2.2539,771.4,17.586832,0.003094,42.0,342.84,11.059,31.0,19.000807,0.035135,44.0,2186.6,13.114,166.74,16.398457,0.007529,1.455,0,2,0,1,0.0,2.60235,1.413975,1.188375,,,,,,,,,,,,,,,,,,,,,,,NOT_AVAILABLE,266.75270114794,-3.53618031924,159.0527249875,-62.18649446422,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.992964,3528.6,3517.7,3549.9,4.4029,4.2768,4.4162,-0.3378,-0.3858,-0.3012,507.0402,481.9862,586.0628,1.2326,1.1983,1.2764,0.8049,0.7819,0.8341,0.502,0.4887,0.519,MARCS,,,,,,,,,,,,,,,,,441241399,0.121335,1,0,8,,,,,,,,,,,,,,,,,,,,,,,,S66G004959,0.466764,8,178479619,1,0,,,,,,08431148-4810137,0.054076,8,101765819,1,0,,,,,,130.79783243549,-48.17049265492,1.322668,1.490631,-0.021
"[0.33342830385526745, 3.0122266052488014, 5.261510815748944, 8.930410679415642]",57.0,0.33342830385526745,Gaia DR3 5329110350478614272,130.71106739696,-48.10312906831,1.6361480689213768e+18,5329110350478614272,45297738.0,0.0418,0.0459,1.4213,0.05,28.4036,5.653,-4.6,0.055,3.286,0.057,0.0003,-0.064,-0.0011,0.0864,0.0368,0.1009,-0.1966,0.1629,-0.0116,-0.0294,400.0,0.0,396.0,4.0,3.0434,503.7,0.243,2.786,31.0,0.0,1.277,,,,,,,,45.0,28.0,0.080652,49.0,21.0,0.0,0.0109,154.0,0.0,0.0,1.11,0.199,0.101,0.113,0.0604,-66.616,-71.344,16.981,-9.92,0.0,387.0,3746.7459,4.0338,928.84,16.753231,0.002993,44.0,747.28,7.0502,105.99,18.154839,0.010617,43.0,4665.3,16.73,278.86,15.575695,0.005426,1.445,0,2,0,2,0.0,2.579144,1.401608,1.177536,,,,,,,,,,,,,,,,,,,,,,,NOT_AVAILABLE,266.6638244178,-3.54034027573,158.86941167157,-62.16273241006,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.996487,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,441246168,0.312239,1,0,40,,,,,,,,,,,,J084250.66-480611.4,0.215546,8,108325856,1,0,,,,,,,S66G005338,0.529717,8,179040606,1,0,,,,,,08425066-4806113,0.034172,8,102056329,1,0,,,,,,130.7110980092,-48.10314367269,0.887436,0.926979,-0.0381
"[0.6546870479436314, 1.2337143351729998, 8.486982065294322, 8.898708071158188, 9.428348782136176]",58.0,0.6546870479436314,Gaia DR3 5329109143574017024,130.73568293057,-48.16782085437,1.6361480689213768e+18,5329109143574017024,96878374.0,0.0603,0.0647,1.4004,0.0726,19.2868,5.324,-4.309,0.083,3.126,0.083,-0.1078,0.0866,-0.0122,0.1025,-0.0297,0.1037,-0.2327,0.2708,-0.0748,-0.1391,365.0,0.0,364.0,1.0,-0.2554,369.3,0.0,0.0,31.0,0.0,1.269,,,,,,,,41.0,26.0,0.124497,44.0,17.0,0.0,0.00977,155.0,0.0,0.0,0.99,0.23,0.0457,0.0495,0.162,-67.321,41.894,4.929,-12.794,0.0,363.0,1837.93929,4.601,399.47,17.526539,0.00387,35.0,350.87,8.7988,39.877,18.975681,0.02737,36.0,2454.0,15.078,162.76,16.273205,0.007667,1.526,0,35,0,36,0.0,2.702477,1.449142,1.253334,,,,,,,,,,,,,,,,,,,,,,,NOT_AVAILABLE,266.7250473321,-3.56719270243,158.97577619228,-62.20735984854,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.996487,3551.1,3524.8,3560.4,4.3086,4.2892,4.3294,0.1325,0.1049,0.1501,613.5957,597.2736,630.9584,1.1787,1.1337,1.2239,0.7567,0.7272,0.7861,0.4965,0.4783,0.5145,MARCS,,,,,,,,,,,,,,,,,441241741,0.155796,1,0,8,,,,,,,,,,,,,,,,,,,,,,,,S66G004960,0.523578,8,178501974,1,1,,,,,,08425656-4810041,0.087686,8,101777385,1,0,,,,,,130.73571164433,-48.16783474942,1.328969,1.349791,-0.1469
"[0.3457596268954022, 6.287021991464083, 7.55736872252411, 7.790064827384964, 8.556002088213493, 8.934147776286443, 9.802610347222794]",59.0,0.3457596268954022,Gaia DR3 5329122651264752128,130.5971585354,-48.04990008029,1.6361480689213768e+18,5329122651264752128,839389676.0,0.0486,0.0579,1.4369,0.0606,23.7249,5.611,-4.391,0.063,3.493,0.077,-0.0664,-0.1389,-0.0732,0.1183,0.018,0.1315,-0.1695,0.0889,0.0424,-0.121,358.0,0.0,357.0,1.0,6.0237,561.7,0.334,4.221,31.0,0.0,1.284,,,,,,,,40.0,26.0,0.108946,45.0,16.0,0.0,0.0253,60.6,0.0,0.0,1.234,0.255,0.177,0.0953,0.0944,-60.649,88.059,21.824,-14.756,0.0,357.0,3202.09362,4.643,689.65,16.923782,0.003173,38.0,645.23,9.3472,69.029,18.314255,0.015974,39.0,4053.7,14.886,272.32,15.728257,0.005494,1.467,0,2,0,1,0.0,2.585998,1.390472,1.195525,,,,,,,,,,,,,,,,,,,,,,,VARIABLE,266.57488832723,-3.56765935306,158.67057681575,-62.16068730041,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1e-06,3521.4,3513.9,3535.5,4.0177,4.0067,4.0787,-0.536,-0.5663,-0.4498,537.961,520.9135,553.8663,1.0643,1.0467,1.0901,0.6982,0.6866,0.7155,0.4361,0.4293,0.4462,MARCS,,,,,,,,,,,,,,,,,441246854,0.030963,1,0,8,,,,,,,,,,,,,,,,,,,,,,,,S66G059072,0.340053,8,179489154,1,0,,,,,,08422332-4802597,0.031016,8,102286623,1,0,,,,,,130.59718773219,-48.04991560269,1.015529,1.243947,-0.1312
[0.10892156664531087],60.0,0.10892156664531087,Gaia DR3 5329109903801970048,130.65236029293,-48.13370927726,1.6361480689213768e+18,5329109903801970048,1002565682.0,0.0153,0.0174,1.4109,0.0184,76.8712,5.253,-4.317,0.021,2.993,0.021,-0.0112,-0.0865,-0.0756,0.121,-0.0059,0.1255,-0.2314,0.2042,-0.0717,-0.0556,402.0,0.0,398.0,4.0,0.2849,406.2,0.0,0.0,31.0,0.0,1.417,,,,,,,,45.0,27.0,0.030608,50.0,21.0,0.0,0.00881,142.0,0.0,0.0,1.009,0.168,0.125,0.113,0.0681,-75.945,-69.7,14.617,-24.492,0.0,384.0,19757.52676,28.617,690.41,14.948035,0.003173,44.0,7551.0,48.808,154.71,15.643533,0.007552,44.0,17825.0,63.733,279.69,14.120306,0.005418,1.284,0,2,0,0,0.0,1.523227,0.695498,0.827729,29.04,8.56,2,17,6,14,4.209,,,878.788,,4250.0,2.5,-1.5,111,,,,13.74245,0.131727,11,,VARIABLE,266.66384286204,-3.59005142119,158.83599984119,-62.2099357375,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.999661,4574.8,4565.8,4583.6,4.1414,4.1395,4.1451,-0.4697,-0.4847,-0.4525,655.2571,649.8927,660.7779,0.7514,0.7401,0.762,0.5707,0.5619,0.5791,0.3057,0.301,0.3103,MARCS,,,,,,,,,,,,,,,,,441247015,0.157565,1,0,8,,,,,,,,,,,,,,,,,,,,,,,,S66G126047,0.246458,8,178786323,1,0,,,,,,08423657-4808013,0.035841,8,101924813,1,0,,,,,,130.65238903888,-48.13372257909,0.330643,0.346583,-0.0665
"[1.7257831806665678, 5.945663846070054, 6.179906083525837, 7.498138343122882, 7.93782071824859, 8.4359393849982]",61.0,1.7257831806665678,Gaia DR3 5329123372819159296,130.54302479929,-48.01749424933,1.6361480689213768e+18,5329123372819159296,450523484.0,0.0126,0.0153,0.9412,0.0148,63.7379,8.178,-6.308,0.017,5.205,0.018,-0.0243,-0.0487,-0.0806,0.2166,0.0824,0.2518,-0.368,0.0663,-0.0959,-0.0689,347.0,0.0,346.0,1.0,3.9093,456.6,0.074,3.068,31.0,0.0,1.521,,,,,,,,40.0,25.0,0.026815,46.0,19.0,0.0,0.0149,113.0,0.0,0.0,1.152,0.221,0.16,0.196,0.137,-36.704,-68.718,4.3,-36.719,0.0,364.0,50956.19942,9.9637,5114.2,13.919374,0.002763,42.0,25508.0,26.471,963.63,14.321845,0.003009,39.0,36518.0,21.808,1674.5,13.341624,0.003835,1.217,1,3,0,2,0.0,0.980221,0.402471,0.57775,,,,,,,,,,,,,,,,,,,,,,,NOT_AVAILABLE,266.52699304736,-3.57634512313,158.56761433511,-62.15375830966,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.999994,7830.4,7745.4,7853.1,4.1631,4.1217,4.1965,-1.2068,-1.2153,-1.1262,1026.4871,978.3021,1080.3722,1.4685,1.4417,1.4808,1.2707,1.2461,1.2821,0.6868,0.6737,0.6928,PHOENIX,,,,,,,,,,,,,,,,,441248072,0.108594,1,0,8,,,,,,,,,,,,J084210.32-480102.9,0.06978,8,108741896,1,0,,,,,,,S66G002486,0.276258,8,179762435,1,0,,,,,,08421033-4801030,0.026583,8,102426337,1,0,,,,,,130.54306671024,-48.01751738393,0.270517,0.298012,-0.09
"[0.11551878121675667, 1.8401757890741774, 2.4510847347391382, 4.2623530023612535, 5.064715304890576]",62.0,0.11551878121675667,Gaia DR3 5329122342027193600,130.64866630539,-48.0619453637,1.6361480689213768e+18,5329122342027193600,1089415098.0,0.0644,0.0681,1.4081,0.0764,18.4322,5.452,-4.474,0.083,3.115,0.092,0.089,-0.2534,-0.1211,0.0515,-0.1374,0.0188,-0.117,0.1571,-0.0376,0.059,348.0,0.0,346.0,2.0,1.1002,387.5,0.199,0.7652,31.0,0.0,1.286,,,,,,,,39.0,26.0,0.127731,47.0,20.0,0.0,0.00983,18.1,0.0,0.0,1.041,0.211,0.138,0.052,0.0675,-50.965,-62.693,24.039,-6.228,0.0,359.0,1859.41774,3.5036,530.72,17.513924,0.003432,39.0,361.87,8.6652,41.762,18.94215,0.026148,39.0,2332.9,13.047,178.81,16.328138,0.007152,1.449,0,36,0,36,0.0,2.614012,1.428226,1.185785,,,,,,,,,,,,,,,,,,,,,,,VARIABLE,266.60560193468,-3.54789356895,158.74621887287,-62.15162109366,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.999019,3510.2,3497.2,3519.6,4.1362,4.0584,4.2241,-0.4594,-0.5686,-0.3892,626.5467,581.4645,649.9698,1.1389,1.1107,1.1626,0.7435,0.7248,0.7591,0.4666,0.4557,0.4758,MARCS,,,,,,,,,,,,,,,,,441246615,0.081307,1,0,8,,,,,,,,,,,,J084235.69-480343.1,0.212963,8,108525734,1,0,,,,,,,S66G057851,0.244858,8,179387315,1,0,,,,,,08423568-4803430,0.051255,8,102234522,1,0,,,,,,130.64869605908,-48.06195920982,1.335929,1.474205,0.0551
"[2.4968649394736073, 5.8220952098908425, 7.236017384123046, 7.698950462238498, 7.825676365990488, 8.625428724675409, 9.29399086346995]",63.0,2.4968649394736073,Gaia DR3 5329110453557822848,130.71711713695,-48.08507804062,1.6361480689213768e+18,5329110453557822848,1443819799.0,0.2831,0.312,0.3439,0.3388,1.0151,12.618,-6.484,0.363,10.825,0.434,0.0523,0.1113,0.0343,-0.0352,0.0329,0.0676,-0.1722,0.0126,-0.1015,-0.0696,357.0,0.0,351.0,6.0,1.3373,399.7,0.0,0.0,95.0,0.0,,1.3733,0.1052,-0.313,-0.058,-0.187,0.025,0.239,41.0,26.0,0.607134,45.0,17.0,0.0,0.048,169.0,0.0,0.0,1.05,0.243,0.121,0.0602,0.114,-63.66,-77.113,30.336,-4.113,0.0,349.0,194.10887,0.77395,250.8,19.967253,0.005132,36.0,61.089,4.5376,13.463,20.873638,0.080695,38.0,181.7,5.2704,34.475,19.099525,0.031719,1.251,0,2,0,1,0.0,1.774113,0.906385,0.867727,,,,,,,,,,,,,,,,,,,,,,,NOT_AVAILABLE,266.65205701498,-3.52604969154,158.85513806218,-62.14547796082,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.999995,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,441246130,0.111252,1,0,8,,,,,,,,,,,,,,,,,,,,,,,,S66G133610,0.255689,8,179191262,1,0,,,,,,,,,,,,,,,,,130.71716027297,-48.08512615103,5.797679,7.003937,-0.0702
"[0.6988098771320982, 8.388221315709853]",64.0,0.6988098771320982,Gaia DR3 5329108598132004608,130.68731452038,-48.21197117339,1.6361480689213768e+18,5329108598132004608,276933636.0,0.0154,0.0173,1.4148,0.0185,76.3371,6.54,-4.986,0.021,4.233,0.021,-0.0071,-0.0551,-0.102,0.0602,0.0247,0.071,-0.2443,0.2202,-0.0913,-0.0725,399.0,0.0,397.0,2.0,1.0353,431.7,0.0,0.0,31.0,0.0,1.446,,,,,,,,46.0,28.0,0.030888,50.0,20.0,0.0,0.022,168.0,0.0,0.0,1.036,0.214,0.0993,0.123,0.113,-70.943,-79.213,9.138,-9.777,0.0,382.0,19706.13213,14.557,1353.7,14.950864,0.00287,41.0,8254.9,38.472,214.57,15.546765,0.005778,39.0,16436.0,34.905,470.89,14.208377,0.004427,1.253,0,1,0,1,0.0,1.338388,0.595901,0.742487,-21.09,4.82,2,17,8,14,4.246,,,878.788,,4500.0,3.0,-0.25,111,,,,13.755041,0.120847,9,,VARIABLE,266.74005210579,-3.61977370876,158.97106955416,-62.26198780411,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.999832,4706.5,4688.6,4722.4,4.3238,4.3075,4.3359,-0.1834,-0.1991,-0.1651,691.5605,680.2734,705.8885,0.3936,0.3757,0.4115,0.3048,0.2906,0.3188,0.1617,0.1542,0.1691,MARCS,,,,,,,,,,,,,,,,,441242119,0.098825,1,0,8,,,,,,,,,,,,J084244.95-481242.9,0.195818,8,107800017,1,0,10725987,40281545,1.832105,1,0,8,S66G004771,0.165269,8,178137492,1,0,,,,,,08424496-4812431,0.01008,8,101586353,1,0,,,,,,130.68734777223,-48.21198998721,0.338283,0.34605,-0.0773
