name,ra,dec,PU_X,significance,F_b,HR_hms,P_inter,P_intra,G,J,W1,cp_counts,CSC_flags,Class,Class_prob,Class_prob_e,conf_flag,CT,PU_TeV,TeV_extent,true_Class,P_AGN,P_CV,P_HM-STAR,P_LM-STAR,P_HMXB,P_LMXB,P_NS,P_YSO,e_P_AGN,e_P_CV,e_P_HM-STAR,e_P_LM-STAR,e_P_HMXB,e_P_LMXB,e_P_NS,e_P_YSO
2CXO J084131.5-481004,130.38154166666666,-48.16797777777778,1.45,6.73,1.2571304265425642e-14,-0.19547667132352872,0.999,0.883,16.959389,13.503999710083008,12.471,9,,YSO,0.7428400000000001,0.12097590491320809,1,3.3894743374395593,12.0,point,,0.013630000000000001,0.043480000000000005,0.05601,0.05021,0.01499,0.07725,0.00159,0.7428400000000001,0.013824406468786065,0.04459010964191363,0.06172673723833206,0.04171805719704951,0.02279735992652701,0.07539377773876117,0.005118407769814564,0.12097590491320809
2CXO J084136.6-480936,130.40283333333332,-48.16023611111111,1.56,5.41,7.66599187541144e-15,0.1053742688594292,0.465,1.0,16.32721,13.76200008392334,12.684,9,,YSO,0.6958300000000001,0.13302031989702004,1,2.529076752731433,12.0,point,,0.00445,0.045829999999999996,0.07562999999999999,0.08866,0.016890000000000002,0.07181,0.0009,0.6958300000000001,0.007833189571232068,0.04439236175043834,0.09938450774834263,0.10705543080696682,0.023536819706193986,0.05313612092868041,0.003578100446158939,0.13302031989702004
2CXO J084136.7-480549,130.40295833333332,-48.09721944444445,5.14,2.22,9.426927827105869e-14,-0.713435818120555,,,,,,0,,NS,0.71485,0.14363428667385894,0,1.6292343206999558,12.0,point,,0.00495,0.0116,0.00146,0.01393,8.999999999999999e-05,0.25242000000000003,0.71485,0.0007,0.01303715718504106,0.01619574951344649,0.0045704802033582105,0.027796181891182967,0.0012220447591612144,0.14019842794838738,0.14363428667385894,0.0029186501192363773
2CXO J084141.6-480806,130.4235833333333,-48.135013888888885,1.74,3.88,4.447792097224218e-15,0.3463314435218572,0.896,0.95,20.350166,,,3,,LMXB,0.5081,0.1135177355142194,0,1.9367191550744014,12.0,point,,0.07621000000000001,0.12294,0.0582,0.00905,0.0011899999999999999,0.5081,0.11073999999999999,0.11357,0.07599678553341194,0.0724002637992307,0.03112440728317132,0.01296014912975407,0.004231052091596345,0.1135177355142194,0.09165398438067415,0.07226601882958192
2CXO J084142.3-480412,130.4264583333333,-48.07000277777778,2.35,3.05,9.156891276852316e-15,0.24082976488157132,0.332,0.08,,,,0,extent,NS,0.5961799999999999,0.17702866080594618,0,0.8056164427532628,12.0,point,,0.056240000000000005,0.00248,0.00922,0.0021000000000000003,0.0,0.32806,0.5961799999999999,0.005719999999999999,0.0724009965698284,0.011957951019827462,0.010377827291841937,0.008405989570577666,0.0,0.1557848044749721,0.17702866080594618,0.010899559642499348
2CXO J084151.6-480959,130.46504166666665,-48.16641944444444,1.45,4.26,1.10234369121998e-14,0.5145320768349769,0.637,0.91,,,,0,,NS,0.67848,0.1858236261082534,0,1.4709744169955412,12.0,point,,0.07826000000000001,0.0154,0.00123,0.00159,2e-05,0.21669999999999998,0.67848,0.008320000000000001,0.10478240191822168,0.022573204237536813,0.006755200421359295,0.010063457317103956,0.00044698970882985637,0.12810433529245102,0.1858236261082534,0.01725906936875437
2CXO J084152.4-480745,130.4685,-48.12929166666667,0.99,5.5,7.330146165556221e-15,-0.0914664675293368,0.442,0.683,17.017242,13.977999687194824,,6,,YSO,0.7201900000000001,0.12078266577763694,1,3.3458568192156735,12.0,point,,0.00664,0.04487,0.07103,0.09526000000000001,0.01077,0.04942,0.00182,0.7201900000000001,0.008943734700358143,0.03655022597767378,0.06352380950773005,0.06599460347397869,0.017169796210261254,0.048798000418509416,0.005129708950214807,0.12078266577763694
2CXO J084152.4-481125,130.46854166666665,-48.190441666666665,1.49,3.89,7.077238249933086e-15,0.2222122349575097,0.61,,15.988317,13.065999984741213,11.854,9,,YSO,0.45793,0.1412698562053217,0,0.551320352375642,12.0,point,,0.02519,0.0376,0.30604000000000003,0.04936,0.10565999999999999,0.016649999999999998,0.00157,0.45793,0.019171109290581793,0.03478577367329998,0.13423239823804364,0.04450810455828661,0.0608166347561509,0.020427794663026997,0.0060557222337035786,0.1412698562053217
2CXO J084152.6-480826,130.4693333333333,-48.14063333333333,1.12,4.0,3.519179808850104e-15,-0.44578376669096614,0.479,0.677,16.824114,14.118000030517578,,6,,YSO,0.68772,0.14383842007993236,1,2.27476890545268,12.0,point,,0.00498,0.03419,0.08422,0.14956,0.0077599999999999995,0.030850000000000002,0.0007199999999999999,0.68772,0.007788469699514805,0.027667840707388227,0.11414561235904254,0.09273945765965538,0.013970596894105044,0.028138394930579617,0.003360489978097376,0.14383842007993236
2CXO J084153.2-475911,130.47183333333334,-47.98647777777778,1.27,8.47,1.9824082512629358e-14,-0.38830405577832405,0.995,1.0,14.684675,12.826000213623049,12.017,9,,YSO,0.60358,0.09147103667582736,1,2.7251196007105425,12.0,point,,0.0077800000000000005,0.06656000000000001,0.05093,0.14987,0.03569,0.08468,0.00091,0.60358,0.009249711193175554,0.04557239562765209,0.03958537737728545,0.07502073854082754,0.03943195124234635,0.04016105713885668,0.0033887141194534807,0.09147103667582736
